164.153	-4.361	770.111
164.164	-4.335	770.099
164.154	-4.347	770.099
164.162	-4.338	770.103
164.150	-4.333	770.115
164.303	-4.151	769.670
163.736	-5.345	770.782
164.406	-4.746	770.383
164.317	-4.773	770.316
164.331	-4.774	770.315
164.332	-4.779	770.332
164.340	-4.777	770.323
164.348	-4.783	770.311
164.352	-4.776	770.313
164.359	-4.808	770.302
164.371	-4.818	770.331
164.377	-4.814	770.313
164.371	-4.856	770.359
164.361	-4.832	770.311
164.380	-4.841	770.326
164.375	-4.855	770.335
164.364	-4.864	770.346
164.361	-4.845	770.305
164.343	-4.845	770.330
164.347	-4.834	770.312
164.349	-4.856	770.323
164.342	-4.813	770.295
164.347	-4.798	770.286
164.318	-4.721	770.266
164.284	-4.618	770.244
164.336	-4.605	770.124
164.344	-4.608	770.131
164.346	-4.609	770.132
164.357	-4.611	770.130
164.343	-4.590	770.138
164.333	-4.614	770.141
164.333	-4.627	770.159
164.318	-4.648	770.158
164.326	-4.655	770.171
164.334	-4.665	770.172
164.321	-4.655	770.182
164.315	-4.690	770.188
164.314	-4.699	770.203
164.297	-4.683	770.162
164.304	-4.679	770.192
164.301	-4.658	770.156
164.293	-4.678	770.158
164.288	-4.664	770.138
164.285	-4.650	770.145
164.282	-4.642	770.147
164.280	-4.647	770.127
164.276	-4.650	770.131
164.288	-4.642	770.146
164.289	-4.656	770.139
164.294	-4.639	770.142
164.293	-4.650	770.137
164.324	-4.654	770.147
164.331	-4.675	770.134
164.323	-4.667	770.161
164.331	-4.682	770.166
164.333	-4.700	770.187
164.330	-4.689	770.190
164.327	-4.680	770.183
164.329	-4.694	770.201
164.320	-4.683	770.201
164.336	-4.663	770.184
164.319	-4.663	770.163
164.327	-4.672	770.169
164.322	-4.664	770.154
164.304	-4.664	770.144
164.316	-4.657	770.141
164.289	-4.667	770.148
164.288	-4.685	770.169
164.299	-4.663	770.152
164.277	-4.679	770.168
164.272	-4.660	770.144
164.252	-4.657	770.142
164.259	-4.657	770.149
164.250	-4.652	770.142
164.250	-4.636	770.143
164.253	-4.652	770.138
164.250	-4.663	770.145
164.236	-4.683	770.171
164.219	-4.694	770.168
164.216	-4.689	770.175
164.215	-4.712	770.169
164.189	-4.715	770.158
164.196	-4.737	770.169
164.195	-4.745	770.171
164.208	-4.768	770.169
164.193	-4.765	770.177
164.183	-4.757	770.150
164.204	-4.787	770.158
164.195	-4.765	770.137
164.195	-4.774	770.146
164.205	-4.763	770.146
164.205	-4.791	770.149
164.196	-4.767	770.111
164.212	-4.743	770.128
164.227	-4.749	770.137
164.246	-4.739	770.139
164.245	-4.746	770.135
164.267	-4.766	770.144
164.247	-4.787	770.153
164.271	-4.744	770.128
164.282	-4.783	770.149
164.267	-4.753	770.166
164.271	-4.768	770.155
164.287	-4.752	770.168
164.280	-4.762	770.172
164.288	-4.779	770.179
164.309	-4.781	770.164
164.314	-4.745	770.129
164.297	-4.766	770.142
164.322	-4.780	770.144
164.328	-4.735	770.142
164.319	-4.733	770.123
164.312	-4.764	770.156
164.310	-4.752	770.159
164.306	-4.725	770.139
164.327	-4.733	770.153
164.333	-4.714	770.150
164.346	-4.754	770.165
164.353	-4.743	770.142
164.333	-4.744	770.140
164.333	-4.732	770.141
164.334	-4.730	770.136
164.328	-4.737	770.171
164.327	-4.716	770.147
164.343	-4.727	770.164
164.352	-4.730	770.139
164.333	-4.706	770.142
164.346	-4.716	770.148
164.330	-4.717	770.145
164.332	-4.706	770.145
164.344	-4.694	770.146
164.336	-4.702	770.171
164.357	-4.745	770.184
164.347	-4.717	770.183
164.360	-4.716	770.151
164.377	-4.723	770.158
164.362	-4.725	770.163
164.359	-4.767	770.177
164.389	-4.773	770.187
164.382	-4.757	770.181
164.368	-4.756	770.199
164.356	-4.711	770.163
164.378	-4.735	770.154
164.371	-4.716	770.165
164.370	-4.726	770.174
164.384	-4.704	770.170
164.385	-4.711	770.164
164.384	-4.711	770.172
164.382	-4.688	770.191
164.360	-4.695	770.164
164.366	-4.690	770.155
164.383	-4.683	770.159
164.396	-4.720	770.159
164.386	-4.710	770.167
164.377	-4.730	770.177
164.384	-4.729	770.190
164.385	-4.717	770.190
164.378	-4.721	770.163
164.382	-4.692	770.178
164.387	-4.706	770.168
164.387	-4.727	770.179
164.395	-4.739	770.181
164.398	-4.737	770.192
164.404	-4.770	770.206
164.388	-4.762	770.211
164.389	-4.757	770.203
164.404	-4.729	770.174
164.396	-4.724	770.160
164.387	-4.721	770.168
164.380	-4.714	770.155
164.396	-4.740	770.152
164.408	-4.738	770.170
164.417	-4.726	770.163
164.399	-4.725	770.191
164.399	-4.713	770.188
164.414	-4.765	770.233
164.428	-4.799	770.296
164.453	-4.867	770.427
164.508	-4.901	770.615
164.561	-4.964	770.803
164.564	-4.997	771.107
164.590	-5.006	771.464
164.589	-5.037	771.894
164.608	-5.109	772.412
164.615	-5.161	773.183
164.563	-5.209	774.065
164.439	-5.198	774.950
164.296	-5.130	776.157
163.997	-5.148	777.328
163.759	-5.031	778.672
163.489	-5.040	780.204
163.314	-5.033	781.714
163.335	-5.136	783.370
163.449	-5.282	784.936
163.472	-5.393	786.581
163.475	-5.480	788.452
163.422	-5.558	790.505
163.081	-5.560	792.850
162.401	-5.530	795.635
161.523	-5.529	798.902
160.424	-5.564	802.674
159.110	-5.451	806.930
