-199.161	293.702	767.369
-199.154	293.703	767.367
-199.149	293.704	767.364
-199.159	293.709	767.365
-199.148	293.698	767.340
-198.517	296.876	768.003
-199.231	293.368	767.853
-198.941	293.554	767.285
-198.953	293.533	767.266
-198.931	293.499	767.220
-198.930	293.510	767.233
-198.934	293.504	767.221
-198.912	293.497	767.215
-198.914	293.491	767.191
-198.890	293.494	767.206
-198.897	293.479	767.209
-198.898	293.479	767.184
-198.892	293.462	767.197
-198.891	293.453	767.180
-198.909	293.455	767.193
-198.898	293.448	767.184
-198.923	293.442	767.166
-198.917	293.442	767.172
-198.915	293.440	767.169
-198.910	293.443	767.160
-198.938	293.441	767.158
-198.916	293.442	767.168
-198.912	293.436	767.151
-198.916	293.433	767.151
-198.908	293.439	767.154
-198.903	293.444	767.151
-198.903	293.444	767.162
-198.911	293.461	767.160
-198.904	293.451	767.147
-198.914	293.447	767.163
-198.899	293.443	767.143
-198.914	293.446	767.147
-198.919	293.417	767.145
-198.918	293.425	767.152
-198.930	293.428	767.143
-198.938	293.418	767.140
-198.940	293.414	767.161
-198.965	293.402	767.147
-198.957	293.416	767.185
-198.965	293.395	767.176
-198.948	293.420	767.160
-198.965	293.424	767.165
-198.941	293.430	767.155
-198.952	293.424	767.144
-198.949	293.435	767.140
-198.939	293.432	767.145
-198.938	293.423	767.148
-198.914	293.430	767.125
-198.920	293.431	767.136
-198.927	293.434	767.108
-198.909	293.449	767.136
-198.899	293.441	767.137
-198.901	293.417	767.128
-198.899	293.411	767.130
-198.908	293.398	767.140
-198.914	293.401	767.142
-198.920	293.395	767.138
-198.935	293.378	767.151
-198.954	293.391	767.138
-198.944	293.397	767.168
-198.946	293.376	767.143
-198.933	293.366	767.160
-198.923	293.374	767.137
-198.932	293.372	767.159
-198.954	293.365	767.141
-198.943	293.379	767.154
-198.924	293.386	767.136
-198.922	293.385	767.154
-198.921	293.397	767.150
-198.927	293.393	767.146
-198.939	293.395	767.149
-198.920	293.405	767.141
-198.914	293.393	767.133
-198.907	293.404	767.134
-198.913	293.402	767.144
-198.922	293.406	767.127
-198.924	293.404	767.133
-198.930	293.393	767.139
-198.956	293.370	767.157
-198.955	293.374	767.133
-198.958	293.388	767.152
-198.957	293.389	767.135
-198.973	293.387	767.140
-198.982	293.391	767.131
-198.979	293.392	767.138
-198.961	293.408	767.100
-198.956	293.404	767.106
-198.948	293.428	767.127
-198.952	293.423	767.118
-198.914	293.440	767.110
-198.919	293.438	767.091
-198.922	293.452	767.104
-198.925	293.437	767.093
-198.912	293.446	767.089
-198.904	293.448	767.109
-198.899	293.436	767.092
-198.891	293.452	767.090
-198.890	293.447	767.109
-198.889	293.446	767.106
-198.897	293.446	767.094
-198.876	293.428	767.109
-198.884	293.435	767.106
-198.888	293.454	767.100
-198.889	293.424	767.091
-198.893	293.428	767.085
-198.910	293.416	767.086
-198.898	293.434	767.110
-198.891	293.435	767.110
-198.876	293.448	767.094
-198.880	293.434	767.110
-198.874	293.429	767.103
-198.863	293.424	767.101
-198.860	293.419	767.093
-198.855	293.427	767.104
-198.856	293.428	767.104
-198.840	293.415	767.108
-198.829	293.415	767.109
-198.843	293.411	767.109
-198.838	293.402	767.112
-198.839	293.396	767.105
-198.835	293.397	767.110
-198.859	293.397	767.094
-198.853	293.399	767.110
-198.871	293.390	767.111
-198.859	293.392	767.132
-198.845	293.410	767.108
-198.848	293.416	767.115
-198.838	293.425	767.108
-198.827	293.421	767.114
-198.814	293.417	767.135
-198.837	293.433	767.126
-198.812	293.413	767.122
-198.825	293.415	767.129
-198.822	293.436	767.121
-198.811	293.430	767.120
-198.832	293.437	767.109
-198.818	293.418	767.117
-198.827	293.436	767.123
-198.845	293.415	767.137
-198.852	293.424	767.138
-198.863	293.423	767.124
-198.856	293.417	767.111
-198.840	293.424	767.095
-198.838	293.417	767.085
-198.850	293.448	767.097
-198.821	293.451	767.108
-198.822	293.457	767.107
-198.805	293.461	767.104
-198.779	293.480	767.080
-198.785	293.495	767.095
-198.795	293.491	767.066
-198.784	293.504	767.090
-198.794	293.497	767.100
-198.784	293.499	767.079
-198.784	293.486	767.093
-198.786	293.486	767.090
-198.770	293.491	767.084
-198.773	293.508	767.083
-198.783	293.502	767.089
-198.780	293.508	767.086
-198.783	293.490	767.082
-198.772	293.504	767.096
-198.802	293.496	767.107
-198.792	293.498	767.111
-198.798	293.504	767.116
-198.826	293.491	767.082
-198.813	293.506	767.095
-198.814	293.510	767.088
-198.794	293.504	767.059
-198.797	293.515	767.073
-198.798	293.499	767.078
-198.805	293.507	767.094
-198.806	293.489	767.071
-198.778	293.491	767.096
-198.792	293.480	767.088
-198.785	293.472	767.085
-198.780	293.446	767.090
-198.753	293.435	767.118
-198.771	293.381	767.122
