Head	LHand	RHand
16.991	1.338	1.999
18.557	2.769	2.656
17.118	0.720	2.130
14.623	0.752	1.724
17.366	1.127	1.660
17.683	1.986	1.730
15.323	1.388	0.626
15.700	1.253	2.139
14.749	0.577	1.744
13.553	0.542	1.927
12.293	2.429	1.790
10.908	0.216	1.594
9.979	1.513	0.570
10.818	0.809	1.803
11.627	1.775	1.461
14.709	1.242	0.551
19.367	1.909	1.773
22.505	1.360	2.672
23.939	1.166	4.623
23.381	0.491	4.955
22.936	1.504	3.381
23.267	2.175	2.214
23.186	1.893	2.029
21.805	0.719	2.364
19.912	1.371	0.642
18.777	0.648	1.541
16.343	1.427	1.321
13.181	2.950	1.801
11.233	1.838	1.886
8.797	3.591	2.282
8.707	1.555	2.316
9.503	2.018	2.234
9.272	0.903	0.973
10.508	1.882	0.458
12.361	3.015	1.125
11.883	3.347	3.109
11.919	1.619	1.379
11.129	1.070	2.173
11.144	2.744	2.002
10.914	2.132	1.127
11.866	2.860	2.191
12.919	2.053	2.226
13.792	1.318	3.441
14.958	1.420	4.680
16.110	0.638	2.265
18.623	1.680	0.992
20.624	2.467	0.912
21.446	1.961	1.501
22.641	1.095	0.888
24.506	1.869	0.435
24.989	1.434	0.711
26.730	0.603	0.495
25.991	1.899	0.265
22.887	3.724	0.411
21.693	2.375	1.910
20.599	2.560	1.372
19.784	2.856	2.485
18.092	1.502	2.074
16.370	0.873	0.816
13.386	0.218	0.968
11.005	0.751	2.811
8.083	1.623	3.263
5.192	0.990	1.909
4.235	3.195	2.500
5.162	0.323	3.992
6.617	1.939	2.144
8.100	2.863	1.548
10.543	2.344	2.374
11.377	2.694	2.724
12.204	2.371	0.384
13.774	2.311	0.714
12.631	1.177	0.867
11.143	0.660	2.758
11.439	0.465	1.995
10.238	2.388	1.840
7.911	1.939	1.085
6.277	2.378	1.189
4.528	3.231	0.906
4.062	2.752	0.264
3.973	1.401	1.578
4.782	1.371	0.566
5.513	0.460	1.966
5.978	1.441	2.393
7.919	1.475	1.407
8.266	1.433	1.157
9.401	1.241	1.843
10.074	1.553	1.333
9.685	0.879	1.611
7.612	1.777	1.415
6.168	1.527	0.510
5.899	1.620	0.404
5.037	0.246	1.509
4.199	1.367	0.682
2.942	1.034	1.075
3.285	0.502	1.047
3.742	1.488	0.795
4.551	0.920	1.341
6.637	0.572	1.466
7.306	0.947	1.338
7.547	0.234	2.226
9.324	1.049	2.637
9.777	1.163	0.538
9.720	0.962	1.016
9.390	1.308	1.578
10.114	1.434	1.824
10.777	2.132	1.651
10.623	1.922	1.365
9.186	1.033	1.429
8.608	0.588	0.348
9.986	1.204	0.693
9.366	0.688	0.368
9.750	0.369	1.378
9.236	0.192	1.651
8.300	1.623	0.441
8.615	0.781	0.328
8.396	1.195	0.578
8.786	1.281	1.054
8.014	0.780	1.676
7.736	1.914	1.643
7.160	2.238	0.481
6.736	3.301	0.439
6.557	0.690	0.676
5.976	3.007	1.298
5.649	2.329	1.138
7.398	3.126	0.840
8.546	1.737	1.413
6.058	3.180	0.712
6.313	0.627	0.646
8.137	0.773	2.099
8.520	1.576	1.670
8.414	2.043	0.657
9.203	2.387	0.965
8.597	1.287	0.971
7.693	1.867	1.779
8.140	0.777	1.908
7.467	2.767	1.290
5.955	2.516	0.550
4.721	2.242	0.810
4.444	1.869	1.130
4.016	2.190	0.335
3.083	2.731	1.858
2.824	2.334	2.338
3.676	1.293	2.063
5.057	1.793	2.850
6.137	1.261	1.744
8.296	1.035	2.449
10.257	0.089	2.015
12.026	1.171	1.439
11.574	1.538	0.714
11.346	2.104	1.860
12.309	1.275	0.910
11.491	2.302	3.673
11.429	1.789	6.862
11.446	3.156	4.328
11.449	1.123	2.726
10.915	2.156	2.611
9.849	1.402	3.151
8.301	0.985	2.229
7.527	1.251	1.728
6.675	4.375	2.894
6.086	6.028	4.577
4.544	6.711	5.609
2.680	4.801	7.229
4.212	3.141	7.678
7.154	4.672	8.395
9.715	4.839	10.224
13.142	5.817	11.811
19.484	6.885	11.870
26.113	5.876	12.755
31.801	6.038	15.213
36.897	9.432	18.969
38.503	12.621	24.334
42.844	12.656	34.191
47.368	15.400	35.077
58.023	23.826	32.434
71.783	32.055	39.893
81.993	40.676	42.586
99.395	46.527	43.377
114.252	52.789	44.252
130.468	59.860	42.958
153.459	72.548	40.743
166.653	85.771	44.667
183.561	112.433	63.713
202.341	149.016	82.631
211.322	175.394	112.465
216.871	206.927	144.944
219.569	221.480	176.744
218.007	231.071	203.132
215.302	250.361	216.566
215.088	268.048	193.066
212.755	289.408	170.484
209.053	306.912	204.711
209.839	270.854	224.286
214.586	242.328	206.178
213.413	238.409	232.181
217.934	229.425	274.934
226.353	223.225	297.970
230.562	218.642	292.017
245.376	245.811	277.888
260.129	296.431	264.353
272.688	353.007	253.592
287.686	406.859	245.304
291.825	447.321	241.396
295.220	434.505	237.120
294.804	426.534	231.438
291.146	440.294	234.993
291.608	424.959	232.517
292.962	407.438	231.059
289.889	389.843	225.228
286.047	362.309	234.986
284.998	335.780	238.179
282.279	273.776	233.736
293.955	189.660	246.794
281.619	158.777	260.347
253.247	175.992	272.728
249.558	213.792	272.327
241.346	278.759	268.288
225.291	316.858	277.679
218.493	311.181	291.922
219.701	302.643	311.674
211.241	297.240	343.976
194.516	306.642	370.443
197.779	313.111	381.703
195.802	291.853	379.628
185.779	294.261	366.871
184.561	312.551	354.719
181.727	311.023	344.602
185.020	307.226	330.988
184.078	310.115	324.222
179.221	317.010	319.090
173.493	320.995	307.252
167.861	325.733	291.282
159.490	327.789	277.956
149.968	336.860	270.759
141.776	339.370	248.052
128.469	329.407	251.408
109.526	334.185	249.108
91.730	344.332	198.677
75.828	332.951	180.181
54.977	332.053	162.579
38.234	332.621	143.776
37.210	304.765	128.438
48.891	268.810	112.805
60.963	232.538	106.841
73.501	194.487	100.277
92.291	140.492	80.693
102.990	96.828	61.065
105.973	69.598	58.312
111.711	69.526	59.052
113.484	100.967	59.305
110.500	146.893	62.842
105.521	183.314	65.989
100.239	203.249	59.105
99.059	224.717	51.609
95.146	239.123	52.854
92.851	224.389	56.817
97.104	234.699	58.523
100.529	265.091	58.472
110.616	254.733	59.270
115.342	249.742	70.553
116.425	303.305	82.934
125.967	353.881	74.111
129.527	377.988	83.975
134.121	386.097	100.930
140.416	400.625	148.012
146.429	407.482	184.378
148.480	403.453	203.771
150.509	409.664	212.220
149.951	417.645	208.099
149.243	412.591	198.412
149.044	400.943	193.391
141.902	391.648	199.331
141.406	356.864	202.514
137.888	321.500	208.979
150.983	311.792	218.380
145.656	292.810	220.694
132.172	267.908	211.392
133.412	263.772	194.534
133.684	267.836	176.780
140.230	293.560	160.687
143.338	296.363	152.343
140.431	273.158	146.126
146.896	274.206	147.543
150.447	280.721	157.707
148.675	290.682	170.326
151.347	296.043	183.722
157.299	280.131	191.127
168.649	165.285	200.727
171.206	49.301	215.867
174.776	63.598	224.576
186.801	71.171	235.357
198.486	46.412	247.572
209.778	15.284	208.245
220.740	17.575	81.909
235.152	32.164	113.130
253.826	32.952	117.148
271.902	23.915	69.093
285.584	11.464	45.473
297.350	1.314	44.600
317.916	10.631	52.460
338.588	18.284	50.785
362.407	26.227	31.762
378.103	32.554	12.098
388.388	32.866	6.923
401.800	30.251	12.361
409.554	25.423	15.427
412.145	16.964	16.979
410.935	11.320	15.632
413.197	8.155	12.448
418.488	6.797	10.035
415.341	7.693	6.771
400.143	10.647	4.048
395.430	15.031	4.310
393.226	21.308	6.084
381.818	22.377	7.813
370.052	19.642	7.640
361.601	17.673	5.370
357.070	15.334	2.847
340.159	12.299	2.434
319.074	8.672	1.446
303.902	7.442	0.910
290.065	6.973	1.703
278.286	6.555	2.454
263.469	7.400	3.332
249.149	8.110	4.320
240.687	8.037	4.910
225.749	6.298	5.173
217.162	4.869	5.610
212.265	3.003	5.782
210.528	1.849	3.068
200.438	1.753	2.641
177.381	2.348	2.218
168.387	1.920	2.186
157.915	3.922	2.658
148.279	5.137	2.188
139.280	4.772	0.447
128.164	5.503	1.099
120.103	5.482	1.775
113.379	5.292	1.417
102.744	4.077	2.169
97.943	3.957	2.088
98.749	6.359	3.031
87.493	6.332	5.462
78.759	4.701	4.185
72.919	5.231	2.281
66.758	5.977	2.165
63.887	6.088	2.691
58.861	5.429	2.794
52.324	4.463	2.832
44.835	2.851	1.680
42.714	2.561	1.080
46.328	2.987	2.896
50.809	2.725	1.846
49.633	2.923	1.555
44.381	4.592	1.726
42.598	5.009	3.623
45.684	5.231	2.403
50.340	4.651	2.781
49.222	5.001	2.233
46.552	3.826	2.246
44.795	3.519	4.287
44.182	3.445	4.541
46.183	1.819	3.157
45.576	2.265	3.639
41.754	3.488	3.940
40.369	3.902	2.653
39.602	5.151	0.895
41.189	6.468	1.964
43.912	6.408	2.454
41.271	7.476	2.367
37.063	5.036	1.691
34.170	2.871	0.597
32.689	2.803	1.280
31.876	1.552	1.898
33.487	1.780	1.923
36.270	0.606	1.786
38.492	0.408	1.554
38.524	1.303	1.061
38.735	2.877	2.752
39.767	1.823	2.359
40.202	0.984	2.362
40.964	1.147	3.162
38.766	1.293	1.733
34.959	1.643	0.544
34.323	1.645	1.230
33.896	2.159	1.289
30.676	2.028	1.376
30.785	1.872	1.843
30.204	2.169	1.212
27.617	2.712	1.260
27.597	3.230	1.489
29.608	2.629	1.804
30.990	1.628	1.232
31.811	3.581	1.770
33.426	4.535	2.163
32.847	3.247	0.379
28.737	3.680	1.025
26.356	4.708	2.245
25.882	3.687	2.677
24.614	1.547	2.544
23.021	2.000	2.270
23.919	2.554	2.571
23.744	1.823	2.066
22.499	2.812	3.275
23.748	2.459	5.445
23.870	2.889	7.203
24.517	4.289	7.551
28.125	4.760	6.780
28.749	5.042	6.896
26.709	5.765	5.072
27.283	4.169	2.072
27.932	1.341	1.900
27.256	1.394	2.440
27.903	1.047	3.756
31.917	1.137	3.312
35.952	1.696	2.412
36.740	0.839	2.221
35.522	0.681	2.637
37.641	1.418	3.133
42.323	1.285	3.239
42.687	0.782	2.952
38.312	1.417	6.094
40.807	2.368	10.062
43.440	3.232	11.624
43.348	2.481	12.562
47.231	3.328	11.706
45.588	4.893	8.507
45.647	4.529	7.146
49.559	3.495	6.372
50.902	4.646	6.163
50.274	6.797	9.496
51.990	6.833	11.448
52.280	5.975	11.623
52.311	6.573	9.748
56.150	6.566	7.702
61.137	4.474	5.850
65.489	4.405	5.123
71.126	5.897	5.847
73.464	5.897	7.792
72.853	6.866	14.201
77.390	6.101	19.210
84.381	5.590	21.208
95.915	7.064	23.440
105.435	7.262	23.888
126.074	5.540	28.146
144.889	6.253	40.016
151.541	8.746	48.694
172.563	8.731	48.241
194.031	10.081	44.537
202.558	19.156	53.655
217.069	31.925	96.982
234.996	44.809	131.559
248.782	64.014	145.209
253.970	67.740	148.266
255.417	55.821	142.119
260.530	47.259	117.104
270.367	46.437	93.503
269.203	51.470	70.535
253.881	63.862	43.556
239.056	78.541	23.326
222.996	89.341	28.029
215.447	89.652	49.306
209.722	88.142	66.782
197.181	92.374	94.948
180.361	85.602	116.813
172.474	79.902	114.031
164.071	82.561	118.273
153.296	79.607	120.430
148.964	74.788	115.341
139.102	68.275	116.248
131.082	64.440	105.462
122.001	57.249	91.200
115.109	44.886	72.409
107.188	42.046	50.283
97.978	40.035	29.284
93.377	33.360	27.505
94.976	24.333	21.217
81.641	19.105	9.520
65.853	18.020	14.624
72.434	18.619	13.560
71.611	16.806	6.775
55.299	15.344	9.321
47.328	16.773	8.633
52.546	18.667	8.078
50.048	21.288	9.626
41.038	26.061	13.451
41.120	31.707	18.376
36.006	38.115	25.161
31.532	46.356	31.271
32.487	63.767	44.038
35.460	81.665	70.693
35.202	97.487	100.437
29.812	120.046	122.101
28.090	137.657	144.168
27.011	147.977	149.481
24.422	161.520	146.224
22.616	170.067	141.285
22.618	169.372	117.413
21.935	149.784	107.842
25.747	99.128	95.315
28.989	61.176	72.271
25.250	85.752	55.566
23.313	56.208	40.339
23.784	40.102	20.856
24.463	22.545	9.183
27.496	15.616	33.199
27.454	22.760	53.172
23.699	18.415	74.851
21.726	10.905	107.894
19.935	12.261	139.618
18.289	17.746	166.509
17.248	22.568	202.682
15.768	31.535	241.908
14.345	44.135	264.275
13.727	64.175	213.561
11.774	79.390	46.372
11.859	82.641	127.514
13.108	85.120	124.597
12.269	80.450	65.567
12.501	68.985	28.269
12.958	51.386	10.481
11.936	36.642	19.945
11.837	26.445	33.499
11.890	17.872	35.459
9.437	13.665	21.856
8.585	17.844	1.735
8.802	25.058	18.861
7.255	35.601	24.478
8.327	49.693	17.531
8.028	65.990	13.041
6.446	84.016	15.783
6.372	101.478	16.330
7.000	102.127	14.078
7.091	89.410	10.697
6.867	76.965	10.690
6.867	72.477	18.348
7.991	78.638	30.361
9.453	51.419	42.153
10.589	31.260	51.478
10.912	24.503	58.018
10.951	15.075	63.588
12.266	16.535	81.027
12.622	15.147	94.207
13.828	8.396	98.651
13.808	2.821	115.761
14.247	4.334	122.514
16.744	5.288	126.655
17.686	6.782	132.404
19.422	7.324	130.883
21.947	6.067	126.345
23.275	4.020	121.489
24.401	2.752	108.158
24.208	1.231	92.378
22.961	1.132	87.627
21.545	1.701	80.776
21.835	4.052	71.601
20.910	3.753	57.618
18.697	3.289	57.019
19.487	2.882	64.180
20.951	4.304	62.386
20.749	3.733	58.432
20.355	2.932	54.968
20.651	3.713	57.009
22.121	5.557	60.140
23.119	3.961	64.593
21.947	5.759	59.854
21.074	7.020	56.419
20.664	5.385	59.861
20.378	6.295	57.943
19.677	7.743	56.812
19.491	9.151	53.127
19.994	10.960	51.486
18.153	14.720	50.230
16.182	18.910	45.156
15.040	21.979	46.356
14.867	26.485	43.727
13.460	34.176	39.399
12.789	39.088	39.627
11.696	44.380	36.409
11.139	54.112	34.259
12.791	56.239	34.009
10.404	60.209	34.019
7.961	73.483	30.783
6.810	83.835	26.780
5.729	85.764	20.439
4.984	91.056	15.860
5.377	104.275	14.392
4.362	105.203	12.132
3.562	98.441	15.158
4.607	96.217	23.032
4.158	92.195	30.129
4.833	90.020	32.753
5.864	96.264	30.406
6.374	99.359	28.117
8.127	98.724	28.087
9.765	102.718	25.759
10.418	107.181	23.799
12.422	111.958	25.133
13.173	109.237	27.826
13.334	109.453	33.778
15.317	105.400	38.766
16.049	86.879	36.122
17.230	74.665	36.947
18.468	66.052	39.021
18.919	57.198	40.867
18.895	42.388	49.992
19.282	24.691	62.603
20.820	21.613	72.196
22.663	29.628	86.528
24.214	51.382	107.725
26.409	75.469	126.481
28.337	96.987	142.855
27.812	118.512	156.442
27.993	149.240	169.660
27.534	190.184	181.637
26.310	227.115	188.896
27.007	252.573	202.207
26.503	233.898	212.927
24.864	185.619	212.046
22.406	176.347	145.722
19.797	113.729	44.592
19.213	37.918	68.414
19.011	31.475	36.323
19.559	13.458	24.502
18.844	16.682	17.338
19.334	38.611	17.228
21.895	41.612	23.509
22.046	36.894	24.280
21.821	27.933	18.101
18.783	19.025	14.088
14.753	18.217	13.314
11.917	17.495	14.943
21.288	20.434	17.938
19.714	22.178	21.249
6.381	17.935	22.024
18.039	13.364	20.214
5.914	8.414	19.065
6.506	5.349	13.441
17.281	5.271	6.229
10.281	4.871	3.641
10.848	5.641	3.801
10.141	5.949	4.542
11.045	6.285	4.055
13.422	6.841	2.925
14.474	6.251	5.091
15.594	4.824	3.622
15.725	4.276	2.255
15.852	3.753	1.327
16.500	4.133	1.638
16.043	4.558	0.845
16.267	4.369	2.044
14.851	5.690	2.788
26.677	6.905	4.134
25.217	5.640	2.938
8.869	3.041	0.996
8.283	3.057	1.525
8.371	2.992	1.790
9.055	4.332	2.872
13.741	3.596	2.539
15.092	2.331	1.391
31.169	2.492	1.927
20.407	3.957	2.394
24.364	3.076	1.012
26.133	3.590	1.557
28.842	3.546	1.783
31.859	1.948	1.479
35.340	2.762	1.722
41.919	2.848	2.012
47.553	2.137	1.185
51.750	3.680	1.393
52.728	2.421	1.679
48.470	1.143	1.582
43.241	1.212	1.761
41.221	1.739	2.349
42.113	1.793	3.924
44.443	1.162	3.542
44.513	2.337	2.190
40.461	2.781	1.535
37.532	1.719	1.897
36.446	1.479	2.468
37.068	1.006	2.838
40.024	2.204	2.723
44.194	3.238	3.295
46.325	2.028	2.300
46.393	1.514	2.230
45.297	2.133	2.390
46.593	1.662	4.765
46.897	1.616	4.609
44.032	1.674	2.109
39.415	3.750	1.004
33.191	4.017	2.699
28.456	4.603	4.088
24.415	3.227	3.194
21.240	1.543	2.461
18.989	3.008	2.277
15.361	1.062	1.450
14.202	1.489	3.213
14.753	0.863	3.273
13.338	2.053	2.352
14.614	2.180	1.683
14.553	1.276	1.554
12.639	2.030	1.578
12.272	2.274	1.935
11.565	2.208	1.189
9.570	2.466	1.338
6.642	2.642	1.634
5.724	2.663	3.404
5.418	1.140	4.314
5.534	4.393	4.191
5.878	5.589	4.634
7.032	8.569	4.477
8.052	13.515	4.849
10.388	25.571	5.933
12.877	48.499	9.002
16.726	78.182	14.223
20.207	106.207	18.678
26.324	149.119	22.323
36.706	201.269	26.773
51.340	247.428	31.003
64.783	289.001	27.499
73.570	304.366	17.517
91.413	317.570	9.135
118.079	336.779	11.781
141.439	334.478	13.532
170.043	333.387	11.503
204.992	315.411	6.244
239.301	318.141	4.053
269.970	327.044	4.470
297.605	278.247	4.179
336.645	304.050	4.954
364.069	375.048	6.062
376.491	406.284	8.421
388.251	436.538	10.742
400.508	456.547	13.772
405.595	492.879	15.834
393.674	515.903	18.654
378.978	540.305	19.301
361.352	581.837	16.791
340.063	591.214	17.752
304.447	598.359	16.100
268.637	626.408	12.830
244.115	665.262	12.865
218.594	692.506	13.733
184.732	718.085	13.091
152.283	744.084	12.579
124.289	765.466	12.637
107.608	776.588	9.606
91.502	796.742	10.374
62.549	817.553	40.943
52.744	837.515	28.520
57.745	846.716	27.839
62.307	842.630	12.939
77.465	839.022	10.306
98.528	848.882	9.868
109.305	858.061	9.899
120.661	859.429	14.403
141.291	872.318	29.980
152.871	854.223	24.780
159.513	822.557	6.816
166.256	808.678	3.092
174.368	797.223	2.773
187.732	772.776	2.432
190.921	750.673	2.813
200.594	689.762	4.050
206.591	651.788	4.334
210.117	663.455	6.294
212.580	633.954	8.557
214.214	598.114	9.391
219.211	565.411	10.156
222.424	540.264	10.424
225.653	521.509	13.240
233.597	488.223	17.397
244.672	453.607	15.979
252.438	451.300	6.144
257.744	437.098	11.425
264.905	390.526	10.052
273.455	362.581	13.714
274.679	336.436	17.831
279.334	317.206	21.738
291.235	307.309	21.704
304.674	294.206	21.425
301.041	282.820	18.949
288.279	269.297	17.460
287.468	260.378	17.472
289.193	248.854	16.367
285.103	239.710	15.183
287.922	241.035	14.098
297.586	227.200	10.750
304.812	210.402	9.191
298.707	189.792	8.686
295.671	147.949	7.925
304.453	138.517	9.776
302.653	143.400	10.151
299.776	137.461	8.940
302.680	129.306	10.855
302.554	121.427	10.205
300.315	106.508	12.670
303.848	92.710	13.956
304.111	88.128	12.401
298.944	69.306	12.664
288.571	50.577	13.059
282.977	41.424	12.157
274.284	37.700	11.595
262.659	36.038	10.878
253.749	33.439	9.592
242.851	26.238	8.141
230.091	20.712	6.155
214.701	30.487	4.620
192.504	47.766	4.825
177.059	66.567	2.998
163.203	79.720	2.312
148.061	89.908	3.149
133.389	101.435	3.454
115.960	107.957	4.008
107.900	117.484	2.676
100.724	121.534	1.151
93.060	126.361	4.067
86.323	126.668	4.542
82.746	124.198	1.354
81.698	127.809	1.607
76.725	115.123	2.213
70.327	99.859	3.895
68.343	95.793	5.034
71.844	83.462	2.027
70.513	75.061	2.352
71.961	74.927	3.323
65.849	63.827	3.004
50.184	48.435	2.649
46.679	39.381	1.499
44.243	29.666	2.081
40.474	20.493	2.366
36.790	19.108	2.583
32.482	15.773	1.303
26.922	15.055	1.097
24.151	14.653	1.756
24.384	12.931	2.515
24.910	11.490	1.898
25.691	14.429	1.277
25.961	16.778	2.024
24.844	20.053	2.063
22.297	24.653	3.686
18.167	28.284	2.807
15.707	28.531	2.236
14.584	30.426	3.539
14.380	30.365	3.889
15.330	27.587	3.018
14.779	23.225	2.235
13.547	15.436	2.779
15.300	11.816	2.240
18.711	11.939	1.267
22.727	14.160	2.939
27.256	13.139	2.569
29.164	12.158	1.338
32.644	15.351	0.905
36.076	13.349	1.325
42.569	17.745	0.651
42.082	22.505	0.505
39.848	15.368	1.368
39.701	17.959	1.334
29.465	27.420	1.815
25.845	28.045	2.092
23.235	26.778	1.882
22.440	23.162	1.593
19.718	15.682	1.570
17.810	8.035	1.367
17.161	9.964	1.263
14.673	17.308	1.126
12.494	15.740	1.479
9.939	23.632	1.294
8.558	27.525	1.699
7.654	36.465	0.755
9.621	35.778	0.762
15.278	25.960	1.926
19.134	24.137	3.233
20.617	17.973	2.279
22.660	12.455	1.795
23.520	10.280	2.710
36.815	14.292	2.170
37.220	18.616	1.860
21.705	15.015	1.695
20.768	21.541	1.461
38.618	30.375	1.711
26.073	32.475	1.964
14.234	33.399	0.427
12.838	27.939	1.285
8.233	33.659	1.724
5.385	36.798	1.694
4.873	36.043	0.473
7.167	33.818	2.111
10.834	26.046	1.929
15.200	30.483	1.564
18.324	49.074	1.825
20.681	53.289	1.594
24.768	47.233	2.765
35.288	34.891	2.299
46.946	26.729	2.077
48.858	21.181	0.720
48.375	15.324	1.456
51.369	15.536	2.443
54.711	17.797	2.275
59.748	19.393	2.934
65.447	22.672	2.306
64.662	27.769	2.325
58.450	30.785	2.826
58.130	31.521	4.179
61.642	31.887	3.947
62.202	33.398	2.448
61.141	33.486	2.699
59.215	30.432	3.304
58.761	26.355	2.172
58.653	26.481	2.306
57.123	30.703	1.679
55.070	35.070	0.858
52.540	37.504	0.782
53.077	36.654	1.443
54.449	32.599	1.404
56.804	28.227	2.299
57.091	23.523	2.230
53.922	21.112	1.154
53.445	20.259	1.159
54.540	18.549	1.094
55.467	20.115	1.181
55.275	23.433	0.875
56.102	25.097	0.880
57.611	22.598	1.172
58.701	18.105	0.580
58.831	17.811	1.640
58.533	18.077	2.260
57.587	18.039	2.163
55.511	20.411	2.222
50.701	21.457	1.131
42.849	22.737	1.850
36.127	28.267	0.844
34.930	31.441	1.377
33.267	37.160	0.896
27.751	49.089	5.744
20.967	65.616	6.968
15.385	83.574	2.616
19.946	96.040	0.910
28.526	99.242	1.448
37.685	99.026	1.944
49.884	90.575	2.433
56.432	71.593	3.184
59.087	57.362	3.208
63.502	45.164	3.562
73.062	32.403	1.317
80.732	24.344	1.709
85.586	18.295	1.210
96.337	14.721	1.150
106.896	21.509	1.558
119.376	17.898	1.380
130.307	3.808	1.749
141.679	7.656	1.049
147.156	12.361	3.229
153.867	16.702	4.473
154.803	22.546	4.587
149.805	30.402	5.279
157.541	38.089	4.741
141.315	43.774	4.871
130.784	46.620	3.702
128.633	49.149	2.968
114.155	57.145	1.669
105.089	60.249	1.855
100.311	57.852	1.260
99.276	54.771	2.007
94.163	57.544	4.636
82.199	59.782	4.931
81.110	50.952	5.319
85.526	42.351	5.724
84.608	41.515	4.821
78.356	40.321	4.791
73.845	35.768	4.710
75.619	34.242	3.425
74.907	29.408	3.049
69.909	22.510	2.883
59.866	18.861	2.917
53.593	15.213	3.147
53.356	14.012	3.327
52.353	15.747	3.699
52.428	14.118	2.330
52.430	12.619	3.261
47.101	11.207	5.124
42.712	12.694	5.583
41.764	15.576	4.393
43.503	16.529	5.063
44.043	17.773	3.825
42.835	17.533	2.865
44.774	14.468	3.970
46.031	9.836	2.345
44.641	4.445	1.357
46.618	0.496	1.274
49.522	4.102	1.365
48.341	5.323	1.942
44.617	6.523	3.138
42.469	8.384	2.511
45.035	8.455	2.900
46.351	8.483	2.692
45.591	8.594	3.349
46.493	11.156	2.766
43.922	14.398	2.282
38.490	19.470	2.384
34.933	24.032	0.829
32.781	26.040	1.674
29.829	26.205	0.879
28.300	27.384	1.626
30.596	30.321	1.749
32.657	32.130	1.048
33.977	29.684	0.723
33.934	25.000	1.299
33.972	20.330	1.809
38.283	19.021	1.026
41.065	21.061	1.159
42.581	23.360	2.281
39.126	21.238	0.907
32.797	18.442	2.437
30.166	20.274	0.991
27.802	20.706	1.026
25.681	20.724	0.960
23.431	21.438	1.675
23.609	20.490	1.786
21.881	19.217	2.197
19.521	20.029	2.218
18.322	21.669	1.467
19.038	22.085	2.062
19.954	21.385	1.893
20.246	21.662	2.787
21.241	24.051	3.104
21.975	23.504	1.622
22.418	20.878	1.662
25.592	19.537	2.754
29.436	18.739	2.082
28.629	19.886	2.000
25.944	18.933	1.609
26.568	17.713	1.255
26.019	19.068	2.268
23.945	16.250	3.933
26.039	12.139	3.016
26.046	10.671	2.658
24.232	8.009	3.020
24.618	3.534	3.061
26.191	2.064	2.240
26.732	1.573	3.076
25.361	2.716	2.536
23.982	6.457	1.264
21.805	7.198	0.625
19.884	7.679	0.832
18.799	9.223	1.709
17.821	9.201	0.412
17.724	8.733	2.360
18.784	7.326	3.024
19.416	4.905	1.489
18.776	1.860	1.972
21.557	0.585	2.659
22.254	3.128	2.206
21.519	8.224	2.846
23.054	10.696	4.252
23.626	13.413	3.174
24.416	16.391	1.858
24.195	18.642	2.110
25.613	21.007	2.791
27.916	23.019	1.690
33.639	23.173	1.040
42.543	21.824	1.352
51.575	18.166	2.057
59.127	14.585	3.018
64.116	13.055	4.599
72.866	9.262	4.822
84.397	2.401	4.303
91.770	13.605	6.003
86.870	23.033	6.798
82.342	28.719	6.600
93.521	37.729	5.804
103.029	44.497	4.797
109.165	49.616	3.114
118.162	52.680	2.559
126.071	47.605	1.202
130.907	40.562	0.726
132.318	32.099	1.720
137.155	24.044	2.800
131.046	19.118	1.791
128.633	16.708	2.573
134.870	15.885	4.245
124.602	15.857	5.089
118.801	19.406	5.116
123.226	23.359	4.917
114.976	29.713	4.742
107.669	36.050	5.265
106.836	40.368	5.238
95.564	43.289	3.840
84.566	46.129	3.813
82.730	52.508	3.034
79.822	56.526	5.607
81.224	54.628	7.751
86.753	52.752	8.957
83.269	46.553	13.454
80.806	40.446	20.453
81.884	44.236	27.272
82.447	63.608	35.307
87.886	107.259	43.301
89.453	165.515	49.330
85.088	220.484	56.754
86.137	279.054	64.094
86.353	331.437	78.874
78.993	379.713	112.119
75.855	412.503	171.139
85.352	470.622	259.792
98.054	573.805	355.553
112.665	681.766	452.428
122.223	796.465	573.200
137.693	915.597	699.138
152.556	1002.766	808.969
156.406	1061.673	899.350
162.484	1107.364	983.326
173.095	1110.626	1031.490
169.909	1121.974	1047.075
164.377	1120.221	1072.092
171.549	1069.454	1048.026
171.127	1002.396	1019.566
172.433	959.219	1005.625
180.170	930.513	969.741
191.064	876.910	934.513
195.911	862.367	889.505
204.733	869.419	844.936
211.017	857.851	803.723
215.495	829.352	748.644
220.381	755.668	686.544
217.619	665.207	630.510
216.862	586.794	582.717
216.997	535.070	542.568
212.123	494.176	505.748
210.736	443.286	479.654
210.141	386.526	454.867
204.457	337.879	424.866
193.962	279.973	404.242
186.429	282.576	391.519
186.594	333.842	383.042
181.602	341.066	375.362
173.314	345.424	372.011
163.437	351.657	365.534
163.506	351.178	355.000
155.616	342.783	331.044
142.490	336.612	305.199
137.812	334.792	290.841
126.026	322.615	265.586
121.958	307.195	239.320
113.393	292.984	218.988
100.910	290.077	205.786
93.862	284.254	185.234
86.424	265.335	167.052
75.237	246.517	151.408
68.159	238.224	135.003
57.126	213.633	122.882
49.197	186.158	115.839
43.529	164.515	110.620
35.979	141.895	106.687
31.718	128.380	104.034
25.087	105.728	97.208
23.484	93.446	94.038
23.363	87.423	91.351
24.680	81.490	76.497
26.945	79.505	62.438
29.464	82.652	49.858
30.757	85.526	34.561
30.475	79.717	27.724
