
P1_elbow_lP1_whole_dist_traveled	P1_shoulder_lP1_whole_dist_traveled	P1_headP1_whole_dist_traveled	P1_hand_lP1_whole_dist_traveled	P1_hand_rP1_whole_dist_traveled	P1_elbow_rP1_whole_dist_traveled	P1_shoulder_rP1_whole_dist_traveled
676.147	931.761	2415.605	3114.471	1988.675	449.424	847.489
676.147	932.092	2416.697	3117.845	1989.007	449.424	848.092
676.524	932.365	2417.791	3120.725	1989.221	449.424	848.729
676.524	932.635	2418.927	3123.410	1989.221	449.635	849.343
676.524	932.898	2420.101	3125.750	1989.452	449.635	849.956
676.805	933.167	2421.202	3127.797	1989.775	449.635	850.528
676.805	933.372	2422.341	3129.614	1989.775	449.853	851.068
677.008	933.595	2423.439	3131.004	1989.775	449.853	851.562
677.008	933.802	2424.514	3132.335	1990.006	449.853	852.038
677.008	933.802	2425.628	3133.521	1990.006	449.853	852.521
677.247	934.138	2426.537	3134.495	1990.006	450.112	853.026
677.247	934.138	2427.341	3135.479	1990.006	450.112	853.496
677.247	934.588	2428.114	3136.467	1990.006	450.112	853.944
677.499	934.790	2428.821	3137.331	1990.006	450.112	854.380
677.499	934.997	2429.387	3138.029	1990.006	450.112	854.776
677.727	935.229	2429.843	3138.716	1990.006	450.112	855.170
677.727	935.471	2430.270	3139.400	1990.006	450.329	855.654
678.043	935.733	2430.716	3140.720	1990.006	450.329	856.101
678.043	935.964	2431.148	3141.443	1990.006	450.329	856.575
678.384	936.204	2431.605	3142.102	1990.006	450.329	856.967
678.384	936.422	2432.217	3142.484	1990.006	450.329	857.395
678.770	936.652	2432.851	3142.957	1990.006	450.329	857.734
679.001	936.899	2433.388	3143.501	1990.006	450.329	858.095
679.262	937.152	2433.885	3144.083	1990.006	450.558	858.378
679.477	937.432	2434.405	3144.527	1990.006	450.558	858.671
679.717	937.750	2434.990	3144.844	1990.006	450.558	858.913
679.927	937.992	2435.544	3145.169	1990.006	450.558	858.913
679.927	938.208	2435.971	3145.429	1990.006	450.558	859.234
680.285	938.441	2436.340	3145.712	1990.224	450.803	859.234
680.285	938.666	2436.658	3145.949	1990.224	450.803	859.491
680.504	938.878	2436.920	3145.949	1990.224	450.803	859.491
680.504	939.091	2436.920	3146.348	1990.224	450.803	859.491
680.504	939.294	2437.225	3146.348	1990.224	450.803	859.491
680.504	939.530	2437.225	3146.709	1990.224	450.803	859.729
680.755	939.739	2437.432	3146.913	1990.224	451.037	859.729
680.755	939.739	2437.432	3147.150	1990.224	451.037	859.729
680.755	940.118	2437.692	3147.468	1990.224	451.037	859.729
680.755	940.118	2437.692	3148.061	1990.224	451.037	859.729
680.755	940.386	2438.041	3148.412	1990.224	451.037	859.950
680.957	940.386	2438.245	3148.789	1990.224	451.037	859.950
680.957	940.589	2438.461	3149.167	1990.224	451.037	859.950
680.957	940.589	2438.689	3149.539	1990.224	451.037	860.197
680.957	940.589	2439.017	3149.891	1990.224	451.037	860.197
680.957	940.797	2439.317	3150.248	1990.224	451.247	860.197
680.957	940.797	2439.662	3150.580	1990.224	451.247	860.197
680.957	940.797	2440.045	3150.840	1990.224	451.247	860.455
680.957	941.038	2440.430	3151.115	1990.224	451.247	860.455
680.957	941.038	2440.794	3151.411	1990.224	451.247	860.455
680.957	941.329	2441.226	3151.647	1990.224	451.247	860.455
680.957	941.329	2441.622	3151.647	1990.224	451.247	860.703
680.957	941.594	2442.034	3152.028	1990.224	451.453	860.703
681.161	941.594	2442.536	3152.028	1990.224	451.453	860.922
681.161	941.913	2443.047	3152.323	1990.224	451.453	860.922
681.161	942.122	2443.654	3152.323	1990.224	451.453	861.188
681.161	942.333	2444.193	3152.323	1990.224	451.453	861.188
681.410	942.551	2444.691	3152.559	1990.224	451.453	861.424
681.410	942.765	2445.156	3152.559	1990.224	451.453	861.424
681.410	942.990	2445.606	3152.559	1990.425	451.666	861.692
681.410	942.990	2446.032	3152.559	1990.425	451.666	861.692
681.410	943.376	2446.425	3152.559	1990.425	451.666	861.959
681.410	943.376	2446.833	3152.559	1990.425	451.666	861.959
681.633	943.736	2447.143	3152.813	1990.425	451.666	862.192
681.633	943.736	2447.395	3152.813	1990.425	451.666	862.192
681.633	944.094	2447.605	3153.081	1990.425	451.666	862.426
681.633	944.305	2447.605	3153.081	1990.425	451.666	862.426
681.633	944.305	2447.951	3153.442	1990.425	451.666	862.626
681.633	944.576	2448.162	3153.642	1990.425	451.666	862.626
681.633	944.576	2448.444	3153.642	1990.425	451.666	862.626
681.846	944.576	2448.789	3154.053	1990.633	451.666	862.884
681.846	944.841	2449.191	3154.280	1990.633	451.666	862.884
681.846	944.841	2449.648	3154.528	1990.633	451.871	863.102
681.846	944.841	2450.145	3154.806	1990.633	451.871	863.102
681.846	945.046	2450.692	3155.067	1990.633	451.871	863.102
681.846	945.046	2451.235	3155.433	1990.633	451.871	863.312
682.068	945.247	2451.816	3155.765	1990.633	451.871	863.312
682.068	945.247	2452.475	3156.126	1990.633	451.871	863.312
682.068	945.447	2453.212	3156.432	1990.633	451.871	863.524
682.068	945.447	2453.958	3156.728	1990.633	451.871	863.524
682.281	945.667	2454.682	3157.024	1990.836	451.871	863.524
682.281	945.667	2455.449	3157.244	1990.836	451.871	863.524
682.281	945.667	2456.198	3157.457	1990.836	451.871	863.744
682.281	945.980	2457.181	3157.668	1990.836	451.871	863.744
682.281	945.980	2458.024	3157.882	1990.836	451.871	863.744
682.492	946.249	2458.930	3157.882	1990.836	451.871	863.948
682.492	946.249	2459.926	3158.275	1990.836	451.871	863.948
682.492	946.472	2460.951	3158.275	1990.836	451.871	863.948
682.492	946.472	2461.919	3158.616	1990.836	451.871	863.948
682.697	946.695	2462.913	3158.616	1990.836	451.871	863.948
682.697	946.695	2463.985	3158.948	1990.836	451.871	864.188
682.697	946.937	2465.009	3158.948	1990.836	451.871	864.188
682.697	946.937	2466.105	3159.243	1990.836	451.871	864.188
682.697	947.218	2467.197	3159.243	1990.836	451.871	864.421
682.915	947.218	2468.329	3159.491	1990.836	451.871	864.421
682.915	947.465	2469.588	3159.491	1990.836	451.871	864.421
682.915	947.465	2470.829	3159.797	1990.836	451.871	864.662
682.915	947.465	2472.077	3160.004	1991.046	451.871	864.662
682.915	947.674	2473.506	3160.235	1991.046	451.871	864.662
682.915	947.674	2474.793	3160.463	1991.046	451.871	864.921
682.915	947.674	2476.222	3160.463	1991.375	451.871	864.921
682.915	947.674	2477.612	3160.835	1991.375	451.871	865.189
682.915	947.963	2479.015	3160.835	1991.675	452.097	865.189
682.915	947.963	2480.403	3161.130	1991.884	452.097	865.545
683.167	948.181	2481.844	3161.130	1991.884	452.097	865.749
683.167	948.181	2483.232	3161.425	1992.272	452.097	865.955
683.167	948.431	2484.612	3161.425	1992.490	452.097	866.182
683.167	948.431	2486.393	3161.785	1992.744	452.097	866.400
683.167	948.689	2487.812	3162.031	1993.026	452.097	866.611
683.405	948.689	2489.191	3162.273	1993.353	452.097	866.843
683.405	948.935	2490.587	3162.601	1993.697	452.333	867.043
683.405	948.935	2491.986	3162.898	1994.129	452.333	867.316
683.405	949.221	2493.281	3163.237	1994.656	452.333	867.569
683.405	949.221	2494.705	3163.640	1995.320	452.578	867.923
683.608	949.562	2495.925	3164.064	1996.004	452.578	868.262
683.608	949.562	2497.215	3164.455	1996.681	452.578	868.650
683.608	949.886	2498.489	3164.794	1997.544	452.848	868.995
683.860	949.886	2499.590	3165.237	1998.558	452.848	869.920
683.860	950.196	2500.797	3165.797	1999.565	453.085	870.247
683.860	950.196	2501.899	3166.412	2000.821	453.085	870.570
683.860	950.600	2502.848	3167.094	2002.240	453.424	870.898
684.156	950.813	2503.838	3167.886	2003.888	453.661	871.289
684.156	951.019	2504.616	3168.840	2005.968	453.938	871.682
684.440	951.019	2505.415	3169.858	2008.329	454.229	872.116
684.440	951.383	2506.229	3171.072	2011.061	454.514	872.543
684.658	951.383	2507.035	3172.567	2014.231	454.868	872.950
684.658	951.769	2507.839	3174.264	2017.605	455.163	873.290
684.658	951.769	2508.734	3176.186	2021.163	455.525	873.582
684.921	952.106	2509.429	3178.500	2024.793	455.930	873.866
684.921	952.106	2510.426	3180.989	2029.122	456.370	874.150
685.151	952.500	2511.462	3183.710	2033.437	456.889	874.451
685.151	952.727	2512.483	3186.616	2037.872	457.384	874.835
685.363	953.083	2513.544	3189.674	2042.711	457.839	875.197
685.363	953.417	2514.614	3193.118	2048.003	458.311	875.533
685.363	954.291	2515.628	3196.727	2053.242	458.795	875.804
685.663	954.665	2516.649	3200.311	2058.514	459.198	876.032
685.663	955.049	2517.718	3204.106	2063.939	459.617	876.283
685.663	955.582	2518.797	3208.114	2069.288	460.048	876.596
685.978	955.920	2519.881	3212.176	2074.612	460.411	876.951
685.978	956.776	2520.988	3216.281	2079.849	460.785	877.437
686.186	957.176	2522.223	3220.727	2085.062	461.154	877.888
686.418	957.549	2523.548	3225.038	2090.254	461.467	878.351
686.779	957.945	2524.867	3229.390	2095.260	461.822	878.781
686.779	958.407	2526.553	3233.674	2100.201	462.230	879.321
687.163	958.809	2527.841	3237.582	2104.928	462.647	879.862
687.470	959.208	2529.276	3241.509	2109.560	463.081	880.408
687.816	959.667	2530.632	3245.042	2114.163	463.529	880.958
688.147	960.105	2531.939	3248.235	2118.611	463.987	881.488
688.500	960.456	2533.394	3251.153	2122.953	464.469	881.998
688.979	960.783	2534.654	3253.744	2127.187	465.034	882.639
689.427	961.066	2535.922	3255.917	2131.272	465.614	883.240
689.869	961.609	2537.217	3257.831	2135.377	466.255	883.805
690.281	961.609	2538.522	3259.327	2139.414	466.957	884.393
690.614	961.896	2539.773	3260.453	2143.499	467.756	885.041
690.928	961.896	2541.189	3261.182	2147.701	468.592	885.681
691.380	961.896	2542.456	3261.940	2152.044	469.468	886.173
691.618	962.296	2543.854	3263.035	2156.597	470.374	886.668
691.865	962.296	2545.280	3264.539	2161.388	471.315	887.127
692.124	962.296	2546.663	3266.595	2166.403	472.220	887.511
692.505	962.559	2548.198	3269.202	2171.801	473.143	887.858
692.870	962.559	2549.797	3272.080	2177.160	474.147	888.736
693.269	962.559	2551.322	3275.283	2182.847	475.093	889.097
693.672	962.856	2553.115	3279.028	2188.973	475.956	889.454
694.085	962.856	2554.652	3283.131	2195.435	476.930	890.039
694.488	963.113	2556.500	3287.794	2202.477	477.755	890.285
694.959	963.113	2558.037	3292.742	2209.434	478.553	890.502
695.516	963.367	2560.009	3298.116	2216.594	479.472	890.502
696.122	963.367	2561.583	3303.333	2223.963	480.307	890.863
696.734	963.666	2563.030	3309.531	2231.478	481.131	890.863
697.347	963.666	2564.541	3316.452	2239.071	482.133	890.863
698.085	963.928	2565.872	3323.681	2246.904	483.043	891.128
698.920	963.928	2567.123	3331.545	2254.594	484.007	891.128
699.693	963.928	2568.321	3339.926	2262.571	485.141	891.128
700.591	963.928	2569.379	3348.571	2270.442	486.138	891.383
701.663	964.251	2570.217	3357.390	2278.379	487.173	891.383
702.689	964.522	2570.850	3366.239	2286.360	488.183	891.613
703.744	964.905	2571.367	3375.088	2294.179	489.101	891.613
704.862	965.421	2571.733	3384.117	2301.998	490.076	892.011
705.924	965.915	2572.057	3392.458	2309.723	490.941	892.299
707.193	966.485	2572.359	3401.604	2317.087	491.874	892.620
708.368	967.101	2572.647	3410.613	2324.133	493.199	893.017
709.567	967.863	2572.922	3419.795	2330.861	493.956	893.408
710.899	968.618	2573.216	3428.890	2337.248	494.800	893.812
712.045	969.373	2573.509	3437.942	2343.211	495.561	894.159
713.193	969.957	2573.767	3446.590	2348.574	496.287	894.495
714.231	970.480	2573.767	3454.893	2353.420	496.843	894.744
715.179	970.952	2574.169	3463.096	2357.864	497.425	895.043
716.252	971.447	2574.398	3470.833	2361.935	497.930	895.353
717.208	972.023	2574.642	3478.094	2365.492	498.404	895.605
717.929	972.479	2574.966	3484.918	2368.795	498.894	895.880
718.651	972.944	2575.400	3491.567	2371.400	499.342	896.126
719.503	973.418	2576.047	3497.716	2373.371	499.775	896.393
720.160	973.838	2576.910	3503.139	2374.881	500.131	896.655
720.700	974.259	2577.789	3507.989	2375.854	500.405	896.963
721.099	974.677	2578.685	3512.092	2376.971	500.405	897.260
721.351	975.110	2579.880	3515.753	2377.929	500.745	897.576
721.941	975.590	2580.989	3518.337	2379.154	500.745	897.930
721.941	975.991	2582.281	3520.844	2380.701	501.008	898.279
722.164	976.455	2583.667	3523.061	2382.753	501.008	898.671
722.164	976.867	2584.910	3524.674	2385.151	501.347	899.124
722.600	977.271	2586.371	3526.323	2388.023	501.347	899.674
722.916	977.631	2587.608	3528.369	2391.173	501.752	900.222
723.299	977.958	2589.008	3531.055	2394.679	502.030	900.780
723.959	978.318	2590.322	3534.821	2398.348	502.430	901.349
724.532	978.657	2591.657	3538.768	2402.150	502.894	902.006
725.028	979.091	2592.893	3543.142	2405.925	503.431	902.702
725.447	979.461	2594.219	3547.895	2409.826	503.976	903.293
725.913	979.838	2595.472	3552.747	2413.798	504.551	903.903
726.389	980.273	2596.795	3557.666	2417.836	504.986	904.481
726.886	980.597	2598.096	3562.913	2421.951	505.422	905.101
727.380	980.937	2599.290	3568.122	2426.000	506.328	905.656
727.830	981.221	2600.594	3573.414	2429.940	506.877	906.204
728.262	981.464	2601.788	3578.664	2433.726	507.306	906.734
728.678	981.685	2602.980	3583.949	2437.307	507.783	907.243
729.154	981.936	2604.214	3589.244	2440.629	508.237	907.826
729.644	982.281	2605.372	3594.503	2443.882	508.673	908.420
730.265	982.619	2606.472	3599.760	2446.904	508.975	908.991
730.830	983.008	2607.552	3604.874	2449.795	509.263	909.488
731.403	983.346	2608.653	3609.927	2452.640	509.514	910.130
731.971	983.704	2609.767	3614.924	2455.231	509.781	910.782
732.670	984.043	2610.735	3619.546	2457.586	510.030	911.416
733.355	984.380	2611.835	3624.262	2459.744	510.265	912.011
734.056	984.681	2612.780	3629.245	2461.714	510.265	912.692
734.708	985.038	2613.562	3633.843	2463.445	510.587	913.471
735.352	985.377	2614.456	3638.133	2465.105	510.587	914.158
735.937	985.822	2615.402	3642.354	2466.638	510.905	914.851
736.527	986.207	2616.302	3646.555	2468.013	510.905	915.492
737.071	986.530	2617.085	3650.462	2469.132	511.161	916.130
737.592	986.863	2617.862	3654.175	2469.988	511.161	916.927
738.028	987.159	2618.580	3657.651	2470.646	511.161	917.578
738.501	987.428	2619.252	3661.012	2471.123	511.366	918.171
738.958	987.698	2619.909	3663.954	2471.432	511.366	918.694
739.405	987.952	2620.509	3666.770	2471.432	511.366	919.136
739.813	988.210	2621.082	3669.412	2471.432	511.366	919.630
740.136	988.491	2621.561	3671.873	2471.711	511.644	920.124
740.449	988.719	2622.006	3674.034	2472.125	511.644	920.505
740.787	988.719	2622.378	3676.041	2472.680	511.849	920.842
741.037	989.085	2622.740	3677.706	2473.298	511.849	921.184
741.263	989.085	2623.061	3679.233	2474.001	512.082	921.459
741.474	989.356	2623.305	3680.341	2474.788	512.082	921.719
741.474	989.356	2623.305	3681.323	2475.715	512.371	921.963
741.850	989.598	2623.542	3682.120	2476.567	512.371	922.180
741.850	989.598	2623.542	3682.810	2477.300	512.656	922.402
742.161	989.845	2623.830	3683.507	2478.031	512.656	922.647
742.161	989.845	2624.107	3684.279	2478.783	512.893	922.647
742.161	990.065	2624.470	3685.413	2479.497	512.893	922.998
742.363	990.065	2624.918	3686.641	2480.266	513.127	922.998
742.363	990.065	2625.433	3687.978	2481.040	513.127	923.241
742.631	990.308	2626.025	3689.492	2481.976	513.127	923.241
742.860	990.308	2626.707	3691.062	2482.964	513.127	923.489
743.168	990.308	2627.467	3692.559	2484.062	513.336	923.704
743.538	990.598	2628.189	3694.154	2485.234	513.336	923.926
743.978	990.598	2629.313	3695.627	2486.561	513.575	924.141
744.486	990.891	2630.221	3697.012	2488.063	513.575	924.399
745.119	990.891	2631.144	3698.380	2489.637	513.906	924.705
745.818	991.147	2632.026	3699.457	2491.335	514.116	924.959
746.496	991.147	2632.947	3700.394	2493.102	514.116	925.208
747.031	991.408	2633.935	3701.709	2494.905	514.478	925.479
747.639	991.408	2634.804	3702.160	2496.824	514.478	925.751
748.283	991.408	2635.749	3703.020	2498.713	514.866	926.048
748.784	991.697	2636.790	3703.486	2500.494	514.866	926.350
749.211	991.697	2637.701	3703.916	2502.160	515.271	926.680
749.581	991.924	2638.633	3704.370	2503.852	515.271	927.018
749.922	991.924	2639.509	3705.022	2505.300	515.698	927.325
750.249	992.217	2640.381	3705.979	2506.665	515.698	927.634
750.490	992.462	2641.371	3707.141	2507.895	516.107	927.991
750.490	992.740	2642.378	3708.542	2508.846	516.107	928.418
750.705	993.180	2643.277	3710.352	2509.745	516.417	928.739
750.705	993.595	2644.082	3712.337	2510.374	516.417	929.086
751.078	994.060	2644.953	3714.476	2510.886	516.682	929.461
751.432	994.643	2645.852	3716.610	2511.389	516.682	929.829
751.853	995.276	2646.653	3718.887	2511.889	516.998	930.163
752.338	995.802	2647.424	3720.712	2512.391	516.998	930.551
752.812	996.380	2648.166	3722.592	2512.881	517.260	930.900
753.348	996.937	2648.890	3724.227	2513.320	517.260	931.245
753.956	997.500	2649.581	3725.558	2513.789	517.500	931.711
754.543	998.068	2650.275	3726.522	2514.261	517.500	932.077
755.124	998.540	2650.881	3727.692	2514.659	517.728	932.437
755.668	998.915	2651.534	3728.668	2514.979	517.728	932.783
756.099	999.318	2652.162	3729.557	2515.186	517.728	933.111
756.496	999.725	2652.716	3730.246	2515.186	517.959	933.444
756.805	1000.086	2653.266	3730.979	2515.467	517.959	933.766
757.024	1000.424	2653.799	3731.801	2515.467	517.959	934.080
757.024	1000.746	2654.337	3732.518	2515.772	518.178	934.409
757.279	1001.065	2654.832	3733.057	2516.032	518.178	934.711
757.279	1001.338	2655.347	3733.562	2516.363	518.178	934.924
757.279	1001.672	2655.884	3734.096	2516.719	518.382	935.151
757.494	1001.900	2656.370	3734.571	2517.112	518.382	935.394
757.494	1002.136	2656.786	3735.016	2517.524	518.382	935.660
757.494	1002.404	2657.222	3735.410	2517.966	518.382	935.880
757.494	1002.658	2657.607	3735.808	2518.451	518.382	936.125
757.725	1002.926	2658.003	3736.326	2518.916	518.651	936.353
757.725	1003.189	2658.305	3736.710	2519.453	518.651	936.583
757.725	1003.499	2658.620	3737.014	2519.998	518.651	936.810
757.725	1003.734	2658.972	3737.263	2520.508	518.934	937.053
757.725	1003.960	2659.319	3737.495	2520.953	518.934	937.298
757.725	1004.162	2659.662	3737.495	2521.372	519.137	937.533
757.948	1004.387	2660.061	3737.856	2521.841	519.137	937.771
757.948	1004.387	2660.439	3737.856	2522.283	519.137	937.978
757.948	1004.757	2660.845	3738.149	2522.657	519.372	938.209
757.948	1004.757	2661.197	3738.149	2522.994	519.372	938.427
757.948	1005.045	2661.513	3738.391	2523.328	519.372	938.427
757.948	1005.045	2661.842	3738.391	2523.616	519.604	938.767
757.948	1005.045	2662.222	3738.636	2523.878	519.604	938.767
757.948	1005.275	2662.579	3738.636	2524.090	519.604	939.075
757.948	1005.275	2662.996	3738.636	2524.293	519.604	939.075
757.948	1005.275	2663.457	3738.872	2524.293	519.809	939.308
758.166	1005.485	2663.850	3738.872	2524.634	519.809	939.308
758.166	1005.485	2664.223	3738.872	2524.634	519.809	939.308
758.166	1005.485	2664.693	3739.152	2524.951	519.809	939.555
758.166	1005.820	2665.098	3739.376	2524.951	519.809	939.555
758.166	1005.820	2665.484	3739.623	2525.173	519.809	939.555
758.166	1006.058	2665.872	3739.851	2525.173	519.809	939.782
758.166	1006.058	2666.251	3740.187	2525.398	519.809	939.782
758.166	1006.058	2666.550	3740.403	2525.398	519.809	939.782
758.166	1006.333	2666.838	3740.403	2525.629	519.809	939.782
758.166	1006.333	2667.110	3740.637	2525.629	519.809	940.041
758.372	1006.333	2667.395	3740.637	2525.863	519.809	940.041
758.372	1006.333	2667.395	3740.637	2525.863	519.809	940.041
758.372	1006.333	2667.789	3740.637	2526.070	519.809	940.041
758.372	1006.333	2668.027	3740.840	2526.070	519.809	940.041
758.372	1006.333	2668.253	3740.840	2526.070	519.809	940.041
758.372	1006.545	2668.483	3740.840	2526.334	519.809	940.041
758.372	1006.545	2668.707	3741.129	2526.334	519.809	940.041
758.372	1006.545	2668.934	3741.129	2526.334	519.809	940.041
758.372	1006.545	2668.934	3741.426	2526.334	519.809	940.041
758.372	1006.545	2669.315	3741.426	2526.608	519.809	940.041
758.372	1006.755	2669.315	3741.664	2526.608	519.809	940.246
758.372	1006.755	2669.666	3741.664	2526.608	519.809	940.246
758.599	1006.755	2669.666	3741.664	2526.608	519.809	940.246
758.599	1006.956	2669.939	3741.956	2526.874	519.809	940.246
758.599	1006.956	2669.939	3741.956	2526.874	519.809	940.246
758.599	1006.956	2670.197	3742.165	2526.874	519.809	940.246
758.599	1006.956	2670.197	3742.165	2526.874	519.809	940.477
758.599	1007.205	2670.463	3742.367	2527.148	519.809	940.477
758.599	1007.205	2670.463	3742.367	2527.148	519.809	940.477
758.599	1007.205	2670.699	3742.654	2527.380	519.809	940.477
758.599	1007.205	2670.699	3742.654	2527.380	519.809	940.477
758.599	1007.431	2670.902	3742.930	2527.745	520.014	940.678
758.599	1007.431	2670.902	3742.930	2527.745	520.014	940.678
758.599	1007.431	2671.104	3743.227	2528.123	520.014	940.678
758.823	1007.431	2671.104	3743.227	2528.123	520.014	940.678
758.823	1007.661	2671.309	3743.473	2528.495	520.014	940.678
758.823	1007.661	2671.309	3743.473	2528.495	520.014	940.678
758.823	1007.661	2671.521	3743.759	2528.890	520.014	940.899
758.823	1007.888	2671.521	3743.759	2529.115	520.014	940.899
758.823	1007.888	2671.737	3744.042	2529.315	520.014	940.899
758.823	1007.888	2671.737	3744.042	2529.516	520.014	940.899
758.823	1007.888	2671.938	3744.317	2529.731	520.014	940.899
758.823	1007.888	2671.938	3744.317	2529.954	520.014	940.899
759.029	1007.888	2672.296	3744.317	2530.195	520.014	940.899
759.029	1008.123	2672.296	3744.542	2530.419	520.014	941.114
759.029	1008.123	2672.598	3744.542	2530.660	520.242	941.114
759.029	1008.123	2672.598	3744.542	2530.888	520.242	941.114
759.029	1008.123	2672.911	3744.851	2531.121	520.242	941.114
759.029	1008.123	2672.911	3745.060	2531.398	520.242	941.114
759.029	1008.357	2673.237	3745.287	2531.755	520.242	941.114
759.029	1008.357	2673.237	3745.529	2532.172	520.242	941.381
759.029	1008.357	2673.570	3745.529	2532.686	520.463	941.381
759.029	1008.357	2673.570	3745.947	2533.372	520.463	941.381
759.029	1008.357	2673.904	3746.317	2534.184	520.463	941.381
759.249	1008.357	2673.904	3746.871	2535.087	520.769	941.381
759.249	1008.357	2674.261	3747.618	2536.171	520.769	941.381
759.520	1008.357	2674.261	3748.576	2537.578	521.079	941.582
759.723	1008.621	2674.676	3749.962	2539.007	521.079	941.582
759.975	1008.621	2674.922	3751.776	2540.577	521.459	941.582
760.255	1008.867	2675.214	3753.899	2542.184	521.702	941.582
760.563	1008.867	2675.507	3756.041	2543.890	521.929	941.896
760.925	1008.867	2675.874	3759.249	2545.408	522.152	941.896
761.406	1009.106	2676.311	3761.912	2546.942	522.380	942.271
761.949	1009.313	2676.902	3765.452	2548.213	522.380	942.502
762.542	1009.592	2677.618	3768.781	2549.401	522.711	942.737
763.081	1009.836	2678.507	3772.046	2550.550	522.711	942.973
763.589	1010.142	2679.445	3774.597	2551.863	522.711	943.208
764.227	1010.481	2680.589	3778.049	2553.279	522.711	943.444
764.740	1010.828	2681.807	3781.389	2555.192	522.711	943.694
765.185	1011.232	2683.164	3784.491	2557.566	522.711	943.694
765.610	1011.604	2684.656	3787.494	2560.398	522.711	944.081
766.064	1011.974	2686.154	3790.480	2563.741	522.966	944.081
766.427	1012.280	2687.847	3793.278	2567.528	523.202	944.081
766.760	1012.557	2689.556	3795.987	2571.743	523.538	944.081
767.060	1012.557	2691.357	3798.323	2576.202	523.943	944.081
767.060	1012.841	2693.092	3800.249	2581.003	524.435	944.081
767.361	1012.841	2694.911	3801.922	2585.891	525.045	944.081
767.361	1013.154	2696.533	3803.122	2590.978	525.663	944.380
767.361	1013.154	2698.264	3804.258	2596.243	526.309	944.380
767.700	1013.688	2699.801	3805.630	2601.696	527.077	944.683
767.903	1013.688	2701.616	3807.361	2606.940	527.989	944.900
768.160	1013.688	2703.036	3810.075	2612.355	528.803	945.157
768.449	1013.688	2704.431	3813.256	2617.888	529.700	945.388
768.812	1013.923	2705.656	3817.200	2623.410	530.813	945.664
769.213	1013.923	2706.906	3821.602	2628.960	531.797	945.991
769.681	1013.923	2707.949	3826.370	2634.315	532.912	946.273
770.242	1013.923	2709.030	3831.486	2639.645	534.021	946.590
770.883	1014.278	2709.948	3836.972	2644.825	535.044	946.901
771.614	1014.511	2710.720	3842.501	2649.711	536.012	947.280
772.393	1014.759	2711.540	3848.353	2654.445	536.957	947.733
773.138	1015.089	2712.300	3853.617	2659.343	537.763	948.179
773.873	1015.530	2712.924	3859.177	2663.748	538.571	948.609
774.646	1016.012	2713.546	3864.819	2667.958	539.421	948.991
775.458	1016.484	2714.167	3870.390	2671.908	540.162	949.362
776.228	1016.960	2714.748	3875.949	2675.578	540.737	949.630
777.029	1017.513	2715.277	3881.322	2678.895	541.317	949.856
778.028	1018.020	2715.832	3886.480	2681.849	541.843	950.064
778.943	1018.568	2716.358	3891.348	2684.449	542.313	950.064
779.825	1019.095	2716.849	3896.139	2686.601	543.173	950.318
780.793	1019.587	2717.294	3900.517	2688.293	543.465	950.318
781.673	1020.067	2717.755	3904.632	2689.415	543.715	950.559
782.487	1020.621	2718.182	3908.590	2690.176	543.987	950.762
783.256	1021.266	2718.595	3911.980	2690.923	543.987	950.999
783.934	1021.847	2719.026	3915.092	2691.956	544.302	951.283
784.474	1022.376	2719.466	3917.999	2693.403	544.302	951.568
784.880	1023.010	2719.899	3920.648	2695.326	544.573	951.915
785.192	1023.704	2720.336	3923.204	2697.118	544.809	952.294
785.424	1024.467	2720.752	3925.664	2699.354	545.124	952.729
785.660	1025.221	2721.267	3927.290	2701.696	545.493	953.167
785.912	1025.795	2721.856	3928.842	2704.190	545.913	953.677
786.191	1026.256	2722.520	3929.965	2706.736	546.979	954.215
786.550	1026.653	2723.193	3930.949	2709.224	547.564	954.742
786.907	1026.886	2723.934	3931.882	2711.724	548.109	955.391
787.201	1026.886	2724.786	3932.816	2714.213	548.581	956.098
787.445	1026.886	2725.673	3933.926	2716.690	549.136	956.784
787.691	1027.136	2726.518	3935.494	2719.141	549.539	957.444
787.937	1027.373	2727.496	3937.170	2721.560	549.879	957.933
788.216	1027.631	2728.500	3939.429	2723.816	550.175	958.403
788.568	1027.841	2729.402	3941.443	2726.063	550.426	958.736
789.042	1027.841	2730.418	3944.139	2728.316	550.666	958.967
789.515	1028.164	2731.486	3947.363	2730.453	550.891	958.967
790.051	1028.164	2732.499	3950.869	2732.790	551.118	959.255
790.624	1028.164	2733.401	3954.468	2734.740	551.398	959.255
791.168	1028.164	2734.557	3958.308	2736.908	551.710	959.532
791.677	1028.375	2735.505	3962.210	2739.336	551.710	959.532
792.288	1028.375	2736.512	3966.256	2741.321	552.112	959.875
792.877	1028.375	2737.552	3970.350	2743.961	552.351	960.106
793.453	1028.679	2738.590	3974.416	2746.286	552.568	960.371
794.045	1028.679	2739.610	3978.731	2749.053	552.805	960.650
794.609	1028.937	2740.672	3983.060	2751.496	553.108	960.971
795.310	1028.937	2741.708	3987.483	2754.356	553.517	961.365
796.042	1029.324	2742.866	3992.043	2756.911	553.991	961.773
796.745	1029.624	2743.879	3996.516	2759.774	554.427	962.186
797.371	1030.003	2744.953	4000.734	2762.599	554.833	962.649
798.095	1030.378	2746.045	4005.288	2765.385	555.146	963.054
798.740	1030.752	2747.145	4009.746	2768.248	555.535	963.493
