
P1_elbow_lP1_whole_dist_traveled	P1_shoulder_lP1_whole_dist_traveled	P1_headP1_whole_dist_traveled	P1_hand_lP1_whole_dist_traveled	P1_hand_rP1_whole_dist_traveled	P1_elbow_rP1_whole_dist_traveled	P1_shoulder_rP1_whole_dist_traveled
875.351	1198.300	3247.257	4526.600	3223.594	643.048	1114.021
875.351	1198.300	3247.257	4526.886	3223.886	643.048	1114.021
875.351	1198.300	3247.257	4527.269	3223.886	643.048	1114.021
875.351	1198.300	3247.463	4527.682	3224.290	643.048	1114.021
875.558	1198.300	3247.463	4528.162	3224.587	643.048	1114.021
875.558	1198.300	3247.463	4528.695	3224.873	643.048	1114.021
875.558	1198.300	3247.463	4529.301	3225.161	643.048	1114.021
875.558	1198.300	3247.463	4529.921	3225.558	643.048	1114.021
875.558	1198.300	3247.701	4530.633	3226.040	643.278	1114.021
875.837	1198.575	3247.701	4531.484	3226.504	643.278	1114.284
875.837	1198.575	3247.701	4532.366	3227.039	643.278	1114.284
875.837	1198.575	3247.701	4533.362	3227.682	643.502	1114.284
876.102	1198.575	3247.916	4534.378	3228.423	643.502	1115.201
876.102	1198.575	3247.916	4535.610	3229.337	643.707	1115.920
876.388	1198.801	3247.916	4536.727	3230.201	643.707	1116.723
876.388	1198.801	3248.133	4538.097	3231.303	644.043	1116.723
876.761	1198.801	3248.133	4539.414	3232.404	644.043	1116.723
877.009	1198.801	3248.341	4540.633	3233.539	644.381	1116.949
877.266	1198.801	3248.341	4542.158	3234.878	644.381	1116.949
877.487	1199.058	3248.552	4543.738	3236.067	644.730	1116.949
877.717	1199.058	3248.552	4545.521	3237.418	644.730	1117.252
878.006	1199.058	3248.788	4547.268	3238.801	645.114	1117.252
878.293	1199.280	3248.788	4549.093	3240.245	645.337	1117.457
878.590	1199.280	3249.057	4550.985	3241.774	645.589	1117.457
878.928	1199.280	3249.057	4552.897	3243.431	645.877	1117.661
879.242	1199.280	3249.304	4554.860	3245.169	646.139	1117.661
879.621	1199.516	3249.304	4556.110	3247.157	646.372	1117.661
879.969	1199.516	3249.575	4558.281	3249.065	646.650	1117.942
880.365	1199.516	3249.575	4560.359	3251.238	646.988	1117.942
880.753	1199.787	3249.840	4562.409	3253.335	647.343	1117.942
881.081	1199.787	3249.840	4564.616	3255.323	647.662	1118.166
881.365	1199.787	3250.123	4566.762	3257.192	648.033	1118.166
881.604	1200.028	3250.123	4569.033	3259.166	648.366	1118.378
881.870	1200.028	3250.441	4571.123	3261.154	648.679	1118.378
882.166	1200.028	3250.441	4573.353	3263.246	648.989	1118.602
882.565	1200.282	3250.711	4575.651	3265.292	649.325	1118.602
882.978	1200.282	3250.711	4577.899	3267.399	649.663	1118.874
883.415	1200.282	3250.949	4580.247	3269.652	650.011	1118.874
883.816	1200.282	3250.949	4582.447	3271.980	650.359	1119.113
884.154	1200.282	3251.201	4584.663	3274.236	650.678	1119.113
884.450	1200.282	3251.201	4586.907	3276.642	651.052	1119.324
884.792	1200.282	3251.458	4589.233	3279.130	651.473	1119.324
885.171	1200.282	3251.458	4590.912	3281.626	651.883	1119.324
885.558	1200.499	3251.719	4593.305	3284.447	652.302	1119.608
885.992	1200.499	3251.719	4595.576	3287.030	652.710	1119.608
886.390	1200.499	3251.966	4597.924	3289.564	653.077	1119.608
886.768	1200.755	3251.966	4600.225	3292.164	653.462	1119.849
887.117	1200.755	3252.188	4602.368	3294.841	653.856	1119.849
887.465	1201.005	3252.188	4604.474	3297.296	654.377	1119.849
887.758	1201.005	3252.188	4606.435	3299.853	654.920	1120.109
887.968	1201.005	3252.464	4608.346	3302.253	655.391	1120.109
888.210	1201.300	3252.464	4610.059	3304.729	655.761	1120.109
888.210	1201.300	3252.464	4611.672	3307.052	656.082	1120.365
888.478	1201.300	3252.675	4612.907	3309.047	656.423	1120.365
888.478	1201.538	3252.675	4613.872	3310.612	656.688	1120.365
888.478	1201.538	3252.675	4614.423	3311.890	656.970	1120.365
888.478	1201.538	3252.675	4614.423	3312.621	657.200	1120.609
888.478	1201.755	3252.926	4614.423	3313.315	657.200	1120.609
888.478	1201.755	3252.926	4614.956	3314.062	657.492	1120.609
888.719	1201.755	3252.926	4615.431	3314.735	657.492	1120.881
888.719	1202.003	3253.144	4615.896	3315.433	657.492	1120.881
888.719	1202.003	3253.144	4616.283	3316.158	657.806	1120.881
888.719	1202.003	3253.144	4616.591	3316.876	658.090	1121.182
888.719	1202.263	3253.437	4616.824	3317.683	658.322	1121.182
888.950	1202.263	3253.437	4616.824	3318.586	658.569	1121.182
888.950	1202.263	3253.437	4617.169	3319.529	658.569	1121.412
888.950	1202.263	3253.772	4617.594	3320.633	658.884	1121.412
888.950	1202.263	3253.772	4618.064	3321.881	658.884	1121.412
888.950	1202.263	3254.024	4618.563	3323.178	658.884	1121.412
888.950	1202.263	3254.024	4619.023	3324.251	658.884	1121.662
888.950	1202.263	3254.258	4619.639	3325.100	658.884	1121.662
889.155	1202.263	3254.258	4620.200	3325.748	658.884	1121.662
889.155	1202.263	3254.481	4620.688	3326.255	658.884	1121.662
889.406	1202.492	3254.481	4621.246	3326.546	659.107	1121.662
889.406	1202.492	3254.712	4621.580	3326.759	659.107	1121.662
889.624	1202.492	3254.712	4621.955	3326.968	659.107	1121.662
889.624	1202.492	3254.712	4622.234	3326.968	659.107	1121.662
889.624	1202.492	3254.999	4622.234	3327.320	659.107	1121.662
889.860	1202.706	3254.999	4622.494	3327.320	659.107	1121.662
889.860	1202.706	3254.999	4622.494	3327.618	659.107	1121.875
889.860	1202.706	3255.271	4622.733	3327.618	659.107	1121.875
889.860	1202.706	3255.271	4622.733	3327.618	659.319	1121.875
889.860	1202.706	3255.271	4622.733	3327.618	659.319	1121.875
889.860	1202.927	3255.551	4623.006	3327.831	659.319	1121.875
889.860	1202.927	3255.551	4623.006	3327.831	659.319	1122.079
889.860	1202.927	3255.851	4623.006	3328.032	659.530	1122.079
890.082	1203.205	3255.851	4623.006	3328.032	659.530	1122.079
890.082	1203.205	3256.286	4623.006	3328.032	659.530	1122.287
890.082	1203.406	3256.525	4623.236	3328.332	659.530	1122.287
890.082	1203.406	3256.775	4623.236	3328.332	659.530	1122.287
890.082	1203.406	3257.048	4623.609	3328.332	659.530	1122.557
890.082	1203.671	3257.359	4623.820	3328.631	659.530	1122.557
890.082	1203.671	3257.654	4624.100	3328.631	659.530	1122.758
890.082	1203.874	3257.935	4624.531	3329.061	659.530	1122.758
890.324	1203.874	3258.196	4625.157	3329.390	659.530	1123.044
890.324	1204.106	3258.460	4625.867	3329.927	659.530	1123.044
890.688	1204.106	3258.715	4626.674	3330.663	659.758	1123.347
890.688	1204.393	3258.969	4627.646	3331.618	659.758	1123.347
891.026	1204.393	3259.191	4628.677	3332.675	660.000	1123.732
891.026	1204.641	3259.409	4629.904	3334.043	660.000	1123.732
891.306	1204.641	3259.409	4631.271	3335.579	660.326	1124.048
891.306	1204.641	3259.745	4632.764	3337.355	660.551	1124.048
891.679	1204.958	3259.745	4634.351	3339.273	660.796	1124.264
891.679	1204.958	3259.993	4636.142	3341.498	661.057	1124.264
892.048	1204.958	3259.993	4638.128	3343.875	661.372	1124.264
892.048	1205.282	3259.993	4640.341	3346.340	661.704	1124.264
892.381	1205.282	3260.237	4642.813	3349.238	662.093	1124.264
892.596	1205.282	3260.237	4645.454	3352.152	662.474	1124.264
892.810	1205.508	3260.237	4648.285	3355.275	662.852	1124.524
893.060	1205.508	3260.475	4651.356	3358.614	663.275	1124.524
893.354	1205.508	3260.475	4654.477	3361.910	663.830	1124.831
893.686	1205.508	3260.690	4657.636	3365.623	664.436	1124.831
894.126	1205.719	3260.690	4660.806	3369.285	665.032	1125.262
894.689	1205.719	3261.036	4664.024	3373.882	665.620	1125.262
895.344	1205.719	3261.259	4667.307	3377.614	666.284	1125.609
895.929	1206.170	3261.579	4670.527	3381.175	666.994	1126.376
896.378	1206.170	3261.914	4673.637	3385.027	667.575	1126.376
896.865	1206.430	3262.308	4676.681	3388.872	668.220	1126.730
897.433	1206.430	3262.742	4678.927	3392.671	668.863	1126.730
898.012	1206.772	3263.236	4681.659	3396.300	669.501	1127.025
898.460	1206.772	3263.736	4684.215	3399.737	670.067	1127.025
898.874	1207.163	3264.306	4686.658	3402.934	670.563	1127.239
899.199	1207.163	3264.956	4688.923	3405.985	671.002	1127.239
899.475	1207.457	3265.513	4691.006	3409.017	671.462	1127.239
899.724	1207.457	3266.065	4692.822	3411.646	671.861	1127.467
900.019	1207.457	3266.569	4694.672	3414.087	672.268	1127.467
900.233	1207.698	3267.084	4696.184	3416.274	672.599	1127.467
900.438	1207.698	3267.612	4697.548	3418.146	672.931	1127.756
900.438	1207.698	3268.168	4698.737	3419.799	673.181	1127.756
900.820	1207.698	3268.656	4699.637	3421.404	673.428	1127.756
900.820	1207.999	3269.067	4700.204	3422.534	673.652	1127.756
901.060	1207.999	3269.462	4700.787	3423.730	673.863	1127.989
901.060	1208.258	3269.889	4701.190	3424.570	673.863	1127.989
901.060	1208.258	3270.382	4701.422	3425.277	673.863	1127.989
901.060	1208.580	3270.963	4701.422	3425.888	674.113	1128.211
901.060	1208.580	3271.491	4701.422	3426.381	674.113	1128.211
901.261	1208.965	3272.043	4701.422	3426.701	674.113	1128.460
901.261	1209.217	3272.503	4701.815	3426.946	674.113	1128.460
901.472	1209.437	3273.392	4702.173	3427.263	674.113	1128.689
901.472	1209.643	3274.005	4702.677	3427.621	674.113	1128.927
901.714	1209.869	3274.602	4703.307	3428.084	674.113	1128.927
901.714	1210.133	3275.378	4703.932	3428.684	674.370	1128.927
901.949	1210.353	3276.196	4704.842	3429.351	674.370	1128.927
901.949	1210.353	3276.926	4705.854	3430.018	674.370	1128.927
902.275	1210.725	3277.741	4707.052	3430.914	674.679	1128.927
902.518	1210.725	3278.573	4708.392	3431.895	674.679	1128.927
902.742	1211.008	3279.332	4709.854	3432.576	675.061	1129.142
902.974	1211.008	3280.068	4711.358	3434.040	675.061	1129.142
903.205	1211.256	3280.819	4713.135	3435.229	675.457	1129.142
903.492	1211.256	3281.398	4714.871	3436.515	675.683	1129.142
903.789	1211.466	3281.867	4716.743	3437.953	675.922	1129.142
904.102	1211.466	3282.351	4718.794	3439.446	676.240	1129.142
904.455	1211.826	3282.764	4720.825	3441.001	676.533	1129.142
904.826	1211.826	3283.127	4722.889	3442.697	676.881	1129.142
905.208	1212.218	3283.378	4725.155	3444.572	677.165	1130.008
905.562	1212.218	3283.378	4727.389	3446.531	677.449	1130.008
905.907	1212.568	3283.585	4729.811	3448.489	677.705	1130.008
906.238	1212.568	3283.585	4731.627	3450.505	677.952	1130.243
906.553	1212.867	3283.585	4733.935	3452.595	678.250	1130.243
906.878	1212.867	3283.585	4736.328	3454.782	678.594	1130.243
907.261	1213.136	3283.898	4738.645	3457.157	678.986	1130.563
907.619	1213.136	3283.898	4740.989	3459.672	679.408	1130.563
907.986	1213.369	3284.158	4743.410	3462.266	679.729	1130.836
908.318	1213.369	3284.158	4745.987	3464.970	680.022	1130.836
908.631	1213.592	3284.593	4748.493	3467.729	680.378	1131.127
908.940	1213.592	3284.931	4751.227	3470.659	680.885	1131.127
909.395	1213.837	3285.341	4754.000	3473.666	681.402	1131.127
909.929	1213.837	3285.844	4756.890	3476.625	681.917	1131.388
910.397	1214.190	3286.462	4759.738	3480.099	682.376	1131.388
910.888	1214.440	3287.270	4762.697	3483.892	682.837	1131.388
911.382	1214.440	3288.449	4765.723	3487.305	683.359	1131.600
911.850	1214.765	3289.140	4768.843	3490.787	683.946	1131.600
912.357	1214.765	3290.466	4771.945	3494.499	684.525	1131.600
912.821	1215.113	3291.698	4775.074	3497.646	685.138	1131.925
913.236	1215.317	3292.808	4778.011	3500.459	685.776	1131.925
913.562	1215.531	3294.042	4780.741	3503.340	686.421	1132.205
913.826	1215.764	3295.337	4783.390	3506.014	686.999	1132.205
914.117	1216.022	3296.587	4786.123	3508.600	687.459	1132.585
914.488	1216.292	3297.840	4788.591	3511.184	687.845	1132.585
914.856	1216.587	3298.958	4790.516	3513.827	688.093	1132.916
915.112	1216.587	3300.234	4791.918	3516.498	688.093	1132.916
915.112	1216.956	3301.321	4792.786	3519.124	688.443	1133.126
915.112	1216.956	3302.318	4793.799	3521.885	688.443	1133.126
915.112	1217.257	3303.444	4795.496	3524.364	688.710	1133.126
915.330	1217.257	3304.287	4797.386	3526.232	688.710	1133.126
915.537	1217.257	3305.109	4799.076	3527.545	688.710	1133.350
915.802	1217.515	3305.986	4800.418	3528.470	689.057	1133.350
916.119	1217.515	3306.840	4801.393	3529.016	689.309	1133.350
916.474	1217.515	3307.539	4802.020	3529.386	689.535	1133.350
916.752	1217.775	3308.247	4802.554	3529.803	689.781	1133.598
916.993	1217.775	3308.856	4803.131	3530.233	689.781	1133.598
916.993	1217.775	3309.446	4803.695	3530.730	690.077	1133.598
917.309	1218.101	3310.055	4804.170	3531.156	690.077	1133.868
917.309	1218.101	3310.553	4805.032	3531.916	690.307	1133.868
917.309	1218.369	3311.090	4805.260	3532.387	690.307	1133.868
917.309	1218.369	3311.532	4805.260	3532.901	690.307	1134.127
917.309	1218.369	3312.034	4805.535	3533.315	690.307	1134.127
917.309	1218.614	3312.532	4805.535	3533.681	690.307	1134.127
917.309	1218.614	3312.967	4805.944	3533.963	690.307	1134.429
917.309	1218.614	3313.348	4806.150	3534.201	690.307	1134.429
917.527	1218.614	3313.663	4806.455	3534.422	690.508	1134.429
917.527	1218.614	3313.948	4806.770	3534.654	690.508	1134.720
917.527	1218.614	3314.181	4807.112	3534.654	690.508	1134.720
917.527	1218.614	3314.385	4807.538	3534.883	690.508	1134.720
917.728	1218.614	3314.385	4807.999	3535.470	690.508	1134.964
917.728	1218.614	3314.709	4808.542	3535.706	690.508	1134.964
917.728	1218.614	3314.709	4809.100	3535.923	690.508	1134.964
917.728	1218.614	3314.944	4809.690	3536.168	690.783	1134.964
917.728	1218.614	3314.944	4810.149	3536.408	690.783	1135.182
917.728	1218.614	3315.196	4810.569	3536.638	691.145	1135.182
917.728	1218.867	3315.196	4811.505	3536.911	691.145	1135.182
917.728	1218.867	3315.554	4811.912	3536.911	691.145	1135.182
917.728	1218.867	3315.859	4812.256	3537.290	691.145	1135.182
917.728	1219.119	3316.239	4812.530	3537.515	691.145	1135.391
917.942	1219.119	3316.684	4812.530	3537.743	691.358	1135.391
917.942	1219.332	3317.191	4812.530	3537.966	691.358	1135.391
917.942	1219.332	3317.686	4812.738	3538.185	691.358	1135.391
918.145	1219.581	3318.186	4812.738	3538.406	691.358	1135.391
918.145	1219.581	3318.825	4813.192	3538.645	691.358	1135.391
918.145	1219.889	3319.543	4813.506	3538.940	691.358	1135.391
918.145	1219.889	3320.342	4813.805	3539.229	691.585	1135.391
918.145	1220.273	3321.107	4814.091	3539.528	691.585	1135.391
918.372	1220.273	3322.018	4814.377	3539.783	691.585	1135.391
918.372	1220.683	3323.006	4814.654	3540.053	691.585	1135.391
918.372	1220.987	3323.950	4814.916	3540.335	691.585	1135.391
918.372	1221.343	3324.986	4815.196	3540.669	691.585	1135.621
918.607	1221.692	3326.082	4815.496	3541.022	691.585	1135.621
918.607	1222.048	3327.431	4815.844	3541.409	691.585	1135.621
918.607	1222.425	3328.714	4816.193	3541.825	691.789	1135.847
918.607	1222.824	3330.302	4816.579	3542.242	691.789	1135.847
918.855	1223.222	3331.889	4816.975	3542.693	691.789	1136.047
918.855	1223.697	3333.685	4817.295	3543.157	692.081	1136.047
918.855	1224.165	3335.555	4817.598	3543.599	692.081	1136.276
919.091	1224.634	3337.679	4817.888	3544.041	692.081	1136.276
919.091	1225.153	3339.909	4818.166	3544.475	692.081	1136.538
919.300	1225.680	3342.370	4818.438	3544.926	692.081	1136.538
919.300	1226.271	3345.255	4818.665	3545.369	692.081	1136.806
919.546	1226.943	3347.879	4818.903	3545.745	692.081	1136.806
919.546	1227.484	3350.810	4819.135	3546.093	692.081	1137.149
919.546	1228.012	3353.674	4819.374	3546.427	692.081	1137.149
919.833	1228.659	3356.689	4819.616	3546.681	692.358	1137.546
919.833	1229.382	3359.844	4819.833	3546.985	692.358	1137.756
919.833	1230.098	3363.127	4819.833	3547.253	692.358	1137.979
920.070	1230.792	3366.450	4820.188	3547.523	692.358	1138.251
920.070	1231.531	3369.890	4820.188	3547.773	692.358	1138.251
920.070	1232.327	3373.417	4820.486	3548.030	692.358	1138.495
920.333	1233.143	3376.916	4820.486	3548.378	692.595	1138.763
920.333	1233.953	3380.364	4820.747	3548.762	692.595	1139.019
920.548	1234.698	3383.829	4820.953	3549.189	692.595	1139.326
920.548	1235.645	3387.271	4821.182	3549.579	692.595	1139.674
920.756	1236.522	3390.758	4821.513	3550.039	692.810	1140.056
920.756	1237.508	3394.359	4821.881	3550.508	692.810	1140.444
920.970	1238.601	3397.776	4822.320	3551.067	692.810	1140.821
920.970	1239.571	3401.143	4822.806	3551.630	692.810	1141.178
921.220	1240.706	3404.478	4823.350	3552.209	693.075	1141.562
921.220	1241.826	3407.740	4823.912	3552.909	693.075	1141.919
921.538	1242.966	3410.973	4824.442	3553.581	693.075	1142.276
921.538	1244.163	3414.191	4824.927	3554.266	693.293	1142.649
921.890	1245.486	3417.428	4825.442	3554.884	693.293	1143.062
921.890	1246.683	3420.530	4825.998	3555.518	693.496	1143.579
922.286	1248.005	3423.620	4826.585	3556.280	693.496	1144.094
922.286	1249.295	3426.693	4827.319	3557.041	693.724	1144.551
922.614	1250.663	3429.736	4827.991	3557.789	693.724	1145.078
922.614	1252.108	3432.799	4828.632	3558.534	693.933	1145.586
922.905	1253.443	3435.858	4829.416	3559.184	693.933	1146.102
922.905	1255.066	3438.761	4830.226	3559.947	694.220	1146.643
923.189	1256.526	3441.821	4831.105	3560.689	694.220	1147.224
923.189	1258.366	3444.778	4831.969	3561.353	694.464	1147.838
923.472	1259.923	3447.771	4832.807	3562.014	694.464	1148.459
923.472	1261.551	3450.716	4833.576	3562.594	694.753	1149.092
923.726	1263.162	3453.598	4834.267	3563.136	694.753	1149.704
923.726	1264.914	3456.457	4835.001	3563.741	695.025	1150.358
923.978	1266.559	3459.343	4835.704	3564.286	695.025	1151.089
923.978	1268.328	3462.177	4836.349	3564.778	695.376	1151.789
924.207	1270.008	3465.035	4837.079	3565.237	695.376	1152.666
924.207	1271.790	3467.805	4837.944	3565.666	695.772	1153.425
924.677	1273.453	3470.619	4838.939	3566.118	695.772	1154.277
924.677	1275.151	3473.531	4839.835	3566.672	696.144	1155.011
924.972	1276.891	3476.279	4840.859	3567.230	696.360	1155.858
924.972	1278.514	3479.087	4841.831	3567.859	696.560	1156.814
925.257	1280.210	3481.751	4842.822	3568.501	696.781	1157.588
925.257	1281.840	3484.473	4843.798	3569.155	697.005	1158.462
925.543	1283.565	3487.150	4844.802	3569.779	697.222	1159.286
925.543	1285.143	3489.851	4845.884	3570.517	697.487	1160.240
925.855	1286.829	3492.494	4846.970	3571.259	697.722	1161.064
925.855	1288.377	3495.142	4848.174	3571.981	697.963	1161.900
926.237	1290.027	3497.717	4849.374	3572.663	698.258	1162.662
926.447	1291.464	3500.450	4850.515	3573.337	698.579	1163.550
926.447	1293.098	3503.070	4851.801	3574.147	698.873	1164.334
926.796	1294.541	3505.560	4852.983	3574.938	699.187	1165.124
927.003	1296.105	3508.102	4854.078	3575.727	699.470	1165.924
927.003	1297.552	3510.578	4855.238	3576.590	699.755	1166.682
927.383	1298.914	3513.002	4856.336	3577.469	700.038	1167.486
927.383	1300.344	3515.393	4857.418	3578.400	700.324	1168.258
927.705	1301.599	3517.746	4858.527	3579.396	700.644	1168.991
927.705	1302.935	3520.037	4859.681	3580.393	700.968	1169.510
927.963	1304.157	3522.238	4860.723	3581.273	701.304	1170.143
927.963	1305.346	3524.483	4861.859	3582.200	701.590	1170.820
928.199	1306.329	3526.525	4862.972	3583.055	701.931	1171.476
928.199	1307.379	3528.520	4864.067	3583.850	702.244	1172.107
928.445	1308.367	3530.538	4864.968	3584.717	702.544	1172.719
928.445	1309.275	3532.409	4865.869	3585.506	703.079	1173.344
928.678	1310.127	3534.237	4866.861	3586.214	703.079	1173.846
928.678	1310.843	3536.350	4867.716	3586.824	703.327	1174.330
928.880	1311.491	3538.036	4868.380	3587.453	703.553	1174.815
928.880	1312.101	3539.656	4869.100	3588.059	703.553	1175.285
928.880	1312.656	3541.220	4869.807	3588.641	703.936	1175.739
929.089	1313.125	3542.698	4870.466	3589.149	703.936	1176.182
929.089	1313.568	3544.179	4871.032	3589.561	704.213	1176.573
929.089	1314.067	3545.596	4871.523	3589.912	704.213	1176.928
929.089	1314.480	3546.871	4871.958	3590.216	704.465	1177.275
929.360	1314.860	3548.107	4872.414	3590.447	704.465	1177.515
929.360	1315.177	3549.289	4872.924	3590.447	704.465	1177.752
929.360	1315.456	3550.433	4873.372	3590.799	704.688	1177.987
929.360	1315.674	3551.515	4873.765	3590.799	704.688	1178.189
929.360	1315.915	3552.416	4874.120	3591.005	704.688	1178.189
929.360	1316.169	3553.354	4874.477	3591.005	704.688	1178.538
929.360	1316.408	3554.171	4874.776	3591.005	704.688	1178.538
929.360	1316.644	3554.909	4875.060	3591.274	704.896	1178.781
929.360	1316.644	3555.631	4875.268	3591.274	704.896	1178.781
929.360	1317.013	3556.356	4875.489	3591.508	704.896	1178.781
929.564	1317.013	3556.959	4875.710	3591.508	704.896	1179.010
929.564	1317.352	3557.452	4875.958	3591.749	704.896	1179.010
929.564	1317.352	3557.944	4876.167	3591.749	704.896	1179.010
929.784	1317.643	3558.434	4876.167	3591.987	704.896	1179.256
929.784	1317.643	3558.840	4876.516	3591.987	704.896	1179.256
929.784	1317.869	3559.138	4876.516	3592.211	704.896	1179.515
929.784	1318.520	3559.433	4876.768	3592.211	704.896	1179.515
930.004	1318.520	3559.734	4876.768	3592.437	704.896	1179.840
930.004	1318.520	3560.021	4877.012	3592.437	704.896	1179.840
930.004	1318.721	3560.309	4877.012	3592.677	704.896	1180.090
930.004	1318.721	3560.524	4877.249	3592.677	704.896	1180.090
930.004	1318.721	3560.783	4877.249	3592.919	705.100	1180.332
930.004	1318.721	3561.156	4877.556	3592.919	705.100	1180.332
930.004	1318.721	3561.156	4877.556	3593.126	705.100	1180.617
930.004	1318.958	3561.509	4877.919	3593.126	705.100	1180.617
930.004	1318.958	3561.509	4877.919	3593.126	705.100	1180.855
930.218	1318.958	3561.802	4878.193	3593.380	705.353	1180.855
930.218	1318.958	3561.802	4878.193	3593.380	705.353	1181.071
930.218	1319.645	3562.053	4878.193	3593.380	705.353	1181.071
930.218	1319.645	3562.053	4878.193	3593.380	705.353	1181.071
930.218	1319.645	3562.053	4878.462	3593.380	705.353	1181.301
930.218	1319.847	3562.338	4878.462	3593.641	705.353	1181.301
930.218	1319.847	3562.338	4878.751	3593.641	705.558	1181.301
930.431	1319.847	3562.338	4878.990	3594.086	705.558	1181.301
930.431	1320.071	3562.614	4879.286	3594.329	705.558	1181.534
930.431	1320.071	3562.614	4879.590	3594.603	705.762	1181.534
930.431	1320.071	3562.614	4879.983	3594.885	705.762	1181.534
930.431	1320.326	3562.924	4880.403	3595.113	705.762	1181.534
930.431	1320.326	3562.924	4880.809	3595.367	705.992	1181.534
930.431	1320.326	3563.174	4881.198	3595.704	705.992	1181.534
930.431	1320.634	3563.174	4881.585	3596.049	705.992	1181.534
930.431	1320.634	3563.440	4881.956	3596.406	706.254	1181.747
930.431	1320.924	3563.440	4882.321	3596.710	706.254	1181.747
930.634	1320.924	3563.782	4882.614	3596.959	706.254	1181.747
930.634	1321.169	3563.782	4882.937	3597.253	706.254	1181.747
930.634	1321.169	3564.125	4883.413	3597.476	706.254	1181.747
930.634	1321.169	3564.125	4883.806	3597.476	706.254	1181.747
930.634	1321.373	3564.516	4884.167	3597.476	706.254	1181.952
930.941	1321.373	3564.746	4884.473	3597.476	706.254	1181.952
930.941	1321.373	3564.963	4884.766	3597.476	706.254	1181.952
930.941	1321.373	3565.201	4885.020	3597.774	706.254	1182.159
931.186	1321.373	3565.488	4885.244	3597.774	706.254	1182.159
931.186	1321.632	3565.748	4885.244	3598.024	706.254	1182.159
931.186	1321.632	3565.994	4885.556	3598.356	706.254	1182.366
931.186	1321.632	3566.229	4885.556	3598.356	706.254	1182.366
931.186	1321.632	3566.461	4885.556	3598.356	706.473	1182.366
931.398	1321.904	3566.738	4885.556	3598.608	706.473	1182.366
931.398	1321.904	3567.026	4885.556	3598.608	706.473	1182.366
931.398	1321.904	3567.356	4885.556	3598.848	706.761	1182.571
931.398	1321.904	3567.611	4885.815	3598.848	706.761	1182.571
931.398	1321.904	3567.878	4886.024	3599.106	706.761	1182.571
931.398	1321.904	3568.131	4886.024	3599.106	706.761	1182.571
931.398	1321.904	3568.367	4886.387	3599.106	706.761	1182.571
931.607	1321.904	3568.367	4886.387	3599.363	706.761	1182.571
931.607	1321.904	3568.773	4886.634	3599.363	706.761	1182.571
931.607	1321.904	3568.994	4886.634	3599.363	706.761	1182.571
931.827	1321.904	3569.247	4886.634	3599.622	706.761	1182.571
931.827	1322.112	3569.492	4886.634	3599.622	706.761	1182.571
931.827	1322.112	3569.754	4886.893	3599.907	706.761	1182.571
931.827	1322.112	3570.004	4887.100	3599.907	706.966	1182.571
931.827	1322.112	3570.248	4887.362	3600.266	706.966	1182.796
931.827	1322.112	3570.458	4887.591	3600.266	706.966	1182.796
931.827	1322.112	3570.673	4887.814	3600.552	706.966	1182.796
931.827	1322.112	3570.886	4888.027	3600.552	706.966	1182.796
931.827	1322.112	3570.886	4888.274	3600.552	706.966	1182.796
931.827	1322.350	3571.271	4888.509	3600.552	706.966	1182.796
931.827	1322.350	3571.500	4888.771	3600.794	706.966	1182.796
931.827	1322.350	3571.500	4889.043	3600.794	706.966	1182.796
931.827	1322.350	3571.856	4889.351	3601.014	706.966	1183.000
931.827	1322.579	3571.856	4889.667	3601.014	706.966	1183.000
931.827	1322.579	3572.218	4889.989	3601.285	707.166	1183.000
931.827	1322.579	3572.218	4890.320	3601.285	707.166	1183.203
931.827	1322.822	3572.563	4890.604	3601.560	707.166	1183.203
931.827	1322.822	3572.770	4890.924	3601.560	707.166	1183.203
932.029	1322.822	3572.981	4891.248	3601.818	707.166	1183.203
932.029	1323.131	3573.193	4891.549	3601.818	707.377	1183.427
932.029	1323.131	3573.689	4891.818	3602.162	707.377	1183.427
932.029	1323.367	3573.911	4892.110	3602.162	707.377	1183.427
932.029	1323.367	3574.120	4892.369	3602.548	707.377	1183.427
932.238	1323.616	3574.120	4892.677	3602.548	707.377	1183.427
932.238	1323.616	3574.515	4892.934	3602.883	707.377	1183.427
932.238	1323.865	3574.743	4893.211	3602.883	707.604	1183.633
932.238	1323.865	3574.743	4893.425	3603.119	707.604	1183.633
932.238	1324.093	3575.135	4893.651	3603.119	707.604	1183.633
932.238	1324.093	3575.337	4893.651	3603.119	707.604	1183.633
932.238	1324.093	3575.543	4894.007	3603.119	707.604	1183.633
932.238	1324.391	3575.543	4894.007	3603.119	707.604	1183.838
932.238	1324.391	3575.903	4894.280	3603.329	707.604	1183.838
932.463	1324.391	3576.117	4894.280	3603.329	707.604	1183.838
932.463	1324.631	3576.326	4894.550	3603.329	707.604	1183.838
932.463	1324.631	3576.326	4894.550	3603.329	707.604	1183.838
932.463	1324.631	3576.716	4894.550	3603.552	707.604	1183.838
932.463	1324.861	3576.716	4894.830	3603.552	707.604	1184.051
932.463	1324.861	3577.073	4894.830	3603.552	707.604	1184.051
932.463	1324.861	3577.073	4894.830	3603.787	707.604	1184.051
932.463	1324.861	3577.405	4894.830	3603.787	707.604	1184.051
932.463	1325.077	3577.405	4895.075	3603.787	707.604	1184.051
932.463	1325.077	3577.719	4895.075	3603.787	707.604	1184.051
