P1_hands_Distance


225.556
225.535
225.512
225.526
225.516
225.594
225.603
225.534
225.498
225.502
225.485
225.486
225.470
225.452
225.473
225.467
225.456
225.489
225.446
225.479
225.465
225.459
225.432
225.458
225.435
225.463
225.406
225.406
225.311
225.201
225.225
225.221
225.248
225.228
225.215
225.226
225.244
225.248
225.274
225.249
225.231
225.267
225.261
225.243
225.244
225.234
225.233
225.230
225.199
225.197
225.218
225.208
225.195
225.199
225.222
225.203
225.224
225.238
225.238
225.262
225.289
225.266
225.252
225.271
225.268
225.241
225.246
225.266
225.256
225.264
225.235
225.243
225.251
225.148
225.164
225.083
225.141
225.162
225.166
225.156
225.190
225.204
225.224
225.243
225.249
225.271
225.254
225.327
225.339
225.377
225.361
225.359
225.430
225.389
225.392
225.389
225.418
225.392
225.391
225.365
225.400
225.396
225.426
225.428
225.402
225.443
225.413
225.403
225.428
225.427
225.434
225.454
225.435
225.450
225.470
225.431
225.407
225.440
225.416
225.383
225.400
225.377
225.404
225.401
225.403
225.391
225.374
225.376
225.354
225.364
225.375
225.343
225.358
225.338
225.269
225.263
225.258
225.302
225.281
225.272
225.299
225.305
225.336
225.360
225.349
225.339
225.284
225.302
225.276
225.278
225.261
225.273
225.268
225.237
225.232
225.230
225.222
225.258
225.239
225.254
225.245
225.228
225.223
225.183
225.205
225.221
225.232
225.256
225.291
225.280
225.269
225.240
225.219
225.220
225.206
225.242
225.230
225.234
225.245
225.175
225.299
225.323
225.368
225.431
225.578
225.666
225.770
225.961
226.287
226.580
226.914
227.274
227.675
228.231
228.762
229.254
229.761
230.608
231.858
232.998
234.124
235.101
235.968
236.610
236.952
236.939
236.263
235.514
234.290
232.683
231.246
229.364
226.604
224.858
222.981
221.659
220.065
218.859
217.872
216.780
216.250
215.579
215.226
214.592
214.148
213.643
212.757
211.509
209.448
207.821
205.706
203.225
200.408
196.856
192.890
188.561
183.682
178.483
172.745
166.997
161.038
155.052
149.066
142.872
136.744
130.818
124.613
118.494
112.369
106.754
101.875
98.456
96.042
95.514
95.270
95.301
95.970
96.544
97.016
97.562
97.981
98.288
98.735
99.232
99.673
100.252
100.952
101.687
102.737
103.809
104.936
106.169
107.459
108.707
110.192
111.612
112.910
114.033
115.506
116.777
118.087
119.302
120.598
121.844
123.231
124.511
125.861
127.181
128.617
130.105
131.529
132.859
134.376
135.630
136.623
137.465
138.247
138.903
139.414
139.986
140.731
141.487
142.158
142.791
143.393
143.905
144.347
144.819
145.408
146.015
146.684
147.340
148.168
149.018
149.923
150.951
152.172
153.378
154.768
156.152
157.476
158.860
160.419
161.459
162.250
162.864
163.333
163.796
163.993
163.758
163.799
163.889
164.021
164.232
164.502
164.813
164.839
165.281
165.829
166.382
166.916
167.447
167.933
168.532
169.176
169.817
170.482
171.166
171.851
172.429
172.860
173.225
173.581
173.974
174.321
174.707
175.045
175.417
175.726
175.910
175.985
175.904
175.699
175.362
175.008
174.618
174.241
173.789
173.255
172.659
171.967
171.236
170.430
169.584
168.631
167.583
166.547
165.352
164.005
162.766
161.492
160.084
158.706
157.381
156.201
155.049
154.136
153.446
152.930
152.608
152.570
152.749
153.120
153.734
154.584
155.388
156.234
157.025
157.756
