Head_X	Head_Y	Head_Z	LHand_X	LHand_Y	LHand_Z	RHand_X	RHand_Y	RHand_Z
1918.439	2173.540	960.031	2086.625	2733.195	2289.608	2065.355	1743.902	1539.616
1919.793	2174.430	960.031	2087.224	2733.195	2290.003	2065.823	1744.106	1539.942
1921.068	2175.333	960.031	2087.823	2733.195	2290.375	2066.316	1744.106	1540.217
1922.292	2176.161	960.031	2088.367	2733.446	2290.744	2066.753	1744.339	1540.459
1923.552	2176.937	960.031	2088.823	2733.446	2291.077	2067.080	1744.339	1540.701
1924.734	2177.713	960.031	2089.224	2733.446	2291.362	2067.370	1744.339	1540.701
1925.799	2178.414	960.031	2089.587	2733.446	2291.601	2067.620	1744.553	1541.040
1926.852	2179.058	960.031	2089.951	2733.446	2291.874	2067.620	1744.553	1541.040
1927.847	2179.690	960.031	2090.363	2733.446	2292.176	2067.940	1744.553	1541.278
1928.843	2180.241	960.297	2090.712	2733.446	2292.454	2067.940	1744.755	1541.278
1929.761	2180.803	960.297	2091.023	2733.446	2292.695	2067.940	1744.755	1541.278
1930.522	2181.276	960.505	2091.287	2733.446	2292.929	2068.146	1744.755	1541.533
1931.291	2181.799	960.505	2091.568	2733.446	2293.149	2068.146	1744.755	1541.533
1931.991	2182.201	960.748	2091.810	2733.446	2293.149	2068.146	1744.755	1541.533
1932.637	2182.536	960.748	2092.036	2733.446	2293.493	2068.146	1744.996	1541.757
1933.258	2182.846	961.071	2092.036	2733.446	2293.493	2068.146	1744.996	1541.757
1933.917	2183.095	961.071	2092.375	2733.446	2293.493	2068.146	1744.996	1541.757
1934.430	2183.344	961.434	2092.375	2733.737	2293.769	2068.146	1745.204	1542.057
1934.858	2183.344	961.434	2092.713	2733.737	2293.769	2068.146	1745.204	1542.057
1935.284	2183.669	961.804	2092.713	2734.018	2293.769	2068.146	1745.204	1542.057
1935.724	2183.669	961.804	2092.996	2734.018	2293.996	2068.146	1745.435	1542.307
1936.070	2183.884	962.171	2092.996	2734.242	2293.996	2068.146	1745.435	1542.307
1936.328	2183.884	962.171	2092.996	2734.242	2293.996	2068.364	1745.435	1542.307
1936.587	2183.884	962.457	2093.260	2734.242	2293.996	2068.364	1745.435	1542.307
1936.855	2183.884	962.457	2093.260	2734.521	2293.996	2068.569	1745.435	1542.307
1937.102	2183.884	962.737	2093.260	2734.521	2293.996	2068.569	1745.646	1542.307
1937.336	2183.884	962.737	2093.260	2734.740	2293.996	2068.797	1745.646	1542.307
1937.336	2183.884	963.013	2093.467	2734.740	2293.996	2068.797	1745.646	1542.307
1937.728	2183.884	963.013	2093.467	2734.972	2293.996	2069.035	1745.646	1542.307
1937.728	2184.189	963.481	2093.467	2734.972	2293.996	2069.035	1745.646	1542.307
1937.728	2184.189	963.481	2093.727	2735.280	2293.996	2069.035	1745.646	1542.307
1937.932	2184.189	963.689	2093.727	2735.280	2293.996	2069.310	1745.646	1542.307
1937.932	2184.189	963.689	2093.727	2735.552	2293.996	2069.310	1745.646	1542.307
1937.932	2184.400	963.892	2093.942	2735.552	2293.996	2069.310	1745.646	1542.307
1938.167	2184.400	963.892	2093.942	2735.552	2293.996	2069.310	1745.646	1542.307
1938.167	2184.400	963.892	2093.942	2735.774	2293.996	2069.310	1745.646	1542.307
1938.167	2184.613	964.102	2093.942	2735.774	2293.996	2069.310	1745.646	1542.307
1938.167	2184.613	964.102	2093.942	2735.774	2293.996	2069.310	1745.646	1542.307
1938.167	2184.613	964.102	2093.942	2735.774	2293.996	2069.310	1745.646	1542.307
1938.167	2184.882	964.102	2094.221	2735.774	2294.261	2069.574	1745.874	1542.307
1938.167	2184.882	964.102	2094.221	2736.010	2294.261	2069.819	1745.874	1542.307
1938.167	2184.882	964.102	2094.540	2736.010	2294.624	2070.043	1745.874	1542.307
1938.167	2185.132	964.306	2094.540	2736.321	2294.840	2070.261	1746.175	1542.307
1938.167	2185.132	964.306	2094.865	2736.535	2295.102	2070.467	1746.175	1542.307
1938.167	2185.132	964.306	2095.083	2736.756	2295.386	2070.467	1746.502	1542.534
1938.167	2185.385	964.306	2095.083	2737.004	2295.662	2070.812	1746.502	1542.534
1938.428	2185.385	964.306	2095.399	2737.232	2295.938	2071.075	1746.889	1542.534
1938.428	2185.385	964.306	2095.399	2737.485	2296.216	2071.357	1746.889	1542.534
1938.428	2185.618	964.306	2095.399	2737.769	2296.452	2071.659	1747.266	1542.534
1938.785	2185.618	964.509	2095.399	2738.083	2296.452	2071.927	1747.266	1542.534
1938.785	2185.618	964.509	2095.399	2738.349	2296.741	2072.162	1747.486	1542.534
1939.070	2185.618	964.509	2095.399	2738.643	2296.741	2072.434	1747.486	1542.534
1939.070	2185.863	964.509	2095.650	2739.086	2296.741	2072.650	1747.486	1542.534
1939.397	2185.863	964.745	2095.650	2739.452	2296.741	2072.650	1747.693	1542.534
1939.397	2185.863	964.745	2095.895	2739.795	2296.741	2072.650	1747.693	1542.534
1939.772	2185.863	964.745	2095.895	2740.085	2296.741	2072.650	1747.693	1542.534
1939.772	2186.134	964.970	2095.895	2740.363	2296.741	2072.650	1747.693	1542.534
1940.165	2186.134	964.970	2096.150	2740.601	2296.741	2072.650	1747.693	1542.534
1940.398	2186.134	965.192	2096.150	2740.803	2296.741	2072.933	1747.693	1542.534
1940.615	2186.383	965.192	2096.150	2740.803	2296.741	2072.933	1747.693	1542.534
1940.815	2186.383	965.418	2096.150	2741.074	2296.741	2072.933	1747.693	1542.892
1941.017	2186.383	965.418	2096.368	2741.074	2296.741	2072.933	1747.911	1542.892
1941.017	2186.629	965.619	2096.368	2741.074	2296.741	2072.933	1747.911	1542.892
1941.433	2186.629	965.619	2096.368	2741.074	2296.741	2073.160	1747.911	1542.892
1941.650	2186.882	965.858	2096.368	2741.074	2296.741	2073.160	1748.154	1542.892
1941.650	2186.882	966.186	2096.368	2741.074	2296.741	2073.160	1748.154	1542.892
1941.852	2186.882	966.186	2096.637	2741.074	2296.741	2073.160	1748.371	1542.892
1942.053	2187.213	966.186	2096.637	2741.343	2296.741	2073.160	1748.371	1542.892
1942.053	2187.213	966.404	2096.637	2741.343	2296.944	2073.160	1748.371	1542.892
1942.379	2187.544	966.404	2096.637	2741.693	2296.944	2073.160	1748.588	1542.892
1942.379	2187.544	966.404	2096.637	2741.693	2296.944	2073.160	1748.588	1542.892
1942.639	2187.840	966.404	2096.637	2741.933	2296.944	2073.160	1748.588	1542.892
1942.639	2187.840	966.605	2096.637	2741.933	2296.944	2073.160	1748.588	1542.892
1942.937	2188.207	966.605	2096.637	2741.933	2296.944	2073.160	1748.789	1542.892
1942.937	2188.207	966.605	2096.637	2741.933	2296.944	2073.448	1748.789	1542.892
1943.261	2188.594	966.605	2096.637	2741.933	2296.944	2073.448	1748.789	1542.892
1943.261	2188.798	966.605	2096.917	2741.933	2297.226	2073.743	1749.017	1542.892
1943.552	2188.798	966.605	2096.917	2742.188	2297.226	2073.743	1749.017	1542.892
1943.552	2189.173	966.605	2097.256	2742.188	2297.226	2074.068	1749.017	1542.892
1943.767	2189.173	966.605	2097.256	2742.546	2297.226	2074.068	1749.017	1543.103
1943.767	2189.547	966.605	2097.256	2742.546	2297.226	2074.068	1749.230	1543.103
1943.767	2189.547	966.605	2097.517	2742.974	2297.226	2074.068	1749.230	1543.103
1944.059	2189.879	966.605	2097.517	2743.184	2297.226	2074.068	1749.230	1543.103
1944.059	2190.081	966.605	2097.517	2743.415	2297.226	2074.068	1749.230	1543.103
1944.059	2190.081	966.605	2097.517	2743.653	2297.490	2074.068	1749.230	1543.103
1944.328	2190.398	966.605	2097.517	2743.916	2297.490	2074.068	1749.230	1543.320
1944.328	2190.398	966.605	2097.517	2744.166	2297.831	2074.322	1749.462	1543.320
1944.328	2190.722	966.605	2097.517	2744.428	2297.831	2074.322	1749.462	1543.320
1944.571	2190.722	966.605	2097.517	2744.693	2298.190	2074.578	1749.462	1543.320
1944.571	2191.030	966.605	2097.772	2744.936	2298.190	2074.578	1749.462	1543.320
1944.571	2191.030	966.605	2097.772	2745.193	2298.477	2074.843	1749.462	1543.525
1944.830	2191.404	966.605	2097.978	2745.454	2298.477	2074.843	1749.462	1543.525
1944.830	2191.404	966.605	2097.978	2745.703	2298.785	2075.126	1749.462	1543.525
1945.235	2191.903	966.605	2098.181	2745.703	2298.785	2075.126	1749.462	1543.525
1945.235	2191.903	966.605	2098.181	2746.100	2299.099	2075.485	1749.462	1543.525
1945.450	2192.276	966.605	2098.415	2746.100	2299.099	2075.485	1749.462	1543.757
1945.450	2192.276	966.605	2098.415	2746.452	2299.464	2075.830	1749.462	1543.757
1945.650	2192.615	966.605	2098.668	2746.452	2299.464	2075.830	1749.462	1543.757
1945.650	2192.615	966.605	2098.668	2746.807	2299.790	2076.071	1749.462	1543.985
1945.876	2192.963	966.605	2098.871	2746.807	2299.790	2076.071	1749.680	1543.985
1945.876	2192.963	966.605	2098.871	2747.128	2300.062	2076.071	1749.680	1543.985
1946.125	2193.261	966.605	2098.871	2747.128	2300.062	2076.071	1749.680	1543.985
1946.125	2193.261	966.605	2098.871	2747.429	2300.062	2076.071	1749.680	1543.985
1946.377	2193.531	966.605	2098.871	2747.429	2300.311	2076.071	1749.680	1543.985
1946.377	2193.531	966.605	2098.871	2747.673	2300.311	2076.071	1749.680	1543.985
1946.644	2193.803	966.853	2098.871	2747.673	2300.311	2076.071	1749.900	1543.985
1946.644	2193.803	966.853	2098.871	2747.923	2300.311	2076.071	1749.900	1543.985
1946.935	2194.052	966.853	2098.871	2747.923	2300.311	2076.071	1749.900	1543.985
1946.935	2194.052	966.853	2098.871	2747.923	2300.311	2076.071	1749.900	1543.985
1947.209	2194.303	967.075	2098.871	2748.185	2300.311	2076.336	1749.900	1543.985
1947.209	2194.303	967.357	2098.871	2748.185	2300.311	2076.336	1749.900	1543.985
1947.209	2194.303	967.357	2098.871	2748.185	2300.311	2076.336	1749.900	1543.985
1947.209	2194.504	967.357	2098.871	2748.185	2300.522	2076.336	1749.900	1543.985
1947.492	2194.504	967.357	2098.871	2748.424	2300.522	2076.583	1749.900	1543.985
1947.492	2194.504	967.560	2098.871	2748.424	2300.522	2076.583	1750.112	1543.985
1947.695	2194.756	967.560	2098.871	2748.424	2300.522	2076.583	1750.112	1543.985
1947.695	2194.756	967.560	2098.871	2748.424	2300.522	2076.583	1750.112	1543.985
1947.925	2194.756	967.803	2098.871	2748.424	2300.522	2076.583	1750.112	1543.985
1947.925	2194.976	967.803	2098.871	2748.625	2300.522	2076.583	1750.112	1543.985
1948.189	2194.976	967.803	2098.871	2748.625	2300.522	2076.583	1750.112	1543.985
1948.189	2194.976	967.803	2098.871	2748.625	2300.775	2076.583	1750.332	1543.985
1948.463	2195.237	967.803	2099.107	2748.625	2300.775	2076.583	1750.332	1543.985
1948.463	2195.237	968.049	2099.107	2748.859	2300.775	2076.583	1750.332	1543.985
1948.732	2195.237	968.049	2099.107	2748.859	2300.775	2076.583	1750.332	1543.985
1948.732	2195.487	968.049	2099.107	2748.859	2300.982	2076.796	1750.332	1543.985
1948.950	2195.487	968.049	2099.330	2748.859	2300.982	2076.796	1750.332	1543.985
1948.950	2195.487	968.049	2099.330	2748.859	2300.982	2076.796	1750.332	1543.985
1948.950	2195.717	968.049	2099.330	2748.859	2300.982	2076.796	1750.332	1543.985
1949.212	2195.717	968.049	2099.330	2749.102	2300.982	2076.796	1750.332	1543.985
1949.212	2195.717	968.049	2099.330	2749.102	2300.982	2077.008	1750.332	1543.985
1949.212	2195.942	968.049	2099.554	2749.102	2300.982	2077.008	1750.332	1543.985
1949.212	2195.942	968.049	2099.554	2749.102	2301.187	2077.008	1750.332	1543.985
1949.212	2195.942	968.049	2099.554	2749.327	2301.187	2077.008	1750.332	1543.985
1949.460	2195.942	968.049	2099.554	2749.327	2301.187	2077.008	1750.332	1543.985
1949.460	2196.166	968.049	2099.554	2749.327	2301.187	2077.008	1750.332	1543.985
1949.460	2196.166	968.264	2099.554	2749.327	2301.187	2077.008	1750.332	1543.985
1949.460	2196.166	968.264	2099.554	2749.533	2301.187	2077.008	1750.332	1543.985
1949.460	2196.166	968.264	2099.554	2749.533	2301.187	2077.008	1750.332	1543.985
1949.460	2196.401	968.264	2099.554	2749.533	2301.404	2077.008	1750.332	1543.985
1949.460	2196.401	968.264	2099.554	2749.533	2301.404	2077.008	1750.332	1543.985
1949.686	2196.401	968.264	2099.554	2749.533	2301.404	2077.008	1750.332	1543.985
1949.686	2196.401	968.264	2099.774	2749.749	2301.404	2077.008	1750.332	1543.985
1949.686	2196.603	968.264	2099.774	2749.749	2301.404	2077.008	1750.332	1543.985
1949.686	2196.603	968.264	2099.774	2749.749	2301.404	2077.260	1750.332	1543.985
1949.686	2196.603	968.264	2099.774	2749.749	2301.631	2077.260	1750.332	1543.985
1949.686	2196.603	968.264	2099.774	2749.749	2301.631	2077.260	1750.332	1543.985
1949.686	2196.603	968.264	2099.774	2749.973	2301.631	2077.260	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2749.973	2301.631	2077.479	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2749.973	2301.631	2077.479	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2749.973	2301.631	2077.479	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2749.973	2301.631	2077.479	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2750.174	2301.631	2077.479	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2750.174	2301.853	2077.707	1750.332	1543.985
1949.686	2196.603	968.264	2099.975	2750.174	2301.853	2077.707	1750.332	1543.985
1949.686	2196.603	968.264	2100.190	2750.174	2301.853	2077.707	1750.332	1544.206
1949.686	2196.603	968.264	2100.190	2750.174	2301.853	2077.707	1750.332	1544.206
1949.686	2196.886	968.264	2100.190	2750.174	2301.853	2077.965	1750.555	1544.206
1949.686	2196.886	968.264	2100.190	2750.174	2301.853	2077.965	1750.555	1544.206
1949.686	2197.134	968.264	2100.190	2750.174	2302.064	2077.965	1750.555	1544.206
1949.686	2197.134	968.264	2100.190	2750.174	2302.064	2077.965	1750.555	1544.411
1949.686	2197.464	968.264	2100.450	2750.174	2302.064	2078.249	1750.555	1544.411
1949.686	2197.464	968.264	2100.450	2750.174	2302.064	2078.249	1750.555	1544.411
1949.921	2197.855	968.264	2100.450	2750.174	2302.064	2078.249	1750.555	1544.411
1949.921	2197.855	968.467	2100.658	2750.174	2302.064	2078.556	1750.789	1544.620
1949.921	2198.270	968.467	2100.658	2750.418	2302.064	2078.556	1750.789	1544.620
1950.148	2198.495	968.467	2100.658	2750.418	2302.291	2078.865	1750.789	1544.620
1950.148	2198.733	968.467	2100.946	2750.418	2302.291	2078.865	1751.013	1544.852
1950.148	2199.011	968.467	2100.946	2750.695	2302.291	2079.164	1751.013	1544.852
1950.466	2199.291	968.467	2101.187	2750.695	2302.291	2079.164	1751.013	1544.852
1950.466	2199.591	968.467	2101.187	2750.947	2302.530	2079.442	1751.013	1545.095
1950.704	2199.854	968.467	2101.482	2750.947	2302.530	2079.442	1751.273	1545.095
1950.704	2200.148	968.467	2101.482	2751.385	2302.530	2079.735	1751.273	1545.296
1950.941	2200.470	968.467	2101.803	2751.637	2302.530	2079.735	1751.273	1545.296
1950.941	2200.745	968.467	2101.803	2751.900	2302.530	2080.075	1751.534	1545.556
1950.941	2201.038	968.467	2102.095	2752.129	2302.530	2080.075	1751.534	1545.556
1951.250	2201.327	968.467	2102.095	2752.129	2302.530	2080.420	1751.861	1545.913
1951.250	2201.701	968.467	2102.438	2752.456	2302.530	2080.420	1751.861	1546.113
1951.576	2202.091	968.467	2102.438	2752.456	2302.820	2080.804	1752.264	1546.322
1951.576	2202.465	968.467	2102.858	2752.704	2302.820	2081.020	1752.496	1546.553
1951.829	2202.828	968.467	2103.079	2752.704	2303.145	2081.228	1752.496	1546.784
1951.829	2203.185	968.467	2103.288	2752.704	2303.145	2081.451	1752.800	1547.000
1951.829	2203.566	968.467	2103.496	2752.907	2303.491	2081.668	1752.800	1547.000
1952.086	2203.956	968.467	2103.496	2752.907	2303.491	2081.909	1753.025	1547.393
1952.086	2204.358	968.467	2103.893	2752.907	2303.802	2082.211	1753.025	1547.612
1952.086	2204.784	968.467	2103.893	2752.907	2303.802	2082.503	1753.243	1547.612
1952.324	2205.192	968.467	2104.279	2752.907	2304.088	2082.792	1753.243	1547.921
1952.324	2205.639	968.467	2104.499	2753.157	2304.088	2083.048	1753.243	1547.921
1952.324	2206.046	968.467	2104.745	2753.157	2304.389	2083.299	1753.451	1548.168
1952.324	2206.484	968.467	2105.006	2753.157	2304.389	2083.542	1753.451	1548.168
1952.324	2206.912	968.467	2105.270	2753.157	2304.721	2083.749	1753.451	1548.168
1952.324	2207.350	968.467	2105.557	2753.372	2304.721	2083.978	1753.451	1548.461
1952.324	2207.787	968.682	2105.826	2753.372	2305.106	2084.198	1753.713	1548.461
1952.324	2208.204	968.682	2106.081	2753.372	2305.106	2084.457	1753.713	1548.670
1952.324	2208.637	968.682	2106.346	2753.575	2305.478	2084.744	1753.713	1548.670
1952.324	2209.086	968.682	2106.602	2753.575	2305.478	2085.049	1753.961	1548.998
1952.324	2209.521	968.888	2106.883	2753.575	2305.829	2085.328	1753.961	1548.998
1952.324	2210.011	968.888	2107.193	2753.842	2305.829	2085.607	1754.186	1549.399
1952.324	2210.518	969.109	2107.526	2753.842	2306.214	2085.880	1754.186	1549.632
1952.324	2210.968	969.109	2107.901	2754.055	2306.489	2086.165	1754.400	1549.881
1952.615	2211.409	969.317	2108.257	2754.055	2306.759	2086.464	1754.400	1550.143
1952.615	2211.855	969.317	2108.585	2754.055	2306.987	2086.783	1754.670	1550.400
1952.965	2212.282	969.317	2108.914	2754.377	2307.221	2087.136	1754.670	1550.683
1953.184	2212.735	969.632	2109.239	2754.377	2307.478	2087.534	1755.017	1550.931
1953.392	2213.198	969.632	2109.632	2754.603	2307.779	2087.872	1755.017	1551.164
1953.611	2213.706	969.882	2109.994	2754.603	2308.052	2088.227	1755.354	1551.378
1953.827	2214.156	969.882	2110.372	2754.804	2308.318	2088.552	1755.354	1551.615
1954.042	2214.563	970.093	2110.774	2754.804	2308.580	2088.930	1755.354	1551.879
1954.318	2214.965	970.093	2111.162	2755.018	2308.845	2089.324	1755.674	1552.111
1954.569	2215.371	970.299	2111.521	2755.018	2309.071	2089.718	1755.674	1552.339
1954.850	2215.778	970.299	2111.916	2755.237	2309.376	2090.113	1755.964	1552.587
1955.108	2216.177	970.299	2112.376	2755.237	2309.636	2090.443	1755.964	1552.847
1955.329	2216.530	970.500	2112.847	2755.580	2309.925	2090.779	1756.213	1553.081
1955.553	2216.887	970.500	2113.289	2755.580	2310.205	2091.126	1756.213	1553.359
1955.814	2217.227	970.500	2113.710	2755.909	2310.519	2091.521	1756.507	1553.604
1956.028	2217.624	970.733	2114.172	2755.909	2310.852	2091.893	1756.507	1553.876
1956.281	2217.995	970.733	2114.594	2756.238	2311.176	2092.239	1756.797	1554.132
1956.512	2218.366	970.733	2115.060	2756.238	2311.480	2092.534	1756.797	1554.370
1956.739	2218.717	970.733	2115.479	2756.576	2311.765	2092.789	1757.181	1554.649
1956.975	2219.077	970.991	2115.929	2756.783	2312.101	2093.066	1757.181	1554.959
1957.209	2219.415	970.991	2116.409	2757.075	2312.419	2093.336	1757.542	1555.262
1957.456	2219.807	970.991	2116.873	2757.474	2312.670	2093.571	1757.542	1555.547
1957.683	2220.212	971.217	2117.318	2757.955	2312.670	2093.827	1757.896	1555.868
1957.898	2220.622	971.217	2117.716	2758.604	2312.898	2093.827	1757.896	1556.199
1958.106	2221.008	971.217	2118.148	2759.370	2312.898	2093.827	1758.438	1556.757
1958.324	2221.394	971.494	2118.601	2760.207	2312.898	2094.154	1758.438	1557.079
1958.526	2221.775	971.494	2119.019	2761.004	2312.898	2094.154	1758.862	1557.514
1958.526	2222.195	971.494	2119.552	2761.807	2313.187	2094.515	1759.187	1557.930
1958.932	2222.658	971.494	2120.098	2762.538	2313.387	2094.732	1759.579	1558.402
1958.932	2223.167	971.494	2120.569	2763.230	2313.645	2094.970	1760.043	1558.920
1959.310	2223.665	971.740	2121.192	2763.893	2314.048	2095.193	1760.440	1559.473
1959.526	2224.157	971.740	2121.794	2764.523	2314.525	2095.404	1760.820	1560.072
1959.526	2224.596	971.740	2122.355	2765.017	2315.032	2095.720	1761.232	1560.679
1959.938	2225.052	971.740	2122.943	2765.519	2315.487	2096.084	1761.664	1561.227
1959.938	2225.548	971.944	2123.516	2765.896	2316.009	2096.501	1762.078	1561.787
1960.313	2226.012	971.944	2124.121	2766.329	2316.574	2096.890	1762.336	1562.370
1960.514	2226.496	971.944	2124.770	2766.819	2317.048	2097.367	1762.622	1562.988
1960.714	2226.955	971.944	2125.430	2767.317	2317.478	2097.901	1762.974	1563.578
1960.714	2227.471	971.944	2126.095	2767.734	2317.948	2098.387	1763.321	1564.107
1961.076	2227.998	971.944	2126.817	2768.254	2318.444	2098.934	1763.581	1564.690
1961.076	2228.557	971.944	2127.529	2768.690	2318.900	2099.472	1763.915	1565.221
1961.435	2229.009	972.161	2128.341	2769.038	2319.441	2099.981	1764.252	1565.750
1961.637	2229.495	972.161	2129.225	2769.449	2320.068	2100.396	1764.579	1566.194
1961.637	2230.037	972.161	2130.078	2769.811	2320.680	2100.711	1764.923	1566.638
1961.980	2230.601	972.161	2130.994	2770.214	2321.308	2101.069	1765.316	1567.114
1961.980	2231.066	972.161	2131.954	2770.598	2322.026	2101.499	1765.694	1567.629
1962.301	2231.503	972.161	2132.889	2770.971	2322.825	2101.911	1766.039	1568.177
1962.301	2231.967	972.161	2133.906	2771.425	2323.598	2102.411	1766.390	1568.815
1962.600	2232.473	972.161	2134.895	2771.892	2324.455	2103.009	1766.761	1569.489
1962.600	2233.044	972.161	2135.904	2772.339	2325.239	2103.645	1767.157	1570.212
1962.945	2233.538	972.382	2136.836	2772.778	2326.066	2104.188	1767.452	1570.841
1963.152	2234.020	972.382	2137.779	2773.293	2326.844	2104.862	1767.901	1571.510
1963.152	2234.466	972.382	2138.602	2773.623	2327.501	2105.657	1768.315	1572.315
1963.487	2234.970	972.382	2139.550	2774.079	2328.152	2106.302	1768.700	1573.008
1963.487	2235.462	972.382	2140.491	2774.640	2328.839	2107.075	1769.017	1573.786
1963.835	2235.923	972.639	2141.497	2775.262	2329.483	2107.868	1769.391	1574.561
1963.835	2236.418	972.639	2142.610	2775.978	2330.303	2108.594	1769.720	1575.341
1964.135	2236.935	972.841	2143.777	2776.841	2331.157	2109.287	1770.059	1576.037
1964.135	2237.463	972.841	2144.967	2777.704	2332.129	2109.984	1770.336	1576.739
1964.468	2237.919	972.841	2146.171	2778.641	2333.015	2110.750	1770.681	1577.524
1964.468	2238.363	972.841	2147.437	2779.513	2334.124	2111.497	1771.013	1578.345
1964.865	2238.865	973.188	2148.663	2780.268	2335.118	2112.262	1771.341	1579.158
1965.080	2239.341	973.188	2149.942	2780.982	2336.300	2113.064	1771.731	1579.881
1965.080	2239.822	973.420	2151.207	2781.650	2337.506	2113.883	1772.120	1580.756
1965.471	2240.254	973.420	2152.469	2782.297	2338.708	2114.714	1772.509	1581.668
1965.677	2240.707	973.741	2153.733	2782.863	2340.075	2115.546	1772.975	1582.497
1965.883	2241.099	973.741	2154.838	2783.342	2341.500	2116.318	1773.359	1583.337
1966.087	2241.563	974.019	2155.978	2783.753	2343.007	2117.258	1773.756	1584.261
1966.309	2242.011	974.019	2157.179	2784.050	2344.310	2118.104	1774.137	1585.152
1966.537	2242.454	974.266	2158.323	2784.427	2345.880	2118.934	1774.581	1586.067
1966.826	2242.897	974.266	2159.447	2784.696	2347.338	2119.812	1774.984	1587.098
1967.106	2243.368	974.492	2160.749	2784.970	2348.865	2120.718	1775.428	1588.056
1967.380	2243.854	974.492	2161.945	2785.295	2350.515	2121.700	1775.801	1589.090
1967.624	2244.318	974.777	2163.312	2785.616	2352.199	2122.590	1776.269	1590.181
1967.892	2244.782	974.777	2164.680	2785.955	2354.002	2123.475	1776.820	1591.269
1968.225	2245.229	975.157	2166.073	2786.412	2355.840	2124.281	1777.418	1592.583
1968.564	2245.658	975.157	2167.540	2786.908	2357.678	2125.190	1777.918	1593.825
1968.957	2246.101	975.468	2168.949	2787.399	2359.665	2125.917	1778.341	1595.006
1969.290	2246.612	975.468	2170.390	2788.007	2361.614	2126.769	1778.831	1596.286
1969.591	2247.144	975.827	2171.824	2788.664	2363.569	2127.541	1779.363	1597.554
1969.913	2247.678	975.827	2173.338	2789.471	2365.613	2128.099	1779.890	1598.792
1970.291	2248.160	976.195	2174.767	2790.271	2367.745	2128.884	1780.489	1600.078
1970.655	2248.672	976.195	2176.230	2791.159	2369.843	2129.717	1781.074	1601.541
1971.015	2249.282	976.602	2177.639	2792.089	2371.899	2130.458	1781.713	1602.943
1971.359	2249.843	976.602	2179.104	2793.079	2374.016	2131.226	1782.336	1604.476
1971.676	2250.492	976.987	2180.546	2794.120	2376.165	2132.025	1783.083	1605.957
1972.010	2251.107	976.987	2181.967	2795.150	2378.348	2132.695	1783.813	1607.572
1972.370	2251.703	977.354	2183.414	2796.182	2380.500	2133.465	1784.524	1609.072
1972.802	2252.253	977.354	2184.800	2797.249	2382.724	2134.290	1785.246	1610.801
1973.326	2252.794	977.683	2186.198	2798.309	2384.874	2135.034	1785.971	1612.467
1973.791	2253.427	977.967	2187.510	2799.388	2387.042	2135.911	1786.738	1614.189
1974.176	2253.994	978.169	2188.758	2800.320	2389.100	2136.977	1787.510	1616.185
1974.657	2254.583	978.378	2190.003	2801.312	2391.217	2137.792	1788.267	1617.958
1975.142	2255.150	978.585	2191.226	2802.302	2393.330	2138.707	1788.975	1619.759
1975.642	2255.686	978.898	2192.462	2803.308	2395.280	2139.648	1789.657	1621.770
1976.107	2256.211	979.133	2193.563	2804.168	2397.300	2140.538	1790.256	1623.601
1976.665	2256.757	979.421	2194.732	2805.118	2399.308	2141.561	1790.950	1625.466
1977.242	2257.256	979.689	2195.834	2806.050	2401.277	2142.546	1791.515	1627.485
1977.829	2257.665	980.002	2196.928	2806.846	2403.189	2143.543	1792.109	1629.402
1978.444	2258.039	980.331	2197.959	2807.717	2405.020	2144.591	1792.798	1631.401
1979.175	2258.380	980.642	2198.980	2808.617	2406.870	2145.663	1793.322	1633.507
1979.976	2258.611	981.008	2199.964	2809.467	2408.627	2146.810	1793.811	1635.635
1980.760	2258.611	981.369	2200.950	2810.349	2410.286	2147.945	1794.317	1637.766
1981.678	2258.611	981.775	2201.792	2811.242	2411.951	2149.071	1794.764	1639.945
1982.647	2258.611	982.160	2202.606	2812.317	2413.356	2150.238	1795.195	1642.304
1983.666	2258.611	982.564	2203.393	2813.328	2414.874	2151.431	1795.544	1644.669
1984.780	2258.974	982.950	2204.157	2814.499	2416.096	2152.705	1795.879	1647.116
1985.940	2259.352	983.308	2204.806	2815.780	2417.389	2154.064	1796.133	1649.695
1987.150	2259.772	983.730	2205.374	2817.014	2418.494	2155.418	1796.133	1652.309
1988.422	2260.268	984.110	2205.932	2818.275	2419.572	2157.082	1796.427	1654.981
1989.734	2260.813	984.351	2206.300	2819.290	2420.524	2158.753	1796.427	1657.805
1991.180	2261.465	984.652	2206.779	2820.428	2421.583	2160.494	1796.427	1660.753
1992.538	2262.109	984.905	2207.145	2821.452	2422.525	2162.349	1796.427	1663.824
1993.983	2262.818	984.905	2207.450	2822.421	2423.639	2164.358	1796.427	1666.982
1995.453	2263.569	985.107	2207.450	2823.628	2424.737	2166.376	1796.759	1670.120
1996.961	2264.282	985.107	2207.950	2824.852	2426.065	2168.146	1797.022	1673.424
1998.509	2265.003	985.107	2207.950	2825.865	2427.281	2169.821	1797.278	1676.551
