Head_X	Head_Y	Head_Z	LHand_X	LHand_Y	LHand_Z	RHand_X	RHand_Y	RHand_Z
449.125	251.087	355.862	573.479	426.397	381.536	580.494	374.960	414.423
449.125	251.087	356.509	576.272	428.119	382.394	582.970	375.901	415.131
449.125	251.305	357.031	579.213	429.890	383.170	585.575	376.902	415.921
449.125	251.652	357.959	582.328	431.847	384.113	588.344	378.074	416.873
449.125	251.652	358.698	585.478	433.757	385.182	591.386	379.295	417.916
449.125	251.652	359.408	588.734	435.997	386.276	594.476	380.584	419.067
449.125	251.880	360.204	592.088	438.191	387.492	597.841	381.966	420.413
449.125	251.880	360.994	595.687	440.615	388.871	601.355	383.308	421.785
449.125	252.190	361.756	599.273	443.101	390.377	605.060	384.699	423.443
449.125	252.448	362.524	603.024	445.871	391.910	608.802	386.108	425.134
449.125	252.718	363.229	606.774	448.587	393.769	612.421	387.466	427.016
449.440	253.048	363.975	610.170	451.394	395.658	616.454	388.922	429.015
449.440	253.355	364.657	613.971	454.617	397.744	620.457	390.226	431.136
449.769	253.703	365.311	617.847	457.907	399.879	624.559	391.532	433.260
449.769	254.150	366.018	621.707	461.332	402.100	628.805	392.917	435.541
450.067	254.591	366.749	625.694	464.808	404.580	633.060	394.406	437.928
450.282	255.024	367.394	629.652	468.408	407.262	637.351	395.344	440.365
450.282	255.456	368.108	633.866	471.981	410.080	642.000	397.026	443.106
450.655	255.864	368.811	638.002	475.693	413.212	646.918	398.826	446.099
450.903	256.198	369.422	642.204	479.382	416.432	652.011	400.708	449.294
451.160	256.653	370.033	646.331	483.086	419.747	657.065	402.823	453.042
451.423	257.199	370.751	650.313	486.799	423.254	662.699	404.760	456.873
451.679	257.573	371.304	654.310	490.423	426.805	668.308	406.685	461.144
451.979	257.980	371.856	658.154	494.017	430.445	673.967	408.678	465.636
452.250	258.436	372.442	662.026	497.453	434.319	679.703	410.555	470.482
452.515	258.986	373.051	665.765	500.899	438.349	685.843	412.129	475.257
452.881	259.438	373.586	669.276	504.128	442.366	691.741	413.895	480.653
453.234	259.851	374.087	672.739	507.196	446.541	697.463	415.549	486.289
453.617	260.264	374.590	675.503	510.778	450.047	703.000	417.405	492.378
454.009	260.741	375.085	678.360	512.961	453.960	708.628	418.803	498.311
454.422	261.159	375.546	681.451	515.571	458.020	714.072	420.353	504.575
454.807	261.554	376.055	684.279	518.210	462.314	719.473	421.767	510.929
455.299	261.825	376.458	687.013	520.400	466.616	724.551	422.789	517.073
455.773	262.122	376.949	689.617	522.276	471.045	729.496	424.344	523.788
456.320	262.443	377.435	692.078	524.080	475.372	734.251	425.748	530.580
456.915	262.751	377.934	694.638	525.748	479.921	738.692	426.581	537.119
457.514	263.014	378.350	697.075	527.324	484.538	743.035	427.854	543.923
458.210	263.227	378.776	699.543	528.637	489.234	746.984	428.966	550.686
458.893	263.227	379.230	702.115	530.533	493.902	750.472	430.010	557.470
459.610	263.539	379.650	704.590	531.769	498.861	753.694	430.901	564.223
460.322	263.539	380.043	706.679	533.138	503.769	756.357	431.633	570.730
461.188	263.826	380.422	709.085	534.255	509.092	758.763	432.282	577.243
462.023	263.826	380.822	711.479	535.268	514.285	760.915	432.811	583.432
462.921	263.826	381.276	713.805	536.200	519.629	762.837	433.313	589.436
463.754	263.826	381.634	716.145	537.064	524.888	764.675	433.718	595.208
464.748	263.826	382.024	718.333	537.678	530.186	766.373	433.980	600.846
465.653	263.826	382.446	721.077	537.678	535.076	768.016	434.231	606.211
466.706	264.059	382.948	722.376	538.340	540.439	769.593	434.451	611.327
467.726	264.059	383.362	724.270	538.340	545.277	770.989	434.739	616.199
468.823	264.485	383.749	726.042	538.340	549.909	772.225	434.992	620.808
469.933	264.739	384.155	727.615	538.741	554.211	773.341	435.453	624.926
471.131	265.125	384.549	729.223	539.326	558.407	774.344	436.016	628.537
472.270	265.425	384.929	730.704	540.025	562.307	775.235	436.539	631.752
473.487	265.879	385.344	731.944	540.805	566.156	776.017	437.042	634.464
474.771	266.290	385.806	733.072	541.606	569.757	776.619	437.600	636.697
476.026	266.697	386.215	734.187	542.504	573.135	777.181	438.063	638.432
477.275	267.100	386.617	735.113	543.488	576.205	777.864	438.063	639.467
478.677	267.584	387.016	735.999	544.479	579.101	778.298	438.559	639.703
480.051	268.121	387.385	736.842	545.500	581.823	778.298	438.961	639.982
481.509	268.715	387.768	737.661	546.466	584.335	778.730	439.246	640.333
482.951	269.276	388.117	738.352	547.372	586.551	779.012	439.246	640.820
484.479	269.898	388.527	739.117	548.332	588.391	779.342	439.564	641.333
486.013	270.504	388.878	739.789	549.354	589.947	779.743	439.564	641.588
487.611	271.060	389.166	740.386	550.373	591.200	780.138	439.564	641.588
489.255	271.775	389.605	740.961	551.346	592.231	780.551	439.564	641.588
490.908	272.431	389.839	741.411	552.287	593.266	780.857	439.564	641.588
492.585	273.066	390.108	741.731	553.036	594.141	780.857	439.564	641.588
494.320	273.738	390.378	742.132	554.049	595.080	781.089	439.564	641.588
496.035	274.444	390.645	742.132	554.767	595.738	781.089	439.564	641.891
497.782	275.202	390.850	742.490	555.172	596.068	781.089	439.827	642.095
499.491	275.961	391.121	742.490	555.485	596.068	781.089	439.827	642.095
501.297	276.857	391.377	742.490	555.485	596.068	781.089	439.827	642.095
503.107	277.687	391.628	742.490	555.485	596.316	781.089	439.827	642.095
504.876	278.614	391.628	742.490	555.485	596.316	781.291	439.827	642.095
506.645	279.511	392.006	742.490	555.485	596.659	781.291	439.827	642.095
508.444	280.423	392.286	742.776	555.788	596.659	781.504	439.827	642.095
510.281	281.344	392.486	742.776	555.788	596.659	781.504	439.827	642.095
512.093	282.365	392.749	743.002	555.788	596.659	781.748	439.827	642.095
513.955	283.455	392.977	743.002	556.024	596.659	781.748	439.827	642.095
515.807	284.496	393.202	743.002	556.024	596.659	781.748	439.827	642.095
517.741	285.630	393.402	743.236	556.024	596.659	781.748	440.032	642.095
519.632	286.791	393.622	743.236	556.307	596.659	781.968	440.032	642.095
521.505	287.938	393.863	743.236	556.307	596.659	781.968	440.032	642.095
523.454	289.176	393.863	743.236	556.542	596.659	781.968	440.032	642.095
525.353	290.404	394.290	743.236	556.542	596.659	781.968	440.032	642.095
527.237	291.678	394.290	743.236	556.542	596.659	781.968	440.032	642.095
529.105	292.847	394.719	743.236	556.847	596.910	781.968	440.032	642.095
530.987	294.044	395.010	743.236	556.847	596.910	782.220	440.032	642.095
532.932	295.328	395.010	743.236	556.847	597.198	782.220	440.032	642.095
534.783	296.634	395.514	743.236	557.075	597.198	782.457	440.032	642.317
536.813	297.928	395.514	743.236	557.075	597.198	782.457	440.264	642.317
538.790	299.134	395.514	743.504	557.075	597.438	782.709	440.264	642.317
540.820	300.387	395.725	743.504	557.320	597.438	782.709	440.518	642.317
542.754	301.721	395.725	743.504	557.320	597.438	782.965	440.518	642.317
544.722	302.938	395.725	743.504	557.827	597.438	782.965	440.731	642.317
546.691	304.190	396.027	743.504	558.190	597.438	782.965	440.731	642.317
548.604	305.328	396.027	743.504	558.671	597.438	783.219	440.972	642.317
550.536	306.567	396.027	743.504	559.219	597.438	783.219	440.972	642.317
552.484	307.736	396.027	743.504	559.766	597.438	783.219	440.972	642.543
554.358	308.778	396.027	743.504	560.193	597.438	783.433	441.269	642.543
556.235	309.820	396.299	743.504	560.595	597.663	783.433	441.269	642.543
558.089	310.836	396.299	743.504	561.346	597.663	783.666	441.578	642.543
559.890	311.761	396.579	743.730	562.095	597.663	783.666	441.578	642.543
561.796	312.745	396.579	743.730	562.685	597.663	783.929	441.895	642.543
563.699	313.715	396.786	743.730	563.190	597.663	783.929	441.895	642.764
565.520	314.614	396.786	743.730	563.640	597.929	784.201	442.144	642.764
567.349	315.432	396.989	743.730	564.026	598.157	784.201	442.144	642.764
569.143	316.233	396.989	743.730	564.340	598.157	784.433	442.144	642.764
570.905	316.988	397.249	743.730	564.585	598.423	784.433	442.376	642.764
572.722	317.803	397.249	743.730	564.801	598.423	784.433	442.376	642.764
574.522	318.560	397.503	743.730	564.801	598.423	784.668	442.376	642.764
576.298	319.285	397.503	743.730	564.801	598.423	784.668	442.376	642.764
578.030	319.936	397.756	743.730	564.801	598.423	784.668	442.376	642.975
579.856	320.706	397.756	743.730	564.801	598.423	784.668	442.376	642.975
581.677	321.420	397.756	743.943	564.801	598.423	784.668	442.641	642.975
583.546	322.101	398.016	743.943	564.801	598.423	784.668	442.641	643.179
585.393	322.748	398.016	743.943	564.801	598.423	784.668	442.860	643.179
587.280	323.375	398.016	743.943	564.801	598.674	784.668	442.860	643.179
589.149	324.026	398.016	743.943	564.801	598.674	784.668	443.158	643.179
591.098	324.729	398.016	743.943	564.801	598.674	784.668	443.158	643.179
593.033	325.420	398.016	743.943	564.801	598.674	784.668	443.496	643.412
594.918	326.016	398.016	743.943	564.801	598.674	784.871	443.496	643.412
596.848	326.623	398.016	743.943	564.801	598.674	784.871	443.857	643.412
598.810	327.239	398.016	743.943	564.801	598.674	784.871	443.857	643.622
600.761	327.851	398.016	743.943	564.801	598.674	784.871	444.238	643.622
602.689	328.395	398.016	743.943	564.801	598.674	784.871	444.446	643.622
604.651	328.926	398.485	743.943	564.801	598.674	785.112	444.446	643.859
606.620	329.417	398.731	743.943	564.801	598.674	785.112	444.870	643.859
608.547	329.842	399.035	744.153	564.801	598.674	785.112	445.083	643.859
610.440	330.271	399.371	744.153	564.801	598.674	785.112	445.083	644.107
612.324	330.553	399.794	744.153	564.801	598.674	785.112	445.514	644.107
614.038	330.553	400.212	744.153	565.028	598.882	785.112	445.727	644.107
615.775	330.982	400.585	744.153	565.028	598.882	785.112	445.929	644.107
617.493	331.216	401.064	744.374	565.028	598.882	785.112	446.131	644.344
619.083	331.216	401.474	744.374	565.028	598.882	785.112	446.338	644.344
620.609	331.447	401.921	744.374	565.028	598.882	785.112	446.338	644.344
622.052	331.447	402.358	744.597	565.028	598.882	785.112	446.674	644.558
623.500	331.447	402.832	744.597	565.028	598.882	785.112	446.674	644.558
624.775	331.447	403.265	744.597	565.028	598.882	785.112	447.002	644.558
626.084	331.447	403.710	744.803	565.242	598.882	785.112	447.002	644.807
627.241	331.724	404.174	744.803	565.242	598.882	785.361	447.215	644.807
628.380	331.724	404.575	744.803	565.493	598.882	785.361	447.215	644.807
629.411	332.087	404.932	744.803	565.493	598.882	785.361	447.215	644.807
630.388	332.491	405.313	744.803	565.873	598.882	785.361	447.215	645.056
631.234	332.970	405.676	744.803	566.111	598.882	785.361	447.215	645.056
632.088	333.345	406.071	744.803	566.111	598.882	785.580	447.215	645.056
632.873	333.793	406.393	744.803	566.431	598.882	785.580	447.215	645.056
633.493	334.426	406.699	744.803	566.431	598.882	785.580	447.215	645.056
634.023	335.077	406.970	744.803	566.431	598.882	785.580	447.215	645.056
634.450	335.782	407.286	745.019	566.431	598.882	785.580	447.215	645.262
634.769	336.514	407.511	745.019	566.431	598.882	785.811	447.215	645.262
634.769	337.484	407.907	745.019	566.431	598.882	785.811	447.418	645.262
634.769	338.417	407.907	745.019	566.431	598.882	786.039	447.418	645.262
634.769	339.261	407.907	745.019	566.635	598.882	786.039	447.643	645.262
634.769	340.162	407.907	745.019	566.635	598.882	786.039	447.643	645.262
635.210	341.164	407.907	745.019	566.635	598.882	786.039	447.643	645.262
635.658	342.086	407.907	745.019	566.635	598.882	786.039	447.643	645.262
636.186	343.078	408.164	745.019	566.635	598.882	786.039	447.643	645.262
636.907	344.128	408.416	745.019	566.635	598.882	786.039	447.643	645.262
637.602	345.037	408.663	745.019	566.847	598.882	786.039	447.643	645.262
638.418	346.084	408.962	745.019	566.847	598.882	786.039	447.643	645.262
639.316	347.071	409.251	745.019	567.068	598.882	786.039	447.643	645.262
640.277	348.019	409.613	745.019	567.068	598.882	786.039	447.643	645.262
641.342	349.080	409.967	745.019	567.068	598.882	786.039	447.643	645.262
642.347	350.066	410.258	745.019	567.284	598.882	786.039	447.865	645.262
643.496	351.137	410.570	745.019	567.284	598.882	786.039	447.865	645.262
644.751	352.239	410.959	745.019	567.284	598.882	786.039	447.865	645.262
646.052	353.268	411.341	745.235	567.284	598.882	786.039	447.865	645.262
647.334	354.403	411.638	745.235	567.519	598.882	786.039	448.128	645.262
648.790	355.606	412.027	745.235	567.519	598.882	786.039	448.128	645.262
650.347	356.813	412.460	745.235	567.519	599.134	786.039	448.403	645.262
651.885	358.000	412.843	745.235	567.519	599.134	786.039	448.403	645.262
653.525	359.254	413.235	745.235	567.519	599.134	786.279	448.403	645.262
655.213	360.542	413.664	745.235	567.519	599.134	786.279	448.681	645.262
657.004	361.767	414.097	745.235	567.519	599.349	786.279	448.681	645.262
658.819	363.054	414.527	745.235	567.792	599.349	786.279	448.681	645.475
660.796	364.414	415.009	745.235	567.792	599.349	786.279	448.992	645.475
662.768	365.745	415.490	745.477	567.792	599.349	786.279	448.992	645.475
664.899	367.135	415.993	745.477	568.009	599.603	786.279	448.992	645.475
667.075	368.535	416.548	745.477	568.009	599.603	786.279	449.198	645.475
669.281	370.044	417.120	745.737	568.009	599.603	786.279	449.198	645.475
671.662	371.527	417.697	745.737	568.313	599.603	786.279	449.198	645.475
674.107	373.136	418.271	745.954	568.313	599.603	786.279	449.420	645.690
676.620	374.766	418.867	745.954	568.622	599.603	786.279	449.420	645.690
679.174	376.359	419.493	746.178	568.622	599.603	786.279	449.420	645.690
681.763	377.986	420.074	746.178	569.025	599.603	786.279	449.693	645.690
684.495	379.806	420.708	746.178	569.234	599.603	786.279	449.693	645.918
687.214	381.454	421.243	746.429	569.234	599.849	786.279	449.925	645.918
689.981	383.280	421.795	746.429	569.571	599.849	786.279	449.925	645.918
692.771	385.080	422.327	746.429	569.571	599.849	786.279	450.231	645.918
695.722	386.886	422.830	746.640	569.817	599.849	786.279	450.231	645.918
698.581	388.696	423.311	746.640	569.817	599.849	786.279	450.568	646.174
701.560	390.527	423.751	746.640	570.049	599.849	786.279	450.568	646.174
704.572	392.332	424.162	746.885	570.049	600.080	786.279	450.883	646.174
707.599	394.228	424.499	746.885	570.049	600.080	786.279	450.883	646.421
710.614	396.025	424.907	746.885	570.300	600.280	786.505	451.171	646.421
713.738	397.889	425.210	747.179	570.300	600.280	786.505	451.171	646.648
716.762	399.646	425.507	747.179	570.300	600.280	786.505	451.410	646.648
719.925	401.631	425.861	747.389	570.300	600.547	786.505	451.410	646.913
723.017	403.388	425.861	747.389	570.300	600.547	786.790	451.623	646.913
726.286	405.258	426.310	747.631	570.300	600.547	786.790	451.623	647.136
729.522	407.174	426.588	747.631	570.519	600.749	787.030	451.623	647.136
732.834	408.998	426.790	747.631	570.519	600.749	787.030	451.623	647.136
736.226	410.974	426.790	747.887	570.519	600.749	787.362	451.623	647.136
739.728	412.867	427.124	747.887	570.762	600.749	787.362	451.623	647.136
743.112	414.717	427.124	747.887	570.762	601.018	787.723	451.623	647.368
746.727	416.694	427.124	748.159	570.762	601.018	787.723	451.623	647.368
750.235	418.561	427.124	748.159	571.032	601.018	788.087	451.623	647.368
753.745	420.451	427.124	748.375	571.032	601.370	788.298	451.623	647.368
757.443	422.327	427.124	748.375	571.246	601.370	788.298	451.623	647.368
761.023	424.118	427.124	748.375	571.246	601.665	788.658	451.623	647.368
764.706	425.991	427.124	748.584	571.564	601.665	788.658	451.623	647.368
768.494	427.934	427.124	748.584	571.564	602.010	788.973	451.623	647.368
772.279	429.840	427.487	748.584	571.932	602.010	788.973	451.623	647.368
776.159	431.744	427.690	748.584	572.155	602.479	788.973	451.623	647.368
780.104	433.767	427.690	748.825	572.155	602.722	789.272	451.623	647.368
784.138	435.891	428.181	748.825	572.560	602.959	789.272	451.623	647.592
788.281	438.005	428.583	748.825	572.781	603.174	789.272	451.623	647.592
792.494	440.111	428.826	748.825	573.033	603.174	789.272	451.623	647.863
796.772	442.360	429.199	748.825	573.294	603.525	789.272	451.623	647.863
801.158	444.652	429.620	748.825	573.573	603.525	789.272	451.960	648.160
805.679	446.908	429.910	748.825	573.806	603.525	789.272	451.960	648.160
810.241	449.263	430.281	749.089	574.020	603.525	789.272	452.172	648.553
814.887	451.681	430.617	749.089	574.020	603.525	789.272	452.172	648.799
819.647	454.112	430.857	749.301	574.333	603.964	789.272	452.417	649.053
824.463	456.596	431.155	749.525	574.584	604.482	789.272	452.417	649.366
829.232	459.037	431.442	749.776	574.821	605.185	789.498	452.774	649.797
834.099	461.483	431.682	750.120	575.158	606.006	789.498	452.774	650.388
838.972	463.853	431.976	750.457	575.541	607.030	789.874	452.985	651.131
843.895	466.296	432.286	750.882	576.016	608.158	790.162	452.985	651.806
848.888	468.709	432.518	751.276	576.558	609.332	790.576	453.268	652.413
853.916	471.035	432.795	751.539	577.126	610.673	791.100	453.268	653.108
858.835	473.367	432.795	751.843	577.722	612.105	791.637	453.268	653.774
863.824	475.792	433.239	752.175	578.280	613.714	792.244	453.268	654.277
868.786	478.096	433.239	752.540	578.873	615.446	792.941	453.517	654.692
873.731	480.302	433.588	752.928	579.460	617.318	793.785	453.765	655.121
878.630	482.421	433.850	752.928	579.974	619.580	794.841	454.208	655.582
883.510	484.543	434.052	753.713	580.422	621.337	796.403	454.934	655.814
888.295	486.659	434.269	754.630	580.892	622.855	797.487	455.161	655.814
893.017	488.819	434.269	755.558	581.483	624.280	798.409	455.407	656.246
897.657	490.714	434.269	756.422	581.924	625.297	799.754	455.883	656.246
902.108	492.418	434.542	757.342	582.413	626.093	801.133	456.210	656.246
906.414	494.087	434.542	758.285	582.919	626.439	802.592	456.588	656.246
910.634	495.592	434.542	759.116	583.306	626.439	804.053	456.961	656.670
914.647	496.881	434.542	760.044	583.633	627.004	805.514	457.201	657.043
918.606	498.260	434.542	760.894	583.633	627.867	807.013	457.430	657.400
922.269	499.445	434.542	761.803	583.918	629.078	808.454	457.430	657.797
925.841	500.526	434.542	762.906	583.918	630.416	810.003	457.733	658.126
929.178	501.544	434.542	764.071	584.132	632.044	811.395	457.733	658.406
932.460	502.633	434.542	765.440	584.419	633.690	812.805	457.733	658.680
935.541	503.487	434.542	767.092	584.945	635.553	814.150	458.058	658.905
938.485	504.305	434.542	768.708	585.584	637.340	815.581	458.451	658.905
941.436	505.138	434.777	770.393	586.399	639.067	816.926	458.933	658.905
944.169	505.941	434.777	772.115	587.487	640.725	818.346	459.544	659.160
946.771	506.637	434.988	773.866	588.653	642.110	819.746	460.253	659.375
949.236	507.277	434.988	775.578	590.071	643.349	821.297	461.032	659.672
951.627	507.904	435.241	777.425	591.746	644.381	822.751	461.901	659.914
953.879	508.468	435.241	779.222	593.685	645.185	824.236	462.796	660.380
955.993	509.114	435.241	781.079	595.756	645.839	825.719	463.851	660.860
957.962	509.690	435.575	782.977	597.778	646.313	827.210	464.888	661.325
959.841	510.351	435.946	784.908	599.850	646.826	828.663	466.002	661.819
961.499	510.660	435.946	786.853	601.797	647.190	830.134	467.070	662.184
963.190	511.205	436.211	788.906	603.601	647.610	831.404	468.416	662.489
964.697	511.205	436.211	790.953	605.273	648.136	832.801	469.750	662.489
966.196	511.795	436.543	793.177	606.647	648.744	834.223	471.079	662.489
967.536	512.002	436.753	795.423	607.999	649.491	835.555	472.525	662.489
968.819	512.202	436.960	797.809	609.150	650.441	837.093	473.849	662.489
970.052	512.202	436.960	800.642	610.270	651.838	838.621	475.369	662.489
971.118	512.445	437.403	803.043	611.177	652.625	840.152	477.091	662.489
972.134	512.445	437.403	805.445	612.114	653.459	841.663	478.710	662.489
973.056	512.445	437.810	807.979	612.803	654.138	843.197	480.572	662.489
973.926	512.747	438.053	810.506	613.311	654.555	844.728	482.301	662.723
974.657	512.994	438.282	813.012	613.709	654.802	846.137	484.183	662.723
975.328	513.385	438.579	815.520	613.962	654.802	847.474	486.092	663.051
975.981	513.903	438.915	817.948	613.962	654.802	848.737	487.910	663.051
976.483	514.515	439.228	820.357	614.339	655.059	850.075	489.797	663.051
977.028	515.323	439.639	822.781	614.580	655.333	851.332	491.560	663.051
977.449	516.266	440.082	825.130	614.837	655.333	852.535	493.387	663.366
977.830	517.386	440.572	827.507	615.182	655.550	853.903	495.043	663.659
978.116	518.720	440.989	829.882	615.690	655.550	855.257	496.610	663.997
978.116	520.098	441.422	832.338	616.206	655.800	856.763	498.257	664.385
978.393	521.697	441.835	834.813	616.689	656.099	858.375	499.921	664.725
978.393	523.269	442.199	837.211	617.187	656.478	860.055	501.462	665.104
978.393	525.018	442.723	839.392	617.746	656.941	861.730	502.926	665.392
978.393	526.691	443.135	841.402	618.413	657.280	863.418	504.350	665.392
978.393	528.417	443.345	843.375	619.055	657.649	865.065	505.756	665.684
978.657	530.110	443.546	845.230	619.782	657.876	866.573	506.941	665.684
978.657	531.803	443.546	847.198	620.250	657.876	868.047	508.085	665.684
978.987	533.443	443.546	848.980	620.630	658.241	869.552	509.241	665.684
979.306	535.164	443.546	850.815	621.018	658.241	870.909	510.220	665.684
979.585	536.775	443.546	852.389	621.261	658.241	872.098	511.100	665.684
979.969	538.430	443.546	853.984	621.500	658.241	873.380	512.049	665.986
980.443	539.930	443.546	855.319	621.795	658.587	874.379	512.881	665.986
980.941	541.498	444.035	856.596	622.049	658.945	875.359	513.786	665.986
981.530	543.038	444.385	857.491	622.265	659.192	876.110	514.679	666.288
982.170	544.545	444.758	858.373	622.597	659.399	876.717	515.632	666.571
982.852	546.094	445.155	859.111	623.068	659.399	877.121	516.624	666.881
983.562	547.743	445.601	859.739	623.709	659.399	877.516	517.519	667.253
984.421	549.318	446.030	860.469	624.439	659.762	878.107	518.155	667.253
985.243	550.955	446.475	861.016	625.406	660.051	878.705	518.531	667.253
986.119	552.656	446.895	861.367	626.376	660.345	879.415	518.531	667.253
986.995	554.321	447.314	861.367	627.523	660.627	880.276	518.531	667.253
987.962	556.016	447.637	861.597	628.996	660.985	881.020	518.844	667.797
988.969	557.818	448.022	861.597	630.326	660.985	881.818	519.367	668.187
989.997	559.566	448.329	862.217	631.692	661.502	882.690	520.028	668.527
991.093	561.324	448.552	862.955	633.018	661.949	883.627	520.920	668.861
992.184	563.121	448.552	863.716	634.325	662.460	884.589	521.792	669.096
993.276	564.925	448.951	864.566	635.402	663.119	885.750	522.645	669.096
994.419	566.787	448.951	865.590	636.329	663.913	886.990	523.583	669.364
995.543	568.599	449.274	866.589	637.323	664.963	888.374	524.399	669.364
996.702	570.423	449.274	867.635	637.924	665.916	889.606	525.306	669.658
997.873	572.343	449.505	868.810	638.186	666.923	890.716	526.219	669.658
998.961	574.275	449.505	870.010	638.186	667.796	891.753	527.245	669.882
1000.040	576.187	449.505	870.822	638.186	668.311	892.553	528.326	669.882
1001.153	578.097	449.505	871.907	638.186	668.849	893.239	529.400	670.298
1002.226	580.065	449.505	872.787	638.792	669.307	893.871	530.678	670.839
1003.331	581.951	449.707	873.433	639.024	669.642	894.163	531.918	671.548
1004.392	583.953	449.707	873.949	639.024	669.642	894.430	533.219	672.423
1005.499	585.883	449.707	874.574	639.024	670.038	894.430	534.446	673.451
1006.596	587.764	449.949	875.210	639.241	670.310	894.430	535.772	674.604
1007.777	589.597	449.949	875.770	639.502	670.310	894.859	536.996	675.853
1009.004	591.481	449.949	876.295	639.706	670.676	895.430	538.128	677.119
1010.229	593.263	450.192	876.769	640.044	670.925	896.323	539.184	678.561
1011.484	594.966	450.192	876.769	640.480	670.925	897.350	540.019	679.707
1012.838	596.632	450.192	876.769	640.758	670.925	898.172	540.772	680.383
1014.292	598.328	450.192	877.028	641.069	670.925	898.493	541.246	680.383
1015.785	599.802	450.432	877.028	641.519	670.925	899.045	541.568	680.383
1017.296	601.193	450.432	877.028	641.519	670.925	899.717	542.120	680.770
1018.910	602.608	450.845	877.028	641.820	671.176	900.424	542.596	681.068
1020.573	603.920	451.093	877.028	642.036	671.176	901.175	543.070	681.068
1022.217	605.111	451.093	877.028	642.036	671.176	902.089	543.462	681.068
1023.896	606.255	451.516	877.028	642.306	671.399	902.852	543.707	681.340
1025.648	607.401	451.849	877.028	642.306	671.399	903.496	543.923	681.340
1027.470	608.474	452.175	877.028	642.306	671.399	903.932	543.923	681.340
1029.275	609.461	452.417	877.028	642.306	671.399	904.288	543.923	681.340
1031.010	610.349	452.712	877.275	642.538	671.617	904.566	544.150	681.340
1032.916	611.281	453.150	877.275	642.538	671.617	904.816	544.150	681.340
1034.771	612.142	453.573	877.275	642.538	671.617	905.059	544.150	681.340
1036.641	612.855	453.928	877.275	642.792	671.617	905.263	544.388	681.583
1038.477	613.570	454.399	877.512	642.792	671.617	905.263	544.388	681.583
1040.386	614.207	454.912	877.512	643.044	671.617	905.263	544.388	681.583
1042.276	614.679	455.438	877.512	643.044	671.617	905.263	544.388	681.583
1044.156	615.094	456.032	877.512	643.317	671.617	905.263	544.388	681.583
1046.062	615.402	456.731	877.512	643.317	671.617	905.263	544.388	681.583
1047.905	615.402	457.380	877.512	643.550	671.617	905.263	544.388	681.583
1049.692	615.625	458.174	877.512	643.550	671.617	905.263	544.388	681.583
1051.431	615.625	459.003	877.512	643.550	671.617	905.263	544.388	681.583
1053.137	615.625	459.936	877.512	643.780	671.617	905.263	544.388	681.583
1054.820	615.625	460.842	877.512	643.780	671.617	905.263	544.388	681.583
1056.406	615.902	461.808	877.715	643.780	671.617	905.263	544.388	681.583
1057.923	615.902	462.755	877.715	643.780	671.617	905.537	544.388	681.583
1059.353	615.902	463.633	877.715	643.780	671.617	905.537	544.601	681.583
1060.647	615.902	464.499	877.715	643.780	671.617	905.537	544.601	681.583
1061.865	615.902	465.196	877.715	643.988	671.617	905.537	544.601	681.583
1062.963	615.902	465.922	877.715	643.988	671.617	905.537	544.601	681.583
1063.985	615.902	466.625	877.715	643.988	671.617	905.537	544.601	681.812
1064.906	615.902	467.275	877.942	643.988	671.617	905.537	544.601	681.812
1065.706	615.902	467.829	877.942	643.988	671.617	905.537	544.601	681.812
1066.377	616.113	468.349	877.942	643.988	671.617	905.797	544.601	681.812
1066.968	616.113	468.888	877.942	644.197	671.617	905.797	544.853	681.812
1067.485	616.113	469.333	878.195	644.197	671.617	905.797	544.853	681.812
1067.918	616.348	469.754	878.195	644.197	671.617	906.072	544.853	681.812
1068.278	616.348	470.058	878.195	644.438	671.617	906.072	544.853	681.812
1068.568	616.348	470.326	878.195	644.438	671.617	906.283	544.853	681.812
1068.773	616.348	470.572	878.195	644.438	671.617	906.283	544.853	681.812
1068.773	616.606	470.572	878.416	644.682	671.617	906.599	545.130	681.812
1069.044	616.606	470.878	878.416	644.682	671.617	906.599	545.130	681.812
1069.044	616.606	470.878	878.416	644.682	671.617	906.864	545.130	681.812
1069.044	616.606	470.878	878.416	644.682	671.617	906.864	545.130	681.812
1069.044	616.606	470.878	878.416	644.682	671.617	906.864	545.130	681.812
1069.272	616.606	470.878	878.416	644.682	671.617	907.084	545.347	681.812
1069.272	616.606	470.878	878.416	644.682	671.617	907.084	545.347	681.812
1069.272	616.606	470.878	878.416	644.682	671.617	907.084	545.347	681.812
1069.272	616.606	470.878	878.416	644.682	671.617	907.084	545.347	682.016
1069.478	616.822	470.878	878.416	644.682	671.617	907.328	545.347	682.016
1069.478	616.822	471.157	878.642	644.682	671.617	907.328	545.598	682.016
1069.478	616.822	471.157	878.642	644.682	671.617	907.328	545.598	682.016
1069.478	616.822	471.157	878.642	644.682	671.617	907.587	545.598	682.016
1069.694	616.822	471.431	878.642	644.682	671.617	907.587	545.598	682.016
1069.694	616.822	471.431	878.642	644.682	671.617	907.861	545.841	682.016
1069.694	616.822	471.431	878.642	644.682	671.617	907.861	545.841	682.016
1069.694	616.822	471.688	878.642	644.682	671.617	908.208	546.064	682.016
1069.694	616.822	471.688	878.642	644.682	671.617	908.208	546.064	682.016
1069.694	616.822	471.688	878.642	644.682	671.617	908.515	546.307	682.016
1069.694	616.822	471.896	878.642	644.682	671.617	908.515	546.307	682.016
