P1_Angle_l


92.061
92.060
92.057
92.051
92.044
91.899
91.987
92.009
91.996
91.998
91.984
91.988
91.982
91.980
91.977
91.978
91.966
91.964
91.959
91.964
91.963
91.961
91.957
91.972
91.974
91.963
91.971
91.973
91.976
91.974
91.974
91.976
91.978
91.973
91.979
91.978
91.967
91.986
91.991
91.984
91.983
91.993
91.981
91.985
91.987
91.981
91.979
91.977
91.965
91.964
91.973
91.964
91.964
91.962
91.960
91.963
91.968
91.972
91.979
91.983
91.977
91.977
91.981
91.973
91.973
91.970
91.973
91.982
91.976
91.967
91.965
91.957
91.967
91.912
91.920
91.914
91.917
91.916
91.926
91.930
91.931
91.932
91.940
91.951
91.947
91.951
91.953
91.951
91.949
91.947
91.943
91.951
91.947
91.938
91.938
91.924
91.911
91.909
91.906
91.899
91.893
91.894
91.892
91.886
91.878
91.884
91.879
91.869
91.879
91.868
91.862
91.864
91.866
91.854
91.858
91.853
91.846
91.839
91.834
91.829
91.834
91.829
91.822
91.822
91.819
91.813
91.799
91.799
91.789
91.793
91.781
91.778
91.774
91.770
91.769
91.758
91.762
91.762
91.752
91.757
91.754
91.762
91.762
91.768
91.766
91.762
91.764
91.762
91.756
91.750
91.756
91.752
91.752
91.750
91.750
91.743
91.753
91.754
91.749
91.751
91.752
91.750
91.748
91.752
91.752
91.757
91.761
91.762
91.764
91.768
91.763
91.766
91.761
91.766
91.768
91.769
91.766
91.762
91.777
91.767
91.778
91.780
91.804
91.816
91.842
91.871
91.904
91.953
92.001
92.056
92.090
92.147
92.214
92.283
92.346
92.397
92.457
92.535
92.620
92.657
92.665
92.660
92.604
92.453
92.096
91.581
90.818
89.994
88.962
87.778
86.429
84.973
83.389
81.739
80.024
78.270
76.501
74.760
73.001
71.225
69.457
67.705
65.939
64.183
62.557
61.025
59.610
58.310
57.281
56.152
55.171
54.259
53.485
52.831
52.225
51.720
51.203
50.808
50.525
50.210
50.012
49.798
49.649
49.513
49.386
49.333
49.213
49.034
48.834
48.615
48.295
47.920
47.403
46.790
46.126
45.458
44.853
44.202
43.607
43.019
42.465
41.963
41.473
40.924
40.458
39.985
39.524
39.051
38.494
37.989
37.529
37.030
36.546
36.110
35.708
35.307
34.903
34.523
34.086
33.656
33.244
32.829
32.409
32.006
31.598
31.216
30.843
30.498
30.198
29.896
29.644
29.396
29.182
29.056
28.990
28.967
28.977
28.996
29.000
28.997
28.978
28.949
28.954
28.981
29.030
29.101
29.178
29.254
29.302
29.354
29.380
29.394
29.387
29.378
29.359
29.312
29.242
29.179
29.139
29.115
29.092
29.085
29.112
29.155
29.225
29.304
29.382
29.448
29.499
29.508
29.542
29.529
29.501
29.441
29.377
29.290
29.216
29.139
29.067
28.999
28.926
28.860
28.810
28.756
28.705
28.646
28.565
28.522
28.454
28.401
28.366
28.327
28.297
28.260
28.252
28.225
28.216
28.196
28.179
28.173
28.181
28.204
28.248
28.324
28.398
28.489
28.567
28.650
28.750
28.830
28.907
28.923
28.957
29.004
29.064
29.145
29.237
29.368
29.559
29.702
29.850
30.048
30.228
30.414
30.562
30.722
30.870
31.007
31.136
31.238
31.294
31.302
31.279
31.196
31.101
31.039
30.985
30.987
31.036
31.180
