P1_pos_hand_l	P1_pos_hand_r
965.295	976.642
965.201	976.575
965.089	976.525
964.983	976.429
964.875	976.324
964.757	976.183
964.649	976.058
964.485	975.879
964.329	975.739
964.175	975.526
964.035	975.349
963.906	975.181
963.750	974.974
963.567	974.772
963.366	974.619
963.174	974.470
962.946	974.349
962.777	974.242
962.609	974.103
962.442	973.984
962.278	973.875
962.086	973.800
961.898	973.735
961.686	973.683
961.461	973.598
961.190	973.483
960.941	973.451
960.664	973.360
960.461	973.250
960.246	973.075
960.022	972.816
959.805	972.692
959.584	972.576
959.369	972.369
959.077	972.251
958.864	972.124
958.655	972.017
958.455	971.909
958.268	971.825
958.129	971.747
957.990	971.698
957.852	971.646
957.699	971.600
957.531	971.543
957.359	971.466
957.215	971.373
957.065	971.295
956.910	971.196
956.767	971.093
956.599	971.005
956.461	970.905
956.320	970.822
956.164	970.702
956.017	970.597
955.842	970.474
955.669	970.375
955.479	970.266
955.287	970.161
955.083	970.058
954.850	969.954
954.625	969.847
954.416	969.756
954.243	969.670
954.061	969.574
953.906	969.484
953.755	969.351
953.647	969.240
953.522	969.133
953.408	969.050
953.279	968.964
953.152	968.877
953.024	968.792
952.871	968.729
952.713	968.649
952.571	968.564
952.464	968.469
952.325	968.397
952.218	968.322
952.129	968.242
952.031	968.173
951.930	968.126
951.828	968.072
951.757	968.028
951.661	968.047
951.582	968.006
951.500	968.019
951.418	968.014
951.351	967.991
951.267	967.958
951.206	967.909
951.160	967.845
951.083	967.786
951.020	967.665
950.992	967.555
950.953	967.433
950.912	967.303
950.871	967.202
950.856	967.077
950.892	966.975
950.988	966.926
951.184	966.938
951.483	967.000
951.807	967.107
952.203	967.243
952.751	967.433
953.335	967.554
954.110	967.835
954.891	968.115
955.615	968.378
956.406	968.688
957.159	969.017
957.832	969.374
958.508	969.330
959.252	969.392
959.976	969.367
961.063	968.913
961.851	969.065
962.603	969.200
963.116	969.319
963.671	969.693
964.190	970.283
964.650	970.809
965.291	971.367
965.776	972.170
965.923	972.578
966.306	973.410
966.686	974.044
966.993	974.658
967.361	975.059
967.804	975.555
967.876	975.881
968.317	976.178
968.755	976.616
969.206	976.933
969.662	977.130
970.195	977.419
970.736	977.760
971.271	978.081
971.795	978.285
972.348	978.563
972.773	978.698
973.187	978.868
973.510	978.814
973.781	978.976
973.995	979.069
974.170	979.125
974.275	979.149
974.285	979.110
974.264	979.056
974.201	978.962
974.079	978.832
973.945	978.715
973.769	978.574
973.635	978.466
973.479	978.283
973.368	978.075
973.244	977.898
973.112	977.668
972.962	977.509
972.790	977.398
972.605	977.272
972.416	977.200
972.260	977.104
972.108	977.034
971.966	976.917
971.905	976.834
971.856	976.745
971.796	976.655
971.729	976.569
971.664	976.533
971.566	976.460
971.518	976.404
971.503	976.345
971.517	976.321
971.558	976.282
971.591	976.281
971.605	976.292
971.609	976.284
971.566	976.296
971.507	976.286
971.442	976.277
971.378	976.267
971.314	976.238
971.260	976.251
971.214	976.286
971.137	976.317
971.091	976.363
971.042	976.373
971.055	976.411
971.148	976.405
971.334	976.421
971.525	976.402
971.810	976.397
972.156	976.374
972.409	976.639
972.511	976.595
972.507	976.494
972.461	976.365
972.327	976.320
972.219	976.106
972.023	975.870
971.949	975.655
972.157	975.434
971.862	975.144
971.611	974.961
971.149	974.747
970.647	974.566
970.130	974.344
969.524	974.110
968.924	973.798
968.300	973.378
968.015	972.697
967.360	972.199
966.719	971.425
966.098	970.805
965.360	970.217
964.786	969.656
964.064	969.032
963.425	968.370
962.746	967.712
961.960	967.050
961.215	966.166
960.399	965.643
959.717	964.765
958.967	963.935
958.169	963.072
957.265	962.223
957.227	961.369
956.408	960.281
955.675	959.512
954.788	958.615
953.963	957.729
953.337	957.017
952.663	957.036
952.176	956.523
951.813	955.720
951.432	955.326
951.247	954.987
951.003	954.674
950.761	954.331
950.621	954.012
950.565	953.637
950.502	953.102
950.542	952.549
950.605	952.098
950.772	951.734
950.930	951.420
951.064	951.103
951.177	950.780
951.247	950.465
951.280	950.187
951.189	949.872
950.997	949.543
950.759	949.243
950.470	949.074
950.033	948.900
949.654	948.814
949.360	948.784
948.991	948.799
948.849	948.892
948.742	949.035
948.567	949.174
948.470	949.324
948.363	949.489
948.264	949.593
948.173	949.663
948.084	949.693
948.001	949.700
947.924	949.668
947.872	949.597
947.823	949.551
947.793	949.505
947.785	949.467
947.859	949.452
947.861	949.449
947.926	949.438
947.974	949.353
948.019	949.289
948.010	949.231
947.984	949.218
947.879	949.148
947.793	949.098
947.735	949.128
947.661	949.196
947.639	949.362
947.648	949.677
947.719	950.086
947.988	950.508
948.389	951.146
948.919	951.823
949.543	952.498
950.487	953.353
951.429	954.256
952.529	955.585
953.844	956.671
955.096	956.995
956.286	958.458
957.394	959.350
958.583	960.944
959.828	961.887
960.913	962.794
961.975	963.852
963.103	964.853
963.752	965.807
964.717	966.771
965.710	967.674
966.551	968.561
967.287	969.436
968.072	970.449
968.788	971.126
969.539	971.776
970.134	972.392
970.688	972.916
971.238	973.283
971.660	973.743
971.554	974.123
971.813	974.511
972.000	974.793
972.068	975.018
972.099	975.252
972.096	975.420
972.088	975.536
972.027	975.596
971.961	975.623
971.816	975.635
971.629	975.636
971.737	975.592
971.447	975.562
971.119	975.547
970.705	975.394
970.279	975.219
969.855	975.276
969.406	974.829
968.869	974.475
968.478	974.111
967.958	973.662
967.387	973.179
966.789	972.690
966.267	972.246
965.666	971.724
965.061	971.114
964.350	970.539
963.854	970.044
963.260	969.575
962.705	968.977
962.085	968.285
961.506	967.400
960.864	966.414
960.050	965.341
959.112	964.307
958.095	963.216
957.178	962.182
956.145	961.146
955.238	959.980
954.386	958.658
953.674	957.722
953.298	956.966
952.887	956.540
952.172	956.381
951.357	955.983
950.780	956.086
950.100	954.981
949.912	953.732
949.473	952.437
948.815	950.949
948.214	949.112
947.698	947.503
947.098	945.547
946.517	943.683
945.862	942.457
945.216	941.653
944.860	941.208
944.662	941.056
944.706	941.092
944.911	941.236
945.212	941.430
945.556	941.663
945.885	941.649
946.654	942.231
946.824	942.521
946.957	942.798
947.024	942.983
947.045	943.161
946.998	943.333
946.933	943.511
946.771	943.676
946.577	943.851
946.332	943.745
945.987	943.866
945.637	944.288
945.232	944.378
944.833	944.433
944.404	944.477
944.098	944.492
943.802	944.530
942.986	944.274
942.678	944.286
942.443	944.270
942.273	944.268
942.172	944.233
942.158	944.222
942.208	944.257
942.294	944.262
942.398	944.262
942.530	944.281
942.666	944.286
942.805	944.289
943.004	944.298
943.185	944.352
943.330	944.406
943.460	944.434
943.587	944.451
943.718	944.450
943.916	944.447
944.095	944.408
944.293	944.358
944.390	944.293
944.561	944.274
944.644	944.261
944.651	944.198
944.572	944.076
944.491	943.940
944.384	943.803
944.244	943.622
944.083	943.466
943.910	943.326
943.760	943.210
943.657	943.086
943.603	942.947
943.553	942.841
943.544	942.781
943.547	942.723
943.576	942.656
943.649	942.525
943.764	942.381
943.960	942.246
944.170	942.158
944.424	942.112
944.662	942.035
944.959	941.940
945.232	941.769
945.491	941.642
945.705	941.507
945.971	941.520
946.241	941.426
946.471	941.356
946.805	941.286
947.080	941.151
947.350	940.983
947.697	940.799
948.100	940.611
948.612	940.479
949.106	940.340
949.538	940.241
949.992	940.194
950.475	940.199
951.002	940.256
951.511	940.419
951.942	940.580
952.472	940.777
953.163	941.009
953.945	941.261
954.668	941.621
955.461	942.005
956.229	942.447
957.002	942.916
957.714	943.435
958.456	943.851
959.243	944.333
959.979	944.772
960.766	945.248
961.581	945.693
962.303	946.092
963.078	946.622
963.811	947.106
964.488	947.538
965.166	948.038
965.809	948.588
966.419	949.146
967.053	949.710
967.690	950.450
968.214	950.963
968.881	951.397
969.462	951.858
970.015	952.332
970.511	952.827
970.989	953.268
971.503	953.665
971.968	953.983
972.330	954.296
972.715	954.608
973.080	954.867
973.441	955.095
973.773	955.325
974.059	955.499
974.300	955.648
974.575	955.771
974.877	955.877
975.158	955.972
975.399	956.039
975.628	956.128
975.844	956.205
976.021	956.288
976.186	956.355
976.274	956.454
976.362	956.549
976.427	956.659
976.495	956.745
976.540	956.832
976.606	956.916
976.649	956.979
976.686	957.024
976.709	957.029
976.695	957.060
976.700	957.078
976.675	957.097
976.655	957.108
976.642	957.081
976.624	957.058
976.614	957.009
976.574	956.988
976.562	956.938
976.527	956.932
976.509	956.926
976.458	956.919
976.403	956.930
976.321	956.886
976.256	956.902
976.136	956.895
975.964	956.897
975.746	956.889
975.510	956.792
975.223	956.729
974.914	956.667
974.609	956.604
974.307	956.577
974.000	956.501
973.732	956.457
973.511	956.431
973.378	956.447
973.292	956.476
973.180	956.501
973.091	956.509
973.056	956.504
973.047	956.534
973.059	956.616
973.077	956.734
973.106	956.714
973.135	956.690
973.183	956.924
973.222	957.005
973.240	957.086
973.232	957.111
973.215	957.110
973.189	957.052
973.231	956.968
973.259	956.917
973.318	956.892
973.390	956.878
973.441	956.845
973.467	956.821
973.466	956.790
973.472	956.771
973.528	956.753
973.558	956.733
973.640	956.709
973.684	956.697
973.721	956.676
973.739	956.657
973.701	956.642
973.629	956.614
973.502	956.562
973.355	956.520
973.197	956.479
973.016	956.444
972.799	956.404
972.589	956.364
972.382	956.319
972.221	956.295
972.040	956.259
971.842	956.235
971.675	956.203
971.504	956.162
971.317	956.121
971.133	956.055
970.914	955.989
970.718	955.904
970.549	955.837
970.404	955.779
970.242	955.743
970.111	955.723
970.029	955.692
969.946	955.708
969.882	955.700
969.807	955.718
969.769	955.699
969.753	955.736
969.734	955.728
969.707	955.769
969.680	955.780
969.673	955.823
969.651	955.827
969.642	955.858
969.623	955.875
969.614	955.903
969.591	955.873
969.570	955.886
969.511	955.867
969.445	955.835
969.355	955.785
969.276	955.762
969.215	955.723
969.155	955.696
969.127	955.674
969.091	955.691
969.066	955.705
969.034	955.725
968.979	955.749
968.959	955.780
968.907	955.830
968.886	955.854
968.839	955.865
968.786	955.853
968.741	955.870
968.696	955.858
968.685	955.880
968.656	955.888
968.635	955.904
968.606	955.876
968.542	955.870
968.504	955.871
968.447	955.848
968.413	955.813
968.375	955.818
968.338	955.792
968.302	955.762
968.284	955.749
968.258	955.732
968.233	955.720
968.190	955.699
968.165	955.695
968.122	955.671
968.092	955.656
968.035	955.626
967.995	955.594
967.982	955.545
967.947	955.503
967.904	955.473
967.880	955.431
967.861	955.395
967.835	955.343
967.820	955.296
967.781	955.232
967.757	955.169
967.718	955.090
967.686	955.013
967.630	954.920
967.574	954.842
967.527	954.782
967.513	954.690
967.543	954.590
967.578	954.469
967.623	954.340
967.627	954.194
967.612	953.990
967.535	953.794
967.414	953.589
967.274	953.362
967.109	953.136
966.936	952.927
966.779	952.737
966.622	952.549
966.480	952.340
966.331	952.183
966.205	952.053
966.072	951.923
965.916	951.824
965.773	951.748
965.599	951.658
965.409	951.556
965.230	951.471
965.054	951.366
964.875	951.234
964.720	951.061
964.547	950.873
964.388	950.681
964.188	950.458
963.926	950.221
963.671	949.971
963.456	949.726
963.238	949.457
962.998	949.225
962.712	949.005
962.453	948.805
962.202	948.583
961.955	948.336
961.706	948.121
961.497	947.911
961.209	947.680
960.973	947.435
960.708	947.216
960.452	946.954
960.163	946.726
959.856	946.472
959.555	946.232
959.279	946.007
959.018	945.739
958.713	945.442
958.436	945.150
958.238	944.876
958.151	944.567
958.153	944.244
958.196	943.681
958.293	943.366
958.312	942.939
958.272	942.530
958.169	942.066
958.004	941.557
957.695	941.013
957.309	940.423
956.877	939.830
956.499	939.300
956.038	938.760
955.544	938.199
955.148	937.607
954.798	937.045
954.399	936.543
953.989	935.992
953.608	935.492
953.136	934.993
952.588	934.572
952.050	934.147
951.504	933.692
950.869	933.203
950.152	932.680
949.475	932.073
948.718	931.437
948.032	930.755
947.302	930.162
946.631	929.537
946.053	928.787
945.504	928.138
944.933	927.414
944.418	926.695
943.747	925.967
943.067	925.322
942.274	924.673
941.580	923.945
940.662	923.182
939.841	922.428
938.833	921.767
937.798	920.958
936.766	920.114
935.561	919.353
934.282	918.578
932.914	917.734
931.737	916.915
930.306	916.074
928.971	915.121
927.581	914.245
926.073	913.300
924.544	912.293
922.903	911.291
921.250	910.058
919.609	908.907
917.822	907.800
916.096	906.608
914.374	905.422
912.597	904.247
910.731	903.048
908.919	901.678
907.155	900.362
905.350	898.919
903.524	897.534
901.667	896.005
899.847	894.602
897.963	892.977
896.155	891.408
894.330	889.802
892.588	887.943
890.801	886.282
889.020	884.605
887.407	882.723
885.689	881.015
884.011	879.291
882.365	877.410
880.751	875.635
879.228	873.787
877.694	871.835
876.240	869.871
874.892	867.906
873.527	865.892
872.450	863.709
871.250	861.522
870.370	859.265
869.432	856.891
868.663	854.482
867.926	852.057
867.243	849.492
866.497	846.809
865.830	844.024
864.979	841.178
864.181	838.363
863.180	835.350
862.225	832.504
861.236	829.601
860.262	826.769
859.298	823.737
858.253	820.689
857.240	817.442
856.181	814.057
855.020	810.590
853.957	807.020
852.723	803.350
851.489	799.873
850.049	796.464
848.539	793.125
846.696	790.119
845.145	787.639
843.630	786.054
842.006	785.531
840.349	786.004
838.575	786.560
836.283	787.255
834.136	787.802
832.080	788.258
829.908	788.538
827.874	788.618
825.978	788.495
824.254	788.182
822.667	787.735
821.468	787.196
820.640	786.640
819.934	786.246
819.465	786.003
819.104	785.873
819.000	785.916
819.026	786.041
819.140	786.150
819.312	786.200
819.449	786.194
819.566	786.101
819.625	785.911
819.655	785.688
819.689	785.511
819.735	785.771
819.739	785.747
819.767	785.912
819.796	785.953
819.825	785.963
819.858	785.955
819.896	785.908
819.907	785.881
819.943	785.877
819.870	785.830
819.886	785.835
819.908	785.787
819.928	785.773
820.010	785.778
820.020	785.793
820.038	785.780
819.986	785.822
819.995	785.834
820.002	785.851
820.013	785.881
820.014	785.896
820.026	785.897
820.030	785.909
820.005	785.889
819.971	785.901
819.911	785.933
819.863	785.950
819.791	785.940
819.716	785.890
819.641	785.882
819.553	785.847
819.419	785.855
819.279	785.860
819.133	785.829
818.985	785.815
818.847	785.789
818.692	785.762
818.455	785.653
818.258	785.595
818.071	785.523
817.803	785.477
817.560	785.442
817.272	785.418
817.021	785.349
816.766	785.322
816.402	785.323
816.156	785.324
815.842	785.323
815.538	785.343
815.338	785.350
815.104	785.370
814.875	785.382
814.642	785.414
814.433	785.460
814.185	785.484
813.966	785.494
813.740	785.494
813.511	785.530
813.346	785.576
813.190	785.630
813.044	785.697
812.928	785.778
812.801	785.846
812.622	785.910
812.487	786.009
812.331	786.095
812.216	786.151
812.103	786.261
811.914	786.368
811.783	786.498
811.672	786.626
811.545	786.752
811.409	786.878
811.262	787.002
811.189	787.170
811.099	787.305
811.015	787.442
810.928	787.567
810.848	787.668
810.771	787.784
810.647	787.873
810.549	788.007
810.423	788.125
810.259	788.322
810.072	788.420
809.893	788.542
809.687	788.656
809.524	788.764
809.343	788.867
809.111	788.945
808.909	789.060
808.736	789.144
808.551	789.251
808.352	789.325
808.151	789.397
807.999	789.463
807.866	789.511
807.760	789.572
807.608	789.610
807.515	789.661
807.423	789.704
807.317	789.734
807.194	789.760
807.009	789.773
806.742	789.802
806.454	789.799
806.247	789.786
805.914	789.784
805.604	789.750
805.359	789.717
804.925	789.660
804.458	789.607
804.054	789.577
803.726	789.546
803.198	789.522
802.912	789.507
802.576	789.486
802.241	789.446
802.034	789.393
801.648	789.323
801.573	789.253
801.400	789.191
801.032	789.121
800.644	789.064
800.216	788.972
799.718	788.894
799.417	788.789
799.082	788.668
798.815	788.580
798.528	788.457
798.242	788.351
797.992	788.276
797.694	788.216
797.441	788.165
797.239	788.118
796.977	788.093
796.761	788.064
796.505	788.023
796.218	787.973
795.860	787.933
795.458	787.903
794.970	787.922
794.423	787.989
793.874	788.077
793.378	788.181
792.971	788.262
792.639	788.312
792.376	788.345
792.139	788.347
791.969	788.350
791.746	788.311
791.550	788.235
791.381	788.160
791.247	788.115
791.086	788.057
790.959	788.105
790.854	788.065
790.760	788.015
790.687	787.921
790.595	787.817
790.542	787.780
790.470	787.686
790.402	787.555
790.346	787.432
790.239	787.316
790.184	787.200
790.159	787.074
790.145	786.926
790.125	786.840
790.102	786.730
790.086	786.617
790.042	786.541
789.966	786.474
789.878	786.453
789.779	786.416
789.701	786.402
789.615	786.320
789.530	786.253
789.454	786.189
789.359	786.093
789.274	785.970
789.185	785.910
789.108	785.882
789.028	785.826
788.887	785.785
788.814	785.729
788.734	785.649
788.691	785.568
788.621	785.546
788.557	785.509
788.467	785.422
788.364	785.381
788.254	785.324
788.187	785.294
788.119	785.164
788.034	785.036
787.924	784.960
787.882	784.869
787.771	784.777
787.630	784.681
787.492	784.664
787.424	784.605
787.340	784.572
787.252	784.603
787.195	784.566
787.101	784.569
787.057	784.524
787.016	784.447
787.027	784.390
787.126	784.391
787.350	784.451
787.547	784.459
787.517	784.517
787.463	784.539
787.462	784.589
787.383	784.580
787.371	784.579
787.382	784.609
787.362	784.695
787.345	784.712
787.317	784.760
787.325	784.822
787.299	784.901
787.279	785.001
787.257	785.098
787.234	785.257
787.221	785.417
787.190	785.599
787.174	785.762
787.201	785.885
787.209	785.990
787.244	786.083
787.290	786.168
787.320	786.210
787.351	786.258
787.398	786.311
787.436	786.372
787.537	786.481
787.576	786.554
787.637	786.657
787.697	786.775
787.758	786.933
787.823	787.046
787.870	787.140
787.939	787.260
788.025	787.360
788.107	787.429
788.203	787.468
788.292	787.484
788.418	787.492
788.555	787.508
788.722	787.517
788.907	787.550
789.091	787.598
789.276	787.676
789.416	787.771
789.515	787.840
789.569	787.919
789.170	788.020
789.282	788.114
789.385	788.234
789.517	788.413
789.675	788.613
789.909	788.861
790.258	789.167
790.697	789.517
791.219	789.977
791.906	790.504
792.704	791.064
793.492	791.656
794.416	792.331
795.231	793.036
796.219	793.636
797.128	794.223
798.211	794.725
799.379	795.287
800.649	795.653
802.197	796.127
804.270	796.544
805.571	796.903
806.941	797.271
808.454	797.681
809.855	798.131
811.295	798.559
812.497	798.927
813.742	799.372
814.735	799.814
815.410	800.287
816.051	800.588
816.485	800.952
816.800	801.466
817.107	802.100
817.388	802.644
817.440	803.190
817.737	803.708
817.914	804.060
818.237	804.390
818.668	804.588
819.206	804.686
819.761	804.428
820.222	804.292
820.649	804.041
821.146	803.888
821.561	803.436
821.791	802.997
822.213	802.523
822.597	802.025
822.802	802.063
823.050	801.843
823.243	801.665
823.441	801.521
823.672	801.432
823.774	801.358
823.820	801.257
823.829	800.732
823.732	800.692
823.632	800.874
823.545	801.119
823.451	801.248
823.141	801.279
822.965	801.321
822.538	801.160
822.066	801.314
821.460	801.411
820.852	801.540
819.976	801.672
819.279	801.723
818.491	801.847
817.871	801.768
817.299	802.052
816.870	802.123
816.530	802.270
816.375	802.413
816.248	802.582
816.202	802.750
816.223	802.917
816.317	803.038
816.490	803.119
816.793	803.196
817.162	803.135
817.431	803.056
817.775	802.862
818.213	802.756
818.696	802.452
818.994	802.445
819.453	802.112
819.578	801.792
819.672	801.549
819.796	801.243
819.640	801.166
819.455	801.119
819.284	801.060
819.068	801.362
818.882	801.113
818.694	801.153
818.482	801.241
818.177	801.353
817.862	801.501
817.460	801.676
816.994	801.875
816.550	802.147
816.086	802.351
815.646	802.386
815.147	802.533
814.894	802.719
814.679	802.778
814.683	802.877
814.526	802.947
814.286	802.924
814.028	802.801
813.834	802.663
813.673	802.537
813.566	802.429
813.521	802.280
813.495	802.151
813.494	802.034
813.464	801.945
813.379	801.904
813.263	801.812
813.154	801.765
813.000	801.727
812.897	801.751
812.781	801.628
812.658	801.420
812.221	801.137
811.868	800.704
811.352	800.345
810.667	800.002
809.917	799.634
809.219	799.225
808.728	798.890
808.371	798.547
808.066	798.413
807.673	797.990
807.227	797.448
806.697	796.886
805.701	796.010
804.753	794.982
803.658	793.999
802.529	793.137
801.398	792.373
800.448	791.693
799.615	791.284
799.209	790.955
799.204	790.734
799.338	790.937
799.723	791.212
799.976	791.418
800.175	791.572
800.197	791.646
800.125	791.645
800.062	791.570
800.022	791.510
800.043	791.522
800.059	791.582
800.022	791.591
799.994	791.559
799.959	791.502
799.914	791.468
799.901	791.449
799.901	791.436
799.916	791.421
799.939	791.402
799.941	791.392
799.930	791.357
799.942	791.354
799.944	791.314
799.937	791.303
799.930	791.280
799.921	791.278
799.926	791.256
799.884	791.259
799.895	791.245
799.911	791.231
799.940	791.224
799.906	791.228
799.899	791.226
799.912	791.221
799.912	791.216
799.898	791.207
799.898	791.197
799.863	791.195
799.876	791.176
799.893	791.186
799.873	791.211
799.879	791.196
799.882	791.200
799.857	791.196
799.872	791.183
799.845	791.198
799.871	791.194
799.871	791.202
799.862	791.198
799.853	791.200
799.866	791.183
799.881	791.187
799.870	791.190
799.887	791.195
799.919	791.215
799.912	791.219
799.921	791.209
799.888	791.213
799.916	791.219
799.923	791.221
799.922	791.232
799.935	791.224
799.934	791.225
799.927	791.219
799.926	791.228
799.895	791.202
799.927	791.212
799.931	791.212
799.896	791.219
799.935	791.215
799.935	791.215
799.919	791.216
799.902	791.218
799.943	791.210
799.945	791.197
799.941	791.208
799.947	791.202
799.956	791.199
799.977	791.203
799.979	791.202
799.971	791.214
799.977	791.206
799.967	791.200
800.010	791.200
799.965	791.196
799.988	791.198
799.965	791.187
799.963	791.189
799.952	791.186
799.941	791.175
799.949	791.161
799.935	791.161
799.948	791.178
799.960	791.173
799.940	791.154
799.947	791.153
799.953	791.155
799.944	791.145
799.949	791.148
799.946	791.159
799.968	791.166
799.949	791.160
799.994	791.171
799.951	791.167
799.958	791.159
799.961	791.156
799.949	791.167
799.949	791.144
799.933	791.128
799.939	791.137
799.951	791.129
799.983	791.112
799.970	791.135
799.952	791.133
799.956	791.113
799.946	791.115
799.951	791.126
799.956	791.121
799.944	791.129
799.981	791.113
799.981	791.100
799.975	791.098
799.946	791.102
799.981	791.107
799.957	791.107
799.953	791.111
800.000	791.102
799.992	791.096
799.950	791.095
799.944	791.083
799.945	791.081
799.936	791.078
799.945	791.080
799.948	791.069
799.976	791.069
799.944	791.064
799.937	791.047
799.946	791.054
799.966	791.050
799.980	791.046
799.945	791.068
799.954	791.066
799.979	791.062
799.988	791.066
800.000	791.068
799.980	791.080
800.007	791.066
800.027	791.050
800.022	791.055
800.013	791.051
800.023	791.058
800.023	791.054
800.013	791.062
800.024	791.048
800.014	791.053
800.008	791.059
800.008	791.062
800.017	791.053
800.026	791.065
800.023	791.044
800.022	791.063
800.020	791.069
800.026	791.064
800.021	791.064
800.026	791.060
800.024	791.060
800.027	791.058
800.023	791.050
800.027	791.059
800.022	791.073
800.035	791.075
800.032	791.079
800.031	791.073
800.021	791.068
800.046	791.065
800.035	791.065
800.025	791.067
800.025	791.065
800.028	791.075
800.038	791.064
800.038	791.064
800.038	791.070
800.053	791.063
800.043	791.072
800.046	791.065
800.042	791.060
800.053	791.063
800.057	791.059
800.055	791.059
800.043	791.049
800.048	791.058
800.054	791.057
800.056	791.052
800.010	791.058
800.055	791.054
800.069	791.055
800.017	791.046
800.022	791.044
800.044	791.057
800.056	791.046
800.043	791.054
800.069	791.068
800.073	791.057
800.069	791.069
800.065	791.067
800.079	791.057
800.056	791.053
800.065	791.046
800.031	791.043
800.051	791.043
800.074	791.052
800.033	791.059
800.042	791.048
800.071	791.042
800.077	791.045
800.091	791.051
800.094	791.074
800.095	791.075
800.094	791.074
800.094	791.059
800.079	791.047
800.089	791.050
800.094	791.058
800.103	791.046
800.062	791.055
800.115	791.070
800.120	791.048
800.127	791.069
800.136	791.030
800.129	791.027
800.117	791.048
800.153	791.034
800.171	791.045
800.191	791.031
800.232	791.035
800.229	791.015
800.261	791.029
800.274	791.004
800.343	790.998
800.368	790.994
800.415	791.010
800.436	791.003
800.444	791.043
800.514	791.065
800.587	791.018
800.684	790.996
800.831	791.013
801.052	791.068
801.366	791.196
801.774	791.346
802.154	791.545
802.585	791.737
803.088	791.999
803.747	792.293
804.432	792.760
805.366	793.494
806.344	794.346
807.394	795.542
808.736	796.829
810.071	798.183
811.584	799.671
813.301	801.146
815.205	801.667
817.235	802.334
819.088	803.804
819.860	804.995
820.537	806.332
820.894	808.220
821.397	810.486
822.116	812.883
823.232	815.149
824.967	817.087
827.418	818.729
830.324	820.154
833.691	821.325
837.108	822.182
840.075	822.666
843.004	822.688
845.479	822.424
847.514	821.669
849.146	820.776
850.329	819.365
850.924	817.605
851.222	815.843
850.774	813.824
849.823	811.584
848.169	809.174
846.364	806.702
844.224	804.518
841.846	802.725
839.716	801.261
837.940	800.354
836.796	800.098
836.191	800.256
836.032	800.887
836.354	801.851
837.261	803.204
838.516	804.933
840.399	806.759
842.661	808.864
845.303	811.146
848.243	813.523
851.330	815.919
854.516	818.359
857.747	820.837
860.886	823.252
864.030	825.640
866.851	827.621
869.385	830.042
871.550	831.897
873.407	833.311
874.889	834.591
876.059	835.538
876.967	836.208
877.775	836.449
878.465	836.487
878.989	836.334
879.314	836.128
879.659	835.953
879.946	835.876
880.178	835.866
880.264	836.002
880.457	836.189
880.754	836.458
881.043	836.665
881.132	836.830
881.404	837.050
881.382	837.270
881.708	837.583
881.698	837.865
881.334	838.184
881.717	838.450
880.836	838.899
879.187	839.056
876.985	838.556
874.455	837.781
871.677	836.594
868.463	834.982
865.327	833.195
862.008	831.271
858.549	829.391
854.908	827.540
851.295	825.783
847.678	823.990
844.136	822.165
841.279	820.376
838.374	818.491
835.497	816.694
832.907	815.036
830.498	813.567
828.020	812.211
825.458	811.188
822.371	810.144
819.781	809.248
817.184	808.416
814.499	807.456
811.742	806.475
808.910	805.387
806.256	804.217
804.160	803.087
803.356	801.862
803.561	800.513
804.308	799.077
804.865	797.494
805.211	795.769
805.167	794.723
804.892	794.879
804.549	795.487
804.287	796.160
804.165	796.549
804.122	796.632
804.152	796.434
804.211	796.092
804.238	795.764
804.239	795.588
804.228	795.529
804.242	795.576
804.289	795.635
804.319	795.705
804.344	795.696
804.357	795.676
804.343	795.617
804.331	795.573
804.331	795.568
804.326	795.566
804.348	795.552
804.380	795.534
804.413	795.516
804.462	795.491
804.457	795.486
804.493	795.474
804.478	795.463
804.495	795.468
804.508	795.464
804.513	795.444
804.517	795.426
804.523	795.423
804.547	795.430
804.546	795.424
804.558	795.438
804.563	795.414
804.564	795.417
804.558	795.417
804.567	795.421
804.556	795.404
804.552	795.400
804.544	795.400
804.553	795.396
804.528	795.403
804.545	795.414
804.541	795.407
804.540	795.409
804.535	795.437
804.535	795.445
804.583	795.449
804.578	795.455
804.600	795.451
804.591	795.435
804.602	795.468
804.593	795.458
804.581	795.437
804.609	795.443
804.605	795.437
804.596	795.438
804.608	795.473
804.605	795.467
804.604	795.456
804.624	795.488
804.616	795.506
804.654	795.459
804.640	795.480
804.646	795.466
804.643	795.473
804.684	795.491
804.686	795.474
804.702	795.507
804.703	795.503
804.707	795.521
804.722	795.535
804.737	795.533
804.778	795.566
804.760	795.573
804.776	795.576
804.777	795.590
804.791	795.574
804.780	795.573
804.797	795.578
804.806	795.592
804.801	795.592
804.809	795.601
804.806	795.586
804.807	795.586
804.797	795.582
804.792	795.583
804.792	795.570
804.784	795.571
804.786	795.579
804.785	795.577
804.807	795.593
804.788	795.600
804.788	795.629
804.786	795.624
804.782	795.613
804.777	795.613
804.762	795.618
804.761	795.621
804.761	795.629
804.770	795.635
804.760	795.623
804.755	795.625
804.728	795.647
804.733	795.625
804.748	795.637
804.735	795.663
804.742	795.688
804.728	795.691
804.724	795.720
804.716	795.707
804.717	795.728
804.704	795.743
804.699	795.758
804.704	795.765
804.711	795.767
804.702	795.777
804.694	795.779
804.710	795.785
804.705	795.781
804.703	795.766
804.712	795.771
804.713	795.788
804.721	795.785
804.727	795.781
804.744	795.771
804.730	795.786
804.765	795.782
804.761	795.764
804.768	795.757
804.777	795.774
