P1_pos_hand_l	P1_pos_hand_r
844.285	783.897
838.482	783.841
832.906	783.757
827.505	783.671
822.471	783.572
817.706	783.475
813.437	783.424
809.359	783.335
805.789	783.290
802.527	783.234
799.556	783.132
796.982	783.001
795.286	782.823
794.738	782.653
795.227	782.501
795.984	782.355
796.632	782.215
796.987	782.255
797.120	782.459
797.033	782.568
796.804	782.584
796.447	782.592
796.175	782.586
795.954	782.580
795.743	782.587
795.599	782.624
795.502	782.648
795.464	782.696
795.473	782.686
795.524	782.720
795.572	782.731
795.581	782.741
795.612	782.740
795.635	782.733
795.660	782.751
795.687	782.759
795.715	782.766
795.740	782.789
795.756	782.778
795.764	782.765
795.771	782.762
795.761	782.754
795.744	782.768
795.738	782.776
795.717	782.747
795.720	782.775
795.696	782.759
795.707	782.768
795.713	782.781
795.702	782.781
795.681	782.776
795.687	782.767
795.689	782.712
795.684	782.683
795.678	782.682
795.670	782.641
795.677	782.610
795.669	782.585
795.673	782.525
795.663	782.488
795.675	782.469
795.661	782.424
795.633	782.390
795.617	782.334
795.601	782.282
795.592	782.245
795.578	782.200
795.553	782.160
795.545	782.114
795.529	782.048
795.492	781.968
795.464	781.921
795.444	781.899
795.437	781.883
795.414	781.860
795.364	781.834
795.327	781.834
795.307	781.832
795.291	781.866
795.215	781.877
795.194	781.885
795.162	781.889
795.107	781.919
795.114	781.949
795.073	781.958
795.076	781.953
795.073	781.926
795.102	781.944
795.115	781.942
795.107	781.948
795.119	781.924
795.136	781.920
795.121	781.888
795.148	781.905
795.148	781.923
795.136	781.916
795.137	781.931
795.125	781.934
795.144	781.948
795.148	781.950
795.152	781.982
795.163	781.983
795.175	781.988
795.180	782.008
795.203	782.043
795.195	782.030
795.196	782.054
795.210	782.058
795.218	782.049
795.256	782.067
795.270	782.087
795.330	782.103
795.344	782.100
795.348	782.111
795.363	782.124
795.350	782.124
795.366	782.117
795.362	782.092
795.357	782.092
795.342	782.082
795.342	782.083
795.342	782.079
795.334	782.064
795.302	782.064
795.320	782.084
795.328	782.097
795.349	782.101
795.404	782.125
795.480	782.137
795.619	782.161
795.807	782.169
796.089	782.155
796.434	782.165
796.917	782.154
797.567	782.152
798.232	782.152
799.107	782.135
799.934	782.112
800.699	782.056
801.416	782.074
802.022	782.051
802.528	782.045
802.874	782.039
803.082	782.031
803.179	782.026
803.027	781.998
802.659	781.996
802.114	782.000
801.229	782.011
800.119	781.995
798.732	782.026
797.225	782.013
795.860	782.011
795.345	782.036
795.406	782.054
795.645	782.099
795.893	782.121
796.073	782.153
796.075	782.171
795.998	782.209
795.909	782.234
795.918	782.239
795.968	782.250
796.092	782.241
796.215	782.237
796.313	782.230
796.404	782.240
796.470	782.194
796.501	782.178
796.525	782.155
796.515	782.119
796.525	782.099
796.535	782.098
796.514	782.077
796.522	782.072
796.544	782.040
796.542	782.065
796.555	782.063
796.566	782.039
796.631	782.032
796.674	782.046
796.752	782.029
796.853	782.055
797.081	782.089
797.328	782.111
797.575	782.147
797.791	782.170
797.991	782.194
798.219	782.217
798.409	782.254
798.615	782.283
798.815	782.303
798.980	782.298
799.117	782.322
799.170	782.320
799.241	782.341
799.299	782.354
799.344	782.359
799.444	782.386
799.568	782.408
799.764	782.468
799.990	782.552
800.303	782.708
800.580	782.913
800.939	783.284
801.218	783.736
801.600	784.347
802.215	785.051
802.855	785.879
803.604	786.998
804.577	788.345
805.593	790.059
806.731	791.969
808.156	793.996
809.657	796.318
811.239	798.784
813.029	801.298
815.038	803.793
817.341	806.437
819.906	809.253
822.801	812.270
825.829	815.722
828.825	819.388
832.375	823.377
836.293	827.652
840.372	832.037
844.957	836.763
849.169	841.743
854.330	846.860
859.711	851.980
865.492	857.210
872.559	862.291
878.623	867.254
884.921	872.113
891.602	876.603
898.338	880.904
905.093	884.737
912.055	888.065
918.547	890.706
925.425	893.068
932.490	894.768
939.155	896.210
945.688	897.126
951.830	897.554
957.338	897.558
962.582	897.205
967.667	896.481
972.539	895.261
977.192	893.939
981.317	891.782
985.180	889.267
988.925	886.612
992.740	883.297
996.052	879.692
999.037	875.670
1001.623	871.521
1003.925	867.162
1005.931	862.609
1007.630	857.960
1008.881	853.195
1009.988	848.491
1010.872	844.008
1011.789	839.226
1012.555	834.563
1013.205	829.954
1013.883	825.388
1014.396	820.786
1014.855	816.251
1015.336	811.612
1015.734	806.988
1015.944	802.390
1016.124	798.000
1016.055	793.868
1015.509	790.606
1014.975	788.558
1014.558	787.854
1014.107	788.041
1013.652	788.683
1013.318	789.373
1013.047	789.878
1012.901	790.151
1012.742	790.132
1012.600	789.859
1012.407	789.386
1012.025	788.742
1011.464	788.103
1010.799	787.561
1009.901	787.121
1009.083	786.885
1008.415	786.906
1007.784	787.011
1007.329	787.061
1006.598	787.039
1006.151	786.969
1005.883	786.889
1005.667	786.777
1005.554	786.718
1005.469	786.679
1005.283	786.657
1005.084	786.645
1005.110	786.608
1005.196	786.571
1005.339	786.551
1005.486	786.543
1005.620	786.511
1005.758	786.442
1005.968	786.433
1006.126	786.412
1006.087	786.383
1005.895	786.361
1005.588	786.362
1005.027	786.361
1004.373	786.352
1003.633	786.343
1002.786	786.333
1001.997	786.315
1001.421	786.315
1000.819	786.315
1000.288	786.316
999.754	786.310
999.131	786.315
998.683	786.323
998.254	786.315
997.850	786.288
997.326	786.263
996.890	786.243
996.571	786.235
996.314	786.212
995.929	786.201
995.665	786.194
995.377	786.197
995.160	786.177
995.018	786.159
994.783	786.141
994.707	786.137
994.647	786.144
994.570	786.130
994.477	786.121
994.417	786.128
994.356	786.142
994.243	786.142
994.087	786.142
993.898	786.158
993.679	786.158
993.443	786.175
993.242	786.161
993.018	786.177
992.818	786.179
992.657	786.202
992.472	786.210
992.337	786.224
992.319	786.234
992.491	786.253
992.465	786.246
992.458	786.254
992.400	786.264
992.270	786.257
992.176	786.256
992.084	786.261
991.971	786.263
991.779	786.254
991.626	786.250
991.539	786.265
991.466	786.239
991.436	786.233
991.592	786.230
991.731	786.232
991.873	786.221
991.996	786.232
992.139	786.231
992.229	786.217
992.328	786.207
992.426	786.203
992.496	786.206
992.564	786.209
992.645	786.225
992.720	786.201
992.765	786.205
992.810	786.188
992.870	786.179
992.931	786.186
992.986	786.197
992.996	786.209
992.966	786.195
992.926	786.204
992.793	786.204
992.616	786.195
992.389	786.202
992.083	786.202
991.802	786.189
991.626	786.177
991.343	786.175
991.010	786.182
990.742	786.157
990.523	786.153
990.354	786.161
990.207	786.149
990.127	786.148
990.039	786.156
989.936	786.166
989.779	786.160
989.611	786.181
989.483	786.177
989.308	786.180
989.158	786.175
989.016	786.177
988.899	786.200
989.030	786.191
988.934	786.184
988.849	786.182
988.781	786.181
988.729	786.185
988.626	786.178
988.498	786.178
988.325	786.153
988.150	786.159
987.988	786.160
987.797	786.163
987.682	786.152
987.557	786.179
987.466	786.181
987.410	786.187
987.356	786.200
987.352	786.201
987.350	786.198
987.350	786.174
987.348	786.207
987.347	786.195
987.331	786.192
987.327	786.192
987.345	786.199
987.339	786.184
987.345	786.188
987.254	786.194
986.916	786.198
986.689	786.185
986.858	786.185
987.582	786.200
988.643	786.190
990.133	786.191
991.415	786.185
992.747	786.197
994.128	786.205
995.332	786.216
996.560	786.224
997.754	786.223
998.871	786.234
1000.085	786.229
1001.160	786.219
1002.339	786.234
1003.706	786.231
1004.926	786.245
1006.240	786.233
1007.706	786.231
1009.264	786.242
1010.529	786.239
1011.734	786.225
1012.924	786.250
1013.851	786.259
1014.752	786.275
1015.541	786.299
1016.255	786.302
1016.864	786.272
1017.285	786.268
1017.753	786.285
1018.174	786.265
1018.609	786.265
1019.020	786.270
1019.456	786.267
1019.902	786.258
1020.274	786.251
1020.575	786.259
1020.848	786.256
1021.073	786.265
1021.258	786.278
1021.447	786.294
1021.668	786.273
1021.863	786.303
1022.064	786.295
1022.244	786.324
1022.392	786.343
1022.527	786.352
1022.652	786.355
1022.761	786.366
1022.875	786.356
1023.058	786.355
1023.152	786.370
1023.229	786.370
1023.260	786.360
1023.291	786.357
1023.299	786.358
1023.261	786.356
1023.206	786.330
1023.095	786.335
1023.012	786.317
1022.927	786.307
1022.818	786.298
1022.775	786.344
1022.776	786.351
1022.808	786.357
1022.835	786.347
1022.868	786.360
1022.834	786.377
1022.793	786.379
1022.663	786.393
1022.582	786.404
1022.495	786.411
1022.400	786.391
1022.346	786.409
1022.345	786.402
1022.322	786.401
1022.204	786.395
1022.088	786.372
1021.989	786.338
1021.896	786.356
1021.738	786.351
1021.536	786.338
1021.472	786.321
1021.473	786.304
1021.425	786.292
1021.429	786.287
1021.509	786.292
1021.470	786.296
1021.396	786.295
1021.413	786.311
1021.469	786.296
1021.547	786.311
1021.548	786.296
1021.510	786.349
1021.472	786.329
1021.295	786.341
1021.177	786.337
1021.053	786.327
1020.904	786.317
1020.780	786.274
1020.631	786.284
1020.524	786.264
1020.455	786.257
1020.414	786.269
1020.363	786.253
1020.316	786.243
1020.258	786.255
1020.218	786.251
1020.165	786.242
1020.131	786.250
1020.117	786.224
1020.117	786.241
1020.132	786.241
1020.141	786.229
1020.181	786.237
1020.164	786.242
1020.177	786.241
1020.185	786.235
1020.207	786.244
1020.243	786.247
1020.273	786.264
1020.353	786.265
1020.445	786.250
1020.483	786.235
1020.481	786.244
1020.503	786.228
1020.524	786.204
1020.535	786.204
1020.584	786.199
1020.611	786.201
1020.648	786.212
1020.682	786.207
1020.699	786.217
1020.695	786.206
1020.699	786.216
1020.709	786.224
1020.717	786.219
1020.727	786.220
1020.757	786.212
1020.742	786.214
1020.729	786.224
1020.719	786.244
1020.649	786.234
1020.609	786.236
1020.547	786.240
1020.528	786.225
1020.408	786.233
1020.409	786.235
1020.340	786.234
1020.303	786.227
1020.265	786.243
1020.238	786.238
1020.215	786.222
1020.213	786.237
1020.206	786.241
1020.207	786.218
1020.175	786.231
1020.169	786.226
1020.135	786.215
1020.120	786.211
1020.083	786.217
1020.043	786.219
1020.019	786.223
1019.932	786.228
1019.851	786.202
1019.738	786.217
1019.589	786.194
1019.483	786.214
1019.385	786.200
1019.260	786.225
1019.135	786.208
1018.976	786.199
1018.791	786.208
1018.601	786.191
1018.409	786.215
1018.239	786.234
1018.036	786.216
1017.811	786.204
1017.468	786.221
1017.150	786.215
1016.740	786.208
1016.242	786.206
1015.751	786.191
1015.185	786.200
1014.752	786.197
1014.371	786.186
1014.180	786.212
1013.852	786.194
1013.595	786.206
1013.357	786.191
1013.094	786.185
1012.811	786.208
1012.569	786.190
1012.355	786.206
1012.166	786.213
1011.882	786.219
1011.678	786.220
1011.655	786.226
1011.453	786.218
1011.344	786.223
1011.428	786.216
1011.538	786.223
1011.754	786.236
1012.215	786.218
1012.677	786.212
1013.068	786.218
1013.638	786.214
1014.186	786.193
1014.499	786.202
1014.417	786.154
1014.317	786.061
1013.827	785.998
1013.385	785.963
1012.665	785.952
1011.813	785.927
1010.401	785.906
1008.892	785.877
1007.114	785.872
1005.573	785.876
1003.846	785.847
1001.971	785.846
999.982	785.856
997.904	785.878
996.068	785.867
994.007	785.846
992.345	785.819
990.690	785.780
989.205	785.759
987.846	785.824
986.425	785.762
985.238	785.526
984.020	785.559
983.110	785.541
982.105	785.499
981.198	785.497
980.429	785.506
979.637	785.518
978.860	785.505
978.178	785.510
977.637	785.526
977.092	785.511
976.554	785.510
975.768	785.528
975.310	785.541
974.885	785.515
974.843	785.520
974.610	785.532
974.364	785.539
974.119	785.534
973.961	785.539
973.894	785.523
973.775	785.533
973.689	785.533
973.570	785.550
973.475	785.535
973.401	785.555
973.347	785.542
973.315	785.521
973.370	785.528
973.450	785.543
973.537	785.531
973.701	785.537
973.541	785.530
973.733	785.539
973.959	785.558
974.143	785.543
974.352	785.533
974.541	785.550
974.766	785.550
974.952	785.561
975.069	785.588
975.189	785.550
975.303	785.588
975.373	785.586
975.454	785.575
975.530	785.578
975.585	785.586
975.644	785.592
975.687	785.584
975.740	785.588
975.789	785.599
975.796	785.581
975.800	785.571
975.804	785.585
975.769	785.588
975.761	785.586
975.698	785.580
975.631	785.588
975.558	785.581
975.503	785.559
975.442	785.577
975.392	785.568
975.341	785.565
975.328	785.601
975.292	785.594
975.235	785.599
975.144	785.593
975.068	785.577
974.954	785.587
974.907	785.581
974.854	785.583
974.871	785.589
974.880	785.572
974.875	785.568
974.900	785.561
974.882	785.564
974.852	785.552
974.855	785.544
974.812	785.593
974.758	785.613
974.752	785.596
974.735	785.573
974.723	785.565
974.705	785.570
974.705	785.572
974.699	785.558
974.731	785.610
974.757	785.616
974.742	785.620
974.732	785.564
974.710	785.598
974.659	785.590
974.640	785.587
974.616	785.608
974.585	785.638
974.554	785.681
974.504	785.684
974.487	785.716
974.383	785.736
974.268	785.767
974.120	785.778
973.909	785.831
973.716	785.871
973.498	785.934
973.299	786.032
973.112	786.146
972.840	786.304
972.602	786.500
972.364	786.702
972.152	786.971
971.841	787.358
971.464	787.811
971.074	788.280
970.646	789.071
970.190	789.950
969.646	791.263
969.160	792.725
968.518	794.359
967.699	796.364
966.729	798.363
965.614	800.275
964.193	802.189
962.661	804.584
960.972	806.760
959.233	809.101
957.354	811.761
955.249	814.715
953.025	817.550
950.747	820.545
948.396	823.587
945.862	826.725
943.350	829.977
940.712	833.216
937.876	836.618
935.059	840.097
932.208	843.577
929.222	847.215
926.479	850.774
923.686	854.450
921.252	858.131
918.988	861.802
916.926	865.495
915.011	869.131
913.272	872.668
911.854	876.169
910.628	879.518
909.653	882.825
909.052	886.066
908.652	889.274
908.575	892.361
908.676	895.448
908.861	898.516
909.221	901.385
909.842	903.993
910.645	906.641
910.821	909.127
911.867	911.438
913.068	913.855
914.320	915.844
915.741	917.785
918.106	919.621
919.915	921.169
921.835	922.893
923.861	923.949
925.856	925.336
927.993	926.485
930.058	926.995
932.199	927.826
933.999	928.466
935.736	928.898
937.647	929.170
939.219	929.290
940.414	929.114
941.324	928.918
941.872	928.719
942.038	928.543
941.729	928.366
940.959	928.330
939.689	928.151
937.981	927.977
936.201	928.018
934.300	927.917
932.409	928.333
930.026	928.222
927.710	927.938
925.594	927.829
923.650	927.827
921.819	927.209
919.942	926.784
918.759	926.355
917.051	925.886
915.233	925.298
913.679	924.654
912.202	923.948
910.959	923.248
909.895	922.416
909.117	921.692
908.365	920.934
907.809	920.124
907.525	919.305
907.452	918.331
907.602	917.527
908.152	916.722
908.568	916.066
909.074	915.487
909.530	914.985
910.117	914.387
910.691	913.946
911.407	913.675
912.249	913.312
913.243	913.009
914.368	912.834
915.489	912.654
916.649	912.576
917.759	912.638
918.910	912.677
920.099	912.697
921.195	912.728
922.349	912.754
923.415	912.725
924.620	912.851
925.800	912.827
927.022	912.862
928.399	912.929
929.474	912.999
930.674	913.054
931.979	913.128
933.204	913.172
934.259	913.194
935.388	913.231
936.278	913.280
937.220	913.304
937.927	913.264
938.601	913.138
939.207	913.030
939.758	912.848
940.313	912.603
940.900	912.206
941.697	911.791
942.442	911.306
943.268	910.739
944.175	909.985
945.069	909.213
946.009	908.346
947.006	907.352
947.892	906.290
948.770	905.100
949.601	903.776
950.095	902.362
950.398	900.870
949.584	899.326
949.556	897.721
949.164	896.115
948.853	894.573
948.596	893.156
948.312	891.682
947.963	890.430
947.427	889.230
946.865	888.165
946.219	887.360
945.325	886.638
944.281	886.224
943.167	886.032
942.068	886.028
940.701	886.125
939.834	886.342
938.901	886.605
938.096	886.851
937.574	887.166
936.939	887.502
936.363	887.752
936.202	887.925
936.243	888.000
936.310	888.050
936.515	888.023
936.871	887.949
937.230	887.802
937.546	887.574
937.858	887.271
938.210	886.955
938.523	886.600
938.817	886.224
939.133	885.842
939.454	885.400
939.890	885.007
940.211	884.565
940.464	884.132
940.655	883.733
940.832	883.375
940.943	883.042
941.026	882.659
941.072	882.320
941.099	882.047
941.165	881.801
941.226	881.590
941.279	881.412
941.310	881.248
941.346	881.148
941.356	881.047
941.379	880.970
941.385	880.920
941.420	880.909
941.521	880.906
941.668	880.949
941.866	881.014
942.039	881.104
942.319	881.161
942.493	881.251
942.611	881.325
942.678	881.386
942.692	881.474
942.689	881.553
942.667	881.602
942.685	881.673
942.711	881.713
942.776	881.747
942.851	881.760
942.959	881.795
943.015	881.809
943.026	881.847
943.016	881.885
942.973	881.926
942.949	881.968
942.912	882.018
942.882	882.066
942.859	882.105
942.864	882.187
942.834	882.254
942.801	882.341
942.753	882.430
942.716	882.555
942.678	882.732
942.695	882.887
942.684	883.047
942.673	883.220
942.685	883.374
942.661	883.519
942.632	883.694
942.616	883.876
942.556	884.027
942.519	884.188
942.460	884.331
942.437	884.508
942.403	884.689
942.379	884.854
942.394	885.023
942.391	885.142
942.403	885.233
942.431	885.291
942.426	885.304
942.349	885.302
942.257	885.245
942.094	885.096
941.805	884.948
941.435	884.716
941.073	884.434
940.733	884.033
940.313	883.655
939.820	883.223
939.248	882.793
938.732	882.358
937.737	882.100
937.061	881.945
935.911	881.949
934.883	882.130
933.886	882.587
933.375	883.462
932.359	884.585
931.574	886.262
930.912	888.343
930.555	890.854
929.931	893.820
929.254	897.122
928.541	900.726
928.011	904.485
927.587	908.400
927.442	912.267
927.695	916.180
928.346	920.041
929.288	923.732
930.591	927.190
932.643	930.678
935.072	934.048
938.136	937.177
941.519	940.188
945.111	942.917
948.883	945.437
952.880	947.731
956.776	949.665
960.747	951.384
964.042	953.326
967.590	954.567
970.947	955.719
974.255	956.543
977.425	957.191
980.195	957.531
982.821	957.673
985.157	957.546
987.305	957.276
989.241	956.785
990.863	956.347
992.327	955.843
993.216	955.364
993.848	954.943
994.022	954.461
993.848	954.066
993.484	953.919
992.889	953.802
992.012	953.899
991.203	954.182
990.478	954.574
989.741	955.127
989.073	955.721
988.513	956.270
988.070	956.928
987.584	957.235
987.131	958.022
986.512	958.419
986.381	958.674
986.138	958.659
985.508	958.584
984.874	957.731
984.231	957.438
983.376	956.678
982.773	955.604
982.011	955.131
981.265	953.783
980.315	952.964
979.182	951.824
977.851	951.147
976.304	950.113
974.584	949.622
972.824	948.841
971.151	948.158
969.438	947.711
967.711	947.085
965.961	946.225
964.120	945.588
962.236	944.885
960.564	944.470
958.963	943.880
957.484	943.558
956.953	943.255
955.889	942.769
954.327	942.667
952.933	942.789
951.597	942.779
950.217	942.768
948.919	942.709
947.766	942.737
946.721	942.617
945.883	942.566
945.554	942.310
945.292	942.064
945.261	941.904
945.361	941.809
945.569	941.870
945.814	941.932
946.070	942.029
946.307	942.099
946.478	942.185
946.526	942.308
946.525	942.407
946.524	942.577
946.537	942.800
946.586	943.024
946.704	943.291
946.881	943.593
947.139	943.960
947.461	944.355
947.766	944.801
948.017	945.217
948.281	945.628
948.554	945.971
948.756	946.325
948.879	946.661
948.945	946.992
948.970	947.362
948.959	947.688
948.917	947.976
948.821	948.220
948.743	948.525
948.663	948.920
948.665	949.340
948.731	949.699
948.805	949.975
948.912	950.191
949.129	950.371
949.368	950.571
949.643	950.804
949.933	951.179
950.254	951.347
950.576	951.247
950.844	951.554
951.103	951.586
951.294	951.541
951.466	951.476
951.528	951.088
951.593	951.038
951.623	951.183
951.650	951.110
951.652	951.013
951.650	951.041
951.627	950.923
951.586	950.778
951.517	950.603
951.444	950.267
951.363	950.086
951.281	949.656
951.185	949.421
951.110	949.170
950.984	948.875
950.915	948.566
950.873	948.276
950.785	947.939
950.769	947.520
950.583	947.097
949.579	946.859
949.485	946.302
949.478	945.474
949.513	945.054
949.674	944.680
949.829	944.414
949.991	944.045
950.188	943.912
950.480	943.878
950.821	943.778
951.142	943.650
951.477	943.569
951.812	943.447
952.105	943.335
952.383	943.209
952.683	943.120
952.850	943.021
952.960	942.990
953.105	942.952
953.228	942.911
953.449	942.862
953.688	942.712
954.047	942.569
954.427	942.449
954.844	942.354
955.206	942.308
955.549	942.252
955.895	942.169
956.290	942.085
956.733	942.052
957.170	941.948
957.502	941.819
958.413	941.643
958.623	941.536
958.853	941.414
959.069	941.394
958.619	941.393
958.955	941.475
959.146	941.573
959.282	941.684
959.463	941.779
959.641	941.850
959.761	941.902
959.873	941.947
959.917	941.933
959.946	941.897
959.949	941.873
960.018	941.892
960.111	942.006
960.266	942.148
960.466	942.366
960.688	942.608
960.946	942.784
961.219	942.941
961.503	943.234
961.795	943.316
962.064	943.153
962.348	943.212
962.659	943.546
963.091	943.645
964.114	943.823
964.156	944.074
964.593	944.259
965.085	944.417
966.385	944.616
966.987	944.863
967.490	945.075
967.969	945.361
968.472	945.575
968.891	945.771
969.285	945.988
969.682	946.268
970.101	946.687
970.621	947.144
971.142	947.544
971.479	947.958
971.663	948.321
971.803	948.576
971.910	948.853
971.961	949.078
971.948	949.275
971.393	949.421
971.453	949.736
971.577	949.927
971.709	950.389
971.810	950.840
971.860	951.574
971.853	952.203
971.869	952.712
971.884	953.330
971.884	953.980
971.942	954.580
972.061	955.109
972.192	955.591
972.394	955.985
972.552	956.289
972.753	956.666
972.955	957.105
973.208	957.513
973.406	958.025
973.604	958.579
973.793	959.225
973.945	959.899
974.063	960.456
974.267	960.988
974.458	961.429
974.624	961.816
974.790	962.211
975.024	962.623
975.296	963.064
975.585	963.608
975.946	964.189
976.363	964.751
976.913	965.293
977.382	965.861
977.781	966.356
978.244	966.706
978.822	967.006
979.321	967.258
979.782	967.836
980.311	968.247
980.975	968.658
981.561	969.178
982.260	969.696
982.901	970.188
983.581	970.742
984.227	971.411
984.815	972.084
985.423	972.744
985.956	973.443
986.397	974.208
986.875	974.761
987.298	975.511
988.151	976.267
988.424	976.974
988.677	977.630
988.896	978.383
989.063	979.100
989.173	979.807
989.227	980.618
989.215	981.392
989.143	982.180
989.030	982.966
988.891	983.699
988.749	984.369
988.562	984.987
988.354	985.386
988.085	985.729
987.759	985.924
987.400	985.945
987.029	985.833
986.762	985.592
986.552	985.289
986.363	984.913
986.281	984.642
986.195	984.390
986.052	984.189
985.935	984.078
985.807	984.018
985.706	983.976
985.614	983.976
985.517	984.015
985.433	983.848
985.356	984.256
985.265	984.369
985.184	984.255
985.052	984.393
984.842	984.447
984.664	984.490
984.531	984.531
984.396	984.567
984.279	984.575
984.168	984.582
984.037	984.590
983.943	984.550
983.804	984.587
983.701	984.789
983.596	984.915
982.931	984.941
982.818	985.150
982.696	985.054
982.650	984.934
982.678	984.797
982.755	984.638
982.861	984.437
982.985	984.238
983.139	984.067
983.344	983.923
984.203	983.779
984.501	983.680
984.767	983.610
985.166	983.596
985.537	983.600
985.933	983.631
986.217	983.683
986.460	983.721
986.645	983.785
986.739	983.829
986.820	983.887
986.865	983.975
986.942	984.039
987.028	984.110
987.123	984.217
987.189	984.287
987.231	984.361
987.242	984.425
987.173	984.459
987.032	984.469
986.870	984.453
986.703	984.432
986.555	984.404
986.475	984.388
986.496	984.347
986.545	984.308
986.598	984.281
986.661	984.252
986.685	984.224
986.692	984.157
986.663	984.086
986.632	984.006
986.573	983.865
986.533	983.786
986.516	983.696
986.507	983.640
986.532	983.592
986.561	983.542
986.599	983.489
986.628	983.421
986.650	983.335
986.609	983.243
986.643	983.140
986.679	983.053
986.725	982.940
986.754	982.839
986.785	982.725
986.827	982.607
986.855	982.512
986.895	982.408
986.930	982.304
986.984	982.211
987.035	982.113
987.071	982.050
987.153	982.013
987.234	981.962
987.327	981.906
987.404	981.873
987.518	981.847
987.534	981.792
987.570	981.778
987.576	981.763
987.560	981.759
987.521	981.769
987.482	981.753
987.418	981.738
987.352	981.754
987.301	981.763
987.260	981.737
987.231	981.758
987.224	981.771
987.236	981.790
987.239	981.826
987.268	981.890
987.264	981.951
987.282	982.027
987.277	982.109
987.261	982.197
987.223	982.314
987.155	982.515
987.070	982.667
986.978	982.826
986.927	982.981
986.901	983.137
986.830	983.285
986.777	983.459
986.694	983.627
986.638	983.769
986.575	983.885
986.526	984.005
986.476	984.082
986.401	984.155
986.325	984.200
986.209	984.228
986.078	984.254
985.948	984.277
985.821	984.279
985.651	984.298
985.509	984.284
985.354	984.265
985.190	984.179
984.998	984.118
984.806	984.014
984.579	983.853
984.247	983.700
983.718	983.522
982.517	983.241
981.899	982.670
980.928	982.273
980.058	981.777
978.928	981.130
977.913	980.413
977.013	979.795
976.083	979.293
975.162	979.090
974.303	978.933
973.475	979.038
972.693	979.410
972.110	979.677
971.906	980.074
972.052	980.627
972.188	981.118
972.504	981.654
972.812	982.104
973.154	982.563
973.500	982.986
973.767	983.455
974.151	983.895
974.306	984.189
974.649	984.532
974.975	984.898
975.318	985.152
975.694	985.290
976.049	985.367
976.337	985.325
976.590	985.212
976.768	985.026
976.906	984.869
977.088	984.759
977.278	984.619
977.461	984.427
977.551	984.202
977.583	983.967
977.672	983.773
977.746	983.510
977.771	983.199
977.831	982.794
977.875	982.456
977.816	982.121
977.732	981.770
977.528	981.386
977.322	980.778
977.051	980.190
976.651	979.577
976.117	978.980
975.469	978.376
974.651	977.868
973.861	977.354
972.846	976.826
971.993	976.587
971.511	976.187
970.375	975.882
969.176	975.765
968.143	975.899
967.382	976.239
966.757	976.654
966.323	977.207
966.029	977.750
966.019	978.371
966.266	978.964
966.650	979.533
967.193	980.009
967.740	980.419
968.285	980.743
968.768	980.979
969.105	981.083
969.300	981.096
969.430	981.067
969.463	980.999
969.482	980.915
969.549	980.868
969.619	980.782
969.731	980.741
969.872	980.727
970.017	980.714
970.102	980.669
970.219	980.658
970.313	980.648
970.478	980.627
970.583	980.596
970.702	980.579
970.858	980.634
970.938	980.699
971.022	980.793
971.067	980.822
971.080	980.828
971.070	980.821
971.066	980.805
971.080	980.814
971.041	980.795
971.008	980.822
971.011	980.851
971.050	980.909
970.966	980.899
970.933	980.912
970.888	980.921
970.843	980.897
970.837	980.901
970.847	980.935
970.857	980.957
970.893	981.010
970.909	981.060
970.896	981.145
970.918	981.205
970.929	981.261
970.956	981.333
971.011	981.324
971.050	981.312
971.131	981.310
971.236	981.292
971.337	981.290
971.397	981.328
971.446	981.346
971.501	981.401
971.528	981.460
971.540	981.475
971.547	981.538
971.558	981.555
971.562	981.562
971.574	981.581
971.565	981.565
971.597	981.560
971.617	981.533
971.651	981.502
971.620	981.479
971.609	981.434
971.593	981.382
971.587	981.330
971.565	981.290
971.558	981.218
971.559	981.153
971.551	981.070
971.550	980.977
971.569	980.874
971.585	980.803
971.606	980.762
971.637	980.735
971.659	980.710
971.661	980.723
971.657	980.718
971.655	980.713
971.655	980.714
971.656	980.710
971.681	980.698
971.702	980.685
971.749	980.632
971.819	980.601
971.904	980.562
971.953	980.495
972.039	980.397
972.109	980.321
972.188	980.246
972.292	980.162
972.411	980.114
972.555	980.064
972.723	980.007
972.960	979.937
973.156	979.853
973.328	979.731
973.522	979.611
973.725	979.494
973.950	979.352
974.111	979.214
974.277	979.061
974.474	978.938
974.657	978.796
974.847	978.678
975.095	978.600
975.318	978.527
975.544	978.517
975.761	978.552
975.921	978.635
976.086	978.689
976.206	978.767
976.268	978.783
976.302	978.737
976.288	978.691
976.224	978.669
976.085	978.657
975.889	978.674
975.664	978.697
975.408	978.695
975.177	978.695
974.934	978.647
974.739	978.613
974.661	978.570
974.547	978.545
974.429	978.575
974.354	978.585
974.297	978.626
974.203	978.624
974.133	978.966
974.028	978.982
973.884	978.907
973.674	978.769
973.448	978.620
973.193	978.447
972.906	978.181
972.591	977.838
972.297	977.764
972.085	977.554
971.878	977.405
971.649	977.287
971.446	977.202
971.238	977.130
971.042	977.030
970.907	976.942
970.781	976.861
970.661	976.789
970.526	976.742
970.399	976.697
970.267	976.664
970.159	976.655
970.013	976.682
969.844	976.706
969.633	976.731
969.409	976.765
969.055	976.741
968.707	976.737
968.388	976.735
968.052	976.715
967.679	976.740
967.367	976.768
967.058	976.789
966.826	976.766
966.569	976.776
966.198	976.773
965.994	976.762
965.824	976.735
965.691	976.715
965.587	976.689
965.487	976.691
965.405	976.664
