P1_head_pos_head_X	P1_head_pos_head_Y	P1_head_pos_head_Z
-138.669	6.587	1282.631
-140.268	7.795	1282.393
-141.770	8.899	1282.236
-143.222	10.003	1282.108
-144.927	11.199	1281.751
-146.272	12.210	1281.645
-147.625	13.100	1281.655
-148.901	14.003	1281.574
-150.124	14.831	1281.559
-151.384	15.607	1281.622
-152.567	16.383	1281.705
-153.631	17.084	1281.762
-154.685	17.728	1281.813
-155.679	18.360	1281.902
-156.675	18.911	1282.017
-157.593	19.473	1282.132
-158.354	19.946	1282.225
-159.123	20.469	1282.341
-159.823	20.872	1282.468
-160.469	21.206	1282.592
-161.090	21.516	1282.792
-161.749	21.765	1282.960
-162.263	22.014	1283.155
-162.691	22.188	1283.330
-163.116	22.339	1283.524
-163.557	22.456	1283.703
-163.902	22.554	1283.892
-164.161	22.593	1284.036
-164.419	22.587	1284.177
-164.687	22.562	1284.312
-164.934	22.541	1284.458
-165.168	22.494	1284.620
-165.347	22.462	1284.733
-165.561	22.403	1284.867
-165.502	22.248	1285.202
-165.629	22.192	1285.305
-165.764	22.134	1285.409
-165.853	22.083	1285.518
-165.951	22.038	1285.613
-165.999	21.978	1285.692
-166.074	21.897	1285.780
-166.100	21.825	1285.823
-166.109	21.741	1285.866
-166.123	21.660	1285.931
-166.120	21.556	1285.964
-166.102	21.483	1285.984
-166.083	21.399	1286.009
-166.037	21.306	1286.026
-165.987	21.230	1286.017
-165.926	21.132	1286.025
-165.838	21.053	1286.003
-165.738	20.986	1285.952
-165.646	20.882	1285.907
-165.552	20.820	1285.857
-165.381	20.763	1285.822
-165.241	20.707	1285.770
-165.095	20.641	1285.719
-164.943	20.575	1285.664
-164.768	20.517	1285.586
-164.599	20.452	1285.524
-164.393	20.379	1285.453
-164.211	20.304	1285.362
-164.001	20.225	1285.284
-163.768	20.137	1285.140
-163.551	20.055	1285.024
-163.350	19.964	1284.914
-163.149	19.894	1284.815
-162.959	19.809	1284.713
-162.733	19.695	1284.600
-162.515	19.555	1284.474
-162.517	19.518	1284.146
-162.313	19.387	1284.066
-162.112	19.225	1283.996
-161.936	19.056	1283.928
-161.787	18.893	1283.847
-161.659	18.755	1283.798
-161.526	18.597	1283.750
-161.390	18.424	1283.727
-161.228	18.231	1283.705
-161.062	18.052	1283.695
-160.904	17.844	1283.670
-160.760	17.639	1283.666
-160.614	17.445	1283.654
-160.507	17.265	1283.641
-160.398	17.079	1283.638
-160.300	16.890	1283.644
-160.210	16.723	1283.654
-160.106	16.559	1283.668
-159.997	16.357	1283.686
-159.913	16.203	1283.684
-159.837	16.040	1283.686
-159.746	15.866	1283.704
-159.675	15.716	1283.696
-159.594	15.557	1283.693
-159.521	15.408	1283.699
-159.435	15.220	1283.680
-159.335	15.034	1283.685
-159.262	14.836	1283.667
-158.930	14.535	1283.880
-158.830	14.337	1283.868
-158.716	14.162	1283.885
-158.625	13.990	1283.863
-158.515	13.823	1283.859
-158.389	13.635	1283.834
-158.289	13.474	1283.785
-158.165	13.326	1283.744
-158.041	13.177	1283.691
-157.907	13.030	1283.635
-157.788	12.906	1283.587
-157.662	12.781	1283.549
-157.521	12.635	1283.479
-157.373	12.504	1283.411
-157.230	12.386	1283.376
-157.093	12.252	1283.309
-156.957	12.135	1283.257
-157.046	12.136	1282.975
-156.909	12.001	1282.923
-156.799	11.934	1282.885
-156.673	11.868	1282.824
-156.577	11.743	1282.772
-156.470	11.681	1282.694
-156.353	11.615	1282.623
-156.241	11.530	1282.529
-156.137	11.462	1282.478
-155.977	11.375	1282.441
-155.850	11.283	1282.385
-155.702	11.201	1282.340
-155.580	11.126	1282.283
-155.434	11.028	1282.237
-155.332	10.951	1282.184
-155.216	10.863	1282.168
-155.122	10.789	1282.149
-155.039	10.721	1282.132
-154.953	10.642	1282.116
-154.894	10.568	1282.115
-154.845	10.496	1282.123
-154.784	10.427	1282.086
-154.767	10.379	1282.095
-154.706	10.308	1282.096
-154.665	10.272	1282.086
-154.646	10.209	1282.067
-154.601	10.152	1282.087
-154.571	10.091	1282.086
-154.537	10.037	1282.075
-154.513	9.992	1282.077
-154.480	9.942	1282.076
-154.459	9.876	1282.065
-154.456	9.835	1282.073
-154.423	9.807	1282.055
-154.420	9.765	1282.070
-154.409	9.732	1282.087
-154.395	9.707	1282.094
-154.368	9.685	1282.090
-154.368	9.687	1282.104
-154.342	9.692	1282.104
-154.352	9.695	1282.127
-154.345	9.718	1282.121
-154.337	9.786	1282.152
-154.347	9.857	1282.165
-154.358	9.920	1282.184
-154.379	10.012	1282.200
-154.404	10.118	1282.220
-154.430	10.220	1282.233
-154.461	10.365	1282.241
-154.539	10.525	1282.242
-154.610	10.696	1282.236
-154.656	10.874	1282.240
-154.716	11.086	1282.256
-154.772	11.280	1282.270
-154.851	11.501	1282.279
-154.942	11.726	1282.292
-155.040	11.964	1282.298
-155.141	12.242	1282.323
-155.260	12.522	1282.326
-155.394	12.823	1282.336
-155.499	13.085	1282.338
-155.616	13.379	1282.351
-155.735	13.702	1282.371
-155.821	13.976	1282.392
-155.911	14.269	1282.383
-156.044	14.559	1282.379
-156.217	14.932	1282.417
-156.371	15.322	1282.423
-156.541	15.696	1282.440
-156.623	16.059	1282.448
-156.713	16.417	1282.437
-156.805	16.797	1282.419
-156.881	17.187	1282.400
-156.949	17.590	1282.354
-157.051	18.015	1282.332
-157.118	18.423	1282.320
-157.195	18.870	1282.294
-157.233	19.277	1282.238
-157.264	19.715	1282.208
-157.263	20.143	1282.146
-157.261	20.581	1282.117
-157.266	21.019	1282.056
-157.262	21.436	1282.034
-157.264	21.869	1282.039
-157.253	22.317	1281.953
-157.205	22.752	1281.850
-157.172	23.242	1281.738
-157.106	23.749	1281.629
-156.997	24.199	1281.537
-156.827	24.640	1281.421
-156.652	25.086	1281.336
-156.478	25.514	1281.228
-156.258	25.966	1281.106
-156.051	26.429	1280.977
-155.832	26.937	1280.856
-155.616	27.387	1280.754
-155.400	27.794	1280.644
-155.124	28.196	1280.512
-154.874	28.602	1280.439
-154.592	29.009	1280.334
-154.334	29.408	1280.282
-154.114	29.762	1280.238
-153.889	30.118	1280.168
-153.629	30.458	1280.082
-153.415	30.855	1280.005
-153.162	31.226	1279.944
-152.931	31.597	1279.882
-152.704	31.949	1279.816
-152.467	32.308	1279.747
-152.233	32.646	1279.655
-151.986	33.039	1279.581
-151.760	33.444	1279.521
-151.544	33.853	1279.445
-151.337	34.239	1279.359
-151.119	34.625	1279.244
-150.917	35.006	1279.173
-150.726	35.426	1279.129
-150.510	35.889	1279.084
-150.325	36.398	1279.068
-150.133	36.896	1278.998
-149.917	37.388	1278.919
-149.720	37.828	1278.857
-149.504	38.284	1278.831
-149.341	38.779	1278.794
-149.129	39.243	1278.757
-148.929	39.727	1278.694
-148.728	40.186	1278.666
-148.541	40.702	1278.642
-148.366	41.229	1278.607
-148.223	41.789	1278.631
-148.007	42.240	1278.577
-147.805	42.726	1278.588
-147.650	43.269	1278.612
-147.462	43.832	1278.621
-147.290	44.298	1278.649
-147.141	44.734	1278.669
-147.000	45.198	1278.695
-146.842	45.705	1278.732
-146.714	46.276	1278.766
-146.498	46.769	1278.799
-146.290	47.251	1278.835
-146.093	47.698	1278.838
-145.955	48.202	1278.902
-145.774	48.693	1278.985
-145.608	49.154	1279.056
-145.453	49.649	1279.150
-145.307	50.166	1279.258
-145.163	50.694	1279.341
-144.974	51.150	1279.397
-144.787	51.594	1279.453
-144.577	52.096	1279.605
-144.363	52.573	1279.721
-144.169	53.053	1279.837
-143.971	53.485	1279.980
-143.766	53.939	1280.158
-143.560	54.330	1280.303
-143.356	54.794	1280.436
-143.134	55.242	1280.571
-142.906	55.685	1280.683
-142.617	56.128	1280.793
-142.337	56.599	1280.909
-142.063	57.085	1281.031
-141.818	57.549	1281.194
-141.551	58.014	1281.358
-141.217	58.460	1281.573
-140.879	58.890	1281.713
-140.486	59.333	1281.885
-140.153	59.843	1282.073
-139.851	60.375	1282.244
-139.529	60.909	1282.436
-139.152	61.392	1282.612
-138.788	61.903	1282.800
-138.427	62.513	1283.018
-138.084	63.074	1283.187
-137.767	63.723	1283.403
-137.432	64.338	1283.595
-137.073	64.934	1283.771
-136.640	65.484	1283.934
-136.117	66.025	1284.100
-135.651	66.658	1284.383
-135.267	67.225	1284.586
-134.786	67.815	1284.795
-134.300	68.382	1285.001
-133.801	68.917	1285.314
-133.336	69.442	1285.550
-132.778	69.989	1285.838
-132.200	70.487	1286.106
-131.614	70.897	1286.418
-130.998	71.271	1286.747
-130.267	71.611	1287.059
-129.467	71.842	1287.425
-128.682	71.894	1287.786
-127.765	71.953	1288.192
-126.795	71.923	1288.576
-125.777	71.750	1288.981
-124.663	71.478	1289.367
-123.502	71.100	1289.725
-122.293	70.681	1290.146
-121.020	70.185	1290.526
-119.709	69.639	1290.767
-118.263	68.987	1291.069
-116.905	68.343	1291.322
-115.459	67.634	1291.416
-113.990	66.883	1291.524
-112.482	66.170	1291.514
-110.934	65.449	1291.483
-109.251	64.624	1291.521
-107.708	63.975	1291.448
-106.130	63.347	1291.354
-104.682	62.767	1291.145
-103.161	62.312	1290.970
-101.734	61.869	1290.753
-100.396	61.550	1290.660
-99.020	61.438	1290.530
-97.736	61.068	1290.681
-96.371	60.982	1290.666
-95.212	60.955	1290.724
-94.012	61.112	1290.738
-92.799	61.390	1290.809
-91.657	61.691	1290.953
-90.437	62.196	1291.126
-89.296	62.706	1291.350
-88.099	63.358	1291.577
-86.955	64.013	1291.841
-85.698	64.761	1292.203
-84.586	65.619	1292.598
-83.392	66.462	1292.998
-82.220	67.224	1293.416
-81.017	68.070	1293.826
-79.850	68.965	1294.240
-78.663	69.773	1294.700
-77.470	70.557	1295.103
-76.308	71.228	1295.504
-75.107	71.941	1296.007
-73.983	72.528	1296.385
-72.762	73.017	1296.816
-71.649	73.429	1297.280
-70.451	73.762	1297.571
-69.318	73.955	1297.927
-68.117	74.084	1298.294
-66.959	74.196	1298.647
-65.855	74.188	1299.071
-64.709	74.118	1299.423
-63.569	74.000	1299.817
-62.542	73.774	1300.208
-61.422	73.621	1300.649
-60.468	73.395	1301.151
-59.453	73.112	1301.640
-58.636	72.570	1302.012
-57.639	72.199	1302.454
-56.667	71.760	1302.954
-55.725	71.255	1303.422
-54.720	70.717	1303.748
-53.772	70.100	1304.197
-52.766	69.539	1304.537
-51.817	68.837	1304.785
-50.827	68.191	1305.053
-49.797	67.601	1305.319
-48.792	66.902	1305.606
-47.700	66.320	1305.831
-46.695	65.761	1306.011
-45.497	65.158	1306.187
-44.358	64.600	1306.350
-43.191	64.107	1306.380
-42.037	63.566	1306.417
-40.758	63.039	1306.382
-39.542	62.492	1306.350
-38.177	62.001	1306.194
-36.826	61.454	1306.091
-35.468	61.043	1305.918
-34.013	60.577	1305.775
-32.526	60.052	1305.629
-30.970	59.619	1305.422
-29.365	59.147	1305.303
-27.740	58.548	1305.132
-26.081	58.128	1304.939
-24.361	57.514	1304.727
-22.627	56.933	1304.478
-20.857	56.314	1304.246
-19.085	55.675	1303.896
-17.330	55.060	1303.630
-15.561	54.370	1303.302
-13.877	53.654	1303.027
-12.195	52.930	1302.678
-10.551	52.198	1302.321
-8.999	51.452	1301.852
-7.446	50.656	1301.555
-5.951	49.755	1301.243
-4.546	48.844	1301.013
-3.212	47.825	1300.682
-2.021	46.823	1300.376
-0.848	45.742	1300.105
0.157	44.667	1299.872
1.042	43.496	1299.597
1.835	42.360	1299.460
2.514	41.264	1299.329
2.965	40.051	1299.209
3.283	38.828	1299.154
3.480	37.656	1299.237
3.628	36.443	1299.310
3.596	35.309	1299.415
3.404	34.049	1299.550
3.186	32.830	1299.636
2.872	31.709	1299.818
2.409	30.340	1299.989
1.966	29.175	1300.181
1.357	27.835	1300.383
0.699	26.482	1300.614
-0.012	25.141	1300.807
-0.838	23.594	1301.001
-1.686	22.223	1301.125
-2.566	20.626	1301.325
-3.541	19.125	1301.437
-4.582	17.391	1301.719
-5.659	15.839	1301.908
-6.762	14.169	1302.080
-7.897	12.471	1302.202
-9.049	10.778	1302.330
-10.220	9.114	1302.524
-11.473	7.370	1302.625
-12.696	5.688	1302.735
-13.936	4.056	1302.903
-15.180	2.399	1302.839
-16.472	0.593	1303.017
-17.854	-1.085	1302.901
-19.193	-2.833	1303.126
-20.528	-4.624	1303.176
-21.880	-6.286	1303.186
-23.285	-8.044	1303.238
-24.674	-9.767	1303.245
-26.223	-11.495	1303.011
-27.633	-13.227	1303.036
-29.105	-15.102	1303.189
-30.668	-16.756	1302.915
-32.260	-18.629	1302.800
-33.825	-20.514	1302.842
-35.401	-22.256	1302.704
-37.132	-24.084	1302.470
-38.744	-25.968	1302.301
-40.401	-27.743	1302.085
-42.115	-29.522	1301.801
-43.810	-31.389	1301.589
-45.506	-33.154	1301.311
-47.326	-34.849	1300.907
-49.034	-36.690	1300.706
-50.872	-38.423	1300.453
-52.721	-40.148	1300.263
-54.538	-41.844	1300.215
-56.481	-43.641	1300.012
-58.412	-45.488	1299.577
-60.485	-47.114	1299.373
-62.637	-48.894	1299.131
-64.795	-50.566	1298.844
-67.028	-52.265	1298.558
-69.255	-53.969	1298.281
-71.579	-55.672	1297.952
-73.946	-57.395	1297.612
-76.338	-59.224	1297.228
-78.745	-60.963	1296.839
-81.164	-62.682	1296.447
-83.685	-64.534	1296.026
-86.125	-66.287	1295.623
-88.671	-68.042	1295.172
-91.138	-69.887	1294.765
-93.631	-71.567	1294.306
-96.235	-73.356	1293.818
-98.749	-75.159	1293.352
-101.279	-76.818	1292.808
-103.820	-78.580	1292.282
-106.326	-80.413	1291.762
-108.802	-82.137	1291.168
-111.219	-83.810	1290.626
-113.628	-85.475	1290.038
-116.042	-87.095	1289.442
-118.476	-88.600	1288.893
-120.868	-90.086	1288.348
-123.296	-91.612	1287.884
-125.697	-92.971	1287.422
-128.072	-94.297	1287.006
-130.487	-95.573	1286.588
-132.800	-96.776	1286.198
-135.137	-97.976	1285.883
-137.480	-99.122	1285.572
-139.779	-100.207	1285.374
-142.126	-101.288	1285.096
-144.462	-102.258	1284.915
-146.774	-103.228	1284.771
-149.120	-104.219	1284.595
-151.349	-105.205	1284.382
-153.569	-106.109	1284.211
-155.776	-107.084	1283.971
-157.898	-108.042	1283.758
-159.994	-108.847	1283.527
-162.006	-109.584	1283.368
-164.027	-110.356	1283.154
-165.996	-110.991	1283.073
-167.981	-111.482	1283.058
-169.918	-111.855	1283.156
-171.817	-112.057	1283.311
-173.745	-112.029	1283.571
-175.648	-111.838	1283.871
-177.477	-111.383	1284.240
-179.413	-110.843	1284.626
-181.262	-110.094	1285.057
-183.164	-109.146	1285.654
-185.098	-108.114	1286.290
-187.159	-106.948	1287.038
-188.933	-105.392	1287.937
-190.873	-104.027	1288.946
-192.965	-102.450	1289.754
-195.143	-100.832	1290.587
-197.386	-99.185	1291.451
-199.622	-97.531	1292.316
-201.938	-95.723	1293.164
-204.197	-93.910	1293.932
-206.498	-92.146	1294.690
-208.778	-90.310	1295.364
-211.072	-88.443	1296.014
-213.326	-86.710	1296.639
-215.585	-84.881	1297.199
-217.789	-83.145	1297.767
-219.956	-81.422	1298.236
-222.094	-79.725	1298.622
-224.191	-78.140	1299.043
-226.237	-76.594	1299.437
-228.279	-75.097	1299.742
-230.295	-73.719	1300.067
-232.262	-72.429	1300.397
-234.194	-71.164	1300.732
-236.078	-69.972	1300.981
-237.899	-68.862	1301.191
-239.743	-67.680	1301.577
-241.503	-66.626	1301.865
-243.289	-65.641	1302.054
-244.991	-64.667	1302.265
-246.634	-63.749	1302.486
-248.233	-62.848	1302.689
-249.769	-62.017	1302.894
-251.214	-61.212	1303.074
-252.563	-60.472	1303.243
-253.809	-59.729	1303.328
-254.911	-59.043	1303.469
-255.904	-58.451	1303.528
-256.835	-57.834	1303.565
-257.558	-57.301	1303.573
-258.226	-56.830	1303.544
-258.746	-56.318	1303.471
-259.242	-55.859	1303.410
-259.579	-55.477	1303.335
-259.834	-55.077	1303.201
-260.063	-54.694	1303.013
-260.251	-54.267	1302.849
-260.394	-53.828	1302.689
-260.469	-53.431	1302.514
-260.462	-53.046	1302.340
-260.424	-52.658	1302.167
-260.339	-52.255	1302.001
-260.208	-51.857	1301.811
-260.007	-51.466	1301.613
-259.766	-51.092	1301.444
-259.442	-50.721	1301.279
-259.091	-50.350	1301.098
-258.687	-49.985	1300.911
-258.145	-49.566	1300.699
-257.563	-49.070	1300.466
-256.991	-48.596	1300.271
-256.382	-48.154	1300.104
-255.644	-47.668	1299.954
-254.949	-47.158	1299.847
-254.194	-46.608	1299.773
-253.383	-46.010	1299.691
-252.532	-45.411	1299.574
-251.607	-44.746	1299.471
-250.632	-43.980	1299.244
-249.539	-43.201	1299.104
-248.342	-42.449	1298.889
-247.134	-41.685	1298.798
-245.843	-40.852	1298.626
-244.485	-40.036	1298.529
-243.116	-39.172	1298.380
-241.593	-38.196	1298.165
-239.994	-37.240	1298.004
-238.434	-36.243	1297.871
-236.657	-35.157	1297.636
-234.899	-34.009	1297.393
-233.022	-32.900	1297.090
-231.098	-31.723	1296.880
-229.102	-30.569	1296.630
-227.097	-29.402	1296.324
-224.989	-28.203	1296.025
-222.889	-27.040	1295.810
-220.716	-25.844	1295.566
-218.467	-24.635	1295.264
-216.170	-23.472	1294.969
-213.907	-22.219	1294.783
-211.599	-20.945	1294.547
-209.288	-19.623	1294.300
-207.013	-18.278	1294.175
-204.674	-16.964	1294.071
-202.354	-15.590	1293.946
-199.988	-14.230	1293.753
-197.632	-12.873	1293.628
-195.274	-11.601	1293.501
-192.909	-10.250	1293.259
-190.570	-8.924	1293.054
-188.204	-7.666	1292.789
-185.850	-6.409	1292.437
-183.469	-5.246	1292.085
-181.145	-4.134	1291.733
-178.785	-2.985	1291.319
-176.405	-1.918	1290.905
-174.105	-0.943	1290.529
-171.826	0.046	1290.108
-169.498	0.940	1289.694
-167.208	1.693	1289.317
-165.010	2.448	1288.899
-162.734	3.110	1288.403
-160.504	3.709	1287.910
-158.315	4.282	1287.398
-156.075	4.811	1286.786
-153.846	5.301	1286.131
-151.723	5.754	1285.491
-149.559	6.175	1284.781
-147.268	6.501	1284.004
-145.073	6.735	1283.202
-142.876	6.924	1282.387
-140.669	7.001	1281.560
-138.480	7.083	1280.742
-136.279	7.129	1279.909
-134.225	7.058	1279.131
-132.070	6.964	1278.242
-129.961	6.650	1277.245
-127.922	6.438	1276.375
-125.907	6.139	1275.561
-123.850	5.841	1274.620
-121.804	5.550	1273.682
-119.791	5.200	1272.739
-117.825	4.790	1271.824
-115.954	4.400	1270.944
-114.162	4.091	1269.913
-112.286	3.690	1268.993
-110.457	3.301	1268.079
-108.651	2.914	1267.207
-106.882	2.541	1266.247
-105.175	2.135	1265.399
-103.446	1.684	1264.471
-101.854	1.287	1263.639
-100.299	0.848	1262.703
-98.765	0.339	1261.948
-97.310	-0.108	1261.040
-95.928	-0.494	1260.229
-94.531	-1.061	1259.377
-93.196	-1.554	1258.561
-91.914	-2.025	1257.803
-90.719	-2.480	1257.080
-89.492	-3.074	1256.357
-88.390	-3.508	1255.714
-87.280	-3.961	1255.059
-86.202	-4.565	1254.480
-85.196	-5.147	1254.089
-84.250	-5.718	1253.610
-83.277	-6.388	1253.180
-82.301	-7.060	1252.867
-81.458	-7.681	1252.541
-80.736	-8.492	1252.235
-79.917	-9.302	1252.099
-79.223	-10.067	1252.029
-78.550	-10.898	1252.032
-77.892	-11.812	1252.042
-77.190	-12.661	1252.063
-76.697	-13.613	1251.908
-76.086	-14.498	1251.871
-75.423	-15.307	1251.891
-74.869	-16.193	1251.702
-74.273	-17.005	1251.594
-73.671	-17.843	1251.460
-73.092	-18.643	1251.312
-72.430	-19.408	1251.159
-71.790	-20.213	1250.937
-71.143	-20.990	1250.692
-70.515	-21.731	1250.461
-69.813	-22.475	1250.226
-69.190	-23.164	1249.956
-68.542	-23.864	1249.676
-67.928	-24.500	1249.493
-67.295	-25.189	1249.295
-66.659	-25.789	1249.049
-66.016	-26.417	1248.838
-65.458	-27.069	1248.640
-64.825	-27.734	1248.436
-64.196	-28.378	1248.281
-63.646	-29.117	1248.119
-63.094	-29.995	1247.968
-62.539	-30.800	1247.859
-61.981	-31.614	1247.821
-61.459	-32.702	1247.732
-60.932	-33.708	1247.541
-60.426	-34.834	1247.458
-59.870	-35.977	1247.377
-59.335	-37.155	1247.268
-58.764	-38.432	1247.118
-58.211	-39.658	1246.973
-57.669	-40.995	1246.878
-57.151	-42.347	1246.726
-56.558	-43.787	1246.525
-55.989	-45.214	1246.402
-55.433	-46.632	1246.190
-54.813	-48.198	1246.022
-54.330	-49.728	1245.794
-53.779	-51.383	1245.628
-53.284	-52.952	1245.493
-52.818	-54.610	1245.329
-52.406	-56.290	1245.259
-51.993	-57.892	1245.122
-51.626	-59.530	1244.942
-51.396	-61.205	1244.824
-51.338	-63.063	1244.572
-51.061	-64.745	1244.476
-50.843	-66.225	1244.410
-50.618	-67.881	1244.242
-50.465	-69.324	1244.080
-50.299	-70.863	1243.992
-50.225	-72.314	1243.752
-50.093	-73.720	1243.606
-50.035	-75.066	1243.452
-50.030	-76.379	1243.236
-49.963	-77.634	1243.060
-49.953	-78.856	1242.915
-50.044	-79.965	1242.761
-50.124	-81.109	1242.606
-50.238	-82.148	1242.455
-50.388	-83.129	1242.300
-50.543	-84.062	1242.133
-50.665	-84.873	1242.036
-50.789	-85.558	1241.928
-50.962	-86.249	1241.793
-51.156	-86.947	1241.633
-51.327	-87.578	1241.494
-51.505	-88.089	1241.459
-51.698	-88.505	1241.435
-51.897	-88.917	1241.437
-52.104	-89.343	1241.452
-52.313	-89.723	1241.463
-52.537	-90.164	1241.498
-52.760	-90.553	1241.559
-52.988	-90.919	1241.594
-53.244	-91.266	1241.643
-53.463	-91.538	1241.676
-53.663	-91.741	1241.704
-53.823	-91.803	1241.764
-53.980	-91.812	1241.808
-54.099	-91.734	1241.867
-54.214	-91.544	1241.960
-54.324	-91.289	1242.063
-54.411	-90.963	1242.193
-54.511	-90.630	1242.301
-54.603	-90.220	1242.439
-54.689	-89.734	1242.626
-54.771	-89.233	1242.860
-54.846	-88.638	1243.065
-54.942	-87.846	1243.244
-54.976	-87.141	1243.376
-55.009	-86.308	1243.616
-55.062	-85.377	1243.821
-55.163	-84.345	1243.997
-55.226	-83.296	1244.207
-55.272	-82.126	1244.451
-55.305	-80.979	1244.660
-55.371	-79.669	1244.797
-55.479	-78.382	1245.003
-55.604	-77.216	1245.226
-55.749	-75.764	1245.468
-55.893	-74.553	1245.719
-56.104	-73.178	1245.938
-56.305	-71.889	1246.202
-56.432	-70.498	1246.423
-56.651	-69.175	1246.624
-56.856	-67.742	1246.923
-57.073	-66.432	1247.172
-57.278	-64.963	1247.424
-57.525	-63.659	1247.738
-57.607	-61.887	1248.164
-57.780	-60.508	1248.515
-58.057	-58.947	1248.746
-58.306	-57.498	1249.048
-58.516	-56.016	1249.265
-58.763	-54.542	1249.450
-59.001	-53.013	1249.707
-59.271	-51.600	1249.887
-59.576	-50.211	1250.151
-59.934	-48.813	1250.465
-60.286	-47.524	1250.719
-60.675	-46.327	1251.055
-61.128	-45.027	1251.358
-61.556	-43.871	1251.694
-61.975	-42.664	1252.097
-62.719	-41.294	1252.294
-63.126	-40.189	1252.770
-63.521	-39.104	1253.339
-63.990	-37.984	1253.716
-64.444	-36.951	1254.092
-64.896	-35.972	1254.406
-65.337	-34.896	1254.792
-65.723	-33.946	1255.094
-66.073	-33.107	1255.395
-66.527	-32.155	1255.751
-66.944	-31.411	1256.022
-67.294	-30.725	1256.356
-67.672	-30.025	1256.641
-68.031	-29.371	1256.874
-68.365	-28.845	1257.097
-68.634	-28.429	1257.300
-68.913	-27.990	1257.558
-69.191	-27.531	1257.745
-69.443	-27.143	1257.905
-69.650	-26.783	1258.017
-69.866	-26.489	1258.137
-70.101	-26.198	1258.225
-70.297	-25.972	1258.335
-70.484	-25.771	1258.441
-70.643	-25.590	1258.534
-70.755	-25.435	1258.619
-70.861	-25.309	1258.666
-70.962	-25.210	1258.766
-71.072	-25.059	1258.842
-71.173	-24.971	1258.892
-71.273	-24.865	1258.927
-71.416	-24.753	1259.012
-71.525	-24.657	1259.064
-71.633	-24.571	1259.127
-71.738	-24.467	1259.195
-71.829	-24.380	1259.238
-71.905	-24.270	1259.277
-71.949	-24.174	1259.298
-71.976	-24.073	1259.338
-71.971	-23.982	1259.348
-71.934	-23.861	1259.343
-71.848	-23.790	1259.302
-71.718	-23.692	1259.238
-71.558	-23.579	1259.157
-71.386	-23.467	1259.033
-71.219	-23.351	1258.908
-71.044	-23.250	1258.799
-70.864	-23.162	1258.686
-70.681	-23.081	1258.562
-70.490	-23.019	1258.452
-70.314	-22.968	1258.355
-70.152	-22.922	1258.265
-69.989	-22.865	1258.198
-69.858	-22.839	1258.149
-69.766	-22.764	1258.101
-69.679	-22.727	1258.071
-69.627	-22.659	1258.073
-69.578	-22.587	1258.090
-69.544	-22.491	1258.105
-69.517	-22.421	1258.145
-69.505	-22.316	1258.215
-69.491	-22.210	1258.272
-69.480	-22.112	1258.334
-69.446	-22.006	1258.387
-69.391	-21.926	1258.418
-69.328	-21.828	1258.448
-69.254	-21.763	1258.465
-69.157	-21.666	1258.480
-69.038	-21.622	1258.474
-68.900	-21.573	1258.445
-68.752	-21.546	1258.428
-68.586	-21.532	1258.384
-68.395	-21.530	1258.325
-68.196	-21.499	1258.256
-67.995	-21.514	1258.169
-67.782	-21.532	1258.075
-67.555	-21.534	1257.954
-67.354	-21.549	1257.816
-67.130	-21.591	1257.635
-66.937	-21.579	1257.509
-66.771	-21.583	1257.352
-66.602	-21.572	1257.232
-66.445	-21.556	1257.101
-66.291	-21.540	1256.990
-66.150	-21.530	1256.894
-66.014	-21.511	1256.817
-65.916	-21.530	1256.763
-65.813	-21.522	1256.729
-65.762	-21.511	1256.716
-65.710	-21.512	1256.724
-65.689	-21.495	1256.755
-65.704	-21.469	1256.817
-65.729	-21.458	1256.876
-65.782	-21.461	1256.959
-65.844	-21.412	1257.046
-65.913	-21.401	1257.135
-66.009	-21.343	1257.213
-66.114	-21.306	1257.298
-66.189	-21.278	1257.377
-66.271	-21.241	1257.443
-66.354	-21.206	1257.519
-66.414	-21.167	1257.568
-66.470	-21.135	1257.600
-66.518	-21.119	1257.621
-66.552	-21.105	1257.624
-66.576	-21.068	1257.597
-66.601	-21.062	1257.579
-66.621	-21.024	1257.524
-66.624	-20.996	1257.494
-66.638	-20.965	1257.422
-66.622	-20.939	1257.346
-66.612	-20.901	1257.272
-66.573	-20.863	1257.181
-66.558	-20.828	1257.092
-66.524	-20.832	1256.996
-66.501	-20.808	1256.952
-66.472	-20.799	1256.889
-66.466	-20.774	1256.845
-66.454	-20.786	1256.791
-66.455	-20.793	1256.764
-66.482	-20.795	1256.740
-66.511	-20.816	1256.739
-66.543	-20.837	1256.747
-66.583	-20.866	1256.763
-66.637	-20.922	1256.786
-66.679	-20.957	1256.825
-66.736	-21.019	1256.846
-66.804	-21.079	1256.890
-66.863	-21.127	1256.948
-66.929	-21.167	1257.011
-66.988	-21.229	1257.045
-67.066	-21.270	1257.119
-67.132	-21.330	1257.170
-67.207	-21.396	1257.215
-67.261	-21.428	1257.256
-67.324	-21.465	1257.320
-67.398	-21.514	1257.373
-67.445	-21.577	1257.410
-67.521	-21.625	1257.476
-67.580	-21.652	1257.512
-67.656	-21.671	1257.561
-67.713	-21.720	1257.597
-67.795	-21.734	1257.631
-67.872	-21.741	1257.670
-67.939	-21.771	1257.691
-68.002	-21.803	1257.726
-68.069	-21.816	1257.730
-68.127	-21.850	1257.743
-68.192	-21.850	1257.760
-68.244	-21.872	1257.758
-68.292	-21.903	1257.764
-68.335	-21.988	1257.765
