P1_head_pos_head_X	P1_head_pos_head_Y	P1_head_pos_head_Z
-179.548	50.832	1283.981
-179.899	49.710	1284.393
-180.232	48.499	1284.831
-180.532	47.289	1285.239
-180.816	45.924	1285.682
-181.107	44.493	1286.172
-181.369	43.068	1286.629
-181.483	41.425	1287.114
-181.630	39.737	1287.608
-181.776	38.036	1288.149
-181.880	36.183	1288.687
-182.000	34.281	1289.285
-182.149	32.307	1289.836
-182.165	30.192	1290.453
-182.294	28.056	1291.052
-182.261	25.921	1291.589
-182.291	23.676	1292.193
-182.319	21.449	1292.812
-182.249	19.157	1293.426
-182.242	16.922	1293.981
-182.157	14.668	1294.468
-181.949	12.383	1294.829
-181.738	10.171	1295.167
-181.423	8.016	1295.493
-181.181	5.940	1295.762
-180.839	3.890	1295.971
-180.370	1.885	1296.122
-179.916	-0.015	1296.208
-179.366	-1.754	1296.203
-178.794	-3.432	1296.189
-178.097	-4.990	1296.178
-177.334	-6.511	1296.058
-176.485	-7.955	1295.894
-175.641	-9.144	1295.715
-174.671	-10.394	1295.415
-173.718	-11.454	1295.061
-172.663	-12.433	1294.793
-171.669	-13.255	1294.492
-170.632	-13.999	1294.180
-169.622	-14.546	1293.884
-168.579	-15.066	1293.576
-167.556	-15.374	1293.264
-166.569	-15.525	1292.934
-165.535	-15.547	1292.573
-164.510	-15.409	1292.157
-163.458	-15.116	1291.645
-162.449	-14.762	1291.173
-161.537	-14.257	1290.616
-160.618	-13.616	1290.032
-159.772	-12.824	1289.525
-159.124	-11.988	1289.039
-158.504	-11.023	1288.588
-158.063	-10.003	1288.238
-157.723	-8.849	1287.819
-157.437	-7.630	1287.455
-157.228	-6.421	1287.131
-157.073	-5.028	1286.816
-156.960	-3.692	1286.521
-156.810	-2.203	1286.304
-156.764	-0.670	1286.085
-156.750	0.961	1285.866
-156.706	2.667	1285.623
-156.647	4.397	1285.348
-156.599	6.222	1285.014
-156.436	7.933	1284.713
-156.360	9.834	1284.380
-156.199	11.609	1284.054
-155.967	13.403	1283.711
-155.725	15.247	1283.341
-155.730	17.096	1282.719
-155.386	18.940	1282.272
-155.028	20.710	1281.892
-154.576	22.509	1281.444
-154.083	24.298	1280.996
-153.570	26.060	1280.616
-153.014	27.878	1280.175
-152.329	29.600	1279.716
-151.608	31.292	1279.315
-150.802	33.009	1278.913
-149.954	34.728	1278.577
-148.986	36.244	1278.200
-147.994	37.874	1277.827
-146.936	39.409	1277.463
-145.742	40.925	1277.064
-144.649	42.392	1276.677
-143.279	43.727	1276.125
-141.991	45.097	1275.579
-140.688	46.368	1275.017
-139.155	47.490	1274.374
-137.800	48.632	1273.732
-136.248	49.655	1273.073
-134.613	50.598	1272.231
-132.870	51.324	1271.397
-131.242	52.017	1270.305
-129.376	52.703	1269.388
-127.372	53.253	1268.223
-125.440	53.798	1267.123
-123.360	54.235	1265.818
-121.287	54.567	1264.573
-119.178	54.849	1263.189
-117.111	55.081	1261.879
-115.006	55.161	1260.181
-112.909	55.391	1258.693
-110.879	55.599	1257.249
-108.854	55.878	1255.770
-106.937	56.017	1254.238
-105.047	56.279	1252.858
-103.158	56.528	1251.326
-101.390	56.831	1249.893
-99.576	57.115	1248.361
-97.774	57.404	1246.813
-96.114	57.786	1245.312
-94.525	58.161	1243.864
-92.863	58.506	1242.340
-91.380	59.015	1240.947
-89.956	59.449	1239.567
-88.554	59.906	1238.255
-87.189	60.367	1236.993
-85.967	60.875	1235.720
-84.701	61.356	1234.534
-83.611	61.904	1233.280
-82.544	62.505	1232.200
-81.613	62.985	1231.016
-81.281	63.797	1229.614
-80.447	64.284	1228.735
-79.707	64.916	1227.897
-78.919	65.398	1227.197
-78.305	65.987	1226.498
-77.730	66.437	1225.766
-77.093	66.819	1225.193
-76.538	67.140	1224.739
-76.100	67.404	1224.379
-75.732	67.554	1224.108
-75.349	67.598	1223.926
-75.023	67.581	1223.885
-74.726	67.403	1223.969
-74.458	67.169	1224.146
-74.258	66.768	1224.393
-74.044	66.279	1224.714
-73.886	65.714	1225.118
-73.730	65.121	1225.557
-73.631	64.390	1226.101
-73.596	63.614	1226.660
-73.412	62.629	1227.376
-73.364	61.763	1228.019
-72.542	60.525	1229.183
-72.451	59.335	1229.973
-72.481	58.256	1230.956
-72.527	57.205	1231.823
-72.458	55.920	1232.716
-72.589	54.766	1233.502
-72.667	53.675	1234.489
-72.770	52.402	1235.286
-72.892	51.254	1236.106
-73.022	49.880	1236.915
-73.174	48.586	1237.796
-73.319	47.213	1238.698
-73.470	45.825	1239.402
-73.590	44.255	1240.335
-73.732	42.731	1241.157
-73.878	41.149	1241.954
-74.068	39.562	1242.723
-74.318	38.091	1243.543
-74.581	36.732	1244.234
-74.753	35.198	1244.982
-75.037	33.855	1245.614
-75.217	32.369	1246.282
-75.472	31.073	1246.817
-75.709	29.660	1247.358
-75.918	28.335	1247.887
-76.174	26.849	1248.439
-76.444	25.418	1248.875
-76.642	23.842	1249.399
-76.890	22.294	1249.776
-77.187	20.581	1250.312
-77.387	19.151	1250.696
-77.472	17.560	1251.136
-77.664	16.010	1251.548
-77.871	14.405	1251.962
-78.001	12.933	1252.280
-78.158	11.280	1252.624
-78.335	9.829	1252.944
-78.477	8.404	1253.181
-78.333	6.667	1253.782
-78.433	5.261	1254.048
-78.560	3.944	1254.246
-78.701	2.555	1254.479
-78.850	1.327	1254.565
-78.958	0.133	1254.692
-79.059	-0.975	1254.870
-79.145	-2.073	1254.984
-79.243	-3.080	1255.125
-79.315	-3.956	1255.256
-79.384	-4.925	1255.294
-79.463	-5.885	1255.361
-79.516	-6.640	1255.470
-79.621	-7.462	1255.557
-79.679	-8.384	1255.659
-79.724	-9.108	1255.727
-79.767	-9.766	1255.811
-79.825	-10.404	1255.871
-79.872	-11.119	1255.974
-79.890	-11.767	1256.046
-79.938	-12.370	1256.105
-79.975	-12.923	1256.210
-80.056	-13.476	1256.281
-80.117	-13.975	1256.384
-80.436	-14.782	1256.362
-80.522	-15.325	1256.505
-80.605	-15.876	1256.671
-80.706	-16.408	1256.840
-80.811	-16.977	1257.001
-80.902	-17.572	1257.153
-81.027	-18.122	1257.296
-81.144	-18.666	1257.412
-81.220	-19.272	1257.547
-81.323	-19.940	1257.685
-81.409	-20.641	1257.825
-81.532	-21.318	1258.002
-81.699	-22.081	1258.188
-81.901	-22.910	1258.402
-82.101	-23.791	1258.608
-82.335	-24.749	1258.796
-82.600	-25.702	1259.017
-82.913	-26.871	1259.319
-83.224	-28.012	1259.610
-83.540	-29.199	1259.867
-83.913	-30.462	1260.078
-84.189	-31.723	1260.293
-84.508	-33.098	1260.551
-84.710	-34.360	1260.748
-84.907	-35.825	1260.867
-85.072	-37.433	1261.069
-85.336	-38.999	1261.115
-85.582	-40.428	1261.265
-85.787	-41.891	1261.373
-86.007	-43.273	1261.377
-86.230	-44.739	1261.432
-86.445	-46.108	1261.429
-86.676	-47.511	1261.538
-86.864	-48.890	1261.596
-87.083	-50.196	1261.636
-87.363	-51.559	1261.705
-87.567	-52.803	1261.767
-87.796	-54.075	1261.845
-88.043	-55.270	1261.914
-88.228	-56.471	1261.968
-88.344	-57.573	1261.995
-88.528	-58.697	1262.022
-88.635	-59.773	1262.004
-88.740	-60.968	1261.880
-88.802	-61.973	1261.761
-88.782	-62.994	1261.668
-88.769	-63.941	1261.627
-88.784	-64.854	1261.482
-88.790	-65.759	1261.361
-88.758	-66.535	1261.271
-88.658	-67.318	1261.180
-88.580	-68.031	1261.143
-88.512	-68.688	1261.079
-88.469	-69.291	1261.005
-88.417	-69.794	1260.962
-88.356	-70.253	1260.952
-88.263	-70.655	1260.969
-88.200	-71.010	1261.021
-88.126	-71.328	1261.055
-88.081	-71.577	1261.076
-88.065	-71.760	1261.115
-88.058	-71.891	1261.186
-88.063	-71.963	1261.271
-88.055	-71.969	1261.376
-88.053	-71.864	1261.548
-88.036	-71.696	1261.671
-87.974	-71.411	1261.745
-87.851	-71.032	1261.803
-87.668	-70.487	1261.848
-87.416	-69.778	1261.862
-87.150	-68.907	1261.918
-86.872	-67.863	1262.059
-86.524	-66.541	1262.180
-86.259	-64.794	1262.147
-85.905	-63.140	1262.254
-85.522	-61.333	1262.463
-85.129	-59.469	1262.517
-84.803	-57.495	1262.703
-84.600	-55.459	1262.810
-84.363	-53.359	1262.943
-84.171	-51.269	1263.055
-83.798	-48.803	1263.414
-83.775	-46.698	1263.663
-83.819	-44.558	1263.904
-83.877	-42.466	1264.151
-84.096	-40.542	1264.341
-84.242	-38.653	1264.547
-84.454	-36.653	1264.648
-84.608	-34.834	1264.884
-84.792	-33.096	1264.987
-84.991	-31.295	1265.124
-85.227	-29.596	1265.203
-85.457	-28.036	1265.220
-85.692	-26.419	1265.239
-85.911	-24.908	1265.360
-86.133	-23.447	1265.349
-86.274	-22.105	1265.345
-86.740	-20.514	1265.240
-86.953	-19.206	1265.209
-87.126	-17.952	1265.226
-87.362	-16.660	1265.196
-87.514	-15.510	1265.178
-87.780	-14.283	1265.236
-87.998	-13.218	1265.176
-88.171	-12.174	1265.179
-88.421	-11.099	1265.256
-88.638	-10.042	1265.312
-88.812	-9.048	1265.370
-89.055	-8.180	1265.404
-89.305	-7.292	1265.436
-89.527	-6.392	1265.499
-89.738	-5.622	1265.604
-89.985	-4.886	1265.703
-90.243	-4.068	1265.755
-90.483	-3.352	1265.864
-90.734	-2.658	1265.964
-90.995	-1.942	1266.067
-91.203	-1.225	1266.168
-91.364	-0.567	1266.244
-91.542	0.016	1266.275
-91.687	0.586	1266.298
-91.861	1.170	1266.359
-91.976	1.709	1266.392
-92.051	2.226	1266.404
-92.118	2.741	1266.436
-92.172	3.208	1266.429
-92.274	3.680	1266.407
-92.339	4.143	1266.353
-92.398	4.539	1266.294
-92.466	4.969	1266.254
-92.510	5.404	1266.209
-92.529	5.824	1266.128
-92.573	6.253	1266.064
-92.599	6.675	1265.987
-92.632	7.046	1265.928
-92.631	7.411	1265.881
-92.629	7.793	1265.834
-92.636	8.140	1265.765
-92.614	8.501	1265.699
-92.577	8.801	1265.610
-92.548	9.163	1265.515
-92.526	9.461	1265.449
-92.490	9.762	1265.342
-92.469	10.052	1265.261
-92.407	10.313	1265.213
-92.390	10.528	1265.169
-92.369	10.745	1265.137
-92.368	10.966	1265.082
-92.382	11.168	1265.029
-92.380	11.372	1264.995
-92.384	11.564	1264.952
-92.419	11.803	1264.907
-92.444	12.017	1264.865
-92.447	12.224	1264.793
-92.450	12.413	1264.773
-92.446	12.573	1264.715
-92.434	12.741	1264.672
-92.405	12.870	1264.611
-92.351	12.981	1264.552
-92.307	13.105	1264.489
-92.248	13.172	1264.447
-92.179	13.239	1264.388
-92.117	13.303	1264.331
-92.043	13.349	1264.275
-91.980	13.357	1264.193
-91.915	13.399	1264.121
-91.855	13.421	1264.055
-91.815	13.440	1264.009
-91.798	13.462	1263.961
-91.814	13.463	1263.920
-91.839	13.473	1263.894
-91.889	13.477	1263.866
-91.938	13.450	1263.831
-92.003	13.427	1263.804
-92.075	13.412	1263.804
-92.172	13.391	1263.805
-92.262	13.347	1263.810
-92.370	13.269	1263.807
-92.489	13.229	1263.821
-92.615	13.144	1263.856
-92.762	13.094	1263.891
-92.925	13.015	1263.924
-93.101	12.962	1263.960
-93.310	12.889	1264.027
-93.518	12.837	1264.096
-93.772	12.792	1264.152
-94.104	12.785	1264.245
-94.421	12.751	1264.370
-94.744	12.676	1264.500
-95.087	12.605	1264.637
-95.474	12.584	1264.792
-95.913	12.553	1264.979
-96.404	12.580	1265.169
-96.855	12.546	1265.348
-97.320	12.544	1265.552
-97.848	12.543	1265.768
-98.454	12.510	1265.991
-99.046	12.535	1266.257
-99.564	12.531	1266.528
-100.075	12.589	1266.765
-100.692	12.652	1266.975
-101.251	12.665	1267.177
-101.764	12.726	1267.375
-102.294	12.805	1267.531
-102.699	12.860	1267.805
-103.251	12.998	1267.800
-103.714	13.129	1267.894
-104.189	13.319	1268.052
-104.663	13.520	1268.222
-105.068	13.707	1268.360
-105.482	13.980	1268.496
-105.912	14.349	1268.649
-106.282	14.705	1268.762
-106.567	15.077	1268.838
-106.826	15.521	1268.876
-107.051	16.009	1268.856
-107.268	16.647	1268.860
-107.383	17.304	1268.821
-107.424	17.922	1268.750
-107.489	18.584	1268.702
-107.557	19.324	1268.697
-107.643	20.164	1268.654
-107.636	20.846	1268.645
-107.647	21.583	1268.668
-107.590	22.522	1268.559
-107.538	23.413	1268.413
-107.409	24.223	1268.210
-107.222	25.112	1267.974
-107.013	25.961	1267.720
-106.749	26.797	1267.295
-106.373	27.568	1266.832
-105.988	28.261	1266.420
-105.655	29.030	1265.948
-105.251	29.655	1265.466
-104.829	30.298	1264.958
-104.458	30.946	1264.428
-103.991	31.593	1263.950
-103.527	32.222	1263.466
-103.011	32.791	1262.923
-102.543	33.357	1262.343
-102.025	33.915	1261.803
-101.569	34.457	1261.261
-101.069	35.135	1260.670
-100.599	35.779	1260.077
-100.133	36.423	1259.448
-99.591	37.108	1258.792
-99.007	37.765	1258.142
-98.478	38.478	1257.433
-97.886	39.243	1256.768
-97.259	39.950	1256.203
-96.716	40.684	1255.522
-96.173	41.411	1254.904
-95.614	42.123	1254.323
-95.037	42.882	1253.748
-94.562	43.432	1253.201
-94.096	43.933	1252.779
-93.604	44.396	1252.404
-93.105	44.704	1252.008
-92.667	44.839	1251.676
-92.276	44.837	1251.442
-91.895	44.729	1251.281
-91.521	44.514	1251.167
-91.200	44.248	1251.054
-90.879	43.924	1251.032
-90.524	43.425	1251.045
-90.210	42.875	1251.058
-89.925	42.421	1251.096
-89.656	42.004	1251.109
-89.365	41.572	1251.117
-89.064	41.072	1251.147
-88.772	40.606	1251.212
-88.519	40.263	1251.239
-88.305	39.968	1251.299
-88.098	39.732	1251.353
-87.920	39.547	1251.398
-87.794	39.425	1251.444
-87.681	39.378	1251.484
-87.597	39.355	1251.515
-87.480	39.375	1251.537
-87.386	39.445	1251.539
-87.294	39.555	1251.518
-87.198	39.679	1251.499
-87.103	39.841	1251.459
-87.016	40.019	1251.411
-86.940	40.207	1251.338
-86.863	40.397	1251.237
-86.787	40.658	1251.054
-86.684	40.899	1250.907
-86.592	41.187	1250.742
-86.492	41.498	1250.541
-86.387	41.819	1250.356
-86.304	42.124	1250.175
-86.193	42.498	1249.991
-86.113	42.831	1249.791
-86.060	43.175	1249.571
-85.993	43.588	1249.294
-85.949	44.025	1249.032
-85.907	44.559	1248.748
-85.902	45.044	1248.511
-85.883	45.483	1248.278
-85.906	45.912	1248.101
-85.947	46.324	1247.925
-86.006	46.716	1247.768
-86.101	47.077	1247.645
-86.215	47.442	1247.504
-86.356	47.712	1247.442
-86.487	47.925	1247.410
-86.654	48.051	1247.418
-86.826	48.131	1247.450
-86.977	48.117	1247.521
-87.138	48.041	1247.635
-87.322	47.918	1247.810
-87.504	47.715	1248.023
-87.685	47.425	1248.232
-87.860	47.058	1248.442
-88.050	46.650	1248.653
-88.209	46.169	1248.857
-88.424	45.730	1249.097
-88.607	45.221	1249.306
-88.781	44.634	1249.551
-88.930	43.982	1249.860
-89.094	43.304	1250.123
-89.274	42.657	1250.395
-89.471	41.968	1250.668
-89.629	41.289	1250.942
-89.730	40.358	1251.243
-89.891	39.574	1251.509
-90.105	38.721	1251.724
-90.308	37.791	1252.018
-90.505	36.833	1252.324
-90.691	35.918	1252.579
-90.913	34.983	1252.835
-91.129	33.980	1253.143
-91.293	33.006	1253.413
-91.439	31.941	1253.628
-91.609	30.884	1253.843
-91.828	29.815	1254.144
-92.061	28.621	1254.470
-92.267	27.439	1254.787
-92.519	26.243	1255.039
-92.727	24.888	1255.440
-92.945	23.664	1255.775
-93.183	22.302	1256.134
-93.428	20.988	1256.515
-93.646	19.638	1256.830
-93.870	18.322	1257.211
-94.099	16.936	1257.528
-94.317	15.597	1257.822
-94.485	14.283	1258.209
-94.381	12.602	1258.788
-94.562	11.226	1259.089
-94.715	9.890	1259.391
-94.849	8.545	1259.740
-94.963	7.174	1259.995
-95.073	5.927	1260.325
-95.135	4.537	1260.631
-95.265	3.356	1260.908
-95.336	2.110	1261.234
-95.384	0.869	1261.518
-95.405	-0.205	1261.759
-95.454	-1.370	1262.073
-95.450	-2.438	1262.343
-95.400	-3.366	1262.534
-95.415	-4.335	1262.738
-95.409	-5.091	1262.923
-95.345	-5.881	1263.020
-95.231	-6.676	1263.154
-95.089	-7.464	1263.241
-95.012	-8.262	1263.299
-94.929	-9.153	1263.310
-95.098	-9.821	1263.207
-95.060	-10.810	1263.326
-95.082	-11.830	1263.502
-95.110	-12.824	1263.731
-95.172	-13.871	1263.891
-95.204	-14.933	1264.017
-95.228	-15.944	1264.108
-95.247	-16.964	1264.098
-95.232	-18.030	1264.174
-95.197	-19.106	1264.253
-95.207	-20.183	1264.376
-95.218	-21.276	1264.548
-95.216	-22.493	1264.763
-95.234	-23.785	1265.052
-95.314	-25.079	1265.296
-95.131	-26.720	1265.636
-95.111	-28.000	1265.785
-95.090	-29.432	1265.878
-95.075	-30.786	1265.935
-95.076	-32.090	1266.019
-95.032	-33.544	1265.975
-94.952	-34.801	1265.986
-94.924	-36.067	1266.061
-94.870	-37.360	1266.109
-94.808	-38.663	1266.054
-94.727	-39.910	1266.099
-94.623	-41.321	1266.098
-94.599	-42.587	1266.030
-94.613	-43.983	1265.947
-94.563	-45.384	1265.689
-94.533	-46.762	1265.576
-94.529	-48.285	1265.389
-94.561	-49.870	1265.171
-94.580	-51.377	1264.943
-94.667	-53.157	1264.741
-94.781	-54.679	1264.569
-94.924	-56.499	1264.281
-95.073	-58.014	1264.062
-95.455	-59.919	1263.730
-95.576	-61.454	1263.404
-95.746	-62.873	1263.170
-95.959	-64.347	1262.924
-96.124	-65.656	1262.743
-96.367	-66.875	1262.597
-96.650	-68.035	1262.515
-96.973	-69.042	1262.478
-97.307	-69.810	1262.511
-97.609	-70.366	1262.542
-97.919	-70.764	1262.655
-98.182	-70.978	1262.792
-98.464	-71.060	1262.929
-98.732	-71.018	1263.063
-98.969	-70.902	1263.178
-99.151	-70.739	1263.305
-99.351	-70.562	1263.427
-99.534	-70.387	1263.575
-99.701	-70.234	1263.697
-99.813	-70.131	1263.821
-99.933	-70.048	1263.969
-100.073	-70.126	1264.131
-100.164	-70.300	1264.276
-100.274	-70.573	1264.413
-100.362	-70.962	1264.585
-100.509	-71.540	1264.834
-100.680	-72.316	1265.171
-100.847	-73.136	1265.439
-100.960	-73.993	1265.677
-101.058	-75.164	1265.891
-101.143	-76.253	1266.084
-101.220	-77.517	1266.338
-101.394	-78.879	1266.527
-101.466	-80.101	1266.743
-101.481	-81.531	1267.043
-101.541	-82.748	1267.259
-101.639	-84.110	1267.566
-101.677	-85.397	1267.830
-101.667	-86.710	1268.067
-101.714	-87.932	1268.250
-101.705	-89.247	1268.423
-101.673	-90.487	1268.594
-101.679	-91.793	1268.808
-101.714	-93.089	1268.915
-101.653	-94.280	1268.983
-101.618	-95.579	1269.077
-101.623	-96.770	1269.168
-101.611	-97.955	1269.294
-101.612	-99.170	1269.513
-101.692	-100.312	1269.689
-101.681	-101.403	1269.823
-101.656	-102.461	1270.041
-101.655	-103.557	1270.146
-101.729	-104.654	1270.319
-101.789	-105.608	1270.478
-101.752	-106.685	1270.699
-101.744	-107.616	1270.853
-101.726	-108.382	1271.014
-101.676	-109.255	1271.200
-101.645	-110.178	1271.401
-101.620	-111.052	1271.615
-101.600	-111.818	1271.780
-101.573	-112.590	1271.866
-101.543	-113.301	1271.958
-101.484	-113.963	1272.053
-101.458	-114.614	1272.142
-101.444	-115.210	1272.214
-101.421	-115.774	1272.310
-101.408	-116.241	1272.414
-101.418	-116.673	1272.525
-101.418	-117.036	1272.601
-101.431	-117.391	1272.673
-101.431	-117.711	1272.698
-101.453	-117.953	1272.717
-101.471	-118.125	1272.728
-101.510	-118.183	1272.713
-101.559	-118.090	1272.752
-101.608	-117.921	1272.781
-101.661	-117.650	1272.813
-101.700	-117.290	1272.848
-101.708	-116.845	1272.887
-101.714	-116.330	1272.920
-101.704	-115.741	1272.965
-101.693	-115.061	1273.018
-101.678	-114.303	1273.074
-101.658	-113.582	1273.123
-101.408	-112.497	1273.272
-101.337	-111.592	1273.298
-101.188	-110.682	1273.336
-100.992	-109.823	1273.325
-100.856	-108.912	1273.307
-100.772	-107.932	1273.213
-100.659	-107.073	1273.140
-100.462	-106.154	1273.042
-100.307	-105.134	1272.909
-100.166	-104.243	1272.777
-99.965	-103.340	1272.668
-99.805	-102.495	1272.501
-99.630	-101.667	1272.287
-99.431	-100.739	1272.008
-99.256	-99.812	1271.656
-99.127	-98.959	1271.404
-98.929	-98.213	1271.172
-98.752	-97.392	1270.941
-98.680	-96.534	1270.686
-98.632	-95.758	1270.488
-98.569	-95.007	1270.332
-98.548	-94.284	1270.166
-98.553	-93.574	1270.024
-98.591	-92.891	1269.926
-98.608	-92.198	1269.885
-98.651	-91.596	1269.837
-98.701	-90.946	1269.790
-98.787	-90.324	1269.761
-98.899	-89.782	1269.765
-98.998	-89.242	1269.790
-99.127	-88.727	1269.847
-99.266	-88.216	1269.937
-99.426	-87.751	1269.997
-99.527	-87.254	1270.084
-99.639	-86.730	1270.119
-99.710	-86.249	1270.134
-99.818	-85.848	1270.152
-99.929	-85.427	1270.146
-100.039	-85.060	1270.181
-100.174	-84.710	1270.308
-100.305	-84.448	1270.384
-100.430	-84.167	1270.453
-100.575	-83.862	1270.554
-100.680	-83.543	1270.640
-100.764	-83.218	1270.709
-100.862	-82.842	1270.799
-100.977	-82.495	1270.896
-101.109	-82.146	1271.056
-101.233	-81.855	1271.211
-101.374	-81.611	1271.353
-101.543	-81.372	1271.504
-101.702	-81.113	1271.732
-101.840	-80.875	1271.959
-101.997	-80.600	1272.230
-102.187	-80.290	1272.513
-102.408	-80.060	1272.743
-102.609	-79.853	1272.981
-102.839	-79.599	1273.302
-103.048	-79.368	1273.561
-103.275	-79.172	1273.803
-103.489	-78.950	1274.039
-103.704	-78.739	1274.269
-103.896	-78.588	1274.441
-104.045	-78.410	1274.612
-104.182	-78.227	1274.759
-104.272	-77.969	1274.840
-104.292	-77.773	1274.828
-104.294	-77.576	1274.832
-104.257	-77.341	1274.817
-104.207	-77.120	1274.806
-104.149	-76.899	1274.800
-104.090	-76.682	1274.797
-104.052	-76.459	1274.814
-104.019	-76.266	1274.820
-103.987	-76.085	1274.842
-103.961	-75.899	1274.856
-103.932	-75.739	1274.876
-103.905	-75.614	1274.870
-103.858	-75.479	1274.845
-103.801	-75.371	1274.797
-103.714	-75.284	1274.757
-103.647	-75.152	1274.709
-103.579	-75.070	1274.673
-103.526	-74.989	1274.643
-103.460	-74.875	1274.615
-103.440	-74.786	1274.617
-103.403	-74.680	1274.597
-103.342	-74.581	1274.604
-103.315	-74.499	1274.583
-103.286	-74.406	1274.572
-103.256	-74.304	1274.574
-103.236	-74.198	1274.592
-103.205	-74.105	1274.630
-103.192	-73.991	1274.664
-103.176	-73.901	1274.694
-103.172	-73.800	1274.739
-103.186	-73.719	1274.779
-103.148	-73.601	1274.838
-103.083	-73.446	1274.986
-103.056	-73.300	1275.019
-103.036	-73.154	1275.048
-102.975	-73.004	1275.036
-102.934	-72.861	1275.010
-102.892	-72.701	1274.982
-102.843	-72.554	1274.947
-102.774	-72.405	1274.917
-102.726	-72.249	1274.883
-102.677	-72.097	1274.841
-102.623	-71.941	1274.806
-102.606	-71.775	1274.762
-102.566	-71.594	1274.742
-102.541	-71.399	1274.726
-102.508	-71.183	1274.721
-102.485	-70.939	1274.737
-102.469	-70.649	1274.767
-102.482	-70.359	1274.804
-102.492	-69.993	1274.827
-102.542	-69.559	1274.848
-102.651	-68.981	1274.898
-102.785	-68.285	1275.008
-102.991	-67.432	1275.146
-103.279	-66.562	1275.346
-103.617	-65.488	1275.549
-103.972	-64.356	1275.824
-104.458	-63.122	1276.112
-104.960	-61.754	1276.429
-105.438	-60.369	1276.740
-106.044	-58.808	1276.996
-106.574	-57.207	1277.276
-107.156	-55.514	1277.469
-107.702	-53.881	1277.673
-108.235	-52.151	1277.864
-108.720	-50.612	1278.020
-109.224	-48.962	1278.166
-109.688	-47.499	1278.249
-110.326	-45.810	1278.068
-110.692	-44.440	1278.151
-110.977	-43.075	1278.131
-111.211	-41.873	1278.088
-111.402	-40.638	1278.045
-111.538	-39.606	1277.992
-111.675	-38.534	1277.958
-111.751	-37.621	1277.907
-111.729	-36.849	1277.871
-111.690	-36.034	1277.796
-111.623	-35.282	1277.711
-111.525	-34.676	1277.603
-111.396	-34.075	1277.504
-111.178	-33.514	1277.349
-110.975	-32.997	1277.181
-110.761	-32.547	1277.003
-110.504	-32.099	1276.800
-110.237	-31.718	1276.553
-110.003	-31.348	1276.331
-109.770	-31.035	1276.117
-109.529	-30.717	1275.888
-109.270	-30.435	1275.698
-109.045	-30.149	1275.503
-108.866	-29.812	1275.303
-108.712	-29.444	1275.117
-108.581	-29.059	1274.966
-108.507	-28.657	1274.813
-108.488	-28.264	1274.681
-108.521	-27.774	1274.522
-108.585	-27.220	1274.335
-108.709	-26.586	1274.178
-108.842	-25.938	1274.056
-109.023	-25.229	1273.942
-109.295	-24.424	1273.870
-109.567	-23.581	1273.818
-109.922	-22.815	1273.817
-110.318	-21.922	1273.872
-110.700	-20.996	1273.930
-111.111	-20.196	1274.009
-111.581	-19.299	1274.084
-112.094	-18.372	1274.218
-112.670	-17.558	1274.398
-113.178	-16.836	1274.587
-113.836	-15.920	1274.835
-114.414	-15.220	1275.110
-115.110	-14.558	1275.412
-115.837	-13.894	1275.745
-116.543	-13.224	1276.107
-117.262	-12.607	1276.485
-118.077	-12.020	1276.828
-118.818	-11.393	1277.193
-119.666	-10.744	1277.640
-120.507	-10.270	1277.947
-121.369	-9.735	1278.299
-122.202	-9.171	1278.725
-123.090	-8.626	1279.077
-123.896	-8.114	1279.377
-124.779	-7.557	1279.687
-125.554	-7.065	1279.974
-126.395	-6.505	1280.224
-127.107	-6.035	1280.466
-127.843	-5.455	1280.632
-128.521	-4.880	1280.786
-129.161	-4.312	1280.896
-129.756	-3.801	1280.975
-130.358	-3.175	1281.049
-130.966	-2.503	1281.263
-131.407	-1.926	1281.312
-131.802	-1.493	1281.352
-132.297	-0.976	1281.369
-132.679	-0.508	1281.354
-133.067	0.007	1281.325
-133.433	0.503	1281.301
-133.719	0.933	1281.244
-134.025	1.407	1281.183
-134.287	1.896	1281.137
-134.502	2.338	1281.067
-134.644	2.701	1280.976
-134.767	3.102	1280.909
-134.909	3.546	1280.868
-135.032	3.946	1280.860
-135.153	4.324	1280.856
-135.283	4.651	1280.860
-135.389	4.944	1280.889
-135.531	5.238	1280.916
-135.615	5.546	1280.944
-135.679	5.836	1280.995
-135.725	6.098	1280.996
-135.756	6.367	1280.992
-135.748	6.605	1280.969
-135.718	6.798	1280.900
-135.670	6.963	1280.801
-135.606	7.121	1280.695
-135.517	7.258	1280.576
-135.413	7.402	1280.463
-135.283	7.558	1280.295
-135.156	7.693	1280.162
-134.994	7.816	1280.043
-134.853	7.928	1279.963
-134.721	8.040	1279.903
-134.595	8.136	1279.854
-134.486	8.192	1279.806
-134.374	8.250	1279.791
-134.274	8.280	1279.793
-134.181	8.312	1279.803
-134.110	8.325	1279.839
-134.045	8.329	1279.897
-133.977	8.342	1279.988
-133.907	8.326	1280.077
-133.827	8.351	1280.150
-133.731	8.412	1280.193
-133.588	8.508	1280.216
-133.411	8.574	1280.168
-133.227	8.643	1280.109
-133.028	8.750	1280.072
-132.838	8.812	1280.025
-132.688	8.881	1280.001
-132.582	8.916	1279.993
-132.452	8.967	1279.997
-132.387	9.033	1280.001
-132.341	9.069	1280.025
-132.281	9.119	1280.071
-132.290	9.150	1280.143
-132.303	9.165	1280.264
