P1_Angle_r


90.285
90.279
90.282
90.276
90.267
90.245
90.216
90.302
90.297
90.292
90.286
90.284
90.285
90.278
90.276
90.273
90.276
90.265
90.271
90.272
90.281
90.278
90.282
90.274
90.278
90.282
90.279
90.288
90.279
90.272
90.273
90.264
90.273
90.280
90.283
90.282
90.288
90.277
90.284
90.283
90.290
90.293
90.292
90.290
90.299
90.295
90.302
90.309
90.307
90.294
90.300
90.300
90.295
90.290
90.295
90.292
90.291
90.295
90.294
90.291
90.295
90.298
90.293
90.289
90.297
90.297
90.305
90.306
90.309
90.313
90.310
90.314
90.324
90.322
90.322
90.321
90.321
90.325
90.328
90.328
90.343
90.334
90.341
90.349
90.346
90.353
90.363
90.361
90.362
90.374
90.382
90.386
90.396
90.389
90.393
90.379
90.382
90.390
90.384
90.385
90.389
90.385
90.387
90.380
90.384
90.382
90.372
90.371
90.372
90.366
90.371
90.376
90.373
90.372
90.372
90.376
90.371
90.370
90.365
90.371
90.367
90.369
90.373
90.378
90.377
90.373
90.382
90.379
90.379
90.380
90.387
90.384
90.392
90.387
90.397
90.395
90.395
90.397
90.396
90.408
90.407
90.405
90.410
90.407
90.403
90.396
90.397
90.399
90.396
90.387
90.390
90.390
90.385
90.382
90.384
90.379
90.379
90.384
90.372
90.377
90.372
90.373
90.374
90.367
90.371
90.368
90.372
90.369
90.371
90.366
90.369
90.375
90.375
90.374
90.377
90.379
90.381
90.394
90.401
90.410
90.424
90.445
90.462
90.478
90.506
90.500
90.515
90.537
90.580
90.597
90.586
90.564
90.489
90.387
90.241
90.049
89.857
89.682
89.541
89.424
89.300
89.111
88.941
88.658
88.295
87.813
87.190
86.509
85.697
84.801
83.857
82.821
81.686
80.512
79.311
78.004
76.588
75.106
73.554
71.997
70.299
68.640
66.964
65.416
63.795
62.237
60.742
59.316
57.955
56.745
55.596
54.544
53.572
52.678
51.843
51.030
50.315
49.640
49.130
48.612
48.159
47.821
47.526
47.261
47.054
46.864
46.699
46.532
46.385
46.230
46.016
45.634
45.235
44.690
44.122
43.547
42.992
42.452
41.928
41.402
40.908
40.440
39.962
39.491
39.027
38.534
38.070
37.694
37.293
36.889
36.495
36.165
35.845
35.533
35.173
34.866
34.572
34.340
34.035
33.805
33.526
33.284
33.001
32.700
32.383
32.133
31.833
31.551
31.246
30.987
30.714
30.471
30.247
30.081
29.977
29.922
29.919
29.955
30.031
30.074
30.116
30.142
30.138
30.125
30.091
30.054
30.026
30.020
30.012
30.039
30.050
30.077
30.109
30.171
30.226
30.244
30.293
30.307
30.295
30.264
30.170
30.179
30.028
29.933
29.889
29.865
29.847
29.850
29.904
29.971
30.036
30.087
30.135
30.179
30.219
30.237
30.327
30.300
30.283
30.299
30.307
30.310
30.330
30.369
30.417
30.453
30.470
30.486
30.484
30.472
30.454
30.437
30.412
30.382
30.345
30.301
30.257
30.197
30.139
30.096
30.054
30.028
30.029
30.036
30.044
30.060
30.082
30.125
30.175
30.229
30.297
30.372
30.469
30.556
30.662
30.797
30.923
31.079
31.246
31.417
31.601
31.802
32.004
32.172
32.351
32.523
32.653
32.750
32.854
32.960
33.046
33.097
33.133
33.145
33.161
33.182
33.243
33.366
33.498
33.761
