P1_hand_lP1_hands_pos_X	P1_hand_lP1_hands_pos_Y	P1_hand_lP1_hands_pos_Z	P1_hand_rP1_hands_pos_X	P1_hand_rP1_hands_pos_Y	P1_hand_rP1_hands_pos_Z
20.179	124.467	956.372	45.896	-44.088	973.981
20.269	124.389	956.216	45.919	-43.853	973.811
20.359	124.346	956.062	45.972	-43.614	973.679
20.464	124.317	955.908	46.051	-43.347	973.474
20.586	124.337	955.761	46.201	-43.082	973.301
20.739	124.391	955.621	46.365	-42.834	973.136
20.886	124.478	955.449	46.553	-42.607	972.930
21.063	124.551	955.252	46.770	-42.410	972.725
21.247	124.592	955.039	46.984	-42.257	972.568
21.483	124.634	954.835	47.247	-42.093	972.413
21.735	124.666	954.595	47.543	-41.906	972.286
21.957	124.703	954.414	47.904	-41.747	972.167
22.160	124.715	954.239	48.224	-41.655	972.016
22.356	124.752	954.060	48.538	-41.566	971.885
22.562	124.749	953.891	48.836	-41.494	971.764
22.776	124.726	953.695	49.153	-41.456	971.675
22.983	124.726	953.501	49.496	-41.440	971.593
23.201	124.717	953.282	49.829	-41.441	971.524
23.391	124.695	953.054	50.187	-41.456	971.419
23.578	124.580	952.791	50.558	-41.458	971.285
23.773	124.537	952.540	50.885	-41.432	971.237
23.965	124.425	952.271	51.172	-41.395	971.132
24.203	124.391	952.064	51.406	-41.324	971.012
24.444	124.330	951.849	51.570	-41.199	970.834
24.651	124.295	951.623	51.678	-41.017	970.576
24.851	124.208	951.410	51.830	-40.882	970.449
25.045	124.160	951.188	51.949	-40.744	970.332
25.221	124.095	950.975	51.978	-40.662	970.127
25.379	123.977	950.692	52.085	-40.534	970.008
25.500	123.890	950.484	52.184	-40.399	969.882
25.634	123.807	950.281	52.271	-40.275	969.774
25.747	123.730	950.086	52.400	-40.153	969.664
25.855	123.692	949.899	52.519	-40.089	969.576
25.963	123.638	949.763	52.651	-40.008	969.495
26.081	123.603	949.624	52.783	-39.943	969.441
26.178	123.570	949.487	52.911	-39.916	969.383
26.308	123.516	949.336	53.050	-39.911	969.329
26.439	123.490	949.166	53.161	-39.859	969.268
26.574	123.471	948.992	53.272	-39.791	969.188
26.731	123.466	948.843	53.384	-39.752	969.090
26.880	123.459	948.688	53.473	-39.655	969.011
27.033	123.450	948.528	53.570	-39.528	968.912
27.169	123.440	948.381	53.648	-39.405	968.809
27.318	123.410	948.211	53.746	-39.276	968.720
27.441	123.402	948.070	53.831	-39.123	968.621
27.556	123.401	947.924	53.940	-38.987	968.538
27.705	123.397	947.763	54.028	-38.823	968.420
27.837	123.425	947.607	54.118	-38.663	968.316
27.990	123.435	947.425	54.215	-38.551	968.191
28.128	123.416	947.249	54.290	-38.438	968.092
28.281	123.422	947.052	54.364	-38.288	967.984
28.401	123.418	946.855	54.488	-38.196	967.876
28.560	123.388	946.648	54.614	-38.114	967.769
28.717	123.343	946.415	54.732	-38.038	967.662
28.924	123.325	946.184	54.869	-37.931	967.551
29.123	123.273	945.973	54.997	-37.836	967.456
29.325	123.271	945.793	55.097	-37.743	967.368
29.529	123.260	945.604	55.194	-37.627	967.270
29.676	123.265	945.443	55.324	-37.517	967.177
29.825	123.262	945.286	55.402	-37.385	967.044
29.962	123.276	945.170	55.489	-37.271	966.932
30.101	123.272	945.041	55.552	-37.144	966.826
30.202	123.272	944.923	55.604	-37.037	966.745
30.292	123.237	944.794	55.637	-36.935	966.659
30.408	123.221	944.664	55.684	-36.821	966.575
30.475	123.218	944.533	55.702	-36.713	966.492
30.573	123.210	944.377	55.717	-36.601	966.433
30.690	123.216	944.213	55.714	-36.524	966.356
30.777	123.216	944.067	55.710	-36.420	966.275
30.855	123.243	943.952	55.658	-36.317	966.186
30.902	123.233	943.813	55.641	-36.236	966.118
30.946	123.221	943.704	55.630	-36.138	966.047
31.012	123.223	943.612	55.630	-36.045	965.970
31.077	123.208	943.513	55.637	-35.969	965.904
31.134	123.215	943.408	55.654	-35.913	965.858
31.194	123.180	943.308	55.646	-35.877	965.805
31.270	123.188	943.233	55.655	-35.837	965.762
31.331	123.223	943.130	55.661	-35.816	965.781
31.413	123.237	943.045	55.651	-35.785	965.743
31.456	123.275	942.956	55.653	-35.786	965.755
31.537	123.294	942.868	55.669	-35.798	965.749
31.595	123.329	942.794	55.671	-35.813	965.725
31.683	123.376	942.700	55.665	-35.750	965.695
31.744	123.450	942.626	55.651	-35.721	965.647
31.828	123.515	942.569	55.651	-35.644	965.586
31.902	123.598	942.478	55.628	-35.574	965.531
31.990	123.694	942.399	55.618	-35.466	965.414
32.069	123.832	942.349	55.602	-35.348	965.309
32.169	123.998	942.285	55.613	-35.198	965.191
32.263	124.187	942.215	55.649	-35.090	965.063
32.389	124.439	942.137	55.714	-34.967	964.963
32.561	124.830	942.063	55.808	-34.898	964.834
32.672	125.264	942.038	55.910	-34.896	964.727
32.802	125.899	942.047	56.044	-34.966	964.667
33.000	126.784	942.119	56.259	-35.236	964.657
33.193	127.852	942.270	56.568	-35.555	964.689
33.405	129.103	942.419	57.007	-35.952	964.756
33.605	130.628	942.602	57.647	-36.354	964.839
33.768	132.259	942.922	58.389	-36.840	964.966
33.982	134.141	943.239	59.259	-37.487	965.010
34.129	136.073	943.740	60.366	-38.173	965.196
34.365	138.290	944.199	61.583	-39.212	965.358
34.479	140.619	944.584	63.195	-40.424	965.468
34.719	143.253	944.979	65.095	-41.965	965.587
34.927	145.796	945.344	67.128	-43.745	965.698
35.074	148.512	945.598	69.662	-45.837	965.780
35.245	151.237	945.845	72.292	-47.511	965.462
35.233	154.000	946.154	74.789	-49.634	965.228
35.171	157.026	946.393	77.268	-51.993	964.883
35.279	160.384	946.929	79.688	-53.841	964.129
35.318	163.675	947.164	82.080	-56.163	963.948
35.333	167.205	947.311	84.474	-58.613	963.731
35.194	170.659	947.222	86.758	-60.992	963.500
35.020	174.221	947.144	89.063	-63.368	963.513
34.905	177.965	946.980	91.606	-66.023	963.690
34.739	181.811	946.725	93.664	-68.490	963.850
34.431	185.817	946.612	95.907	-71.158	963.998
34.170	189.779	946.330	98.043	-73.887	964.388
33.765	192.864	945.870	100.366	-76.783	964.333
33.197	196.444	945.545	102.495	-79.600	964.720
32.774	199.988	945.205	104.647	-82.385	964.895
32.224	203.283	944.835	106.803	-85.293	965.027
31.573	206.485	944.539	109.001	-87.951	964.947
30.930	209.599	944.329	111.279	-90.400	964.962
30.326	212.210	943.839	113.405	-92.734	964.823
29.746	214.942	943.691	115.478	-95.069	964.651
29.129	217.525	943.568	117.134	-97.604	964.641
28.575	219.847	943.510	118.889	-99.792	964.523
27.963	222.012	943.489	120.539	-101.737	964.315
27.443	223.949	943.596	121.980	-103.574	964.231
26.801	225.637	943.768	123.249	-105.296	964.228
26.300	227.144	943.971	124.374	-106.993	964.224
25.786	228.433	944.214	125.403	-108.357	964.144
25.269	229.582	944.518	126.302	-109.683	964.159
24.798	230.491	944.747	127.093	-110.726	964.073
24.370	231.305	944.985	127.758	-111.653	964.051
23.912	231.912	945.181	128.360	-112.017	963.874
23.606	232.407	945.346	128.855	-112.723	963.890
23.360	232.825	945.470	129.278	-113.236	963.868
23.142	233.122	945.582	129.693	-113.547	963.832
23.011	233.301	945.649	129.990	-113.847	963.781
22.975	233.380	945.641	130.199	-113.940	963.703
23.007	233.348	945.627	130.380	-113.967	963.620
23.110	233.288	945.575	130.522	-113.892	963.514
23.234	233.117	945.488	130.632	-113.756	963.383
23.381	232.892	945.401	130.736	-113.627	963.266
23.538	232.624	945.282	130.801	-113.374	963.143
23.667	232.354	945.207	130.873	-113.115	963.054
23.806	232.069	945.113	130.944	-112.803	962.894
23.984	231.788	945.063	131.020	-112.453	962.714
24.200	231.504	944.999	131.050	-112.073	962.575
24.414	231.203	944.931	131.046	-111.652	962.390
24.579	230.844	944.860	131.010	-111.299	962.275
24.760	230.474	944.769	130.930	-111.042	962.202
24.919	230.090	944.668	130.885	-110.747	962.115
25.059	229.766	944.548	130.808	-110.478	962.083
25.176	229.467	944.458	130.702	-110.223	962.029
25.307	229.200	944.363	130.634	-109.976	961.995
25.469	228.906	944.283	130.544	-109.636	961.928
25.577	228.699	944.268	130.440	-109.365	961.889
25.698	228.492	944.264	130.348	-109.081	961.843
25.781	228.324	944.241	130.264	-108.873	961.786
25.865	228.121	944.219	130.215	-108.691	961.726
25.929	227.928	944.197	130.184	-108.546	961.710
25.969	227.738	944.140	130.174	-108.389	961.655
25.985	227.547	944.136	130.128	-108.235	961.622
26.028	227.398	944.156	130.115	-108.003	961.589
26.028	227.288	944.197	130.065	-107.862	961.588
26.031	227.166	944.268	130.016	-107.722	961.571
26.032	227.037	944.333	129.987	-107.602	961.588
26.050	226.869	944.388	129.966	-107.481	961.615
26.077	226.692	944.433	129.966	-107.400	961.616
26.132	226.453	944.445	130.001	-107.315	961.632
26.215	226.223	944.437	130.012	-107.269	961.626
26.283	225.956	944.433	130.056	-107.228	961.616
26.382	225.729	944.418	130.049	-107.184	961.611
26.488	225.499	944.404	130.042	-107.131	961.588
26.585	225.263	944.403	130.015	-107.082	961.610
26.678	225.021	944.410	129.915	-107.021	961.667
26.754	224.758	944.392	129.813	-106.936	961.722
26.845	224.488	944.406	129.708	-106.857	961.791
26.975	224.128	944.437	129.567	-106.734	961.834
27.085	223.743	944.539	129.417	-106.601	961.907
27.183	223.315	944.733	129.222	-106.382	961.952
27.256	222.876	945.025	129.020	-106.190	962.017
27.341	222.365	945.340	128.834	-105.972	962.046
27.457	221.904	945.738	128.640	-105.631	962.105
27.505	221.378	946.215	128.389	-105.222	962.159
27.625	220.650	946.641	128.048	-105.228	962.473
27.839	219.845	946.927	127.737	-104.795	962.517
28.081	218.901	947.134	127.452	-104.218	962.515
28.231	217.911	947.311	127.045	-103.599	962.505
28.526	216.722	947.438	126.550	-102.838	962.606
28.728	215.631	947.569	126.086	-102.112	962.527
29.061	214.305	947.659	125.576	-101.138	962.457
29.333	213.033	947.862	125.085	-100.154	962.406
29.703	211.959	948.304	124.472	-99.199	962.360
30.029	210.469	948.323	124.011	-97.947	962.255
30.355	208.925	948.397	123.347	-96.961	962.254
30.683	207.175	948.297	122.546	-95.873	962.249
31.017	205.468	948.144	121.736	-94.752	962.279
31.322	203.674	947.991	120.902	-93.574	962.275
31.775	201.854	947.745	119.980	-92.353	962.272
32.121	199.988	947.517	119.076	-90.967	962.200
32.549	198.089	947.262	118.211	-89.470	962.022
33.076	196.958	947.189	117.230	-87.792	961.607
33.534	194.850	946.940	116.329	-86.127	961.364
33.877	192.816	946.689	115.320	-84.268	960.867
34.173	190.802	946.453	114.253	-82.496	960.522
34.675	188.680	946.107	113.224	-80.827	960.191
34.858	186.549	945.936	112.540	-79.123	959.847
35.178	184.322	945.625	111.563	-77.450	959.467
35.459	182.268	945.361	110.508	-75.817	959.052
35.706	180.070	945.082	109.561	-73.998	958.638
36.007	177.824	944.695	108.414	-72.354	958.226
36.301	175.624	944.337	107.284	-70.697	957.585
36.635	173.339	943.916	106.231	-68.722	957.319
36.845	171.170	943.610	104.951	-66.878	956.705
37.226	169.023	943.219	103.771	-65.045	956.123
37.374	166.824	942.794	102.535	-63.071	955.519
37.632	164.575	942.260	101.387	-60.944	954.924
37.703	162.916	942.508	100.054	-58.919	954.331
37.809	160.565	942.075	98.622	-56.627	953.524
37.907	158.326	941.706	97.190	-54.537	953.018
37.886	156.036	941.189	95.716	-52.580	952.374
37.975	153.785	940.720	94.088	-50.652	951.749
37.881	151.664	940.433	92.218	-48.786	951.314
37.774	149.589	940.086	90.168	-47.465	951.596
37.580	147.646	939.909	88.436	-45.602	951.334
37.543	145.736	939.840	86.641	-44.116	950.762
37.401	144.033	939.723	84.837	-42.426	950.605
37.106	142.449	939.789	83.008	-40.999	950.489
36.923	141.229	939.733	81.308	-39.962	950.365
36.769	140.281	939.636	80.006	-39.116	950.166
36.581	139.766	939.578	78.913	-38.486	949.964
36.563	139.635	939.542	78.396	-38.078	949.646
36.701	139.823	939.445	78.302	-37.620	949.134
36.838	140.206	939.423	78.359	-37.105	948.596
36.976	140.661	939.413	78.473	-36.612	948.152
37.131	141.088	939.512	78.552	-36.013	947.803
37.245	141.443	939.614	78.622	-35.354	947.507
37.373	141.709	939.704	78.609	-34.699	947.213
37.533	141.854	939.790	78.415	-33.969	946.932
37.709	141.860	939.854	78.083	-33.171	946.671
37.827	141.713	939.904	77.688	-32.342	946.453
38.028	141.342	939.860	77.159	-31.403	946.212
38.221	140.937	939.718	76.481	-30.384	945.970
38.431	140.525	939.531	75.639	-29.418	945.767
38.665	140.222	939.275	74.852	-28.695	945.683
39.018	139.937	938.860	74.244	-28.113	945.573
39.411	139.824	938.476	73.732	-27.716	945.539
39.787	139.824	938.164	73.287	-27.473	945.551
40.134	139.972	937.753	73.022	-27.360	945.589
40.430	139.943	937.601	72.838	-27.356	945.696
40.671	140.185	937.446	72.702	-27.318	945.852
40.855	140.262	937.250	72.613	-27.312	945.999
40.963	140.291	937.143	72.525	-27.332	946.154
41.005	140.220	937.043	72.470	-27.304	946.326
41.028	140.146	936.952	72.422	-27.314	946.433
41.037	140.054	936.874	72.434	-27.316	946.502
41.043	139.978	936.795	72.484	-27.307	946.529
41.047	139.935	936.717	72.528	-27.287	946.534
41.020	139.907	936.644	72.612	-27.240	946.496
41.015	139.874	936.597	72.679	-27.210	946.420
41.020	139.875	936.548	72.745	-27.155	946.371
41.035	139.925	936.509	72.824	-27.102	946.320
41.029	139.983	936.492	72.890	-27.071	946.277
41.070	140.108	936.546	72.982	-27.010	946.258
41.153	140.242	936.525	73.056	-26.987	946.249
41.221	140.449	936.557	73.130	-26.995	946.232
41.271	140.653	936.572	73.232	-27.117	946.135
41.367	140.917	936.574	73.364	-27.198	946.059
41.456	141.332	936.498	73.555	-27.356	945.981
41.586	141.932	936.376	73.818	-27.550	945.943
41.744	142.590	936.162	74.214	-27.895	945.831
41.893	143.354	935.952	74.749	-28.389	945.724
42.005	144.298	935.743	75.448	-29.038	945.679
42.168	145.288	935.507	76.262	-29.713	945.661
42.426	146.468	935.290	77.245	-30.662	945.718
42.713	147.787	935.079	78.300	-31.762	945.911
42.868	149.262	934.909	79.543	-33.003	946.175
43.011	150.843	934.921	80.817	-34.410	946.441
43.026	152.630	935.037	82.250	-36.051	946.897
43.079	154.604	935.248	83.832	-37.760	947.372
42.936	156.795	935.523	85.488	-39.528	947.830
42.737	159.194	936.086	87.259	-41.742	948.433
42.626	161.781	936.604	89.033	-43.962	949.076
42.113	164.484	937.274	90.954	-46.189	950.125
41.536	167.378	938.125	93.006	-48.709	950.893
40.778	170.303	938.905	95.117	-51.241	950.877
39.960	173.272	939.608	97.396	-53.960	951.969
39.435	176.344	940.187	99.516	-56.902	952.477
38.826	179.436	940.838	101.633	-60.820	953.617
38.142	182.571	941.533	103.765	-63.840	954.140
37.370	185.651	942.067	105.565	-66.868	954.650
36.650	188.632	942.588	107.654	-70.049	955.256
35.891	191.518	943.186	109.720	-73.247	955.792
34.982	193.553	943.468	111.811	-76.382	956.267
34.291	196.153	943.942	113.702	-79.439	956.769
33.592	198.552	944.482	115.431	-82.373	957.227
32.823	200.834	944.886	116.998	-85.121	957.693
32.046	202.937	945.217	118.375	-87.802	958.167
31.327	204.847	945.632	119.670	-90.473	958.784
30.820	206.549	946.012	120.784	-92.834	959.103
30.118	208.206	946.441	121.819	-95.021	959.417
29.592	209.587	946.761	122.838	-96.932	959.720
28.948	210.742	947.093	123.671	-98.590	959.975
28.510	211.793	947.436	124.500	-100.015	960.092
28.070	212.526	947.718	125.106	-101.483	960.325
27.570	212.751	947.573	125.328	-102.564	960.567
27.189	213.152	947.759	125.622	-103.700	960.800
26.925	213.423	947.897	125.859	-104.487	960.970
26.741	213.557	947.943	125.968	-105.171	961.110
26.645	213.600	947.967	125.978	-105.758	961.281
26.599	213.554	947.975	125.863	-106.218	961.416
26.608	213.423	947.997	125.671	-106.446	961.533
26.652	213.177	947.988	125.452	-106.516	961.615
26.755	212.834	947.994	125.150	-106.453	961.688
26.973	212.383	947.941	124.863	-106.252	961.761
27.217	211.806	947.872	124.559	-105.911	961.839
27.610	211.363	948.070	124.254	-105.396	961.889
27.840	210.489	947.961	123.824	-104.894	961.970
28.090	209.517	947.832	123.459	-104.343	962.062
28.332	208.356	947.657	123.072	-103.535	962.043
28.741	207.092	947.486	122.681	-102.636	962.013
28.996	205.659	947.355	122.194	-102.189	962.179
29.331	204.201	947.201	121.954	-100.771	961.907
29.751	202.485	947.007	121.281	-99.806	961.734
30.067	200.779	946.960	120.653	-98.698	961.558
30.632	199.002	946.785	119.948	-97.468	961.316
31.062	197.005	946.605	119.203	-96.202	961.048
31.591	195.057	946.380	118.380	-94.909	960.783
31.994	193.037	946.248	117.558	-93.440	960.578
32.575	190.855	946.057	116.722	-91.784	960.312
32.896	188.652	945.870	115.784	-90.099	959.968
33.311	186.281	945.600	114.915	-88.372	959.651
33.883	184.568	945.411	113.950	-86.617	959.426
34.147	182.282	945.239	113.032	-84.750	959.227
34.416	179.907	945.119	111.889	-82.911	958.918
34.728	177.621	944.909	110.735	-80.873	958.527
34.951	175.293	944.746	109.642	-78.685	957.941
35.123	172.888	944.530	108.446	-76.486	957.259
35.360	170.350	944.154	107.276	-74.172	956.491
35.378	167.897	943.639	106.021	-71.825	955.766
35.631	165.236	943.066	104.680	-69.336	954.998
35.703	162.502	942.607	103.242	-66.790	954.293
35.876	159.674	942.035	102.146	-64.145	953.548
35.899	156.862	941.587	100.655	-61.116	952.731
35.850	153.927	941.209	98.728	-57.985	951.796
35.751	150.912	940.979	96.851	-55.194	951.213
35.228	147.839	941.106	94.371	-52.779	950.837
34.323	144.872	941.184	91.541	-50.378	950.816
33.924	141.778	940.946	89.029	-48.490	950.993
33.506	138.897	940.566	86.677	-46.950	950.887
32.810	136.262	940.393	84.544	-45.052	951.275
32.253	133.690	940.094	83.079	-42.999	950.388
31.562	131.053	940.299	81.794	-41.018	949.333
30.950	128.664	940.206	80.709	-38.959	948.211
30.687	126.800	939.803	79.906	-36.828	946.870
30.803	125.471	939.371	79.328	-34.869	945.148
31.230	124.867	938.916	79.233	-32.737	943.617
31.949	125.127	938.252	79.779	-30.858	941.670
33.062	126.156	937.490	80.148	-29.252	939.818
34.337	127.257	936.633	80.194	-27.813	938.627
35.398	128.277	935.802	79.996	-26.761	937.868
36.167	129.244	935.279	79.615	-26.016	937.474
36.596	130.057	934.950	79.280	-25.600	937.361
36.814	130.643	934.904	78.994	-25.375	937.427
36.833	131.158	935.039	78.661	-25.198	937.604
36.645	131.647	935.282	78.324	-25.059	937.832
36.406	132.062	935.580	77.935	-24.907	938.102
36.185	132.357	935.879	77.525	-25.022	938.118
36.072	132.824	936.595	77.173	-24.761	938.739
35.939	132.908	936.760	76.827	-24.764	939.059
35.837	132.914	936.897	76.418	-24.802	939.369
35.789	132.834	936.979	76.064	-24.824	939.583
35.751	132.650	937.028	75.763	-24.871	939.784
35.792	132.426	937.010	75.559	-24.923	939.972
35.890	132.251	936.965	75.416	-24.923	940.162
36.033	132.018	936.829	75.284	-24.902	940.338
36.196	131.812	936.655	75.179	-24.814	940.525
36.357	131.611	936.430	75.066	-24.920	940.424
36.502	131.370	936.110	74.953	-24.810	940.558
36.699	131.111	935.784	74.850	-24.436	941.000
36.959	130.821	935.405	74.707	-24.281	941.105
37.277	130.564	935.026	74.560	-24.138	941.175
37.617	130.313	934.613	74.396	-23.967	941.237
37.902	130.102	934.323	74.245	-23.783	941.269
38.156	129.930	934.036	74.119	-23.598	941.322
38.333	129.411	933.277	74.016	-23.633	941.072
38.552	129.239	932.981	73.984	-23.445	941.091
38.746	129.060	932.760	73.948	-23.261	941.082
38.943	128.966	932.593	73.894	-23.043	941.090
39.041	128.907	932.495	73.838	-22.822	941.065
39.069	128.874	932.484	73.735	-22.626	941.067
39.037	128.787	932.549	73.627	-22.441	941.114
38.952	128.653	932.657	73.486	-22.271	941.134
38.796	128.488	932.791	73.326	-22.095	941.151
38.612	128.297	932.959	73.096	-21.914	941.193
38.453	128.108	933.128	72.854	-21.759	941.220
38.300	127.937	933.298	72.625	-21.570	941.245
38.133	127.860	933.518	72.406	-21.443	941.274
37.972	127.763	933.720	72.173	-21.326	941.349
37.844	127.612	933.893	71.921	-21.225	941.424
37.656	127.476	934.050	71.627	-21.075	941.478
37.455	127.319	934.207	71.310	-20.929	941.523
37.224	127.119	934.376	70.973	-20.740	941.551
36.999	126.982	934.604	70.615	-20.529	941.579
36.731	126.808	934.819	70.271	-20.294	941.572
36.479	126.612	935.055	69.936	-19.993	941.553
36.262	126.418	935.187	69.553	-19.733	941.522
36.093	126.266	935.387	69.197	-19.471	941.534
35.907	126.077	935.504	68.874	-19.170	941.551
35.771	125.839	935.548	68.549	-18.883	941.517
35.605	125.628	935.503	68.222	-18.587	941.424
35.508	125.429	935.451	67.900	-18.303	941.317
35.424	125.220	935.375	67.671	-18.027	941.202
35.362	125.028	935.261	67.499	-17.773	941.037
35.346	124.830	935.126	67.338	-17.517	940.897
35.326	124.641	934.977	67.214	-17.337	940.768
35.281	124.472	934.850	67.035	-17.112	940.669
35.196	124.310	934.771	66.866	-16.935	940.560
35.116	124.178	934.737	66.687	-16.773	940.436
35.024	124.080	934.703	66.500	-16.636	940.346
34.890	123.986	934.711	66.303	-16.476	940.302
34.771	123.936	934.725	65.997	-16.315	940.269
34.636	123.950	934.758	65.641	-16.175	940.229
34.453	124.010	934.831	65.260	-16.012	940.126
34.271	124.096	934.942	64.916	-15.870	940.009
34.018	124.175	935.138	64.536	-15.634	939.903
33.730	124.269	935.348	64.108	-15.452	939.847
33.382	124.329	935.609	63.606	-15.205	939.839
32.970	124.411	935.853	63.098	-14.967	939.800
32.526	124.479	936.159	62.595	-14.684	939.743
32.049	124.581	936.438	61.978	-14.378	939.617
31.596	124.638	936.707	61.399	-14.049	939.533
31.168	124.693	936.930	60.798	-13.732	939.442
30.737	124.760	937.204	60.192	-13.623	939.495
30.260	124.785	937.488	59.610	-13.377	939.441
29.733	124.742	937.743	58.915	-13.067	939.420
29.106	124.647	938.113	58.238	-12.718	939.397
28.514	124.560	938.420	57.551	-12.438	939.307
27.971	124.415	938.728	56.890	-12.117	939.184
27.303	124.280	939.116	56.309	-11.865	939.037
26.641	124.138	939.560	55.615	-11.584	938.894
25.982	123.969	940.117	54.924	-11.328	938.806
25.326	123.809	940.655	54.286	-11.174	938.705
24.682	123.579	941.139	53.652	-10.995	938.644
24.115	123.416	941.632	53.081	-10.896	938.631
23.652	123.344	942.141	52.542	-10.852	938.667
23.165	123.312	942.689	51.944	-10.872	938.757
22.698	123.307	943.215	51.437	-10.931	938.948
22.247	123.234	943.669	50.989	-11.021	939.132
21.769	123.199	944.220	50.609	-11.157	939.349
21.276	123.178	944.931	50.291	-11.305	939.596
20.690	123.162	945.734	50.011	-11.541	939.861
20.177	123.269	946.461	49.690	-11.793	940.235
19.562	123.230	947.279	49.427	-12.088	940.630
18.990	123.222	948.066	49.166	-12.440	941.081
18.389	123.277	948.851	48.894	-12.768	941.561
17.745	123.253	949.584	48.654	-13.071	942.089
17.094	123.228	950.347	48.374	-13.431	942.515
16.379	123.189	951.159	48.022	-13.850	943.009
15.612	123.110	951.924	47.617	-14.275	943.464
14.752	122.953	952.752	47.211	-14.614	943.955
13.919	122.817	953.604	46.830	-14.943	944.415
13.081	122.663	954.363	46.429	-15.293	944.828
12.149	122.360	955.196	45.967	-15.672	945.375
11.279	122.160	955.971	45.516	-16.088	945.874
10.481	121.947	956.690	45.041	-16.531	946.323
9.615	121.683	957.416	44.519	-16.982	946.840
8.786	121.464	958.101	43.993	-17.400	947.408
7.968	121.194	958.756	43.388	-17.807	947.986
7.130	120.936	959.435	42.722	-18.260	948.573
6.220	120.717	960.110	42.345	-18.802	949.320
5.376	120.481	960.673	41.767	-19.199	949.851
4.550	120.172	961.389	41.127	-19.694	950.304
3.675	119.884	962.014	40.534	-20.082	950.783
2.773	119.677	962.600	39.997	-20.402	951.273
2.061	119.500	963.124	39.380	-20.730	951.787
1.332	119.336	963.627	38.819	-21.044	952.245
0.520	119.159	964.167	38.300	-21.291	952.658
-0.166	119.009	964.655	37.846	-21.527	952.989
-0.707	118.923	965.030	37.375	-21.789	953.315
-1.305	118.857	965.425	36.907	-21.993	953.641
-1.905	118.813	965.798	36.413	-22.131	953.916
-2.449	118.758	966.166	35.977	-22.226	954.158
-2.905	118.756	966.500	35.650	-22.290	954.399
-3.305	118.772	966.785	35.360	-22.367	954.582
-3.669	118.790	967.024	35.110	-22.440	954.739
-4.033	118.810	967.297	34.933	-22.517	954.867
-4.445	118.826	967.598	34.790	-22.589	954.976
-4.794	118.844	967.877	34.679	-22.642	955.075
-5.104	118.849	968.118	34.595	-22.703	955.143
-5.369	118.812	968.352	34.583	-22.735	955.232
-5.649	118.781	968.572	34.562	-22.777	955.309
-5.892	118.788	968.747	34.565	-22.831	955.391
-6.118	118.761	968.916	34.569	-22.883	955.456
-6.288	118.690	969.012	34.567	-22.944	955.554
-6.457	118.588	969.112	34.557	-23.016	955.648
-6.623	118.467	969.191	34.552	-23.091	955.756
-6.795	118.309	969.277	34.561	-23.162	955.840
-6.953	118.186	969.337	34.576	-23.230	955.925
-7.077	118.055	969.419	34.618	-23.322	956.006
-7.183	117.962	969.472	34.699	-23.370	956.064
-7.275	117.855	969.522	34.801	-23.410	956.104
-7.342	117.784	969.553	34.900	-23.445	956.105
-7.403	117.682	969.551	35.005	-23.500	956.131
-7.456	117.569	969.569	35.126	-23.533	956.144
-7.485	117.464	969.557	35.234	-23.569	956.158
-7.549	117.351	969.550	35.369	-23.587	956.163
-7.611	117.232	969.551	35.472	-23.605	956.132
-7.700	117.084	969.549	35.581	-23.606	956.105
-7.809	116.924	969.558	35.663	-23.599	956.053
-7.892	116.777	969.535	35.747	-23.575	956.029
-7.977	116.652	969.537	35.824	-23.546	955.977
-8.024	116.538	969.515	35.886	-23.511	955.970
-8.049	116.474	969.505	35.940	-23.494	955.962
-8.050	116.430	969.459	35.937	-23.462	955.956
-8.038	116.388	969.408	35.913	-23.457	955.968
-7.964	116.351	969.331	35.799	-23.426	955.929
-7.867	116.331	969.268	35.661	-23.380	955.951
-7.745	116.284	969.154	35.483	-23.305	955.953
-7.594	116.194	968.993	35.239	-23.239	955.965
-7.426	116.058	968.791	35.014	-23.147	955.968
-7.301	115.883	968.575	34.796	-23.004	955.882
-7.101	115.669	968.313	34.590	-22.818	955.832
-6.883	115.448	968.029	34.420	-22.676	955.779
-6.720	115.200	967.753	34.245	-22.500	955.726
-6.567	114.972	967.477	33.983	-22.289	955.714
-6.476	114.719	967.199	33.700	-22.100	955.652
-6.447	114.435	966.963	33.398	-21.912	955.623
-6.466	114.121	966.777	33.130	-21.770	955.609
-6.531	113.854	966.674	32.895	-21.693	955.635
-6.654	113.561	966.621	32.623	-21.586	955.675
-6.817	113.118	966.560	32.407	-21.541	955.709
-6.954	112.752	966.512	32.295	-21.485	955.722
-7.063	112.409	966.515	32.351	-21.456	955.716
-7.157	112.118	966.540	32.342	-21.468	955.746
-7.240	111.841	966.583	32.290	-21.501	955.829
-7.318	111.603	966.628	32.230	-21.558	955.947
-7.399	111.401	966.680	32.124	-21.572	955.931
-7.472	111.238	966.728	31.982	-21.561	955.913
-7.512	111.130	966.788	32.203	-21.666	956.137
-7.535	111.081	966.833	32.273	-21.703	956.215
-7.525	111.042	966.856	32.314	-21.641	956.295
-7.489	110.987	966.854	32.351	-21.579	956.320
-7.410	110.978	966.838	32.357	-21.460	956.322
-7.339	111.067	966.802	32.437	-21.363	956.263
-7.266	111.201	966.830	32.549	-21.244	956.179
-7.201	111.399	966.836	32.538	-21.166	956.129
-7.182	111.558	966.877	32.471	-21.089	956.109
