P1_hand_lP1_hands_pos_X	P1_hand_lP1_hands_pos_Y	P1_hand_lP1_hands_pos_Z	P1_hand_rP1_hands_pos_X	P1_hand_rP1_hands_pos_Y	P1_hand_rP1_hands_pos_Z
-69.916	87.854	981.927	153.201	5.957	771.058
-69.839	88.062	981.737	153.200	5.944	771.064
-69.722	88.351	981.556	153.217	5.967	771.062
-69.593	88.649	981.347	153.224	5.959	771.064
-69.505	88.992	981.206	153.213	5.995	771.054
-69.452	89.289	981.057	153.217	5.991	771.081
-69.406	89.579	980.942	153.231	5.979	771.080
-69.346	89.849	980.865	153.233	5.974	771.086
-69.293	90.090	980.793	153.265	5.965	771.094
-69.284	90.315	980.769	153.280	5.962	771.091
-69.307	90.495	980.749	153.299	5.957	771.085
-69.339	90.638	980.733	153.332	5.953	771.053
-69.351	90.749	980.720	153.336	5.936	771.087
-69.390	90.903	980.702	153.366	5.941	771.069
-69.374	91.057	980.673	153.371	5.949	771.064
-69.361	91.290	980.648	153.367	5.944	771.065
-69.366	91.538	980.642	153.375	5.947	771.070
-69.333	91.814	980.613	153.378	5.954	771.055
-69.296	92.064	980.598	153.372	5.949	771.059
-69.197	92.095	980.510	153.388	5.960	771.063
-69.026	91.715	980.218	153.414	5.955	771.061
-68.852	91.153	980.054	153.413	5.943	771.048
-68.640	90.748	980.276	153.446	5.954	771.042
-68.629	90.921	980.990	153.453	5.944	771.056
-68.490	91.583	982.006	153.470	5.971	771.042
-68.405	92.626	983.415	153.479	5.925	771.042
-68.214	93.848	984.603	153.503	5.917	771.031
-67.724	95.312	985.837	153.515	5.910	771.041
-67.267	96.750	987.120	153.540	5.893	771.044
-66.607	98.328	988.221	153.556	5.857	771.053
-65.986	100.113	989.320	153.583	5.874	771.055
-65.183	102.021	990.381	153.607	5.873	771.049
-64.488	103.962	991.351	153.616	5.877	771.058
-63.865	106.180	992.380	153.606	5.859	771.056
-63.183	108.258	993.282	153.606	5.847	771.046
-62.661	110.420	994.266	153.631	5.880	771.056
-62.197	112.691	995.418	153.617	5.899	771.055
-61.962	114.960	996.404	153.611	5.927	771.070
-61.848	117.189	997.477	153.605	5.968	771.059
-61.663	119.429	998.702	153.618	5.965	771.054
-61.457	121.897	999.989	153.628	5.963	771.064
-61.539	123.917	1001.012	153.657	5.978	771.055
-61.539	125.745	1002.002	153.689	5.981	771.034
-61.746	127.438	1002.976	153.706	5.961	771.056
-61.940	128.855	1003.720	153.713	5.911	771.065
-62.128	130.327	1004.429	153.743	5.886	771.075
-62.299	131.630	1005.045	153.744	5.837	771.100
-62.510	132.812	1005.598	153.746	5.818	771.103
-62.759	133.963	1006.046	153.765	5.809	771.068
-62.813	134.907	1006.342	153.753	5.782	771.066
-62.872	135.943	1006.672	153.764	5.750	771.082
-62.989	136.935	1006.955	153.741	5.737	771.066
-63.184	137.910	1007.250	153.722	5.725	771.070
-63.366	138.695	1007.547	153.725	5.729	771.075
-63.597	139.511	1007.860	153.704	5.734	771.076
-63.863	140.367	1008.176	153.684	5.716	771.071
-64.102	141.055	1008.441	153.656	5.733	771.069
-64.256	141.594	1008.661	153.641	5.745	771.080
-64.399	142.139	1008.851	153.615	5.756	771.083
-64.528	142.580	1009.008	153.621	5.756	771.090
-64.668	142.962	1009.132	153.615	5.772	771.104
-64.763	143.330	1009.265	153.590	5.750	771.126
-64.889	143.695	1009.429	153.617	5.779	771.099
-65.029	143.997	1009.574	153.625	5.740	771.128
-65.169	144.257	1009.732	153.644	5.748	771.117
-65.324	144.491	1009.870	153.670	5.750	771.141
-65.398	144.664	1009.990	153.705	5.737	771.154
-65.427	144.811	1010.104	153.716	5.712	771.161
-65.500	145.007	1010.198	153.740	5.721	771.158
-65.528	145.173	1010.283	153.769	5.684	771.164
-65.589	145.330	1010.371	153.787	5.687	771.150
-65.670	145.649	1010.505	153.786	5.673	771.150
-65.734	145.798	1010.576	153.794	5.698	771.163
-65.776	145.911	1010.634	153.777	5.700	771.167
-65.858	146.068	1010.637	153.765	5.697	771.159
-65.859	146.148	1010.657	153.776	5.698	771.154
-65.812	146.216	1010.658	153.772	5.683	771.155
-65.755	146.251	1010.618	153.767	5.709	771.154
-65.657	146.233	1010.571	153.765	5.720	771.128
-65.560	146.166	1010.476	153.770	5.679	771.132
-65.471	146.078	1010.410	153.775	5.706	771.113
-65.369	145.928	1010.352	153.781	5.701	771.101
-65.391	145.815	1010.257	153.784	5.704	771.092
-65.428	145.662	1010.233	153.797	5.672	771.137
-65.559	145.534	1010.244	153.814	5.672	771.140
-65.701	145.427	1010.283	153.801	5.674	771.149
-65.834	145.274	1010.323	153.821	5.679	771.134
-66.054	145.117	1010.365	153.816	5.725	771.149
-66.243	144.829	1010.360	153.831	5.724	771.163
-66.431	144.578	1010.341	153.823	5.729	771.166
-66.626	144.218	1010.249	153.827	5.755	771.180
-66.738	143.864	1010.209	153.819	5.790	771.192
-66.954	143.476	1010.163	153.828	5.766	771.198
-67.263	143.147	1010.092	153.806	5.788	771.181
-67.572	142.741	1010.075	153.806	5.817	771.199
-67.853	142.352	1010.110	153.807	5.812	771.192
-68.155	142.024	1010.112	153.789	5.826	771.195
-68.327	141.613	1010.038	153.803	5.838	771.186
-68.445	141.187	1009.973	153.807	5.844	771.162
-68.542	140.753	1009.926	153.795	5.881	771.129
-68.685	140.357	1009.878	153.789	5.866	771.149
-68.801	139.933	1009.769	153.780	5.884	771.145
-68.924	139.349	1009.637	153.758	5.897	771.136
-69.091	138.996	1009.610	153.708	5.904	771.129
-69.352	138.928	1009.602	153.711	5.926	771.111
-69.379	138.404	1009.624	153.677	5.923	771.106
-69.534	138.096	1009.659	153.668	5.933	771.102
-69.740	137.930	1009.748	153.655	5.920	771.110
-69.932	137.526	1009.751	153.649	5.943	771.114
-70.151	137.020	1009.729	153.639	5.947	771.116
-70.348	136.696	1009.777	153.647	5.957	771.130
-70.652	136.657	1009.818	153.647	5.945	771.115
-70.801	136.370	1009.926	153.659	5.965	771.128
-70.928	136.035	1009.962	153.646	5.963	771.115
-70.972	135.668	1009.970	153.654	5.944	771.168
-71.099	135.339	1009.967	153.664	5.983	771.145
-71.155	134.793	1009.857	153.651	5.976	771.160
-71.243	134.428	1009.781	153.638	5.979	771.158
-71.322	134.032	1009.702	153.624	5.975	771.152
-71.406	133.685	1009.591	153.601	5.996	771.146
-71.491	133.334	1009.507	153.598	6.018	771.102
-71.526	132.977	1009.400	153.586	6.017	771.115
-71.573	132.702	1009.325	153.594	6.041	771.092
-71.634	132.452	1009.284	153.585	6.053	771.088
-71.724	132.288	1009.257	153.573	6.050	771.101
-71.766	132.126	1009.224	153.578	6.046	771.084
-71.790	131.997	1009.192	153.568	6.060	771.076
-71.778	131.879	1009.149	153.582	6.064	771.085
-71.734	131.848	1009.116	153.568	6.067	771.085
-71.660	131.802	1009.074	153.551	6.062	771.078
-71.576	131.859	1009.038	153.540	6.077	771.089
-71.519	131.970	1009.013	153.527	6.062	771.065
-71.417	132.136	1008.999	153.524	6.067	771.083
-71.348	132.337	1008.992	153.476	6.060	771.092
-71.291	132.533	1008.979	153.482	6.072	771.079
-71.262	132.743	1008.994	153.483	6.062	771.087
-71.184	132.910	1008.961	153.482	6.062	771.092
-71.116	133.086	1008.956	153.486	6.066	771.090
-71.021	133.240	1008.951	153.496	6.059	771.082
-70.940	133.410	1008.955	153.494	6.048	771.091
-70.884	133.554	1008.977	153.503	6.059	771.093
-70.858	133.693	1008.991	153.504	6.038	771.111
-70.859	133.834	1009.053	153.504	6.033	771.112
-70.846	133.969	1009.129	153.466	6.039	771.104
-70.888	134.056	1009.152	153.480	6.048	771.085
-70.911	134.104	1009.143	153.466	6.052	771.097
-70.941	134.157	1009.156	153.468	6.064	771.081
-70.984	134.191	1009.169	153.453	6.056	771.059
-71.041	134.215	1009.173	153.447	6.063	771.061
-71.064	134.257	1009.216	153.440	6.046	771.057
-71.099	134.288	1009.237	153.462	6.046	771.055
-71.103	134.346	1009.266	153.469	6.052	771.064
-71.097	134.444	1009.288	153.490	6.031	771.055
-71.048	134.496	1009.301	153.501	6.045	771.063
-71.036	134.551	1009.291	153.475	6.044	771.057
-71.028	134.607	1009.288	153.495	6.045	771.063
-71.002	134.649	1009.295	153.480	6.041	771.074
-71.005	134.716	1009.293	153.469	6.074	771.071
-70.981	134.761	1009.299	153.471	6.074	771.072
-70.985	134.812	1009.322	153.455	6.073	771.067
-70.956	134.818	1009.309	153.453	6.071	771.069
-70.935	134.811	1009.298	153.461	6.050	771.079
-70.903	134.785	1009.293	153.480	6.036	771.095
-70.884	134.715	1009.233	153.439	6.035	771.093
-70.838	134.660	1009.204	153.434	6.045	771.096
-70.803	134.597	1009.151	153.424	6.025	771.102
-70.778	134.548	1009.140	153.407	6.032	771.090
-70.705	134.432	1009.040	153.401	6.031	771.099
-70.697	134.405	1009.045	153.398	6.031	771.102
-70.646	134.298	1008.993	153.395	6.034	771.101
-70.589	134.243	1008.967	153.390	6.033	771.096
-70.578	134.199	1008.935	153.393	6.035	771.111
-70.526	134.163	1008.916	153.393	6.033	771.106
-70.508	134.141	1008.897	153.395	6.042	771.089
-70.495	134.111	1008.900	153.395	6.034	771.105
-70.477	134.102	1008.896	153.389	6.032	771.109
-70.449	134.077	1008.902	153.398	6.038	771.084
-70.421	134.044	1008.876	153.404	6.025	771.097
-70.409	134.040	1008.871	153.400	6.022	771.092
-70.362	134.017	1008.843	153.383	6.007	771.085
-70.300	133.988	1008.836	153.388	6.008	771.080
-70.233	133.948	1008.809	153.407	6.022	771.082
-70.166	133.864	1008.784	153.384	6.010	771.088
-70.081	133.827	1008.771	153.417	6.025	771.086
-69.953	133.722	1008.705	153.429	6.012	771.089
-69.814	133.630	1008.646	153.423	6.050	771.063
-69.636	133.494	1008.562	153.453	6.062	771.072
-69.409	133.327	1008.449	153.427	6.043	771.054
-69.226	133.194	1008.371	153.453	6.060	771.069
-69.102	133.062	1008.298	153.437	6.051	771.059
-68.915	132.890	1008.207	153.438	6.037	771.083
-68.727	132.718	1008.116	153.436	6.034	771.067
-68.535	132.509	1007.996	153.453	6.053	771.054
-68.307	132.292	1007.853	153.446	6.042	771.065
-68.008	132.051	1007.713	153.474	6.064	771.042
-67.667	131.845	1007.569	153.512	6.065	771.058
-67.256	131.717	1007.442	153.512	6.052	771.078
-66.790	131.583	1007.285	153.523	6.068	771.057
-66.189	131.411	1007.120	153.534	6.067	771.043
-65.461	131.227	1006.844	153.552	6.057	771.056
-64.622	131.027	1006.603	153.568	6.059	771.048
-63.776	130.841	1006.267	153.566	6.044	771.040
-62.545	130.664	1005.864	153.573	6.033	771.038
-61.550	130.458	1005.456	153.572	6.023	771.023
-60.310	130.189	1004.994	153.598	6.028	771.026
-59.212	130.152	1004.628	153.585	6.025	771.026
-58.318	130.155	1004.295	153.582	6.025	771.016
-57.497	130.348	1004.124	153.586	6.046	771.041
-56.772	130.477	1003.817	153.577	6.065	771.024
-56.019	130.642	1003.578	153.568	6.064	771.038
-55.447	130.829	1003.345	153.552	6.071	771.026
-54.811	131.072	1003.082	153.571	6.068	771.016
-54.122	131.447	1002.785	153.582	6.061	771.038
-53.324	132.015	1002.509	153.592	6.044	771.018
-52.431	132.828	1002.233	153.600	6.039	771.032
-51.333	133.972	1001.946	153.613	6.021	771.037
-50.013	135.393	1001.536	153.613	5.990	771.043
-48.491	137.349	1001.137	153.627	5.961	771.041
-46.854	139.852	1000.846	153.647	5.941	771.044
-44.917	142.941	1000.294	153.649	5.920	771.036
-42.973	146.651	999.731	153.647	5.903	771.042
-41.400	150.881	999.254	153.634	5.898	771.037
-39.589	155.870	998.673	153.651	5.875	771.040
-38.057	161.360	998.079	153.643	5.849	771.056
-36.956	167.589	997.561	153.643	5.826	771.037
-36.125	173.951	996.971	153.630	5.792	771.034
-35.338	180.830	996.172	153.610	5.753	771.044
-34.968	187.741	995.486	153.606	5.699	771.042
-34.488	194.804	994.704	153.569	5.653	771.028
-34.266	201.360	993.724	153.557	5.648	771.040
-33.424	208.430	992.210	153.575	5.727	770.986
-32.530	215.428	990.641	153.420	5.568	770.923
-31.542	222.276	988.658	153.116	5.146	770.923
-30.293	229.153	986.672	153.028	5.099	770.905
-29.058	236.173	984.311	152.960	5.069	770.908
-27.632	243.000	981.812	152.898	5.022	770.894
-25.781	249.413	978.794	152.829	4.998	770.887
-24.314	255.605	975.673	152.769	4.979	770.869
-23.074	260.826	972.479	152.737	4.963	770.871
-22.180	266.239	969.434	152.723	4.954	770.878
-21.196	271.222	966.280	152.712	4.951	770.851
-20.148	275.851	963.040	152.723	4.974	770.846
-19.155	279.990	959.793	152.728	4.997	770.856
-17.869	283.546	956.606	152.767	5.064	770.870
-17.014	286.916	953.699	152.798	5.107	770.852
-16.389	289.781	950.689	152.815	5.158	770.827
-15.790	292.356	948.170	152.906	5.252	770.782
-14.946	294.566	945.766	153.041	5.373	770.714
-14.335	296.413	943.642	153.216	5.484	770.657
-13.686	298.131	941.684	153.335	5.545	770.699
-13.034	299.371	939.810	153.376	5.647	770.626
-12.392	300.485	938.216	153.309	5.866	770.398
-11.961	301.335	936.670	153.366	5.925	770.420
-11.516	301.969	935.515	153.397	5.964	770.395
-11.062	302.376	934.332	153.425	6.058	770.346
-10.590	302.678	933.286	153.428	6.076	770.343
-10.161	302.844	932.428	153.465	6.074	770.345
-9.698	302.949	931.567	153.473	6.070	770.355
-9.119	302.916	930.767	153.470	6.078	770.343
-8.591	302.798	930.093	153.472	6.102	770.348
-8.145	302.645	929.577	153.488	6.104	770.360
-7.724	302.483	929.060	153.495	6.112	770.344
-7.298	302.279	928.565	153.487	6.126	770.344
-6.373	301.537	927.986	153.485	6.121	770.363
-5.817	301.318	927.580	153.493	6.123	770.374
-5.315	301.126	927.198	153.484	6.133	770.350
-5.377	301.469	927.041	153.487	6.132	770.354
-4.969	301.336	926.842	153.480	6.144	770.367
-4.485	301.210	926.627	153.497	6.169	770.371
-3.977	301.000	926.440	153.509	6.174	770.363
-3.599	300.786	926.345	153.523	6.191	770.366
-3.350	300.591	926.339	153.525	6.206	770.350
-3.122	300.365	926.288	153.540	6.213	770.357
-2.973	300.153	926.267	153.545	6.215	770.356
-2.833	299.911	926.221	153.568	6.221	770.368
-2.734	299.697	926.189	153.560	6.217	770.355
-2.701	299.509	926.173	153.556	6.206	770.376
-2.729	299.298	926.184	153.562	6.197	770.362
-2.802	299.135	926.203	153.562	6.182	770.340
-2.940	299.028	926.295	153.543	6.160	770.352
-3.070	298.924	926.413	153.553	6.139	770.364
-3.275	298.868	926.521	153.533	6.116	770.357
-3.546	298.902	926.682	153.521	6.087	770.365
-3.223	298.405	926.675	153.508	6.098	770.361
-3.518	298.459	926.858	153.525	6.098	770.366
-3.819	298.547	927.066	153.530	6.106	770.384
-4.141	298.676	927.216	153.539	6.113	770.368
-4.436	298.827	927.386	153.510	6.109	770.363
-4.733	298.914	927.555	153.531	6.124	770.376
-5.007	299.030	927.753	153.540	6.118	770.375
-5.282	299.075	927.932	153.533	6.104	770.387
-5.506	299.050	928.061	153.558	6.110	770.409
-5.750	299.041	928.189	153.549	6.107	770.373
-6.012	298.999	928.320	153.587	6.101	770.404
-6.234	298.981	928.399	153.596	6.125	770.400
-6.408	298.953	928.492	153.583	6.097	770.392
-6.576	298.967	928.565	153.589	6.100	770.394
-6.717	298.959	928.625	153.603	6.090	770.399
-6.841	298.943	928.691	153.605	6.104	770.405
-6.921	298.934	928.739	153.589	6.098	770.399
-6.991	298.939	928.793	153.609	6.070	770.400
-7.024	298.947	928.841	153.590	6.064	770.415
-7.062	298.970	928.841	153.618	6.044	770.391
-7.027	298.964	928.847	153.616	6.027	770.382
-6.974	298.954	928.854	153.616	6.035	770.395
-6.933	298.920	928.829	153.632	5.976	770.396
-6.876	298.903	928.827	153.647	5.962	770.391
-6.822	298.800	928.794	153.656	5.950	770.383
-6.735	298.711	928.754	153.680	5.918	770.387
-6.655	298.608	928.710	153.688	5.905	770.378
-6.536	298.472	928.696	153.689	5.890	770.356
-6.426	298.332	928.679	153.704	5.884	770.371
-6.330	298.157	928.683	153.692	5.896	770.364
-6.215	297.996	928.682	153.702	5.867	770.360
-6.117	297.808	928.729	153.715	5.844	770.394
-6.004	297.612	928.754	153.715	5.822	770.386
-5.876	297.400	928.764	153.738	5.817	770.387
-5.736	297.160	928.746	153.752	5.802	770.378
-5.649	296.914	928.745	153.757	5.800	770.361
-5.459	296.603	928.726	153.779	5.781	770.367
-5.331	296.300	928.774	153.793	5.753	770.358
-5.174	295.978	928.822	153.820	5.739	770.356
-5.056	295.715	928.925	153.798	5.706	770.366
-4.927	295.464	929.014	153.803	5.682	770.348
-4.792	295.212	929.090	153.814	5.674	770.341
-4.691	295.035	929.173	153.806	5.696	770.336
-4.593	294.850	929.214	153.817	5.675	770.337
-4.505	294.661	929.242	153.817	5.655	770.325
-4.445	294.467	929.307	153.841	5.639	770.312
-4.423	294.273	929.323	153.888	5.593	770.353
-4.346	294.087	929.327	153.900	5.584	770.371
-4.323	293.926	929.371	153.893	5.510	770.356
-4.295	293.758	929.406	153.902	5.499	770.330
-4.245	293.585	929.449	153.880	5.494	770.326
-4.190	293.450	929.472	153.848	5.485	770.338
-4.127	293.329	929.511	153.859	5.486	770.338
-4.055	293.199	929.546	153.823	5.479	770.331
-4.003	293.122	929.604	153.833	5.518	770.382
-3.956	293.007	929.667	153.829	5.490	770.389
-3.913	292.865	929.697	153.800	5.511	770.399
-3.885	292.717	929.733	153.755	5.486	770.350
-3.831	292.520	929.772	153.711	5.499	770.394
-3.817	292.291	929.791	153.646	5.565	770.398
-3.757	292.076	929.840	153.531	5.575	770.418
-3.718	291.917	929.864	153.429	5.653	770.459
-3.606	291.739	929.888	153.289	5.682	770.518
-3.532	291.596	929.900	153.162	5.706	770.586
-3.475	291.476	929.885	152.967	5.771	770.628
-3.422	291.357	929.906	152.818	5.812	770.690
-3.370	291.203	929.845	152.616	5.882	770.750
-3.312	291.062	929.769	152.415	5.931	770.820
-3.237	290.926	929.657	152.183	6.014	770.877
-3.129	290.798	929.476	151.925	6.063	770.982
-2.985	290.711	929.302	151.628	6.158	771.079
-2.741	290.668	929.087	151.319	6.246	771.204
-2.525	290.654	928.883	150.954	6.400	771.374
-2.258	290.686	928.678	150.551	6.680	771.567
-1.983	290.715	928.385	150.036	7.011	771.825
-1.662	290.781	928.115	149.543	7.384	772.117
-1.392	290.857	927.843	148.978	7.586	772.429
-1.176	290.940	927.595	148.270	7.866	772.837
-0.898	290.984	927.255	147.472	8.174	773.381
-0.557	291.097	926.824	146.747	8.541	773.975
-0.131	291.182	926.389	145.829	9.107	774.620
0.345	291.280	925.910	144.949	9.664	775.584
0.895	291.470	925.372	143.841	10.205	776.677
1.518	291.759	924.710	142.567	10.715	778.240
2.214	292.146	924.076	141.181	11.536	779.966
2.913	292.672	923.234	139.420	12.241	781.933
3.840	293.220	922.198	137.505	13.139	784.293
4.817	293.865	920.970	135.398	14.280	786.668
5.746	294.721	919.520	133.104	15.725	788.972
6.883	295.637	917.726	130.632	17.012	791.298
8.104	296.614	915.790	127.582	18.022	794.200
9.351	297.724	913.641	124.487	19.423	796.861
10.710	298.964	911.391	121.307	20.672	799.688
11.909	300.348	908.942	117.901	22.016	802.852
13.359	301.854	906.204	114.066	23.007	806.362
14.954	303.351	903.334	110.264	24.330	809.714
16.256	304.909	900.381	106.497	25.523	813.204
17.664	306.608	897.293	102.542	26.646	816.744
19.138	308.335	893.990	98.737	27.749	820.338
20.555	310.180	890.660	94.961	28.385	824.038
21.789	312.004	887.196	91.256	28.930	827.698
23.201	313.958	883.461	87.704	29.338	831.491
24.579	315.752	879.791	84.228	29.548	835.342
25.697	317.655	876.040	80.998	29.406	839.164
26.886	319.248	872.245	78.026	29.235	843.108
27.755	320.747	868.743	75.298	28.810	846.945
28.533	322.227	865.189	72.914	28.182	850.867
29.006	323.711	862.018	70.640	27.350	854.781
29.491	324.948	859.115	68.739	26.271	858.654
29.928	326.083	856.462	67.180	25.055	862.520
30.304	326.973	854.058	66.042	23.520	866.298
31.251	327.113	852.107	65.234	21.879	869.951
31.662	327.719	850.338	64.915	19.901	873.535
32.038	327.968	848.913	64.979	17.727	876.935
32.401	327.986	847.846	65.592	15.419	880.250
32.788	327.709	847.294	66.462	12.871	883.476
33.120	327.056	847.105	67.718	10.166	886.633
33.528	326.078	847.383	69.351	7.157	889.634
34.091	324.806	847.957	71.305	3.937	892.596
34.809	323.069	848.790	73.678	0.600	895.490
35.741	320.928	849.947	76.510	-3.164	898.126
36.615	318.627	851.439	79.663	-6.823	900.450
37.546	316.113	853.192	83.096	-10.723	902.761
39.308	313.049	854.430	87.217	-14.764	904.814
40.670	309.870	856.638	91.752	-19.004	906.608
42.290	306.275	859.128	96.796	-23.576	908.408
43.987	302.427	861.733	101.885	-28.134	909.725
45.855	298.274	864.588	107.057	-32.937	910.925
47.038	294.739	868.237	112.417	-37.892	911.937
48.987	289.946	871.650	118.012	-42.869	912.572
50.922	284.443	875.374	123.419	-48.145	913.336
52.713	278.621	879.267	129.121	-53.515	913.315
54.449	272.094	883.295	134.389	-59.108	913.615
55.994	265.053	887.571	139.897	-64.878	913.562
57.286	257.638	891.823	145.564	-70.286	912.792
58.251	250.016	896.155	150.873	-76.166	912.303
59.037	242.150	900.129	156.191	-82.069	911.547
59.623	234.208	903.988	161.343	-87.866	910.549
59.703	226.126	908.012	166.372	-93.729	909.336
60.019	218.540	911.466	171.257	-99.546	907.933
59.677	210.000	914.722	175.887	-105.020	906.249
59.016	201.493	917.610	180.228	-110.307	904.566
58.406	192.676	920.103	184.324	-115.379	902.901
57.591	183.847	922.127	188.175	-120.214	901.294
56.662	174.963	923.596	191.766	-124.714	899.742
55.595	166.424	924.454	194.880	-128.885	898.447
54.904	158.153	924.656	197.943	-132.383	897.083
53.697	150.045	924.344	200.686	-135.638	895.806
52.512	142.418	923.814	203.060	-138.797	894.829
51.484	135.274	923.021	205.274	-141.391	893.813
50.775	128.548	922.109	207.254	-143.996	893.371
49.439	122.203	920.636	209.100	-145.644	892.559
48.208	116.373	919.119	210.368	-146.922	891.756
47.071	111.271	917.675	211.646	-147.540	891.238
45.792	106.796	916.312	212.558	-147.251	891.066
44.597	103.115	914.947	213.156	-146.596	890.388
43.676	99.900	913.458	213.576	-145.844	889.968
43.561	97.490	912.533	213.778	-144.674	889.664
42.864	95.595	911.047	213.875	-143.153	889.398
42.325	94.231	909.385	213.685	-141.125	889.157
42.421	93.677	907.873	213.343	-138.761	888.940
42.951	93.943	906.334	212.694	-135.967	888.793
44.062	94.929	904.927	211.873	-132.927	888.722
45.591	96.689	903.593	210.785	-129.596	888.610
47.697	99.569	902.388	209.562	-126.137	888.645
49.869	102.632	901.170	208.181	-122.595	888.680
52.186	106.173	900.068	206.731	-119.110	888.653
54.438	110.259	899.156	205.093	-115.569	888.652
56.671	114.501	898.414	203.405	-111.977	888.493
58.794	118.904	897.857	201.497	-108.419	888.538
61.000	123.659	897.624	199.529	-104.805	888.585
63.043	128.434	897.232	197.421	-101.354	888.779
64.998	133.340	896.890	195.365	-98.001	889.014
66.801	138.254	896.476	193.326	-94.823	889.286
68.484	143.254	896.159	191.299	-91.873	889.419
70.026	148.306	895.801	189.376	-89.174	889.653
71.394	153.379	895.568	187.464	-86.571	890.036
72.401	158.537	895.445	185.604	-84.202	890.281
73.208	163.586	895.485	183.774	-81.980	890.557
73.883	168.592	895.649	181.886	-79.889	890.955
74.360	173.564	895.805	180.181	-77.968	891.287
74.476	178.177	896.075	178.623	-76.244	891.671
74.643	182.887	896.249	177.109	-74.785	892.159
74.795	187.865	896.386	175.716	-73.459	892.584
74.689	192.454	896.641	174.457	-72.327	892.944
74.551	196.737	896.849	173.278	-71.213	893.295
74.251	200.938	897.128	172.356	-70.025	893.593
73.873	205.118	897.310	171.372	-69.093	893.826
73.259	208.956	897.715	170.610	-68.343	894.158
72.671	212.599	898.123	170.005	-67.753	894.293
71.950	215.959	898.640	169.523	-67.334	894.452
71.215	219.162	899.345	169.168	-67.057	894.609
70.324	221.921	899.848	168.927	-66.913	894.737
69.569	224.556	900.494	168.836	-66.899	894.811
68.851	226.970	901.294	168.860	-66.947	894.878
67.961	229.124	902.083	168.992	-67.142	894.884
67.170	231.022	902.750	169.263	-67.451	894.832
66.462	232.728	903.533	169.638	-67.855	894.768
65.774	234.115	904.147	170.049	-68.311	894.705
65.142	235.308	904.858	170.521	-68.822	894.600
64.631	236.118	905.416	171.031	-69.393	894.418
64.145	236.756	905.982	171.645	-70.022	894.123
63.704	237.100	906.551	172.275	-70.528	893.852
63.334	237.169	907.130	172.786	-70.946	893.534
63.047	237.059	907.754	173.312	-71.285	893.155
62.791	236.819	908.442	173.786	-71.551	892.636
62.497	236.320	909.417	174.261	-71.646	892.111
62.365	235.582	910.389	174.745	-71.698	891.516
62.297	234.779	911.456	175.154	-71.659	890.860
62.129	233.854	912.644	175.531	-71.438	890.033
61.896	232.862	913.838	175.911	-71.072	889.197
61.741	231.987	915.042	176.255	-70.571	888.283
61.401	231.096	916.321	176.512	-70.072	887.254
60.997	230.269	917.472	176.790	-69.362	886.169
60.473	229.620	918.577	177.018	-68.477	884.976
59.989	228.913	919.642	177.209	-67.657	883.647
59.627	228.191	920.356	177.337	-66.704	882.247
59.301	227.476	920.866	177.360	-65.702	880.791
59.385	226.286	920.314	177.346	-64.707	879.289
59.614	225.900	920.366	177.319	-63.579	877.735
59.770	225.082	920.151	177.275	-62.512	876.178
60.090	224.942	919.843	177.189	-61.540	874.687
60.415	224.918	919.563	177.077	-60.585	873.328
60.669	225.068	919.217	176.917	-59.664	871.916
60.955	225.423	918.751	176.752	-58.860	870.724
61.277	225.976	918.040	176.555	-58.132	869.586
61.406	226.814	917.245	176.382	-57.450	868.577
61.623	227.835	916.310	176.196	-56.895	867.828
61.886	229.108	915.051	175.964	-56.322	867.174
62.098	230.465	913.617	175.725	-55.854	866.830
62.337	231.930	912.078	175.463	-55.429	866.714
62.557	233.404	910.550	175.220	-54.995	866.786
62.857	234.779	908.761	174.944	-54.618	866.965
62.869	236.115	907.516	174.716	-54.277	867.255
62.914	237.452	906.197	174.485	-54.001	867.587
62.853	238.625	905.059	174.244	-53.808	867.899
62.768	239.676	904.246	174.035	-53.620	868.274
62.863	240.199	903.442	173.865	-53.415	868.664
62.597	241.014	902.646	173.690	-53.223	868.966
62.190	241.827	902.290	173.514	-53.073	869.187
61.670	242.539	902.177	173.376	-52.968	869.298
61.288	243.109	902.119	173.272	-52.871	869.376
60.891	243.721	902.193	173.197	-52.763	869.370
60.420	244.355	902.423	173.134	-52.664	869.313
59.992	244.865	902.686	173.067	-52.561	869.182
59.694	245.242	902.932	172.998	-52.426	868.971
59.423	245.588	903.180	172.955	-52.275	868.679
59.118	245.911	903.477	172.946	-52.103	868.368
58.822	246.159	903.754	172.931	-51.920	868.021
58.528	246.349	904.027	172.938	-51.749	867.645
58.320	246.500	904.327	172.939	-51.520	867.268
58.107	246.567	904.656	172.891	-51.297	866.839
57.857	246.644	905.104	172.825	-51.026	866.467
57.699	246.625	905.453	172.753	-50.697	866.049
57.581	246.595	905.731	172.731	-50.347	865.632
57.483	246.534	905.951	172.734	-50.017	865.243
57.450	246.443	906.162	172.710	-49.738	864.898
57.352	246.354	906.308	172.655	-49.465	864.584
57.301	246.247	906.426	172.571	-49.173	864.227
57.257	246.132	906.508	172.489	-48.871	863.914
57.230	246.004	906.572	172.393	-48.606	863.670
57.229	245.923	906.663	172.304	-48.365	863.450
57.215	245.839	906.751	172.219	-48.101	863.265
57.161	245.726	906.840	172.117	-47.876	863.117
57.156	245.649	906.892	172.007	-47.681	862.982
57.111	245.580	906.951	171.912	-47.505	862.909
