P6_elbow_lP6_whole_dist_traveled	P6_shoulder_lP6_whole_dist_traveled	P6_shoulder_rP6_whole_dist_traveled	P6_elbow_rP6_whole_dist_traveled	P6_headP6_whole_dist_traveled	P6_hand_rP6_whole_dist_traveled	P6_hand_lP6_whole_dist_traveled
279.535	170.959	171.461	362.298	276.835	360.517	175.210
279.796	171.207	171.461	362.543	276.835	360.517	175.210
279.796	171.207	171.461	362.543	277.048	360.770	175.210
279.796	171.207	171.461	362.543	277.048	360.770	175.210
280.010	171.447	171.461	362.543	277.048	360.770	175.210
280.010	171.447	171.674	362.543	277.271	361.011	175.210
280.010	171.447	171.674	362.775	277.271	361.011	175.422
280.010	171.447	171.674	362.775	277.478	361.217	175.422
280.239	171.677	171.674	363.699	277.478	361.217	175.422
280.239	171.677	171.674	363.699	277.689	361.486	175.422
280.239	171.677	171.674	363.699	277.689	361.486	175.422
280.239	171.677	171.674	363.699	277.946	361.943	175.422
280.239	171.677	171.883	363.699	277.946	361.943	175.422
280.239	171.677	171.883	363.916	278.239	362.206	175.422
280.446	171.881	171.883	363.916	278.239	362.206	175.645
280.446	171.881	172.085	363.916	278.457	362.477	175.645
280.446	171.881	172.085	363.916	278.457	362.477	175.645
280.446	171.881	172.085	364.165	278.668	362.776	175.645
280.446	171.881	172.085	364.165	278.668	362.776	175.645
280.446	171.881	172.340	364.165	278.668	363.066	175.645
280.446	171.881	172.340	364.165	278.933	363.066	175.645
280.446	171.881	172.340	364.423	278.933	363.355	175.645
280.446	172.093	172.340	364.423	278.933	363.355	175.859
280.663	172.093	172.340	364.423	279.200	363.735	175.859
280.663	172.093	172.618	364.423	279.200	363.986	176.095
280.663	172.093	172.618	364.423	279.200	364.227	176.095
280.663	172.093	172.618	364.637	279.431	364.227	176.095
280.663	172.320	172.618	364.637	279.431	364.535	176.095
280.887	172.320	172.618	364.637	279.431	364.535	176.340
280.887	172.320	172.851	364.637	279.431	364.747	176.340
280.887	172.599	172.851	364.637	279.706	364.747	176.340
281.119	172.599	172.851	364.887	279.706	365.067	176.671
281.119	172.838	173.077	364.887	279.706	365.067	176.671
281.364	172.838	173.077	365.096	279.956	365.443	177.052
281.364	173.185	173.282	365.096	279.956	365.650	177.332
281.670	173.421	173.282	365.364	280.159	365.650	177.679
281.670	173.628	173.585	365.364	280.159	365.867	178.018
281.974	173.628	173.793	365.685	280.381	365.867	178.320
281.974	174.029	173.793	365.685	280.381	365.867	178.557
282.301	174.029	174.121	365.999	280.751	366.230	178.557
282.301	174.407	174.121	365.999	280.751	366.565	178.805
282.587	174.407	174.417	366.385	281.134	366.964	178.805
282.587	174.719	174.417	366.385	281.351	367.385	178.805
282.801	174.719	174.673	366.799	281.554	367.688	179.013
282.801	174.942	174.673	367.044	281.777	368.068	179.013
282.801	174.942	174.944	367.301	282.017	368.309	179.214
282.801	174.942	174.944	367.576	282.277	368.569	179.214
283.024	174.942	175.171	367.865	282.518	368.569	179.463
283.024	174.942	175.171	368.130	282.788	368.811	179.463
283.024	175.193	175.431	368.436	283.090	369.015	179.819
283.024	175.193	175.431	369.290	283.363	369.255	180.053
283.258	175.193	175.730	370.226	283.592	369.535	180.301
283.258	175.193	175.730	370.993	283.829	369.918	180.574
283.258	175.438	176.058	371.938	284.050	370.298	180.806
283.258	175.438	176.058	372.212	284.271	370.660	180.806
283.258	175.438	176.348	372.957	284.271	371.017	181.217
283.258	175.438	176.348	373.180	284.570	371.358	181.424
283.459	175.438	176.637	373.420	284.570	371.697	181.424
283.459	175.438	176.637	373.628	284.806	372.130	181.758
283.459	175.640	176.637	373.628	284.806	372.572	181.758
283.459	175.640	176.882	374.177	284.806	373.066	181.971
283.459	175.640	176.882	374.403	285.009	373.809	181.971
283.459	175.640	176.882	374.403	285.009	374.415	181.971
283.459	175.866	177.104	374.751	285.009	375.122	181.971
283.459	175.866	177.104	374.751	285.009	375.841	182.196
283.459	175.866	177.363	374.974	285.240	376.547	182.568
283.459	175.866	177.599	374.974	285.240	377.151	183.029
283.459	176.067	177.599	375.258	285.240	377.885	183.462
283.687	176.067	177.914	375.258	285.240	378.338	183.755
283.687	176.067	177.914	375.736	285.240	378.711	183.755
283.687	176.287	178.141	375.736	285.492	378.956	183.755
283.687	176.287	178.141	376.064	285.492	378.956	183.755
283.920	176.287	178.386	376.064	285.492	378.956	183.755
283.920	176.515	178.386	376.426	285.492	378.956	183.755
283.920	176.515	178.386	376.426	285.492	379.199	183.755
283.920	176.515	178.386	376.764	285.492	379.450	183.755
284.193	176.735	178.631	376.973	285.724	379.794	183.755
284.193	176.735	178.631	377.784	285.724	380.337	184.008
284.193	176.735	178.631	377.784	285.724	380.865	184.008
284.475	176.943	178.631	378.160	285.724	381.373	184.249
284.475	176.943	178.631	378.160	285.724	382.110	184.249
284.475	176.943	178.631	378.496	285.724	382.740	184.475
284.732	177.234	178.631	378.496	285.724	383.374	184.475
284.732	177.234	178.631	378.870	286.010	384.080	184.696
284.732	177.507	178.850	378.870	286.010	384.690	184.696
285.004	177.507	178.850	379.208	286.272	385.249	185.031
285.004	177.833	178.850	379.208	286.272	385.689	185.254
285.255	177.833	178.850	379.427	286.511	386.114	185.470
285.255	178.139	178.850	379.427	286.511	386.465	185.470
285.459	178.139	179.067	379.667	286.721	386.712	185.783
285.459	178.448	179.067	379.667	286.721	386.936	185.783
285.459	178.448	179.067	379.878	286.721	387.156	185.783
285.716	178.672	179.067	379.878	286.939	387.364	185.783
285.716	178.672	179.067	380.156	286.939	387.591	185.783
285.716	178.672	179.289	380.156	286.939	387.591	185.783
285.716	178.946	179.289	380.478	286.939	388.060	185.783
285.716	178.946	179.289	380.478	287.199	388.345	185.783
285.928	178.946	179.289	380.795	287.199	388.588	185.783
285.928	178.946	179.289	380.795	287.199	388.998	185.783
285.928	178.946	179.289	381.092	287.459	389.351	185.783
285.928	179.169	179.289	381.092	287.459	389.820	185.783
285.928	179.169	179.289	381.338	287.712	390.247	185.783
285.928	179.169	179.289	381.338	287.712	390.729	185.988
286.176	179.169	179.289	381.338	287.988	391.106	185.988
286.176	179.169	179.496	381.338	287.988	391.500	185.988
286.176	179.169	179.496	381.590	288.318	391.772	185.988
286.176	179.403	179.496	381.590	288.318	391.986	185.988
286.436	179.403	179.496	381.816	288.658	391.986	185.988
286.436	179.403	179.728	381.816	288.658	392.342	185.988
286.436	179.403	179.728	382.848	289.001	392.559	185.988
286.638	179.403	179.728	382.848	289.001	392.559	185.988
286.638	179.623	180.027	382.848	289.331	392.559	185.988
286.638	179.623	180.027	383.141	289.331	392.835	185.988
286.638	179.623	180.251	383.141	289.708	392.835	185.988
286.841	179.623	180.251	383.446	289.708	393.165	185.988
286.841	179.903	180.479	383.446	290.082	393.165	185.988
286.841	179.903	180.479	383.781	290.308	393.490	185.988
286.841	180.114	180.479	384.606	290.534	393.991	186.274
287.047	180.114	180.713	385.430	290.755	394.215	186.274
287.047	180.439	180.713	386.253	290.755	394.422	186.544
287.047	180.682	180.713	386.253	291.123	394.422	186.544
287.351	180.998	181.003	387.098	291.123	394.715	186.810
287.351	181.245	181.003	387.098	291.370	394.715	186.810
287.626	181.453	181.003	387.951	291.370	394.715	187.030
287.626	181.453	181.003	387.951	291.370	394.962	187.030
287.917	181.762	181.003	387.951	291.603	394.962	187.249
287.917	181.762	181.003	387.951	291.603	394.962	187.249
288.208	181.762	181.272	388.839	291.603	395.192	187.249
288.208	181.987	181.272	389.599	291.897	395.192	187.486
288.450	181.987	181.272	389.599	291.897	395.442	187.486
288.450	181.987	181.552	389.599	292.117	395.442	187.486
288.450	181.987	181.552	390.519	292.117	395.675	187.745
288.450	182.191	181.552	391.331	292.578	395.675	187.745
288.659	182.191	181.810	392.163	293.165	395.675	187.745
288.659	182.191	181.810	392.163	293.165	395.886	187.745
288.659	182.404	181.810	392.163	293.376	395.886	187.745
288.877	182.404	181.810	392.163	293.376	395.886	187.745
288.877	182.622	181.810	392.163	293.683	396.088	187.745
288.877	182.622	182.011	392.163	293.886	396.088	187.745
289.146	182.847	182.011	392.394	294.427	396.301	187.745
289.146	182.847	182.011	392.394	294.739	396.301	187.984
289.146	183.069	182.011	392.394	295.031	396.301	187.984
289.356	183.069	182.011	392.602	295.317	396.301	187.984
289.356	183.069	182.301	392.602	295.601	396.509	187.984
289.356	183.313	182.301	392.804	295.860	396.509	188.254
289.356	183.313	182.533	392.804	296.169	396.731	188.254
289.356	183.313	182.533	392.804	296.618	396.731	188.545
289.356	183.313	182.533	393.084	296.960	397.044	188.545
289.356	183.313	182.752	393.084	297.276	397.044	188.844
289.356	183.313	182.752	393.084	297.583	397.249	188.844
289.356	183.313	182.752	393.361	297.897	397.249	188.844
289.356	183.313	182.752	393.361	298.189	397.249	189.055
289.593	183.526	182.752	393.361	298.466	397.249	189.055
289.593	183.526	182.752	393.361	298.715	397.249	189.055
289.593	183.526	182.752	393.361	298.923	397.481	189.055
289.835	183.526	182.752	393.361	298.923	397.481	189.055
289.835	183.526	182.752	393.361	299.268	397.481	189.262
289.835	183.766	182.752	393.568	299.268	397.481	189.262
289.835	183.766	182.971	393.785	299.526	397.878	189.262
289.835	183.766	182.971	394.628	299.526	398.136	189.262
290.036	183.766	182.971	395.367	299.526	398.461	189.262
290.036	183.766	183.227	395.588	299.765	398.857	189.535
290.036	183.766	183.227	395.813	299.765	399.251	189.535
290.036	183.766	183.440	396.684	300.020	399.602	189.535
290.036	183.766	183.440	396.926	300.020	399.963	189.535
290.036	183.766	183.663	397.162	300.020	400.408	189.791
290.036	183.766	183.663	397.455	300.233	400.890	189.791
290.036	183.766	183.663	397.455	300.233	401.353	189.791
290.036	183.766	183.663	397.804	300.233	401.874	190.010
290.036	183.766	183.892	397.804	300.233	402.344	190.010
290.036	183.766	183.892	398.091	300.455	402.864	190.010
290.036	183.766	183.892	398.091	300.455	403.542	190.010
290.036	183.766	183.892	398.091	300.455	404.201	190.218
290.036	183.766	183.892	398.709	300.455	404.893	190.218
290.036	184.106	184.198	398.709	300.695	405.554	190.218
290.036	184.106	184.198	398.709	300.695	406.232	190.218
290.036	184.106	184.198	398.991	300.695	406.956	190.218
290.036	184.106	184.426	398.991	300.695	407.578	190.218
290.314	184.342	184.426	399.247	300.695	408.203	190.429
290.314	184.342	184.426	399.247	300.695	408.877	190.429
290.314	184.342	184.632	399.643	300.900	409.411	190.429
290.314	184.342	184.632	400.534	300.900	409.908	190.429
290.314	184.342	184.632	401.360	300.900	410.337	190.429
290.542	184.576	184.632	402.177	301.149	410.721	190.429
290.542	184.576	184.862	402.177	301.149	411.093	190.683
290.542	184.576	184.862	402.534	301.403	411.354	190.683
290.542	184.576	184.862	402.534	301.403	411.643	190.683
290.542	184.576	185.097	402.855	301.685	412.060	190.897
290.542	184.829	185.097	402.855	301.685	412.566	190.897
290.747	184.829	185.097	403.156	301.938	413.127	190.897
290.747	184.829	185.311	403.156	301.938	413.848	191.121
290.747	185.100	185.311	403.440	302.155	414.742	191.121
290.747	185.100	185.311	403.440	302.155	415.638	191.121
290.747	185.100	185.311	403.724	302.155	416.482	191.121
290.968	185.323	185.534	403.724	302.383	417.194	191.350
290.968	185.323	185.534	404.022	302.383	417.889	191.350
290.968	185.323	185.534	404.022	302.383	418.375	191.552
290.968	185.323	185.534	404.022	302.383	418.751	191.552
290.968	185.323	185.781	404.298	302.383	418.982	191.552
290.968	185.323	185.781	405.154	302.602	418.982	191.552
290.968	185.323	185.781	405.950	302.602	418.982	191.839
290.968	185.323	185.781	405.950	302.602	419.310	191.839
290.968	185.323	186.002	405.950	302.888	419.310	191.839
290.968	185.323	186.002	405.950	302.888	419.627	192.086
290.968	185.323	186.002	406.800	303.093	419.627	192.086
290.968	185.323	186.002	407.596	303.093	419.953	192.086
290.968	185.323	186.002	407.596	303.093	419.953	192.086
290.968	185.323	186.002	407.596	303.383	420.224	192.086
290.968	185.323	186.203	407.596	303.383	420.224	192.086
290.968	185.323	186.203	407.596	303.615	420.428	192.086
290.968	185.323	186.203	407.596	303.615	420.428	192.086
291.173	185.323	186.203	407.596	303.917	420.428	192.086
291.173	185.323	186.203	407.596	303.917	420.428	192.086
291.173	185.323	186.203	407.596	304.254	420.428	192.314
291.173	185.323	186.203	407.596	304.254	420.706	192.314
291.173	185.323	186.203	407.596	304.516	420.706	192.314
291.173	185.323	186.437	407.596	304.516	420.955	192.314
291.423	185.323	186.437	407.886	304.762	420.955	192.535
291.423	185.323	186.675	407.886	304.762	421.170	192.535
291.423	185.323	186.675	408.147	305.076	421.170	192.758
291.423	185.541	186.675	408.147	305.076	421.170	192.758
291.423	185.541	186.937	408.389	305.307	421.390	193.108
291.699	185.541	186.937	408.389	305.307	421.390	193.108
291.699	185.541	186.937	408.605	305.307	421.390	193.108
291.699	185.541	186.937	408.605	305.567	421.390	193.452
291.699	185.541	187.185	408.840	305.567	421.390	193.738
291.909	185.541	187.185	408.840	305.567	421.390	193.979
291.909	185.541	187.185	409.140	305.807	421.697	194.244
291.909	185.541	187.431	409.140	305.807	421.905	194.244
291.909	185.541	187.431	409.433	305.807	422.226	194.640
291.909	185.541	187.431	409.433	306.009	422.655	194.640
291.909	185.541	187.695	409.758	306.009	422.997	195.014
291.909	185.541	187.695	409.758	306.009	423.338	195.215
291.909	185.541	187.695	410.074	306.234	423.627	195.215
291.909	185.541	187.936	410.074	306.234	423.627	195.595
291.909	185.541	187.936	410.335	306.234	423.960	195.595
291.909	185.541	187.936	410.335	306.537	423.960	195.862
291.909	185.746	187.936	410.335	306.537	423.960	195.862
291.909	185.746	188.154	410.555	306.777	424.227	195.862
291.909	185.746	188.154	410.555	306.986	424.227	196.120
291.909	185.746	188.154	410.555	307.227	424.480	196.120
292.126	185.746	188.154	410.555	307.227	424.685	196.449
292.126	185.746	188.154	410.555	307.597	424.685	196.449
292.126	185.746	188.154	410.555	307.597	425.109	196.873
292.126	185.974	188.355	410.768	307.981	425.392	196.873
292.387	185.974	188.355	410.768	308.184	425.767	197.209
292.387	185.974	188.355	410.768	308.397	426.097	197.209
292.387	185.974	188.355	410.984	308.609	426.408	197.209
292.387	185.974	188.355	411.838	308.819	426.627	197.434
292.649	185.974	188.355	411.838	309.162	426.627	197.434
292.649	186.227	188.568	412.634	309.394	426.908	197.730
292.874	186.227	188.568	413.492	309.689	426.908	197.948
292.874	186.227	188.568	414.292	309.943	426.908	197.948
292.874	186.227	188.568	414.292	310.156	426.908	198.329
293.103	186.227	188.568	414.292	310.390	426.908	198.329
293.103	186.434	188.568	415.104	310.598	426.908	198.584
293.103	186.434	188.568	415.104	310.598	427.120	198.584
293.103	186.434	188.568	415.906	310.976	427.120	198.584
293.316	186.434	188.568	415.906	310.976	427.120	198.584
293.316	186.434	188.568	415.906	311.243	427.120	198.584
293.316	186.434	188.568	415.906	311.243	427.120	198.584
293.316	186.434	188.568	415.906	311.503	427.120	198.584
293.316	186.434	188.568	415.906	311.503	427.120	198.584
293.538	186.434	188.806	416.755	311.810	427.120	198.785
293.538	186.434	188.806	416.755	311.810	427.120	198.785
293.538	186.680	189.035	416.755	312.178	427.120	198.785
293.538	186.680	189.035	416.968	312.639	427.120	198.785
293.538	186.680	189.237	416.968	312.639	427.120	198.785
293.538	186.680	189.237	416.968	313.032	427.120	198.785
293.538	186.680	189.237	417.182	313.259	427.120	198.785
293.538	186.932	189.489	417.182	313.502	427.120	198.785
293.538	186.932	189.489	417.182	313.788	427.120	198.785
293.538	186.932	189.489	417.182	314.087	427.120	198.785
293.748	186.932	189.489	417.182	314.417	427.348	198.988
293.748	186.932	189.489	417.408	314.727	427.348	198.988
293.748	187.169	189.489	417.408	315.074	427.348	198.988
293.748	187.169	189.489	417.408	315.470	427.348	198.988
293.748	187.169	189.693	417.408	315.885	427.348	198.988
293.748	187.169	189.693	417.621	316.278	427.348	198.988
293.748	187.379	189.693	417.621	316.647	427.348	198.988
293.979	187.379	189.973	417.621	317.021	427.348	198.988
293.979	187.379	189.973	417.878	317.462	427.348	198.988
293.979	187.379	189.973	417.878	317.882	427.348	198.988
293.979	187.586	190.243	417.878	318.242	427.348	198.988
293.979	187.586	190.243	418.110	318.563	427.348	198.988
294.247	187.586	190.243	418.110	318.907	427.348	198.988
294.247	187.586	190.484	418.110	319.281	427.348	198.988
294.247	187.586	190.484	418.110	319.555	427.348	198.988
294.247	187.586	190.484	418.110	319.822	427.348	198.988
294.247	187.817	190.688	418.110	319.822	427.348	198.988
294.461	187.817	190.688	418.110	320.205	427.599	198.988
294.461	187.817	190.688	419.043	320.205	427.599	198.988
294.461	187.817	190.688	419.043	320.558	427.889	199.241
294.461	188.021	190.688	419.043	320.558	428.114	199.241
294.663	188.021	190.897	419.043	320.917	428.372	199.442
294.663	188.021	190.897	419.043	320.917	428.692	199.442
294.663	188.021	190.897	419.245	321.231	428.958	199.655
294.663	188.021	190.897	419.245	321.231	428.958	199.655
294.663	188.021	190.897	420.035	321.538	429.306	199.655
294.663	188.021	191.164	420.838	321.538	429.306	199.655
294.663	188.223	191.164	420.838	321.772	429.306	199.871
294.663	188.223	191.164	420.838	321.772	429.306	199.871
294.663	188.223	191.164	420.838	322.080	429.306	199.871
294.886	188.223	191.377	420.838	322.080	429.306	200.075
294.886	188.223	191.377	420.838	322.509	429.306	200.075
294.886	188.223	191.377	420.838	322.784	429.567	200.075
294.886	188.432	191.377	421.051	323.062	429.567	200.075
294.886	188.432	191.377	421.051	323.374	429.850	200.075
294.886	188.432	191.377	421.051	323.687	430.122	200.075
294.886	188.432	191.377	421.051	323.958	430.365	200.075
294.886	188.432	191.377	421.051	324.182	430.594	200.282
294.886	188.664	191.595	422.063	324.431	430.594	200.282
295.086	188.664	191.595	422.826	324.687	430.971	200.282
295.086	188.664	191.595	423.644	324.934	430.971	200.282
295.086	188.866	191.595	423.644	325.185	431.280	200.282
295.086	188.866	191.595	423.644	325.426	431.280	200.282
295.086	188.866	191.595	423.644	325.629	431.487	200.282
295.086	188.866	191.595	423.644	325.629	431.487	200.282
295.352	189.113	191.595	423.644	326.000	431.487	200.510
295.352	189.113	191.828	423.644	326.000	431.487	200.510
295.352	189.113	191.828	423.644	326.275	431.487	200.510
295.352	189.113	191.828	423.644	326.275	431.487	200.510
295.570	189.113	191.828	423.644	326.525	431.487	200.510
295.570	189.113	191.828	423.644	326.525	431.705	200.510
295.570	189.113	191.828	423.644	326.772	431.705	200.740
295.570	189.339	192.031	423.644	326.772	431.705	200.740
295.570	189.339	192.031	423.644	327.017	431.705	200.740
295.570	189.339	192.031	423.644	327.017	431.705	200.740
295.570	189.339	192.031	423.644	327.302	431.981	200.972
295.772	189.339	192.031	423.644	327.302	431.981	200.972
295.772	189.339	192.031	423.644	327.605	431.981	200.972
295.772	189.339	192.031	423.644	327.605	432.227	200.972
295.772	189.339	192.031	423.644	327.863	432.227	200.972
295.772	189.547	192.244	423.644	327.863	432.227	200.972
295.983	189.547	192.244	423.644	328.101	432.227	200.972
295.983	189.547	192.244	423.644	328.101	432.475	200.972
295.983	189.547	192.244	423.644	328.101	432.475	200.972
295.983	189.547	192.244	423.644	328.362	432.475	200.972
295.983	189.763	192.244	423.644	328.362	432.475	200.972
296.208	189.763	192.244	423.644	328.362	432.721	200.972
296.208	189.763	192.486	423.644	328.362	432.721	200.972
296.208	189.763	192.486	423.875	328.582	432.721	200.972
296.418	189.763	192.486	423.875	328.582	432.924	200.972
296.418	189.763	192.486	423.875	328.582	432.924	200.972
296.418	189.993	192.486	423.875	328.582	432.924	200.972
296.418	189.993	192.734	424.102	328.582	433.128	201.175
296.634	189.993	192.734	424.102	328.582	433.128	201.175
296.634	189.993	192.734	424.102	328.582	433.128	201.175
296.634	190.230	192.956	424.102	328.582	433.128	201.175
296.634	190.230	192.956	424.102	328.791	433.128	201.175
296.634	190.230	192.956	424.102	328.791	433.128	201.175
296.838	190.230	192.956	424.102	328.791	433.329	201.175
296.838	190.453	193.192	424.102	328.791	433.329	201.175
296.838	190.453	193.192	424.312	329.028	433.329	201.175
296.838	190.453	193.192	424.312	329.028	433.329	201.175
296.838	190.453	193.192	424.312	329.028	433.329	201.392
296.838	190.453	193.192	424.312	329.337	433.536	201.392
296.838	190.453	193.192	424.538	329.337	433.536	201.392
297.075	190.453	193.192	424.538	329.553	433.536	201.392
297.075	190.707	193.480	424.538	329.553	433.536	201.392
297.075	190.707	193.480	424.538	329.779	433.536	201.392
297.075	190.707	193.480	424.538	329.779	433.536	201.392
297.301	190.707	193.480	424.538	330.034	433.536	201.602
297.301	190.707	193.480	424.538	330.034	433.536	201.602
297.301	190.910	193.480	424.538	330.290	433.777	201.602
297.301	190.910	193.480	424.538	330.290	433.777	201.602
297.301	190.910	193.480	424.538	330.519	433.777	201.602
297.301	190.910	193.480	424.538	330.519	433.977	201.602
297.301	190.910	193.480	424.538	330.519	433.977	201.602
297.301	190.910	193.480	424.538	330.736	433.977	201.602
297.301	190.910	193.709	424.742	330.736	433.977	201.602
297.301	190.910	193.709	424.742	330.736	433.977	201.816
297.301	191.125	193.939	424.742	330.736	433.977	201.816
297.515	191.125	193.939	424.742	330.736	433.977	201.816
297.515	191.125	194.232	424.944	330.736	434.351	201.816
297.515	191.125	194.232	424.944	330.736	434.351	201.816
297.515	191.125	194.436	425.854	331.002	434.351	201.816
297.515	191.342	194.436	426.582	331.002	434.573	201.816
297.515	191.342	194.436	426.582	331.002	434.573	201.816
297.515	191.342	194.723	426.582	331.302	434.573	201.816
297.515	191.342	194.723	427.512	331.302	434.573	201.816
297.515	191.342	194.723	427.512	331.545	434.573	201.816
297.515	191.342	194.983	428.234	331.545	434.573	201.816
297.515	191.342	194.983	428.234	331.779	434.855	201.816
297.723	191.342	194.983	428.234	331.779	435.115	201.816
297.723	191.342	194.983	429.015	332.017	435.115	201.816
297.723	191.342	194.983	429.869	332.017	435.433	201.816
297.723	191.342	194.983	429.869	332.227	435.433	201.816
297.723	191.342	194.983	430.547	332.227	435.785	202.060
297.723	191.342	194.983	430.547	332.461	435.785	202.060
297.723	191.547	195.197	431.504	332.461	436.056	202.060
297.723	191.547	195.197	431.504	332.691	436.056	202.060
297.927	191.547	195.197	431.504	332.691	436.056	202.264
297.927	191.547	195.438	431.746	332.978	436.280	202.264
297.927	191.547	195.438	431.746	332.978	436.280	202.264
297.927	191.824	195.438	432.449	333.261	436.280	202.264
297.927	191.824	195.438	432.449	333.261	436.280	202.264
297.927	191.824	195.438	432.449	333.541	436.280	202.264
298.159	191.824	195.438	432.449	333.541	436.280	202.264
298.159	191.824	195.438	432.449	333.799	436.494	202.486
298.159	191.824	195.438	432.449	333.799	436.494	202.486
298.159	192.038	195.438	432.449	334.101	436.494	202.486
298.159	192.038	195.438	433.147	334.101	436.494	202.486
298.159	192.038	195.438	433.147	334.340	436.494	202.486
298.159	192.038	195.438	433.147	334.340	436.708	202.486
298.159	192.038	195.640	433.990	334.566	436.708	202.486
298.159	192.038	195.640	434.783	334.566	436.708	202.486
298.159	192.038	195.640	435.580	334.781	436.708	202.486
298.159	192.038	195.640	436.356	334.781	436.708	202.486
298.159	192.038	195.855	437.147	334.781	436.708	202.486
298.159	192.266	195.855	437.945	335.017	436.916	202.486
298.159	192.266	195.855	438.718	335.017	436.916	202.486
298.370	192.266	195.855	438.718	335.017	436.916	202.705
298.370	192.266	195.855	439.514	335.017	437.195	202.705
298.370	192.266	195.855	440.313	335.282	437.195	202.705
298.370	192.471	195.855	440.313	335.282	437.195	202.705
298.370	192.471	196.061	440.313	335.483	437.516	202.705
298.370	192.471	196.061	441.103	335.483	437.516	202.705
298.370	192.471	196.061	441.914	335.757	437.729	202.705
298.370	192.471	196.061	441.914	335.757	437.729	202.705
298.370	192.471	196.061	441.914	336.076	437.729	202.705
298.370	192.471	196.061	441.914	336.076	437.729	202.705
298.370	192.471	196.061	442.728	336.404	437.941	202.705
298.370	192.471	196.061	442.728	336.404	437.941	202.705
298.370	192.471	196.061	442.728	336.634	437.941	202.705
298.370	192.678	196.061	442.728	336.634	438.148	202.705
298.370	192.678	196.061	443.381	336.898	438.148	202.705
298.370	192.678	196.061	444.154	336.898	438.454	202.705
298.370	192.678	196.061	444.941	337.246	438.454	202.705
298.370	192.678	196.061	444.941	337.464	438.699	202.705
298.370	192.678	196.061	444.941	337.677	438.699	202.705
298.593	192.678	196.297	444.941	337.923	438.945	202.705
298.593	192.915	196.297	444.941	338.137	438.945	202.908
298.593	192.915	196.297	445.182	338.137	438.945	202.908
298.593	192.915	196.523	445.182	338.546	438.945	202.908
298.593	192.915	196.523	445.182	338.546	438.945	202.908
298.806	192.915	196.523	445.182	338.910	439.180	202.908
298.806	193.120	196.738	445.404	338.910	439.180	202.908
298.806	193.120	196.738	445.404	339.244	439.547	202.908
298.806	193.120	196.738	445.404	339.444	439.547	202.908
298.806	193.120	196.738	445.404	339.444	439.547	202.908
298.806	193.120	196.738	445.610	339.820	439.820	202.908
298.806	193.120	196.944	445.610	340.044	439.820	202.908
298.806	193.120	196.944	445.610	340.271	439.820	202.908
298.806	193.120	196.944	445.610	340.489	440.066	202.908
298.806	193.120	196.944	445.610	340.698	440.066	202.908
298.806	193.120	196.944	445.610	340.698	440.066	202.908
299.008	193.120	196.944	445.610	341.078	440.066	202.908
299.008	193.120	196.944	445.812	341.078	440.066	202.908
299.008	193.120	196.944	445.812	341.433	440.066	202.908
299.008	193.120	197.175	445.812	341.433	440.066	202.908
299.008	193.120	197.175	445.812	341.744	440.305	202.908
299.008	193.120	197.175	445.812	341.744	440.305	202.908
299.008	193.120	197.175	445.812	341.998	440.305	202.908
299.226	193.120	197.175	445.812	341.998	440.564	202.908
299.226	193.370	197.378	446.058	342.223	440.564	202.908
299.226	193.370	197.378	446.058	342.223	440.805	202.908
299.453	193.370	197.378	446.058	342.223	440.805	203.145
299.453	193.595	197.579	446.058	342.466	441.067	203.145
299.697	193.595	197.579	446.262	342.466	441.067	203.376
299.697	193.595	197.579	446.262	342.691	441.067	203.376
299.964	193.830	197.579	446.262	342.691	441.067	203.649
299.964	193.830	197.579	446.262	342.958	441.067	203.649
299.964	193.830	197.579	446.262	342.958	441.067	203.649
299.964	194.038	197.801	446.262	343.322	441.067	203.649
299.964	194.038	197.801	446.262	343.322	441.418	203.649
299.964	194.038	197.801	446.262	343.647	441.418	203.649
299.964	194.038	197.801	446.262	343.647	441.951	203.649
299.964	194.038	197.801	446.971	343.898	442.213	203.649
299.964	194.038	198.008	447.843	343.898	442.545	203.649
299.964	194.038	198.008	447.843	344.136	442.837	203.940
299.964	194.294	198.008	448.140	344.136	442.837	203.940
299.964	194.294	198.223	448.140	344.361	442.837	203.940
300.208	194.294	198.223	448.411	344.361	443.179	204.335
300.208	194.294	198.223	448.411	344.361	443.575	204.576
300.412	194.508	198.452	448.411	344.574	443.575	204.833
300.412	194.508	198.452	448.649	344.574	443.895	205.034
300.616	194.508	198.452	448.649	344.574	443.895	205.034
300.616	194.508	198.452	448.649	344.574	444.343	205.034
300.616	194.508	198.452	448.649	344.816	444.616	205.034
300.616	194.508	198.653	448.876	344.816	444.955	205.034
300.616	194.508	198.653	448.876	344.816	445.324	205.034
300.830	194.508	198.653	448.876	345.018	445.663	205.034
300.830	194.717	198.653	449.078	345.018	445.926	205.034
300.830	194.717	198.653	449.078	345.018	445.926	205.034
300.830	194.717	198.653	449.337	345.018	446.198	205.034
301.064	194.717	198.653	449.337	345.269	446.198	205.034
301.064	194.717	198.653	449.566	345.269	446.571	205.034
301.064	194.717	198.653	449.566	345.269	446.772	205.034
301.064	194.717	198.653	449.566	345.485	446.772	205.034
301.064	194.717	198.856	449.773	345.485	447.106	205.034
301.064	194.717	198.856	449.773	345.485	447.106	205.034
301.064	194.717	198.856	449.773	345.693	447.106	205.034
301.064	194.717	198.856	449.773	345.693	447.330	205.034
