P6_elbow_lP6_whole_dist_traveled	P6_shoulder_lP6_whole_dist_traveled	P6_shoulder_rP6_whole_dist_traveled	P6_elbow_rP6_whole_dist_traveled	P6_headP6_whole_dist_traveled	P6_hand_rP6_whole_dist_traveled	P6_hand_lP6_whole_dist_traveled
1322.968	596.125	480.146	1057.078	1051.351	1554.924	2550.374
1323.767	596.427	480.421	1057.769	1051.575	1555.483	2551.532
1324.483	596.658	480.421	1058.064	1051.575	1556.093	2552.476
1325.574	596.658	480.758	1058.348	1051.850	1556.643	2552.868
1326.303	596.874	480.758	1058.673	1051.850	1557.124	2554.331
1326.980	596.874	481.115	1058.986	1052.160	1557.510	2555.038
1327.582	597.081	481.115	1059.239	1052.415	1557.906	2555.747
1328.171	597.081	481.409	1059.998	1052.761	1558.207	2556.102
1328.747	597.348	481.409	1060.297	1053.163	1558.525	2556.476
1329.296	597.348	481.635	1060.693	1053.609	1558.777	2557.055
1329.690	597.648	481.635	1060.942	1054.048	1559.149	2557.618
1330.074	597.648	481.635	1060.942	1054.455	1559.433	2558.129
1330.362	597.885	481.975	1061.277	1054.853	1560.118	2558.382
1330.599	597.885	481.975	1061.277	1055.193	1560.324	2559.096
1330.599	597.885	482.426	1061.277	1055.512	1560.588	2559.719
1330.806	598.101	482.709	1061.530	1055.778	1560.824	2560.162
1330.806	598.101	483.002	1061.530	1055.778	1560.824	2560.548
1331.017	598.101	483.394	1061.748	1056.159	1561.173	2560.794
1331.017	598.101	483.759	1061.748	1056.159	1561.173	2560.794
1331.290	598.101	484.025	1062.093	1056.369	1561.173	2561.055
1331.290	598.361	484.294	1062.483	1056.369	1561.408	2561.055
1331.715	598.361	484.509	1062.699	1056.369	1561.408	2561.472
1331.950	598.361	484.509	1063.439	1056.604	1561.408	2561.820
1332.203	598.361	484.767	1063.686	1056.604	1561.408	2562.202
1332.463	598.361	484.767	1064.417	1056.604	1561.408	2562.561
1332.669	598.361	484.767	1064.417	1056.871	1561.659	2562.868
1332.669	598.574	485.011	1064.719	1056.871	1561.659	2563.136
1333.005	598.574	485.011	1064.719	1056.871	1562.089	2563.447
1333.005	598.574	485.244	1065.303	1057.105	1562.333	2563.716
1333.342	598.574	485.244	1065.303	1057.105	1562.556	2564.015
1333.342	598.881	485.560	1065.598	1057.105	1562.556	2564.307
1333.639	598.881	485.560	1065.804	1057.351	1562.797	2564.648
1333.639	599.193	485.862	1066.036	1057.351	1562.797	2564.955
1333.979	599.193	486.068	1066.282	1057.351	1562.797	2565.205
1333.979	599.525	486.355	1067.272	1057.620	1562.797	2565.205
1334.331	599.525	486.355	1067.543	1057.620	1562.797	2565.551
1334.561	599.927	486.741	1067.926	1057.620	1563.021	2565.551
1334.805	600.142	486.975	1068.292	1057.865	1563.021	2565.848
1334.805	600.390	487.210	1068.800	1057.865	1563.021	2565.848
1335.218	600.640	487.210	1069.140	1057.865	1563.346	2566.117
1335.424	600.870	487.568	1069.474	1058.174	1563.346	2566.117
1335.627	600.870	487.568	1069.774	1058.174	1563.637	2566.117
1335.855	601.232	487.837	1070.043	1058.428	1563.637	2566.117
1335.855	601.232	487.837	1070.253	1058.428	1563.940	2566.117
1336.196	601.442	487.837	1070.457	1058.692	1563.940	2566.409
1336.196	601.442	487.837	1070.457	1058.692	1564.149	2566.409
1336.456	601.442	487.837	1070.708	1058.956	1564.149	2566.776
1336.456	601.442	487.837	1070.708	1058.956	1564.149	2566.776
1336.456	601.642	487.837	1070.708	1059.221	1564.419	2567.134
1336.716	601.642	488.085	1070.708	1059.221	1564.419	2567.134
1336.716	601.870	488.085	1070.708	1059.221	1564.419	2567.370
1336.926	601.870	488.312	1070.916	1059.441	1564.654	2567.370
1336.926	602.101	488.312	1070.916	1059.441	1564.654	2567.592
1337.202	602.101	488.526	1071.123	1059.441	1564.939	2567.592
1337.202	602.332	488.526	1071.907	1059.441	1564.939	2567.592
1337.506	602.332	488.526	1072.561	1059.441	1565.196	2567.592
1337.506	602.577	488.746	1072.561	1059.763	1565.196	2567.592
1337.765	602.577	488.746	1072.561	1059.763	1565.196	2567.592
1337.765	602.577	488.746	1072.800	1060.080	1565.196	2567.794
1338.031	602.850	488.746	1072.800	1060.080	1565.468	2567.794
1338.031	602.850	489.015	1072.800	1060.415	1565.468	2567.794
1338.031	602.850	489.015	1072.800	1060.415	1565.468	2567.794
1338.302	602.850	489.015	1072.800	1060.763	1565.690	2567.794
1338.302	602.850	489.251	1072.800	1060.763	1565.690	2568.020
1338.302	602.850	489.251	1073.020	1061.077	1565.690	2568.020
1338.302	603.094	489.251	1073.020	1061.077	1565.964	2568.226
1338.302	603.094	489.251	1073.020	1061.326	1565.964	2568.791
1338.766	603.094	489.492	1073.307	1061.326	1566.187	2568.791
1338.766	603.094	489.492	1073.987	1061.326	1566.187	2568.791
1338.766	603.317	489.492	1073.987	1061.326	1566.187	2568.791
1339.365	603.317	489.492	1073.987	1061.326	1566.187	2569.325
1339.365	603.317	489.492	1074.258	1061.585	1566.187	2569.325
1339.578	603.317	489.492	1074.258	1061.585	1566.187	2569.325
1339.578	603.317	489.699	1074.258	1061.847	1566.187	2569.325
1339.578	603.571	489.699	1074.258	1061.847	1566.187	2569.586
1339.838	603.571	489.699	1075.018	1062.158	1566.187	2569.586
1339.838	603.571	489.699	1075.711	1062.158	1566.187	2569.586
1339.838	603.571	489.699	1075.711	1062.394	1566.187	2569.808
1340.070	603.571	489.699	1075.711	1062.394	1566.187	2569.808
1340.070	603.571	489.699	1075.711	1062.394	1566.187	2569.808
1340.070	603.571	489.699	1075.711	1062.394	1566.187	2570.011
1340.281	603.571	489.699	1076.435	1062.612	1566.187	2570.011
1340.281	603.571	489.902	1077.122	1062.612	1566.187	2570.011
1340.281	603.571	489.902	1077.122	1062.612	1566.187	2570.011
1340.281	603.571	489.902	1077.122	1062.612	1566.187	2570.214
1340.540	603.571	489.902	1077.122	1062.612	1566.187	2570.214
1340.540	603.571	489.902	1077.122	1062.893	1566.187	2570.214
1340.540	603.571	489.902	1077.823	1062.893	1566.187	2570.480
1340.540	603.571	489.902	1078.535	1062.893	1566.187	2570.480
1340.790	603.571	489.902	1079.226	1063.182	1566.403	2570.703
1340.790	603.571	489.902	1079.932	1063.182	1566.403	2570.703
1340.790	603.571	489.902	1079.932	1063.182	1566.403	2570.923
1341.005	603.571	490.118	1080.574	1063.443	1566.403	2570.923
1341.005	603.571	490.118	1080.574	1063.443	1566.403	2571.276
1341.005	603.571	490.118	1081.356	1063.443	1566.643	2571.557
1341.234	603.571	490.118	1081.356	1063.725	1566.643	2571.837
1341.234	603.571	490.118	1081.980	1063.725	1566.643	2572.113
1341.528	603.783	490.118	1082.676	1063.982	1566.643	2572.459
1341.528	603.783	490.118	1083.347	1063.982	1566.867	2572.756
1341.734	603.783	490.118	1084.042	1064.187	1566.867	2573.097
1341.734	603.783	490.118	1084.042	1064.187	1566.867	2573.448
1342.040	603.783	490.118	1084.042	1064.187	1566.867	2573.757
1342.040	603.783	490.118	1084.042	1064.487	1566.867	2574.006
1342.408	603.783	490.118	1084.736	1064.487	1566.867	2574.217
1342.408	603.984	490.118	1084.736	1064.487	1566.867	2574.217
1342.709	603.984	490.118	1084.736	1064.742	1566.867	2574.522
1342.709	603.984	490.118	1084.736	1064.742	1567.117	2574.522
1342.919	603.984	490.118	1085.245	1064.742	1567.117	2574.985
1342.919	604.206	490.118	1086.095	1064.951	1567.484	2575.360
1342.919	604.206	490.118	1086.095	1064.951	1567.484	2575.806
1342.919	604.206	490.118	1086.365	1064.951	1567.750	2576.294
1342.919	604.206	490.118	1086.365	1065.182	1567.750	2576.648
1343.180	604.206	490.118	1086.365	1065.182	1567.750	2576.648
1343.180	604.206	490.118	1086.365	1065.182	1567.995	2576.900
1343.417	604.206	490.118	1086.594	1065.460	1567.995	2576.900
1343.417	604.206	490.118	1086.594	1065.460	1568.207	2576.900
1343.659	604.206	490.118	1086.594	1065.670	1568.207	2576.900
1343.659	604.418	490.345	1086.806	1065.670	1568.427	2577.121
1343.932	604.418	490.345	1086.806	1065.895	1568.427	2577.121
1343.932	604.418	490.345	1086.806	1065.895	1568.665	2577.428
1344.164	604.418	490.345	1086.806	1066.178	1568.665	2577.428
1344.164	604.418	490.345	1087.026	1066.178	1568.665	2577.815
1344.164	604.418	490.611	1087.026	1066.475	1568.665	2577.815
1344.164	604.625	490.611	1087.026	1066.475	1568.665	2578.059
1344.164	604.625	490.611	1087.026	1066.789	1568.866	2578.059
1344.164	604.625	490.611	1087.026	1066.789	1568.866	2578.059
1344.164	604.625	490.834	1087.234	1067.155	1568.866	2578.059
1344.164	604.889	490.834	1087.234	1067.369	1568.866	2578.059
1344.164	604.889	490.834	1087.234	1067.369	1568.866	2578.059
1344.164	604.889	490.834	1087.234	1067.760	1568.866	2578.059
1344.164	604.889	490.834	1087.234	1067.984	1568.866	2578.271
1344.164	604.889	490.834	1087.234	1068.204	1568.866	2578.271
1344.364	604.889	490.834	1087.234	1068.204	1568.866	2578.271
1344.364	604.889	490.834	1087.234	1068.595	1568.866	2578.271
1344.364	604.889	490.834	1087.234	1068.595	1568.866	2578.271
1344.364	604.889	490.834	1087.234	1068.906	1568.866	2578.271
1344.364	604.889	490.834	1087.234	1068.906	1568.866	2578.271
1344.364	605.127	490.834	1087.234	1069.179	1568.866	2578.271
1344.582	605.127	490.834	1087.234	1069.179	1568.866	2578.512
1344.582	605.127	491.056	1087.234	1069.401	1569.132	2578.512
1344.582	605.127	491.056	1087.234	1069.401	1569.132	2578.512
1344.582	605.127	491.056	1087.234	1069.401	1569.132	2578.512
1344.827	605.350	491.056	1087.234	1069.694	1569.132	2578.512
1344.827	605.350	491.289	1087.234	1069.694	1569.132	2578.761
1344.827	605.350	491.289	1087.234	1069.909	1569.132	2578.761
1344.827	605.350	491.289	1087.234	1069.909	1569.132	2578.761
1344.827	605.350	491.289	1087.452	1070.167	1569.132	2578.979
1345.049	605.350	491.289	1088.209	1070.167	1569.132	2578.979
1345.049	605.557	491.289	1088.922	1070.398	1569.132	2578.979
1345.049	605.557	491.289	1088.922	1070.398	1569.132	2579.253
1345.049	605.557	491.289	1089.684	1070.616	1569.132	2579.253
1345.049	605.557	491.289	1089.684	1070.616	1569.132	2579.511
1345.049	605.557	491.289	1090.352	1070.616	1569.132	2579.711
1345.328	605.762	491.289	1091.079	1070.616	1569.132	2579.987
1345.328	605.762	491.289	1091.744	1070.616	1569.132	2580.282
1345.655	605.762	491.520	1091.744	1070.846	1569.132	2580.632
1345.655	605.762	491.520	1091.744	1070.846	1569.132	2580.984
1345.963	605.762	491.520	1091.744	1070.846	1569.132	2581.425
1345.963	606.021	491.520	1091.954	1071.107	1569.132	2581.888
1346.298	606.021	491.520	1091.954	1071.107	1569.132	2582.380
1346.298	606.021	491.752	1091.954	1071.107	1569.435	2582.979
1346.736	606.237	491.752	1091.954	1071.107	1569.435	2583.622
1347.086	606.237	491.752	1091.954	1071.107	1569.709	2584.659
1347.588	606.471	491.752	1091.954	1071.364	1569.709	2585.620
1348.272	606.689	491.963	1091.954	1071.364	1569.709	2586.757
1348.974	606.908	491.963	1092.176	1071.364	1571.121	2587.874
1349.817	607.173	491.963	1092.176	1071.605	1571.121	2589.395
1350.710	607.462	491.963	1092.176	1071.605	1571.391	2590.661
1351.632	607.754	491.963	1092.176	1071.605	1571.391	2592.236
1352.644	608.089	491.963	1092.176	1071.605	1571.391	2593.569
1353.493	608.334	491.963	1092.416	1071.854	1571.391	2594.928
1354.473	608.334	492.271	1092.416	1071.854	1571.600	2596.189
1355.335	608.609	492.271	1092.416	1071.854	1571.850	2597.304
1356.288	608.609	492.539	1092.416	1071.854	1571.850	2598.329
1357.307	608.905	492.539	1092.416	1072.055	1571.850	2599.536
1358.540	609.171	492.884	1093.085	1072.055	1571.850	2601.052
1359.828	609.419	492.884	1093.802	1072.279	1571.850	2602.829
1361.390	609.682	493.176	1093.802	1072.483	1572.083	2605.157
1362.925	610.006	493.176	1094.137	1072.689	1572.083	2607.917
1364.428	610.379	493.743	1094.137	1072.905	1572.284	2611.108
1365.850	610.754	494.471	1094.502	1072.905	1572.284	2614.738
1367.125	611.084	495.066	1094.502	1073.240	1572.663	2618.662
1368.239	611.377	495.827	1094.854	1073.240	1573.385	2623.064
1369.286	611.701	496.038	1095.712	1073.534	1573.385	2627.821
1370.128	612.038	496.038	1095.712	1073.534	1573.385	2632.834
1370.863	612.451	496.413	1095.984	1073.931	1573.385	2637.990
1371.508	612.907	496.667	1095.984	1074.267	1573.385	2643.192
1372.015	613.355	496.872	1096.215	1074.660	1573.654	2648.133
1372.579	613.877	497.128	1096.215	1075.086	1573.654	2652.797
1373.311	614.467	497.340	1096.500	1075.599	1574.017	2657.175
1374.273	615.069	497.340	1096.500	1076.211	1574.017	2661.211
1375.415	615.527	497.614	1097.416	1076.801	1574.325	2664.805
1376.762	615.953	497.614	1098.060	1077.515	1574.531	2668.208
1378.154	616.417	497.614	1098.264	1078.258	1574.531	2671.282
1379.670	616.695	497.614	1098.264	1078.888	1574.934	2674.229
1381.078	616.695	497.840	1098.585	1079.519	1575.174	2676.934
1382.555	616.920	497.840	1098.585	1080.148	1575.174	2679.426
1383.758	616.920	498.150	1098.836	1080.696	1575.532	2681.583
1384.983	617.320	498.150	1098.836	1081.164	1575.532	2683.592
1386.080	617.752	498.548	1098.836	1081.628	1575.751	2685.483
1387.305	618.229	498.808	1099.108	1082.133	1575.751	2687.439
1388.368	618.767	498.808	1099.108	1082.660	1575.751	2689.325
1389.429	619.417	499.225	1099.540	1083.225	1575.962	2691.087
1390.357	620.133	499.968	1099.865	1083.862	1575.962	2693.071
1391.274	620.737	500.179	1100.162	1084.532	1576.244	2694.854
1392.064	621.406	500.715	1100.467	1085.254	1576.244	2696.594
1392.731	622.133	500.715	1100.760	1085.975	1576.607	2698.176
1393.410	622.704	501.008	1101.025	1086.640	1576.607	2699.893
1393.964	623.185	501.008	1101.273	1087.316	1576.944	2701.649
1394.462	623.713	501.228	1101.489	1087.957	1576.944	2703.391
1394.937	624.312	501.228	1101.489	1088.541	1577.233	2705.569
1395.371	624.925	501.498	1101.758	1089.083	1577.233	2708.607
1395.793	625.496	501.498	1101.758	1089.598	1577.450	2712.762
1396.201	626.106	501.754	1101.758	1090.046	1577.450	2718.144
1396.542	626.713	501.754	1101.758	1090.457	1577.660	2725.317
1396.777	627.153	502.072	1101.758	1090.828	1578.344	2732.866
1397.058	627.402	502.072	1101.978	1091.173	1578.344	2741.258
1397.432	627.402	502.307	1101.978	1091.470	1578.344	2748.940
1397.895	627.607	503.011	1102.227	1091.771	1578.626	2756.083
1398.358	628.051	503.011	1102.227	1092.085	1578.626	2762.884
1398.763	628.798	503.287	1102.499	1092.448	1578.626	2769.140
1399.173	629.643	503.287	1102.499	1092.815	1578.868	2774.701
1399.799	630.713	503.569	1102.703	1093.206	1578.868	2779.779
1400.587	631.956	503.569	1102.703	1093.573	1579.676	2784.227
1401.484	633.035	504.310	1102.703	1093.944	1579.676	2788.449
1402.354	634.276	504.310	1103.409	1094.293	1579.901	2791.237
1403.244	635.498	504.310	1103.409	1094.651	1579.901	2793.254
1403.951	636.473	504.521	1104.118	1094.902	1579.901	2794.377
1404.515	637.204	504.741	1104.895	1094.902	1580.117	2795.418
1404.799	637.729	504.985	1105.547	1095.157	1580.117	2796.605
1405.023	637.980	505.313	1106.352	1095.157	1580.403	2798.093
1405.236	638.287	505.626	1106.961	1095.450	1580.403	2799.806
1405.507	638.820	505.941	1107.777	1095.719	1580.760	2801.645
1405.937	639.535	506.233	1107.777	1096.101	1580.760	2803.201
1406.372	640.269	506.496	1108.099	1096.549	1581.028	2804.737
1406.767	641.778	506.713	1108.348	1097.086	1581.028	2806.078
1407.173	642.743	506.713	1109.057	1097.617	1581.028	2807.015
1407.452	643.899	507.002	1109.888	1098.271	1581.262	2807.807
1407.744	644.999	507.632	1110.648	1098.991	1581.262	2808.406
1408.158	645.798	508.351	1111.013	1099.753	1581.262	2808.917
1408.651	646.392	508.351	1111.371	1100.464	1581.567	2809.312
1409.277	646.703	508.763	1111.670	1101.145	1581.567	2809.644
1409.948	646.703	508.763	1111.938	1101.829	1581.939	2810.069
1410.734	647.037	509.133	1111.938	1102.532	1581.939	2810.437
1411.573	647.325	509.133	1112.182	1103.199	1582.256	2811.062
1412.376	647.763	509.412	1112.182	1103.793	1582.256	2811.669
1413.141	648.162	509.412	1112.182	1104.310	1582.578	2812.306
1413.944	648.506	509.616	1112.481	1104.761	1582.578	2812.992
1414.740	648.835	509.616	1112.481	1105.231	1582.783	2813.706
1415.518	649.143	509.833	1112.814	1105.676	1582.783	2814.462
1416.286	649.387	509.833	1112.814	1106.107	1582.783	2815.052
1416.981	649.872	510.129	1113.518	1106.410	1582.783	2815.641
1417.691	649.872	510.129	1113.518	1106.689	1582.783	2816.230
1418.310	650.420	510.377	1113.806	1106.898	1582.783	2816.827
1418.948	650.420	510.377	1113.806	1106.898	1583.001	2817.451
1419.544	650.843	510.664	1114.715	1107.158	1583.001	2817.906
1420.094	651.050	510.664	1115.356	1107.158	1583.001	2818.313
1420.586	651.307	510.945	1115.356	1107.158	1583.262	2818.723
1421.051	651.571	510.945	1115.695	1107.158	1583.262	2819.036
1421.532	651.834	511.187	1115.695	1107.158	1583.262	2819.301
1421.934	652.136	511.187	1116.025	1107.158	1583.529	2819.550
1422.391	652.433	511.187	1116.025	1107.370	1583.529	2819.810
1422.758	653.169	511.439	1116.359	1107.370	1583.529	2820.263
1423.100	653.504	511.439	1117.051	1107.370	1583.529	2820.574
1423.504	653.734	511.439	1117.051	1107.370	1583.529	2820.944
1423.816	653.945	511.439	1117.294	1107.618	1583.754	2821.436
1424.140	653.945	511.439	1118.062	1107.618	1583.754	2821.923
1424.442	654.208	511.650	1118.062	1107.618	1583.754	2822.551
1424.708	654.208	511.650	1118.698	1107.618	1583.754	2823.695
1424.950	654.208	511.650	1118.698	1107.833	1584.007	2824.620
1425.203	654.208	511.650	1119.498	1107.833	1584.007	2825.502
1425.415	654.208	511.650	1119.498	1107.833	1584.007	2826.584
1425.415	654.907	511.933	1120.196	1107.833	1584.285	2828.162
1425.743	654.907	511.933	1120.924	1108.102	1584.285	2829.329
1425.743	655.221	511.933	1120.924	1108.102	1584.285	2830.027
1426.019	655.221	512.192	1121.659	1108.314	1584.285	2830.879
1426.223	655.647	512.192	1122.382	1108.314	1584.285	2831.707
1426.463	655.647	512.192	1123.115	1108.552	1585.099	2832.423
1426.764	656.006	512.417	1123.807	1108.552	1585.099	2833.016
1427.111	656.209	512.417	1123.807	1108.552	1585.099	2833.563
1427.465	656.209	512.417	1124.532	1108.807	1585.099	2833.970
1427.858	656.542	512.417	1125.204	1108.807	1585.099	2834.466
1428.284	656.542	512.417	1125.907	1108.807	1585.099	2834.798
1428.793	656.812	512.417	1125.907	1108.807	1585.099	2835.096
1429.228	656.812	512.417	1125.907	1108.807	1585.099	2835.387
1429.650	656.812	512.662	1126.619	1109.076	1585.099	2835.620
1430.002	656.812	512.662	1126.619	1109.076	1585.099	2835.620
1430.259	657.047	512.662	1126.619	1109.286	1585.099	2835.960
1430.494	657.047	512.888	1127.277	1109.286	1585.099	2836.215
1430.494	657.249	512.888	1127.277	1109.534	1585.099	2836.215
1430.813	657.249	512.888	1128.029	1109.534	1585.299	2836.502
1430.813	657.485	512.888	1128.720	1109.841	1585.299	2836.502
1430.813	657.485	513.114	1128.720	1109.841	1585.299	2836.873
1431.042	657.722	513.114	1129.440	1110.176	1585.299	2836.873
1431.042	657.722	513.114	1130.132	1110.176	1585.299	2837.278
1431.042	657.722	513.114	1130.845	1110.475	1585.299	2837.556
1431.042	657.967	513.114	1131.530	1110.475	1585.299	2837.791
1431.351	657.967	513.114	1131.530	1110.676	1585.299	2837.791
1431.351	657.967	513.114	1131.530	1110.676	1585.299	2838.225
1431.619	658.176	513.114	1131.530	1110.676	1585.299	2838.225
1431.619	658.176	513.114	1131.530	1110.933	1585.299	2838.446
1431.912	658.176	513.114	1131.530	1110.933	1585.299	2838.446
1431.912	658.176	513.114	1132.210	1110.933	1585.299	2838.446
1431.912	658.176	513.114	1132.937	1111.258	1585.299	2838.658
1432.174	658.402	513.114	1133.577	1111.258	1585.299	2838.658
1432.174	658.402	513.114	1133.577	1111.574	1585.299	2838.658
1432.174	658.402	513.114	1133.577	1111.574	1585.502	2838.952
1432.174	658.402	513.114	1133.577	1111.912	1585.502	2838.952
1432.174	658.611	513.316	1134.441	1111.912	1585.502	2839.325
1432.374	658.611	513.316	1135.095	1112.281	1585.502	2839.325
1432.374	658.611	513.316	1135.095	1112.281	1585.502	2839.592
1432.374	658.611	513.316	1135.095	1112.639	1585.502	2839.592
1432.374	658.611	513.316	1135.095	1112.639	1585.502	2839.911
1432.374	658.611	513.316	1135.095	1112.961	1585.502	2839.911
1432.374	658.611	513.316	1135.306	1112.961	1585.502	2840.134
1432.374	658.611	513.316	1135.306	1113.235	1586.380	2840.134
1432.374	658.611	513.316	1135.306	1113.235	1587.297	2840.134
1432.374	658.611	513.533	1135.306	1113.522	1588.218	2840.335
1432.374	658.611	513.533	1135.306	1113.522	1589.092	2840.335
1432.374	658.611	513.533	1135.870	1113.825	1589.092	2840.543
1432.374	658.611	513.533	1136.596	1113.825	1590.074	2840.543
1432.374	658.611	513.533	1136.596	1114.108	1590.973	2840.543
1432.586	658.611	513.533	1136.596	1114.108	1590.973	2840.816
1432.586	658.611	513.533	1136.596	1114.374	1590.973	2840.816
1432.586	658.611	513.533	1136.845	1114.374	1590.973	2841.105
1432.586	658.611	513.533	1136.845	1114.598	1590.973	2841.105
1432.586	658.611	513.749	1136.845	1114.598	1590.973	2841.543
1432.586	658.611	513.749	1137.539	1114.598	1590.973	2841.791
1432.586	658.840	513.749	1138.259	1114.841	1590.973	2842.146
1432.967	658.840	513.749	1138.259	1114.841	1590.973	2842.606
1433.294	659.043	513.749	1138.952	1114.841	1590.973	2843.373
1433.615	659.043	513.950	1138.952	1115.121	1590.973	2844.425
1434.037	659.344	513.950	1138.952	1115.121	1590.973	2845.595
1434.486	659.344	513.950	1138.952	1115.324	1590.973	2847.034
1434.959	659.344	513.950	1139.727	1115.324	1590.973	2848.577
1435.505	659.551	514.197	1139.727	1115.324	1590.973	2850.105
1436.024	659.551	514.197	1139.727	1115.618	1591.186	2851.666
1436.547	659.797	514.197	1139.727	1115.618	1591.186	2853.284
1437.080	659.797	514.197	1140.536	1115.618	1591.186	2854.765
1437.627	660.096	514.453	1140.536	1115.618	1591.186	2856.087
1438.186	660.096	514.453	1140.536	1115.618	1591.186	2857.192
1438.608	660.413	514.453	1140.536	1115.827	1591.186	2858.274
1438.972	660.413	514.453	1141.144	1115.827	1591.186	2859.106
1439.277	660.765	514.453	1141.862	1115.827	1591.394	2859.885
1439.277	660.765	514.453	1141.862	1116.136	1591.394	2860.506
1439.708	661.092	514.814	1141.862	1116.136	1591.394	2861.211
1439.942	661.092	514.814	1142.067	1116.405	1591.394	2861.817
1440.175	661.471	515.104	1142.749	1116.405	1591.614	2862.312
1440.525	661.471	515.104	1142.749	1116.735	1591.614	2862.810
1440.811	661.848	515.367	1143.535	1116.735	1591.614	2863.394
1441.152	661.848	515.367	1144.225	1117.111	1591.614	2863.776
1441.410	662.167	515.367	1144.225	1117.111	1591.614	2864.173
1441.679	662.167	515.575	1144.469	1117.446	1591.816	2864.530
1441.910	662.382	515.575	1144.469	1117.446	1591.816	2864.796
1442.144	662.382	515.575	1145.083	1117.728	1591.816	2865.033
1442.396	662.382	515.575	1145.083	1117.728	1592.032	2865.284
1442.622	662.608	515.575	1145.083	1117.987	1592.032	2865.544
1442.915	662.608	515.575	1145.949	1117.987	1592.032	2865.777
1443.178	662.608	515.575	1145.949	1118.242	1592.274	2866.067
1443.399	662.911	515.795	1146.206	1118.242	1592.274	2866.471
1443.655	662.911	515.795	1146.909	1118.475	1592.274	2866.883
1443.894	663.124	515.795	1147.671	1118.475	1592.274	2867.338
1444.106	663.124	516.091	1147.671	1118.708	1592.482	2867.806
1444.349	663.340	516.091	1148.040	1118.708	1592.482	2868.258
1444.585	663.340	516.374	1148.749	1118.708	1592.482	2868.716
1444.885	663.547	516.374	1149.511	1118.956	1592.482	2869.253
1445.226	663.547	516.374	1149.511	1118.956	1592.482	2869.893
1445.478	663.547	516.651	1149.742	1118.956	1592.700	2870.652
1445.801	663.800	516.651	1149.742	1119.191	1592.700	2871.541
1446.240	663.800	516.651	1149.742	1119.191	1592.700	2872.505
1446.680	663.800	516.651	1149.742	1119.191	1592.700	2873.737
1447.156	663.800	516.651	1150.447	1119.191	1592.700	2875.081
1447.690	663.800	516.651	1150.447	1119.191	1592.700	2876.468
1448.250	664.016	516.868	1150.447	1119.475	1592.700	2878.227
1448.964	664.016	516.868	1151.139	1119.475	1592.700	2879.960
1449.612	664.228	516.868	1151.882	1119.789	1592.700	2881.969
1450.266	664.228	517.108	1151.882	1119.789	1592.700	2884.049
1450.964	664.580	517.108	1152.117	1120.187	1593.565	2886.155
1451.654	664.580	517.108	1152.117	1120.394	1593.565	2888.404
1452.374	664.961	517.369	1152.337	1120.635	1593.565	2890.657
1453.104	665.598	517.369	1152.337	1120.862	1593.842	2893.290
1453.872	665.598	517.369	1152.337	1121.086	1593.842	2895.541
1454.713	665.990	517.369	1152.337	1121.319	1593.842	2897.713
1455.485	665.990	517.369	1152.544	1121.319	1594.078	2900.036
1456.357	666.343	517.621	1152.544	1121.670	1594.078	2902.051
1457.220	666.343	517.621	1153.204	1121.670	1594.078	2904.595
1458.020	666.630	517.621	1153.900	1121.970	1594.078	2906.726
1458.997	666.630	517.621	1153.900	1121.970	1594.078	2909.152
1459.915	666.851	517.885	1154.654	1122.205	1594.291	2911.392
1460.839	666.851	517.885	1154.654	1122.205	1594.291	2913.854
1461.843	666.851	517.885	1154.654	1122.487	1594.291	2916.289
1462.817	667.156	517.885	1155.328	1122.487	1594.291	2918.687
1463.770	667.156	517.885	1155.328	1122.775	1594.291	2921.288
1464.776	667.367	517.885	1156.091	1122.775	1594.291	2923.546
1465.772	667.367	517.885	1156.758	1123.087	1594.291	2925.565
1466.713	667.628	518.098	1156.758	1123.087	1594.291	2927.702
1467.593	667.628	518.098	1156.758	1123.394	1594.291	2929.679
1468.476	667.909	518.098	1156.758	1123.394	1594.529	2931.508
1469.479	667.909	518.309	1156.758	1123.743	1594.529	2933.011
1470.180	668.247	518.309	1156.758	1123.743	1594.529	2934.478
1470.966	668.247	518.516	1157.599	1124.094	1594.529	2935.596
1471.532	668.633	518.516	1158.295	1124.094	1594.529	2936.807
1472.028	668.848	518.808	1158.295	1124.472	1594.529	2938.118
1472.389	669.079	519.012	1158.295	1124.472	1594.761	2939.512
1472.752	669.303	519.277	1159.066	1124.904	1594.761	2941.430
1473.064	669.549	519.570	1159.766	1125.139	1594.761	2943.985
1473.883	669.792	519.858	1159.766	1125.375	1595.526	2947.196
1474.348	670.048	520.231	1160.550	1125.630	1595.526	2951.302
1474.667	670.272	520.575	1160.550	1125.895	1595.526	2955.651
1475.369	670.696	520.881	1161.254	1126.273	1595.526	2960.160
1476.524	670.937	521.220	1161.466	1126.692	1596.383	2964.826
1477.605	671.378	521.567	1161.752	1127.146	1596.383	2970.273
1478.764	671.889	521.904	1162.026	1127.666	1596.383	2975.958
1480.086	672.430	522.177	1162.352	1128.252	1596.618	2981.819
1481.422	673.006	522.398	1162.658	1128.923	1596.618	2987.745
1482.694	673.741	522.398	1163.472	1129.694	1596.837	2993.712
1483.957	674.405	522.716	1164.181	1130.479	1596.837	2999.440
1485.182	674.878	522.716	1164.440	1131.288	1596.837	3004.747
1486.421	675.272	522.984	1164.680	1132.115	1597.113	3009.396
