P6_Angle_r


99.630
99.666
99.711
99.756
99.788
100.041
99.869
99.829
99.821
99.834
99.849
99.869
99.892
99.919
99.942
99.965
99.970
99.979
99.976
99.979
99.981
99.990
99.996
100.010
100.026
100.047
100.075
100.099
100.131
100.157
100.181
100.211
100.233
100.254
100.273
100.300
100.321
100.333
100.348
100.363
100.373
100.387
100.390
100.392
100.397
100.394
100.415
100.429
100.439
100.454
100.491
100.510
100.543
100.562
100.585
100.615
100.633
100.659
100.681
100.694
100.697
100.697
100.699
100.688
100.690
100.686
100.693
100.694
100.709
100.716
100.725
100.738
100.747
100.738
100.742
100.740
100.728
100.728
100.728
100.725
100.634
100.634
100.720
100.720
100.723
100.744
100.746
100.751
100.759
100.751
100.751
100.736
100.738
100.752
100.766
100.786
100.820
100.854
100.904
100.961
100.985
101.010
101.012
100.999
100.982
100.960
100.946
100.952
100.969
100.988
101.019
101.044
101.078
101.113
101.160
101.214
101.235
101.248
101.247
101.261
101.277
101.288
101.302
101.310
101.328
101.334
101.332
101.332
101.329
101.336
101.339
101.353
101.376
101.388
101.398
101.405
101.400
101.398
101.396
101.388
101.381
101.354
101.328
101.312
101.302
101.278
101.255
101.226
101.206
101.182
101.127
101.052
100.966
100.924
100.820
100.871
100.850
100.736
100.787
100.755
100.725
100.583
100.549
100.505
100.580
100.503
100.522
100.534
100.545
100.649
100.556
100.633
100.641
100.657
100.702
100.700
100.683
100.588
100.644
100.622
100.498
100.481
100.494
100.467
100.406
100.356
100.394
100.340
100.293
100.247
100.222
100.102
100.102
100.108
100.091
100.084
100.111
100.148
100.190
100.304
100.347
100.358
100.281
100.283
100.359
100.353
100.349
100.350
100.340
100.330
100.342
100.328
100.321
100.318
100.234
100.298
100.300
100.262
100.237
100.222
100.242
100.242
100.275
100.294
100.217
100.221
100.226
100.310
100.213
100.195
100.188
100.201
100.298
100.313
100.313
100.310
100.304
100.316
100.315
100.300
100.302
100.300
100.313
100.323
100.325
100.238
100.244
100.236
100.226
100.226
100.223
100.224
100.217
100.220
100.216
100.218
100.207
100.189
100.190
100.187
100.189
100.206
100.195
100.208
100.300
100.232
100.261
100.297
100.370
100.450
100.550
100.654
100.802
100.928
101.071
101.221
101.342
101.488
101.615
101.859
101.943
102.027
102.104
102.148
102.160
102.155
102.109
102.022
101.948
101.853
101.788
101.708
101.667
101.625
101.544
101.669
101.713
101.763
101.862
101.930
101.987
102.094
102.150
102.196
102.259
102.325
102.378
102.436
102.510
102.548
102.614
102.546
102.431
102.290
102.037
101.786
101.551
101.322
101.159
101.005
100.836
100.902
100.924
100.933
100.938
100.961
100.991
101.015
101.023
101.032
101.061
101.057
101.038
101.036
101.017
100.969
100.929
100.893
100.864
100.825
100.788
100.766
100.751
100.716
100.685
100.662
100.636
100.626
100.580
100.555
100.527
100.485
100.444
100.392
100.337
100.293
100.255
100.228
100.209
100.189
100.183
100.171
100.160
100.153
100.154
100.143
100.131
100.121
100.113
100.107
100.087
100.073
100.077
100.077
100.069
100.058
100.046
100.036
100.043
100.024
100.023
100.030
100.039
100.047
100.062
100.085
100.112
100.165
100.218
100.292
100.377
100.482
100.610
100.759
100.916
101.091
101.270
101.450
101.617
101.793
