P6_hand_rP1_hands_pos_X	P6_hand_rP1_hands_pos_Y	P6_hand_rP1_hands_pos_Z	P6_hand_lP1_hands_pos_X	P6_hand_lP1_hands_pos_Y	P6_hand_lP1_hands_pos_Z
-841.204	-51.691	674.540	-884.745	109.867	662.943
-841.040	-51.805	674.430	-884.738	109.815	662.938
-840.876	-51.928	674.308	-884.720	109.765	662.956
-840.742	-52.033	674.209	-884.727	109.692	663.000
-840.614	-52.161	674.149	-884.714	109.656	663.020
-840.501	-52.234	674.101	-884.712	109.639	663.070
-840.421	-52.315	674.054	-884.704	109.627	663.083
-840.344	-52.394	674.002	-884.679	109.627	663.085
-840.282	-52.436	673.969	-884.679	109.643	663.124
-840.217	-52.511	673.932	-884.655	109.626	663.128
-840.166	-52.557	673.895	-884.657	109.607	663.139
-840.091	-52.597	673.861	-884.665	109.596	663.147
-839.998	-52.640	673.857	-884.669	109.576	663.157
-839.905	-52.691	673.804	-884.669	109.572	663.147
-839.784	-52.721	673.740	-884.688	109.552	663.130
-839.678	-52.724	673.685	-884.715	109.556	663.141
-839.554	-52.727	673.647	-884.727	109.549	663.130
-839.408	-52.750	673.610	-884.736	109.560	663.142
-839.301	-52.735	673.631	-884.752	109.542	663.153
-839.223	-52.689	673.622	-884.771	109.583	663.172
-839.142	-52.736	673.628	-884.773	109.638	663.191
-839.062	-52.714	673.628	-884.800	109.722	663.190
-838.987	-52.709	673.601	-884.807	109.824	663.199
-838.924	-52.701	673.569	-884.830	109.924	663.190
-838.884	-52.622	673.544	-884.851	110.032	663.201
-838.857	-52.539	673.489	-884.859	110.131	663.197
-838.839	-52.454	673.390	-884.864	110.222	663.185
-838.832	-52.384	673.347	-884.858	110.284	663.199
-838.868	-52.316	673.300	-884.840	110.336	663.210
-838.870	-52.221	673.249	-884.809	110.393	663.265
-838.911	-52.196	673.172	-884.762	110.401	663.257
-838.951	-52.125	673.123	-884.729	110.455	663.314
-838.964	-52.080	673.087	-884.693	110.508	663.360
-838.935	-52.049	673.057	-884.666	110.488	663.366
-838.907	-51.957	673.048	-884.658	110.496	663.388
-838.832	-51.846	673.039	-884.665	110.458	663.379
-838.788	-51.706	673.075	-884.682	110.389	663.387
-838.720	-51.620	673.078	-884.691	110.309	663.369
-838.667	-51.513	673.027	-884.725	110.205	663.339
-838.613	-51.386	672.969	-884.711	110.124	663.333
-838.581	-51.198	672.875	-884.724	110.060	663.350
-838.621	-50.942	672.732	-884.745	109.984	663.353
-838.735	-50.657	672.637	-884.773	109.850	663.375
-838.874	-50.314	672.441	-884.770	109.717	663.556
-838.943	-49.987	672.214	-884.730	109.683	663.691
-839.053	-49.540	672.052	-884.753	109.780	663.744
-839.181	-49.209	671.918	-884.666	109.736	663.761
-839.283	-48.944	671.868	-884.621	109.774	663.745
-839.426	-48.691	671.845	-884.548	109.853	663.699
-839.494	-48.623	671.877	-884.517	109.890	663.626
-839.596	-48.516	671.976	-884.465	109.946	663.556
-839.651	-48.548	672.097	-884.444	110.028	663.543
-839.649	-48.745	672.152	-884.418	110.087	663.550
-839.619	-48.916	672.180	-884.383	110.162	663.587
-839.529	-49.186	672.176	-884.335	110.213	663.636
-839.399	-49.342	672.098	-884.284	110.296	663.723
-839.209	-49.400	672.057	-884.217	110.341	663.810
-839.069	-49.231	671.897	-884.187	110.462	663.953
-838.921	-49.047	671.794	-884.117	110.666	664.071
-838.837	-49.083	671.676	-884.072	110.908	664.115
-838.734	-49.076	671.540	-884.021	111.036	664.075
-838.618	-49.108	671.534	-884.026	111.115	663.982
-838.518	-49.217	671.546	-884.030	111.162	663.883
-838.307	-49.298	671.573	-884.125	111.098	663.864
-838.060	-49.555	671.562	-884.210	111.029	663.818
-837.774	-49.884	671.531	-884.292	111.016	663.824
-837.525	-50.147	671.480	-884.330	110.961	663.842
-837.371	-50.389	671.432	-884.365	111.021	663.873
-837.261	-50.609	671.383	-884.321	111.022	663.942
-837.208	-50.758	671.350	-884.291	111.067	664.029
-837.203	-50.929	671.269	-884.220	111.092	664.056
-837.247	-50.981	671.260	-884.166	111.118	664.107
-837.312	-51.007	671.206	-884.110	111.104	664.096
-837.353	-50.988	671.177	-884.057	111.053	664.068
-837.447	-50.996	671.125	-884.049	111.008	664.047
-837.497	-51.014	671.092	-884.063	110.954	664.044
-837.512	-51.079	671.025	-884.084	110.926	664.030
-837.516	-51.198	670.920	-884.116	110.961	664.049
-837.486	-51.303	670.867	-884.173	111.033	664.094
-837.441	-51.426	670.838	-884.196	111.165	664.140
-837.386	-51.533	670.783	-884.209	111.294	664.175
-837.383	-51.582	670.777	-884.198	111.441	664.226
-837.371	-51.701	670.822	-884.193	111.621	664.307
-837.391	-51.827	670.836	-884.164	111.783	664.344
-837.414	-51.932	670.864	-884.119	111.920	664.340
-837.450	-52.054	670.923	-884.031	112.006	664.283
-837.535	-52.121	670.966	-884.011	112.092	664.280
-837.604	-52.153	671.024	-883.972	112.112	664.249
-837.668	-52.248	671.046	-883.978	112.159	664.263
-837.698	-52.356	671.063	-883.985	112.191	664.278
-837.701	-52.526	671.107	-883.990	112.204	664.270
-837.675	-52.670	671.138	-883.993	112.214	664.291
-837.581	-52.763	671.164	-883.990	112.192	664.312
-837.415	-52.802	671.120	-883.992	112.153	664.341
-837.278	-52.685	671.105	-883.959	112.082	664.362
-837.232	-52.245	671.131	-883.868	111.886	664.360
-837.427	-51.762	671.254	-883.725	111.677	664.307
-837.708	-51.213	671.496	-883.629	111.464	664.223
-838.044	-50.840	671.582	-883.589	111.251	664.141
-838.258	-50.503	671.633	-883.594	111.176	664.037
-838.426	-50.314	671.706	-883.646	111.197	663.999
-838.502	-50.287	671.736	-883.705	111.290	663.961
-838.433	-50.411	671.799	-883.772	111.461	663.938
-838.298	-50.633	671.881	-883.774	111.657	663.941
-838.114	-50.853	671.908	-883.775	111.878	663.969
-837.896	-51.051	671.969	-883.726	112.011	664.004
-837.704	-51.185	672.012	-883.704	112.032	664.032
-837.534	-51.262	672.028	-883.632	111.971	664.020
-837.450	-51.308	672.066	-883.559	111.833	663.967
-837.432	-51.366	672.042	-883.541	111.647	663.940
-837.464	-51.439	671.938	-883.593	111.457	663.911
-837.480	-51.523	671.826	-883.678	111.321	663.898
-837.502	-51.651	671.731	-883.713	111.234	663.869
-837.473	-51.836	671.613	-883.792	111.298	663.905
-837.359	-52.051	671.524	-883.838	111.418	663.951
-837.064	-52.308	671.471	-883.868	111.641	664.066
-836.668	-52.598	671.486	-883.884	111.833	664.146
-836.189	-52.972	671.389	-883.935	112.066	664.245
-835.782	-53.329	671.280	-883.983	112.272	664.318
-835.122	-53.767	671.061	-884.051	112.562	664.399
-834.440	-54.280	670.973	-884.177	112.992	664.536
-833.932	-54.725	670.905	-884.312	113.426	664.658
-833.425	-55.234	670.840	-884.442	113.920	664.781
-832.866	-55.749	670.815	-884.554	114.430	664.932
-832.449	-56.394	670.698	-884.684	114.887	665.013
-832.154	-57.056	670.696	-884.783	115.372	665.097
-831.943	-57.552	670.586	-884.864	115.875	665.267
-831.957	-58.215	670.435	-884.897	116.358	665.431
-831.808	-58.535	670.408	-884.954	116.742	665.562
-831.720	-58.818	670.444	-884.997	117.089	665.665
-831.671	-59.135	670.498	-884.979	117.326	665.715
-831.523	-58.534	669.898	-884.966	117.522	665.714
-831.512	-58.774	669.968	-884.926	117.614	665.660
-831.533	-58.951	670.025	-884.880	117.629	665.578
-831.602	-59.077	670.101	-884.859	117.565	665.520
-831.697	-59.130	670.143	-884.822	117.451	665.433
-831.882	-60.055	670.908	-884.747	117.286	665.416
-832.077	-59.857	670.891	-884.626	117.093	665.419
-832.296	-59.628	670.837	-884.494	116.900	665.398
-832.297	-59.014	670.877	-884.360	116.745	665.407
-832.467	-58.554	670.942	-884.168	116.498	665.389
-832.666	-57.912	670.882	-884.010	116.269	665.341
-832.905	-57.305	670.787	-883.856	116.007	665.265
-833.169	-56.803	670.738	-883.729	115.699	665.142
-833.463	-56.344	670.766	-883.666	115.370	664.997
-833.729	-55.909	670.719	-883.640	115.043	664.884
-833.956	-55.469	670.764	-883.672	114.616	664.661
-834.109	-55.102	670.818	-883.719	114.243	664.432
-834.216	-54.786	670.892	-883.812	113.897	664.291
-834.258	-54.399	670.976	-883.921	113.585	664.214
-834.307	-54.060	671.027	-884.010	113.350	664.189
-834.319	-53.738	671.053	-884.042	113.217	664.190
-834.388	-53.459	671.057	-884.049	113.160	664.192
-834.422	-53.013	670.988	-884.051	113.145	664.198
-834.509	-52.652	670.932	-884.016	113.179	664.182
-834.616	-52.275	670.869	-884.001	113.197	664.178
-834.811	-51.883	670.820	-884.001	113.224	664.165
-835.047	-51.525	670.781	-884.010	113.306	664.182
-835.345	-51.116	670.728	-883.993	113.356	664.138
-835.632	-50.805	670.701	-883.990	113.441	664.150
-835.900	-50.346	670.753	-883.970	113.567	664.123
-836.234	-49.903	670.753	-883.963	113.637	664.175
-836.711	-49.393	670.869	-883.917	113.728	664.199
-837.033	-48.954	670.961	-883.905	113.815	664.202
-837.297	-48.555	671.003	-883.865	113.876	664.232
-837.581	-48.256	671.003	-883.842	113.936	664.259
-837.789	-48.005	670.995	-883.837	113.960	664.248
-837.910	-47.889	670.969	-883.831	113.955	664.256
-837.953	-47.905	670.948	-883.831	113.972	664.240
-837.956	-47.984	670.917	-883.851	113.981	664.224
-837.910	-48.111	670.906	-883.874	114.004	664.186
-837.816	-48.329	670.889	-883.880	114.022	664.210
-837.737	-48.575	670.852	-883.906	114.078	664.216
-837.674	-48.792	670.849	-883.893	114.108	664.214
-837.637	-48.971	670.870	-883.868	114.126	664.242
-837.651	-49.172	670.871	-883.841	114.167	664.252
-837.620	-49.353	670.858	-883.824	114.191	664.269
-837.587	-49.584	670.794	-883.822	114.198	664.268
-837.546	-49.772	670.734	-883.832	114.192	664.285
-837.546	-49.863	670.729	-883.843	114.183	664.299
-837.559	-49.836	670.736	-883.831	114.089	664.332
-837.629	-49.743	670.795	-883.847	113.981	664.334
-837.752	-49.628	670.818	-883.880	113.884	664.362
-837.913	-49.421	670.916	-883.879	113.722	664.387
-838.150	-49.149	671.042	-883.884	113.541	664.412
-838.358	-48.907	671.157	-883.906	113.435	664.424
-838.482	-48.773	671.240	-883.940	113.329	664.405
-838.548	-48.657	671.279	-883.987	113.295	664.382
-838.462	-48.602	671.278	-884.034	113.277	664.337
-838.374	-48.491	671.281	-884.071	113.259	664.308
-838.265	-48.388	671.284	-884.121	113.245	664.268
-838.168	-48.275	671.301	-884.154	113.184	664.278
-838.055	-48.114	671.287	-884.185	113.106	664.259
-837.977	-47.898	671.321	-884.194	113.009	664.235
-837.957	-47.703	671.349	-884.190	112.900	664.219
-837.971	-47.500	671.350	-884.199	112.787	664.176
-838.009	-47.306	671.357	-884.178	112.717	664.155
-838.078	-47.148	671.354	-884.166	112.645	664.125
-838.179	-47.010	671.338	-884.174	112.653	664.122
-838.213	-46.871	671.327	-884.163	112.578	664.107
-838.266	-46.783	671.306	-884.171	112.556	664.116
-838.273	-46.736	671.260	-884.185	112.507	664.124
-838.264	-46.690	671.228	-884.210	112.469	664.123
-838.233	-46.672	671.181	-884.215	112.383	664.130
-838.167	-46.682	671.159	-884.218	112.308	664.174
-838.098	-46.678	671.142	-884.238	112.234	664.191
-838.040	-46.694	671.100	-884.254	112.148	664.206
-838.013	-46.665	671.083	-884.270	112.054	664.221
-837.954	-46.673	671.050	-884.298	111.963	664.230
-837.936	-46.669	671.040	-884.323	111.867	664.236
-837.921	-46.718	671.032	-884.355	111.713	664.217
-837.892	-46.762	671.028	-884.390	111.587	664.203
-837.873	-46.814	671.005	-884.441	111.448	664.164
-837.779	-46.873	670.920	-884.481	111.285	664.112
-837.713	-46.950	670.863	-884.541	111.121	664.065
-837.589	-47.052	670.785	-884.599	110.954	664.018
-837.475	-47.156	670.705	-884.662	110.717	663.976
-837.274	-47.200	670.439	-884.732	110.487	663.951
-837.134	-47.303	670.398	-884.809	110.209	663.933
-837.052	-47.340	670.347	-884.892	109.957	663.918
-836.979	-47.377	670.323	-884.978	109.719	663.937
-836.931	-47.355	670.293	-885.012	109.513	663.928
-836.876	-47.333	670.268	-885.058	109.318	663.926
-836.761	-47.193	670.250	-885.062	109.201	663.943
-836.511	-46.998	670.219	-885.069	109.074	663.949
-836.218	-46.766	670.242	-885.030	108.994	663.978
-835.889	-46.507	670.294	-884.983	108.895	664.025
-835.601	-46.238	670.361	-884.900	108.905	664.099
-835.280	-45.802	670.513	-884.777	108.925	664.180
-834.826	-45.234	670.739	-884.606	109.009	664.247
-834.291	-44.529	670.980	-884.380	109.113	664.267
-833.602	-43.801	671.222	-884.087	109.151	664.228
-832.774	-42.925	671.595	-883.733	109.144	664.132
-832.067	-41.922	671.904	-883.326	109.024	664.002
-831.526	-40.565	672.231	-882.913	108.787	663.970
-831.085	-39.181	672.518	-882.453	108.428	664.022
-830.885	-37.459	672.907	-881.971	108.004	664.172
-830.974	-35.720	673.287	-881.367	107.507	664.365
-831.568	-33.410	673.586	-880.788	106.991	664.550
-831.983	-31.933	674.034	-880.191	106.456	664.861
-832.489	-30.437	674.399	-879.612	105.996	665.154
-833.003	-29.096	674.760	-878.934	105.557	665.401
-833.702	-27.786	675.008	-878.292	105.143	665.743
-834.366	-26.572	674.980	-877.666	104.809	666.132
-835.205	-25.477	675.020	-877.050	104.505	666.503
-836.039	-24.351	675.063	-876.432	104.180	666.898
-837.016	-23.489	675.075	-875.921	103.700	667.361
-838.074	-22.802	675.288	-875.503	103.216	667.753
-839.317	-21.970	675.248	-875.075	102.639	668.168
-840.528	-21.637	675.141	-874.834	102.050	668.527
-841.849	-21.386	674.888	-874.695	101.282	668.809
-843.404	-21.291	674.528	-874.710	100.470	668.974
-845.009	-21.488	674.008	-874.818	99.621	669.003
-846.697	-22.035	673.372	-875.084	98.788	668.967
-848.399	-22.751	672.715	-875.399	97.911	668.716
-850.172	-23.715	671.856	-875.798	96.853	668.265
-852.033	-24.735	671.199	-876.370	95.866	667.899
-853.780	-25.624	670.748	-876.992	94.829	667.255
-855.176	-26.728	670.454	-877.582	93.778	666.681
-856.417	-27.665	670.521	-878.244	92.650	666.005
-857.232	-28.414	670.708	-878.863	91.737	665.529
-857.843	-29.216	671.082	-879.527	90.771	665.000
-858.099	-29.966	671.623	-880.092	90.077	664.673
-858.104	-30.761	672.133	-880.538	89.442	664.386
-857.851	-31.681	672.671	-880.929	89.002	664.137
-857.443	-32.388	672.952	-881.294	88.718	663.982
-857.073	-33.127	673.217	-881.626	88.565	663.943
-856.616	-33.737	673.372	-881.951	88.269	663.936
-856.112	-34.143	673.488	-882.237	87.946	663.916
-855.647	-34.235	673.497	-882.490	87.817	663.964
-855.273	-34.159	673.410	-882.653	87.783	664.064
-854.885	-34.047	673.321	-882.694	87.986	664.209
-854.571	-33.806	673.227	-882.620	88.278	664.303
-854.329	-33.456	673.162	-882.516	88.579	664.388
-854.099	-33.070	673.113	-882.357	88.904	664.404
-853.852	-32.647	673.024	-882.189	89.233	664.394
-853.659	-32.237	672.954	-882.029	89.621	664.408
-853.504	-31.859	672.900	-881.878	90.088	664.415
-853.377	-31.580	672.842	-881.759	90.529	664.413
-853.256	-31.326	672.810	-881.664	90.940	664.325
-853.129	-31.147	672.834	-881.625	91.377	664.255
-853.003	-31.017	672.847	-881.613	91.754	664.186
-852.890	-30.945	672.850	-881.606	92.131	664.137
-852.760	-30.870	672.839	-881.613	92.473	664.053
-852.651	-30.825	672.819	-881.648	92.809	663.978
-852.569	-30.815	672.847	-881.728	93.106	663.920
-852.503	-30.760	672.830	-881.820	93.349	663.911
-852.455	-30.737	672.805	-881.985	93.572	663.935
-852.430	-30.678	672.824	-882.169	93.787	663.988
-852.461	-30.611	672.859	-882.401	94.019	664.050
-852.534	-30.476	672.925	-882.638	94.222	664.136
-852.606	-30.352	672.936	-882.898	94.547	664.304
-852.690	-30.256	672.919	-883.094	94.853	664.398
-852.755	-30.105	672.990	-883.268	95.143	664.506
-852.827	-29.988	673.069	-883.418	95.431	664.537
-852.829	-29.887	673.146	-883.563	95.735	664.664
-852.886	-29.736	673.302	-883.682	96.018	664.697
-852.942	-29.606	673.501	-883.792	96.250	664.749
-853.014	-29.468	673.676	-883.871	96.430	664.765
-853.096	-29.320	673.859	-883.980	96.575	664.807
-853.181	-29.172	674.086	-884.085	96.669	664.863
-853.251	-29.090	674.237	-884.155	96.710	664.918
-853.366	-29.003	674.374	-884.239	96.713	664.982
-853.390	-28.974	674.508	-884.350	96.705	665.039
-853.490	-28.932	674.592	-884.417	96.668	665.082
-853.548	-28.980	674.672	-884.531	96.671	665.117
-853.603	-29.016	674.719	-884.605	96.601	665.153
-853.653	-29.058	674.755	-884.718	96.577	665.205
-853.716	-29.117	674.749	-884.810	96.524	665.195
-853.740	-29.223	674.735	-884.931	96.508	665.177
-853.771	-29.275	674.707	-885.026	96.486	665.160
-853.786	-29.323	674.652	-885.082	96.477	665.138
-853.763	-29.378	674.607	-885.257	96.473	665.254
-853.729	-29.461	674.547	-885.163	96.518	665.109
-853.713	-29.455	674.481	-885.133	96.521	665.079
-853.700	-29.471	674.425	-885.097	96.490	665.059
-853.667	-29.486	674.377	-885.044	96.482	665.027
-853.615	-29.478	674.307	-884.957	96.461	664.997
-853.549	-29.500	674.256	-884.895	96.407	665.009
-853.454	-29.553	674.198	-884.823	96.350	664.984
-853.377	-29.632	674.173	-884.820	96.282	665.038
-853.337	-29.696	674.162	-884.781	96.206	665.062
-853.315	-29.709	674.164	-884.751	96.140	665.093
-853.278	-29.760	674.160	-884.751	96.080	665.151
-853.235	-29.812	674.203	-884.837	95.957	665.324
-853.218	-29.859	674.204	-884.819	95.858	665.372
-853.183	-29.931	674.179	-884.785	95.793	665.395
-853.179	-29.947	674.154	-884.746	95.708	665.389
-853.158	-29.996	674.128	-884.701	95.639	665.399
-853.141	-30.015	674.084	-884.648	95.566	665.359
-853.136	-30.019	674.028	-884.597	95.534	665.351
-853.155	-29.972	673.923	-884.548	95.491	665.296
-853.147	-29.913	673.808	-884.517	95.436	665.246
-853.110	-29.893	673.705	-884.464	95.363	665.172
-853.052	-29.841	673.569	-884.325	95.323	664.963
-852.948	-29.771	673.423	-884.258	95.257	664.869
-852.799	-29.682	673.226	-884.173	95.221	664.764
-852.571	-29.578	673.003	-884.049	95.130	664.591
-852.220	-29.499	672.746	-883.908	95.099	664.454
-851.758	-29.367	672.394	-883.713	95.064	664.240
-851.227	-29.177	672.042	-883.441	94.999	663.984
-850.657	-28.879	671.644	-883.142	94.986	663.705
-850.054	-28.685	671.266	-882.715	95.058	663.364
-849.379	-28.564	670.924	-882.263	95.288	662.957
-848.736	-28.524	670.571	-881.789	95.558	662.570
-848.373	-28.396	670.350	-881.308	96.004	662.218
-848.200	-28.176	670.336	-880.840	96.471	661.952
-848.272	-27.933	670.518	-880.496	96.973	661.801
-848.508	-27.545	670.837	-880.188	97.439	661.825
-848.786	-27.223	671.126	-880.066	97.742	662.043
-849.072	-26.820	671.392	-880.130	97.836	662.398
-849.390	-26.499	671.594	-880.283	97.626	662.704
-849.637	-26.260	671.652	-880.433	97.277	662.987
-849.744	-26.137	671.609	-880.520	96.969	663.146
-849.765	-26.090	671.447	-880.575	96.754	663.200
-849.694	-26.151	671.221	-880.601	96.621	663.138
-849.641	-26.234	671.005	-880.561	96.622	662.941
-849.564	-26.404	670.851	-880.533	96.712	662.794
-849.553	-26.534	670.769	-880.519	96.862	662.654
-849.541	-26.695	670.799	-880.515	97.003	662.594
-849.571	-26.797	670.864	-880.567	97.200	662.591
-849.614	-26.878	670.972	-880.638	97.373	662.611
-849.632	-26.912	671.059	-880.751	97.559	662.708
-849.658	-26.991	671.125	-880.882	97.732	662.796
-849.672	-27.069	671.136	-880.990	97.862	662.847
-849.680	-27.183	671.083	-881.067	97.920	662.870
-849.718	-27.194	671.023	-881.132	98.004	662.847
-849.822	-27.188	670.929	-881.173	98.056	662.810
-849.955	-27.166	670.828	-881.167	98.048	662.780
-850.086	-27.150	670.768	-881.178	98.008	662.755
-850.193	-27.127	670.746	-881.176	97.932	662.782
-850.276	-27.172	670.746	-881.168	97.849	662.815
-850.343	-27.227	670.752	-881.158	97.815	662.867
-850.375	-27.270	670.809	-881.151	97.826	662.940
-850.347	-27.359	670.889	-881.150	97.850	662.996
-850.311	-27.485	670.936	-881.157	97.884	663.045
-850.236	-27.621	670.955	-881.158	97.901	663.076
-850.097	-27.769	670.959	-881.155	97.937	663.091
-849.930	-27.943	670.941	-881.154	97.941	663.089
-849.731	-28.104	670.935	-881.153	97.936	663.097
-849.544	-28.271	670.905	-881.106	97.914	663.091
-849.353	-28.452	670.855	-881.052	97.893	663.111
-849.178	-28.472	670.875	-880.992	97.866	663.118
-849.071	-28.514	670.867	-880.893	97.857	663.153
-848.967	-28.540	670.898	-880.807	97.918	663.205
-848.868	-28.523	670.903	-880.689	97.932	663.219
-848.796	-28.533	670.924	-880.620	97.948	663.241
-848.704	-28.507	670.937	-880.543	97.956	663.218
-848.574	-28.572	670.944	-880.475	97.970	663.227
-848.471	-28.549	670.969	-880.401	97.972	663.220
-848.372	-28.633	670.892	-880.340	98.016	663.169
-848.294	-28.684	670.870	-880.285	98.085	663.126
-848.216	-28.756	670.838	-880.261	98.153	663.111
-848.182	-28.847	670.792	-880.224	98.204	663.079
-848.123	-28.943	670.744	-880.194	98.303	663.078
-848.156	-28.938	670.716	-880.217	98.386	663.061
-848.212	-28.945	670.699	-880.220	98.486	663.056
-848.291	-28.914	670.756	-880.233	98.560	663.041
-848.368	-28.856	670.816	-880.257	98.592	663.029
-848.471	-28.748	670.928	-880.292	98.675	663.015
-848.573	-28.576	671.079	-880.331	98.721	663.023
-848.690	-28.454	671.148	-880.358	98.737	662.992
-848.809	-28.288	671.220	-880.371	98.779	662.976
-848.960	-28.107	671.276	-880.374	98.818	662.971
-849.139	-27.936	671.307	-880.364	98.844	662.973
-849.342	-27.739	671.318	-880.358	98.912	662.964
-849.590	-27.475	671.336	-880.336	98.937	662.960
-849.814	-27.271	671.317	-880.314	98.933	662.948
-850.028	-27.044	671.292	-880.281	98.896	662.935
-850.195	-26.865	671.244	-880.258	98.871	662.925
-850.352	-26.738	671.209	-880.258	98.821	662.901
-850.492	-26.592	671.169	-880.242	98.727	662.842
-850.721	-26.399	671.130	-880.258	98.665	662.823
-850.972	-26.197	671.120	-880.257	98.637	662.797
-851.326	-25.915	671.105	-880.253	98.566	662.760
-851.653	-25.588	671.081	-880.260	98.537	662.733
-851.927	-25.322	671.087	-880.255	98.486	662.741
-852.189	-24.988	671.135	-880.260	98.373	662.716
-852.468	-24.551	671.122	-880.227	98.220	662.707
-852.698	-24.253	671.120	-880.182	98.098	662.721
-852.857	-23.982	671.150	-880.114	97.957	662.756
-852.957	-23.718	671.161	-879.990	97.846	662.806
-852.943	-23.588	671.147	-879.832	97.761	662.897
-852.840	-23.474	671.117	-879.625	97.711	663.006
-852.620	-23.427	671.086	-879.388	97.695	663.103
-852.349	-23.457	671.086	-879.109	97.684	663.207
-852.056	-23.434	671.075	-878.825	97.720	663.337
-851.759	-23.467	671.057	-878.564	97.767	663.406
-851.521	-23.540	671.021	-878.322	97.773	663.467
-851.350	-23.614	670.920	-878.108	97.727	663.495
-851.226	-23.711	670.877	-877.939	97.639	663.485
-851.262	-23.748	670.812	-877.829	97.497	663.505
-851.374	-23.751	670.777	-877.815	97.345	663.484
-851.588	-23.705	670.763	-877.830	97.185	663.440
-851.808	-23.737	670.738	-877.923	97.051	663.421
-852.109	-23.713	670.775	-878.067	96.930	663.396
-852.357	-23.740	670.793	-878.213	96.855	663.375
-852.556	-23.788	670.818	-878.344	96.800	663.382
-852.669	-23.834	670.823	-878.442	96.775	663.391
-852.732	-23.937	670.832	-878.518	96.756	663.402
-852.727	-24.075	670.826	-878.572	96.786	663.428
-852.692	-24.246	670.843	-878.594	96.841	663.440
-852.642	-24.426	670.823	-878.586	96.867	663.456
-852.573	-24.603	670.768	-878.612	96.914	663.487
-852.512	-24.741	670.742	-878.605	96.924	663.534
-852.520	-24.902	670.724	-878.610	96.886	663.537
-852.517	-24.996	670.738	-878.631	96.854	663.588
-852.558	-25.107	670.760	-878.667	96.829	663.638
-852.620	-25.149	670.791	-878.698	96.798	663.687
-852.686	-25.169	670.804	-878.770	96.785	663.720
-852.769	-25.143	670.838	-878.864	96.797	663.761
-852.847	-25.138	670.823	-878.976	96.813	663.750
-852.893	-25.173	670.864	-879.119	96.859	663.753
-852.975	-25.181	670.898	-879.337	96.953	663.747
-853.059	-25.195	670.898	-879.563	97.002	663.748
