Head	RHand	LHand
34.710	442.104	644.138
38.521	433.718	638.821
43.671	408.094	626.731
48.553	388.269	608.584
53.170	362.306	589.928
54.600	344.297	572.294
56.995	305.526	546.233
61.316	251.108	520.503
65.165	212.794	490.999
60.804	168.618	464.043
57.173	117.813	443.033
55.930	85.806	403.484
50.310	52.888	361.740
42.470	53.753	317.511
35.534	103.412	261.934
31.036	141.279	213.602
25.497	167.218	169.549
22.501	181.647	127.110
22.421	214.806	101.104
18.621	213.020	88.763
16.561	176.890	98.988
17.181	153.197	137.115
16.603	121.167	196.755
15.289	108.688	251.601
14.139	119.796	307.031
17.493	133.136	360.729
19.968	147.686	400.912
22.474	153.529	419.078
28.155	155.812	431.325
33.864	155.645	436.117
39.515	142.076	419.350
45.403	123.483	394.764
47.121	100.145	360.808
43.972	75.761	329.568
37.682	60.841	303.776
29.982	34.498	280.534
25.308	20.492	260.689
29.375	49.890	247.759
37.165	81.774	250.106
49.772	117.692	266.061
65.612	150.801	287.378
79.372	168.268	303.886
85.553	190.862	327.582
93.429	212.819	349.428
102.289	220.716	371.883
107.694	221.400	407.908
103.956	227.174	432.700
99.885	235.082	451.934
100.899	249.640	478.056
93.402	261.972	500.138
90.666	261.213	518.912
89.827	261.686	541.739
81.351	290.781	571.415
76.766	337.035	596.951
74.707	349.617	614.967
65.272	343.074	648.918
57.345	380.464	682.458
57.186	454.091	706.859
55.983	515.486	735.705
53.359	570.321	754.995
48.707	613.313	767.235
46.484	672.577	775.973
52.826	720.044	762.739
51.744	727.932	706.326
42.827	700.083	601.024
43.044	619.775	522.185
42.593	469.475	493.697
39.381	282.111	437.305
37.165	136.865	358.747
35.546	119.064	284.300
33.341	156.387	240.504
29.485	180.244	224.660
27.179	181.116	209.783
25.841	164.555	179.328
24.558	137.301	151.303
23.883	117.246	117.898
21.762	105.557	92.992
18.039	104.855	96.264
19.131	113.347	105.365
19.744	108.701	106.379
16.555	96.684	108.546
14.385	70.058	100.387
12.532	43.008	73.687
12.115	44.435	59.989
10.771	52.297	51.441
8.311	50.470	49.407
8.085	37.474	55.474
8.194	28.239	56.762
10.853	28.262	51.844
16.590	30.785	50.113
21.587	34.025	54.326
26.128	39.250	49.698
32.656	44.219	34.260
38.236	42.495	21.071
43.126	33.070	12.059
41.928	19.780	10.675
37.542	7.735	6.101
34.872	11.475	4.197
31.266	19.693	8.290
27.659	20.213	14.972
25.693	21.200	26.560
20.148	20.575	37.541
13.389	18.309	41.582
12.499	15.522	37.372
11.109	14.867	29.521
9.239	18.203	29.843
10.093	21.207	36.934
9.415	28.077	38.298
9.450	35.337	33.380
9.349	36.215	24.917
10.935	33.638	15.215
13.086	31.054	13.810
14.995	27.988	22.974
16.341	21.662	27.400
15.902	15.753	27.193
15.929	10.498	31.435
16.528	11.150	35.989
17.916	17.827	42.253
18.699	19.449	46.137
18.659	14.580	41.631
17.037	9.904	31.389
15.602	7.356	27.130
15.255	18.967	29.033
14.834	28.932	23.544
13.080	33.550	14.409
12.717	37.842	13.060
12.139	37.788	12.315
12.138	36.834	15.415
11.884	48.552	22.465
13.276	53.280	35.972
14.348	44.404	48.412
14.132	42.306	51.525
14.825	73.897	55.628
16.785	79.499	64.119
20.825	50.903	67.225
22.788	45.962	75.728
23.397	35.864	88.148
28.128	13.177	74.836
33.221	16.597	42.984
37.586	34.450	27.832
38.132	34.317	32.498
36.860	23.659	22.098
45.005	15.153	16.303
50.137	5.359	19.744
50.623	7.995	27.861
55.281	13.012	39.894
59.660	16.929	40.078
65.537	19.054	35.298
67.316	16.802	35.160
68.130	51.639	39.775
69.175	58.351	48.484
63.185	23.358	53.554
57.122	20.380	51.283
55.061	17.543	43.868
50.511	17.198	42.453
41.383	15.248	43.208
39.745	13.400	43.689
43.081	10.737	39.887
46.665	7.474	33.039
47.227	5.308	29.223
45.082	6.195	21.502
42.348	7.674	12.610
40.645	10.577	12.932
41.763	13.501	10.603
44.002	14.190	5.074
43.050	16.179	2.024
38.712	16.510	2.711
32.987	18.986	1.322
29.954	19.747	7.047
26.484	17.112	15.931
22.249	16.173	22.903
23.148	16.542	28.224
21.005	17.606	31.478
16.021	15.910	34.141
15.466	13.646	40.528
14.054	13.929	45.095
15.190	11.125	45.781
14.788	10.946	42.256
16.660	10.984	38.529
19.819	11.566	35.186
23.722	12.503	25.332
27.198	12.190	13.979
29.077	7.906	6.447
30.431	7.364	3.225
28.411	6.153	2.855
27.407	6.622	5.878
26.961	9.579	10.501
23.742	10.031	11.769
22.500	9.141	11.463
21.112	7.164	11.444
18.547	7.890	9.092
15.971	7.109	7.403
14.057	6.849	7.232
11.537	5.656	6.888
9.068	4.699	6.967
9.951	5.329	5.755
8.906	7.648	4.687
9.719	9.430	6.198
9.901	8.447	8.066
10.733	8.015	7.726
13.633	7.336	7.973
11.226	6.710	7.287
11.235	5.744	6.700
12.656	3.980	6.848
10.680	3.913	6.332
8.516	5.133	3.060
9.207	6.543	3.613
12.950	6.225	11.789
22.839	4.937	38.360
37.516	3.705	98.726
54.299	4.532	181.125
85.260	11.225	276.442
105.361	12.516	387.088
109.211	9.065	487.799
121.130	4.403	603.070
132.183	11.835	689.547
138.707	17.946	691.400
141.757	22.646	696.043
148.875	22.385	727.171
150.450	98.345	737.831
149.699	91.694	732.336
151.331	34.295	716.164
152.994	39.292	707.901
156.898	4.563	674.204
158.333	5.671	614.117
161.132	6.774	569.588
173.440	17.967	529.074
178.022	44.648	496.090
179.104	95.164	477.177
178.950	157.188	472.994
181.953	232.498	491.344
182.979	312.440	513.163
174.862	369.366	538.780
164.689	459.386	565.476
147.950	534.360	575.175
135.496	573.778	584.827
122.279	645.490	577.194
108.475	708.994	546.243
96.612	719.287	523.216
84.895	646.540	504.080
77.709	636.837	491.274
70.031	669.997	440.891
55.431	635.667	332.656
45.831	578.719	308.818
38.798	486.490	333.434
29.035	536.776	291.288
23.686	492.212	166.986
25.639	344.394	134.337
34.897	321.266	187.021
39.972	253.247	238.216
45.515	216.845	198.781
52.713	223.102	83.930
56.234	184.818	63.984
59.025	152.682	48.240
58.998	135.976	32.174
55.424	111.235	27.328
53.467	83.541	31.983
58.451	71.562	44.329
62.896	55.871	49.685
64.873	47.562	45.557
66.515	52.800	45.145
66.098	55.094	42.336
69.506	56.441	34.126
71.439	65.896	32.003
76.529	71.970	37.631
80.458	88.517	43.109
75.553	102.693	51.371
75.010	83.648	53.704
79.253	84.542	51.907
80.995	100.131	62.480
77.916	46.727	81.867
79.715	36.712	107.361
90.825	47.659	150.728
101.306	41.248	209.660
107.736	55.515	282.493
122.753	161.106	372.763
139.489	161.223	457.369
148.042	145.338	515.732
162.087	186.829	580.291
171.369	234.003	619.487
176.822	281.767	646.541
174.492	335.897	692.728
156.392	389.043	679.044
128.162	437.549	661.321
80.985	476.254	657.085
22.341	513.959	619.283
46.965	554.285	570.065
112.788	580.460	514.022
171.109	609.258	461.532
222.178	645.515	421.784
265.777	681.725	406.471
295.714	714.654	411.316
321.775	738.434	461.286
344.914	742.344	501.891
357.407	726.486	522.312
368.082	686.420	565.124
376.384	613.251	604.970
373.489	522.664	644.429
372.455	461.666	675.293
362.755	425.308	685.709
349.090	331.913	701.215
314.947	240.073	669.109
260.823	165.824	613.516
215.362	190.284	568.305
164.599	300.373	502.250
139.868	319.612	471.903
103.584	309.182	417.500
72.014	342.714	300.970
64.218	372.866	216.109
59.970	385.912	165.983
65.994	375.390	132.256
73.751	357.554	128.824
81.047	333.903	145.767
89.007	307.842	160.651
118.311	313.357	179.105
128.843	297.891	211.298
117.052	245.521	220.488
124.659	214.333	217.469
127.442	210.653	260.359
130.736	229.179	298.033
132.022	234.787	291.232
134.498	266.790	281.235
135.919	260.252	306.547
133.838	250.676	336.239
136.039	312.130	358.481
132.814	300.463	394.500
133.659	322.094	417.512
133.689	355.267	436.616
129.250	346.883	488.428
131.869	357.465	527.517
131.529	328.120	540.192
127.204	340.465	554.494
129.720	396.187	549.993
128.921	417.246	552.018
127.071	437.319	578.545
126.477	458.555	591.454
125.714	480.451	603.520
128.738	463.576	638.857
125.865	471.210	682.812
120.398	522.476	725.171
117.485	510.317	756.485
117.170	474.721	775.984
109.185	461.690	769.384
102.054	438.162	776.999
102.798	433.359	793.722
97.603	451.235	797.464
87.478	458.338	801.882
81.247	439.213	803.489
80.125	457.912	809.451
82.425	477.860	814.319
79.625	470.146	809.674
69.941	486.004	794.466
69.969	465.959	783.941
73.925	493.016	778.595
70.741	534.562	778.302
67.067	493.980	782.352
69.721	437.600	772.491
71.698	413.355	660.708
70.495	436.535	509.128
72.956	469.404	401.044
75.201	459.166	310.944
74.230	407.208	280.876
77.796	326.849	248.227
81.964	220.800	243.028
77.121	157.906	251.939
72.744	133.647	254.614
71.680	124.445	239.775
64.449	118.111	216.319
59.537	101.094	200.387
61.232	88.730	184.724
52.943	73.074	172.327
47.061	74.201	189.675
48.618	59.058	209.744
46.772	26.251	210.232
44.301	30.764	232.312
41.345	32.142	240.479
39.843	34.440	234.066
37.794	32.846	213.717
36.537	29.824	185.425
38.180	27.506	147.151
35.612	26.544	94.378
29.530	25.358	57.106
28.897	27.347	61.303
27.652	31.517	81.143
26.256	33.885	96.527
28.308	34.360	103.496
34.518	29.508	100.296
39.397	24.591	88.272
41.151	21.213	74.446
38.654	14.321	59.482
34.055	10.047	53.588
32.964	9.897	49.579
30.150	12.232	43.049
25.684	17.003	36.123
20.977	19.886	29.410
18.573	23.531	21.328
15.641	27.265	13.238
13.988	29.212	13.951
13.710	31.132	18.243
14.276	31.963	23.913
13.680	32.885	28.384
12.886	34.928	32.087
12.131	34.013	38.023
11.673	31.399	43.883
12.896	27.809	48.646
13.040	22.067	52.170
15.042	14.679	56.367
14.520	8.632	65.709
14.425	8.840	72.773
16.338	12.291	77.131
16.290	13.756	84.647
14.812	12.707	91.676
13.553	11.873	84.425
12.380	13.245	63.817
11.307	11.410	43.388
11.606	8.930	21.132
11.482	10.658	25.744
10.746	11.374	34.980
12.142	11.269	36.567
11.218	14.340	33.935
10.360	16.040	28.110
11.204	15.857	24.472
12.521	16.320	21.576
13.915	14.633	20.489
13.430	12.246	22.959
13.178	10.397	24.175
13.111	9.829	27.263
13.960	8.740	26.569
13.161	9.431	21.545
12.413	9.328	19.325
12.147	8.348	16.457
12.109	7.354	12.867
9.894	7.310	9.911
5.471	8.720	8.856
4.588	9.420	10.878
4.000	8.965	11.077
3.348	11.807	11.671
3.083	14.113	12.129
6.198	9.973	10.487
6.692	5.262	9.610
8.723	6.792	10.793
10.649	17.557	14.142
10.910	35.101	14.619
8.987	52.420	17.232
6.999	53.007	33.181
6.658	41.608	39.142
6.714	33.085	38.068
5.828	28.274	38.521
6.011	26.056	37.095
6.414	24.527	36.122
7.246	18.921	33.436
8.315	13.781	31.121
6.513	15.084	27.778
6.511	19.220	26.092
10.651	20.879	23.914
8.310	19.616	21.069
5.770	15.376	21.374
4.944	8.697	21.308
4.158	5.977	19.564
4.499	7.412	15.121
4.054	9.560	13.220
4.096	8.263	14.561
4.908	3.816	18.744
3.986	2.426	22.556
4.401	6.801	23.779
5.681	13.656	26.908
4.726	15.627	30.695
3.549	18.772	33.745
2.904	21.813	29.528
2.032	24.587	22.522
2.206	26.914	18.197
4.028	23.513	17.040
4.761	20.505	17.644
5.127	15.338	19.946
6.120	9.262	20.462
7.794	2.694	19.940
6.275	6.560	19.245
4.542	11.341	12.761
3.309	13.845	5.823
2.739	13.164	3.622
3.664	17.773	3.933
4.405	14.861	2.624
5.505	7.229	3.993
6.400	6.098	5.265
7.079	6.928	6.645
6.541	7.387	7.457
6.442	7.617	6.389
6.016	7.940	5.444
4.628	6.922	7.004
6.201	8.232	9.579
7.315	8.475	12.498
7.490	8.228	13.348
8.289	9.440	14.632
8.961	13.901	17.002
7.029	18.245	16.406
4.865	19.419	9.706
5.607	21.817	6.594
9.176	24.190	18.741
11.243	29.885	32.868
12.171	35.822	40.206
13.949	35.716	54.178
15.661	34.781	68.744
16.134	31.258	85.954
17.650	23.141	95.567
18.603	18.393	90.842
18.729	21.572	94.518
19.151	27.356	89.935
20.090	35.842	69.630
20.911	39.292	57.353
20.460	40.294	58.402
20.266	33.884	59.177
20.618	20.943	50.835
18.692	9.757	50.317
16.251	10.502	55.463
16.260	25.255	57.133
13.040	35.057	61.825
12.003	44.476	67.727
11.425	54.479	73.804
9.870	66.395	93.558
9.876	69.156	85.735
9.445	70.583	63.101
8.354	59.768	59.994
8.253	32.359	55.161
8.405	12.125	42.811
9.585	11.902	29.688
11.296	23.768	20.241
11.184	29.689	13.385
9.639	36.567	20.687
10.373	36.690	26.961
12.448	26.786	32.197
11.145	23.051	48.428
8.261	19.629	59.930
4.288	16.917	56.313
2.776	17.096	55.120
3.997	21.609	50.690
6.847	23.632	45.179
7.971	24.308	41.558
9.610	21.586	38.118
11.556	15.302	36.054
11.151	11.704	36.854
12.830	8.485	42.515
14.195	5.455	51.157
12.359	9.757	61.054
13.666	15.736	65.905
16.328	23.117	68.350
19.788	28.146	73.422
22.987	31.604	78.513
23.994	30.281	77.821
23.564	24.131	65.421
20.778	17.524	53.855
17.361	11.329	48.756
13.158	7.418	41.374
9.838	4.376	30.205
8.709	4.863	13.480
7.718	4.637	17.640
7.647	4.253	39.507
6.620	5.373	56.380
7.621	7.413	65.299
10.069	10.668	81.928
11.691	12.357	89.232
13.312	11.217	79.843
13.507	10.627	71.244
13.852	10.881	67.949
13.824	14.829	61.680
14.879	19.337	50.652
14.294	22.052	45.375
13.749	26.240	46.734
15.129	26.526	50.915
16.270	22.979	46.584
16.362	21.819	38.793
15.708	17.427	52.364
15.593	15.797	49.884
15.579	17.830	35.866
17.205	16.726	29.299
17.352	22.763	26.122
16.031	30.087	30.475
17.272	32.143	43.197
19.544	26.320	53.432
21.498	20.712	56.729
22.929	15.365	51.253
24.935	9.684	44.090
27.863	6.560	34.058
30.429	9.946	29.908
34.119	15.796	44.035
35.720	15.746	36.534
36.264	15.117	26.051
38.432	17.703	31.328
42.004	19.742	37.511
43.940	16.016	40.898
43.622	12.623	43.817
45.017	9.624	44.745
46.757	4.777	40.059
47.879	0.938	32.559
42.949	5.732	22.211
36.334	9.922	13.939
34.904	11.780	21.589
34.047	9.053	44.599
30.855	7.572	75.803
27.508	10.097	100.755
25.079	13.638	124.281
23.471	17.111	153.374
21.928	18.409	179.430
20.349	17.024	200.359
19.987	13.027	214.261
20.838	8.073	213.768
19.706	7.434	204.361
17.060	12.691	196.047
16.199	19.050	201.908
15.182	18.868	211.826
15.316	15.989	199.944
16.152	16.039	176.590
17.695	16.043	178.653
19.731	14.480	185.746
23.110	10.135	197.770
23.776	7.843	228.024
24.693	26.550	263.208
25.741	26.153	295.223
24.358	20.263	322.404
24.325	27.077	348.259
23.047	75.749	376.938
20.080	58.015	402.785
24.412	64.495	423.298
25.813	20.162	444.728
23.273	75.708	463.675
24.423	20.377	465.661
24.427	83.365	480.208
22.960	12.950	493.147
20.735	45.282	483.695
19.796	2.279	467.399
18.488	31.843	442.907
17.205	31.974	417.758
14.444	11.382	389.836
12.748	14.585	362.152
17.440	12.748	333.716
20.312	12.017	304.774
19.440	10.102	286.560
20.059	8.297	274.102
18.752	6.538	257.524
17.581	4.382	236.675
17.096	2.118	221.006
16.271	1.389	210.723
14.707	3.704	195.785
13.805	4.940	175.319
12.533	4.281	159.564
11.392	9.000	146.298
12.167	10.081	137.738
10.730	8.656	135.309
8.608	8.037	127.519
11.019	7.785	113.321
10.972	8.286	109.826
7.924	7.638	106.090
10.159	7.349	93.822
14.113	7.646	83.930
12.918	7.576	78.566
11.675	6.951	66.966
12.109	5.322	59.053
10.755	2.799	58.575
10.672	1.690	55.237
11.767	2.538	49.748
10.600	1.658	45.546
9.210	2.307	46.762
10.637	3.689	46.094
10.697	3.115	54.629
8.265	4.106	66.752
7.868	6.583	67.588
7.077	5.936	73.690
3.264	7.014	82.997
2.420	5.919	96.166
9.337	7.569	121.958
15.257	12.466	148.216
22.483	15.287	180.171
31.784	15.015	219.172
43.508	13.076	255.162
51.416	6.144	286.982
53.410	42.891	320.487
55.539	43.772	338.793
53.889	7.271	345.386
56.546	7.213	336.707
62.889	5.203	304.357
64.002	5.316	273.371
57.179	19.244	239.861
52.634	33.847	198.816
51.719	42.851	160.810
46.254	8.876	130.499
41.475	8.031	112.452
35.765	9.180	101.235
30.910	8.903	102.667
27.685	8.658	108.264
21.689	9.511	108.678
17.872	9.036	118.387
17.026	9.804	125.998
17.900	9.657	141.437
17.450	7.343	142.580
17.807	7.532	132.168
20.767	10.330	130.105
21.282	7.435	125.780
19.336	4.725	121.797
17.713	4.236	104.411
16.981	2.809	88.433
15.384	3.462	80.444
14.566	4.102	69.591
14.357	3.280	59.695
12.628	3.575	48.656
11.769	4.942	42.136
12.151	5.254	34.705
10.501	4.116	26.290
9.238	6.209	22.248
10.434	6.114	20.881
11.685	5.846	21.053
13.410	4.932	18.567
15.328	4.605	12.109
16.193	4.420	7.565
18.080	3.945	7.047
18.163	1.723	4.263
17.462	1.350	4.736
17.383	1.080	4.948
15.696	0.924	5.255
14.867	2.038	5.441
17.479	2.573	5.484
17.357	2.111	4.087
15.872	2.788	2.061
16.043	2.435	4.090
14.207	2.380	7.016
15.024	3.666	10.697
15.589	2.491	13.493
14.740	1.608	15.710
15.295	1.856	18.242
16.874	1.592	22.518
19.548	2.367	25.707
25.586	2.720	25.043
35.190	1.703	27.373
48.247	1.637	34.366
65.120	1.992	46.219
79.535	1.749	60.194
95.750	1.149	70.284
114.374	2.045	70.884
125.840	2.597	77.473
133.145	2.864	79.754
144.683	3.141	74.654
150.215	3.760	78.178
155.393	2.412	77.047
154.360	4.625	79.855
152.119	6.122	83.041
147.575	6.457	79.130
132.811	7.078	79.442
125.776	7.244	77.600
122.441	8.788	83.118
113.980	9.132	81.543
103.096	7.519	78.483
95.298	5.234	82.628
87.038	4.645	80.470
78.099	6.209	77.748
71.972	7.178	76.152
68.776	8.574	68.797
62.807	12.144	62.224
60.702	13.908	55.947
54.814	12.993	44.594
47.807	13.655	38.571
47.333	13.089	36.367
43.073	10.172	33.179
36.866	9.040	30.621
33.983	10.065	24.750
32.413	9.922	18.921
29.165	8.295	19.151
25.782	7.631	21.514
21.626	6.199	22.885
17.280	5.869	21.319
15.505	7.409	21.615
13.486	7.617	22.402
11.681	9.922	19.234
11.200	8.988	16.588
9.750	7.435	15.318
8.470	5.916	10.950
5.336	5.266	9.787
9.224	3.850	17.008
18.946	1.215	23.791
32.695	1.479	33.020
50.889	2.502	58.396
72.491	4.455	97.918
96.883	5.727	147.174
118.672	7.437	194.757
142.766	7.376	243.110
169.999	7.944	297.910
194.947	34.348	338.734
211.935	6.547	368.823
215.393	53.185	387.116
220.485	9.403	382.411
218.753	3.022	378.625
211.814	14.231	372.801
197.449	69.604	363.901
179.547	62.039	353.575
165.879	29.311	340.731
142.879	42.113	323.553
128.962	27.233	304.703
115.683	4.839	292.449
94.373	3.692	274.432
86.195	6.847	250.299
80.586	11.192	212.355
70.964	15.560	178.850
64.119	15.138	161.403
57.198	10.135	141.950
52.523	8.162	114.137
50.365	4.623	94.345
44.493	3.197	83.058
37.060	5.200	74.907
31.770	7.210	86.112
27.319	7.653	132.305
24.709	6.921	220.039
22.743	8.139	326.936
24.178	6.116	455.538
31.669	4.086	587.490
40.738	5.020	670.778
48.493	6.531	701.180
62.903	7.686	712.896
82.506	7.409	704.311
89.397	5.978	692.144
97.365	21.927	696.001
111.630	15.358	715.459
122.899	50.253	747.996
124.705	18.908	761.665
123.941	7.780	754.938
124.194	7.733	745.566
120.206	9.372	673.107
120.034	9.907	616.969
116.209	12.151	605.488
121.020	14.602	514.656
119.451	18.812	460.573
112.062	23.679	474.938
115.377	21.485	430.807
122.569	19.384	382.542
126.438	57.221	403.661
124.258	48.044	424.310
119.956	8.120	415.010
119.721	40.827	432.301
118.554	45.049	469.547
107.330	18.150	498.433
97.288	20.812	523.146
90.917	28.677	560.048
82.870	46.662	582.958
72.578	12.338	611.452
58.222	26.641	648.234
47.875	34.566	672.724
42.745	34.146	709.496
38.491	35.939	758.982
36.590	43.765	807.679
37.741	51.180	862.083
38.233	41.353	921.950
38.071	33.226	1021.623
42.132	30.704	1100.186
46.662	29.053	1110.260
49.338	27.626	1098.871
50.347	31.653	1079.590
48.149	21.381	1065.674
41.876	14.655	1059.189
31.682	8.203	1068.097
17.973	10.054	1066.574
3.188	20.812	970.934
17.589	54.033	615.383
36.385	58.259	215.339
51.734	50.446	106.155
62.268	37.851	106.448
66.776	31.130	198.074
71.337	31.998	324.438
79.984	36.039	338.567
75.733	43.065	272.711
66.424	51.089	224.054
60.213	58.384	192.523
48.668	103.781	134.838
38.854	102.182	68.635
31.893	47.332	144.458
21.182	27.744	197.095
13.949	22.800	198.781
16.454	27.083	163.239
23.723	25.944	110.440
29.077	21.058	66.287
30.163	12.704	41.789
29.037	11.585	33.456
29.867	16.357	29.450
33.238	19.980	35.246
33.227	25.134	47.255
32.071	27.291	60.132
34.307	25.651	71.851
36.694	27.180	78.290
35.105	29.625	73.446
34.244	27.394	65.808
36.133	60.956	59.756
36.647	56.934	46.123
35.912	14.336	28.923
37.240	6.958	11.575
43.030	10.367	8.155
48.644	23.049	24.776
50.365	35.943	38.289
55.140	47.747	44.650
61.976	51.356	42.163
63.918	43.064	34.650
70.197	63.516	28.288
78.236	56.342	23.891
82.675	19.308	22.843
88.334	11.288	19.517
99.042	4.350	19.112
104.696	5.856	25.515
102.386	10.104	31.857
112.482	11.616	37.846
117.294	14.316	40.805
108.226	14.541	43.935
106.605	12.830	46.699
95.520	15.726	44.567
78.360	14.581	39.757
62.076	18.365	26.558
39.643	25.748	17.170
24.985	28.870	25.538
16.882	32.465	34.923
20.653	32.032	47.470
27.640	26.635	55.195
31.433	23.522	48.516
34.906	16.642	36.084
38.784	17.554	23.593
40.971	23.198	13.855
39.686	27.195	8.387
36.461	26.835	7.514
32.231	29.435	7.960
27.755	31.575	10.864
23.459	35.902	14.166
20.564	40.933	20.474
16.970	46.923	28.083
18.173	59.244	33.671
22.589	68.743	35.916
27.034	68.315	40.608
32.352	69.104	46.232
36.352	65.701	45.922
38.774	59.033	45.330
38.374	61.092	46.552
35.174	67.037	37.969
30.626	75.298	20.429
25.231	72.316	9.356
18.723	52.477	8.958
11.203	27.485	14.542
7.504	9.115	25.017
11.950	11.653	28.070
20.552	24.783	30.660
29.556	35.921	30.570
35.696	41.743	25.890
38.633	42.981	23.253
38.256	37.295	20.066
37.930	29.214	16.584
38.104	20.268	13.174
37.326	17.440	6.293
33.095	27.626	3.766
27.629	29.832	5.098
22.765	23.337	6.184
20.465	22.644	9.487
18.558	26.309	8.484
16.103	25.361	10.068
14.706	22.565	10.591
13.612	20.802	10.968
10.622	22.257	11.555
8.516	27.488	7.585
7.222	34.559	6.236
5.814	39.555	8.656
6.671	33.776	11.983
9.363	24.129	12.569
14.129	15.282	12.807
20.005	12.466	12.426
24.264	20.823	11.220
26.104	30.898	12.178
29.185	36.773	11.601
29.449	38.529	7.810
29.015	34.851	7.617
27.014	28.791	16.700
24.040	23.207	20.477
22.693	21.031	20.560
19.297	24.188	19.649
16.740	25.846	15.595
12.898	27.831	7.552
10.056	30.689	1.299
10.825	29.954	6.460
12.486	24.538	10.633
13.936	18.487	12.915
14.290	15.302	10.601
13.779	9.061	8.599
12.497	4.857	5.629
10.311	3.562	2.757
7.402	3.661	1.783
5.480	7.374	0.564
3.424	8.461	1.829
3.320	7.007	4.269
5.222	8.713	5.684
8.219	9.814	6.086
10.287	9.330	6.135
12.031	9.344	3.766
12.547	9.006	3.107
13.301	9.464	3.858
14.794	8.388	3.013
15.079	6.831	4.134
13.795	5.139	4.960
12.240	3.708	6.107
11.429	2.376	6.313
14.544	3.955	5.213
16.025	4.185	5.509
10.050	6.293	6.787
5.622	8.758	6.434
6.034	10.393	6.550
9.145	7.674	6.643
12.172	7.899	5.791
13.656	8.796	5.927
15.761	7.161	7.617
16.441	6.278	8.361
18.976	4.823	8.816
21.532	3.697	7.993
22.074	3.284	5.574
23.010	4.371	3.454
24.310	4.868	3.668
23.912	8.507	4.126
22.386	8.386	3.093
22.676	6.833	3.977
22.863	12.200	5.016
21.779	16.731	5.158
20.588	20.178	6.168
22.063	25.812	7.659
25.171	28.517	9.265
26.410	27.446	10.983
28.217	28.856	11.505
29.615	29.952	12.024
34.729	26.554	10.547
38.061	24.514	11.635
36.055	26.860	11.829
35.170	29.278	9.672
31.982	29.001	9.527
28.763	25.566	11.150
27.687	22.756	14.174
25.523	21.852	15.187
22.570	19.190	15.294
19.069	16.110	13.378
16.615	12.267	10.895
14.904	8.941	8.423
15.335	5.848	9.688
17.100	4.296	16.136
19.164	5.681	14.779
22.136	7.457	11.841
26.081	11.056	10.202
28.294	20.077	7.615
28.818	23.333	9.209
33.328	21.203	9.838
38.842	27.699	10.647
44.643	35.347	13.088
48.368	40.135	14.252
50.047	41.691	15.568
59.220	40.455	13.234
68.158	37.290	11.744
68.743	34.745	13.442
69.333	26.481	14.340
70.042	11.210	15.469
71.566	11.346	14.780
69.882	13.665	15.239
70.440	13.440	17.384
73.452	10.632	17.216
75.641	3.806	15.391
74.555	6.475	12.295
70.213	9.753	9.882
70.818	11.036	8.769
69.582	12.991	7.750
67.739	11.074	6.375
67.040	9.244	4.407
61.694	7.890	3.705
58.487	7.756	4.793
60.161	9.714	6.877
58.839	9.975	8.650
56.389	11.581	11.464
53.062	13.987	14.047
47.301	13.683	14.666
42.979	12.113	15.197
40.200	11.509	14.515
34.737	7.281	12.151
27.999	3.445	10.209
23.378	3.532	8.158
20.424	5.846	5.860
17.850	5.173	6.132
15.944	5.299	7.419
16.251	4.413	8.987
17.604	4.704	8.846
21.249	7.791	9.339
26.430	7.813	9.241
31.402	9.242	8.683
35.420	9.770	9.315
37.844	9.736	8.266
39.904	6.854	8.872
42.703	3.433	9.487
44.756	2.241	11.624
48.794	3.454	11.839
56.573	6.878	12.684
62.970	6.894	14.962
62.854	4.488	15.041
64.012	1.157	16.762
69.134	4.173	15.961
73.924	5.034	12.014
78.592	5.534	12.947
82.090	6.208	14.712
80.185	3.142	15.400
83.960	3.269	15.085
88.482	5.437	13.027
93.256	7.034	13.628
95.570	7.758	13.358
99.894	9.225	13.776
107.349	6.802	13.722
104.676	5.847	15.195
107.598	6.579	18.650
115.102	5.615	23.298
115.142	4.152	28.754
116.243	4.859	35.692
118.063	6.281	42.367
115.752	8.345	47.655
116.863	8.905	51.106
118.773	10.907	52.387
122.516	17.150	52.706
121.802	19.313	49.398
121.297	18.591	47.953
125.012	22.408	49.720
125.289	29.908	45.553
124.874	33.912	41.582
134.517	34.837	40.393
137.185	38.484	43.206
136.041	43.283	47.358
137.459	45.770	50.631
133.191	50.321	53.375
138.853	53.937	56.182
134.065	55.838	55.054
121.813	59.779	52.858
122.019	64.890	56.496
113.368	67.069	85.112
95.577	62.720	89.892
89.375	54.276	62.792
79.302	44.783	59.450
61.484	38.206	59.024
50.428	33.844	54.271
40.903	25.855	57.071
30.620	23.536	63.967
22.691	18.408	68.783
16.770	16.646	83.528
19.092	14.502	119.768
26.428	6.719	133.146
32.781	5.245	118.662
40.576	7.023	119.694
49.312	14.476	113.861
54.466	16.488	97.357
53.948	19.443	82.403
56.260	22.054	73.523
59.632	19.927	61.968
58.265	16.769	62.989
62.007	16.161	59.240
63.973	17.373	56.020
59.873	16.503	54.493
60.525	16.252	55.341
63.806	16.545	59.705
67.245	17.115	56.539
69.325	17.769	47.979
67.211	19.308	43.063
66.173	20.041	42.635
69.401	16.448	66.456
74.976	12.407	66.594
75.437	10.391	47.531
71.239	10.477	49.783
74.477	12.063	51.879
80.254	15.872	59.768
83.812	23.465	73.594
86.261	36.722	88.885
