Head_X	Head_Y	Head_Z	RHand_X	RHand_Y	RHand_Z	LHand_X	LHand_Y	LHand_Z
274.381	340.951	174.634	247.399	328.041	126.243	156.404	286.692	385.791
274.381	340.951	174.634	247.601	328.041	126.243	156.404	286.981	386.802
274.381	341.273	174.634	247.601	328.041	126.243	156.673	286.981	388.173
274.602	341.273	174.837	247.601	328.041	126.243	156.673	286.981	389.693
274.602	341.550	174.837	247.601	328.041	126.458	156.941	286.981	391.580
274.602	341.550	174.837	247.854	328.041	126.458	157.274	286.981	393.966
274.602	341.550	174.837	247.854	328.324	126.458	157.764	286.981	396.787
274.602	341.771	174.837	248.270	328.533	126.721	158.412	287.282	400.213
274.803	341.771	174.837	248.596	328.812	126.721	159.192	287.998	404.191
274.803	341.771	174.837	248.952	328.812	126.721	160.171	289.204	408.497
275.064	341.771	175.051	249.158	329.151	126.721	161.370	289.204	413.396
275.064	341.771	175.051	249.158	329.151	126.721	162.484	289.940	418.863
275.478	341.771	175.282	249.158	329.151	126.721	163.720	290.842	424.854
275.742	341.771	175.282	249.158	329.151	126.973	164.993	291.646	431.487
276.025	341.771	175.673	249.364	329.767	127.377	166.109	292.378	438.472
276.330	341.771	175.940	249.620	330.326	127.377	167.348	292.948	445.962
276.645	341.771	176.212	249.620	330.727	127.802	168.497	293.198	453.507
276.981	341.771	176.507	249.620	330.727	127.802	169.814	293.562	461.753
277.304	341.771	176.760	249.620	330.727	128.095	171.219	293.562	470.321
277.628	341.771	177.071	249.620	330.936	128.095	172.799	294.144	479.512
277.982	341.771	177.394	249.620	330.936	128.362	174.294	294.144	488.640
278.335	342.028	177.759	249.620	330.936	128.362	175.804	294.564	498.034
278.716	342.028	178.224	249.986	331.487	128.771	177.287	295.083	507.484
279.097	342.028	178.649	250.209	332.311	128.771	178.806	296.023	517.039
279.490	342.028	179.181	250.209	332.673	129.098	180.375	296.858	526.638
279.843	342.028	179.788	250.449	332.673	129.098	182.162	297.914	536.254
280.255	342.028	180.527	250.449	332.673	129.098	183.990	299.140	546.200
280.789	342.028	181.382	250.449	332.914	129.326	186.096	300.379	556.319
281.271	342.028	182.281	250.449	332.914	129.326	188.487	301.731	566.442
281.803	342.298	183.176	250.449	332.914	129.326	190.954	302.893	576.615
282.436	342.298	184.291	250.449	332.914	129.326	193.573	303.679	586.408
282.932	342.298	185.274	250.449	333.168	129.326	195.871	303.956	595.207
283.604	342.298	186.331	250.449	333.168	129.326	198.635	304.761	604.563
284.357	342.515	187.382	250.449	333.168	129.326	201.500	305.382	613.599
285.013	342.515	188.484	250.655	333.168	129.326	203.908	306.034	622.698
285.809	342.515	189.624	250.655	333.168	129.558	206.471	306.453	631.407
286.671	342.807	190.918	250.655	333.168	129.558	209.099	307.019	639.545
287.483	342.807	192.408	250.655	333.168	129.558	211.737	307.456	647.331
288.409	343.067	193.819	250.655	333.168	129.558	214.224	307.977	654.623
289.289	343.067	195.444	250.655	333.397	129.558	216.368	308.320	661.398
290.257	343.404	197.118	250.655	333.397	129.558	218.544	308.320	667.805
291.193	343.631	198.909	250.655	333.397	129.558	220.701	308.543	673.967
292.088	343.919	200.746	250.655	333.678	129.558	222.780	308.543	680.168
293.040	344.166	202.509	250.655	333.678	129.558	224.906	309.043	685.616
293.885	344.412	204.286	250.655	333.678	129.773	227.111	309.480	690.717
294.796	344.762	205.967	250.655	333.960	129.773	229.116	310.092	695.566
295.504	345.001	207.488	250.655	333.960	129.773	231.048	310.879	699.989
296.399	345.237	208.990	250.655	333.960	129.773	232.750	311.834	703.968
297.114	345.536	210.383	250.655	334.224	129.773	234.194	313.280	707.617
297.836	345.918	211.645	250.655	334.224	129.773	235.645	314.617	710.893
298.578	346.199	212.915	250.655	334.224	129.773	236.992	315.890	713.786
299.246	346.528	214.120	250.655	334.490	129.773	237.905	317.330	716.355
299.886	346.749	215.299	250.655	334.490	129.773	238.807	318.847	718.624
300.502	347.072	216.349	250.655	334.695	129.773	239.298	320.403	720.516
301.035	347.337	217.286	250.655	334.695	129.773	239.700	322.079	722.082
301.486	347.337	218.050	250.655	334.931	129.976	239.700	323.641	723.239
301.970	347.600	218.637	250.655	334.931	129.976	239.700	325.181	724.237
302.373	347.600	219.085	250.655	334.931	129.976	239.937	326.505	724.950
302.686	347.812	219.366	250.655	335.227	129.976	239.937	327.841	725.541
303.005	347.812	219.366	250.655	335.227	129.976	239.937	328.947	725.906
303.262	347.812	219.714	250.655	335.227	129.976	239.937	329.985	726.237
303.504	347.812	219.714	250.655	335.227	129.976	240.194	331.102	726.497
303.705	347.812	219.714	250.655	335.227	129.976	240.460	331.992	726.715
303.705	347.812	219.714	250.864	335.227	129.976	240.712	332.823	726.934
304.044	347.812	219.714	250.864	335.227	130.187	240.987	333.787	727.148
304.044	347.812	219.714	250.864	335.227	130.187	241.303	334.803	727.387
304.312	347.812	219.714	250.864	335.227	130.187	241.303	335.517	727.643
304.312	347.812	219.714	250.864	335.227	130.187	241.532	336.248	727.889
304.574	347.812	219.714	250.864	335.227	130.187	241.532	337.030	728.164
304.574	347.812	219.714	250.864	335.227	130.187	241.829	337.719	728.164
304.799	347.812	219.714	250.864	335.227	130.187	242.033	338.294	728.476
304.799	348.045	219.714	250.864	335.227	130.187	242.033	338.706	728.476
304.799	348.045	219.714	250.864	335.491	130.187	242.344	338.942	728.895
305.032	348.382	219.714	250.864	335.491	130.187	242.344	338.942	729.150
305.032	348.382	219.714	250.864	335.491	130.187	242.598	339.211	729.449
305.032	348.703	219.714	250.864	335.491	130.187	242.598	339.211	729.799
305.032	348.703	219.714	250.864	335.491	130.187	242.598	339.211	730.231
305.032	348.703	220.074	250.864	335.491	130.187	242.598	339.211	730.687
305.320	348.958	220.278	251.096	335.491	130.187	242.832	339.211	731.157
305.320	348.958	220.278	251.096	335.491	130.187	242.832	339.211	731.516
305.767	348.958	220.756	251.096	335.712	130.187	242.832	339.459	731.893
306.000	348.958	221.002	251.096	335.712	130.187	243.113	339.459	732.221
306.236	348.958	221.273	251.096	335.712	130.187	243.113	339.459	732.533
306.533	348.958	221.273	251.096	335.712	130.187	243.348	339.459	732.859
306.828	348.958	221.672	251.096	335.712	130.187	243.348	339.459	733.151
307.090	348.958	221.898	251.096	335.712	130.187	243.348	339.459	733.438
307.370	349.199	221.898	251.096	335.712	130.187	243.574	339.690	733.771
307.660	349.199	222.205	251.096	335.712	130.187	243.574	339.690	734.136
307.910	349.199	222.205	251.096	335.712	130.187	243.574	340.069	734.526
308.131	349.199	222.447	251.096	335.712	130.187	243.574	340.069	734.997
308.354	349.444	222.447	251.096	335.925	130.187	243.574	340.482	735.504
308.582	349.444	222.781	251.096	335.925	130.187	243.574	340.806	735.942
308.582	349.444	222.781	251.096	335.925	130.187	243.574	341.181	736.475
308.932	349.690	223.170	251.096	335.925	130.187	243.574	341.541	736.851
308.932	349.690	223.438	251.096	335.925	130.187	243.574	341.847	737.128
309.340	349.690	223.761	251.096	335.925	130.187	243.834	342.113	737.334
309.340	349.690	224.167	251.096	336.148	130.187	243.834	342.113	737.334
309.769	349.690	224.601	251.096	336.148	130.389	243.834	342.492	737.619
309.999	349.690	225.105	251.096	336.148	130.389	244.046	342.492	737.619
310.207	349.690	225.523	251.096	336.148	130.389	244.046	342.492	737.619
310.452	349.690	226.051	251.096	336.148	130.389	244.046	342.492	737.619
310.659	349.690	226.540	251.096	336.148	130.389	244.046	342.710	737.848
310.659	349.942	227.061	251.096	336.148	130.389	244.291	342.710	737.848
311.009	349.942	227.484	251.096	336.148	130.389	244.291	342.710	737.848
311.009	350.222	227.823	251.096	336.148	130.389	244.291	342.710	738.191
311.375	350.222	228.152	251.096	336.148	130.389	244.624	342.710	738.191
311.375	350.504	228.425	251.096	336.148	130.389	244.624	342.710	738.504
311.785	350.504	228.425	251.096	336.390	130.389	244.866	342.710	738.504
311.785	350.790	228.744	251.096	336.390	130.389	244.866	342.710	738.942
312.122	350.790	228.744	251.096	336.390	130.389	244.866	342.710	739.153
312.122	351.025	229.013	251.096	336.390	130.389	244.866	342.710	739.381
312.406	351.025	229.013	251.096	336.390	130.389	244.866	342.710	739.381
312.406	351.025	229.366	251.096	336.390	130.389	244.866	342.710	739.693
312.718	351.025	229.620	251.096	336.390	130.389	244.866	342.710	739.693
312.718	351.025	229.620	251.096	336.390	130.389	244.866	342.924	739.939
312.977	351.025	229.924	251.096	336.390	130.389	244.866	342.924	739.939
312.977	351.025	229.924	251.096	336.390	130.389	245.084	342.924	740.223
313.229	351.025	230.215	251.096	336.390	130.389	245.084	343.152	740.223
313.229	351.025	230.215	251.096	336.390	130.389	245.084	343.152	740.632
313.543	351.025	230.453	251.096	336.390	130.389	245.084	343.412	740.837
313.543	351.025	230.453	251.096	336.390	130.389	245.084	343.412	741.052
313.851	351.025	230.453	251.096	336.390	130.389	245.084	343.754	741.302
313.851	351.025	230.453	251.096	336.390	130.389	245.084	343.754	741.556
314.082	351.025	230.453	251.096	336.390	130.389	245.314	344.114	741.837
314.082	351.025	230.453	251.096	336.390	130.389	245.314	344.352	742.125
314.082	351.025	230.732	251.096	336.390	130.389	245.314	344.600	742.125
314.327	351.025	230.732	251.096	336.390	130.389	245.314	344.818	742.425
314.327	351.025	231.032	251.096	336.390	130.389	245.314	344.818	742.425
314.327	351.258	231.032	251.096	336.390	130.389	245.314	345.113	742.425
314.327	351.258	231.384	251.096	336.603	130.389	245.314	345.113	742.687
314.584	351.521	231.384	251.096	336.603	130.389	245.602	345.113	742.687
314.584	351.521	231.634	251.096	336.603	130.389	245.602	345.113	742.687
314.584	351.792	231.634	251.096	336.603	130.389	245.883	345.113	742.687
314.791	351.792	231.848	251.096	336.603	130.389	245.883	345.452	742.687
314.791	352.045	231.848	251.096	336.603	130.389	246.150	345.452	742.892
314.791	352.045	232.109	251.096	336.603	130.389	246.150	345.840	742.892
314.791	352.328	232.109	251.096	336.603	130.389	246.367	345.840	742.892
315.012	352.328	232.109	251.096	336.603	130.389	246.367	346.198	742.892
315.012	352.544	232.380	251.096	336.603	130.389	246.367	346.198	743.100
315.012	352.544	232.380	251.096	336.603	130.389	246.367	346.198	743.100
315.012	352.544	232.380	251.096	336.603	130.389	246.367	346.198	743.100
315.012	352.544	232.620	251.096	336.603	130.389	246.705	346.198	743.100
315.225	352.544	232.620	251.096	336.603	130.389	246.705	346.198	743.100
315.225	352.544	232.620	251.096	336.603	130.389	246.932	346.198	743.100
315.225	352.544	232.828	251.096	336.603	130.389	246.932	346.198	743.100
315.225	352.544	232.828	251.096	336.603	130.389	246.932	346.198	743.100
315.225	352.544	232.828	251.096	336.603	130.389	247.165	346.198	743.100
315.439	352.544	232.828	251.096	336.603	130.389	247.165	346.198	743.100
315.439	352.544	233.041	251.096	336.603	130.389	247.165	346.198	743.392
315.439	352.544	233.041	251.096	336.603	130.389	247.397	346.198	743.392
315.646	352.544	233.041	251.096	336.603	130.389	247.397	346.198	743.392
315.646	352.544	233.041	251.096	336.603	130.389	247.397	346.426	743.392
315.646	352.544	233.041	251.096	336.603	130.389	247.397	346.426	743.392
315.904	352.750	233.041	251.096	336.603	130.389	247.397	346.740	743.392
315.904	352.750	233.259	251.096	336.603	130.389	247.397	346.740	743.392
315.904	352.750	233.259	251.096	336.603	130.389	247.640	347.106	743.392
316.168	352.750	233.259	251.096	336.603	130.389	247.640	347.106	743.608
316.168	352.750	233.488	251.096	336.603	130.389	248.024	347.106	743.608
316.168	352.750	233.488	251.096	336.603	130.389	248.316	347.106	743.995
316.168	353.012	233.695	251.096	336.603	130.389	248.638	347.106	743.995
316.168	353.012	233.695	251.096	336.603	130.389	248.952	347.327	744.281
316.393	353.266	233.948	251.096	336.603	130.389	249.286	347.594	744.281
316.393	353.266	233.948	251.096	336.603	130.389	249.538	347.804	744.281
316.393	353.599	234.213	251.096	336.603	130.389	249.538	347.804	744.281
316.393	353.599	234.213	251.096	336.603	130.389	249.745	348.055	744.281
316.393	353.974	234.213	251.096	336.603	130.389	249.745	348.055	744.281
316.393	353.974	234.213	251.096	336.603	130.389	249.745	348.055	744.541
316.393	354.266	234.213	251.096	336.603	130.389	249.745	348.055	744.541
316.393	354.266	234.213	251.096	336.603	130.389	249.745	348.055	744.541
316.393	354.483	234.213	251.096	336.603	130.389	249.745	348.055	744.541
316.637	354.483	234.213	251.096	336.603	130.389	249.745	348.055	744.541
316.637	354.483	234.213	251.096	336.603	130.389	249.745	348.055	744.541
316.637	354.483	234.213	251.096	336.603	130.389	249.745	348.278	744.541
316.860	354.483	234.213	251.096	336.603	130.389	249.745	348.278	744.541
316.860	354.483	234.213	251.096	336.603	130.389	249.745	348.483	744.541
316.860	354.483	234.453	251.096	336.603	130.389	249.745	348.483	744.814
317.081	354.483	234.453	251.096	336.603	130.389	249.745	348.780	744.814
317.081	354.483	234.453	251.096	336.603	130.389	249.745	349.002	745.067
317.081	354.483	234.655	251.096	336.603	130.389	249.745	349.246	745.067
317.081	354.707	234.655	251.096	336.603	130.389	249.745	349.556	745.067
317.291	354.707	234.655	251.096	336.603	130.389	250.034	349.860	745.067
317.291	354.707	234.655	251.096	336.603	130.389	250.034	350.132	745.067
317.291	354.707	234.655	251.096	336.603	130.389	250.034	350.384	745.067
317.291	354.707	234.655	251.096	336.603	130.389	250.034	350.384	745.067
317.291	354.707	234.888	251.096	336.603	130.389	250.268	350.707	745.361
317.291	354.707	234.888	251.096	336.603	130.389	250.268	350.707	745.361
317.291	355.002	235.102	251.096	336.603	130.389	250.619	350.707	745.763
317.291	355.002	235.102	251.096	336.603	130.389	250.619	350.945	745.763
317.291	355.289	235.102	251.096	336.603	130.389	251.028	351.166	746.091
317.291	355.289	235.379	251.096	336.603	130.389	251.028	351.411	746.091
317.291	355.610	235.379	251.096	336.603	130.389	251.323	351.632	746.334
317.291	355.610	235.379	251.096	336.805	130.389	251.323	351.632	746.334
317.291	355.911	235.379	251.096	336.805	130.389	251.323	351.903	746.334
317.291	355.911	235.590	251.096	336.805	130.389	251.323	351.903	746.580
317.291	356.164	235.590	251.096	336.805	130.389	251.323	351.903	746.580
317.514	356.164	235.590	251.096	336.805	130.389	251.323	351.903	746.580
317.514	356.164	235.590	251.096	336.805	130.389	251.323	351.903	746.580
317.514	356.164	235.590	251.096	336.805	130.389	251.323	351.903	746.830
317.514	356.164	235.590	251.096	336.805	130.389	251.323	352.205	746.830
317.514	356.367	235.857	251.096	336.805	130.389	251.533	352.205	746.830
317.514	356.367	235.857	251.299	336.805	130.389	251.533	352.475	746.830
317.514	356.367	235.857	251.299	336.805	130.389	251.753	352.475	746.830
317.514	356.367	235.857	251.299	336.805	130.389	251.753	352.738	747.066
317.514	356.367	236.065	251.299	336.805	130.389	251.988	352.738	747.294
317.514	356.367	236.065	251.299	336.805	130.389	251.988	353.045	747.553
317.514	356.611	236.065	251.299	336.805	130.389	251.988	353.347	747.761
317.514	356.611	236.065	251.299	336.805	130.389	251.988	353.625	747.761
317.514	356.818	236.065	251.299	336.805	130.389	251.988	353.894	748.060
317.514	356.818	236.065	251.299	336.805	130.389	251.988	354.180	748.060
317.514	356.818	236.065	251.299	336.805	130.389	251.988	354.428	748.060
317.514	357.036	236.065	251.299	336.805	130.389	251.988	354.428	748.060
317.770	357.036	236.065	251.299	336.805	130.389	251.988	354.663	748.060
317.770	357.036	236.065	251.299	336.805	130.389	251.988	354.663	748.379
317.770	357.036	236.279	251.299	336.805	130.389	252.380	354.663	748.379
318.061	357.036	236.279	251.299	336.805	130.389	252.677	354.663	748.782
318.061	357.036	236.488	251.299	336.805	130.389	252.988	354.986	749.040
318.061	357.284	236.488	251.299	336.805	130.389	253.256	355.225	749.248
318.278	357.284	236.745	251.299	336.805	130.389	253.256	355.460	749.248
318.278	357.533	236.745	251.299	336.805	130.389	253.554	355.693	749.564
318.278	357.533	237.008	251.299	336.805	130.389	253.554	355.693	749.564
318.509	357.533	237.008	251.299	336.805	130.389	253.554	355.985	749.805
318.509	357.796	237.316	251.299	336.805	130.389	253.554	355.985	749.805
318.509	357.796	237.316	251.299	336.805	130.389	253.554	355.985	749.805
318.509	357.796	237.549	251.299	336.805	130.389	253.554	355.985	749.805
318.770	357.796	237.549	251.299	336.805	130.389	253.554	356.274	749.805
318.770	357.796	237.801	251.299	336.805	130.590	253.554	356.274	749.805
318.770	357.796	237.801	251.299	336.805	130.590	253.760	356.528	749.805
319.007	357.796	237.801	251.299	336.805	130.590	253.760	356.528	749.805
319.007	358.035	238.070	251.299	336.805	130.590	254.107	356.883	750.020
319.210	358.035	238.070	251.299	336.805	130.590	254.107	356.883	750.020
319.210	358.252	238.070	251.299	336.805	130.590	254.382	357.128	750.020
319.428	358.252	238.336	251.299	336.805	130.590	254.382	357.128	750.304
319.428	358.551	238.336	251.299	336.805	130.590	254.382	357.438	750.304
319.740	358.551	238.336	251.299	336.805	130.590	254.650	357.438	750.721
319.740	358.929	238.559	251.299	336.805	130.590	254.650	357.765	751.055
320.156	359.145	238.559	251.299	336.805	130.590	254.650	357.765	751.391
320.413	359.397	238.806	251.299	336.805	130.590	254.650	357.765	751.778
320.685	359.691	239.009	251.299	336.805	130.590	254.650	357.765	752.144
320.934	359.907	239.009	251.299	336.805	130.590	254.650	357.765	752.467
321.199	360.171	239.325	251.299	336.805	130.590	254.882	357.765	752.790
321.199	360.809	239.325	251.719	337.637	130.909	254.882	357.765	753.090
321.664	361.027	239.721	251.719	337.637	130.909	254.882	358.020	753.335
322.010	361.027	239.950	251.719	337.637	130.909	254.882	358.020	753.546
322.350	361.367	240.173	251.719	337.637	130.909	255.153	358.264	753.546
322.688	361.367	240.434	251.719	337.637	130.909	255.153	358.264	753.546
322.926	361.367	240.652	251.719	337.637	130.909	255.153	358.264	753.546
323.195	361.367	240.973	251.719	337.637	130.909	255.451	358.264	753.546
323.457	361.367	241.241	251.719	337.637	130.909	255.680	358.264	753.873
323.704	361.367	241.550	251.719	337.637	130.909	255.883	358.581	753.873
323.704	361.581	241.838	251.719	337.637	130.909	255.883	358.879	754.168
324.121	361.581	242.109	251.719	337.637	130.909	256.157	359.204	754.168
324.121	361.980	242.360	251.719	337.637	130.909	256.157	359.472	754.168
324.479	362.204	242.563	251.719	337.637	130.909	256.157	359.721	754.368
324.479	362.532	242.563	251.719	337.637	130.909	256.157	359.945	754.368
324.715	362.532	242.908	251.719	337.637	130.909	256.157	359.945	754.368
324.715	362.806	242.908	251.719	337.637	130.909	256.157	360.225	754.368
325.014	362.806	243.179	251.719	337.637	130.909	256.157	360.225	754.368
325.014	363.020	243.179	251.719	337.637	130.909	256.157	360.225	754.368
325.306	363.020	243.179	251.719	337.637	130.909	256.382	360.225	754.368
325.306	363.020	243.179	251.719	337.637	130.909	256.382	360.438	754.368
325.664	363.020	243.179	251.719	337.637	130.909	256.587	360.438	754.368
325.886	363.020	243.179	251.719	337.637	130.909	256.587	360.658	754.607
326.145	363.281	243.179	251.719	337.637	130.909	256.820	360.658	754.607
326.411	363.505	243.179	251.719	337.850	130.909	256.820	360.917	754.871
326.720	363.758	243.400	251.719	337.850	130.909	256.820	361.149	754.871
327.051	364.010	243.400	251.719	337.850	130.909	257.053	361.410	755.162
327.398	364.258	243.814	251.719	337.850	130.909	257.053	361.677	755.162
327.738	364.557	244.099	251.719	337.850	130.909	257.053	362.033	755.369
328.127	364.811	244.402	251.719	337.850	130.909	257.053	362.344	755.369
328.532	365.086	244.786	251.719	337.850	130.909	257.053	362.613	755.570
328.913	365.086	245.171	251.719	337.850	130.909	257.283	362.613	755.570
329.326	365.454	245.548	251.719	337.850	130.909	257.707	362.896	756.061
329.692	365.454	245.868	251.719	337.850	130.909	258.242	362.896	756.369
330.029	365.666	246.179	251.719	337.850	130.909	258.845	363.121	756.717
330.315	365.666	246.485	251.719	337.850	130.909	259.446	363.426	757.061
330.639	365.666	246.765	251.719	337.850	130.909	260.227	363.783	757.526
330.905	365.666	247.021	251.719	337.850	130.909	261.015	364.226	757.988
331.150	365.984	247.258	251.990	338.725	130.909	261.831	364.641	758.486
331.376	366.216	247.509	251.990	338.725	130.909	262.683	365.040	759.007
331.376	366.496	247.745	251.990	338.725	130.909	263.493	365.561	759.614
331.697	366.820	247.950	251.990	338.725	130.909	264.361	365.983	760.279
331.697	367.176	248.154	251.990	338.725	130.909	265.370	366.380	761.077
331.919	367.656	248.366	251.990	338.725	130.909	266.431	366.863	761.943
331.919	368.183	248.366	251.990	338.725	130.909	267.606	367.234	763.124
331.919	368.697	248.710	251.990	338.725	130.909	268.812	367.751	764.483
331.919	369.304	248.945	251.990	338.725	130.909	270.194	368.145	766.123
331.919	369.925	249.173	251.990	338.984	130.909	271.678	368.570	768.048
331.919	370.468	249.457	251.990	338.984	130.909	273.328	368.958	770.381
332.165	371.108	249.826	251.990	338.984	130.909	275.029	369.377	773.167
332.165	371.773	250.327	251.990	338.984	130.909	276.927	369.664	776.344
332.379	372.461	250.895	251.990	338.984	131.110	278.921	369.970	779.882
332.379	373.187	251.590	251.990	339.187	131.110	280.967	370.395	783.808
332.684	373.956	252.234	251.990	339.187	131.110	283.140	370.697	788.182
332.684	374.703	252.847	251.990	339.187	131.110	285.441	371.103	792.844
332.916	375.452	253.494	251.990	339.472	131.110	287.748	371.512	797.858
332.916	376.393	254.177	251.990	339.472	131.336	290.063	371.977	803.120
332.916	377.255	254.685	251.990	339.472	131.336	292.384	372.672	808.612
332.916	378.140	255.191	251.990	339.740	131.765	294.730	373.382	814.427
333.154	378.975	255.586	252.231	339.740	132.029	297.037	374.186	820.473
333.154	380.007	255.931	252.231	340.060	132.272	299.396	375.086	826.681
333.154	380.903	256.227	252.231	340.475	132.629	301.728	376.039	833.104
333.154	381.787	256.447	252.231	340.851	132.989	303.901	377.414	839.604
333.154	382.781	256.447	252.231	341.393	133.381	305.898	378.836	846.129
333.436	383.656	256.854	252.231	341.999	133.860	307.769	380.483	852.494
333.436	384.486	256.854	252.542	342.490	134.439	309.324	382.399	858.749
333.692	385.322	257.156	252.812	342.903	135.147	310.433	384.455	864.729
333.692	386.227	257.156	253.110	343.400	135.968	311.622	386.679	870.530
333.930	387.053	257.581	253.443	343.844	136.812	312.644	389.063	876.188
333.930	387.804	257.803	253.443	344.837	138.158	313.456	391.487	881.487
333.930	388.524	258.039	254.074	345.245	139.344	314.235	393.978	886.751
333.930	389.278	258.305	255.150	345.552	140.307	315.048	395.840	891.590
333.930	389.902	258.579	255.944	345.552	141.727	315.862	398.441	896.774
333.930	390.608	258.891	256.697	346.084	143.276	316.625	400.689	901.362
333.930	391.192	259.168	257.727	346.084	145.170	317.394	402.780	906.653
333.930	391.729	259.467	258.860	346.364	147.361	318.367	404.719	911.165
334.270	392.299	259.799	260.539	346.662	150.026	319.388	407.006	915.645
334.270	392.804	260.126	261.787	347.116	152.646	320.190	409.430	920.004
334.522	393.194	260.411	263.150	347.733	155.741	320.603	412.335	923.783
334.522	393.603	260.712	264.453	348.178	158.787	321.065	414.239	928.105
334.779	393.933	261.055	265.850	348.178	161.861	321.466	416.009	932.282
334.779	394.255	261.361	266.983	348.994	164.898	321.466	417.577	936.183
334.984	394.510	261.663	268.125	349.301	167.867	321.466	418.968	939.967
334.984	394.822	261.915	269.129	349.918	171.097	321.466	420.177	943.468
334.984	395.079	262.125	270.270	350.566	174.391	321.760	421.014	946.721
335.194	395.363	262.125	271.520	351.193	177.696	321.760	421.852	949.954
335.194	395.621	262.345	272.677	351.884	181.165	322.390	422.081	952.775
335.194	395.868	262.345	273.992	352.633	184.558	322.986	422.081	955.185
335.194	396.088	262.345	275.160	353.331	188.052	323.708	422.081	957.367
335.194	396.297	262.345	276.605	353.949	191.143	324.350	422.746	959.621
335.194	396.297	262.345	278.020	354.694	194.315	325.046	423.433	961.593
335.194	396.550	262.345	279.183	355.480	197.601	325.754	424.139	963.503
335.464	396.550	262.345	279.946	356.552	201.146	326.351	424.916	965.398
335.464	396.550	262.345	280.853	357.679	204.316	327.006	425.831	967.100
335.767	396.775	262.345	281.867	358.256	206.731	327.638	426.740	968.798
335.767	396.775	262.345	281.867	360.069	210.008	328.236	427.763	970.440
336.116	396.775	262.575	282.385	361.095	212.656	328.906	428.748	971.918
336.116	396.775	262.575	283.149	362.853	215.846	329.626	430.297	973.100
336.519	396.775	262.575	283.705	363.502	217.909	330.182	431.406	974.457
336.736	396.775	262.575	284.103	364.508	220.342	330.603	432.589	975.834
336.983	396.775	262.575	284.449	365.163	222.303	330.946	433.614	977.113
337.215	396.775	262.575	284.758	365.722	224.132	331.250	434.804	978.475
337.476	396.775	262.575	285.039	366.283	225.944	331.466	435.899	979.807
337.758	396.775	262.575	285.460	366.783	227.576	331.466	437.082	981.158
338.056	396.775	262.575	286.079	367.293	229.162	331.466	438.207	982.540
338.284	396.775	262.575	286.752	367.792	230.568	331.466	439.233	983.801
338.507	396.775	262.575	287.320	368.163	231.799	331.466	440.312	985.227
338.730	397.006	262.575	287.981	369.020	232.962	331.466	441.489	986.469
338.942	397.006	262.575	288.386	369.020	233.775	331.466	442.509	987.762
339.165	397.006	262.575	288.613	369.020	234.397	331.781	443.838	988.739
339.403	397.006	262.575	288.613	369.226	234.843	332.241	445.109	989.410
339.696	397.006	262.792	288.613	369.706	235.084	332.674	446.425	990.091
339.992	397.237	262.792	288.613	370.317	235.084	333.085	447.705	990.711
340.258	397.237	262.998	288.941	371.036	235.084	333.300	448.743	991.196
340.521	397.237	262.998	289.232	371.847	235.084	333.300	449.615	991.555
340.765	397.237	262.998	289.727	372.548	235.285	333.300	450.263	991.971
340.765	397.237	263.229	290.711	373.060	235.739	333.790	450.669	992.403
341.187	397.237	263.229	291.437	373.797	236.023	334.214	451.235	992.772
341.401	397.237	263.229	292.223	374.507	236.280	334.793	451.235	993.230
341.626	397.237	263.229	293.080	375.300	236.514	335.540	451.607	993.724
341.882	397.481	263.438	293.729	376.151	236.780	336.339	451.845	994.192
342.119	397.481	263.438	294.172	377.040	237.148	336.939	451.845	994.542
342.358	397.481	263.438	294.532	377.769	237.596	337.531	451.845	994.880
342.594	397.726	263.697	294.961	378.405	238.124	338.093	451.845	995.272
342.800	397.726	263.697	295.362	379.067	238.574	338.584	451.845	995.802
343.008	397.726	263.697	295.633	379.815	239.061	338.969	452.143	996.290
343.008	397.726	263.957	295.867	380.367	239.563	339.282	452.143	996.785
343.390	397.726	263.957	295.867	380.835	240.137	339.567	452.143	997.532
343.390	397.950	263.957	295.867	381.226	240.714	339.805	452.143	998.415
343.729	397.950	263.957	296.312	382.185	241.592	339.805	452.519	999.275
343.729	397.950	263.957	296.312	382.449	242.303	339.805	452.777	1000.227
344.042	397.950	263.957	296.832	382.449	243.027	339.805	453.001	1001.287
344.042	398.195	263.957	297.404	382.449	243.645	340.131	453.297	1002.300
344.292	398.195	263.957	298.248	382.449	244.238	340.609	453.677	1003.512
344.292	398.195	263.957	299.100	382.892	244.809	341.274	454.104	1004.779
344.520	398.476	263.957	300.172	383.193	245.407	341.978	454.439	1006.200
344.520	398.476	263.957	301.301	383.554	246.062	342.913	454.932	1007.680
344.520	398.476	263.957	302.363	383.875	246.674	343.894	455.319	1009.331
344.781	398.764	264.188	303.543	384.114	247.421	344.901	455.783	1010.897
344.781	398.764	264.188	304.744	384.114	248.290	345.949	456.154	1012.719
344.781	398.971	264.188	305.697	384.741	249.263	346.970	456.697	1014.639
344.781	398.971	264.188	306.472	384.741	250.624	347.837	457.372	1016.577
344.781	399.223	264.188	307.493	385.484	251.611	348.676	458.120	1018.528
344.781	399.223	264.417	308.127	386.090	252.923	349.433	458.853	1020.556
344.781	399.487	264.417	308.927	386.349	254.409	350.150	459.533	1022.514
344.781	399.487	264.417	309.422	386.808	255.787	350.711	460.173	1024.509
344.781	399.728	264.417	310.162	386.808	257.133	351.322	460.652	1026.518
