Head_X	Head_Y	Head_Z	RHand_X	RHand_Y	RHand_Z	LHand_X	LHand_Y	LHand_Z
551.837	610.582	403.799	613.457	778.901	872.366	717.155	1060.146	1765.785
551.837	610.833	403.799	613.457	778.901	872.366	717.155	1060.146	1765.785
552.048	610.833	403.799	613.457	779.180	872.366	717.155	1060.146	1765.999
552.048	610.833	403.799	613.457	779.180	872.366	717.155	1060.146	1765.999
552.048	611.074	403.799	613.457	779.180	872.582	717.155	1060.146	1765.999
552.288	611.074	404.015	613.457	779.438	872.582	717.419	1060.146	1765.999
552.288	611.074	404.015	613.457	779.438	872.582	717.419	1060.402	1766.204
552.526	611.074	404.015	613.457	779.438	872.582	717.419	1060.402	1766.204
552.526	611.302	404.015	613.687	779.438	872.582	717.642	1060.745	1766.204
552.766	611.302	404.230	613.687	779.438	872.582	717.642	1060.745	1766.204
552.766	611.302	404.230	613.687	779.438	872.582	717.642	1060.975	1766.204
553.026	611.515	404.230	613.687	779.438	872.582	717.642	1060.975	1766.204
553.026	611.515	404.230	613.687	779.438	872.582	717.642	1060.975	1766.204
553.279	611.755	404.457	613.687	779.438	872.582	717.642	1060.975	1766.204
553.279	611.755	404.457	613.687	779.438	872.582	717.642	1060.975	1766.204
553.501	612.077	404.457	613.687	779.438	872.582	717.642	1060.975	1766.204
553.501	612.077	404.457	613.687	779.438	872.582	717.642	1060.975	1766.204
553.712	612.440	404.457	613.687	779.438	872.582	717.642	1060.975	1766.204
553.712	612.440	404.457	613.687	779.438	872.582	717.642	1060.975	1766.204
553.916	612.784	404.700	613.687	779.438	872.582	717.642	1060.975	1766.204
553.916	612.784	404.700	613.687	779.438	872.582	717.642	1060.975	1766.204
554.121	613.065	404.700	613.687	779.438	872.582	717.642	1060.975	1766.204
554.121	613.065	404.700	613.687	779.438	872.582	717.642	1060.975	1766.204
554.121	613.338	404.700	613.687	779.438	872.582	717.642	1060.975	1766.204
554.121	613.338	404.700	613.929	779.438	872.582	717.642	1061.239	1766.204
554.121	613.560	404.700	613.929	779.438	872.582	717.642	1061.239	1766.204
554.121	613.560	404.700	613.929	779.438	872.582	717.642	1061.239	1766.204
554.121	613.768	404.700	613.929	779.438	872.582	717.642	1061.239	1766.204
554.121	613.768	404.700	613.929	779.438	872.582	717.642	1061.239	1766.204
554.121	613.768	404.700	613.929	779.651	872.582	717.642	1061.483	1766.204
554.121	614.027	404.700	613.929	779.651	872.582	717.642	1061.483	1766.204
554.121	614.027	404.700	613.929	779.651	872.582	717.642	1061.483	1766.204
554.121	614.027	404.700	613.929	779.651	872.582	717.642	1061.483	1766.204
554.336	614.241	404.700	613.929	779.651	872.582	717.642	1061.692	1766.204
554.336	614.241	404.700	613.929	779.651	872.582	717.642	1061.692	1766.204
554.336	614.241	404.700	613.929	779.651	872.582	717.642	1061.692	1766.204
554.601	614.241	404.907	613.929	779.651	872.582	717.844	1061.948	1766.204
554.601	614.501	404.907	613.929	779.651	872.582	717.844	1061.948	1766.204
554.601	614.501	404.907	613.929	779.651	872.582	717.844	1062.205	1766.204
554.601	614.501	404.907	613.929	779.651	872.582	717.844	1062.205	1766.204
554.601	614.501	404.907	613.929	779.651	872.582	717.844	1062.651	1766.204
554.601	614.501	404.907	613.929	779.651	872.582	718.087	1062.909	1766.204
554.811	614.501	404.907	613.929	779.651	872.582	718.087	1063.197	1766.494
554.811	614.711	404.907	613.929	779.651	872.582	718.436	1063.448	1766.494
554.811	614.711	404.907	613.929	779.651	872.786	718.685	1063.765	1766.827
554.811	614.711	405.159	613.929	779.651	872.786	718.982	1064.100	1766.827
554.811	614.711	405.159	613.929	779.651	872.786	719.274	1064.470	1767.090
554.811	614.711	405.159	613.929	779.651	872.786	719.671	1064.883	1767.090
554.811	614.711	405.159	614.170	779.651	872.786	719.980	1065.403	1767.480
554.811	614.711	405.159	614.170	779.927	873.062	720.594	1066.114	1767.922
554.811	614.711	405.159	614.170	779.927	873.062	721.138	1066.754	1768.388
554.811	614.711	405.159	614.170	779.927	873.062	721.655	1067.478	1769.095
555.038	614.922	405.411	614.170	781.003	873.961	722.214	1068.107	1769.830
555.038	614.922	405.411	614.170	781.003	873.961	722.970	1069.009	1770.795
555.038	614.922	405.411	614.170	781.003	873.961	723.626	1069.654	1771.664
555.038	614.922	405.411	614.170	781.246	874.183	724.548	1070.368	1772.722
555.038	614.922	405.651	614.170	781.246	874.183	725.404	1070.883	1773.604
555.038	614.922	405.651	614.170	781.246	874.183	726.154	1071.381	1774.623
555.038	614.922	405.651	614.432	781.246	874.183	726.912	1071.848	1775.516
555.038	614.922	405.651	614.642	781.523	874.183	727.411	1072.230	1776.437
555.038	614.922	405.651	614.642	781.523	874.183	727.817	1072.498	1777.339
555.038	614.922	405.651	614.642	781.523	874.183	728.163	1072.974	1778.392
555.038	614.922	405.651	614.642	781.523	874.183	728.163	1073.486	1779.807
555.308	614.922	405.651	614.642	781.523	874.183	728.364	1073.998	1781.508
555.308	614.922	405.651	614.642	781.744	874.183	728.364	1074.622	1783.750
555.560	614.922	405.971	614.642	781.744	874.183	728.364	1075.225	1786.444
555.560	614.922	405.971	614.642	781.744	874.183	728.364	1075.746	1789.591
555.832	614.922	406.262	614.642	781.985	874.183	728.584	1076.391	1793.155
555.832	614.922	406.262	614.642	782.269	874.400	728.584	1076.994	1797.029
556.074	614.922	406.262	614.642	782.801	874.852	728.980	1077.544	1801.390
556.074	614.922	406.491	614.642	782.801	874.852	729.334	1078.165	1806.093
556.074	615.253	406.491	614.642	782.801	874.852	729.334	1078.715	1811.073
556.353	615.253	406.491	614.642	782.801	874.852	729.561	1079.401	1816.183
556.353	615.775	406.491	614.865	782.801	874.852	729.561	1080.337	1821.299
556.353	616.161	406.491	614.865	782.801	874.852	730.108	1081.354	1826.115
556.353	616.582	406.491	614.865	782.801	874.852	731.116	1082.635	1830.486
556.353	617.091	406.703	614.865	782.801	875.071	732.051	1083.679	1834.633
556.353	617.697	406.703	614.865	783.086	875.071	733.136	1084.783	1838.360
556.353	618.281	406.703	614.865	783.086	875.071	734.314	1085.708	1841.627
556.353	618.981	406.985	614.865	783.449	875.071	735.506	1086.469	1844.722
556.353	619.709	406.985	614.865	783.449	875.071	736.695	1086.860	1847.530
556.353	620.316	406.985	614.865	783.842	875.290	738.047	1087.112	1850.136
556.749	620.906	407.239	614.865	784.077	875.290	739.496	1087.316	1852.411
557.006	621.477	407.239	614.865	784.077	875.290	741.628	1088.145	1853.401
557.320	621.924	407.239	614.865	784.430	875.290	743.389	1088.145	1854.639
557.655	622.250	407.239	614.865	784.430	875.290	745.163	1088.578	1855.534
558.033	622.506	407.239	614.865	784.643	875.290	746.939	1088.975	1856.051
558.481	622.506	407.447	614.865	784.643	875.290	748.757	1089.649	1856.306
558.953	622.506	407.680	614.865	784.643	875.290	750.472	1090.433	1856.306
559.424	622.506	407.950	614.865	784.643	875.290	751.936	1091.409	1856.306
559.861	622.908	408.276	615.109	784.643	875.290	753.399	1092.699	1856.809
560.294	623.280	408.627	615.109	784.969	875.290	754.557	1094.019	1857.120
560.759	623.709	408.974	615.109	784.969	875.290	755.375	1095.528	1857.406
561.195	624.208	409.259	615.109	785.304	875.290	755.879	1097.021	1857.406
561.569	624.702	409.498	615.109	785.304	875.539	756.153	1098.711	1857.670
561.889	625.239	409.758	615.109	785.614	875.539	756.153	1100.467	1857.670
562.191	625.757	409.983	615.109	785.614	875.539	756.602	1102.143	1857.670
562.436	626.253	409.983	615.109	785.879	875.539	757.568	1103.976	1858.470
562.649	626.730	410.315	615.109	785.879	875.539	759.442	1105.761	1860.062
562.649	627.193	410.315	615.109	786.085	875.539	762.168	1107.591	1862.608
563.010	627.591	410.548	615.109	786.085	875.539	765.950	1109.772	1865.755
563.010	627.964	410.548	615.109	786.085	875.539	770.946	1112.318	1870.229
563.210	628.318	410.749	615.109	786.864	875.963	776.342	1115.025	1874.760
563.210	628.657	410.749	615.109	786.864	875.963	782.525	1117.256	1879.978
563.210	628.950	410.749	615.109	786.864	875.963	788.088	1120.390	1884.249
563.210	629.240	410.749	615.109	787.110	875.963	793.311	1123.377	1888.099
563.426	629.516	410.749	615.109	787.110	876.173	798.196	1125.987	1892.046
563.426	629.807	410.749	615.109	787.110	876.173	802.660	1128.608	1895.560
563.837	630.064	410.749	615.109	787.315	876.173	806.521	1131.173	1898.631
564.104	630.298	411.075	615.109	787.315	876.173	809.826	1133.862	1901.393
564.359	630.298	411.293	615.439	788.015	876.173	812.657	1136.489	1903.601
564.614	630.563	411.536	615.439	788.015	876.173	814.901	1139.709	1905.157
564.841	630.563	411.797	615.439	788.015	876.173	816.276	1141.803	1906.380
565.076	630.563	412.066	615.439	788.246	876.173	816.951	1143.593	1907.017
565.076	630.563	412.274	615.439	788.246	876.173	816.951	1144.688	1907.268
565.313	630.563	412.274	615.439	788.246	876.173	817.302	1145.549	1907.712
565.313	630.563	412.513	615.439	788.559	876.173	818.057	1146.018	1908.498
565.313	630.563	412.513	615.439	788.559	876.173	818.974	1146.018	1909.670
565.627	630.563	412.513	615.439	788.867	876.173	819.907	1146.018	1911.106
565.844	630.563	412.723	615.439	788.867	876.173	820.622	1146.018	1912.799
566.120	630.872	412.723	615.439	789.188	876.173	821.331	1146.394	1914.105
566.403	631.169	413.074	615.439	789.188	876.173	821.987	1146.974	1915.367
566.668	631.578	413.299	615.695	789.400	876.173	822.249	1147.369	1916.622
566.886	632.029	413.299	615.695	789.400	876.173	822.249	1147.821	1917.442
566.886	632.610	413.704	615.695	789.400	876.173	822.249	1148.389	1917.989
567.210	633.291	413.704	615.695	789.400	876.173	822.512	1148.830	1918.333
567.210	634.034	414.053	615.695	789.400	876.173	822.773	1149.261	1918.333
567.210	634.736	414.053	615.695	789.640	876.173	822.773	1149.580	1918.333
567.210	635.407	414.259	615.695	789.640	876.173	823.113	1149.580	1918.603
567.210	636.074	414.259	615.695	789.978	876.173	823.113	1149.911	1918.992
567.500	636.751	414.259	615.905	789.978	876.173	823.113	1149.911	1919.344
567.703	637.385	414.259	615.905	790.189	876.173	823.113	1149.911	1919.966
567.988	637.900	414.259	616.163	790.189	876.173	823.113	1150.180	1920.529
568.277	638.317	414.259	616.163	790.189	876.173	823.411	1150.180	1921.118
568.551	638.647	414.500	616.384	790.189	876.173	823.693	1150.626	1921.650
568.908	638.920	414.500	616.384	790.436	876.173	824.016	1151.001	1922.163
569.260	638.920	414.833	616.384	790.436	876.173	824.283	1151.344	1922.783
569.590	639.284	415.048	616.384	790.436	876.173	824.563	1151.681	1923.177
569.843	639.284	415.048	616.384	790.436	876.173	824.832	1151.994	1923.597
570.070	639.284	415.337	616.384	790.436	876.173	825.124	1152.219	1924.057
570.070	639.284	415.337	616.384	790.436	876.173	825.379	1152.674	1924.348
570.359	639.516	415.542	616.384	790.436	876.173	825.703	1152.982	1924.783
570.359	639.516	415.542	616.586	790.436	876.173	825.703	1153.255	1925.096
570.359	639.516	415.542	616.586	790.436	876.173	826.078	1153.461	1925.391
570.359	639.516	415.542	616.586	790.436	876.173	826.078	1153.756	1925.615
570.359	639.516	415.542	616.586	790.702	876.173	826.409	1153.978	1925.615
570.359	639.516	415.542	616.586	790.702	876.173	826.409	1153.978	1925.954
570.359	639.516	415.542	616.586	790.702	876.173	826.671	1154.260	1925.954
570.359	639.516	415.542	616.586	790.702	876.173	826.671	1154.260	1926.311
570.359	639.516	415.542	616.586	790.938	876.173	826.948	1154.260	1926.727
570.359	639.772	415.542	616.586	790.938	876.173	827.167	1154.260	1926.949
570.359	639.772	415.542	616.586	790.938	876.173	827.434	1154.260	1927.201
570.359	639.772	415.542	616.586	790.938	876.173	827.652	1154.498	1927.580
570.359	639.772	415.751	616.586	790.938	876.173	827.919	1154.710	1927.928
570.359	639.772	415.751	616.586	790.938	876.373	828.302	1154.994	1928.338
570.359	639.997	415.751	616.827	790.938	876.373	828.873	1155.694	1929.040
570.359	639.997	415.751	616.827	790.938	876.373	829.464	1156.182	1929.556
570.359	639.997	415.751	616.827	791.163	876.373	829.853	1156.739	1930.119
570.359	639.997	415.751	616.827	791.163	876.373	830.295	1157.488	1930.762
570.359	639.997	415.751	616.827	791.163	876.373	830.897	1158.771	1931.458
570.564	639.997	415.751	616.827	791.381	876.373	831.246	1159.674	1932.109
570.564	639.997	415.751	616.827	791.381	876.373	831.246	1160.138	1932.599
570.564	639.997	415.751	616.827	791.381	876.373	831.578	1160.740	1933.182
570.797	639.997	416.009	616.827	791.381	876.373	831.578	1161.309	1933.784
570.797	640.204	416.009	617.241	792.082	876.373	831.578	1161.672	1934.400
570.797	640.204	416.009	617.241	792.082	876.373	831.578	1161.979	1934.902
570.797	640.204	416.009	617.241	792.082	876.373	831.789	1162.272	1935.349
570.797	640.204	416.209	617.241	792.082	876.373	831.789	1162.272	1935.690
570.797	640.454	416.209	617.241	792.082	876.373	832.140	1162.612	1936.108
570.797	640.454	416.209	617.241	792.082	876.373	832.341	1162.612	1936.372
570.797	640.454	416.209	617.241	792.082	876.373	832.341	1162.612	1936.603
570.797	640.454	416.209	617.241	792.082	876.373	832.715	1162.612	1936.809
570.797	640.454	416.209	617.241	792.082	876.373	832.715	1162.842	1936.809
570.797	640.454	416.209	617.241	792.082	876.373	832.934	1162.842	1937.064
571.048	640.454	416.209	617.241	792.082	876.373	832.934	1163.095	1937.064
571.048	640.454	416.209	617.241	792.082	876.373	832.934	1163.318	1937.064
571.260	640.454	416.209	617.241	792.082	876.373	833.168	1163.318	1937.064
571.260	640.454	416.209	617.241	792.082	876.373	833.168	1163.534	1937.317
571.523	640.454	416.463	617.241	792.082	876.373	833.168	1163.534	1937.317
571.523	640.454	416.463	617.241	792.082	876.373	833.168	1163.534	1937.668
571.802	640.666	416.463	617.241	792.082	876.373	833.168	1163.534	1937.668
571.802	640.666	416.463	617.241	792.082	876.373	833.168	1163.534	1938.042
572.064	640.666	416.702	617.241	792.082	876.373	833.423	1163.534	1938.305
572.064	640.666	416.702	617.241	792.082	876.373	833.423	1163.534	1938.516
572.064	640.666	416.702	617.241	792.082	876.373	833.640	1163.534	1938.516
572.302	640.666	416.702	617.241	792.082	876.373	833.640	1163.534	1938.881
572.302	640.666	416.702	617.241	792.082	876.373	833.848	1163.534	1938.881
572.302	640.666	416.920	617.241	792.082	876.373	833.848	1163.534	1938.881
572.302	640.666	416.920	617.241	792.082	876.373	833.848	1163.755	1939.110
572.302	640.924	416.920	617.442	792.082	876.373	833.848	1163.755	1939.110
572.302	640.924	416.920	617.442	792.082	876.373	833.848	1163.755	1939.110
572.302	641.185	416.920	617.442	792.082	876.373	833.848	1163.975	1939.110
572.302	641.185	416.920	617.442	792.318	876.373	833.848	1163.975	1939.110
572.302	641.452	417.136	617.442	792.318	876.373	833.848	1163.975	1939.110
572.588	641.452	417.136	617.442	792.318	876.373	833.848	1164.293	1939.110
572.588	641.729	417.136	617.442	792.318	876.373	834.062	1164.293	1939.110
572.798	641.729	417.136	617.442	792.318	876.373	834.062	1164.579	1939.110
572.798	641.942	417.421	617.442	792.318	876.373	834.062	1164.579	1939.110
573.037	641.942	417.421	617.442	792.318	876.373	834.308	1164.824	1939.110
573.037	642.154	417.421	617.442	792.318	876.373	834.308	1164.824	1939.110
573.262	642.154	417.421	617.442	792.318	876.373	834.518	1165.028	1939.110
573.262	642.154	417.661	617.442	792.318	876.373	834.518	1165.028	1939.110
573.465	642.419	417.661	617.840	793.102	876.373	834.518	1165.028	1939.110
573.465	642.419	417.661	618.211	793.932	876.373	834.518	1165.028	1939.342
573.666	642.419	417.661	618.569	794.773	876.373	834.518	1165.028	1939.342
573.666	642.662	417.869	618.932	795.564	876.373	834.518	1165.028	1939.342
573.901	642.662	417.869	618.932	795.564	876.373	834.518	1165.028	1939.605
573.901	642.662	417.869	619.274	796.476	876.373	834.518	1165.028	1939.605
574.130	642.662	417.869	619.624	797.301	876.373	834.518	1165.028	1939.605
574.130	642.892	418.107	619.624	797.301	876.373	834.724	1165.028	1939.853
574.357	642.892	418.107	619.624	797.301	876.373	834.724	1165.232	1939.853
574.357	642.892	418.107	619.624	797.301	876.373	834.724	1165.232	1940.080
574.565	642.892	418.107	619.624	797.301	876.373	834.724	1165.232	1940.080
574.565	642.892	418.107	619.624	797.301	876.373	835.064	1165.451	1940.410
574.565	642.892	418.107	619.624	797.301	876.373	835.064	1165.451	1940.410
574.565	642.892	418.323	619.624	797.301	876.373	835.551	1165.451	1940.747
574.831	643.116	418.323	619.624	797.301	876.373	835.869	1165.451	1941.074
574.831	643.116	418.323	619.624	797.301	876.373	836.427	1166.069	1941.292
574.831	643.116	418.323	619.624	797.301	876.373	837.162	1166.635	1941.788
575.053	643.116	418.323	619.624	797.301	876.373	837.981	1167.186	1942.417
575.053	643.116	418.554	619.624	797.301	876.373	839.000	1167.975	1943.054
575.053	643.333	418.554	619.624	797.301	876.599	840.034	1168.784	1943.866
575.053	643.333	418.554	619.624	797.301	876.599	841.127	1169.646	1944.496
575.317	643.333	418.554	619.624	797.301	876.599	842.126	1170.620	1945.195
575.317	643.333	418.554	619.624	797.301	876.599	843.097	1171.773	1945.782
575.317	643.333	418.554	619.624	797.301	876.599	843.891	1172.960	1946.178
575.317	643.333	418.761	619.624	797.301	876.599	844.556	1174.062	1946.479
575.317	643.333	418.761	619.624	797.301	876.599	844.992	1175.069	1946.479
575.317	643.333	418.761	619.624	797.524	876.599	845.277	1176.112	1946.479
575.566	643.333	418.761	619.624	797.524	876.599	845.277	1176.939	1946.479
575.566	643.333	418.761	619.624	797.524	876.599	845.277	1177.673	1946.699
575.566	643.333	418.761	619.624	797.524	876.599	845.277	1178.224	1946.955
575.861	643.333	418.981	619.624	797.524	876.599	845.638	1178.732	1947.396
575.861	643.333	418.981	619.624	797.524	876.599	845.855	1179.106	1947.821
576.121	643.333	418.981	619.624	797.778	876.599	846.082	1179.106	1948.225
576.121	643.333	419.228	619.624	797.778	876.599	846.343	1179.436	1948.619
576.388	643.333	419.228	619.624	797.778	876.599	846.574	1179.436	1949.125
576.388	643.333	419.228	619.624	797.778	876.599	846.574	1179.645	1949.451
576.626	643.625	419.448	619.624	797.778	876.599	847.000	1179.645	1949.773
576.626	643.625	419.448	619.624	797.778	876.599	847.207	1179.645	1950.043
576.626	643.892	419.448	619.624	797.778	876.599	847.207	1179.919	1950.043
576.626	643.892	419.448	619.624	797.997	876.599	847.469	1179.919	1950.341
576.626	644.127	419.448	619.624	797.997	876.599	847.469	1180.309	1950.341
576.626	644.127	419.448	619.624	797.997	876.599	847.469	1180.557	1950.341
576.626	644.379	419.448	619.624	798.211	876.599	847.698	1180.784	1950.341
576.626	644.379	419.448	619.624	798.211	876.599	847.698	1181.066	1950.341
576.626	644.379	419.448	619.624	798.211	876.599	847.698	1181.458	1950.341
576.626	644.651	419.448	619.624	798.211	876.599	847.698	1181.847	1950.341
576.838	644.651	419.448	619.845	798.211	876.599	847.698	1182.281	1950.632
576.838	644.651	419.448	619.845	798.211	876.599	847.949	1182.740	1950.632
576.838	644.651	419.448	619.845	798.211	876.599	847.949	1183.177	1950.632
577.090	644.651	419.662	619.845	798.211	876.599	847.949	1183.626	1950.632
577.090	644.651	419.662	619.845	798.211	876.599	848.288	1184.143	1950.632
577.090	644.651	419.662	619.845	798.211	876.599	848.288	1184.747	1950.632
577.090	644.651	419.662	619.845	798.211	876.599	848.788	1185.424	1950.632
577.331	644.651	419.662	620.063	798.211	876.599	849.211	1186.177	1950.948
577.331	644.651	419.880	620.063	798.211	876.599	849.668	1186.973	1951.243
577.331	644.651	419.880	620.063	798.211	876.599	850.247	1187.935	1951.749
577.331	644.651	419.880	620.063	798.211	876.599	850.925	1188.924	1952.357
577.331	644.907	419.880	620.063	798.211	876.599	851.631	1189.899	1953.047
577.331	644.907	419.880	620.063	798.211	876.599	852.622	1190.960	1954.039
577.331	645.150	420.083	620.063	798.211	876.599	853.555	1191.927	1955.135
577.331	645.150	420.083	620.063	798.211	876.599	854.626	1193.084	1956.379
577.331	645.464	420.083	620.063	798.211	876.599	855.845	1194.012	1957.785
577.331	645.665	420.083	620.412	798.984	876.599	856.974	1194.993	1959.268
577.540	645.665	420.354	620.412	798.984	876.599	858.361	1196.084	1960.663
577.540	646.061	420.354	620.412	798.984	876.599	859.659	1197.026	1962.245
577.540	646.265	420.354	620.412	799.220	876.599	861.077	1198.307	1964.056
577.765	646.466	420.583	620.412	799.220	876.599	862.446	1199.093	1965.661
577.765	646.690	420.583	620.644	799.220	876.599	862.745	1199.382	1967.792
577.765	646.690	420.583	620.644	799.220	876.599	864.059	1199.929	1969.628
577.765	647.022	420.583	620.644	799.443	876.599	864.975	1200.268	1971.391
577.985	647.022	420.583	620.644	799.443	876.599	866.205	1200.268	1973.613
577.985	647.300	420.583	620.644	799.443	876.599	867.056	1200.491	1975.566
577.985	647.300	420.583	620.644	799.443	876.599	868.028	1200.491	1977.787
578.209	647.300	420.583	620.644	799.443	876.599	868.892	1200.491	1979.851
578.209	647.300	420.583	620.644	799.651	876.599	869.827	1200.750	1982.127
578.461	647.536	420.583	620.644	799.651	876.599	870.499	1200.996	1984.455
578.461	647.536	420.791	620.644	799.651	876.599	871.394	1201.393	1986.644
578.746	647.536	420.791	620.644	799.651	876.599	872.065	1201.988	1989.085
578.746	647.536	420.791	620.644	799.651	876.599	872.680	1202.363	1991.225
579.041	647.536	420.791	620.644	799.651	876.599	873.219	1202.768	1993.127
579.041	647.536	420.791	620.644	799.651	876.599	873.553	1203.418	1995.136
579.315	647.774	420.791	620.644	799.651	876.599	873.916	1204.064	1996.969
579.315	647.774	420.791	620.644	799.909	876.599	874.181	1204.647	1998.683
579.633	647.774	420.791	620.644	799.909	876.599	874.181	1205.146	2000.100
579.633	647.989	420.791	620.644	799.909	876.599	874.181	1205.640	2001.478
579.953	647.989	420.791	620.644	799.909	876.599	874.564	1206.073	2002.473
579.953	647.989	420.791	620.644	799.909	876.599	875.218	1206.742	2003.241
580.290	648.232	420.791	620.644	799.909	876.599	876.184	1207.490	2003.719
580.290	648.232	420.791	620.644	799.909	876.806	877.347	1208.254	2003.719
580.644	648.478	420.791	620.866	800.128	876.806	879.126	1208.901	2003.941
580.644	648.478	420.791	620.866	800.128	876.806	881.389	1209.629	2004.877
580.999	648.784	420.791	621.190	800.892	876.806	884.215	1210.338	2006.224
580.999	648.984	420.791	621.190	800.892	876.806	887.782	1211.105	2008.107
581.283	649.213	420.791	621.190	800.892	876.806	891.515	1211.729	2010.251
581.283	649.558	421.038	621.190	800.892	876.806	895.087	1211.729	2013.001
581.543	649.941	421.038	621.664	801.494	877.270	899.018	1212.437	2015.422
581.543	650.386	421.038	621.664	801.494	877.270	903.922	1213.242	2017.652
581.543	650.898	421.038	621.664	801.494	877.270	909.045	1213.982	2020.003
581.809	651.475	421.038	621.664	801.494	877.270	914.188	1214.829	2022.683
581.809	652.137	421.038	621.664	801.752	877.270	919.151	1215.775	2025.781
581.809	652.900	421.038	621.894	801.752	877.270	923.798	1216.796	2029.383
581.809	653.669	421.322	621.894	801.953	877.270	927.984	1217.947	2033.118
581.809	654.458	421.322	621.894	801.953	877.270	931.264	1219.233	2037.087
582.064	655.270	421.634	621.894	801.953	877.270	933.713	1220.389	2040.866
582.064	656.101	421.634	621.894	802.201	877.270	935.137	1221.321	2044.200
582.064	656.980	421.864	621.894	802.201	877.270	935.827	1222.155	2046.940
582.310	657.794	421.864	621.894	802.439	877.512	936.158	1222.870	2048.919
582.310	658.665	421.864	622.127	802.439	877.512	937.348	1223.557	2050.056
582.665	659.517	422.069	622.127	802.439	877.512	939.146	1224.176	2050.435
582.895	660.434	422.069	622.127	802.716	877.735	941.654	1224.862	2050.751
583.140	661.227	422.069	622.127	802.716	877.735	944.708	1225.654	2051.725
583.450	662.099	422.069	622.127	802.716	877.735	948.378	1226.570	2053.352
583.777	662.937	422.069	622.127	802.924	877.938	952.271	1227.349	2055.716
584.165	663.674	422.069	622.127	802.924	877.938	956.420	1228.211	2058.525
584.556	664.292	422.445	622.375	803.552	878.292	960.773	1228.885	2061.727
584.959	664.890	422.672	622.375	803.552	878.292	965.043	1229.675	2065.242
585.448	665.353	422.982	622.375	803.552	878.292	969.467	1230.366	2068.691
585.935	665.746	423.360	622.375	803.552	878.292	973.478	1231.126	2072.292
586.360	665.951	423.769	622.600	804.657	878.292	977.010	1231.595	2075.597
586.727	665.951	424.159	622.600	804.657	878.292	980.162	1232.350	2079.132
587.081	665.951	424.546	622.600	804.657	878.292	983.165	1232.936	2082.449
587.365	665.951	424.913	622.600	804.899	878.292	985.824	1233.806	2085.979
587.365	666.356	425.253	622.808	804.899	878.292	987.641	1234.379	2089.389
587.686	666.657	425.611	622.808	804.899	878.292	990.141	1234.897	2092.726
587.686	667.095	425.881	622.808	804.899	878.292	992.818	1235.685	2096.157
587.686	667.518	425.881	622.808	805.172	878.292	995.500	1236.052	2099.351
587.904	667.915	426.090	622.808	805.172	878.292	998.155	1236.052	2102.245
588.120	668.305	426.090	623.015	805.172	878.292	1001.106	1236.311	2105.089
588.410	668.640	426.090	623.015	805.172	878.292	1004.226	1236.311	2107.690
588.710	668.945	426.401	623.015	805.172	878.292	1007.522	1236.611	2109.964
589.084	669.257	426.617	623.015	805.373	878.292	1010.820	1237.257	2111.921
589.422	669.481	426.856	623.015	805.373	878.511	1013.830	1238.241	2113.515
589.739	669.687	427.105	623.015	805.373	878.511	1016.909	1239.398	2114.978
590.088	669.687	427.359	623.015	805.373	878.511	1019.641	1240.405	2115.987
590.415	669.940	427.359	623.015	805.373	878.511	1021.780	1241.485	2116.755
590.722	669.940	427.711	623.015	805.373	878.511	1023.526	1242.688	2117.245
590.995	669.940	427.711	623.301	805.373	878.511	1024.404	1242.956	2118.187
591.211	669.940	427.941	623.754	806.104	878.739	1025.312	1243.866	2118.417
591.426	669.940	427.941	623.754	806.104	878.739	1025.881	1245.043	2118.417
591.426	669.940	427.941	623.754	806.104	878.739	1025.881	1245.833	2118.417
591.790	669.940	427.941	623.754	806.104	878.739	1025.881	1246.464	2118.417
591.790	669.940	427.941	623.754	806.104	878.739	1026.257	1247.100	2118.417
592.074	669.940	427.941	623.754	806.104	878.739	1026.674	1247.611	2118.417
592.074	670.143	427.941	623.754	806.104	878.739	1027.148	1248.045	2118.417
592.398	670.143	427.941	623.982	806.104	878.739	1027.877	1248.318	2118.417
592.398	670.143	427.941	624.435	806.759	878.739	1028.584	1248.318	2118.417
592.709	670.415	427.941	624.435	806.759	878.739	1029.091	1248.318	2118.735
592.709	670.624	427.941	624.435	806.759	878.739	1029.465	1248.318	2118.735
592.985	670.876	427.941	624.435	807.007	878.739	1029.897	1248.318	2119.100
592.985	671.163	428.208	624.435	807.007	878.739	1030.238	1248.546	2119.309
593.224	671.498	428.208	624.435	807.226	878.739	1030.503	1248.546	2119.555
593.224	671.920	428.208	624.435	807.226	878.739	1030.728	1248.890	2119.555
593.433	672.413	428.451	624.435	807.457	878.739	1030.728	1248.890	2119.843
593.433	673.005	428.451	624.435	807.457	878.739	1031.057	1249.258	2119.843
593.433	673.578	428.451	624.435	807.457	878.739	1031.057	1249.462	2120.070
593.663	674.121	428.451	624.435	807.457	878.739	1031.306	1249.462	2120.070
593.663	674.683	428.451	624.435	807.457	878.739	1031.306	1249.462	2120.070
593.663	675.276	428.451	624.435	807.457	878.739	1031.520	1249.689	2120.281
593.663	675.866	428.451	624.435	807.457	878.739	1031.520	1249.689	2120.281
593.663	676.544	428.451	624.435	807.457	878.739	1031.520	1249.689	2120.281
593.663	677.161	428.451	624.435	807.682	878.739	1031.770	1249.689	2120.281
593.663	677.653	428.451	624.435	807.682	878.739	1031.770	1249.914	2120.281
593.663	678.062	428.678	624.435	807.682	878.739	1031.770	1249.914	2120.281
