P6_hands_Distance


172.200
171.783
171.508
170.470
170.129
169.444
169.193
168.757
168.343
167.957
167.580
167.252
166.982
166.710
166.487
166.378
166.193
166.119
166.044
166.034
165.948
165.910
165.842
165.798
165.775
165.810
165.877
165.973
166.161
166.337
166.478
166.636
166.689
166.690
166.717
166.730
166.710
166.672
166.684
166.713
166.748
166.812
167.506
167.541
167.572
167.522
167.517
167.535
167.545
167.541
167.593
167.568
167.575
167.623
167.679
167.724
167.817
167.915
167.974
168.087
168.164
168.246
168.332
168.400
168.464
168.501
168.547
168.594
168.661
168.706
168.743
168.775
168.845
168.848
168.867
168.987
169.074
169.188
169.298
169.340
169.363
169.370
169.359
169.325
169.273
169.230
169.187
169.177
169.125
169.049
168.927
168.745
168.609
168.428
168.237
168.000
167.668
167.235
166.719
166.324
165.954
165.526
165.266
165.041
164.990
164.907
165.003
165.245
165.479
165.796
166.039
166.165
166.135
166.164
166.435
166.560
166.704
166.888
166.990
167.263
167.667
167.943
168.282
168.507
168.695
168.859
168.905
168.881
168.787
168.722
168.676
168.711
168.862
169.052
169.312
169.555
169.738
170.026
170.288
170.503
170.674
170.794
170.819
170.940
171.068
171.247
171.403
171.496
171.538
171.385
170.762
170.012
169.191
168.532
168.087
167.899
167.961
168.285
168.728
169.202
169.568
169.763
169.807
169.725
169.603
169.492
169.456
169.496
169.757
170.117
170.660
171.233
171.955
172.614
173.505
174.629
175.647
176.783
177.953
179.159
180.369
181.399
182.492
183.221
183.860
184.400
184.036
184.348
184.516
184.553
184.460
185.134
184.669
184.164
183.389
182.612
181.675
180.730
179.846
178.996
178.185
177.308
176.577
175.948
175.303
174.766
174.337
173.998
173.544
173.195
172.814
172.407
172.075
171.642
171.342
170.944
170.490
169.945
169.518
169.111
168.796
168.519
168.367
168.387
168.475
168.639
168.892
169.209
169.460
169.653
169.873
170.072
170.308
170.494
170.575
170.451
170.246
170.016
169.621
169.125
168.745
168.494
168.347
168.315
168.226
168.159
168.027
167.838
167.563
167.277
166.974
166.706
166.464
166.313
166.095
165.976
165.883
165.811
165.719
165.672
165.620
165.572
165.465
165.407
165.323
165.236
165.176
165.112
165.050
165.002
164.989
164.912
164.801
164.696
164.537
164.389
164.195
164.017
163.805
163.572
163.349
163.093
162.907
162.574
162.207
161.739
161.220
160.554
159.607
158.162
156.523
154.420
152.095
149.053
146.832
144.637
142.578
140.514
138.615
136.817
134.976
133.229
131.675
129.831
128.527
127.135
125.843
124.824
124.190
123.710
123.314
123.076
122.720
122.629
122.363
122.193
122.083
122.238
122.524
123.166
123.759
124.490
124.965
125.219
125.332
125.327
125.493
125.583
125.555
125.507
125.428
125.409
125.491
125.647
125.809
126.086
126.357
126.682
126.978
127.296
127.618
127.837
128.076
128.273
128.479
128.581
128.810
129.032
129.190
129.377
129.605
129.756
129.876
129.930
129.944
129.909
129.875
129.792
129.782
129.701
129.767
129.739
129.771
129.784
129.895
129.939
129.984
130.068
130.184
130.175
130.153
130.153
130.113
130.079
130.078
130.102
130.088
130.033
130.029
129.982
129.929
129.932
129.856
129.827
129.767
129.725
129.618
129.499
129.402
129.299
129.172
129.061
128.895
128.831
128.727
128.539
128.300
128.224
128.390
