P6_Angle_l


100.086
100.028
99.991
100.090
100.082
100.171
99.803
100.068
100.058
100.044
100.026
100.020
100.010
99.961
99.977
99.998
100.023
100.040
100.050
100.063
100.068
100.074
100.077
100.087
100.095
100.094
100.098
100.100
100.105
100.099
100.099
100.091
100.078
100.075
100.064
100.063
100.058
100.055
100.051
100.044
100.033
100.029
100.018
100.013
100.018
100.034
100.034
100.050
100.052
100.047
100.036
100.028
100.015
100.002
99.990
99.971
99.967
99.959
99.941
99.933
99.919
99.908
99.906
99.899
99.889
99.874
99.867
99.858
99.855
99.848
99.842
99.842
99.833
99.823
99.829
99.830
99.820
99.823
99.819
99.817
99.806
99.804
99.791
99.789
99.775
99.778
99.762
99.760
99.758
99.759
99.756
99.754
99.747
99.742
99.743
99.737
99.733
99.713
99.671
99.658
99.650
99.649
99.652
99.673
99.701
99.727
99.738
99.738
99.732
99.712
99.690
99.665
99.634
99.604
99.589
99.594
99.603
99.611
99.603
99.595
99.592
99.583
99.578
99.568
99.560
99.558
99.553
99.553
99.557
99.547
99.544
99.540
99.538
99.521
99.515
99.507
99.499
99.489
99.491
99.499
99.518
99.524
99.543
99.535
99.529
99.528
99.522
99.512
99.499
99.501
99.514
99.540
99.559
99.576
99.604
99.610
99.622
99.615
99.610
99.604
99.597
99.590
99.590
99.603
99.613
99.620
99.623
99.631
99.624
99.613
99.590
99.568
99.548
99.530
99.523
99.511
99.502
99.496
99.480
99.480
99.482
99.467
99.445
99.436
99.421
99.418
99.417
99.423
99.433
99.439
99.447
99.440
99.415
99.411
99.396
99.382
99.374
99.375
99.385
99.395
99.406
99.432
99.461
99.474
99.466
99.450
99.437
99.417
99.411
99.408
99.402
99.404
99.396
99.402
99.405
99.422
99.408
99.413
99.419
99.416
99.416
99.415
99.416
99.403
99.391
99.383
99.370
99.371
99.366
99.358
99.349
99.344
99.346
99.333
99.331
99.315
99.318
99.310
99.307
99.303
99.297
99.290
99.280
99.278
99.270
99.272
99.260
99.266
99.269
99.278
99.286
99.298
99.303
99.308
99.315
99.310
99.312
99.314
99.314
99.312
99.330
99.344
99.355
99.376
99.387
99.406
99.423
99.453
99.509
99.564
99.644
99.738
99.813
99.900
99.992
100.075
100.147
100.242
100.311
100.354
100.392
100.388
100.382
100.352
100.310
100.296
100.275
100.269
100.251
100.250
100.236
100.195
100.174
100.206
100.245
100.286
100.341
100.408
100.493
100.576
100.633
100.789
100.850
100.955
101.054
101.143
101.211
101.323
101.412
101.528
101.613
101.668
101.765
101.819
101.849
101.824
101.769
101.669
101.546
101.428
101.303
101.157
100.986
100.840
100.683
100.519
100.390
100.263
100.197
100.095
100.012
99.943
99.888
99.832
99.829
99.812
99.790
99.756
99.738
99.716
99.682
99.631
99.586
99.512
99.444
99.369
99.286
99.213
99.142
99.097
99.047
99.016
98.986
98.967
98.938
98.917
98.885
98.856
98.825
98.802
98.774
98.736
98.706
98.675
98.658
98.646
98.648
98.644
98.701
98.725
98.760
98.800
98.849
98.879
98.928
98.937
98.947
98.948
98.937
98.901
98.876
98.870
98.861
98.859
98.868
98.879
98.897
98.920
98.947
99.017
99.058
99.120
99.209
99.310
99.418
99.532
99.680
99.880
100.068
100.249
