P6_hands_dir_Distance_X	P6_hands_dir_Distance_Y	P6_hands_dir_Distance_Z
-45.008	159.741	-8.247
-45.118	159.693	-7.944
-45.196	159.713	-7.723
-45.235	159.992	-7.561
-45.287	160.112	-7.465
-45.408	160.222	-7.552
-45.512	160.379	-7.662
-45.818	160.396	-7.710
-46.150	160.584	-7.744
-46.518	160.901	-7.707
-46.805	161.108	-7.639
-46.994	161.410	-7.559
-47.060	161.631	-7.440
-47.082	161.826	-7.321
-47.017	162.021	-7.213
-46.919	162.099	-7.153
-46.798	162.111	-7.110
-46.704	162.041	-7.109
-46.602	162.004	-7.078
-46.566	161.968	-7.048
-46.572	162.005	-6.995
-46.600	162.159	-6.871
-46.688	162.336	-6.773
-46.755	162.591	-6.697
-46.824	162.827	-6.609
-46.815	163.023	-6.551
-46.822	163.322	-6.515
-46.772	163.610	-6.492
-46.704	163.852	-6.525
-46.581	164.060	-6.641
-46.475	164.213	-6.686
-46.368	164.265	-6.775
-46.310	164.408	-6.783
-46.287	164.547	-6.785
-46.289	164.730	-6.838
-46.319	164.884	-6.847
-46.409	164.955	-6.852
-46.577	164.955	-6.779
-46.681	164.767	-6.743
-46.636	164.131	-6.771
-46.298	163.439	-6.947
-45.921	162.677	-7.273
-45.545	162.091	-7.441
-45.336	161.679	-7.596
-45.220	161.511	-7.707
-45.203	161.577	-7.775
-45.339	161.871	-7.862
-45.476	162.290	-7.940
-45.661	162.731	-7.939
-45.830	163.063	-7.965
-46.000	163.217	-7.980
-46.098	163.233	-8.009
-46.109	163.140	-8.098
-46.109	163.014	-8.102
-46.128	162.897	-8.027
-46.198	162.844	-7.929
-46.211	162.885	-7.862
-46.319	163.134	-7.708
-46.479	163.469	-7.574
-46.804	163.949	-7.404
-47.216	164.431	-7.340
-47.746	165.038	-7.144
-48.202	165.601	-6.962
-48.929	166.330	-6.662
-49.737	167.273	-6.438
-50.379	168.151	-6.247
-51.016	169.154	-6.059
-51.688	170.179	-5.883
-52.235	171.280	-5.685
-52.629	172.429	-5.599
-52.920	173.427	-5.320
-52.940	174.573	-5.004
-53.146	175.277	-4.846
-53.277	175.907	-4.779
-53.308	176.462	-4.783
-53.443	176.056	-4.184
-53.415	176.388	-4.308
-53.347	176.580	-4.447
-53.257	176.643	-4.581
-53.125	176.581	-4.710
-52.865	177.341	-5.492
-52.549	176.950	-5.472
-52.199	176.528	-5.439
-52.062	175.759	-5.470
-51.701	175.052	-5.553
-51.345	174.181	-5.540
-50.951	173.311	-5.522
-50.559	172.502	-5.596
-50.203	171.715	-5.769
-49.911	170.952	-5.835
-49.715	170.086	-6.103
-49.609	169.345	-6.387
-49.597	168.684	-6.601
-49.663	167.985	-6.762
-49.703	167.410	-6.838
-49.723	166.955	-6.863
-49.661	166.619	-6.865
-49.629	166.158	-6.790
-49.507	165.831	-6.750
-49.385	165.472	-6.691
-49.190	165.107	-6.655
-48.962	164.830	-6.598
-48.648	164.472	-6.590
-48.358	164.245	-6.551
-48.070	163.912	-6.630
-47.730	163.540	-6.578
-47.206	163.121	-6.670
-46.872	162.769	-6.759
-46.569	162.431	-6.772
-46.261	162.193	-6.744
-46.049	161.965	-6.747
-45.921	161.844	-6.713
-45.878	161.877	-6.708
-45.895	161.965	-6.693
-45.964	162.115	-6.719
-46.065	162.351	-6.679
-46.169	162.653	-6.636
-46.219	162.900	-6.635
-46.232	163.097	-6.628
-46.191	163.339	-6.619
-46.204	163.543	-6.589
-46.235	163.782	-6.526
-46.287	163.964	-6.448
-46.298	164.046	-6.430
-46.272	163.925	-6.405
-46.218	163.725	-6.461
-46.128	163.512	-6.456
-45.965	163.143	-6.529
-45.734	162.689	-6.630
-45.548	162.342	-6.733
-45.458	162.102	-6.835
-45.439	161.952	-6.897
-45.572	161.879	-6.941
-45.697	161.750	-6.972
-45.857	161.633	-7.016
-45.986	161.459	-7.023
-46.131	161.220	-7.029
-46.217	160.907	-7.086
-46.233	160.603	-7.130
-46.227	160.287	-7.174
-46.170	160.023	-7.202
-46.088	159.793	-7.229
-45.995	159.663	-7.216
-45.950	159.449	-7.221
-45.906	159.339	-7.191
-45.912	159.243	-7.136
-45.946	159.159	-7.105
-45.982	159.055	-7.051
-46.051	158.989	-6.985
-46.140	158.911	-6.951
-46.214	158.842	-6.893
-46.257	158.719	-6.862
-46.344	158.636	-6.820
-46.387	158.536	-6.804
-46.434	158.431	-6.816
-46.497	158.349	-6.826
-46.568	158.261	-6.841
-46.702	158.158	-6.808
-46.828	158.071	-6.798
-47.010	158.005	-6.767
-47.186	157.874	-6.728
-47.458	157.687	-6.489
-47.675	157.512	-6.465
-47.840	157.297	-6.429
-47.999	157.096	-6.386
-48.081	156.868	-6.365
-48.182	156.652	-6.342
-48.302	156.395	-6.307
-48.557	156.072	-6.270
-48.813	155.759	-6.264
-49.094	155.402	-6.270
-49.299	155.143	-6.262
-49.497	154.727	-6.332
-49.781	154.243	-6.491
-50.089	153.641	-6.713
-50.485	152.952	-6.994
-50.959	152.070	-7.462
-51.259	150.945	-7.902
-51.387	149.353	-8.261
-51.369	147.610	-8.496
-51.086	145.462	-8.735
-50.394	143.226	-8.922
-49.221	140.402	-9.035
-48.208	138.389	-9.173
-47.123	136.433	-9.244
-45.932	134.653	-9.359
-44.590	132.929	-9.265
-43.299	131.381	-8.848
-41.845	129.982	-8.517
-40.393	128.531	-8.165
-38.905	127.189	-7.713
-37.429	126.019	-7.535
-35.758	124.609	-7.080
-34.306	123.687	-6.614
-32.847	122.668	-6.079
-31.305	121.760	-5.553
-29.809	121.109	-5.005
-28.387	120.822	-4.405
-27.000	120.662	-3.999
-25.626	120.569	-3.591
-24.337	120.601	-3.300
-23.212	120.454	-3.493
-22.406	120.506	-3.774
-21.827	120.315	-4.515
-21.631	120.151	-5.179
-21.684	119.988	-6.082
-21.993	120.042	-6.949
-22.434	120.203	-7.747
-23.079	120.683	-8.534
-23.851	121.107	-8.970
-24.553	121.692	-9.274
-25.335	122.006	-9.436
-26.125	122.089	-9.573
-26.843	122.052	-9.533
-27.380	121.943	-9.346
-27.809	122.033	-9.112
-28.050	122.084	-8.924
-28.187	122.035	-8.774
-28.258	121.974	-8.709
-28.337	121.880	-8.630
-28.370	121.859	-8.546
-28.374	121.947	-8.485
-28.382	122.109	-8.429
-28.408	122.266	-8.485
-28.496	122.524	-8.580
-28.610	122.770	-8.661
-28.715	123.077	-8.713
-28.853	123.344	-8.786
-28.996	123.634	-8.841
-29.159	123.920	-8.927
-29.318	124.110	-8.919
-29.530	124.309	-8.871
-29.739	124.465	-8.835
-29.940	124.631	-8.809
-30.104	124.698	-8.790
-30.292	124.899	-8.632
-30.404	125.109	-8.522
-30.512	125.248	-8.484
-30.591	125.419	-8.531
-30.734	125.622	-8.482
-30.796	125.754	-8.605
-30.850	125.855	-8.751
-30.856	125.898	-8.911
-30.884	125.896	-9.052
-30.904	125.842	-9.223
-30.904	125.800	-9.319
-30.872	125.716	-9.391
-30.961	125.679	-9.470
-30.927	125.600	-9.509
-30.983	125.651	-9.554
-31.002	125.617	-9.567
-31.065	125.635	-9.551
-31.094	125.642	-9.554
-31.191	125.731	-9.558
-31.255	125.762	-9.546
-31.296	125.801	-9.513
-31.495	125.850	-9.353
-31.433	125.979	-9.438
-31.420	125.975	-9.402
-31.397	125.961	-9.365
-31.378	125.967	-9.351
-31.341	125.938	-9.311
-31.347	125.907	-9.247
-31.369	125.903	-9.215
-31.443	125.915	-9.135
-31.444	125.902	-9.100
-31.436	125.849	-9.071
-31.473	125.840	-9.008
-31.601	125.769	-8.879
-31.602	125.717	-8.833
-31.602	125.724	-8.784
-31.567	125.655	-8.765
-31.543	125.634	-8.729
-31.507	125.581	-8.725
-31.460	125.553	-8.676
-31.393	125.463	-8.628
-31.370	125.350	-8.562
-31.355	125.256	-8.532
-31.273	125.164	-8.606
-31.310	125.028	-8.554
-31.374	124.903	-8.462
-31.478	124.709	-8.411
-31.689	124.597	-8.292
-31.955	124.431	-8.154
-32.213	124.176	-8.058
-32.485	123.866	-7.939
-32.661	123.743	-7.902
-32.884	123.852	-7.966
-33.052	124.082	-8.001
-32.934	124.399	-8.132
-32.640	124.647	-8.384
-32.224	124.906	-8.717
-31.680	124.984	-9.012
-31.280	124.965	-9.083
-31.058	124.655	-8.994
-30.892	124.125	-8.891
-30.796	123.537	-8.664
-30.776	123.106	-8.463
-30.810	122.844	-8.247
-30.907	122.772	-8.083
-30.919	122.856	-8.064
-30.969	123.116	-8.057
-30.966	123.396	-8.115
-30.973	123.698	-8.205
-30.996	123.998	-8.273
-31.024	124.252	-8.362
-31.119	124.472	-8.351
-31.224	124.722	-8.330
-31.318	124.930	-8.289
-31.387	125.103	-8.214
-31.414	125.198	-8.176
-31.352	125.244	-8.119
-31.212	125.214	-8.048
-31.092	125.159	-8.013
-30.983	125.059	-7.964
-30.892	125.021	-7.931
-30.815	125.042	-7.885
-30.775	125.097	-7.869
-30.803	125.209	-7.892
-30.845	125.368	-7.890
-30.922	125.522	-7.879
-31.059	125.706	-7.868
-31.224	125.884	-7.851
-31.422	126.040	-7.838
-31.562	126.185	-7.814
-31.698	126.345	-7.744
-31.814	126.338	-7.757
-31.823	126.371	-7.714
-31.840	126.458	-7.693
-31.821	126.455	-7.683
-31.824	126.480	-7.683
-31.839	126.463	-7.719
-31.901	126.542	-7.718
-31.930	126.521	-7.748
-31.967	126.649	-7.722
-31.990	126.769	-7.744
-32.045	126.910	-7.727
-32.042	127.051	-7.712
-32.071	127.246	-7.666
-32.060	127.323	-7.655
-32.008	127.430	-7.643
-31.942	127.474	-7.715
-31.889	127.448	-7.787
-31.821	127.424	-7.913
-31.758	127.297	-8.056
-31.668	127.191	-8.156
-31.562	127.068	-8.244
-31.414	126.925	-8.305
-31.225	126.779	-8.333
-31.016	126.651	-8.354
-30.746	126.412	-8.376
-30.500	126.205	-8.369
-30.253	125.939	-8.357
-30.062	125.736	-8.319
-29.906	125.560	-8.308
-29.749	125.319	-8.326
-29.537	125.064	-8.307
-29.285	124.834	-8.322
-28.927	124.481	-8.345
-28.607	124.125	-8.348
-28.328	123.808	-8.345
-28.071	123.361	-8.419
-27.759	122.771	-8.415
-27.484	122.351	-8.399
-27.258	121.940	-8.394
-27.033	121.565	-8.356
-26.890	121.349	-8.250
-26.785	121.186	-8.112
-26.769	121.122	-7.983
-26.760	121.141	-7.879
-26.769	121.154	-7.738
-26.805	121.234	-7.650
-26.800	121.313	-7.554
-26.759	121.341	-7.425
-26.713	121.350	-7.392
-26.568	121.245	-7.307
-26.441	121.097	-7.293
-26.243	120.890	-7.323
-26.115	120.788	-7.317
-25.958	120.643	-7.380
-25.856	120.595	-7.417
-25.788	120.588	-7.436
-25.773	120.608	-7.432
-25.786	120.693	-7.430
-25.845	120.861	-7.398
-25.902	121.087	-7.403
-25.944	121.293	-7.368
-26.039	121.517	-7.280
-26.093	121.665	-7.209
-26.090	121.788	-7.186
-26.114	121.850	-7.150
-26.108	121.936	-7.121
-26.078	121.947	-7.105
-26.084	121.955	-7.084
-26.094	121.940	-7.078
-26.129	121.951	-7.073
-26.226	122.033	-7.111
-26.362	122.135	-7.151
-26.504	122.197	-7.150
-26.620	122.256	-7.188
-26.748	122.275	-7.209
-26.899	122.236	-7.199
-26.952	122.158	-7.152
-27.085	122.180	-7.123
-27.159	122.156	-7.096
-27.318	122.155	-7.009
-27.385	122.032	-6.979
-27.458	121.833	-7.014
-27.494	121.651	-7.097
-27.587	121.473	-7.142
-27.666	121.301	-7.151
-27.792	121.157	-7.108
-27.910	121.019	-7.070
-28.055	120.923	-7.020
-28.173	120.853	-6.908
-28.236	120.764	-6.897
-28.304	120.521	-6.870
-28.341	120.351	-6.810
-28.365	120.200	-6.826
-28.389	120.101	-6.871
-28.398	120.083	-6.909
-28.386	120.112	-7.005
-28.367	120.208	-7.116
-28.307	120.377	-7.266
-28.259	120.605	-7.441
-28.256	120.927	-7.622
-28.302	121.255	-7.828
-28.402	121.762	-7.991
-28.637	122.443	-8.063
-28.919	123.160	-8.084
-29.341	123.986	-8.010
-29.940	124.935	-7.898
-30.703	125.883	-7.718
-31.430	126.872	-7.521
-32.216	127.914	-7.397
-32.956	129.157	-7.295
-33.544	130.532	-7.272
-33.901	131.832	-7.388
-34.411	133.626	-7.494
-34.839	135.272	-7.463
-35.199	136.832	-7.541
-35.466	138.256	-7.661
-35.649	139.519	-7.676
-35.824	140.429	-7.616
-36.002	141.070	-7.528
-36.056	141.276	-7.412
-35.986	140.996	-7.349
-35.856	140.394	-7.202
-35.608	139.581	-7.128
-35.351	138.418	-7.150
-35.113	137.259	-7.100
-34.834	136.175	-7.036
-34.532	135.072	-7.044
-34.246	134.080	-7.069
-33.993	133.341	-7.139
-33.872	132.821	-7.120
-33.777	132.505	-7.139
-33.742	132.430	-7.145
-33.721	132.560	-7.094
-33.759	132.808	-7.116
-33.781	133.121	-7.111
-33.866	133.513	-7.089
-34.005	133.944	-7.128
-34.100	134.202	-7.156
-34.213	134.513	-7.205
-34.328	134.739	-7.183
-34.459	134.929	-7.187
-34.622	135.147	-7.233
-34.763	135.408	-7.258
-34.869	135.675	-7.265
-34.969	135.801	-7.287
-35.075	136.044	-7.358
-35.176	136.265	-7.388
-35.267	136.497	-7.475
-35.396	136.791	-7.534
-35.500	137.089	-7.597
-35.656	137.398	-7.618
-35.840	137.724	-7.639
-36.000	137.925	-7.625
-36.184	138.392	-7.523
-36.303	138.628	-7.459
-36.340	138.819	-7.463
-36.313	138.932	-7.496
-36.214	139.000	-7.534
-36.142	139.030	-7.603
-36.138	139.034	-7.697
-36.146	139.069	-7.786
-36.228	139.094	-7.863
-36.353	139.138	-8.003
-36.563	139.209	-8.081
-36.789	139.369	-8.130
-37.049	139.513	-8.124
-37.226	139.735	-8.032
-37.299	139.830	-7.988
-37.354	139.861	-7.939
-37.314	139.843	-7.924
-37.213	139.777	-7.924
-37.071	139.610	-7.992
-36.845	139.457	-8.072
-36.574	139.248	-8.147
-36.275	139.018	-8.251
-36.007	138.942	-8.258
-35.829	138.847	-8.290
-35.649	138.726	-8.343
-35.506	138.735	-8.415
-35.439	138.710	-8.503
-35.446	138.758	-8.553
-35.473	138.874	-8.648
-35.515	138.984	-8.747
-35.537	139.053	-8.848
-35.509	139.155	-8.970
-35.507	139.304	-9.074
-35.469	139.384	-9.242
-35.416	139.462	-9.428
-35.350	139.531	-9.595
-35.330	139.569	-9.781
-35.313	139.617	-9.921
-35.354	139.757	-9.972
-35.445	139.854	-10.031
-35.550	139.944	-10.017
-35.654	140.053	-9.972
-35.757	140.118	-9.919
-35.862	140.117	-9.889
-35.904	140.048	-9.883
-35.945	139.926	-9.881
-35.955	139.804	-9.956
-35.950	139.666	-10.017
-35.937	139.515	-10.090
-35.947	139.370	-10.128
-35.943	139.247	-10.166
-35.917	139.144	-10.186
-35.924	139.043	-10.209
-35.908	138.999	-10.208
-35.960	138.929	-10.155
-35.966	138.906	-10.107
-35.981	138.804	-10.016
-36.014	138.774	-9.970
-36.037	138.744	-9.874
-36.070	138.738	-9.825
-36.126	138.735	-9.750
-36.191	138.734	-9.740
-36.229	138.721	-9.721
-36.287	138.651	-9.740
-36.373	138.659	-9.767
-36.385	138.603	-9.786
-36.438	138.591	-9.825
-36.454	138.515	-9.766
-36.499	138.460	-9.694
-36.484	138.373	-9.651
-36.470	138.288	-9.538
-36.457	138.205	-9.515
-36.503	138.155	-9.445
-36.571	138.088	-9.311
-36.620	138.111	-9.242
-36.685	138.116	-9.234
-36.757	138.101	-9.167
-36.810	138.080	-9.152
-36.932	138.088	-9.126
-37.061	138.106	-9.054
-37.181	138.159	-8.957
-37.313	138.193	-8.863
-37.435	138.153	-8.746
-37.515	138.133	-8.663
-37.546	138.027	-8.552
-37.590	137.865	-8.460
-37.612	137.729	-8.364
-37.657	137.568	-8.287
-37.723	137.456	-8.228
-37.795	137.380	-8.169
-37.892	137.289	-8.176
-38.005	137.253	-8.128
-38.105	137.164	-8.120
-38.184	137.085	-8.090
-38.259	136.996	-8.143
-38.308	136.914	-8.140
-38.428	136.887	-8.143
-38.489	136.836	-8.139
-38.564	136.744	-8.142
-38.657	136.700	-8.168
-38.774	136.639	-8.179
-38.900	136.567	-8.227
-39.060	136.507	-8.322
-39.205	136.504	-8.337
-39.376	136.584	-8.338
-39.575	136.603	-8.324
-39.764	136.602	-8.283
-39.993	136.538	-8.232
-40.247	136.432	-8.153
-40.471	136.224	-8.126
-40.695	135.996	-8.113
-40.992	135.540	-7.972
-41.140	135.264	-7.989
-41.302	135.064	-7.990
-41.430	134.806	-8.055
-41.592	134.615	-8.086
-41.744	134.417	-8.160
-41.935	134.262	-8.186
-42.086	134.092	-8.220
-42.141	133.895	-8.192
-42.069	133.683	-8.127
-41.906	133.475	-8.073
-41.641	133.240	-7.967
-41.277	133.082	-7.925
-40.773	132.832	-7.887
-40.149	132.545	-7.769
-39.644	132.347	-7.707
-38.975	132.121	-7.941
-38.258	131.742	-7.974
-37.624	131.513	-7.934
-37.075	131.339	-7.921
-36.442	131.108	-7.950
-35.914	131.248	-7.893
-35.451	131.385	-7.885
-35.011	131.632	-7.898
-34.605	131.952	-7.906
-34.269	132.384	-7.911
-33.985	132.824	-7.950
-33.644	133.344	-7.997
-33.392	133.974	-8.112
-33.184	134.559	-8.426
-33.099	135.346	-8.664
-33.199	136.295	-8.766
-33.329	137.239	-8.844
-33.564	138.049	-8.901
-33.820	138.782	-8.877
-34.220	139.575	-8.901
-34.579	140.137	-8.920
-34.857	140.541	-8.941
-35.053	140.888	-8.885
-35.153	141.160	-8.814
-35.234	141.392	-8.760
-35.241	141.469	-8.773
-35.251	141.471	-8.768
-35.298	141.488	-8.854
-35.301	141.273	-8.897
-35.331	141.050	-8.914
-35.422	140.826	-8.931
-35.581	140.544	-8.879
-35.729	140.271	-8.815
-35.875	139.985	-8.678
-36.000	139.755	-8.459
-36.125	139.557	-8.295
-36.219	139.448	-8.184
-36.240	139.311	-8.092
-36.253	139.205	-8.079
-36.334	139.225	-8.118
-36.352	139.218	-8.146
-36.437	139.307	-8.178
-36.529	139.415	-8.195
-36.639	139.599	-8.177
-36.728	139.688	-8.129
-36.804	139.757	-8.114
-36.858	139.800	-8.065
-36.877	139.770	-8.056
-36.852	139.707	-8.044
-36.790	139.567	-8.073
-36.700	139.463	-8.101
-36.576	139.308	-8.134
-36.490	139.151	-8.193
-36.359	138.990	-8.202
-36.249	138.871	-8.195
-36.183	138.769	-8.203
-36.105	138.684	-8.185
-36.033	138.598	-8.155
-36.007	138.581	-8.090
-35.975	138.518	-8.047
-35.963	138.476	-8.038
-35.928	138.477	-8.009
-35.921	138.479	-7.981
-35.919	138.521	-7.980
-35.885	138.515	-7.968
-35.872	138.487	-7.976
-35.839	138.487	-7.967
-35.842	138.524	-7.986
-35.844	138.520	-7.974
-35.841	138.511	-7.984
-35.856	138.509	-7.996
-35.840	138.482	-8.025
-35.844	138.495	-8.057
-35.836	138.466	-8.035
-35.813	138.421	-8.031
-35.775	138.341	-8.015
-35.734	138.130	-8.028
-35.787	137.729	-7.862
-35.886	136.813	-7.497
-36.004	135.630	-6.827
-36.090	134.062	-6.066
-35.948	132.034	-5.307
-35.211	130.220	-4.820
-34.316	128.619	-4.563
-33.442	127.203	-4.460
-32.655	126.295	-4.368
-32.145	125.840	-4.172
-31.818	125.765	-3.965
-31.664	125.861	-3.732
-31.645	126.218	-3.536
-31.712	126.557	-3.403
-31.887	126.898	-3.288
-32.087	127.134	-3.195
-32.298	127.311	-3.094
-32.413	127.450	-3.033
-32.420	127.509	-2.988
-32.316	127.649	-2.998
-32.145	127.875	-3.010
-31.921	128.186	-3.007
-31.727	128.526	-2.978
-31.552	128.893	-2.944
-31.460	129.308	-2.920
-31.387	129.763	-3.069
-31.476	130.137	-3.052
-31.643	130.419	-3.102
-31.893	130.732	-3.173
-32.242	130.905	-3.134
-32.505	131.121	-3.183
-32.658	131.247	-3.202
-32.790	131.327	-3.238
-32.882	131.438	-3.221
-32.936	131.585	-3.197
-32.920	131.663	-3.176
-32.868	131.700	-3.214
-32.867	131.804	-3.210
-32.766	131.873	-3.296
-32.745	131.871	-3.476
-32.763	131.998	-3.637
-32.854	132.090	-3.819
-32.886	132.401	-4.196
-33.047	132.618	-4.467
-33.289	132.926	-4.715
-33.578	133.325	-5.020
-33.922	133.883	-5.292
-34.189	134.399	-5.482
-34.388	134.768	-5.528
-34.550	135.200	-5.541
-34.576	135.439	-5.598
-34.488	135.655	-5.727
-34.401	135.957	-5.902
-34.200	136.342	-6.138
-33.928	136.847	-6.470
-33.638	137.230	-6.879
-33.410	137.685	-7.319
-33.219	138.288	-7.855
-33.055	138.941	-8.272
-32.985	139.468	-8.464
-32.859	139.827	-8.602
-32.726	140.139	-8.771
-32.559	140.339	-8.913
-32.403	140.518	-9.117
-32.239	140.488	-9.359
-32.092	140.289	-9.600
-31.960	140.072	-9.889
-31.871	139.826	-10.174
-31.876	139.476	-10.395
-31.827	139.204	-10.603
-31.847	138.990	-10.707
-31.835	138.771	-10.798
-31.849	138.733	-10.834
-31.904	138.689	-10.887
-31.964	138.696	-10.882
-32.067	138.744	-10.844
-32.208	138.765	-10.836
-32.374	138.767	-10.841
-32.488	138.615	-10.857
-32.682	138.542	-10.822
-32.836	138.461	-10.818
-33.005	138.405	-10.770
-33.143	138.415	-10.755
-33.260	138.411	-10.731
-33.371	138.431	-10.753
-33.455	138.452	-10.768
-33.586	138.525	-10.790
-33.727	138.552	-10.760
-33.901	138.449	-10.732
-34.109	138.355	-10.693
-34.276	138.223	-10.660
-34.455	138.155	-10.635
-34.688	138.136	-10.564
-34.865	138.106	-10.527
-35.068	138.121	-10.496
-35.245	138.153	-10.503
-35.364	138.151	-10.502
-35.530	138.217	-10.541
-35.679	138.182	-10.492
-35.839	138.143	-10.461
-36.036	138.123	-10.414
-36.242	138.054	-10.355
-36.490	138.030	-10.253
-36.709	138.013	-10.218
-36.911	138.000	-10.205
-37.130	138.059	-10.163
-37.290	138.119	-10.128
-37.468	138.122	-10.119
-37.614	138.139	-10.147
-37.704	138.121	-10.188
-37.784	138.087	-10.201
-37.832	137.965	-10.292
-37.886	137.857	-10.343
-37.905	137.703	-10.361
-38.002	137.531	-10.410
-38.075	137.354	-10.439
-38.152	137.192	-10.430
-38.278	137.049	-10.472
-38.459	136.962	-10.512
-38.615	137.058	-10.528
-38.774	137.087	-10.607
-38.843	137.175	-10.539
-38.775	137.166	-10.512
-38.646	137.127	-10.406
-38.462	136.943	-10.313
-38.308	136.770	-10.259
-38.142	136.614	-10.244
-37.952	136.429	-10.246
-37.751	136.291	-10.106
-37.449	136.146	-9.960
-37.221	136.146	-9.836
-36.951	136.169	-9.684
-36.682	136.179	-9.532
-36.363	136.185	-9.348
-36.063	136.129	-9.184
-35.717	135.931	-9.080
-35.338	135.773	-8.997
-35.089	135.837	-8.841
-34.883	136.007	-8.752
-34.637	136.228	-8.697
-34.458	136.494	-8.742
-34.440	136.877	-8.807
-34.454	137.171	-8.732
-34.661	137.679	-8.608
-34.892	138.172	-8.403
-35.150	138.759	-8.210
-35.466	139.347	-8.038
-35.889	140.014	-7.790
-36.389	140.685	-7.528
-37.060	141.421	-7.338
-37.651	141.912	-7.241
-38.244	142.260	-7.150
-38.855	142.404	-7.186
-39.434	142.566	-7.129
-39.954	142.598	-7.174
-40.432	142.427	-7.231
-40.870	142.400	-7.277
-41.352	142.212	-7.089
-41.943	142.876	-7.297
-42.199	142.943	-7.379
-42.285	142.984	-7.392
-42.240	142.943	-7.418
-42.006	142.751	-7.381
-41.653	142.464	-7.379
-41.086	142.038	-7.390
-40.286	141.524	-7.608
-39.427	140.402	-7.598
-38.927	139.970	-7.785
-38.533	139.546	-7.939
-38.195	139.256	-8.047
-37.964	139.073	-8.106
-37.694	138.904	-8.219
-37.374	138.997	-8.331
-37.035	139.105	-8.429
-36.777	139.314	-8.462
-36.579	139.450	-8.524
-36.456	139.543	-8.552
-36.395	139.659	-8.570
-36.340	139.769	-8.603
-36.313	139.892	-8.550
-36.289	139.985	-8.577
-36.274	140.118	-8.564
-36.224	140.280	-8.574
-36.096	140.417	-8.590
-35.984	140.617	-8.523
-35.866	140.777	-8.495
-35.738	140.985	-8.430
-35.621	141.111	-8.404
-35.518	141.358	-8.392
-35.450	141.584	-8.442
-35.317	141.817	-8.513
-35.203	142.143	-8.579
-35.074	142.514	-8.729
-34.932	142.877	-8.911
-34.853	143.218	-9.065
-34.768	143.565	-9.199
-34.790	143.934	-9.290
-34.864	144.275	-9.332
-35.015	144.535	-9.365
