P4_shoulder_lP4_whole_dist_traveled	P4_hand_rP4_whole_dist_traveled	P4_hand_lP4_whole_dist_traveled	P4_shoulder_rP4_whole_dist_traveled	P4_headP4_whole_dist_traveled	P4_elbow_rP4_whole_dist_traveled	P4_elbow_lP4_whole_dist_traveled
1097.787	1488.688	1824.510	1077.261	2400.530	686.894	681.791
1098.025	1489.795	1827.620	1077.478	2400.754	687.181	682.403
1098.362	1490.890	1830.678	1077.478	2400.754	687.181	683.049
1098.633	1491.994	1833.060	1077.838	2401.099	687.565	683.764
1098.939	1493.070	1836.223	1077.838	2401.099	687.815	684.415
1099.290	1494.068	1839.633	1078.151	2401.450	688.098	685.068
1099.614	1495.180	1843.160	1078.151	2401.450	688.357	685.679
1099.970	1496.134	1846.815	1078.537	2401.841	688.698	686.365
1100.301	1497.162	1850.641	1078.537	2402.090	689.044	687.026
1100.625	1498.050	1854.538	1078.905	2402.341	689.343	688.133
1100.992	1499.136	1858.538	1078.905	2402.661	689.598	688.816
1101.360	1500.064	1862.521	1079.237	2402.963	689.841	689.670
1101.743	1501.012	1866.802	1079.237	2403.288	690.046	690.481
1102.173	1502.023	1870.281	1079.584	2403.586	690.046	691.292
1102.609	1503.007	1874.786	1079.584	2403.944	690.381	692.130
1103.008	1504.080	1879.584	1079.935	2404.297	690.381	693.055
1103.362	1505.268	1884.545	1079.935	2404.784	690.381	693.913
1103.834	1505.924	1889.046	1080.304	2405.232	690.614	694.844
1104.377	1506.334	1893.270	1080.518	2405.628	690.614	695.729
1104.877	1506.772	1896.894	1080.782	2406.118	690.614	696.515
1105.357	1507.233	1899.881	1081.094	2406.647	690.880	697.293
1105.929	1507.672	1902.277	1081.455	2407.279	690.880	698.064
1106.434	1508.376	1903.411	1081.863	2407.891	691.197	698.664
1107.024	1508.860	1903.861	1082.342	2408.491	691.441	699.049
1107.746	1509.134	1904.717	1082.814	2409.203	691.670	699.425
1108.376	1509.419	1905.744	1083.308	2409.918	691.670	699.721
1108.767	1509.635	1906.887	1083.774	2410.555	692.068	699.998
1109.660	1509.635	1907.838	1084.237	2411.270	692.068	700.234
1110.400	1510.011	1908.698	1084.708	2412.018	692.409	700.447
1111.045	1510.286	1909.534	1085.178	2412.753	692.649	700.447
1111.755	1510.534	1910.217	1085.649	2413.550	692.871	700.788
1112.432	1510.816	1910.809	1086.136	2414.231	693.115	700.788
1113.140	1511.152	1911.406	1086.647	2414.943	693.403	701.021
1113.625	1511.431	1911.968	1087.190	2415.703	693.707	701.021
1114.544	1511.673	1912.404	1087.816	2416.505	693.967	701.225
1115.021	1511.673	1912.649	1088.469	2417.183	694.223	701.225
1115.969	1512.026	1912.649	1089.204	2417.855	694.223	701.225
1116.690	1512.026	1912.649	1089.885	2418.468	694.531	701.225
1117.436	1512.267	1912.649	1090.537	2419.144	694.531	701.462
1118.076	1512.267	1912.852	1091.207	2419.751	694.531	701.462
1118.854	1512.730	1912.852	1091.913	2420.487	694.823	701.726
1119.651	1512.730	1912.852	1092.563	2421.167	694.823	701.726
1120.364	1512.730	1913.125	1093.196	2421.826	695.173	702.106
1121.072	1513.064	1913.125	1093.821	2422.537	695.173	702.345
1121.613	1513.064	1913.360	1094.510	2423.294	695.580	702.608
1122.610	1513.064	1913.360	1095.211	2424.173	695.786	702.912
1123.234	1513.322	1913.584	1095.885	2424.905	695.786	703.222
1123.627	1513.322	1913.584	1096.559	2425.793	696.093	703.544
1124.187	1513.322	1913.907	1097.247	2426.740	696.093	703.874
1124.701	1513.544	1913.907	1097.893	2427.671	696.330	704.204
1125.210	1513.544	1913.907	1098.391	2428.577	696.330	704.506
1125.848	1513.544	1914.436	1098.880	2429.610	696.330	704.798
1126.215	1513.544	1914.436	1099.356	2430.650	696.565	705.101
1126.597	1513.544	1914.693	1099.869	2431.704	696.565	705.397
1126.972	1513.544	1914.693	1100.370	2432.714	696.565	705.654
1127.328	1513.756	1914.954	1100.836	2433.807	696.565	705.654
1127.674	1513.756	1914.954	1101.365	2434.913	696.777	706.073
1127.989	1513.756	1915.294	1101.903	2436.050	696.777	706.320
1128.331	1513.756	1915.294	1102.405	2437.210	696.777	706.320
1128.571	1514.015	1915.606	1102.868	2438.492	696.777	706.748
1128.791	1514.015	1915.606	1103.255	2439.820	697.000	706.748
1128.791	1514.015	1915.824	1103.624	2441.382	697.000	707.130
1129.120	1514.015	1915.824	1103.937	2442.930	697.000	707.130
1129.120	1514.015	1916.041	1104.210	2444.706	697.000	707.442
1129.442	1514.259	1916.041	1104.447	2446.625	697.254	707.442
1129.649	1514.259	1916.251	1104.660	2448.587	697.254	707.648
1129.865	1514.259	1916.251	1104.660	2451.088	697.254	707.648
1130.077	1514.259	1916.466	1105.016	2453.275	697.254	707.648
1130.300	1514.259	1916.466	1105.016	2455.734	697.254	707.648
1130.577	1514.481	1916.694	1105.315	2458.159	697.254	707.648
1130.856	1514.481	1916.694	1105.315	2460.722	697.465	707.648
1131.161	1514.481	1916.950	1105.587	2463.503	697.465	707.648
1131.485	1514.681	1916.950	1105.587	2466.488	697.465	707.648
1131.485	1514.681	1916.950	1105.794	2469.557	697.465	707.946
1132.089	1514.681	1916.950	1105.794	2472.733	697.704	707.946
1132.430	1514.925	1917.326	1105.794	2475.987	697.704	707.946
1132.863	1514.925	1917.730	1105.794	2479.040	697.704	707.946
1133.266	1514.925	1918.249	1106.020	2482.114	697.704	708.205
1133.649	1515.200	1918.992	1106.020	2485.111	697.704	708.205
1134.000	1515.200	1919.977	1106.020	2488.064	697.704	708.573
1134.330	1515.452	1921.279	1106.020	2490.952	697.704	708.814
1134.630	1515.452	1922.830	1106.234	2493.798	697.935	709.141
1134.630	1515.784	1924.646	1106.234	2496.620	697.935	709.607
1134.951	1516.013	1926.775	1106.558	2499.274	697.935	710.109
1134.951	1516.013	1929.571	1106.558	2501.909	698.208	710.636
1135.330	1516.390	1932.767	1106.894	2504.361	698.208	711.229
1135.330	1516.390	1936.578	1106.894	2506.684	698.474	711.838
1135.717	1516.794	1940.788	1107.285	2508.684	698.474	712.433
1135.958	1516.794	1945.296	1107.285	2510.572	698.793	713.026
1136.522	1517.134	1949.789	1107.665	2512.308	698.793	713.566
1136.756	1517.134	1954.949	1107.925	2513.913	699.184	714.163
1137.066	1517.456	1960.327	1107.925	2515.402	699.410	715.211
1137.406	1517.456	1966.155	1108.339	2516.749	699.650	715.865
1137.728	1517.876	1972.491	1108.339	2517.986	699.852	716.524
1138.140	1518.110	1979.227	1108.714	2519.056	699.852	717.315
1138.541	1518.373	1986.326	1108.714	2520.115	700.144	718.045
1138.910	1518.620	1993.501	1109.109	2521.012	700.144	718.914
1139.340	1518.833	2000.685	1109.359	2521.839	700.414	719.848
1139.781	1518.833	2008.024	1109.617	2522.560	700.414	720.955
1140.256	1519.084	2014.529	1109.884	2523.347	700.699	722.057
1140.757	1519.084	2021.424	1110.090	2523.970	700.699	723.392
1141.295	1519.291	2028.142	1110.090	2524.529	700.999	724.599
1141.934	1519.291	2034.322	1110.379	2525.083	700.999	725.781
1142.691	1519.547	2040.339	1110.686	2525.650	701.273	726.926
1143.478	1519.547	2045.656	1110.977	2526.225	701.273	727.974
1144.164	1519.547	2050.624	1111.452	2526.775	701.273	728.938
1144.862	1519.547	2054.974	1111.874	2527.295	701.541	729.827
1145.584	1519.755	2058.939	1112.307	2527.792	701.541	730.726
1146.232	1519.755	2062.290	1112.697	2528.387	701.541	731.522
1146.852	1520.084	2065.434	1113.092	2529.025	701.809	732.309
1147.562	1520.084	2067.800	1113.571	2529.665	701.809	732.977
1148.196	1520.471	2069.938	1114.115	2530.309	702.085	733.517
1148.736	1520.682	2071.420	1114.697	2530.966	702.085	733.907
1149.277	1520.884	2072.622	1115.249	2531.742	702.368	733.907
1149.755	1520.884	2073.606	1115.836	2532.480	702.368	734.223
1150.261	1521.218	2074.622	1116.482	2533.248	702.676	734.442
1150.778	1521.218	2076.051	1117.073	2533.981	702.676	734.703
1151.231	1521.433	2077.758	1117.709	2534.794	702.908	735.034
1151.644	1521.433	2079.813	1118.229	2535.557	702.908	735.500
1152.015	1521.433	2082.419	1118.710	2536.344	703.110	736.055
1152.397	1521.433	2085.223	1119.213	2537.083	703.110	736.686
1152.774	1521.433	2088.119	1119.728	2537.850	703.110	737.353
1153.135	1521.671	2091.471	1120.317	2538.478	703.110	738.147
1153.518	1521.671	2095.029	1120.698	2539.095	703.110	738.937
1153.835	1521.671	2098.902	1121.049	2539.687	703.110	739.831
1154.159	1521.925	2103.063	1121.355	2540.293	703.337	740.767
1154.490	1521.925	2107.768	1121.619	2540.818	703.337	741.762
1154.899	1522.162	2112.612	1121.909	2541.234	703.337	742.777
1155.244	1522.162	2117.779	1122.460	2541.664	703.547	743.822
1155.578	1522.410	2122.948	1122.720	2542.205	703.547	744.814
1155.837	1522.410	2128.269	1122.965	2542.779	703.547	745.746
1156.050	1522.667	2132.448	1123.211	2543.394	703.821	746.617
1156.050	1522.667	2137.933	1123.432	2544.093	703.821	747.314
1156.323	1522.667	2143.093	1123.647	2544.745	703.821	747.990
1156.323	1522.913	2148.434	1123.891	2545.437	704.022	748.664
1156.323	1522.913	2153.681	1124.146	2546.180	704.022	749.376
1156.645	1522.913	2159.036	1124.373	2546.993	704.022	749.998
1156.845	1522.913	2164.342	1124.609	2547.853	704.232	750.655
1157.073	1522.913	2169.790	1124.609	2548.714	704.232	751.289
1157.288	1522.913	2175.603	1124.975	2549.682	704.232	751.943
1157.550	1523.143	2181.121	1124.975	2550.772	704.232	753.057
1157.814	1523.143	2187.153	1125.377	2551.810	704.232	753.784
1158.132	1523.428	2193.231	1125.622	2553.031	704.232	754.652
1158.484	1523.428	2199.474	1126.015	2554.377	704.462	755.611
1158.895	1523.819	2205.664	1126.471	2555.790	704.462	756.577
1159.261	1524.118	2211.273	1126.994	2557.364	704.462	757.657
1159.647	1524.505	2215.822	1127.521	2559.124	704.694	758.640
1160.051	1525.012	2219.205	1128.079	2560.894	704.694	759.497
1160.412	1525.677	2221.488	1128.655	2562.839	705.147	760.336
1160.769	1526.202	2222.601	1129.301	2564.867	705.446	760.973
1161.094	1526.503	2223.097	1129.923	2566.940	705.785	761.422
1161.476	1526.704	2223.712	1130.603	2569.095	706.073	761.770
1161.876	1526.704	2224.521	1131.343	2571.436	706.301	762.005
1162.297	1526.960	2225.153	1132.076	2573.858	706.301	762.249
1162.667	1526.960	2225.746	1132.786	2576.239	706.564	762.487
1163.026	1526.960	2226.249	1133.558	2578.727	706.564	762.747
1163.392	1527.184	2226.779	1134.336	2581.151	706.564	762.978
1163.799	1527.424	2227.482	1135.131	2583.656	706.781	763.250
1164.234	1527.783	2228.303	1136.028	2586.078	706.781	763.495
1164.692	1528.077	2229.141	1136.932	2588.498	707.067	763.762
1165.178	1528.496	2229.931	1137.844	2590.960	707.067	764.029
1165.718	1528.855	2230.649	1138.882	2593.440	707.453	764.299
1166.269	1529.203	2231.362	1139.860	2595.943	707.662	764.593
1166.804	1529.485	2231.918	1140.783	2598.386	707.662	764.860
1167.340	1529.711	2232.366	1141.851	2600.893	707.901	765.084
1167.879	1529.711	2232.687	1142.867	2603.380	707.901	765.300
1168.361	1530.021	2232.687	1143.971	2605.847	708.130	765.500
1168.858	1530.021	2233.033	1145.056	2608.290	708.130	765.500
1169.477	1530.021	2233.033	1145.991	2610.753	708.484	765.879
1170.136	1530.269	2233.255	1147.003	2613.264	708.714	765.879
1170.748	1530.269	2233.255	1148.003	2615.765	708.936	766.303
1171.442	1530.556	2233.473	1149.054	2618.303	709.179	766.590
1172.245	1530.556	2233.473	1150.062	2620.727	709.424	766.868
1172.917	1530.850	2233.749	1151.080	2623.112	709.644	767.153
1173.555	1530.850	2233.749	1152.103	2625.507	709.644	767.451
1174.244	1531.137	2234.089	1153.055	2627.789	710.068	767.767
1174.883	1531.137	2234.294	1154.053	2630.008	710.293	768.076
1175.538	1531.382	2234.496	1155.020	2632.236	710.495	768.446
1176.251	1531.382	2234.496	1155.868	2634.441	710.495	768.843
1176.830	1531.382	2234.843	1156.715	2636.501	710.763	769.272
1177.338	1531.382	2234.843	1157.656	2638.552	710.763	769.762
1177.867	1531.595	2235.267	1158.504	2640.655	710.763	770.269
1178.424	1531.595	2235.501	1159.418	2642.594	710.763	770.808
1178.973	1531.595	2235.760	1160.289	2644.508	710.763	771.306
1179.472	1531.595	2235.985	1161.028	2646.399	710.763	771.793
1179.967	1531.595	2235.985	1161.829	2648.179	711.085	772.315
1180.483	1531.895	2236.322	1162.607	2650.053	711.085	772.800
1181.004	1531.895	2236.322	1163.296	2651.891	711.450	773.293
1181.537	1532.135	2236.565	1163.910	2653.613	711.450	773.711
1182.009	1532.135	2236.565	1164.601	2655.357	711.845	774.067
1182.497	1532.420	2236.797	1165.282	2657.059	711.845	774.385
1182.982	1532.420	2236.797	1165.817	2658.769	712.110	774.612
1183.404	1532.639	2237.035	1166.266	2660.376	712.110	774.827
1183.720	1532.639	2237.035	1166.701	2662.007	712.314	774.827
1184.016	1532.639	2237.035	1167.100	2663.641	712.314	775.189
1184.315	1532.880	2237.323	1167.456	2665.260	712.314	775.415
1184.622	1532.880	2237.323	1167.708	2666.775	712.583	775.628
1184.917	1532.880	2237.638	1167.991	2668.152	712.583	775.845
1185.235	1533.082	2237.638	1168.244	2669.598	712.844	776.064
1185.508	1533.082	2237.968	1168.520	2670.781	712.844	776.294
1185.798	1533.387	2237.968	1168.758	2671.961	712.844	776.548
1186.071	1533.387	2238.301	1169.077	2673.141	713.169	776.782
1186.317	1533.681	2238.514	1169.344	2674.278	713.169	777.085
1186.591	1533.681	2238.760	1169.566	2675.509	713.392	777.401
1186.839	1533.681	2238.979	1170.077	2676.718	713.392	777.736
1187.109	1533.944	2239.187	1170.487	2677.968	713.392	778.086
1187.345	1533.944	2239.187	1170.487	2679.095	713.677	778.455
1187.592	1533.944	2239.460	1170.808	2680.228	713.677	778.861
1187.856	1533.944	2239.460	1170.808	2681.325	713.677	779.261
1188.129	1533.944	2239.460	1171.106	2682.365	713.677	779.719
1188.401	1533.944	2239.693	1171.106	2683.204	713.677	780.107
1188.673	1533.944	2239.693	1171.417	2684.025	713.884	780.444
1188.905	1533.944	2240.025	1171.417	2684.904	713.884	780.766
1189.127	1534.159	2240.232	1171.417	2685.670	713.884	781.030
1189.335	1534.159	2240.232	1171.626	2686.339	714.189	781.265
1189.576	1534.159	2240.601	1171.626	2686.911	714.189	781.265
1189.827	1534.433	2240.601	1171.878	2687.383	714.408	781.641
1190.033	1534.433	2240.912	1171.878	2687.767	714.408	781.641
1190.265	1534.433	2240.912	1172.261	2688.015	714.642	781.884
1190.509	1534.710	2241.197	1172.261	2688.015	714.642	781.884
1190.509	1534.710	2241.197	1172.582	2688.015	714.642	781.884
1190.835	1534.710	2241.197	1172.582	2688.015	714.642	781.884
1190.835	1534.710	2241.436	1173.038	2688.235	714.867	781.884
1191.132	1534.972	2241.436	1173.585	2688.584	714.867	782.163
1191.132	1534.972	2241.436	1174.159	2689.043	714.867	782.163
1191.382	1534.972	2241.436	1174.159	2689.573	715.111	782.490
1191.382	1535.199	2241.436	1174.766	2690.189	715.111	782.490
1191.622	1535.199	2241.436	1175.182	2690.892	715.111	782.796
1191.622	1535.199	2241.436	1175.592	2691.622	715.111	782.796
1191.622	1535.199	2241.436	1176.181	2692.378	715.315	783.025
1191.864	1535.199	2241.436	1176.553	2693.160	715.315	783.025
1191.864	1535.199	2241.707	1176.805	2693.856	715.315	783.025
1191.864	1535.408	2241.707	1176.805	2694.504	715.567	783.253
1192.146	1535.408	2241.707	1177.032	2695.117	715.567	783.253
1192.146	1535.408	2241.995	1177.032	2695.761	715.799	783.253
1192.146	1535.408	2241.995	1177.032	2696.457	715.799	783.253
1192.453	1535.651	2241.995	1177.254	2697.212	715.799	783.478
1192.453	1535.651	2242.217	1177.254	2697.953	716.035	783.478
1192.453	1535.651	2242.217	1177.254	2698.707	716.035	783.478
1192.691	1535.651	2242.217	1177.503	2699.530	716.035	783.478
1192.691	1535.903	2242.217	1177.503	2700.375	716.035	783.715
1192.691	1535.903	2242.217	1177.741	2701.246	716.035	783.715
1192.943	1536.112	2242.217	1177.741	2702.156	716.035	783.715
1192.943	1536.112	2242.217	1177.994	2703.082	716.249	783.937
1193.148	1536.315	2242.217	1177.994	2704.058	716.249	783.937
1193.148	1536.315	2242.217	1178.360	2704.999	716.249	783.937
1193.374	1536.315	2242.217	1178.360	2706.043	716.249	784.177
1193.374	1536.315	2242.217	1178.685	2707.016	716.249	784.177
1193.624	1536.315	2242.476	1178.685	2708.020	716.495	784.177
1193.624	1536.315	2242.476	1178.685	2709.019	716.495	784.465
1193.870	1536.315	2242.476	1179.006	2710.018	716.495	784.465
1193.870	1536.540	2242.720	1179.278	2710.995	716.495	784.735
1194.139	1536.540	2242.720	1179.570	2711.964	716.495	784.735
1194.139	1536.540	2242.720	1179.868	2712.977	716.716	785.028
1194.418	1536.807	2242.951	1180.153	2713.919	716.716	785.028
1194.418	1536.807	2242.951	1180.458	2714.834	716.716	785.351
1194.652	1536.807	2242.951	1180.679	2715.728	716.716	785.351
1194.652	1536.807	2242.951	1180.679	2716.720	716.716	785.705
1194.902	1536.807	2242.951	1180.963	2717.746	716.919	785.705
1194.902	1536.807	2242.951	1180.963	2718.757	716.919	786.047
1195.117	1536.807	2242.951	1181.175	2719.867	716.919	786.047
1195.117	1537.035	2243.171	1181.175	2721.165	717.126	786.393
1195.117	1537.035	2243.171	1181.535	2722.343	717.126	786.393
1195.342	1537.035	2243.171	1181.535	2723.735	717.126	786.693
1195.342	1537.035	2243.171	1181.882	2725.157	717.126	786.693
1195.342	1537.035	2243.401	1181.882	2726.666	717.126	786.693
1195.574	1537.035	2243.401	1182.171	2728.276	717.327	786.988
1195.574	1537.035	2243.401	1182.171	2729.932	717.327	786.988
1195.574	1537.331	2243.401	1182.452	2731.777	717.327	786.988
1195.879	1537.331	2243.630	1182.667	2733.650	717.327	786.988
1195.879	1537.331	2243.630	1182.895	2735.662	717.327	787.223
1196.121	1537.543	2243.630	1183.163	2737.657	717.327	787.223
1196.121	1537.543	2243.630	1183.431	2739.731	717.327	787.223
1196.392	1537.543	2243.630	1183.737	2742.038	717.327	787.475
1196.392	1537.543	2243.995	1184.045	2744.311	717.327	787.475
1196.746	1537.543	2244.277	1184.376	2746.723	717.327	787.702
1196.953	1537.770	2244.649	1184.712	2749.304	717.530	787.702
1197.166	1537.770	2245.039	1185.029	2751.815	717.530	788.020
1197.384	1537.770	2245.409	1185.335	2754.167	717.530	788.020
1197.384	1537.995	2245.836	1185.695	2756.594	717.769	788.305
1197.723	1537.995	2246.305	1186.097	2758.975	717.769	788.305
1197.723	1537.995	2246.823	1186.451	2761.199	718.042	788.505
1198.061	1538.304	2247.520	1186.902	2763.462	718.042	788.505
1198.061	1538.304	2248.313	1187.325	2765.596	718.294	788.505
1198.531	1538.555	2249.246	1187.791	2767.683	718.294	788.834
1198.818	1538.555	2250.327	1188.278	2769.914	718.294	789.041
1199.139	1538.831	2251.780	1188.767	2772.004	718.497	789.336
1199.470	1539.050	2253.677	1189.184	2774.006	718.497	789.636
1199.757	1539.259	2255.867	1189.622	2776.100	718.497	789.957
1200.064	1539.259	2258.362	1190.074	2778.079	718.497	790.325
1200.364	1539.749	2261.237	1190.532	2780.134	718.497	790.638
1200.634	1540.053	2264.509	1190.955	2782.135	718.497	790.958
1200.911	1540.342	2267.953	1191.375	2784.219	718.497	791.333
1201.228	1540.342	2271.421	1191.728	2786.194	718.497	791.756
1201.600	1540.670	2274.806	1192.034	2788.196	718.497	792.169
1201.993	1540.670	2278.189	1192.280	2790.093	718.497	792.619
1202.375	1540.882	2281.382	1192.528	2791.888	718.497	793.009
1202.678	1540.882	2285.053	1192.775	2793.649	718.750	793.357
1202.994	1541.261	2288.978	1193.046	2795.195	718.750	793.717
1203.350	1541.482	2293.028	1193.322	2796.718	718.750	794.072
1203.661	1541.768	2297.224	1193.655	2797.994	718.750	794.365
1203.958	1541.968	2301.443	1194.004	2799.327	718.750	794.592
1204.230	1541.968	2304.886	1194.422	2800.352	718.750	795.179
1204.547	1542.257	2308.863	1194.871	2801.258	718.750	795.450
1204.866	1542.257	2312.737	1195.393	2802.054	718.750	795.703
1205.228	1542.605	2316.405	1196.014	2802.890	718.750	796.010
1205.606	1542.605	2319.961	1196.656	2803.619	718.750	796.398
1205.983	1542.902	2323.220	1197.265	2804.327	718.750	796.784
1206.369	1542.902	2326.341	1197.945	2805.022	718.750	797.159
1206.760	1543.174	2329.306	1198.556	2805.694	718.967	797.634
1207.172	1543.174	2331.926	1199.114	2806.285	718.967	798.071
1207.595	1543.174	2334.290	1199.592	2806.935	719.192	798.566
1207.978	1543.174	2336.430	1200.135	2807.622	719.192	799.098
1208.342	1543.430	2338.512	1200.691	2808.362	719.456	799.565
1208.676	1543.430	2340.070	1201.262	2809.135	719.456	800.001
1209.005	1543.430	2341.859	1201.832	2809.941	719.715	800.431
1209.344	1543.680	2343.054	1202.397	2810.724	719.715	800.912
1209.737	1543.680	2344.253	1202.997	2811.475	719.715	801.434
1210.147	1543.680	2345.859	1203.659	2812.170	720.006	801.865
1210.563	1543.984	2347.036	1204.317	2812.966	720.006	802.257
1211.037	1543.984	2348.332	1205.008	2813.769	720.238	802.684
1211.531	1544.294	2349.555	1205.810	2814.604	720.238	803.083
1212.087	1544.294	2350.625	1206.675	2815.605	720.473	803.454
1212.663	1544.553	2351.760	1207.460	2816.577	720.473	803.801
1213.166	1544.553	2352.872	1208.407	2817.609	720.764	804.042
1213.691	1544.767	2353.995	1209.360	2818.724	720.764	804.307
1214.279	1544.767	2355.284	1210.207	2819.826	721.033	804.553
1214.876	1544.767	2356.591	1211.186	2821.010	721.033	804.784
1215.474	1545.055	2357.991	1212.065	2822.292	721.284	805.020
1216.051	1545.055	2359.465	1212.909	2823.535	721.284	805.282
1216.669	1545.055	2360.987	1213.754	2824.817	721.607	805.507
1217.248	1545.340	2362.468	1214.608	2826.106	721.607	805.507
1217.875	1545.340	2363.975	1215.340	2827.463	721.887	805.919
1218.426	1545.582	2365.352	1216.160	2828.832	721.887	805.919
1219.035	1545.582	2366.710	1216.950	2830.126	722.151	806.296
1219.598	1545.835	2368.110	1217.702	2831.366	722.151	806.526
1220.158	1545.835	2369.449	1218.494	2832.603	722.151	806.793
1220.764	1546.062	2370.840	1219.346	2833.902	722.388	807.033
1221.407	1546.062	2372.258	1220.147	2835.062	722.388	807.297
1222.078	1546.062	2373.549	1220.940	2836.333	722.388	807.565
1222.764	1546.062	2375.000	1221.795	2837.502	722.631	807.799
1223.455	1546.263	2376.473	1222.636	2838.683	722.631	808.069
1224.092	1546.263	2377.818	1223.435	2839.831	722.893	808.312
1224.774	1546.263	2379.385	1224.290	2840.875	722.893	808.582
1225.467	1546.263	2380.830	1225.092	2841.928	723.157	808.873
1226.107	1546.263	2382.475	1225.942	2842.861	723.157	809.221
1226.821	1546.494	2383.996	1226.748	2843.769	723.457	809.561
1227.554	1546.494	2385.597	1227.510	2844.631	723.457	809.943
1228.354	1546.727	2387.123	1228.274	2845.497	723.790	810.378
1229.114	1546.727	2388.723	1229.007	2846.283	723.790	810.890
1229.824	1546.992	2390.373	1229.669	2847.104	724.114	811.304
1230.532	1546.992	2391.261	1230.260	2847.885	724.114	811.704
1231.195	1547.231	2393.074	1230.828	2848.600	724.492	812.171
1231.828	1547.231	2395.132	1231.404	2849.457	724.715	812.700
1232.321	1547.231	2397.165	1231.940	2850.265	724.918	813.223
1232.851	1547.497	2399.535	1232.346	2851.036	725.118	813.881
1233.328	1547.497	2401.629	1232.772	2851.791	725.118	814.503
1233.746	1547.497	2403.911	1233.103	2852.609	725.441	815.029
1234.175	1547.497	2406.468	1233.412	2853.382	725.441	816.047
1234.562	1547.497	2408.955	1233.634	2854.183	725.682	816.673
1234.902	1547.725	2411.680	1233.634	2854.993	725.682	817.229
1235.215	1547.725	2414.684	1233.886	2855.721	725.682	817.773
1235.449	1548.002	2417.672	1233.886	2856.617	725.945	818.354
1235.686	1548.246	2420.832	1233.886	2857.472	725.945	818.910
1235.896	1548.505	2424.250	1233.886	2858.278	725.945	819.508
1235.896	1548.768	2428.010	1234.103	2859.228	725.945	820.076
1236.285	1549.035	2431.623	1234.103	2860.131	725.945	820.720
1236.285	1549.372	2435.781	1234.103	2861.063	726.166	821.375
1236.603	1549.718	2439.883	1234.103	2862.118	726.166	822.059
1236.603	1550.138	2443.811	1234.398	2863.254	726.166	822.757
1236.924	1550.462	2446.837	1234.675	2864.444	726.166	823.426
1237.149	1550.967	2448.467	1235.049	2865.687	726.422	824.073
1237.396	1551.446	2449.410	1235.502	2867.012	726.422	824.727
1237.662	1551.786	2449.855	1236.018	2868.415	726.797	825.165
1237.890	1552.071	2450.203	1236.512	2869.717	727.019	825.370
1238.098	1552.301	2450.493	1237.025	2871.190	727.019	825.370
1238.317	1552.503	2450.838	1237.541	2872.512	727.367	825.370
1238.543	1552.503	2451.299	1238.069	2873.998	727.367	825.370
1238.798	1552.820	2451.696	1238.547	2875.421	727.682	825.651
1239.074	1552.820	2452.048	1239.038	2876.894	727.682	825.855
1239.390	1552.820	2452.463	1239.619	2878.361	727.949	826.057
1239.731	1552.820	2452.880	1240.228	2879.926	727.949	826.300
1240.071	1553.066	2453.244	1240.857	2881.405	728.212	826.513
1240.463	1553.066	2453.585	1241.467	2882.919	728.212	826.768
1240.871	1553.409	2453.875	1242.148	2884.331	728.443	826.973
1241.168	1553.409	2453.875	1242.783	2885.850	728.443	826.973
1241.732	1553.760	2454.131	1243.321	2887.222	728.443	827.349
1242.087	1553.760	2454.131	1243.872	2888.743	728.695	827.349
1242.434	1553.997	2454.131	1244.466	2890.185	728.695	827.626
1242.827	1553.997	2454.348	1245.065	2891.626	728.695	827.626
1243.189	1553.997	2454.348	1245.667	2893.036	728.913	827.862
1243.670	1553.997	2454.348	1246.245	2894.412	728.913	827.862
1244.163	1553.997	2454.348	1246.832	2895.921	728.913	828.069
1244.832	1553.997	2454.607	1247.467	2897.289	729.115	828.069
1245.303	1553.997	2454.607	1248.094	2898.842	729.115	828.332
1245.720	1553.997	2454.607	1248.723	2900.277	729.115	828.332
1246.140	1554.210	2454.607	1249.317	2901.780	729.370	828.615
1246.605	1554.210	2454.607	1249.968	2903.338	729.370	828.615
1247.051	1554.210	2454.607	1250.616	2904.862	729.370	828.908
1247.521	1554.210	2454.880	1251.236	2906.302	729.370	828.908
1248.230	1554.210	2454.880	1251.943	2907.902	729.627	829.280
1248.676	1554.210	2455.135	1252.647	2909.385	729.627	829.514
1249.114	1554.210	2455.135	1253.369	2910.951	729.627	829.514
1249.559	1554.426	2455.380	1254.072	2912.510	729.873	829.877
1249.889	1554.426	2455.380	1254.845	2913.975	729.873	830.086
1250.163	1554.426	2455.654	1255.500	2915.532	730.169	830.288
1250.394	1554.654	2455.654	1256.118	2917.047	730.169	830.288
1250.698	1554.654	2456.004	1256.672	2918.534	730.482	830.664
1251.042	1554.654	2456.207	1257.245	2920.140	730.482	830.664
1251.409	1554.872	2456.207	1257.850	2921.751	730.834	830.968
1251.785	1554.872	2456.515	1258.396	2923.414	730.834	830.968
1252.176	1554.872	2456.515	1258.994	2925.147	731.135	831.271
1252.563	1555.124	2456.762	1259.655	2926.776	731.135	831.271
1252.939	1555.124	2456.762	1260.270	2928.552	731.432	831.544
1253.267	1555.124	2457.345	1260.923	2930.247	731.432	831.544
1253.595	1555.336	2457.345	1261.519	2932.022	731.698	831.844
1253.931	1555.336	2457.345	1262.156	2933.798	731.698	831.844
1254.262	1555.336	2457.594	1262.791	2935.603	731.958	832.142
1254.591	1555.336	2457.594	1263.346	2937.477	731.958	832.142
