P4_shoulder_lP4_whole_dist_traveled	P4_hand_rP4_whole_dist_traveled	P4_hand_lP4_whole_dist_traveled	P4_shoulder_rP4_whole_dist_traveled	P4_headP4_whole_dist_traveled	P4_elbow_rP4_whole_dist_traveled	P4_elbow_lP4_whole_dist_traveled
800.368	1120.795	743.938	789.921	1443.087	542.327	398.545
800.667	1120.795	743.938	789.921	1444.028	542.327	398.545
800.981	1121.067	744.203	790.277	1444.839	542.327	398.748
801.300	1121.067	744.203	790.277	1445.456	542.612	398.748
801.567	1121.067	744.203	790.657	1446.060	542.612	398.748
801.816	1121.272	744.424	790.884	1446.591	542.832	398.748
802.023	1121.272	744.424	790.884	1447.074	542.832	398.982
802.226	1121.272	744.424	791.351	1447.563	542.832	398.982
802.226	1121.569	744.716	791.351	1447.958	543.037	399.192
802.637	1121.569	744.716	791.715	1448.272	543.037	399.192
802.866	1121.873	744.716	791.715	1448.574	543.037	399.483
803.093	1121.873	744.939	792.011	1448.883	543.037	399.483
803.364	1122.110	745.145	792.011	1449.248	543.263	399.791
803.592	1122.110	745.145	792.305	1449.571	543.263	399.791
803.831	1122.328	745.501	792.305	1449.920	543.263	400.050
804.061	1122.328	745.501	792.637	1450.272	543.263	400.050
804.272	1122.328	745.767	792.637	1450.679	543.263	400.307
804.516	1122.626	745.978	792.973	1451.030	543.263	400.507
804.772	1122.626	746.320	792.973	1451.378	543.263	400.735
805.009	1122.626	746.756	793.237	1451.727	543.263	401.003
805.267	1122.626	747.178	793.237	1452.048	543.263	401.250
805.512	1122.626	747.682	793.451	1452.373	543.263	401.494
805.776	1122.878	748.202	793.451	1452.726	543.263	401.727
805.980	1122.878	748.707	793.655	1453.117	543.263	401.949
805.980	1123.270	749.216	793.655	1453.580	543.483	401.949
806.351	1123.270	749.755	793.655	1453.966	543.483	402.321
806.351	1123.609	750.338	793.937	1454.333	543.703	402.321
806.709	1123.609	750.898	793.937	1454.671	543.703	402.631
806.709	1123.869	751.427	794.178	1455.072	543.998	402.631
806.977	1123.869	752.055	794.178	1455.449	543.998	402.886
806.977	1123.869	752.682	794.178	1455.791	544.225	402.886
807.296	1123.869	753.316	794.453	1456.145	544.225	403.214
807.296	1124.164	753.894	794.453	1456.456	544.442	403.418
807.588	1124.164	754.600	794.453	1456.758	544.442	403.653
807.588	1124.607	755.421	794.679	1457.106	544.442	403.907
807.890	1124.917	756.386	794.679	1457.412	544.671	404.240
807.890	1125.191	757.457	794.679	1457.710	544.671	404.578
808.265	1125.479	758.742	794.679	1458.005	544.671	404.976
808.265	1125.752	760.004	794.929	1458.318	544.671	405.398
808.557	1126.062	761.463	794.929	1458.642	544.933	405.796
808.557	1126.479	763.012	794.929	1458.987	544.933	406.228
808.786	1126.751	764.456	794.929	1459.277	545.144	406.655
808.786	1127.010	766.038	795.133	1459.522	545.144	407.085
808.786	1127.288	767.504	795.133	1460.043	545.379	407.547
809.032	1127.598	768.948	795.133	1460.043	545.379	408.036
809.032	1127.857	770.357	795.133	1460.293	545.584	408.495
809.032	1128.061	771.670	795.133	1460.293	545.584	408.955
809.282	1128.061	773.084	795.133	1460.524	545.584	409.425
809.282	1128.362	774.548	795.133	1460.524	545.584	409.959
809.282	1128.362	775.984	795.133	1460.775	545.584	410.443
809.282	1128.362	777.604	795.133	1460.775	545.584	411.316
809.282	1128.362	779.209	795.133	1461.010	545.584	411.766
809.282	1128.582	781.194	795.360	1461.010	545.584	412.183
809.282	1128.582	782.856	795.360	1461.258	545.584	412.562
809.554	1128.582	784.321	795.360	1461.258	545.801	412.944
809.554	1128.582	785.860	795.360	1461.568	545.801	413.371
809.554	1128.785	787.005	795.360	1461.568	545.801	413.721
809.554	1128.785	788.354	795.562	1461.956	545.801	414.116
809.784	1128.785	789.709	795.562	1461.956	545.801	414.503
809.784	1128.785	790.925	795.562	1462.321	545.801	414.856
809.994	1128.785	792.268	795.562	1462.321	545.801	415.164
809.994	1128.785	793.656	795.562	1462.636	545.801	415.460
810.292	1128.785	795.090	795.562	1462.636	545.801	415.843
810.292	1128.785	796.403	795.562	1462.844	545.801	416.204
810.605	1128.785	797.525	795.766	1462.844	545.801	416.528
810.605	1129.005	798.643	796.000	1462.844	545.801	416.847
810.873	1129.005	799.750	796.000	1463.051	545.801	417.181
810.873	1129.005	800.844	796.217	1463.051	545.801	417.499
811.156	1129.005	801.865	796.217	1463.051	545.801	417.779
811.156	1129.005	802.914	796.217	1463.051	545.801	418.004
811.442	1129.005	803.990	796.217	1463.300	545.801	418.225
811.442	1129.005	804.939	796.217	1463.300	545.801	418.225
811.750	1129.222	805.925	796.217	1463.549	545.801	418.594
811.750	1129.222	806.974	796.217	1463.549	545.801	418.594
812.051	1129.222	807.797	796.450	1463.549	545.801	418.906
812.051	1129.222	808.568	796.450	1463.549	546.017	418.906
812.296	1129.474	809.412	796.450	1463.783	546.017	419.128
812.296	1129.474	810.295	796.450	1463.783	546.017	419.128
812.296	1129.474	810.555	796.691	1464.170	546.017	419.337
812.572	1129.474	811.401	796.691	1464.461	546.254	419.337
812.572	1129.727	812.363	796.691	1464.461	546.254	419.337
812.572	1129.727	813.461	796.691	1464.461	546.254	419.337
812.572	1129.727	814.862	797.091	1464.680	546.254	419.574
812.823	1129.727	816.409	797.091	1464.680	546.466	419.574
812.823	1129.727	818.163	797.091	1464.680	546.466	419.574
812.823	1129.928	819.841	797.394	1465.032	546.466	419.845
812.823	1129.928	821.751	797.394	1465.399	546.466	419.845
812.823	1129.928	823.533	797.627	1465.399	546.728	420.120
812.823	1129.928	825.381	797.627	1465.399	546.728	420.120
813.042	1129.928	827.077	797.871	1465.777	546.728	420.425
813.042	1130.205	828.704	797.871	1466.063	546.728	420.425
813.042	1130.205	830.180	798.091	1466.734	546.961	420.796
813.042	1130.205	831.768	798.091	1467.166	546.961	421.006
813.331	1130.503	833.337	798.336	1467.421	546.961	421.207
813.331	1130.503	835.082	798.336	1467.938	547.175	421.207
813.331	1130.707	836.679	798.585	1468.469	547.175	421.570
813.540	1130.707	838.620	798.585	1468.993	547.175	421.809
813.540	1130.707	840.204	798.794	1469.474	547.484	422.046
813.787	1130.957	842.104	798.794	1469.999	547.484	422.324
813.787	1130.957	843.553	799.004	1470.542	547.705	422.713
814.161	1130.957	845.051	799.004	1471.052	547.705	423.085
814.392	1130.957	846.060	799.226	1471.576	547.705	423.442
814.601	1131.169	847.327	799.226	1472.125	547.929	423.769
814.848	1131.169	848.730	799.463	1472.745	547.929	424.108
814.848	1131.169	850.523	799.463	1473.408	547.929	424.448
815.284	1131.169	852.372	799.463	1474.097	547.929	424.448
815.517	1131.445	854.575	799.728	1474.891	547.929	424.769
815.729	1131.445	856.822	799.728	1475.666	548.142	424.769
815.729	1131.445	859.066	799.728	1476.460	548.142	425.186
815.998	1131.758	860.987	799.728	1477.227	548.142	425.186
815.998	1131.758	862.373	799.944	1477.945	548.142	425.576
816.255	1131.758	863.113	799.944	1478.727	548.142	425.576
816.255	1132.014	863.418	800.333	1479.466	548.412	425.943
816.568	1132.014	863.418	800.333	1480.141	548.412	425.943
816.568	1132.014	863.744	800.591	1480.775	548.412	426.234
816.937	1132.322	864.278	800.591	1481.456	548.412	426.234
817.163	1132.322	865.443	800.916	1482.049	548.412	426.437
817.397	1132.322	866.795	801.128	1482.593	548.412	426.437
817.642	1132.590	868.621	801.337	1483.141	548.636	426.437
817.869	1132.590	870.529	801.337	1483.693	548.636	426.705
818.080	1132.590	872.639	801.671	1484.183	548.636	426.705
818.080	1132.590	874.317	801.671	1484.629	548.888	427.116
818.478	1132.590	875.975	802.003	1485.057	548.888	427.413
818.478	1132.590	877.554	802.003	1485.474	548.888	427.765
818.869	1132.590	879.263	802.322	1485.834	549.133	428.132
818.869	1132.590	881.163	802.322	1486.152	549.133	428.473
819.160	1132.590	883.035	802.600	1486.443	549.375	428.779
819.160	1132.831	885.491	802.600	1486.443	549.375	429.063
819.471	1132.831	887.990	802.868	1486.758	549.375	429.352
819.471	1132.831	890.606	802.868	1486.758	549.375	429.672
819.836	1132.831	893.399	803.132	1486.758	549.604	429.953
820.051	1133.036	896.160	803.132	1486.758	549.604	430.294
820.288	1133.036	898.809	803.132	1486.758	549.604	430.719
820.517	1133.036	901.575	803.401	1486.978	549.604	431.120
820.719	1133.036	904.316	803.401	1486.978	549.604	431.550
820.719	1133.036	907.166	803.603	1487.195	549.604	432.011
821.021	1133.036	910.101	803.603	1487.195	549.835	432.380
821.021	1133.265	913.085	803.603	1487.436	549.835	432.711
821.284	1133.265	916.284	803.863	1487.436	549.835	433.003
821.284	1133.265	919.672	803.863	1487.691	550.070	433.248
821.600	1133.563	923.125	803.863	1487.691	550.070	433.513
821.600	1133.563	925.662	803.863	1488.070	550.070	433.851
821.930	1133.903	928.802	804.084	1488.290	550.070	434.270
821.930	1134.138	931.669	804.084	1488.521	550.275	434.781
822.222	1134.386	934.554	804.084	1488.760	550.275	435.266
822.222	1134.647	937.130	804.084	1489.037	550.275	435.700
822.425	1135.009	939.475	804.084	1489.285	550.488	436.131
822.425	1135.418	941.837	804.084	1489.559	550.488	436.994
822.636	1135.810	944.072	804.084	1489.864	550.488	437.429
822.636	1136.346	946.357	804.084	1490.089	550.753	437.924
822.636	1136.891	948.489	804.084	1490.089	550.753	438.425
822.636	1137.493	950.718	804.300	1490.483	550.753	438.994
822.636	1138.141	952.770	804.300	1490.483	550.994	439.543
822.636	1138.719	954.834	804.300	1490.870	550.994	440.105
822.636	1139.401	956.546	804.300	1490.870	550.994	440.648
822.846	1139.981	958.446	804.562	1491.242	550.994	441.171
822.846	1140.480	959.974	804.562	1491.444	551.199	441.677
823.055	1140.916	961.364	804.562	1491.707	551.199	442.107
823.055	1141.226	962.925	804.822	1492.005	551.199	442.510
823.365	1141.454	964.029	804.822	1492.421	551.442	442.915
823.365	1141.454	965.120	804.822	1492.778	551.442	443.325
823.688	1141.734	966.433	805.142	1493.143	551.442	443.728
823.688	1141.734	967.412	805.142	1493.481	551.734	444.106
823.996	1142.020	968.559	805.458	1493.815	551.734	444.404
823.996	1142.020	970.273	805.458	1494.128	551.734	444.748
824.366	1142.352	971.416	805.759	1494.499	551.734	445.008
824.366	1142.352	972.409	805.759	1494.836	551.964	445.260
824.682	1142.641	973.412	806.063	1495.180	551.964	445.540
824.682	1142.641	974.195	806.063	1495.521	551.964	445.796
825.025	1142.880	974.702	806.366	1495.918	551.964	446.050
825.025	1142.880	975.064	806.366	1496.242	551.964	446.259
825.369	1142.880	975.064	806.712	1496.580	551.964	446.259
825.369	1142.880	975.401	807.072	1496.985	552.168	446.604
825.673	1142.880	975.795	807.072	1497.330	552.168	446.604
825.673	1142.880	976.247	807.476	1497.670	552.168	446.849
825.974	1143.082	976.738	807.476	1497.979	552.371	446.849
825.974	1143.082	977.184	807.754	1498.308	552.371	446.849
826.247	1143.082	977.506	807.754	1498.748	552.371	446.849
826.247	1143.391	977.745	807.996	1499.243	552.371	446.849
826.510	1143.391	977.745	807.996	1499.724	552.632	446.849
826.510	1143.715	978.025	808.267	1500.153	552.632	447.085
826.773	1143.715	978.025	808.267	1500.592	552.632	447.085
826.773	1144.080	978.025	808.489	1501.027	552.878	447.085
827.030	1144.080	978.025	808.489	1501.584	552.878	447.085
827.030	1144.373	978.325	808.489	1502.141	552.878	447.085
827.030	1144.373	978.325	808.707	1502.667	552.878	447.085
827.320	1144.611	978.325	808.707	1503.229	553.132	447.299
827.320	1144.611	978.325	808.707	1503.898	553.132	447.299
827.320	1144.611	978.574	808.707	1504.649	553.132	447.299
827.320	1144.858	978.574	808.707	1505.360	553.132	447.299
827.320	1144.858	978.813	808.707	1506.122	553.132	447.299
827.320	1144.858	978.813	808.707	1506.994	553.132	447.556
827.320	1145.105	978.813	808.935	1508.019	553.132	447.556
827.320	1145.105	978.813	808.935	1508.950	553.132	447.556
827.578	1145.105	978.813	808.935	1509.969	553.132	447.830
827.578	1145.350	979.057	808.935	1510.945	553.132	447.830
827.578	1145.350	979.057	809.137	1511.886	553.132	448.048
827.578	1145.350	979.057	809.137	1512.902	553.132	448.048
827.808	1145.589	979.293	809.137	1513.833	553.132	448.048
827.808	1145.589	979.293	809.137	1514.736	553.132	448.324
827.808	1145.589	979.293	809.137	1515.663	553.132	448.324
827.808	1145.589	979.293	809.403	1516.605	553.132	448.324
828.090	1145.589	979.293	809.403	1517.438	553.132	448.536
828.090	1145.589	979.494	809.641	1518.260	553.132	448.536
828.468	1145.589	979.494	809.641	1519.318	553.132	448.536
828.725	1145.589	979.494	809.859	1520.280	553.132	448.536
829.037	1145.589	979.494	809.859	1521.410	553.132	448.536
829.357	1145.589	979.839	809.859	1522.472	553.132	448.778
829.667	1145.841	979.839	810.122	1523.569	553.132	448.778
829.947	1145.841	980.172	810.122	1524.665	553.132	448.778
830.171	1145.841	980.172	810.122	1525.723	553.132	448.778
830.171	1145.841	980.420	810.122	1526.652	553.132	448.985
830.483	1145.841	980.420	810.329	1527.583	553.132	448.985
830.483	1146.081	980.420	810.329	1528.390	553.132	448.985
830.483	1146.081	980.629	810.329	1529.072	553.132	449.272
830.483	1146.081	980.629	810.329	1529.575	553.132	449.272
830.692	1146.081	980.629	810.329	1529.988	553.132	449.272
830.692	1146.081	980.629	810.617	1530.269	553.132	449.546
831.100	1146.081	980.844	810.617	1530.541	553.132	449.546
831.343	1146.081	980.844	810.617	1530.541	553.132	449.546
831.608	1146.081	980.844	810.617	1530.827	553.132	449.546
831.911	1146.081	980.844	810.910	1531.096	553.132	449.546
832.229	1146.081	981.098	811.298	1531.696	553.132	449.546
832.505	1146.081	981.098	811.298	1532.882	553.132	449.546
832.779	1146.081	981.302	811.298	1533.484	553.132	449.816
833.045	1146.081	981.302	811.550	1534.037	553.132	449.816
833.330	1146.081	981.655	811.550	1534.586	553.344	450.049
833.560	1146.081	981.655	811.791	1535.190	553.344	450.049
833.789	1146.081	981.966	811.791	1535.738	553.344	450.268
834.010	1146.287	981.966	812.084	1536.250	553.344	450.268
834.010	1146.287	981.966	812.084	1536.788	553.344	450.473
834.409	1146.287	982.210	812.398	1537.321	553.344	450.473
834.658	1146.513	982.210	812.398	1537.894	553.344	450.473
834.903	1146.513	982.210	812.735	1538.465	553.587	450.473
835.191	1146.513	982.210	812.735	1538.975	553.587	450.473
835.521	1146.513	982.210	812.989	1539.640	553.587	450.473
835.821	1146.723	982.210	812.989	1540.256	553.832	450.678
836.105	1146.723	982.210	813.265	1540.870	553.832	450.678
836.386	1146.723	982.412	813.265	1541.461	553.832	450.678
836.673	1146.945	982.412	813.582	1542.053	554.041	450.678
836.967	1146.945	982.412	813.582	1542.703	554.041	450.678
837.229	1146.945	982.618	813.897	1543.302	554.041	450.909
837.487	1146.945	982.618	813.897	1543.934	554.041	450.909
837.708	1146.945	982.867	814.159	1544.395	554.041	450.909
837.708	1146.945	982.867	814.159	1544.813	554.262	450.909
837.987	1147.151	983.252	814.377	1545.150	554.262	450.909
837.987	1147.151	983.252	814.377	1545.458	554.262	451.134
837.987	1147.151	983.660	814.377	1545.785	554.262	451.134
838.232	1147.355	983.660	814.697	1546.065	554.262	451.134
838.232	1147.355	983.995	814.697	1546.336	554.481	451.134
838.232	1147.355	983.995	814.903	1546.621	554.481	451.134
838.504	1147.355	984.291	814.903	1546.967	554.481	451.134
838.504	1147.355	984.291	814.903	1547.272	554.481	451.134
838.504	1147.355	984.555	815.250	1547.574	554.481	451.134
838.504	1147.355	984.555	815.250	1547.885	554.481	451.350
838.504	1147.355	984.555	815.250	1548.201	554.481	451.350
838.708	1147.585	984.555	815.250	1548.551	554.481	451.350
838.708	1147.585	984.555	815.623	1548.904	554.481	451.350
838.708	1147.585	984.555	815.623	1549.278	554.481	451.350
838.708	1147.585	984.768	815.623	1549.686	554.481	451.350
838.708	1147.585	984.768	815.623	1550.161	554.481	451.350
838.956	1147.585	984.768	815.623	1550.596	554.700	451.557
838.956	1147.585	985.026	815.623	1551.023	554.700	451.557
838.956	1147.585	985.026	815.623	1551.378	554.700	451.557
839.219	1147.585	985.026	815.623	1551.692	554.700	451.557
839.219	1147.585	985.262	815.843	1551.942	554.909	451.557
839.219	1147.585	985.262	816.126	1552.175	554.909	451.557
839.219	1147.585	985.262	816.126	1552.175	554.909	451.557
839.424	1147.585	985.262	816.375	1552.482	554.909	451.557
839.424	1147.585	985.262	816.375	1552.482	554.909	451.557
839.424	1147.816	985.501	816.676	1552.801	555.118	451.557
839.693	1147.816	985.501	816.899	1552.801	555.118	451.758
839.693	1147.816	985.773	817.227	1553.106	555.118	451.758
839.910	1147.816	985.773	817.452	1553.106	555.372	451.758
839.910	1147.816	986.041	817.750	1553.433	555.372	451.758
840.173	1147.816	986.041	817.750	1553.662	555.372	451.758
840.173	1148.069	986.248	818.007	1553.932	555.671	451.758
840.409	1148.069	986.248	818.007	1554.245	555.671	451.995
840.409	1148.069	986.569	818.007	1554.564	555.671	451.995
840.409	1148.069	986.569	818.215	1554.879	555.919	451.995
840.668	1148.069	986.832	818.215	1555.201	555.919	451.995
840.668	1148.069	986.832	818.215	1555.471	555.919	451.995
840.668	1148.276	987.034	818.463	1555.849	555.919	452.232
840.668	1148.276	987.034	818.463	1556.197	556.120	452.232
840.668	1148.276	987.034	818.463	1556.623	556.120	452.232
840.668	1148.276	987.034	818.463	1557.156	556.120	452.232
840.899	1148.481	987.258	818.725	1557.811	556.120	452.232
840.899	1148.481	987.258	818.725	1558.658	556.120	452.439
841.159	1148.481	987.258	818.725	1559.748	556.120	452.439
841.159	1148.481	987.514	819.094	1561.099	556.120	452.439
841.562	1148.695	987.514	819.358	1562.953	556.341	452.439
841.844	1148.695	987.514	819.743	1565.084	556.341	452.439
842.152	1148.918	987.738	820.247	1567.352	556.341	452.439
842.514	1148.918	987.738	820.778	1569.951	556.341	452.712
842.944	1149.262	988.002	821.310	1572.645	556.341	452.712
843.365	1149.262	988.002	821.898	1575.570	556.565	452.987
843.735	1149.707	988.241	822.411	1578.657	556.565	452.987
844.067	1149.928	988.471	822.880	1582.026	556.765	453.269
844.396	1150.174	988.829	823.282	1585.354	556.765	453.514
844.706	1150.406	989.327	823.744	1588.710	557.006	453.820
844.990	1150.406	990.087	824.205	1592.183	557.006	454.134
845.248	1150.773	991.078	824.610	1595.665	557.237	454.474
845.472	1151.097	992.420	825.085	1599.080	557.237	454.854
845.691	1151.466	994.036	825.718	1602.442	557.542	455.243
845.691	1151.987	996.011	826.170	1605.776	557.542	455.654
846.056	1152.808	998.148	826.633	1609.138	557.916	456.047
846.257	1153.749	1000.627	826.962	1612.443	557.916	456.463
846.485	1154.671	1002.949	827.472	1615.699	558.300	456.922
846.704	1156.132	1005.587	827.977	1618.892	558.540	457.406
846.990	1157.569	1008.365	828.490	1621.890	558.766	457.840
847.283	1159.437	1011.276	829.261	1624.602	559.010	458.250
847.583	1161.267	1014.305	829.838	1627.059	559.331	458.602
847.940	1163.217	1017.291	830.583	1629.375	559.689	458.966
848.341	1165.308	1020.332	831.273	1631.317	560.140	459.311
848.849	1167.159	1023.240	832.038	1633.042	560.541	459.717
849.469	1169.212	1026.188	832.934	1634.541	560.947	460.123
850.068	1171.141	1028.992	833.848	1635.836	561.569	460.443
850.608	1172.965	1031.846	834.761	1637.009	562.122	460.769
851.140	1174.776	1034.419	835.652	1637.923	562.859	461.131
851.786	1176.411	1036.898	836.502	1638.642	563.507	461.494
852.458	1178.039	1039.151	837.341	1639.305	564.181	461.791
853.085	1179.411	1041.383	838.080	1639.760	564.861	462.123
853.667	1180.914	1043.498	838.775	1640.023	565.493	462.520
854.266	1182.172	1045.591	839.443	1640.023	566.055	463.931
854.879	1183.403	1047.405	840.090	1640.338	566.704	464.231
855.468	1184.350	1048.310	840.730	1640.545	567.338	464.532
856.040	1185.211	1049.811	841.357	1640.763	567.866	464.800
856.601	1185.943	1050.917	841.996	1640.977	568.267	465.011
857.169	1186.585	1051.997	842.560	1641.376	568.657	465.011
857.679	1187.197	1052.721	843.132	1641.947	569.058	465.236
858.133	1187.869	1053.167	843.654	1642.433	569.477	465.236
858.606	1188.649	1053.167	844.187	1642.977	569.916	465.236
859.100	1189.553	1054.194	844.739	1643.511	570.336	465.236
859.506	1190.733	1054.801	845.210	1644.033	570.821	465.464
859.865	1191.997	1055.685	845.617	1644.576	571.314	465.464
860.213	1193.268	1056.809	845.985	1645.107	571.779	465.464
860.490	1194.959	1058.061	846.250	1645.530	572.184	465.464
860.805	1196.618	1059.745	846.520	1645.997	572.505	465.705
861.080	1198.472	1061.479	846.757	1646.428	573.070	465.705
861.332	1200.364	1063.538	847.021	1646.847	573.445	466.017
861.582	1202.341	1065.701	847.265	1647.462	573.882	466.249
861.786	1204.428	1068.122	847.265	1648.024	574.350	466.509
861.786	1206.554	1070.759	847.586	1648.561	574.835	466.743
862.075	1208.829	1073.564	847.586	1649.107	575.294	467.019
862.075	1211.011	1076.442	847.970	1649.616	575.784	467.327
862.075	1213.340	1079.399	848.211	1650.232	576.287	468.143
862.334	1215.727	1082.451	848.432	1650.979	576.829	468.535
862.334	1217.991	1085.489	848.645	1651.578	577.280	469.006
862.334	1220.011	1088.542	848.645	1652.144	577.768	469.577
862.603	1222.169	1091.649	849.017	1652.678	578.308	470.170
862.603	1224.201	1095.077	849.017	1653.296	578.880	470.845
862.603	1225.946	1098.442	849.394	1654.006	579.486	471.497
862.838	1227.510	1101.762	849.394	1654.629	580.008	472.175
862.838	1228.773	1105.049	849.777	1655.267	580.605	472.890
862.838	1229.694	1108.309	849.978	1655.847	581.108	473.592
863.139	1230.063	1110.774	850.206	1656.540	581.566	474.302
863.139	1230.631	1112.594	850.552	1657.191	581.933	474.913
863.513	1231.214	1113.728	850.843	1657.824	581.933	475.556
863.513	1231.909	1114.555	851.209	1658.397	582.188	476.155
863.867	1232.711	1115.171	851.575	1659.031	582.188	476.750
863.867	1233.498	1115.675	851.894	1659.744	582.548	477.265
864.235	1234.363	1116.292	852.222	1660.534	582.848	477.766
864.484	1235.073	1116.860	852.536	1661.329	583.110	478.231
864.719	1235.594	1117.346	852.835	1662.196	583.110	478.757
865.023	1236.071	1118.061	853.115	1663.013	583.352	479.351
865.337	1236.407	1118.563	853.422	1663.919	583.352	479.927
865.661	1236.675	1119.014	853.700	1664.872	583.352	480.506
865.971	1236.675	1119.461	853.984	1665.832	583.698	481.064
866.259	1237.023	1119.867	854.271	1666.678	583.698	481.634
866.510	1237.023	1120.259	854.636	1667.587	584.053	482.442
866.733	1237.227	1120.578	854.937	1668.615	584.053	482.867
866.952	1237.227	1121.072	855.250	1669.423	584.341	483.179
867.194	1237.227	1121.327	855.577	1670.230	584.341	483.407
867.417	1237.227	1121.596	855.917	1671.195	584.341	483.407
867.716	1237.507	1121.890	856.239	1672.041	584.590	483.700
867.996	1237.507	1122.180	856.531	1672.873	584.590	483.700
868.292	1237.766	1122.180	856.777	1673.809	584.590	483.700
868.542	1237.766	1122.180	857.003	1674.679	584.590	483.961
868.542	1238.090	1122.423	857.003	1675.518	584.590	483.961
868.912	1238.297	1122.640	857.297	1676.456	584.590	483.961
868.912	1238.297	1122.880	857.297	1677.306	584.804	484.190
869.200	1238.626	1122.880	857.297	1678.171	584.804	484.190
869.200	1238.626	1123.204	857.297	1679.039	584.804	484.405
869.478	1238.626	1123.204	857.531	1679.831	585.042	484.405
869.478	1238.626	1123.552	857.531	1680.523	585.042	484.405
869.784	1238.944	1123.552	857.531	1681.286	585.266	484.661
869.784	1238.944	1123.943	857.859	1682.128	585.266	484.661
870.130	1239.366	1124.211	857.859	1682.812	585.491	484.661
870.130	1239.366	1124.444	858.089	1683.467	585.491	484.661
870.530	1239.658	1124.664	858.089	1684.209	585.491	484.661
870.530	1239.658	1124.911	858.384	1685.054	585.733	484.661
870.849	1239.658	1125.131	858.384	1685.808	585.733	484.661
870.849	1239.658	1125.351	858.690	1686.567	585.733	484.885
871.080	1239.951	1125.351	858.690	1687.270	585.733	484.885
871.080	1239.951	1125.618	858.996	1688.040	585.733	484.885
871.080	1240.230	1125.908	858.996	1688.837	585.733	484.885
871.080	1240.230	1125.908	859.238	1689.574	585.957	484.885
871.335	1240.570	1125.908	859.238	1690.196	585.957	484.885
871.335	1240.570	1125.908	859.463	1690.795	585.957	485.146
871.335	1240.857	1125.908	859.463	1691.341	585.957	485.146
871.335	1240.857	1125.908	859.665	1691.947	586.162	485.146
871.542	1240.857	1125.908	859.665	1692.468	586.162	485.146
871.542	1240.857	1125.908	859.665	1692.996	586.162	485.408
871.542	1240.857	1126.220	859.963	1693.447	586.162	485.408
871.787	1241.061	1126.220	859.963	1693.822	586.162	485.408
871.787	1241.061	1126.220	859.963	1694.107	586.162	485.408
871.787	1241.061	1126.220	860.222	1694.395	586.162	485.408
872.032	1241.061	1126.435	860.222	1694.697	586.381	485.408
872.032	1241.290	1126.435	860.222	1695.029	586.381	485.408
872.032	1241.290	1126.435	860.222	1695.381	586.381	485.408
872.032	1241.290	1126.682	860.429	1695.713	586.381	485.408
872.032	1241.290	1126.682	860.429	1696.137	586.592	485.408
872.032	1241.509	1126.682	860.429	1696.486	586.592	485.616
872.032	1241.509	1126.682	860.429	1696.786	586.592	485.616
872.032	1241.509	1126.905	860.429	1697.135	586.592	485.616
872.256	1241.759	1126.905	860.711	1697.474	586.592	485.616
872.256	1241.759	1126.905	860.711	1697.879	586.832	485.616
872.470	1241.759	1127.119	860.711	1698.273	586.832	485.870
872.470	1242.001	1127.119	860.950	1698.667	586.832	485.870
872.697	1242.001	1127.119	860.950	1699.046	587.089	485.870
872.697	1242.001	1127.119	861.163	1699.386	587.089	486.131
872.899	1242.001	1127.119	861.163	1699.690	587.089	486.131
872.899	1242.001	1127.119	861.384	1700.056	587.343	486.131
872.899	1242.251	1127.326	861.384	1700.355	587.343	486.131
873.140	1242.251	1127.326	861.384	1700.651	587.343	486.131
873.140	1242.251	1127.326	861.677	1700.924	587.638	486.131
873.140	1242.251	1127.326	861.677	1701.238	587.638	486.131
873.398	1242.511	1127.554	861.677	1701.549	587.638	486.131
873.398	1242.511	1127.554	861.970	1701.844	587.839	486.131
873.398	1242.511	1127.554	861.970	1702.103	587.839	486.131
873.616	1242.712	1127.884	862.224	1702.340	587.839	486.131
873.616	1242.712	1127.884	862.224	1702.589	587.839	486.131
873.616	1242.712	1127.884	862.435	1702.924	587.839	486.131
873.856	1243.003	1128.129	862.435	1703.241	588.045	486.131
873.856	1243.003	1128.129	862.435	1703.573	588.045	486.367
873.856	1243.003	1128.129	862.659	1703.986	588.045	486.367
874.101	1243.511	1128.129	862.659	1704.454	588.045	486.367
874.101	1243.875	1128.129	862.659	1704.895	588.289	486.367
874.101	1243.875	1128.397	862.881	1705.372	588.289	486.367
874.101	1244.200	1128.397	862.881	1705.979	588.525	486.367
874.101	1244.200	1128.599	862.881	1706.632	588.525	486.367
874.338	1244.200	1128.599	863.124	1707.375	588.775	486.367
874.338	1244.200	1128.599	863.124	1708.162	588.775	486.367
874.338	1244.439	1128.599	863.124	1708.995	589.028	486.367
874.338	1244.439	1128.838	863.124	1709.934	589.028	486.603
874.338	1244.439	1128.838	863.395	1710.864	589.028	486.603
874.544	1244.660	1128.838	863.395	1711.772	589.288	486.603
874.544	1244.660	1128.838	863.395	1712.685	589.288	486.603
874.544	1244.660	1128.838	863.652	1713.492	589.288	486.603
874.544	1244.660	1128.838	863.652	1714.458	589.288	486.603
874.544	1244.660	1128.838	863.652	1715.294	589.288	486.603
874.544	1244.881	1128.838	863.867	1716.239	589.540	486.603
874.799	1244.881	1129.042	863.867	1717.120	589.540	486.603
874.799	1244.881	1129.042	863.867	1718.024	589.540	486.603
874.799	1244.881	1129.042	863.867	1718.912	589.540	486.603
875.029	1244.881	1129.042	863.867	1719.631	589.768	486.603
