P4_hands_dir_Distance_X	P4_hands_dir_Distance_Y	P4_hands_dir_Distance_Z
-55.340	170.050	-6.460
-55.292	170.031	-6.541
-55.288	170.072	-6.571
-55.265	170.058	-6.614
-55.275	170.045	-6.678
-55.228	170.039	-6.718
-55.169	170.002	-6.769
-55.101	169.977	-6.833
-55.015	169.948	-6.915
-54.970	169.882	-6.955
-54.913	169.780	-7.037
-54.905	169.776	-7.074
-54.910	169.731	-7.125
-54.884	169.727	-7.199
-54.907	169.705	-7.231
-54.870	169.677	-7.251
-54.865	169.623	-7.257
-54.775	169.542	-7.314
-54.688	169.466	-7.347
-54.591	169.317	-7.361
-54.498	169.171	-7.397
-54.387	169.023	-7.496
-54.350	168.867	-7.470
-54.266	168.692	-7.517
-54.261	168.568	-7.501
-54.217	168.413	-7.516
-54.216	168.280	-7.441
-54.166	168.085	-7.468
-54.102	167.969	-7.377
-54.027	167.772	-7.283
-53.887	167.604	-7.225
-53.754	167.407	-7.136
-53.636	167.264	-7.069
-53.561	167.159	-7.014
-53.483	167.106	-6.965
-53.472	167.112	-6.891
-53.404	167.101	-6.854
-53.359	167.160	-6.839
-53.333	167.204	-6.890
-53.268	167.279	-6.911
-53.218	167.344	-6.904
-53.141	167.380	-6.930
-53.009	167.438	-6.916
-52.880	167.469	-6.935
-52.748	167.521	-6.957
-52.615	167.540	-6.985
-52.465	167.596	-7.004
-52.372	167.626	-7.039
-52.263	167.651	-7.070
-52.157	167.683	-7.096
-52.059	167.695	-7.090
-52.001	167.721	-7.101
-51.968	167.791	-7.102
-51.963	167.862	-7.074
-51.946	167.931	-7.050
-51.947	168.025	-7.015
-51.930	168.097	-6.985
-51.914	168.181	-6.961
-51.876	168.224	-6.930
-51.854	168.312	-6.839
-51.816	168.385	-6.795
-51.789	168.483	-6.716
-51.772	168.555	-6.721
-51.799	168.645	-6.689
-51.853	168.759	-6.663
-51.801	168.859	-6.651
-51.762	168.957	-6.642
-51.705	169.063	-6.623
-51.650	169.165	-6.639
-51.593	169.260	-6.690
-51.528	169.358	-6.771
-51.493	169.510	-6.793
-51.487	169.746	-6.812
-51.506	170.006	-6.855
-51.528	170.344	-6.814
-51.543	170.708	-6.747
-51.623	171.099	-6.703
-51.652	171.497	-6.616
-51.642	171.955	-6.547
-51.605	172.490	-6.410
-51.528	173.011	-6.271
-51.415	173.510	-6.175
-51.289	173.919	-6.105
-51.164	174.336	-6.028
-51.039	174.749	-5.945
-50.931	175.095	-5.864
-50.847	175.385	-5.799
-50.716	175.617	-5.710
-50.626	175.814	-5.657
-50.543	175.995	-5.589
-50.446	176.285	-5.510
-50.318	176.559	-5.437
-50.217	176.804	-5.412
-50.037	177.009	-5.405
-49.985	177.151	-5.402
-49.914	177.330	-5.384
-49.854	177.487	-5.345
-49.837	177.651	-5.320
-49.789	177.888	-5.271
-49.755	177.982	-5.245
-49.685	178.188	-5.257
-49.630	178.398	-5.255
-49.547	178.648	-5.277
-49.506	178.855	-5.352
-49.438	179.010	-5.458
-49.395	179.148	-5.541
-49.305	179.248	-5.684
-49.248	179.363	-5.804
-49.194	179.465	-5.920
-49.122	179.549	-6.046
-49.075	179.648	-6.106
-48.973	179.740	-6.175
-48.914	179.804	-6.200
-48.831	179.889	-6.246
-48.759	179.951	-6.281
-48.676	179.996	-6.326
-48.622	180.041	-6.392
-48.532	180.082	-6.431
-48.462	180.108	-6.533
-48.399	180.125	-6.573
-48.338	180.122	-6.600
-48.284	180.166	-6.608
-48.261	180.230	-6.627
-48.261	180.255	-6.642
-48.269	180.351	-6.572
-48.329	180.393	-6.540
-48.319	180.414	-6.551
-48.329	180.456	-6.562
-48.352	180.513	-6.569
-48.355	180.557	-6.598
-48.325	180.607	-6.544
-48.329	180.689	-6.475
-48.339	180.776	-6.368
-48.367	180.841	-6.223
-48.434	180.905	-6.046
-48.509	180.948	-5.903
-48.589	180.971	-5.794
-48.690	180.994	-5.667
-48.774	181.001	-5.549
-48.828	181.005	-5.469
-48.877	180.999	-5.359
-48.957	180.965	-5.262
-49.028	180.909	-5.150
-49.086	180.886	-5.042
-49.147	180.839	-4.977
-49.198	180.774	-4.887
-49.302	180.666	-4.777
-49.355	180.607	-4.678
-49.479	180.522	-4.588
-49.579	180.446	-4.469
-49.717	180.408	-4.313
-49.933	180.377	-4.131
-50.128	180.430	-3.992
-50.360	180.433	-3.797
-50.563	180.475	-3.658
-50.779	180.510	-3.508
-51.029	180.593	-3.365
-51.198	180.683	-3.253
-51.423	180.746	-3.184
-51.572	180.858	-3.098
-51.721	180.952	-3.006
-51.838	181.044	-2.948
-51.936	181.157	-2.901
-51.979	181.259	-2.837
-52.011	181.342	-2.814
-52.024	181.475	-2.846
-51.993	181.605	-2.907
-51.920	181.788	-3.001
-51.830	182.007	-3.117
-51.728	182.297	-3.258
-51.538	182.559	-3.441
-51.346	182.831	-3.606
-51.160	183.052	-3.759
-50.923	183.308	-3.950
-50.651	183.493	-4.163
-50.515	183.796	-4.406
-50.391	184.069	-4.643
-50.312	184.267	-4.898
-50.175	184.466	-5.054
-50.099	184.678	-5.213
-50.050	184.922	-5.353
-49.970	185.144	-5.443
-49.909	185.366	-5.560
-49.804	185.578	-5.751
-49.683	185.762	-5.967
-49.580	185.991	-6.152
-49.507	186.219	-6.305
-49.441	186.378	-6.499
-49.475	186.550	-6.599
-49.533	186.676	-6.643
-49.614	186.727	-6.675
-49.648	186.794	-6.706
-49.699	186.790	-6.704
-49.742	186.799	-6.734
-49.788	186.846	-6.745
-49.863	186.835	-6.765
-49.930	186.872	-6.817
-50.021	186.928	-6.854
-50.101	186.964	-6.941
-50.176	186.991	-7.013
-50.286	186.988	-7.087
-50.363	186.975	-7.175
-50.437	186.898	-7.261
-50.467	186.822	-7.373
-50.424	186.726	-7.473
-50.355	186.655	-7.610
-50.331	186.647	-7.747
-50.315	186.621	-7.832
-50.258	186.654	-7.893
-50.263	186.661	-7.991
-50.256	186.723	-8.044
-50.262	186.736	-8.107
-50.316	186.721	-8.158
-50.313	186.687	-8.225
-50.354	186.678	-8.244
-50.384	186.645	-8.272
-50.441	186.632	-8.326
-50.449	186.634	-8.370
-50.506	186.644	-8.421
-50.543	186.610	-8.452
-50.609	186.594	-8.478
-50.617	186.589	-8.477
-50.655	186.640	-8.504
-50.660	186.614	-8.548
-50.680	186.641	-8.611
-50.675	186.682	-8.711
-50.725	186.732	-8.773
-50.730	186.772	-8.835
-50.712	186.826	-8.875
-50.745	186.852	-8.882
-50.735	186.874	-8.871
-50.764	186.896	-8.844
-50.800	186.935	-8.790
-50.786	186.902	-8.787
-50.785	186.914	-8.792
-50.795	186.869	-8.789
-50.788	186.849	-8.809
-50.782	186.838	-8.748
-50.769	186.780	-8.716
-50.831	186.761	-8.694
-50.856	186.724	-8.625
-50.915	186.697	-8.654
-50.952	186.723	-8.667
-51.039	186.766	-8.647
-51.112	186.744	-8.620
-51.155	186.710	-8.576
-51.183	186.715	-8.528
-51.181	186.713	-8.501
-51.195	186.731	-8.497
-51.182	186.772	-8.541
-51.141	186.813	-8.590
-51.114	186.813	-8.667
-51.032	186.783	-8.794
-50.954	186.776	-8.879
-50.779	186.780	-8.959
-50.667	186.775	-9.055
-50.518	186.739	-9.170
-50.433	186.755	-9.201
-50.288	186.717	-9.281
-50.207	186.737	-9.299
-50.157	186.754	-9.260
-50.147	186.783	-9.198
-50.122	186.770	-9.159
-50.077	186.811	-9.047
-50.017	186.778	-9.014
-49.987	186.728	-8.986
-49.963	186.725	-8.991
-49.945	186.679	-9.046
-49.928	186.649	-9.081
-49.907	186.626	-9.130
-49.872	186.564	-9.124
-49.836	186.553	-9.163
-49.761	186.548	-9.186
-49.729	186.553	-9.242
-49.672	186.630	-9.254
-49.614	186.737	-9.317
-49.567	186.865	-9.357
-49.554	186.969	-9.378
-49.528	187.092	-9.393
-49.507	187.225	-9.445
-49.503	187.391	-9.442
-49.523	187.455	-9.486
-49.515	187.559	-9.495
-49.495	187.528	-9.532
-49.418	187.521	-9.620
-49.384	187.567	-9.727
-49.301	187.555	-9.853
-49.216	187.561	-9.990
-49.124	187.519	-10.151
-49.044	187.469	-10.341
-48.993	187.546	-10.526
-48.952	187.554	-10.703
-48.891	187.580	-10.945
-48.890	187.624	-11.139
-48.865	187.668	-11.284
-48.860	187.697	-11.420
-48.861	187.750	-11.515
-48.851	187.776	-11.597
-48.791	187.736	-11.651
-48.686	187.714	-11.719
-48.598	187.671	-11.815
-48.426	187.650	-11.982
-48.290	187.702	-12.155
-48.123	187.765	-12.352
-47.986	187.898	-12.563
-47.856	188.069	-12.775
-47.755	188.217	-12.946
-47.638	188.453	-13.093
-47.543	188.608	-13.159
-47.412	188.766	-13.245
-47.335	188.869	-13.261
-47.195	188.941	-13.330
-47.122	188.999	-13.430
-47.048	189.039	-13.493
-46.947	189.088	-13.643
-46.893	189.127	-13.744
-46.838	189.201	-13.867
-46.810	189.306	-13.952
-46.782	189.331	-14.041
-46.768	189.453	-14.122
-46.725	189.591	-14.165
-46.679	189.692	-14.196
-46.586	189.815	-14.237
-46.479	189.925	-14.210
-46.394	190.009	-14.177
-46.286	190.082	-14.179
-46.241	190.147	-14.134
-46.159	190.143	-14.146
-46.108	190.145	-14.109
-46.107	190.159	-14.142
-46.108	190.150	-14.142
-46.068	190.128	-14.146
-46.035	190.115	-14.146
-45.977	190.089	-14.217
-45.897	190.075	-14.286
-45.842	190.081	-14.336
-45.775	190.117	-14.435
-45.715	190.112	-14.506
-45.657	190.139	-14.564
-45.618	190.150	-14.580
-45.595	190.208	-14.663
-45.560	190.224	-14.703
-45.533	190.251	-14.740
-45.515	190.292	-14.785
-45.501	190.342	-14.828
-45.528	190.411	-14.820
-45.561	190.416	-14.853
-45.581	190.469	-14.881
-45.591	190.475	-14.872
-45.599	190.444	-14.852
-45.596	190.415	-14.854
-45.605	190.376	-14.851
-45.567	190.309	-14.824
-45.496	190.241	-14.826
-45.449	190.228	-14.795
-45.385	190.172	-14.813
-45.350	190.150	-14.810
-45.294	190.175	-14.823
-45.260	190.200	-14.861
-45.223	190.220	-14.941
-45.189	190.288	-15.029
-45.159	190.325	-15.151
-45.132	190.395	-15.250
-45.110	190.450	-15.339
-45.090	190.561	-15.486
-45.010	190.633	-15.644
-44.968	190.738	-15.780
-44.909	190.864	-15.940
-44.879	191.041	-16.103
-44.859	191.240	-16.245
-44.825	191.486	-16.345
-44.813	191.681	-16.473
-44.795	191.909	-16.556
-44.806	192.105	-16.622
-44.814	192.322	-16.677
-44.752	192.401	-16.712
-44.663	192.431	-16.670
-44.621	192.339	-16.694
-44.475	192.216	-16.781
-44.402	192.148	-16.791
-44.338	192.175	-16.734
-44.299	192.138	-16.699
-44.231	192.131	-16.679
-44.204	192.132	-16.649
-44.174	192.123	-16.618
-44.131	192.142	-16.582
-44.118	192.146	-16.557
-44.112	192.200	-16.507
-44.100	192.176	-16.442
-44.087	192.208	-16.415
-44.110	192.215	-16.414
-44.064	192.171	-16.415
-44.082	192.096	-16.428
-44.085	192.050	-16.445
-44.100	191.943	-16.469
-44.060	191.841	-16.501
-44.075	191.717	-16.547
-44.073	191.607	-16.614
-44.121	191.488	-16.681
-44.179	191.350	-16.803
-44.241	191.272	-16.924
-44.320	191.179	-17.060
-44.389	191.098	-17.252
-44.454	190.990	-17.432
-44.563	190.969	-17.609
-44.626	190.905	-17.795
-44.718	190.811	-17.953
-44.743	190.722	-18.133
-44.731	190.638	-18.271
-44.774	190.568	-18.505
-44.807	190.545	-18.688
-44.822	190.556	-18.850
-44.859	190.569	-19.021
-44.863	190.555	-19.224
-44.881	190.560	-19.455
-44.930	190.593	-19.671
-45.000	190.622	-19.847
-45.043	190.644	-20.025
-45.061	190.639	-20.144
-45.115	190.652	-20.199
-45.168	190.713	-20.222
-45.192	190.731	-20.215
-45.287	190.800	-20.208
-45.391	190.849	-20.171
-45.497	190.862	-20.148
-45.576	190.945	-20.132
-45.640	190.991	-20.147
-45.729	191.030	-20.135
-45.762	191.043	-20.176
-45.774	191.019	-20.231
-45.770	191.001	-20.244
-45.803	190.984	-20.249
-45.777	190.966	-20.282
-45.783	190.886	-20.314
-45.745	190.864	-20.338
-45.719	190.771	-20.392
-45.700	190.720	-20.455
-45.641	190.656	-20.564
-45.573	190.619	-20.658
-45.554	190.632	-20.758
-45.519	190.632	-20.880
-45.533	190.684	-20.986
-45.547	190.697	-21.065
-45.533	190.695	-21.176
-45.549	190.695	-21.283
-45.523	190.697	-21.361
-45.528	190.723	-21.440
-45.536	190.726	-21.486
-45.529	190.753	-21.548
-45.523	190.803	-21.498
-45.511	190.833	-21.487
-45.467	190.893	-21.458
-45.473	190.908	-21.443
-45.454	190.861	-21.507
-45.457	190.838	-21.557
-45.427	190.848	-21.585
-45.441	190.862	-21.589
-45.459	190.879	-21.590
-45.424	190.907	-21.501
-45.466	190.911	-21.411
-45.432	190.903	-21.305
-45.321	190.868	-21.269
-45.335	190.881	-21.266
-45.341	190.864	-21.279
-45.359	190.879	-21.305
-45.456	190.892	-21.340
-45.532	190.960	-21.327
-45.604	190.987	-21.354
-45.705	191.049	-21.356
-45.780	191.076	-21.311
-45.877	191.064	-21.317
-45.900	191.026	-21.277
-45.933	190.979	-21.284
-45.958	190.959	-21.251
-45.986	190.972	-21.293
-45.997	191.017	-21.295
-46.023	191.060	-21.301
-46.068	191.112	-21.355
-46.091	191.173	-21.372
-46.163	191.212	-21.435
-46.234	191.286	-21.487
-46.308	191.336	-21.536
-46.418	191.447	-21.552
-46.485	191.528	-21.545
-46.625	191.609	-21.504
-46.700	191.704	-21.508
-46.821	191.826	-21.472
-46.921	191.882	-21.396
-46.997	191.947	-21.353
-47.107	191.999	-21.312
-47.226	192.094	-21.281
-47.380	192.179	-21.310
-47.526	192.249	-21.309
-47.671	192.409	-21.355
-47.821	192.472	-21.385
-47.966	192.549	-21.430
-48.080	192.570	-21.453
-48.174	192.607	-21.468
-48.304	192.602	-21.461
-48.363	192.636	-21.397
-48.441	192.706	-21.414
-48.558	192.762	-21.392
-48.640	192.869	-21.418
-48.743	193.044	-21.453
-48.858	193.136	-21.529
-48.930	193.233	-21.507
-49.068	193.324	-21.502
-49.161	193.377	-21.475
-49.243	193.409	-21.415
-49.345	193.422	-21.383
-49.442	193.442	-21.356
-49.544	193.444	-21.292
-49.643	193.438	-21.280
-49.740	193.456	-21.316
-49.885	193.496	-21.378
-50.033	193.564	-21.441
-50.194	193.645	-21.505
-50.328	193.703	-21.574
-50.427	193.797	-21.679
-50.533	193.898	-21.723
-50.633	193.922	-21.772
-50.691	193.976	-21.785
-50.741	193.955	-21.789
-50.754	193.976	-21.745
-50.739	193.974	-21.666
-50.763	193.961	-21.549
-50.760	193.970	-21.476
-50.715	193.978	-21.438
-50.738	194.026	-21.374
-50.728	194.036	-21.336
-50.713	194.017	-21.326
-50.687	194.028	-21.314
-50.696	194.001	-21.284
-50.672	193.979	-21.239
-50.625	193.954	-21.196
-50.585	193.905	-21.125
-50.526	193.835	-21.062
-50.465	193.809	-21.003
-50.430	193.759	-20.943
-50.394	193.693	-20.855
-50.387	193.615	-20.774
-50.376	193.541	-20.662
-50.367	193.487	-20.547
-50.373	193.465	-20.444
-50.371	193.473	-20.336
-50.354	193.491	-20.248
-50.356	193.494	-20.184
-50.337	193.506	-20.118
-50.315	193.484	-20.074
-50.318	193.469	-20.036
-50.327	193.465	-19.993
-50.352	193.414	-20.007
-50.396	193.337	-20.021
-50.443	193.277	-20.066
-50.470	193.237	-20.101
-50.547	193.204	-20.184
-50.563	193.159	-20.272
-50.597	193.131	-20.347
-50.609	193.040	-20.462
-50.618	192.992	-20.462
-50.595	192.922	-20.504
-50.593	192.789	-20.529
-50.552	192.706	-20.578
-50.543	192.580	-20.640
-50.520	192.431	-20.712
-50.467	192.303	-20.789
-50.446	192.208	-20.837
-50.390	192.134	-20.918
-50.389	192.129	-20.997
-50.380	192.136	-21.049
-50.385	192.144	-21.110
-50.390	192.180	-21.179
-50.405	192.219	-21.226
-50.475	192.195	-21.255
-50.514	192.161	-21.270
-50.545	192.030	-21.296
-50.590	191.931	-21.290
-50.614	191.815	-21.248
-50.619	191.734	-21.207
-50.632	191.611	-21.146
-50.610	191.516	-21.077
-50.560	191.436	-21.032
-50.536	191.416	-20.984
-50.514	191.374	-20.936
-50.509	191.375	-20.870
-50.466	191.329	-20.814
-50.431	191.288	-20.767
-50.491	191.240	-20.759
-50.518	191.216	-20.738
-50.544	191.257	-20.716
-50.570	191.255	-20.685
-50.560	191.240	-20.648
-50.526	191.209	-20.620
-50.461	191.172	-20.573
-50.347	191.053	-20.538
-50.195	191.039	-20.518
-50.037	190.987	-20.461
-49.912	190.926	-20.404
-49.765	190.856	-20.364
-49.648	190.791	-20.334
-49.559	190.754	-20.353
-49.490	190.744	-20.357
-49.467	190.747	-20.397
-49.467	190.739	-20.361
-49.532	190.781	-20.283
-49.533	190.702	-20.155
-49.524	190.649	-20.036
-49.527	190.543	-19.914
-49.480	190.436	-19.769
-49.413	190.303	-19.616
-49.364	190.173	-19.523
-49.330	190.040	-19.489
-49.305	189.882	-19.498
-49.255	189.787	-19.491
-49.177	189.729	-19.496
-49.127	189.702	-19.569
-49.110	189.742	-19.654
-49.105	189.826	-19.756
-49.106	189.867	-19.841
-49.113	189.909	-19.902
-49.064	189.988	-19.932
-49.046	190.075	-20.021
-49.099	190.360	-20.084
-49.174	190.681	-20.216
-49.369	191.238	-20.385
-49.529	191.885	-20.525
-49.746	192.430	-20.772
-50.011	193.030	-20.924
-50.259	193.583	-21.056
-50.521	194.127	-21.299
-50.822	194.602	-21.669
-51.095	195.022	-21.942
-51.349	195.346	-22.049
-51.654	195.549	-22.051
-51.905	195.708	-21.982
-52.111	195.794	-21.938
-52.257	195.790	-21.882
-52.392	195.744	-21.813
-52.522	195.604	-21.737
-52.527	195.390	-21.630
-52.482	195.033	-21.505
-52.344	194.675	-21.359
-52.194	194.304	-21.126
-52.099	194.049	-20.938
-52.027	193.872	-20.769
-52.025	193.741	-20.630
-51.992	193.630	-20.555
-52.036	193.542	-20.451
-52.037	193.408	-20.360
-52.089	193.290	-20.250
-52.096	193.150	-20.093
-52.144	192.981	-19.909
-52.185	192.821	-19.758
-52.280	192.700	-19.650
-52.386	192.596	-19.523
-52.492	192.524	-19.431
-52.587	192.469	-19.380
-52.732	192.464	-19.310
-52.795	192.486	-19.292
-52.859	192.527	-19.257
-52.849	192.550	-19.246
-52.823	192.556	-19.251
-52.696	192.527	-19.225
-52.533	192.497	-19.253
-52.355	192.439	-19.307
-52.227	192.434	-19.303
-52.149	192.459	-19.365
-52.108	192.479	-19.463
-52.113	192.554	-19.526
-52.191	192.644	-19.568
-52.248	192.726	-19.609
-52.273	192.789	-19.657
-52.290	192.785	-19.643
-52.309	192.819	-19.626
-52.340	192.769	-19.597
-52.406	192.766	-19.612
-52.453	192.745	-19.609
-52.463	192.725	-19.608
-52.439	192.749	-19.638
-52.485	192.720	-19.633
-52.449	192.720	-19.697
-52.433	192.669	-19.733
-52.347	192.682	-19.742
-52.233	192.636	-19.703
-52.158	192.618	-19.619
-52.126	192.530	-19.538
-52.110	192.461	-19.434
-52.191	192.423	-19.329
-52.325	192.393	-19.212
-52.470	192.335	-19.084
-52.587	192.256	-18.921
-52.659	192.101	-18.794
-52.683	191.941	-18.658
-52.617	191.712	-18.513
-52.453	191.546	-18.351
-52.199	191.286	-18.162
-51.809	191.036	-17.966
-51.315	190.756	-17.796
-50.889	190.532	-17.601
-50.415	190.251	-17.461
-49.956	189.994	-17.390
-49.651	189.772	-17.273
-49.420	189.570	-17.239
-49.244	189.450	-17.231
-49.130	189.386	-17.217
-49.038	189.335	-17.232
-48.965	189.328	-17.224
-48.890	189.306	-17.230
-48.767	189.244	-17.200
-48.569	189.171	-17.115
-48.387	188.989	-16.962
-48.193	188.654	-16.785
-47.983	188.318	-16.474
-47.759	187.894	-16.055
-47.579	187.371	-15.718
-47.408	186.952	-15.392
-47.305	186.611	-15.121
-47.180	186.389	-14.835
-47.162	186.299	-14.603
-47.132	186.248	-14.430
-47.173	186.289	-14.277
-47.204	186.331	-14.110
-47.293	186.417	-13.935
-47.398	186.482	-13.519
-47.488	186.479	-12.455
-47.510	186.528	-11.552
-47.618	186.495	-10.486
-47.694	186.443	-9.598
-47.684	186.454	-8.801
-47.835	186.518	-8.221
-47.963	186.573	-7.678
-48.192	186.652	-7.285
-48.402	186.717	-6.931
-48.593	186.850	-6.610
-48.813	187.044	-6.291
-49.007	187.277	-6.015
-49.195	187.520	-5.694
-49.278	187.667	-5.444
-49.426	187.807	-5.259
-49.566	187.885	-4.959
-49.729	187.911	-4.742
-49.869	187.757	-4.643
-49.995	187.622	-4.561
-50.074	187.381	-4.578
-50.166	187.148	-4.621
-50.166	186.841	-4.736
-50.121	186.645	-4.865
-50.139	186.440	-5.062
-50.123	186.326	-5.279
-50.215	186.225	-5.576
-50.297	186.085	-5.861
-50.358	185.986	-6.108
-50.365	185.843	-6.340
-50.380	185.676	-6.500
-50.348	185.503	-6.610
-50.262	185.243	-6.728
-50.273	185.037	-6.838
-50.210	184.778	-7.026
-50.216	184.548	-7.249
-50.321	184.358	-7.557
-50.497	184.299	-7.948
-50.631	184.219	-8.418
-50.793	184.192	-8.816
-50.850	184.189	-9.105
-51.042	184.297	-9.125
-51.255	184.440	-9.068
-51.475	184.561	-8.880
-51.773	184.696	-8.486
-52.163	184.746	-7.802
-52.635	184.916	-6.847
-53.054	184.991	-6.253
-53.549	185.876	-5.097
-53.539	186.156	-5.105
-53.677	186.694	-5.090
-53.590	187.309	-5.431
-53.325	188.071	-6.045
-52.979	188.943	-6.837
-52.418	189.891	-7.945
-51.465	190.756	-9.139
-50.274	191.664	-10.494
-48.627	192.705	-11.830
-46.564	193.675	-13.256
-43.921	194.742	-14.932
-40.867	196.070	-16.800
-37.560	197.348	-18.692
-33.959	198.704	-20.655
-30.013	200.202	-22.930
-25.873	201.767	-25.409
-21.435	203.225	-28.011
-16.590	204.716	-30.853
-11.594	206.135	-33.787
-6.058	207.461	-36.510
-0.456	208.694	-39.560
5.369	209.575	-42.385
11.478	210.337	-45.518
17.678	210.807	-48.357
24.375	211.230	-51.245
30.998	211.767	-54.681
38.348	212.015	-58.026
45.547	212.056	-61.589
53.262	212.054	-65.369
61.116	211.653	-69.236
69.299	211.135	-73.238
77.897	210.267	-77.304
86.446	209.299	-81.461
95.748	207.741	-85.972
104.804	207.027	-90.153
113.920	206.201	-94.910
123.230	205.536	-99.944
132.346	205.312	-105.060
142.246	205.165	-110.211
151.492	205.703	-115.651
160.123	206.697	-121.521
168.048	208.013	-127.581
174.951	209.557	-133.658
181.185	211.449	-139.868
186.707	213.544	-145.730
191.481	215.458	-151.383
195.664	217.563	-156.791
198.919	219.011	-161.866
201.983	220.802	-166.770
204.543	222.426	-171.467
206.924	223.949	-175.953
209.008	225.256	-180.154
210.725	226.509	-184.224
212.073	227.573	-188.146
213.209	228.599	-191.871
214.039	229.550	-195.479
214.802	230.349	-198.860
215.517	231.207	-202.026
216.012	231.739	-204.988
216.684	232.296	-207.785
217.260	232.778	-210.403
217.756	233.372	-212.983
218.128	233.789	-215.569
218.620	234.367	-218.117
219.013	234.907	-220.626
219.440	235.480	-222.912
219.768	236.129	-224.993
220.209	236.860	-227.072
220.867	237.368	-229.035
221.608	237.900	-230.557
222.463	238.171	-232.209
223.453	238.542	-233.405
224.238	238.599	-234.589
225.077	238.656	-235.484
225.747	238.634	-236.396
226.381	238.607	-237.150
226.780	238.532	-237.803
227.184	238.394	-238.314
227.542	238.051	-238.647
227.868	237.512	-238.821
228.134	237.050	-238.935
228.434	236.480	-239.032
228.771	236.060	-239.078
229.176	235.659	-239.116
229.658	235.240	-239.191
229.993	234.656	-239.159
230.245	234.027	-239.078
230.353	233.357	-238.940
230.300	232.638	-238.768
230.148	231.877	-238.554
229.877	231.142	-238.429
229.588	230.541	-238.437
229.248	230.091	-238.596
228.857	229.747	-238.851
228.446	229.659	-239.134
228.079	229.741	-239.408
227.643	229.962	-239.658
227.055	230.377	-239.933
226.331	231.009	-240.250
225.540	231.765	-240.513
224.700	232.515	-240.667
223.786	233.283	-240.751
222.828	233.920	-240.669
221.873	234.588	-240.470
220.736	235.431	-240.166
219.722	236.136	-239.733
218.592	237.019	-239.307
217.465	237.985	-238.751
216.220	238.953	-238.261
215.042	239.793	-237.540
213.625	240.592	-236.622
212.049	241.362	-235.755
210.415	241.953	-234.517
208.381	242.487	-233.386
206.087	242.903	-231.970
203.585	242.986	-230.507
200.624	242.942	-228.603
