RHand	LHand	Head
18.279	6.735	43.675
16.585	6.516	49.592
14.629	9.289	55.637
13.239	8.638	54.071
11.879	4.327	54.395
11.641	6.760	61.508
9.322	9.482	70.972
6.296	11.789	73.113
6.719	11.971	73.636
8.309	8.396	81.678
8.921	5.498	94.817
8.247	3.796	97.699
8.613	5.632	97.457
7.460	8.164	99.636
8.200	8.728	95.751
8.339	8.159	97.753
7.573	8.623	97.246
5.441	6.245	91.542
4.341	3.687	91.495
3.027	4.391	93.415
2.260	4.756	88.716
0.351	4.278	82.724
1.028	5.051	93.993
1.349	6.120	100.890
2.407	7.572	104.577
5.802	11.505	109.603
7.961	16.554	107.917
7.370	16.615	109.376
6.528	14.222	107.608
5.734	12.420	99.134
3.835	9.639	92.921
4.406	6.909	86.886
2.008	7.078	74.334
2.236	6.088	58.682
1.730	5.175	45.544
1.108	5.833	34.503
2.093	5.630	27.124
2.095	7.461	13.056
1.717	6.655	14.284
1.836	6.518	24.727
1.800	6.877	32.670
2.729	8.177	47.364
4.653	10.193	81.985
3.719	13.620	57.223
1.861	17.620	54.944
1.769	16.843	57.556
2.912	15.594	57.516
3.713	14.140	52.956
6.742	9.623	52.466
7.924	6.381	53.511
6.924	3.636	55.287
5.822	2.704	57.198
5.170	3.037	54.030
5.584	3.323	58.698
5.579	3.037	63.985
7.351	3.040	61.445
8.136	3.623	60.225
6.423	4.187	59.133
4.946	6.890	62.030
4.573	7.517	62.363
3.474	9.341	61.470
3.215	12.420	54.640
4.392	15.432	43.823
2.783	19.259	37.651
2.358	20.391	32.122
7.657	20.398	31.763
8.384	19.834	30.312
3.563	16.743	27.459
1.906	13.644	27.686
2.142	14.786	31.517
3.827	15.828	32.506
3.811	13.218	30.344
1.709	11.683	30.650
2.231	8.889	31.319
5.080	4.971	33.261
4.291	3.246	35.092
4.092	4.851	36.313
5.111	7.978	39.018
3.450	10.262	44.024
1.622	9.893	45.464
0.789	8.043	42.974
2.654	6.350	39.095
3.985	8.922	33.402
3.139	8.450	28.180
5.102	6.357	24.117
6.457	5.752	19.587
4.213	4.802	15.391
3.887	6.389	13.225
4.074	8.329	15.955
5.435	11.808	17.193
4.489	13.589	15.204
7.578	13.979	16.518
3.031	13.395	16.365
2.711	11.352	19.553
5.825	10.333	24.934
5.541	15.139	29.118
3.873	16.091	31.595
4.404	12.931	31.680
2.789	13.110	31.831
2.235	11.738	29.532
4.261	10.097	32.375
5.161	8.628	35.785
5.136	6.075	38.637
5.706	5.975	47.942
5.314	5.707	59.387
4.310	7.526	75.030
4.830	9.279	96.571
7.247	8.070	121.980
6.809	5.981	160.246
6.571	6.513	199.057
11.151	9.126	219.706
15.184	12.178	243.231
17.201	13.202	264.457
19.054	11.908	280.957
22.265	11.943	300.552
23.436	18.336	322.680
23.354	28.914	334.693
23.867	42.788	334.117
19.568	62.846	341.271
18.359	87.325	347.713
26.444	116.553	344.755
34.194	147.473	338.784
43.889	179.191	334.707
66.696	205.371	334.688
87.888	230.807	333.274
91.633	240.028	327.911
117.708	247.915	322.321
144.839	270.267	309.515
165.251	284.340	285.494
184.883	296.501	258.402
188.932	300.722	238.570
201.972	301.145	212.782
196.949	297.387	183.233
194.549	292.725	160.751
199.109	287.588	139.561
187.442	282.811	123.431
181.532	271.223	104.221
172.238	252.555	81.623
163.118	233.487	69.045
149.976	222.167	55.790
143.341	217.292	35.766
137.978	210.200	20.517
124.377	195.275	15.773
108.807	130.647	17.686
90.340	117.207	21.179
79.038	130.345	21.114
67.548	109.219	30.651
61.532	90.024	48.284
63.048	57.991	52.793
71.682	29.697	51.384
83.593	51.361	53.800
103.497	39.660	52.760
120.958	74.406	52.975
126.549	100.231	53.577
147.797	118.717	47.537
167.459	146.767	43.853
175.650	170.588	44.906
187.034	189.561	42.388
193.455	211.002	51.560
203.183	228.957	58.706
210.379	252.838	54.940
220.023	272.006	54.137
222.705	282.234	52.747
225.502	289.475	55.912
235.592	300.267	67.917
232.226	304.421	67.150
213.789	304.306	58.154
208.377	307.992	55.002
209.398	326.231	57.523
187.749	339.378	66.352
164.898	334.147	66.615
140.368	330.329	63.008
109.188	327.319	60.768
62.495	286.129	63.638
37.221	212.739	67.197
55.310	147.358	64.200
62.224	97.552	60.157
74.577	63.670	60.318
79.464	55.892	67.332
82.595	51.998	75.129
78.439	58.964	79.241
61.526	52.174	83.076
49.853	59.909	84.192
40.582	58.368	86.038
29.900	46.697	92.773
22.127	44.589	95.600
17.393	42.298	90.185
13.534	39.763	87.708
10.228	35.425	96.836
5.988	39.584	91.733
2.366	36.126	80.739
5.632	26.149	88.609
11.810	24.905	90.440
15.628	27.014	83.865
12.949	21.146	88.376
14.229	6.998	90.247
16.184	10.841	85.457
18.311	19.559	88.800
19.975	22.318	89.343
16.445	21.674	85.746
9.736	16.205	86.635
6.570	14.749	82.992
6.696	17.415	74.178
11.381	17.679	72.726
16.714	19.514	80.184
21.102	23.876	76.144
20.091	24.999	66.845
14.607	22.491	69.749
9.290	23.300	79.295
6.760	23.024	79.835
7.121	22.000	75.620
9.789	18.364	73.102
14.165	13.326	73.559
13.935	16.760	78.173
15.273	14.116	76.608
17.017	5.799	67.844
16.357	4.465	61.001
14.316	3.857	57.189
9.664	2.476	57.512
6.370	3.574	56.047
4.485	6.546	52.418
2.972	9.385	48.928
2.912	10.730	41.253
4.345	7.769	32.947
4.322	5.106	28.601
5.449	5.142	29.495
7.323	4.562	31.626
6.345	7.719	34.170
6.487	9.202	34.179
6.588	8.054	37.521
5.022	5.799	37.235
6.733	5.304	31.616
7.666	5.942	32.461
8.312	5.892	34.395
8.853	6.552	37.132
7.955	7.509	39.873
8.058	9.311	39.275
5.876	7.100	38.630
4.383	6.145	35.888
3.531	5.887	32.155
6.018	6.401	33.353
7.165	7.181	33.252
7.034	6.747	29.724
6.224	6.699	28.391
5.581	5.819	29.315
7.334	5.580	31.242
8.022	5.437	29.758
6.778	9.198	27.162
7.279	13.479	24.792
9.054	14.153	24.290
9.158	9.070	29.115
9.334	5.870	32.593
9.756	5.241	32.416
7.537	5.385	37.213
21.069	5.557	44.075
3.549	5.557	45.383
18.770	6.115	45.815
16.239	8.214	54.142
17.701	10.105	62.923
3.423	10.488	69.782
7.029	8.549	76.469
8.680	5.018	81.013
7.433	3.939	88.496
7.685	4.508	93.412
7.317	3.548	91.751
5.242	2.246	91.001
3.501	2.945	85.894
3.554	3.216	88.653
5.444	3.015	90.042
5.699	3.246	89.011
5.347	3.390	91.251
6.460	4.328	89.247
4.689	3.490	89.574
2.671	2.045	80.340
2.861	1.320	77.377
3.618	3.816	78.992
4.066	4.434	69.939
3.430	4.331	60.884
5.714	6.857	57.638
11.342	8.350	57.701
15.576	8.297	57.580
17.506	10.101	51.895
18.349	8.458	40.927
20.514	9.041	31.437
20.708	10.784	23.226
21.961	11.846	15.533
34.259	17.640	9.430
35.444	26.043	7.442
26.398	33.436	7.328
26.810	46.378	8.384
28.467	66.568	10.600
33.753	104.759	14.545
31.951	132.750	19.029
40.886	151.175	23.882
79.123	166.253	29.904
75.548	184.491	34.976
78.189	228.551	35.887
99.626	273.503	32.942
111.789	304.450	31.035
126.206	325.340	29.092
131.621	340.919	27.247
147.263	344.757	30.608
159.431	343.080	34.905
169.154	342.605	37.460
170.494	329.949	40.476
163.880	313.459	40.544
160.788	300.228	40.093
145.524	258.116	44.704
126.826	224.421	46.457
110.272	192.517	46.621
90.223	141.204	51.775
80.013	86.961	52.863
75.243	36.337	46.513
73.624	72.114	38.582
75.831	134.501	30.289
88.528	176.187	21.242
101.917	201.875	13.833
99.820	212.708	9.690
105.641	214.507	8.463
109.755	208.652	6.203
111.874	193.628	7.086
112.406	182.174	9.081
115.446	168.711	8.650
119.773	150.941	13.236
121.696	138.713	13.806
132.370	139.126	13.241
125.353	132.853	15.956
127.920	128.793	17.338
129.905	126.534	16.068
110.292	114.776	16.920
110.095	100.587	17.466
110.030	78.743	15.511
95.287	82.213	13.952
86.045	99.985	14.927
77.851	101.057	19.456
79.482	99.795	22.325
89.018	93.847	24.836
80.649	81.035	26.647
69.421	94.636	26.374
61.266	125.595	23.040
43.681	149.788	20.179
26.997	167.918	20.040
15.553	177.173	20.661
17.890	167.682	19.316
27.404	166.849	20.368
29.239	171.698	23.904
30.371	161.827	30.199
34.526	150.217	10.981
37.506	139.150	38.260
37.832	120.080	80.717
32.512	95.944	34.903
23.897	73.177	32.332
15.697	46.322	34.117
8.776	21.689	37.812
2.553	9.295	37.879
5.210	9.888	39.235
10.550	12.171	41.067
10.885	14.338	43.837
11.365	14.185	49.617
12.693	12.027	56.607
11.377	7.677	60.335
9.319	6.417	63.350
7.636	10.136	70.829
4.773	15.255	76.645
5.028	17.778	79.556
5.484	16.406	82.350
6.851	15.933	88.273
7.458	12.272	92.359
5.344	8.782	95.945
5.875	8.542	101.669
6.269	9.037	100.095
5.808	8.152	101.107
4.173	9.730	104.698
3.175	12.239	111.934
2.269	15.385	116.698
1.601	18.221	111.200
1.002	18.680	116.346
0.996	18.520	119.761
3.202	18.221	113.740
4.692	17.825	116.852
4.431	17.172	118.066
3.969	13.848	118.912
4.810	6.607	116.865
4.744	6.166	110.651
4.680	9.599	110.705
6.197	9.843	105.946
5.912	8.422	103.270
4.533	7.458	107.212
2.988	5.954	102.399
3.298	5.540	98.855
2.958	6.535	106.334
4.755	9.875	103.131
4.055	13.598	102.541
2.419	18.682	105.538
5.037	21.747	99.801
6.880	20.504	105.439
8.781	17.579	111.136
9.273	14.856	111.596
8.998	14.400	114.938
11.392	14.782	117.056
12.265	17.973	113.003
9.398	18.337	113.341
7.248	16.319	121.136
4.816	17.271	115.003
5.240	15.873	113.955
7.699	14.330	120.202
10.174	12.902	118.052
12.930	10.946	123.400
13.482	12.750	124.135
11.256	14.333	116.768
8.981	13.412	112.000
8.531	13.636	99.473
7.607	18.317	98.252
7.379	18.820	110.830
8.689	15.559	102.858
8.549	14.984	92.363
7.532	14.138	91.919
6.194	11.993	90.476
4.694	9.824	91.551
4.905	7.981	85.118
5.446	7.823	82.657
4.607	5.999	86.857
5.976	4.682	82.651
9.056	5.574	75.982
7.317	6.139	78.684
4.256	5.558	76.358
3.945	3.785	66.757
3.100	3.617	63.080
1.481	5.330	64.900
3.448	5.188	69.705
6.472	3.047	75.169
7.122	3.867	74.231
8.097	4.739	65.918
6.849	6.353	67.686
4.821	6.679	75.205
3.733	5.920	71.967
3.573	4.042	67.882
5.062	2.331	68.581
6.086	3.562	73.132
10.778	7.053	80.724
12.350	11.337	77.969
12.252	14.713	72.868
12.336	15.285	71.815
8.561	15.628	69.211
5.962	13.992	69.107
4.199	12.379	65.452
3.532	11.539	58.093
4.416	10.794	57.529
3.180	9.294	63.959
2.730	6.675	67.589
4.238	4.861	63.734
6.240	4.435	60.285
3.775	5.140	55.385
2.391	2.594	52.916
4.976	2.487	55.599
7.673	3.479	53.813
8.192	5.024	52.527
12.588	5.753	52.501
14.555	6.776	55.541
16.439	9.215	59.321
19.804	11.475	57.474
17.339	10.806	57.062
12.815	8.120	60.659
10.500	4.628	58.169
8.214	4.397	51.103
8.209	4.684	49.363
11.826	7.511	51.535
14.577	10.375	48.746
16.250	8.464	45.562
15.012	6.746	46.404
11.746	7.330	48.080
10.722	6.148	47.770
9.139	10.869	49.189
8.028	14.161	48.656
9.568	13.564	48.160
9.868	7.805	49.012
12.701	5.586	52.050
17.099	13.445	57.644
15.781	11.395	59.373
10.924	7.029	61.493
9.039	8.284	64.410
11.651	10.004	74.136
13.719	12.489	84.803
12.888	17.867	102.217
11.955	20.500	115.455
16.595	23.823	125.939
21.056	26.351	142.522
22.954	26.946	160.676
24.277	31.124	181.339
26.066	32.531	193.760
31.200	41.766	202.591
27.957	67.824	218.849
24.743	63.158	241.762
23.082	48.149	255.692
17.187	46.276	261.810
14.016	40.978	271.324
7.888	33.484	281.986
5.357	22.479	289.714
4.399	13.741	297.277
6.649	14.744	311.101
5.371	13.880	315.326
2.795	12.805	309.598
2.389	12.914	299.512
2.975	15.112	275.950
4.516	19.813	258.425
3.838	20.259	239.643
2.666	19.929	220.278
2.523	16.533	200.497
3.411	11.816	172.220
3.653	13.045	151.808
4.347	16.885	131.372
6.426	17.074	116.419
8.000	17.906	100.909
6.866	18.576	82.098
6.240	14.954	76.954
8.396	12.381	77.158
10.676	10.899	73.354
11.413	7.119	67.074
11.791	4.481	66.447
13.862	6.022	68.067
14.721	11.458	70.989
11.635	15.298	71.742
9.751	20.954	72.905
9.462	23.842	71.870
9.499	23.551	74.239
11.305	23.740	78.412
14.771	23.190	76.976
18.673	25.164	75.928
24.673	30.774	74.873
27.600	51.435	65.391
29.305	60.630	55.846
30.163	54.091	51.211
29.145	62.504	44.690
24.751	52.726	39.497
18.180	43.062	29.912
12.968	30.453	16.980
10.081	20.697	2.774
9.615	16.502	12.096
10.300	14.535	20.813
12.636	14.478	28.804
14.421	14.745	33.546
16.420	16.067	36.846
18.286	19.590	44.181
19.171	22.198	51.299
16.055	25.704	54.924
14.332	29.381	55.968
11.259	26.539	56.298
6.055	22.891	59.280
3.707	23.555	65.344
2.373	23.160	70.703
1.677	16.330	76.771
6.187	8.924	82.978
7.763	5.081	83.425
5.437	9.728	85.373
3.461	12.027	82.757
2.310	9.623	74.989
1.086	9.895	71.162
1.905	10.111	78.295
3.284	10.874	86.659
4.685	11.214	86.718
6.999	8.486	83.033
6.169	5.455	79.611
5.511	4.776	83.064
4.925	4.565	85.214
5.463	4.526	81.621
3.620	4.650	82.792
4.257	4.741	86.127
8.717	4.577	85.218
12.754	4.862	80.220
13.879	4.620	80.081
12.692	4.806	80.360
9.158	9.639	76.995
7.182	14.524	74.517
5.456	14.477	71.755
2.647	14.018	70.167
4.909	15.703	64.705
7.866	17.065	53.557
9.456	18.899	51.555
12.771	21.662	55.566
13.374	23.951	58.352
12.963	22.150	56.250
13.084	18.787	49.293
10.354	18.271	45.209
10.864	17.639	46.292
12.651	15.358	50.144
9.779	14.200	49.123
6.500	16.085	45.535
6.011	15.386	41.253
6.081	14.640	35.937
7.221	14.950	33.425
4.598	12.955	34.143
2.771	13.270	36.874
2.024	16.806	36.901
1.951	15.194	35.426
5.743	12.009	34.967
5.867	10.993	34.696
6.539	10.834	34.816
10.861	12.219	31.431
11.051	15.275	26.213
10.099	15.091	23.637
9.796	11.469	22.121
9.483	10.420	22.208
8.416	9.269	24.708
6.548	7.103	25.966
5.165	5.140	26.288
5.581	3.849	28.586
5.354	3.630	31.212
4.151	3.922	31.302
2.347	3.601	30.920
4.118	3.287	28.047
4.398	1.642	23.714
4.715	1.870	21.946
7.280	1.656	20.223
7.554	3.582	19.641
7.047	4.909	18.676
6.508	3.713	17.522
5.178	3.843	19.581
6.324	5.621	20.075
7.768	6.357	18.328
7.020	6.759	16.614
6.428	6.546	17.080
6.656	2.627	16.461
5.548	3.473	15.646
5.265	5.495	14.371
4.276	7.559	13.315
5.200	8.101	14.064
6.010	6.902	14.831
3.901	6.032	18.355
3.314	2.575	20.412
4.807	1.050	19.924
5.007	2.267	22.007
3.637	3.901	21.794
4.344	6.420	23.188
5.834	8.198	27.106
6.030	9.512	26.908
8.119	9.898	26.027
9.241	11.790	28.012
8.623	13.142	29.777
8.676	14.331	32.841
8.372	14.308	35.176
9.743	12.808	32.643
10.594	14.958	30.220
9.881	15.790	27.833
9.287	11.567	29.488
8.481	10.571	29.792
7.909	10.236	25.754
7.690	7.088	25.620
5.998	6.276	28.335
4.076	5.835	31.235
4.085	4.351	32.161
4.233	4.392	35.690
3.549	4.503	39.172
4.417	4.070	39.474
5.740	3.046	38.341
6.401	3.641	36.118
7.889	4.539	36.344
7.400	3.814	37.048
6.778	3.505	36.335
7.696	3.840	35.528
4.998	4.675	34.492
2.482	4.153	30.834
3.353	4.177	27.779
1.716	4.491	28.643
0.752	3.104	27.322
1.325	2.859	28.703
4.363	4.240	26.296
5.267	4.961	19.369
3.102	4.129	19.030
2.848	4.414	20.117
3.326	4.064	20.491
2.884	4.278	20.544
1.382	3.952	22.191
1.366	3.849	24.858
3.275	5.421	26.247
5.235	6.206	26.733
6.876	5.603	27.567
7.623	4.229	28.685
7.635	4.611	27.195
7.219	3.796	26.701
4.113	2.881	27.297
3.206	5.247	24.961
3.103	4.546	23.617
3.125	2.866	22.598
2.405	2.181	22.252
1.488	1.840	21.133
0.619	2.288	19.038
0.562	2.700	20.353
1.398	3.314	23.135
1.357	6.066	23.295
0.725	7.192	23.126
3.342	6.455	22.308
3.415	7.237	19.439
2.703	7.520	18.894
2.236	6.664	19.258
4.296	5.445	20.176
3.696	2.589	20.878
1.175	2.550	23.540
16.735	1.903	24.485
15.718	0.573	25.890
2.489	1.693	28.286
1.291	2.398	27.238
2.237	5.787	25.882
1.208	7.934	24.817
15.777	6.134	24.236
2.689	6.146	22.753
16.853	5.836	21.875
2.303	5.962	20.970
1.862	5.327	21.243
1.092	4.941	21.218
1.175	6.609	23.002
1.121	5.483	26.953
2.321	4.486	26.538
4.975	4.161	25.832
4.206	2.313	26.893
1.819	3.888	26.662
2.428	2.980	28.356
2.630	6.855	30.658
1.724	9.068	28.214
15.922	8.079	26.647
14.260	8.854	26.771
19.965	9.021	24.387
3.370	8.225	21.701
3.845	6.056	19.695
17.787	5.204	16.650
16.815	6.868	15.036
4.270	5.741	15.916
14.406	4.343	19.312
6.175	5.685	22.494
7.166	7.949	22.990
8.780	9.317	22.775
11.659	11.736	21.558
13.135	13.432	20.560
15.271	13.315	19.517
17.739	13.791	19.803
19.939	15.141	20.269
20.304	16.384	21.369
18.811	17.811	23.124
16.592	19.589	22.144
15.298	21.975	19.740
17.162	20.747	17.794
18.569	19.823	17.497
18.576	18.950	16.340
15.818	18.184	16.546
14.160	18.628	19.238
14.771	20.292	25.372
13.203	21.809	26.551
11.355	22.496	24.237
9.328	21.675	25.308
7.921	19.684	26.303
7.049	18.078	28.294
8.941	19.097	31.020
11.071	20.147	32.867
11.115	17.839	35.178
11.668	15.347	39.514
11.956	16.479	40.925
13.445	16.751	37.019
17.968	15.462	31.790
19.109	13.510	29.398
20.703	11.978	27.216
22.525	12.637	28.469
21.645	12.177	32.719
18.461	12.046	36.172
16.366	14.841	38.954
14.209	15.952	40.849
12.821	14.643	40.523
12.709	13.514	37.919
11.168	9.037	35.901
9.087	3.555	38.863
5.886	5.472	41.184
5.306	8.615	38.609
3.773	9.854	32.931
1.423	13.393	30.177
2.415	15.103	31.785
4.251	14.082	32.729
4.093	9.120	32.626
4.576	5.503	33.699
3.877	8.557	36.213
5.838	11.241	37.842
5.119	12.231	37.842
4.084	12.406	39.687
2.535	11.051	42.353
2.851	9.713	45.188
1.781	9.639	41.779
1.304	9.988	34.232
1.023	9.439	28.798
2.682	8.445	22.589
4.415	5.929	18.571
4.071	7.591	13.290
6.806	9.859	11.337
7.503	9.607	15.139
8.981	10.654	19.143
10.761	12.043	22.552
10.489	9.014	27.501
9.724	4.847	34.146
9.048	2.847	36.329
8.483	5.489	35.364
7.663	7.465	34.609
8.117	5.068	32.749
10.664	6.655	33.540
12.205	10.802	32.725
14.119	14.564	30.922
16.509	19.360	33.168
18.646	22.426	34.185
21.163	23.742	31.024
21.852	24.540	29.017
23.166	23.596	29.110
25.609	21.643	30.479
30.342	20.304	29.940
37.536	25.169	32.365
43.901	29.855	36.289
53.476	31.364	42.737
61.541	32.840	43.310
64.699	33.125	40.064
71.693	32.430	42.043
76.586	30.438	46.907
83.782	32.166	54.589
77.843	31.195	60.570
63.988	23.495	57.153
57.194	13.496	52.830
44.093	8.456	57.955
30.788	6.431	63.227
29.198	10.978	69.069
29.277	16.279	69.985
29.022	19.885	67.712
25.048	21.440	78.188
18.491	20.072	87.903
15.919	11.069	85.224
15.119	14.956	86.774
13.829	16.723	96.608
11.942	12.497	95.430
10.766	10.482	91.496
7.934	11.684	97.221
8.793	15.747	99.918
11.398	14.130	94.687
13.020	9.125	91.071
12.767	5.295	92.281
12.359	3.478	92.856
13.117	3.703	93.435
13.038	5.373	88.218
10.863	8.737	84.048
10.758	11.842	88.482
13.935	9.294	88.793
15.925	6.842	81.437
14.726	19.014	80.508
18.275	11.748	85.598
21.724	13.831	82.314
23.179	17.939	75.609
26.675	23.612	71.167
27.770	31.015	65.416
29.754	33.114	60.840
32.100	31.274	60.198
34.925	28.324	57.887
35.914	24.217	50.518
31.938	22.456	44.593
24.880	31.314	42.448
16.440	27.465	38.524
7.471	17.712	34.677
3.292	17.084	30.014
4.725	14.845	26.203
6.477	15.320	23.267
9.044	15.362	23.004
11.846	13.812	26.648
11.292	12.413	30.252
8.677	10.295	35.616
5.212	9.977	41.774
3.077	11.129	47.094
1.810	11.259	49.885
1.851	10.060	51.701
3.932	9.287	55.899
2.664	13.438	59.068
4.632	12.990	61.497
2.458	11.543	62.842
3.379	9.156	62.768
4.690	4.917	65.354
3.524	3.911	67.207
2.050	8.814	66.301
3.915	13.323	67.210
3.733	14.497	68.555
3.875	12.016	63.881
3.340	9.487	64.647
3.031	7.836	62.765
3.032	5.423	56.750
5.988	7.191	54.927
5.882	7.061	52.947
6.112	5.427	53.763
4.761	6.993	49.764
3.626	7.875	39.419
3.332	8.747	31.988
3.299	10.274	29.505
2.471	11.444	29.441
5.442	11.704	30.340
4.655	11.326	28.789
4.550	10.596	26.527
5.020	11.967	24.872
5.212	15.950	22.843
6.649	18.900	22.966
8.709	19.679	28.152
11.461	17.652	35.087
10.303	16.791	38.042
7.536	17.125	40.718
4.512	14.367	40.588
2.744	12.187	37.579
4.036	9.640	38.996
5.133	7.224	38.837
6.106	7.328	37.299
5.591	6.375	36.659
5.640	4.797	35.555
7.564	5.029	34.151
10.277	5.406	32.708
16.464	4.269	30.552
20.532	4.177	29.584
20.754	6.061	26.765
19.855	28.510	22.122
21.061	37.129	20.849
25.450	32.516	18.715
27.880	42.771	16.121
27.867	57.198	15.798
26.278	75.262	17.954
25.160	87.102	23.444
27.617	93.738	33.133
29.706	103.205	39.052
39.315	125.080	37.420
46.573	150.214	41.449
47.250	184.913	56.457
47.277	220.916	68.636
50.775	250.522	79.444
56.550	267.132	93.591
66.619	267.695	107.369
71.613	273.476	125.683
64.721	275.112	136.722
62.498	269.674	148.397
61.152	259.834	153.569
62.305	250.964	156.896
64.991	237.172	159.257
64.952	221.268	165.749
61.486	199.305	173.790
51.209	165.409	180.551
42.003	141.169	192.578
41.308	103.902	193.392
36.349	52.932	201.515
29.891	27.747	206.111
29.300	66.325	203.790
25.130	123.542	199.979
20.397	163.616	199.454
17.232	206.554	202.782
12.305	241.836	188.331
9.991	261.242	183.491
10.663	279.986	196.283
10.502	287.081	172.387
8.100	289.368	170.695
7.193	299.640	176.013
7.359	318.221	157.227
7.532	328.540	151.851
8.949	339.091	136.231
8.452	339.023	124.926
8.592	333.899	119.903
8.199	330.473	109.657
8.880	318.822	99.357
8.352	309.656	102.697
8.887	315.503	93.587
8.007	329.421	77.527
7.768	294.464	77.676
8.957	295.165	75.643
9.563	360.817	68.159
12.795	409.901	63.398
14.626	440.846	66.206
14.176	476.406	64.077
16.287	503.675	56.776
14.251	511.080	56.887
8.486	521.022	57.870
7.702	529.230	57.956
10.590	531.274	58.302
9.923	527.315	55.866
14.070	526.782	55.680
16.606	514.355	55.034
14.835	447.112	51.978
21.369	420.773	46.789
31.464	425.230	41.004
40.953	396.811	40.674
51.419	370.366	39.760
54.788	341.968	42.334
50.906	325.910	49.572
46.582	318.062	50.530
37.142	314.067	53.216
30.311	320.790	55.744
25.851	321.505	58.910
21.326	303.028	67.065
21.595	265.528	72.048
24.484	231.475	76.944
30.895	207.641	85.026
39.942	199.528	97.264
46.322	228.646	106.899
51.062	222.750	110.367
52.316	253.450	117.153
58.709	318.991	128.168
61.378	322.602	140.255
54.032	318.248	150.032
53.384	323.245	172.463
57.602	314.635	180.301
59.602	311.072	169.360
60.846	310.073	175.711
66.147	302.551	167.981
81.443	297.057	165.457
88.317	291.926	159.404
84.230	294.165	156.698
77.527	298.882	158.497
65.441	281.218	151.227
55.758	230.417	156.620
36.923	164.094	150.508
18.616	118.606	150.084
13.770	100.495	153.501
24.719	87.734	158.077
30.043	81.555	156.807
25.850	84.591	163.206
18.099	93.635	174.743
19.610	97.608	172.465
23.268	89.777	179.120
18.802	86.036	177.810
15.154	82.004	176.849
8.202	50.304	184.161
7.174	32.961	186.143
12.401	31.391	184.106
18.881	32.929	188.938
18.857	33.586	192.434
19.593	30.320	190.035
18.654	21.813	187.545
14.491	13.582	180.507
14.356	16.666	177.682
12.394	32.097	173.377
10.066	49.145	165.690
11.390	58.265	162.583
11.991	49.005	153.234
13.406	33.790	147.678
15.093	30.648	141.061
13.662	27.095	133.350
12.029	23.020	127.761
9.053	21.385	124.443
6.353	22.908	124.251
7.852	26.028	111.895
10.157	24.563	100.979
8.392	25.291	96.434
7.025	27.961	88.229
3.798	29.064	78.691
2.326	25.654	71.754
5.897	24.020	66.393
9.878	23.022	65.778
13.149	20.496	62.556
14.253	19.813	58.456
15.657	18.222	57.171
18.143	17.153	51.637
21.333	16.482	46.610
23.123	18.472	48.298
22.154	17.876	47.283
18.638	15.724	44.098
16.486	16.072	39.000
16.123	14.266	33.365
15.621	9.475	30.918
13.696	9.119	28.930
10.245	8.280	31.053
8.349	4.000	34.104
9.615	4.909	34.130
9.394	6.661	34.414
8.499	6.483	36.391
10.395	5.203	36.467
12.828	3.196	32.742
14.997	4.110	30.174
17.613	4.376	31.299
17.787	3.652	33.402
16.573	3.996	36.427
16.732	4.320	36.230
18.284	7.456	33.565
17.574	10.022	32.051
16.042	11.257	30.187
13.269	10.412	27.629
14.737	7.594	27.651
11.735	7.783	30.336
8.622	9.627	30.140
6.021	7.570	30.375
5.818	7.642	32.571
4.762	8.660	30.352
3.814	8.933	25.897
4.823	9.751	23.427
4.725	9.332	17.501
4.387	9.586	13.706
6.472	8.109	11.562
5.671	6.133	8.391
4.666	7.080	9.296
3.872	5.698	10.074
3.290	4.272	9.577
4.252	5.653	9.832
3.125	4.771	9.773
6.842	2.938	9.739
8.168	1.957	9.667
6.648	2.918	11.953
8.989	8.220	12.635
7.469	11.034	12.538
5.498	10.546	15.571
2.918	12.739	14.411
3.116	14.265	13.719
1.974	14.123	15.960
2.896	14.177	13.724
2.533	13.223	9.736
3.033	13.129	9.842
3.579	13.472	14.086
3.134	13.757	13.877
0.953	13.189	10.841
1.468	11.175	9.994
1.915	10.953	6.240
2.672	10.750	5.751
5.646	11.012	5.814
7.520	10.486	7.115
5.225	11.121	8.826
6.425	10.439	8.384
7.349	10.426	6.920
7.875	10.194	5.428
10.801	6.997	6.675
7.034	4.439	8.772
4.741	3.693	9.897
3.374	5.048	10.599
0.847	7.335	13.280
3.010	8.829	12.661
5.240	9.939	8.326
7.469	12.454	8.393
9.741	14.024	9.258
10.783	13.595	7.818
12.643	12.457	4.572
13.560	11.832	3.530
12.943	9.349	4.127
9.098	10.851	5.438
8.307	11.485	5.794
12.406	7.443	7.263
10.007	6.018	8.263
8.697	4.393	10.268
20.181	6.294	13.143
17.744	7.928	16.973
4.823	8.987	21.376
4.414	9.530	23.323
5.224	8.991	25.109
4.334	9.739	29.077
2.452	9.037	32.104
4.531	8.119	29.787
7.089	8.770	26.263
6.837	7.436	26.301
19.131	6.918	29.122
3.757	11.276	33.272
15.929	16.656	35.838
6.800	20.304	35.625
7.888	21.098	32.654
5.868	20.155	30.000
2.042	18.220	31.591
3.173	12.687	31.163
6.960	7.652	27.972
5.092	6.484	28.689
4.658	5.945	29.934
3.076	7.233	27.497
2.495	7.110	24.023
3.471	5.952	18.804
7.420	7.408	14.151
7.275	8.092	9.532
5.439	8.720	10.361
6.647	8.931	19.042
7.898	10.265	28.023
8.507	14.249	36.850
11.875	14.935	43.751
13.884	15.621	49.927
