RHand	LHand	Head
43.288	16.089	36.494
54.778	19.048	38.079
57.999	21.373	37.875
53.947	21.911	35.428
52.916	17.981	34.567
50.207	14.815	36.638
48.931	13.164	35.511
51.435	8.159	34.815
44.673	11.184	37.043
31.450	6.901	36.977
23.046	5.160	36.457
18.431	6.559	36.852
23.712	5.184	38.880
36.952	7.592	38.129
45.394	7.598	33.945
43.925	12.680	32.864
37.500	16.473	32.845
32.941	15.602	30.584
25.205	11.799	24.323
23.197	3.346	19.319
42.126	7.022	15.830
41.124	9.027	9.165
22.071	10.816	3.229
8.998	15.711	4.341
11.706	17.234	13.081
25.857	14.974	19.389
28.335	13.041	25.235
27.452	11.192	31.775
26.855	7.634	36.962
25.094	4.786	41.727
24.651	5.418	47.710
22.817	7.697	56.238
18.999	8.675	55.788
18.893	14.876	50.649
19.173	20.960	49.804
22.133	24.720	48.682
27.687	27.518	52.677
32.349	28.688	56.279
37.911	28.943	56.924
39.546	27.258	63.538
34.027	28.219	69.445
32.545	32.671	71.519
36.817	30.783	78.095
36.658	26.141	78.782
35.822	21.114	77.535
35.018	16.989	82.187
32.179	16.882	84.059
32.810	17.304	90.029
35.479	14.992	91.502
33.840	11.101	96.651
32.241	7.861	100.678
31.898	7.807	99.201
28.315	9.749	103.056
23.604	9.171	110.366
21.578	9.419	118.755
26.251	11.207	116.861
24.042	14.642	112.693
13.744	14.735	119.283
14.925	13.575	121.988
16.664	13.553	124.126
11.882	16.078	119.016
10.647	19.508	114.807
10.709	19.569	114.548
11.631	20.277	105.847
11.118	19.319	104.729
6.695	16.867	102.737
5.355	15.947	94.696
4.372	16.517	86.850
1.607	15.106	88.993
2.655	12.771	82.631
2.952	12.078	69.078
4.496	11.533	71.697
4.715	13.052	68.969
3.630	14.989	54.490
3.145	16.000	44.600
3.585	16.882	38.123
3.985	16.141	38.089
4.700	14.729	43.038
4.654	14.355	40.088
5.105	10.282	34.574
8.371	5.131	34.173
8.569	7.557	32.782
6.625	10.648	31.793
6.041	13.032	29.971
5.384	15.211	26.986
5.062	16.376	22.801
2.070	16.298	19.532
0.452	15.975	17.712
1.462	13.743	13.809
2.326	12.188	10.620
5.681	10.508	9.992
8.433	6.384	10.162
10.447	4.221	13.229
12.299	4.709	18.306
13.555	4.839	25.807
14.061	6.098	32.499
11.324	8.959	40.573
11.132	11.151	48.660
11.917	14.229	58.365
14.548	17.337	72.146
17.660	18.470	83.345
20.735	27.928	96.969
24.604	30.008	112.851
22.556	20.646	129.484
20.767	22.425	140.832
18.940	26.678	152.089
25.039	33.347	169.885
29.686	34.584	184.908
27.263	27.592	188.234
30.727	33.076	198.366
35.920	46.554	219.661
45.011	53.665	225.502
59.823	55.346	230.166
74.565	47.266	235.659
83.905	30.301	231.163
107.058	18.204	230.112
121.254	13.012	227.287
125.353	14.759	221.345
141.875	19.926	211.046
133.757	31.665	208.137
138.462	57.107	212.919
139.505	84.417	208.649
136.383	107.222	208.949
146.897	117.865	211.482
144.778	125.076	216.534
153.085	141.950	217.472
154.543	156.830	223.181
152.476	176.121	240.116
150.864	209.809	252.619
143.008	235.083	255.938
131.377	251.585	255.297
115.796	268.628	261.050
86.119	274.505	257.360
56.595	270.951	249.841
37.708	265.386	248.714
20.461	244.343	243.599
15.628	247.307	227.086
17.379	275.684	206.463
18.513	304.005	175.286
23.430	338.936	143.240
27.309	370.082	131.060
33.194	401.187	103.337
36.272	434.241	62.888
38.195	460.343	66.265
40.774	481.970	75.850
39.722	504.394	82.334
36.566	527.440	91.372
33.615	497.854	98.997
32.845	485.417	99.639
31.836	526.924	95.271
29.725	564.766	103.566
26.804	572.876	106.465
24.102	596.955	97.931
23.670	611.247	97.114
20.739	633.443	90.726
17.544	679.060	79.692
17.918	708.270	75.113
15.408	763.666	70.890
13.031	780.159	63.471
13.298	754.805	57.918
15.351	684.240	55.851
19.383	595.758	55.870
21.915	501.450	57.135
27.000	372.570	61.315
35.002	263.377	74.176
44.893	188.385	85.405
50.366	162.629	83.821
51.461	184.132	81.311
52.439	205.352	90.613
53.038	228.794	95.113
60.268	258.939	92.905
61.706	295.845	104.105
58.149	333.980	118.775
60.335	357.378	132.703
59.510	343.642	147.098
61.000	352.784	162.245
65.503	386.127	175.875
66.674	362.999	184.079
71.380	355.047	191.613
87.803	393.158	197.543
90.572	403.673	200.483
82.044	416.984	200.200
96.833	450.994	200.132
108.694	493.912	199.997
103.375	497.702	202.049
105.659	494.217	195.831
117.431	504.082	190.870
111.348	500.241	190.632
106.855	491.395	186.886
107.659	490.234	185.911
85.288	462.421	179.404
70.672	423.001	168.205
73.547	380.731	164.355
72.908	318.053	157.980
62.088	234.848	153.419
42.611	127.871	152.920
19.124	111.105	152.044
11.524	123.076	147.184
9.381	96.755	139.414
12.909	115.820	134.271
20.294	130.269	135.382
24.211	119.515	129.601
25.603	135.981	118.795
28.798	125.612	120.394
29.292	101.307	113.200
34.007	106.973	107.228
29.776	82.841	106.221
18.145	49.129	102.224
16.262	33.370	94.675
11.355	22.242	92.143
8.817	21.467	86.179
5.020	33.509	81.016
5.718	50.310	78.059
13.609	52.602	73.304
18.873	46.720	75.288
22.711	39.544	77.300
23.362	29.257	72.880
23.193	19.192	70.144
21.154	9.624	72.526
17.365	9.894	70.725
15.450	17.298	73.078
13.274	19.830	74.618
11.531	21.928	69.828
7.619	27.426	66.363
4.749	34.515	63.568
5.518	32.351	65.837
8.613	25.670	66.508
8.087	18.743	60.493
8.932	11.144	57.835
9.881	13.998	63.142
9.083	17.989	64.526
9.629	19.379	62.464
10.412	18.785	62.540
10.499	19.129	65.166
11.125	20.169	67.344
12.471	20.108	61.477
12.543	17.750	59.259
10.899	14.529	61.253
7.519	10.872	60.788
7.058	10.261	56.334
6.578	8.564	50.245
4.793	7.478	47.762
4.772	10.572	48.002
5.422	11.406	46.901
6.563	15.784	43.021
5.049	17.353	38.942
4.984	12.227	42.056
6.648	11.036	45.641
6.104	13.444	42.538
5.406	14.938	38.901
4.947	14.044	41.617
4.906	11.472	45.419
3.469	11.835	46.945
3.987	10.256	52.024
4.075	8.075	54.060
5.263	7.879	53.203
7.768	9.557	51.805
8.987	13.225	49.289
11.222	15.795	54.178
10.377	17.991	59.216
7.102	19.839	57.427
4.841	20.651	52.620
2.884	23.058	51.791
1.280	23.319	54.743
1.850	19.505	53.302
2.815	17.094	49.617
2.237	15.801	43.840
2.762	11.588	37.922
2.129	7.385	40.749
3.244	10.545	32.008
3.126	14.263	29.962
2.711	15.974	28.062
2.042	17.908	33.759
3.904	17.472	26.980
11.768	15.831	27.556
16.106	16.288	26.287
19.118	24.843	23.604
26.633	31.821	20.688
32.466	39.417	20.502
33.571	46.190	19.708
34.508	45.548	18.637
36.520	39.215	20.145
37.846	34.115	22.671
39.527	33.619	23.907
36.128	28.133	24.461
18.119	18.543	27.157
16.599	14.056	28.546
17.073	13.450	30.565
12.971	13.956	33.105
7.954	12.855	34.901
5.389	11.645	39.336
7.016	10.123	43.249
8.298	8.587	41.738
6.773	7.566	37.784
6.201	9.693	36.658
6.886	11.425	38.893
6.020	10.466	40.814
6.179	10.343	40.920
9.754	10.714	45.058
10.591	10.112	43.600
8.284	7.823	37.548
7.945	4.032	35.676
9.393	3.137	37.506
9.643	6.226	40.159
16.715	8.820	43.717
16.429	9.277	58.180
6.079	11.038	76.746
4.034	11.307	86.915
3.405	13.475	100.569
2.424	13.042	118.337
2.346	9.433	135.576
1.988	8.030	145.572
3.131	9.383	142.620
2.710	10.046	143.940
2.448	12.589	139.256
2.491	13.207	124.841
5.833	11.903	114.735
7.397	11.075	98.620
5.936	9.119	77.718
5.557	7.061	58.972
5.579	3.945	42.930
5.955	1.310	29.002
5.769	4.132	16.772
5.540	5.667	7.136
6.267	6.938	11.670
8.261	8.589	19.469
7.782	8.941	26.419
7.563	8.000	35.890
9.108	7.550	43.195
8.694	7.248	49.839
5.505	6.749	53.023
3.087	4.408	53.233
3.032	4.064	57.661
3.265	5.277	60.777
2.708	3.403	60.039
2.032	2.842	65.684
1.478	2.834	70.535
1.938	4.088	69.729
1.866	2.188	67.353
1.326	1.504	63.231
2.232	1.752	62.361
2.818	2.971	62.183
2.414	5.074	57.758
2.812	7.649	51.369
2.793	8.072	48.481
3.182	6.929	43.756
4.729	5.603	44.094
3.524	5.332	43.158
2.561	4.464	43.222
1.382	4.634	37.713
1.565	7.797	27.145
3.573	9.588	25.240
2.811	10.325	26.874
4.820	9.744	25.817
5.346	8.954	28.645
3.822	8.106	30.693
4.753	4.975	29.486
4.712	2.159	28.996
4.680	2.211	26.702
4.375	3.148	26.078
3.188	2.299	22.712
1.512	3.054	18.488
1.326	3.749	18.413
2.644	5.482	19.745
1.404	7.743	21.015
2.483	17.266	21.093
1.126	18.036	19.901
3.301	10.868	18.839
3.580	10.817	17.454
3.692	9.216	21.807
4.585	6.817	23.010
3.864	6.772	20.932
2.300	4.622	22.668
3.987	3.278	21.500
2.143	3.427	23.666
2.034	2.308	25.188
3.506	1.572	25.254
1.571	3.208	25.787
2.031	4.932	26.304
1.472	4.433	24.887
1.606	2.997	20.029
2.021	4.124	15.962
3.888	5.297	11.481
2.425	4.303	8.750
2.383	4.418	6.788
1.947	4.047	4.309
2.484	3.764	4.759
3.075	3.672	5.787
2.389	2.610	7.050
2.150	3.912	8.088
1.147	4.684	10.602
1.613	3.793	13.601
2.664	4.838	15.206
3.316	4.042	15.971
2.040	3.273	17.651
3.308	2.481	20.535
3.894	4.157	24.557
3.196	4.314	25.518
3.792	6.512	23.234
3.807	6.829	24.720
4.044	7.650	26.812
2.478	7.044	27.964
1.686	5.163	31.121
2.725	5.189	34.502
0.877	6.276	39.324
1.468	8.934	44.469
2.162	9.549	46.764
3.127	8.507	42.258
2.482	8.334	38.528
2.983	8.706	41.572
3.867	9.958	41.034
3.360	10.803	38.688
4.253	9.205	35.105
4.540	9.286	31.413
3.797	9.741	28.059
3.789	9.525	24.272
2.882	10.015	25.853
3.339	9.974	28.150
1.664	11.739	29.182
2.131	12.750	32.852
4.886	11.702	32.368
6.616	16.471	32.461
8.040	17.196	33.183
11.407	12.612	33.093
14.648	10.085	30.968
14.872	11.205	27.863
17.667	9.927	26.602
30.350	6.453	23.941
31.628	5.234	22.185
27.019	3.356	24.981
30.350	5.510	26.798
30.631	12.377	26.923
26.895	19.257	29.320
27.376	25.838	28.224
33.019	30.390	26.620
35.519	34.602	25.802
37.181	37.069	22.464
41.949	35.612	19.339
50.079	35.844	17.672
51.832	36.086	13.870
51.567	30.434	12.298
56.722	24.165	13.139
50.871	29.902	15.403
38.117	28.471	17.137
33.284	21.501	15.785
30.402	13.720	17.092
27.320	16.026	19.328
24.720	24.021	16.863
26.031	28.231	16.578
28.301	33.531	20.141
29.373	35.986	22.180
28.742	33.758	24.207
25.422	28.524	25.288
20.987	21.974	25.916
17.362	18.450	27.165
13.826	17.103	30.472
11.815	15.265	32.821
10.588	12.333	35.177
9.166	6.192	35.418
18.114	6.327	34.186
19.312	12.104	38.126
8.135	26.205	41.410
6.707	28.287	45.542
6.470	20.894	51.510
8.185	22.032	57.954
9.014	21.378	65.992
7.376	19.725	70.095
7.203	19.513	68.600
8.221	15.302	66.906
8.672	13.056	69.825
8.099	17.709	68.382
6.776	22.021	60.992
6.712	27.736	53.952
8.749	32.208	48.437
10.290	43.094	41.584
10.870	42.052	31.951
14.183	38.645	30.689
15.021	33.628	43.325
13.968	30.001	53.690
12.589	26.911	58.695
8.394	20.714	67.471
5.897	16.388	81.249
2.095	10.752	86.798
2.708	8.837	81.520
6.903	11.547	79.119
10.807	15.348	79.314
15.238	18.785	77.232
18.648	21.874	71.799
19.858	22.779	66.922
18.003	15.616	66.044
14.924	11.437	62.211
12.901	12.363	54.673
9.317	13.416	46.615
5.884	12.382	39.067
4.929	7.492	30.941
4.544	5.155	25.568
5.289	5.770	22.865
5.698	11.053	21.073
9.121	12.964	21.632
11.116	5.445	22.327
9.617	2.150	24.681
10.569	3.105	24.951
9.391	6.125	22.593
9.243	9.590	20.483
10.436	12.390	17.452
11.536	10.476	16.005
12.923	9.992	16.655
14.174	10.144	15.623
14.431	6.119	14.559
12.684	3.596	15.740
12.316	4.393	17.804
10.969	5.976	20.209
8.808	5.351	22.007
8.666	7.346	21.636
6.904	6.419	24.553
4.921	6.499	27.742
5.470	7.374	31.312
4.898	6.830	38.413
4.163	6.265	47.209
4.106	7.417	50.535
7.246	7.737	51.639
12.447	10.307	53.452
13.928	15.278	51.100
17.167	18.240	46.607
18.986	19.928	44.401
19.024	20.305	43.132
20.553	17.614	42.824
15.995	10.927	44.825
11.423	7.183	46.189
8.952	8.428	45.895
4.499	8.763	44.418
1.263	7.384	43.322
2.589	8.598	43.009
3.457	10.784	43.846
3.311	11.006	46.560
3.979	12.969	47.763
5.035	12.121	43.809
4.640	11.110	41.135
4.412	11.307	46.033
4.479	9.803	43.731
4.249	11.001	42.815
5.092	13.078	46.923
5.832	11.798	50.110
7.679	17.822	52.162
6.404	18.617	55.742
3.863	6.822	59.008
3.234	4.312	58.084
2.639	3.697	56.564
2.600	4.072	48.960
3.683	3.563	43.930
4.487	4.786	45.339
3.393	6.842	47.366
4.499	8.857	48.851
4.713	11.875	48.041
4.796	27.057	48.730
4.029	25.924	57.461
5.189	10.106	73.087
3.604	10.083	79.140
3.020	10.045	74.810
7.978	10.690	78.066
11.157	11.844	84.826
9.642	11.165	93.151
9.839	11.928	99.048
12.274	9.374	99.504
13.528	14.503	107.695
13.991	8.590	115.855
13.108	4.600	116.057
14.323	4.181	118.780
15.424	4.349	121.432
14.778	4.153	126.652
16.280	3.813	127.086
18.248	7.315	123.353
17.141	12.342	125.106
16.310	22.613	118.951
16.112	25.144	121.824
15.510	20.568	137.700
16.908	23.632	149.871
16.831	27.041	166.892
17.958	23.458	168.104
18.345	23.244	165.742
17.667	26.616	172.609
12.973	23.506	173.595
7.317	18.491	186.224
7.223	17.510	200.773
9.663	15.092	197.670
12.856	13.701	194.919
14.643	15.637	195.631
13.905	29.360	198.441
13.809	30.019	199.176
13.112	18.246	191.808
13.263	20.280	188.787
16.308	20.030	185.245
15.368	18.618	175.043
15.631	17.973	171.486
17.192	14.975	176.376
15.181	10.557	178.715
11.513	11.868	184.291
9.719	13.779	189.105
10.920	16.833	191.898
10.487	24.228	199.010
9.715	31.356	211.134
11.074	38.623	220.993
12.258	34.973	233.168
18.693	21.838	244.814
23.802	20.947	248.276
21.940	22.572	262.738
23.402	21.435	283.930
24.568	9.303	286.997
24.387	9.369	279.934
26.449	15.381	280.233
29.152	19.656	277.111
25.985	23.892	269.540
22.610	29.501	259.062
24.701	35.377	251.331
25.785	34.763	245.215
23.920	31.994	235.152
22.531	31.309	227.211
21.491	29.673	223.784
18.267	28.028	212.987
16.252	25.799	200.709
16.062	19.242	200.322
17.792	12.284	192.087
9.257	13.642	177.134
5.371	21.862	169.793
7.018	25.499	161.628
10.333	25.596	146.515
14.813	24.823	135.102
16.323	26.800	130.242
15.040	28.224	129.073
12.919	27.150	126.251
9.395	26.581	118.752
7.992	22.391	113.465
7.933	15.650	105.957
7.046	13.030	101.720
5.880	12.981	100.504
4.253	10.918	94.935
2.688	9.991	91.349
3.507	10.351	86.470
6.936	11.806	81.042
10.345	14.275	78.677
9.747	14.518	79.373
7.114	10.319	78.041
5.797	8.496	74.706
5.848	9.017	73.351
7.053	5.649	75.988
6.604	5.400	79.084
8.025	5.857	80.666
7.898	6.789	80.150
4.531	15.642	76.562
2.801	17.670	72.653
3.873	11.984	67.495
3.513	13.216	65.052
4.225	15.575	68.625
6.503	16.742	64.343
6.668	9.335	55.699
6.064	9.323	55.325
6.224	15.863	57.432
7.657	15.920	55.390
7.818	15.050	49.264
7.310	13.195	46.946
6.389	11.604	47.890
4.727	8.914	45.022
2.180	7.406	39.769
3.656	6.019	36.490
4.377	6.388	34.414
6.026	7.024	29.905
7.026	3.371	26.113
6.946	3.776	25.541
6.105	3.261	25.867
5.301	2.644	26.929
4.038	5.689	27.394
2.366	6.597	26.222
0.598	6.625	28.752
1.369	6.386	34.331
3.301	5.878	36.521
4.136	5.872	38.634
2.355	8.207	38.979
0.676	8.261	35.801
0.952	9.282	33.826
1.185	10.354	33.024
1.321	9.747	35.554
0.956	8.672	36.934
1.547	6.390	37.767
2.000	4.071	40.013
2.836	2.040	38.405
4.329	2.090	39.261
12.465	2.396	39.780
11.522	2.327	41.225
6.455	4.687	44.710
6.223	6.777	48.850
4.787	8.274	57.144
2.593	10.136	64.895
2.540	11.095	65.069
2.804	9.966	65.417
3.667	6.547	72.525
5.203	3.292	78.755
6.292	1.737	80.356
8.987	3.080	75.874
7.487	2.178	75.957
4.070	2.868	76.789
3.667	4.156	70.751
4.700	3.576	62.078
4.667	3.320	55.394
3.483	3.289	48.580
5.238	5.425	41.339
5.807	6.849	38.037
6.628	8.558	35.019
10.708	6.942	34.138
11.305	10.342	32.684
15.173	13.560	29.873
15.630	11.354	29.944
16.517	8.444	31.576
17.930	7.558	32.577
19.439	6.782	32.261
22.751	7.541	38.576
22.341	9.593	48.270
32.944	12.903	44.514
18.789	16.785	35.326
14.682	18.010	30.194
13.260	17.377	24.953
12.798	10.589	20.201
10.087	11.660	18.025
8.426	10.478	18.821
9.539	7.445	20.848
8.647	7.491	21.856
4.918	8.027	21.197
4.119	10.333	25.694
2.494	9.289	25.569
5.236	7.371	21.592
7.749	14.807	20.887
6.304	13.633	19.938
3.296	13.301	20.142
2.564	15.360	19.261
5.316	15.030	18.224
5.326	13.549	16.779
5.417	13.068	13.161
5.247	12.037	10.086
4.820	10.514	8.302
4.763	8.330	7.844
8.801	10.601	8.076
11.532	17.000	7.295
13.893	18.701	7.346
19.722	9.345	8.800
29.313	10.548	10.679
36.766	17.646	14.199
48.000	16.600	16.831
49.560	10.384	17.986
44.585	3.959	18.950
28.640	7.670	17.696
13.303	11.558	15.474
7.373	6.724	13.806
5.211	3.848	14.678
7.392	8.822	14.767
8.005	14.381	12.824
7.463	18.006	14.258
6.923	18.173	14.512
3.915	19.443	14.911
2.143	20.209	15.965
3.985	19.507	16.180
4.593	12.426	18.685
4.993	10.410	18.040
6.880	9.333	17.070
6.034	5.298	18.398
6.241	3.798	19.842
6.431	29.089	22.621
7.644	27.538	24.998
7.177	1.412	25.399
5.978	2.084	24.435
5.462	4.427	27.644
3.390	5.218	29.209
3.475	6.237	28.388
3.932	33.742	30.343
2.560	34.127	37.123
2.484	8.614	39.368
3.305	6.813	34.727
3.066	5.354	32.293
2.838	10.472	34.461
2.744	8.874	36.139
1.989	5.707	33.818
2.262	5.378	35.269
2.279	7.386	37.292
3.268	6.488	40.680
2.392	3.526	47.343
4.122	3.258	51.114
2.680	5.856	47.415
2.935	6.111	44.252
4.493	4.117	49.263
3.501	2.868	51.971
3.741	4.053	50.632
3.386	2.812	47.813
3.543	3.333	42.493
4.157	4.531	39.524
4.802	3.714	36.854
3.818	3.141	31.568
2.147	3.860	24.614
2.898	4.432	17.462
3.420	4.643	12.058
3.705	4.907	9.952
4.736	5.975	9.929
5.630	5.400	14.939
7.145	6.678	19.369
6.957	5.729	22.374
5.408	7.342	27.696
3.924	6.680	32.890
3.112	6.942	33.329
4.883	5.443	29.880
4.308	4.434	26.100
3.631	3.695	19.837
4.217	2.656	13.214
4.532	2.466	10.229
3.296	2.369	11.120
3.543	4.017	15.623
4.521	4.033	19.251
2.824	5.204	21.855
0.999	8.762	25.831
1.509	5.143	27.774
3.904	3.181	36.915
5.460	4.051	44.100
6.863	4.406	43.766
7.112	6.036	46.297
5.951	5.861	47.765
5.114	5.361	47.757
4.126	5.763	53.181
3.494	3.345	56.660
4.439	4.390	54.695
4.561	5.493	59.793
7.062	5.430	68.584
8.798	5.078	70.409
8.958	7.461	72.146
9.563	8.728	73.103
12.481	9.027	77.256
12.947	16.140	90.368
13.714	18.691	93.400
15.885	18.105	93.154
15.880	38.204	99.278
18.040	36.439	98.860
16.861	13.999	98.099
16.379	12.420	109.021
18.418	16.488	110.162
19.658	30.241	108.263
20.068	36.513	122.559
19.591	35.349	130.293
17.716	39.619	131.483
16.870	36.116	138.305
18.620	28.825	141.402
21.461	24.870	143.841
20.694	25.502	154.246
19.285	27.249	156.907
19.692	30.831	163.042
32.697	35.329	169.385
34.509	40.541	172.342
23.851	44.491	181.144
24.347	41.125	168.070
25.448	43.057	172.518
26.606	50.718	198.851
29.005	60.970	200.295
30.998	64.839	196.744
33.928	59.370	202.189
33.497	58.938	201.427
34.203	66.104	197.257
38.967	69.605	197.151
40.436	68.192	199.132
34.484	63.504	193.213
25.660	63.006	181.199
19.437	67.842	181.737
12.900	67.325	174.976
5.754	66.337	175.200
7.480	68.639	169.658
12.138	64.465	165.721
19.944	55.141	167.468
28.388	40.903	168.668
53.378	26.816	169.308
55.755	19.664	166.338
35.056	18.063	169.777
33.085	22.980	172.248
32.018	24.704	173.200
31.150	25.116	177.664
28.291	27.484	180.265
24.767	33.178	183.218
26.621	34.111	189.363
25.283	27.381	192.469
26.037	20.045	196.884
24.964	16.024	211.146
21.277	17.045	221.593
22.409	18.569	224.351
16.711	16.970	230.664
9.693	16.034	242.421
9.772	19.971	251.553
10.289	29.538	257.065
10.818	38.357	264.436
9.852	44.939	270.362
9.288	47.350	269.064
10.770	48.861	271.556
15.499	51.948	270.308
21.694	52.943	263.842
24.752	50.525	261.910
25.026	46.874	263.740
24.696	42.268	268.230
21.976	41.088	269.688
20.567	38.149	274.599
24.783	36.101	281.773
24.088	36.226	281.994
21.000	36.938	283.992
27.003	37.867	280.517
27.084	33.875	276.682
19.364	29.249	271.983
14.452	28.314	268.479
11.350	29.810	269.611
4.989	30.557	262.057
3.094	28.199	259.387
6.045	24.405	263.509
4.050	24.025	257.280
4.730	22.381	252.621
15.380	21.566	255.473
17.376	19.718	254.328
6.440	13.405	254.265
6.362	11.518	255.712
3.569	10.720	256.986
3.683	7.677	257.603
2.764	9.795	258.603
4.502	12.663	254.070
5.773	14.132	254.896
5.700	15.500	259.102
7.310	18.547	254.010
9.321	21.004	254.001
12.759	24.260	257.383
13.359	24.816	249.741
14.250	23.582	246.729
12.446	25.712	247.098
10.777	25.971	235.451
10.131	49.273	229.460
7.137	54.164	225.412
3.384	23.789	207.696
1.365	22.627	201.164
3.963	20.417	203.217
6.071	20.277	194.745
4.559	21.513	180.303
4.607	27.279	170.247
5.670	25.875	157.683
4.298	20.789	148.986
4.733	20.477	141.797
4.204	18.320	125.790
5.249	17.426	111.293
4.592	16.408	100.464
3.273	16.367	91.344
1.197	20.577	76.497
3.306	25.996	65.855
4.488	26.970	58.902
3.098	23.326	46.311
2.386	21.280	34.629
1.612	24.770	27.250
1.043	23.249	22.808
3.057	13.205	17.248
5.144	10.564	14.068
5.229	7.245	17.573
5.493	3.817	22.363
7.869	8.325	27.133
8.314	10.263	31.894
9.359	8.805	36.117
11.230	9.261	40.285
9.350	8.591	41.780
8.005	6.855	45.476
6.665	6.649	49.673
6.051	7.551	51.925
2.412	6.344	54.016
4.091	5.134	53.314
3.000	6.152	60.981
3.782	6.451	65.993
2.835	6.699	64.024
2.535	9.343	70.032
2.648	12.504	75.798
3.235	13.723	75.453
5.610	13.971	78.824
4.724	10.802	82.798
5.364	6.753	83.750
6.850	6.582	78.927
5.601	4.358	71.282
9.779	3.190	74.149
11.262	3.829	76.556
10.430	4.487	70.539
12.676	7.024	65.332
12.423	10.818	64.807
11.132	14.991	67.297
11.204	16.948	67.211
9.171	15.923	76.804
7.637	13.233	55.853
7.013	10.421	56.218
6.870	7.695	61.056
7.772	6.660	56.736
7.200	4.867	50.606
8.167	1.162	48.506
11.404	15.373	44.146
13.938	17.819	35.466
15.207	7.101	30.750
13.956	7.849	30.498
11.819	14.682	33.693
11.624	19.562	34.411
10.939	17.776	33.607
10.319	14.107	35.000
9.656	13.293	37.888
9.373	17.679	37.864
7.753	27.651	34.884
4.179	38.836	34.819
5.081	42.748	33.450
6.759	45.699	32.107
10.494	51.109	33.836
14.661	51.247	37.108
19.587	50.624	42.523
19.139	52.359	42.439
16.944	56.039	37.621
15.474	57.175	35.195
12.990	54.397	36.919
10.403	57.696	38.898
5.588	62.677	35.928
9.251	63.027	34.782
13.357	60.285	33.210
16.765	63.779	30.606
22.161	76.175	32.508
28.530	89.254	32.714
29.163	101.783	30.126
28.028	117.164	29.615
27.871	126.790	30.411
28.981	135.851	31.847
36.297	150.310	33.376
34.098	149.323	31.693
26.535	151.070	26.661
26.778	152.259	37.601
29.341	145.007	33.195
28.269	142.594	12.504
22.980	135.812	10.231
18.712	136.346	11.575
15.082	143.769	12.529
10.483	144.959	12.553
5.644	152.551	11.536
4.782	161.219	11.725
7.181	176.999	11.961
6.103	181.423	12.393
6.089	156.349	14.307
5.696	150.008	15.520
4.392	134.154	17.181
3.740	124.669	19.409
2.666	135.215	18.242
4.370	128.426	18.264
4.890	127.896	18.376
5.794	136.431	15.717
4.677	140.876	12.402
3.852	137.315	10.394
1.896	121.765	8.408
3.084	111.826	6.491
3.237	111.141	7.876
1.560	110.039	9.189
0.964	105.683	5.674
3.102	102.439	6.168
1.536	105.168	7.348
3.025	101.009	13.781
8.609	96.624	12.472
7.082	101.661	5.226
6.316	93.567	4.574
6.773	79.732	5.837
6.660	80.470	8.136
5.601	86.270	8.386
6.734	41.139	19.383
7.313	42.526	9.408
6.152	90.313	14.966
5.800	103.013	6.683
5.258	124.574	8.167
4.445	145.420	8.007
3.701	164.706	7.178
3.866	171.122	15.673
4.066	179.345	11.146
3.495	184.199	18.951
4.983	181.461	7.100
6.481	177.068	15.655
7.471	166.133	26.335
8.218	154.876	46.745
8.306	152.252	54.541
10.827	157.377	31.307
12.420	164.328	35.192
10.169	167.132	52.341
10.939	176.422	52.720
8.962	176.069	50.255
6.294	173.057	50.292
8.267	167.179	53.144
6.933	146.924	52.609
4.357	124.458	51.658
5.636	109.580	53.530
6.351	132.084	58.364
7.317	157.343	64.031
6.859	181.969	67.462
7.020	201.879	74.110
7.517	222.299	78.289
7.855	224.476	78.395
12.346	207.473	77.969
12.020	165.335	74.262
6.536	106.264	75.026
8.993	52.215	75.924
10.860	20.524	70.625
9.741	16.324	65.399
10.559	38.585	65.617
10.328	84.595	63.620
9.924	125.640	56.879
8.719	158.866	54.526
5.136	185.665	54.791
4.586	200.490	52.080
2.523	186.802	46.765
1.273	166.092	43.710
1.809	160.331	42.241
3.752	163.208	38.767
5.481	180.336	33.729
6.526	188.494	30.419
8.161	216.348	23.512
7.851	247.745	15.786
6.154	255.655	10.967
6.023	270.062	7.267
4.108	277.500	4.497
2.849	270.440	3.875
0.977	270.395	6.682
1.318	275.226	8.223
3.100	279.516	10.895
4.844	289.168	11.955
7.761	295.518	12.006
8.912	308.751	12.868
8.450	329.201	12.771
11.159	341.500	15.561
14.546	299.415	18.940
16.995	283.778	20.827
20.918	300.268	22.550
24.091	287.246	23.498
25.434	273.003	25.772
31.080	245.906	26.227
38.313	234.898	25.979
36.735	229.413	28.921
43.330	225.962	26.443
54.051	220.738	20.976
57.316	217.851	19.664
62.029	213.694	18.744
61.235	205.677	19.367
62.834	188.564	18.802
63.029	180.169	18.587
53.722	171.304	20.328
46.124	145.886	23.137
37.089	147.226	28.004
26.802	132.898	35.593
17.994	109.593	38.510
14.004	120.147	36.015
13.758	114.537	35.095
14.302	106.223	33.605
15.981	140.996	32.346
16.618	141.066	34.172
16.271	106.694	35.358
14.422	99.803	34.024
14.294	89.023	34.286
11.978	63.697	36.889
8.765	42.038	35.945
5.993	20.061	33.048
5.923	16.878	37.067
4.901	32.657	37.412
7.252	41.393	34.204
7.787	46.642	32.344
6.705	46.793	31.895
8.019	38.317	38.436
12.124	27.932	46.654
15.277	20.901	48.783
16.170	14.031	45.266
17.364	8.578	43.360
