RHand_X	RHand_Y	RHand_Z	LHand_X	LHand_Y	LHand_Z	Head_X	Head_Y	Head_Z
0.667	3.167	0.413	2.428	5.664	1.878	3.124	3.788	1.124
0.667	3.167	0.413	2.428	5.664	1.878	3.124	3.788	1.390
0.667	3.167	0.413	2.428	5.664	1.878	3.124	3.988	1.390
0.667	3.167	0.413	2.428	5.664	2.079	3.124	3.988	1.390
0.667	3.167	0.413	2.428	5.664	2.079	3.124	4.254	1.607
0.869	3.167	0.413	2.428	5.664	2.079	3.124	4.254	1.607
0.869	3.167	0.413	2.642	5.664	2.079	3.124	4.549	1.607
0.869	3.167	0.413	2.642	5.664	2.079	3.124	4.549	1.607
0.869	3.167	0.413	2.642	5.664	2.079	3.124	4.809	1.607
1.104	3.167	0.413	2.642	5.664	2.079	3.124	4.809	1.829
1.104	3.167	0.413	2.642	5.941	2.373	3.124	4.809	1.829
1.104	3.167	0.413	2.642	5.941	2.373	3.124	5.016	1.829
1.104	3.167	0.413	2.907	5.941	2.373	3.124	5.016	1.829
1.104	3.167	0.413	2.907	6.161	2.373	3.384	5.016	2.031
1.104	3.167	0.413	2.907	6.161	2.595	3.384	5.016	2.031
1.104	3.167	0.413	2.907	6.161	2.595	3.384	5.241	2.031
1.104	3.167	0.413	2.907	6.161	2.595	3.384	5.241	2.031
1.104	3.167	0.413	3.154	6.397	2.595	3.384	5.241	2.031
1.104	3.167	0.413	3.154	6.397	2.835	3.591	5.241	2.031
1.104	3.167	0.413	3.154	6.397	2.835	3.591	5.241	2.278
1.104	3.167	0.413	3.416	6.670	3.162	3.591	5.241	2.278
1.104	3.167	0.413	3.416	6.670	3.162	3.591	5.489	2.278
1.104	3.379	0.413	3.657	6.925	3.524	3.591	5.489	2.278
1.104	3.379	0.413	3.657	6.925	3.524	3.837	5.489	2.278
1.104	3.379	0.413	3.657	7.128	3.807	3.837	5.489	2.278
1.104	3.379	0.413	3.657	7.128	3.807	4.041	5.489	2.278
1.104	3.379	0.413	3.885	7.128	3.807	4.041	5.489	2.488
1.104	3.379	0.413	3.885	7.368	3.807	4.343	5.489	2.488
1.104	3.600	0.413	3.885	7.368	3.807	4.343	5.489	2.488
1.104	3.600	0.413	3.885	7.368	3.807	4.734	5.489	2.488
1.104	3.600	0.413	3.885	7.368	3.807	4.983	5.489	2.488
1.104	3.600	0.666	3.885	7.368	4.050	5.274	5.489	2.488
1.104	3.600	0.666	3.885	7.368	4.050	5.555	5.489	2.488
1.104	3.600	0.666	3.885	7.600	4.050	5.855	5.489	2.758
1.104	3.600	0.666	3.885	7.600	4.050	6.151	5.489	2.758
1.104	3.600	0.666	3.885	7.600	4.050	6.474	5.489	3.024
1.104	3.600	0.666	3.885	7.813	4.050	6.828	5.489	3.024
1.104	3.600	0.666	3.885	7.813	4.050	7.227	5.489	3.230
1.104	3.600	0.666	3.885	7.813	4.050	7.686	5.489	3.230
1.104	3.600	0.666	3.885	8.026	4.050	8.104	5.489	3.230
1.104	3.600	0.666	3.885	8.026	4.050	8.565	5.735	3.488
1.360	3.804	0.666	3.885	8.026	4.050	9.047	5.735	3.488
1.360	3.804	0.666	3.885	8.026	4.259	9.543	6.007	3.770
1.360	3.804	0.666	3.885	8.227	4.259	9.985	6.007	3.770
1.610	3.804	0.666	3.885	8.227	4.259	10.490	6.235	3.770
1.610	3.804	0.666	3.885	8.227	4.259	11.019	6.235	4.072
1.610	3.804	0.666	3.885	8.227	4.259	11.522	6.493	4.072
1.842	3.804	0.666	3.885	8.227	4.259	12.095	6.493	4.339
1.842	3.804	0.666	4.093	8.227	4.259	12.673	6.776	4.339
1.842	3.804	0.666	4.093	8.227	4.259	13.191	6.776	4.339
1.842	4.007	0.666	4.093	8.227	4.259	13.649	7.089	4.629
1.842	4.007	0.666	4.093	8.227	4.259	14.166	7.089	4.629
1.842	4.007	0.666	4.093	8.450	4.259	14.714	7.460	4.910
2.053	4.007	0.666	4.093	8.450	4.259	15.225	7.460	4.910
2.053	4.007	0.666	4.093	8.450	4.259	15.729	7.776	5.118
2.053	4.007	0.666	4.093	8.450	4.259	16.295	7.776	5.118
2.053	4.007	0.666	4.093	8.450	4.259	16.871	8.067	5.459
2.053	4.007	0.666	4.093	8.450	4.259	17.398	8.067	5.668
2.053	4.007	0.666	4.093	8.450	4.259	17.896	8.282	5.668
2.053	4.007	0.666	4.093	8.450	4.259	18.459	8.282	6.046
2.053	4.007	0.666	4.093	8.450	4.467	19.027	8.282	6.249
2.053	4.007	0.666	4.093	8.450	4.467	19.531	8.282	6.249
2.053	4.007	0.666	4.093	8.450	4.467	20.005	8.282	6.616
2.053	4.007	0.666	4.093	8.450	4.467	20.456	8.282	6.616
2.053	4.007	0.666	4.093	8.450	4.467	20.892	8.282	6.992
2.053	4.007	0.666	4.093	8.450	4.712	21.301	8.282	7.200
2.053	4.007	0.666	4.093	8.450	4.712	21.719	8.558	7.200
2.290	4.239	0.919	4.093	8.450	4.712	22.098	8.558	7.558
2.290	4.239	0.919	4.093	8.450	4.712	22.391	8.838	7.558
2.290	4.239	0.919	4.093	8.450	4.943	22.637	8.838	7.865
2.290	4.239	0.919	4.093	8.450	4.943	22.637	9.103	7.865
2.290	4.239	0.919	4.093	8.450	4.943	22.954	9.103	8.108
2.290	4.239	0.919	4.093	8.450	4.943	22.954	9.379	8.108
2.290	4.239	0.919	4.093	8.450	4.943	22.954	9.379	8.108
2.290	4.239	0.919	4.093	8.450	4.943	22.954	9.585	8.108
2.530	4.239	0.919	4.093	8.450	4.943	22.954	9.585	8.108
2.530	4.239	1.124	4.093	8.450	5.162	22.954	9.790	8.108
2.530	4.239	1.124	4.093	8.450	5.162	22.954	9.790	8.108
2.530	4.441	1.124	4.093	8.450	5.162	23.155	10.005	8.108
2.530	4.441	1.124	4.093	8.450	5.162	23.155	10.005	8.108
2.530	4.441	1.124	4.093	8.450	5.162	23.505	10.236	8.108
2.530	4.441	1.124	4.093	8.450	5.162	23.734	10.236	8.108
2.530	4.441	1.124	4.093	8.450	5.162	23.938	10.469	8.108
2.736	4.441	1.124	4.093	8.450	5.162	24.168	10.469	8.108
2.736	4.441	1.328	4.093	8.450	5.162	24.462	10.701	8.108
2.736	4.441	1.328	4.093	8.450	5.162	24.762	10.701	8.374
2.736	4.441	1.328	4.093	8.450	5.162	25.080	11.038	8.374
2.979	4.668	1.328	4.093	8.721	5.162	25.433	11.038	8.374
2.979	4.668	1.328	4.093	8.721	5.162	25.747	11.280	8.639
2.979	4.668	1.568	4.093	8.721	5.162	26.062	11.280	8.639
3.184	4.884	1.568	4.093	8.955	5.162	26.411	11.508	8.639
3.184	4.884	1.568	4.093	8.955	5.162	26.742	11.508	8.879
3.184	4.884	1.568	4.093	8.955	5.162	27.030	11.731	8.879
3.184	4.884	1.568	4.093	9.275	5.162	27.324	11.731	8.879
3.184	4.884	1.568	4.093	9.275	5.162	27.660	11.951	8.879
3.184	5.107	1.568	4.093	9.513	5.162	27.980	11.951	9.138
3.184	5.107	1.568	4.093	9.513	5.162	28.323	12.187	9.138
3.409	5.107	1.568	4.093	9.755	5.162	28.607	12.187	9.138
3.409	5.107	1.568	4.093	9.755	5.162	28.905	12.187	9.138
3.632	5.107	1.568	4.093	10.006	5.162	29.173	12.187	9.359
3.632	5.357	1.568	4.093	10.006	5.162	29.448	12.187	9.359
3.632	5.357	1.774	4.093	10.006	5.162	29.725	12.187	9.359
3.874	5.357	1.774	4.093	10.006	5.162	29.981	12.187	9.624
3.874	5.357	1.774	4.093	10.006	5.412	29.981	12.187	9.624
3.874	5.357	1.774	4.093	10.006	5.412	30.401	12.187	9.624
3.874	5.357	1.774	4.093	10.006	5.412	30.401	12.187	9.847
3.874	5.357	1.774	4.093	10.006	5.412	30.740	12.187	9.847
3.874	5.357	1.774	4.093	10.006	5.412	30.740	12.440	9.847
4.098	5.357	1.774	4.093	10.006	5.412	31.078	12.440	10.092
4.098	5.577	1.774	4.093	10.263	5.412	31.078	12.718	10.092
4.098	5.577	1.774	4.093	10.263	5.412	31.428	12.718	10.332
4.376	5.577	1.774	4.317	10.263	5.412	31.428	13.021	10.332
4.376	5.577	1.774	4.317	10.486	5.412	31.428	13.021	10.535
4.376	5.577	1.774	4.317	10.486	5.412	31.685	13.429	10.535
4.637	5.577	1.774	4.317	10.486	5.412	31.685	13.429	10.535
4.637	5.577	1.774	4.317	10.694	5.412	31.685	13.826	10.739
4.637	5.814	1.774	4.560	10.694	5.618	31.685	14.040	10.739
4.637	5.814	1.774	4.560	10.694	5.618	31.685	14.255	10.739
4.878	5.814	1.774	4.560	10.694	5.618	31.685	14.456	10.739
4.878	5.814	1.774	4.560	10.931	5.618	31.685	14.661	10.739
4.878	5.814	1.774	4.560	10.931	5.618	31.685	14.661	10.739
4.878	5.814	1.774	4.560	10.931	5.618	31.966	15.071	10.739
4.878	5.814	1.774	4.560	10.931	5.618	31.966	15.071	10.739
4.878	5.814	1.774	4.560	11.167	5.618	32.289	15.399	10.739
4.878	5.814	1.774	4.560	11.167	5.618	32.289	15.399	10.739
4.878	5.814	1.774	4.560	11.167	5.618	32.586	15.608	10.739
4.878	5.814	1.774	4.560	11.167	5.618	32.586	15.608	11.005
4.878	5.814	1.774	4.762	11.167	5.618	32.871	15.608	11.005
4.878	5.814	1.774	4.762	11.410	5.618	32.871	15.608	11.217
4.878	5.814	2.051	4.762	11.410	5.618	33.200	15.608	11.217
4.878	5.814	2.051	4.762	11.410	5.618	33.200	15.608	11.444
4.878	5.814	2.051	4.762	11.410	5.618	33.605	15.835	11.444
4.878	6.023	2.051	4.762	11.670	5.618	33.877	15.835	11.735
4.878	6.023	2.051	4.967	11.670	5.618	34.115	15.835	11.735
4.878	6.023	2.051	4.967	11.670	5.618	34.338	15.835	11.938
4.878	6.023	2.051	4.967	11.923	5.618	34.563	15.835	11.938
4.878	6.023	2.051	5.217	11.923	5.618	34.563	15.835	12.163
4.878	6.023	2.051	5.217	11.923	5.618	34.896	15.835	12.163
5.078	6.023	2.263	5.217	12.168	5.618	34.896	15.835	12.163
5.078	6.023	2.263	5.217	12.168	5.848	35.183	15.835	12.425
5.078	6.023	2.263	5.446	12.477	5.848	35.183	15.835	12.425
5.078	6.268	2.263	5.446	12.477	5.848	35.401	15.835	12.425
5.078	6.268	2.505	5.446	12.922	6.054	35.401	15.835	12.660
5.315	6.268	2.505	5.446	13.183	6.054	35.617	15.835	12.660
5.315	6.528	2.505	5.446	13.505	6.054	35.617	15.835	12.660
5.315	6.528	2.505	5.446	13.871	6.054	35.830	15.835	12.944
5.533	6.528	2.760	5.708	14.282	6.054	35.830	16.100	12.944
5.533	6.528	2.760	5.708	14.797	6.054	35.830	16.100	12.944
5.533	6.528	2.760	5.708	15.323	6.054	36.112	16.100	13.144
5.533	6.528	2.760	5.967	15.846	6.329	36.112	16.100	13.144
5.533	6.528	2.760	5.967	16.305	6.329	36.112	16.100	13.144
5.533	6.528	2.760	5.967	16.791	6.329	36.112	16.100	13.144
5.533	6.528	3.000	6.209	17.293	6.329	36.368	16.100	13.144
5.533	6.784	3.000	6.209	17.756	6.329	36.368	16.100	13.144
5.533	6.784	3.000	6.209	18.165	6.329	36.368	16.331	13.144
5.805	7.020	3.230	6.209	18.515	6.329	36.368	16.331	13.144
5.805	7.020	3.230	6.209	18.850	6.329	36.605	16.558	13.144
5.805	7.313	3.230	6.410	19.186	6.329	36.605	16.558	13.144
5.805	7.313	3.521	6.410	19.554	6.329	36.605	16.797	13.144
5.805	7.313	3.521	6.410	19.898	6.329	36.605	16.797	13.144
6.042	7.313	3.521	6.623	20.189	6.329	36.605	17.006	13.355
6.042	7.562	3.521	6.623	20.448	6.329	36.605	17.006	13.355
6.042	7.562	3.521	6.623	20.669	6.329	36.605	17.006	13.355
6.042	7.562	3.748	6.623	20.887	6.329	36.878	17.006	13.355
6.042	7.562	3.748	6.840	21.094	6.329	36.878	17.206	13.355
6.042	7.779	3.748	6.840	21.307	6.329	36.878	17.206	13.581
6.042	7.779	3.968	6.840	21.581	6.329	37.153	17.206	13.581
6.042	7.779	3.968	6.840	21.814	6.584	37.153	17.206	13.581
6.246	7.998	3.968	6.840	22.063	6.584	37.153	17.206	13.581
6.246	7.998	3.968	6.840	22.306	6.584	37.368	17.206	13.581
6.246	7.998	4.211	7.046	22.591	6.584	37.368	17.206	13.581
6.246	7.998	4.211	7.046	22.849	6.876	37.368	17.206	13.581
6.246	7.998	4.211	7.046	23.056	6.876	37.368	17.206	13.581
6.246	8.226	4.211	7.046	23.056	7.113	37.368	17.206	13.581
6.246	8.226	4.211	7.046	23.393	7.113	37.628	17.206	13.581
6.246	8.226	4.211	7.046	23.393	7.361	37.628	17.206	13.795
6.246	8.226	4.211	7.317	23.692	7.361	37.628	17.206	13.795
6.246	8.226	4.211	7.317	23.692	7.579	37.926	17.206	13.795
6.246	8.226	4.211	7.317	23.899	7.579	37.926	17.206	13.795
6.246	8.226	4.211	7.579	23.899	7.579	38.170	17.206	13.795
6.246	8.226	4.211	7.579	23.899	7.579	38.170	17.206	14.044
6.246	8.226	4.211	7.579	24.180	7.579	38.390	17.206	14.044
6.246	8.226	4.211	7.788	24.180	7.804	38.390	17.414	14.044
6.246	8.226	4.211	7.788	24.180	7.804	38.654	17.414	14.044
6.246	8.226	4.211	7.788	24.180	7.804	38.654	17.414	14.044
6.246	8.226	4.211	7.788	24.180	7.804	38.947	17.414	14.044
6.246	8.226	4.211	7.995	24.180	8.028	38.947	17.414	14.271
6.246	8.226	4.211	7.995	24.385	8.028	39.267	17.414	14.271
6.246	8.226	4.211	7.995	24.385	8.028	39.267	17.414	14.271
6.246	8.226	4.211	7.995	24.385	8.028	39.621	17.414	14.271
6.246	8.226	4.211	7.995	24.385	8.028	39.621	17.414	14.271
6.246	8.226	4.211	7.995	24.385	8.028	39.896	17.414	14.271
6.246	8.226	4.211	7.995	24.385	8.028	39.896	17.624	14.271
6.246	8.226	4.211	7.995	24.608	8.028	40.114	17.624	14.271
6.246	8.226	4.211	7.995	24.608	8.028	40.114	17.624	14.271
6.246	8.226	4.414	7.995	24.608	8.028	40.361	17.624	14.271
6.246	8.226	4.414	7.995	24.608	8.028	40.361	17.624	14.271
6.466	8.226	4.414	7.995	24.608	8.242	40.592	17.624	14.271
6.466	8.226	4.414	7.995	24.608	8.242	40.592	17.876	14.271
6.466	8.226	4.414	7.995	24.819	8.242	40.833	17.876	14.271
6.466	8.226	4.414	7.995	24.819	8.565	40.833	17.876	14.271
6.466	8.226	4.414	7.995	24.819	8.565	41.127	18.128	14.271
6.466	8.226	4.414	7.995	24.819	8.915	41.127	18.128	14.271
6.466	8.226	4.620	8.201	24.819	8.915	41.391	18.128	14.271
6.466	8.226	4.620	8.201	25.045	9.204	41.391	18.423	14.271
6.466	8.226	4.620	8.201	25.045	9.204	41.697	18.423	14.271
6.466	8.226	4.620	8.423	25.045	9.471	41.697	18.705	14.271
6.466	8.226	4.620	8.423	25.045	9.471	42.010	18.705	14.271
6.466	8.226	4.620	8.423	25.045	9.675	42.010	18.915	14.271
6.466	8.226	4.620	8.423	25.045	9.675	42.237	18.915	14.271
6.466	8.226	4.620	8.671	25.045	9.913	42.237	18.915	14.271
6.466	8.226	4.620	8.671	25.045	9.913	42.237	19.134	14.271
6.466	8.226	4.620	8.671	25.045	10.113	42.461	19.134	14.271
6.466	8.226	4.620	8.893	25.045	10.113	42.461	19.134	14.271
6.466	8.226	4.620	8.893	25.328	10.351	42.461	19.134	14.271
6.466	8.226	4.620	8.893	25.328	10.351	42.461	19.134	14.271
6.466	8.226	4.829	9.102	25.540	10.588	42.461	19.134	14.271
6.466	8.226	4.829	9.102	25.540	10.588	42.461	19.134	14.271
6.466	8.226	4.829	9.102	25.540	10.828	42.461	19.134	14.271
6.673	8.226	4.829	9.102	25.782	10.828	42.701	19.370	14.271
6.673	8.522	4.829	9.384	25.782	11.163	42.701	19.370	14.271
6.887	8.522	4.829	9.384	25.782	11.163	42.701	19.370	14.271
6.887	8.522	4.829	9.596	25.782	11.525	42.701	19.714	14.271
7.113	8.757	4.829	9.596	26.008	11.525	42.701	19.714	14.271
7.113	8.757	4.829	9.848	26.008	11.830	42.701	20.003	14.271
7.322	8.963	4.829	9.848	26.008	11.830	42.701	20.003	14.271
7.322	8.963	4.829	9.848	26.008	11.830	42.701	20.387	14.271
7.322	8.963	4.829	10.101	26.008	12.065	42.701	20.387	14.271
7.561	8.963	4.829	10.101	26.008	12.065	42.701	20.712	14.474
7.561	8.963	4.829	10.101	26.008	12.065	42.701	20.712	14.474
7.561	8.963	4.829	10.389	26.271	12.267	42.701	21.010	14.474
7.561	8.963	4.829	10.389	26.271	12.267	42.701	21.010	14.474
7.561	8.963	4.829	10.389	26.486	12.267	42.701	21.269	14.474
7.561	8.963	4.829	10.389	26.486	12.267	42.701	21.269	14.474
7.561	8.963	4.829	10.389	26.788	12.267	42.701	21.490	14.474
7.561	8.963	4.829	10.389	26.788	12.267	42.907	21.490	14.474
7.561	8.963	4.829	10.389	27.227	12.485	42.907	21.490	14.692
7.561	8.963	4.829	10.389	27.510	12.485	42.907	21.772	14.692
7.773	8.963	4.829	10.389	27.798	12.800	42.907	21.772	14.692
7.773	8.963	4.829	10.700	28.099	12.800	42.907	21.984	14.692
7.773	8.963	4.829	10.700	28.366	13.095	42.907	21.984	14.692
7.773	8.963	4.829	11.007	28.646	13.095	43.132	22.184	14.692
7.773	8.963	4.829	11.257	28.879	13.514	43.132	22.184	14.692
7.773	8.963	4.829	11.257	29.174	13.777	43.132	22.184	14.692
7.773	8.963	4.829	11.499	29.457	14.021	43.132	22.414	14.692
7.773	8.963	4.829	11.499	29.678	14.270	43.132	22.414	14.896
7.773	8.963	4.829	11.743	29.678	14.270	43.132	22.414	14.896
7.773	8.963	4.829	11.743	30.083	14.593	43.132	22.414	14.896
7.773	8.963	4.829	11.743	30.316	14.593	43.132	22.632	14.896
7.773	8.963	4.829	12.032	30.538	14.853	43.132	22.632	14.896
7.773	8.963	4.829	12.032	30.744	14.853	43.132	22.632	14.896
7.773	8.963	4.829	12.276	30.945	15.175	43.132	22.632	14.896
7.773	8.963	4.829	12.276	30.945	15.378	43.132	22.632	14.896
7.773	8.963	4.829	12.530	31.330	15.378	43.132	22.632	14.896
7.773	8.963	4.829	12.530	31.330	15.694	43.132	22.632	14.896
7.773	8.963	4.829	12.530	31.676	15.694	43.132	22.632	14.896
7.773	8.963	4.829	12.530	31.676	15.980	43.132	22.632	14.896
7.773	8.963	4.829	12.530	31.945	15.980	43.132	22.872	14.896
7.773	8.963	4.829	12.530	31.945	15.980	43.132	22.872	14.896
7.773	8.963	4.829	12.530	31.945	15.980	43.132	22.872	14.896
7.773	8.963	4.829	12.530	31.945	15.980	43.132	23.114	14.896
7.773	8.963	4.829	12.530	31.945	15.980	43.132	23.114	14.896
7.989	8.963	4.829	12.530	31.945	16.183	43.132	23.114	14.896
7.989	8.963	4.829	12.530	31.945	16.183	43.132	23.404	14.896
7.989	8.963	4.829	12.530	31.945	16.183	43.132	23.404	14.896
7.989	8.963	4.829	12.530	31.945	16.183	43.132	23.627	14.896
8.198	8.963	4.829	12.530	31.945	16.404	43.369	23.627	14.896
8.198	8.963	4.829	12.530	32.165	16.404	43.369	23.627	14.896
8.198	8.963	4.829	12.763	32.165	16.404	43.369	23.930	14.896
8.198	8.963	4.829	12.763	32.165	16.661	43.615	23.930	14.896
8.198	8.963	4.829	12.763	32.165	16.661	43.615	23.930	14.896
8.198	8.963	4.829	12.763	32.373	16.888	43.615	24.181	14.896
8.198	8.963	4.829	12.763	32.373	16.888	43.900	24.181	14.896
8.198	8.963	4.829	12.763	32.373	17.094	43.900	24.181	15.133
8.198	8.963	4.829	12.763	32.586	17.094	44.121	24.477	15.133
8.400	8.963	4.829	12.763	32.586	17.094	44.121	24.477	15.133
8.400	9.179	4.829	12.763	32.586	17.345	44.381	24.688	15.133
8.400	9.179	4.829	12.763	32.586	17.345	44.381	24.688	15.133
8.400	9.179	4.829	12.982	32.586	17.345	44.703	24.947	15.357
8.400	9.179	4.829	12.982	32.586	17.345	44.703	24.947	15.357
8.400	9.179	4.829	12.982	32.586	17.560	45.008	25.208	15.357
8.400	9.179	4.829	12.982	32.586	17.560	45.008	25.208	15.357
8.627	9.179	4.829	12.982	32.586	17.560	45.008	25.208	15.357
8.627	9.179	4.829	12.982	32.586	17.560	45.310	25.411	15.357
8.627	9.179	4.829	12.982	32.586	17.560	45.310	25.411	15.357
8.627	9.179	4.829	12.982	32.586	17.560	45.310	25.411	15.357
8.627	9.179	4.829	12.982	32.804	17.560	45.585	25.411	15.565
8.627	9.405	4.829	12.982	32.804	17.790	45.585	25.411	15.565
8.627	9.405	4.829	12.982	32.804	17.790	45.585	25.411	15.565
8.851	9.405	4.829	12.982	32.804	17.790	45.585	25.411	15.565
8.851	9.405	4.829	12.982	32.804	17.790	45.818	25.411	15.565
8.851	9.405	4.829	12.982	32.804	17.790	45.818	25.411	15.565
8.851	9.405	4.829	12.982	32.804	18.012	45.818	25.411	15.565
8.851	9.405	4.829	12.982	32.804	18.012	45.818	25.411	15.565
8.851	9.405	4.829	12.982	32.804	18.012	45.818	25.411	15.565
8.851	9.405	4.829	12.982	32.804	18.220	45.818	25.411	15.565
9.054	9.405	4.829	12.982	32.804	18.220	45.818	25.411	15.801
9.054	9.405	4.829	12.982	32.804	18.220	45.818	25.640	15.801
9.054	9.405	4.829	12.982	32.804	18.220	45.818	25.640	15.801
9.054	9.405	4.829	12.982	32.804	18.220	45.818	25.640	15.801
9.054	9.405	4.829	12.982	32.804	18.220	45.818	25.909	15.801
9.054	9.405	4.829	12.982	32.804	18.220	45.818	25.909	16.016
9.054	9.405	4.829	13.194	32.804	18.220	45.818	26.109	16.016
9.054	9.405	4.829	13.194	32.804	18.220	45.818	26.109	16.016
9.054	9.405	4.829	13.194	32.804	18.220	46.056	26.326	16.016
9.054	9.405	4.829	13.194	32.804	18.220	46.056	26.326	16.219
9.054	9.405	4.829	13.194	32.804	18.220	46.056	26.551	16.219
9.054	9.405	4.829	13.194	32.804	18.220	46.056	26.551	16.219
9.054	9.405	4.829	13.194	32.804	18.220	46.056	26.551	16.219
9.054	9.405	4.829	13.194	32.804	18.220	46.056	26.820	16.219
9.271	9.644	4.829	13.194	32.804	18.220	46.056	26.820	16.219
9.271	9.644	5.050	13.194	33.011	18.220	46.056	26.820	16.219
9.271	9.644	5.050	13.194	33.011	18.220	46.056	26.820	16.219
9.271	9.644	5.050	13.194	33.011	18.220	46.056	27.034	16.219
9.271	9.644	5.050	13.194	33.011	18.220	46.056	27.034	16.219
9.476	9.644	5.050	13.194	33.011	18.220	46.056	27.034	16.219
9.476	9.644	5.050	13.194	33.011	18.220	46.056	27.034	16.219
9.476	9.644	5.050	13.194	33.011	18.220	46.056	27.034	16.219
9.476	9.644	5.050	13.194	33.011	18.220	46.272	27.034	16.219
9.476	9.644	5.050	13.194	33.011	18.441	46.272	27.034	16.219
9.476	9.644	5.050	13.194	33.011	18.441	46.272	27.034	16.219
9.476	9.644	5.257	13.194	33.011	18.666	46.272	27.034	16.219
9.476	9.644	5.257	13.436	33.011	18.666	46.272	27.034	16.219
9.476	9.644	5.257	13.436	33.011	18.870	46.489	27.034	16.219
9.476	9.644	5.257	13.436	33.011	18.870	46.489	27.034	16.219
9.678	9.644	5.257	13.436	33.011	18.870	46.489	27.034	16.421
9.678	9.644	5.257	13.726	33.011	19.154	46.489	27.034	16.421
9.678	9.644	5.257	13.726	33.011	19.154	46.489	27.034	16.421
9.678	9.644	5.257	13.726	33.011	19.154	46.489	27.034	16.421
9.678	9.644	5.257	13.947	33.011	19.154	46.489	27.034	16.421
9.678	9.644	5.476	13.947	33.011	19.154	46.489	27.034	16.421
9.678	9.644	5.476	13.947	33.011	19.154	46.489	27.034	16.421
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.246	16.421
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.246	16.421
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.246	16.421
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.246	16.421
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.246	16.421
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.510	16.622
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.510	16.622
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.510	16.622
9.678	9.644	5.476	14.179	33.011	19.154	46.489	27.510	16.622
9.678	9.644	5.476	14.405	33.011	19.154	46.692	27.510	16.622
