P3_Angle_l


108.387
108.402
108.455
108.543
108.609
108.782
108.931
108.984
109.153
109.321
109.527
109.758
109.997
110.234
110.496
110.766
111.044
111.425
111.668
111.889
112.096
112.262
112.433
112.555
112.637
112.724
112.728
112.714
112.700
112.671
112.583
112.480
112.337
112.151
111.919
111.673
111.391
111.065
110.715
110.360
110.007
109.617
109.195
108.656
108.258
107.882
107.478
107.147
106.838
106.535
106.259
105.985
105.746
105.336
105.008
104.693
104.378
104.043
103.718
103.389
103.068
102.761
102.444
102.124
101.862
101.619
101.402
101.231
101.110
101.007
100.948
100.914
100.911
100.925
100.965
100.997
101.042
101.089
101.151
101.228
101.301
101.378
101.450
101.513
101.556
101.568
101.607
101.654
101.714
101.764
101.812
101.859
101.917
101.958
101.985
102.024
102.054
102.098
102.152
102.205
102.255
102.306
102.358
102.400
102.453
102.483
102.529
102.564
102.594
102.615
102.633
102.643
102.660
102.670
102.680
102.684
102.692
102.701
102.714
102.729
102.747
102.770
102.795
102.811
102.827
102.846
102.868
102.891
102.903
102.914
102.930
102.942
102.963
102.973
102.984
102.989
102.981
102.979
102.962
102.946
102.927
102.900
102.877
102.847
102.808
102.774
102.743
102.708
102.674
102.645
102.600
102.549
102.501
102.459
102.405
102.349
102.304
102.275
102.258
102.241
102.239
102.245
102.265
102.286
102.317
102.350
102.381
102.418
102.445
102.472
102.509
102.537
102.555
102.575
102.594
102.611
102.626
102.640
102.655
102.654
102.659
102.667
102.671
102.662
102.649
102.640
102.628
102.626
102.621
102.607
102.612
102.601
102.597
102.600
102.600
102.601
102.609
102.613
102.626
102.643
102.662
102.666
102.683
102.693
102.707
102.725
102.733
102.729
102.735
102.732
102.737
102.734
102.738
102.734
102.739
102.755
102.770
102.783
102.790
102.806
102.811
102.824
102.836
102.836
102.845
102.850
102.857
102.856
102.852
102.839
102.821
102.799
102.779
102.741
102.695
102.623
102.537
102.438
102.340
102.240
102.149
101.999
101.865
101.694
101.505
101.306
101.111
100.934
100.777
100.658
100.583
100.511
100.452
100.387
100.333
100.319
100.309
100.334
100.391
100.465
100.546
100.645
100.748
100.872
101.040
101.215
101.427
101.659
101.916
102.213
102.443
102.578
102.615
102.542
102.507
102.519
102.530
102.528
102.524
102.550
102.566
102.585
102.615
102.661
102.690
102.714
102.744
102.768
102.788
102.807
102.834
102.846
102.855
102.864
102.862
102.862
102.854
102.847
102.849
102.839
102.844
102.852
102.852
102.858
102.867
102.869
102.873
102.878
102.887
102.889
102.894
102.897
102.891
102.888
102.886
102.891
102.889
102.893
102.901
102.910
102.918
102.917
102.935
102.947
102.955
102.964
102.963
102.967
102.971
102.983
102.984
102.982
102.970
102.963
102.952
102.945
102.935
102.928
102.914
102.912
102.900
102.890
102.884
102.873
102.867
102.863
102.858
102.847
102.848
102.835
102.825
102.822
102.815
102.808
102.802
102.806
102.800
102.800
102.803
102.808
102.802
102.798
102.800
102.791
102.786
102.766
102.760
102.759
102.755
102.754
102.757
102.769
102.782
102.797
102.810
102.819
102.824
102.834
102.846
102.860
102.865
102.875
102.888
102.892
102.906
102.921
102.930
102.940
102.951
102.965
102.976
102.987
102.996
103.008
103.017
103.030
103.045
103.050
103.060
103.075
