RHand	LHand	Head
7.399	5.153	201.903
7.636	6.038	186.285
7.553	4.760	170.057
7.330	4.853	160.064
6.673	4.283	149.821
3.907	2.226	138.560
2.244	1.592	124.241
1.506	2.002	114.760
0.742	3.602	117.118
2.041	4.679	107.100
3.345	8.353	90.312
5.130	8.782	85.226
5.085	7.925	80.868
5.597	8.935	77.564
5.930	9.560	69.924
5.303	10.414	61.469
5.411	13.452	60.197
4.147	17.674	56.437
3.946	20.773	51.608
4.826	21.606	43.716
2.712	23.419	33.958
1.809	24.727	27.345
2.818	22.751	23.267
2.489	18.365	21.194
2.182	11.853	20.665
3.326	6.963	19.139
3.124	2.192	16.707
2.546	3.226	15.712
2.482	5.587	15.237
2.190	9.335	16.173
3.471	12.221	15.105
6.146	13.916	13.055
5.323	15.828	13.990
5.340	17.508	16.768
7.083	16.939	18.879
6.159	13.264	17.432
5.508	12.736	16.516
4.223	10.636	18.661
2.966	6.352	18.712
2.166	4.058	18.790
2.205	3.166	19.088
3.622	2.958	17.523
2.329	2.570	18.848
2.164	3.129	20.130
3.328	3.681	20.099
4.211	2.909	17.681
3.288	5.654	15.831
1.535	7.253	17.223
1.098	7.229	17.227
2.388	7.413	17.469
1.953	9.450	19.075
3.511	13.145	20.989
4.922	14.411	22.569
5.411	13.686	20.754
4.892	12.657	19.632
3.541	10.672	20.145
2.781	7.931	18.272
1.937	5.908	17.739
3.755	6.099	18.947
2.500	3.418	19.691
1.769	3.295	18.704
1.793	1.537	19.593
0.475	1.692	23.463
0.897	3.085	25.074
1.902	4.153	25.409
1.548	3.658	25.770
2.665	5.651	28.318
2.785	4.048	28.133
3.316	4.081	24.476
3.553	5.840	24.240
3.631	4.596	26.449
3.363	3.847	27.965
2.877	3.402	25.863
2.881	2.072	21.551
2.596	1.974	21.458
1.744	2.360	22.034
2.258	2.002	21.130
2.108	2.729	21.546
2.652	3.245	20.095
1.232	3.633	18.845
2.059	3.029	18.503
2.535	2.264	16.613
2.924	2.856	15.866
2.686	3.650	17.445
3.528	2.212	16.267
4.185	2.018	17.171
4.703	0.947	18.574
2.934	2.001	14.330
2.531	2.271	14.191
3.422	1.347	14.868
3.461	2.020	13.353
4.867	3.010	12.672
6.854	3.860	12.653
7.262	4.607	11.675
8.688	5.476	12.195
10.250	8.947	12.426
15.091	12.328	12.706
24.303	14.192	14.189
30.584	16.635	14.354
33.188	19.385	13.808
36.039	21.337	16.082
44.072	27.367	17.375
54.090	36.864	17.230
61.677	42.193	17.361
72.812	45.690	17.259
84.918	45.425	17.173
91.381	43.052	15.227
103.563	57.987	14.638
120.911	71.176	16.142
121.447	73.130	16.526
123.650	73.688	12.947
122.550	70.370	8.356
110.119	69.977	7.026
107.338	63.054	5.818
101.330	61.406	4.943
94.040	58.033	7.573
98.664	64.406	9.205
122.074	75.804	10.697
124.048	89.007	11.400
111.005	97.847	11.749
115.495	98.493	14.327
122.135	110.402	15.923
130.327	124.156	14.992
132.031	135.794	14.341
131.286	147.440	14.847
133.526	153.722	15.281
132.953	160.188	16.560
132.823	154.676	17.301
128.014	148.449	18.592
118.909	149.536	21.733
112.325	148.245	20.717
103.061	151.532	19.858
96.267	150.697	21.239
92.486	151.389	20.498
91.916	156.073	20.514
99.759	167.703	21.020
118.345	161.948	21.280
140.543	115.589	22.100
164.533	56.542	22.001
148.589	10.504	21.917
96.648	31.468	22.986
84.912	16.332	23.236
54.124	21.380	19.921
42.025	35.289	16.985
32.076	45.867	15.676
28.314	45.874	13.889
32.711	43.308	13.178
36.506	39.981	13.098
35.553	32.056	11.158
30.260	16.677	10.321
21.929	5.799	8.759
14.303	6.970	10.005
9.798	12.476	9.878
8.893	17.060	8.255
7.191	18.895	8.728
3.672	19.092	9.391
2.080	17.782	8.134
4.936	13.608	7.135
7.806	7.399	8.072
7.775	3.930	7.616
9.087	1.429	5.825
8.480	3.797	4.966
8.010	4.474	5.432
8.435	5.205	6.437
6.780	3.382	6.122
5.769	0.925	6.769
5.925	0.545	6.375
5.614	1.879	6.506
4.589	1.185	6.604
3.571	1.529	6.175
3.272	1.573	8.261
3.185	1.321	8.433
2.395	1.649	7.816
2.041	1.528	8.225
1.956	1.465	7.961
1.135	3.849	6.822
2.323	4.226	7.344
2.844	3.084	7.620
1.783	3.888	5.496
1.905	4.321	4.626
2.154	2.964	2.300
2.205	1.876	1.260
2.014	1.198	1.233
2.859	2.189	1.993
2.958	2.155	2.545
2.236	1.538	3.623
2.857	2.591	4.475
3.428	3.485	5.568
2.167	0.841	6.357
2.704	1.157	6.002
3.500	1.976	7.012
1.302	2.308	9.170
0.944	1.133	12.523
1.676	1.279	14.793
1.131	1.467	15.765
1.206	2.534	17.515
3.355	1.315	20.186
2.046	1.401	21.674
1.899	1.939	22.080
3.394	3.146	21.742
3.592	3.221	23.412
3.864	2.311	25.638
3.491	2.359	25.594
3.294	1.275	26.624
3.735	1.315	29.114
3.355	1.989	29.313
3.973	3.547	29.613
4.968	4.390	30.235
5.991	5.328	29.583
8.002	4.732	28.987
9.446	3.709	29.111
8.606	2.989	27.764
8.503	1.681	29.009
9.393	2.062	29.845
10.923	3.669	29.067
11.758	3.625	29.983
11.619	3.652	28.268
10.714	3.601	24.130
9.441	2.366	24.721
7.971	1.913	28.029
5.509	1.589	29.350
8.343	0.394	29.485
12.155	0.968	27.755
16.537	1.373	23.691
23.657	1.856	18.556
30.986	2.546	18.065
39.400	1.613	17.516
44.397	1.589	17.468
48.800	2.238	17.571
55.678	0.744	12.191
62.160	1.974	11.300
72.711	3.225	10.553
82.224	2.426	8.691
85.330	2.266	7.557
86.022	1.391	5.436
82.089	1.169	4.014
80.816	0.311	3.306
80.133	1.464	3.548
75.789	2.547	4.406
72.185	1.192	5.637
65.490	2.018	7.381
60.728	2.736	9.500
63.302	2.181	10.867
68.335	1.687	12.092
71.993	2.907	13.025
75.138	3.161	13.261
82.741	1.937	13.270
105.183	1.279	15.742
109.369	0.776	15.784
99.916	1.263	17.898
107.510	1.351	20.284
109.874	1.761	19.295
111.935	0.276	19.298
102.556	2.373	17.778
58.629	0.891	19.377
42.127	0.901	21.746
21.572	1.013	22.725
19.257	2.032	25.647
33.315	2.439	28.400
39.705	1.962	27.938
36.781	2.436	24.801
30.743	2.452	23.535
26.341	1.078	22.584
20.540	0.759	20.769
18.215	0.465	18.409
16.766	0.641	18.197
11.889	1.980	19.475
8.343	3.781	19.249
4.430	3.226	21.213
4.893	3.004	22.194
5.420	2.235	22.407
5.397	2.256	22.915
7.259	2.923	22.900
7.858	3.291	23.764
8.166	3.685	23.070
8.724	3.372	21.425
8.765	3.436	22.189
9.306	2.022	23.990
11.011	1.730	24.951
9.243	1.655	27.396
6.270	2.175	30.006
6.233	1.720	30.850
5.713	0.901	31.277
5.151	2.071	31.441
4.448	2.952	29.199
4.633	2.688	28.237
5.637	1.771	26.994
9.061	1.404	25.550
9.618	3.087	29.416
7.428	3.874	31.724
7.018	2.556	30.710
5.388	3.597	31.826
5.531	3.409	34.355
5.579	3.699	34.648
4.403	4.041	33.903
2.830	3.138	35.612
2.541	3.782	34.613
2.690	3.779	31.916
2.670	3.178	32.322
3.396	3.493	33.956
4.553	3.030	35.692
4.617	2.029	36.804
2.743	1.291	34.569
1.823	2.207	29.129
2.274	1.931	26.066
1.569	1.218	26.438
1.331	1.275	25.809
1.544	0.371	24.162
2.837	0.867	25.706
3.470	1.865	25.092
3.222	3.735	20.303
3.437	4.188	18.101
2.188	3.692	17.399
0.648	2.912	15.166
1.744	2.817	14.035
1.914	3.242	12.951
1.184	2.912	10.208
2.389	2.153	10.725
3.113	2.963	10.194
3.933	2.843	9.989
3.714	2.992	11.492
2.989	2.308	11.870
2.547	1.077	13.633
2.599	1.461	14.890
2.875	2.902	14.504
2.461	3.182	14.644
0.919	3.317	17.080
1.515	2.652	17.142
2.180	1.479	16.771
0.689	1.752	19.877
1.496	1.349	18.646
2.784	1.431	18.130
2.986	0.663	18.895
4.413	1.324	16.795
4.017	3.443	16.684
4.237	4.133	17.726
5.006	1.702	20.505
3.344	1.583	21.358
3.156	1.665	19.365
1.771	1.831	20.149
2.128	1.143	21.481
2.069	1.138	20.947
1.958	0.845	20.264
2.445	1.334	20.634
1.620	1.085	21.758
1.367	0.282	20.999
0.740	0.989	19.844
1.166	1.544	19.411
3.410	2.666	18.852
2.943	1.527	19.510
2.444	0.629	18.315
3.575	0.761	17.560
3.394	1.184	17.983
3.660	1.304	16.581
5.715	1.841	16.991
5.472	1.481	17.400
3.453	1.228	16.220
3.538	1.810	16.132
3.629	0.653	15.284
3.375	0.831	14.802
3.271	0.500	15.282
3.628	0.676	15.904
3.955	0.518	17.142
4.147	0.284	16.867
4.708	0.437	16.512
4.976	2.025	14.637
5.374	1.346	14.542
7.407	1.242	13.969
11.290	0.950	12.486
12.361	0.714	14.415
11.686	1.404	15.344
12.030	1.459	13.788
13.891	1.175	12.178
15.957	1.295	12.693
18.691	1.327	13.878
22.139	2.808	13.170
24.512	2.398	12.336
25.516	0.447	12.750
27.997	0.590	12.278
30.255	1.307	11.511
30.818	1.531	12.489
31.044	1.352	12.099
31.505	0.744	12.589
32.533	0.956	12.971
45.565	2.537	13.045
45.695	1.455	15.303
36.067	0.630	15.402
34.904	1.291	17.539
32.600	1.693	20.187
32.387	1.284	20.686
33.206	1.930	19.372
31.193	2.351	20.285
27.854	0.824	19.121
26.752	2.090	20.184
24.668	0.854	23.527
21.407	1.497	23.119
18.829	1.835	22.145
15.185	1.104	19.379
9.090	1.446	19.485
6.202	1.007	18.784
4.854	1.566	19.301
5.390	1.510	21.906
7.532	4.232	24.117
11.509	4.325	24.358
18.334	4.102	22.006
24.597	4.294	21.008
31.434	4.732	19.483
34.283	5.332	20.639
34.901	6.617	22.505
35.365	7.747	18.923
34.124	9.317	16.552
29.445	8.611	17.128
25.096	6.360	14.671
21.233	7.619	11.878
17.811	7.662	10.980
14.263	6.602	9.053
9.791	5.846	8.575
22.888	6.624	10.529
20.594	6.503	10.551
11.816	6.679	10.129
14.735	7.210	10.238
27.763	5.572	10.918
26.797	5.513	11.338
14.285	5.208	12.293
15.119	7.969	13.844
12.675	15.596	16.486
9.128	22.601	17.559
6.425	23.556	16.699
3.837	24.919	16.563
2.320	25.510	16.361
5.368	17.187	20.380
21.584	18.524	21.924
22.248	33.371	18.621
5.415	38.439	17.070
4.921	39.454	16.514
5.181	44.416	15.361
4.737	48.672	13.414
4.885	50.951	12.570
5.576	52.082	11.202
6.160	52.266	8.611
6.135	53.081	8.196
6.079	51.754	7.471
8.981	48.133	7.042
10.098	46.297	7.607
10.011	41.390	6.368
9.306	40.024	6.092
9.455	42.255	5.528
6.947	43.541	5.271
5.130	44.837	6.190
3.678	44.649	6.764
2.520	40.121	8.202
3.713	33.906	9.634
3.873	30.469	12.388
4.518	27.987	14.012
5.320	23.997	13.834
4.909	16.770	15.715
4.434	14.678	18.561
0.979	16.176	21.113
2.363	16.953	23.701
3.301	18.646	27.548
3.125	20.699	30.303
3.712	17.422	31.736
3.236	12.913	33.908
4.830	10.087	35.477
4.504	8.704	36.320
1.999	7.908	35.690
2.566	5.802	36.047
2.285	4.703	37.532
2.181	4.075	35.218
1.823	2.990	31.540
1.978	4.274	30.539
0.330	6.074	28.108
1.163	7.425	28.149
2.737	7.809	26.913
2.417	8.038	22.907
2.010	6.812	21.922
1.550	7.121	22.687
2.243	6.692	23.854
1.240	4.640	22.163
1.281	3.029	21.383
1.621	1.391	21.420
2.591	0.886	19.488
1.475	1.602	19.089
2.311	2.187	17.103
4.486	2.798	15.031
4.354	3.769	14.381
3.745	3.836	12.742
4.543	4.987	13.873
7.319	5.681	15.682
9.972	5.779	13.794
11.681	6.607	12.236
17.666	7.114	13.846
25.185	7.627	14.690
34.596	6.206	12.974
45.640	3.942	13.083
55.488	4.142	13.551
62.102	4.414	12.336
67.049	3.089	10.912
78.837	1.774	9.520
86.646	1.492	8.225
101.512	1.435	7.895
113.050	2.409	9.012
118.221	3.705	9.080
138.403	2.457	11.800
160.253	3.108	14.718
177.149	5.290	15.675
195.959	3.640	20.348
209.820	2.791	23.358
219.566	2.908	21.182
229.109	1.960	21.410
236.953	2.719	22.384
239.601	2.790	23.861
237.469	2.133	24.499
229.824	1.932	23.505
221.693	2.034	23.772
208.826	2.267	22.736
192.595	1.098	20.226
167.299	2.774	19.987
143.117	4.816	22.077
125.509	5.648	21.225
103.879	4.523	16.750
82.076	2.970	13.505
55.108	2.089	12.540
37.908	4.620	11.282
35.220	6.205	10.789
50.301	8.755	12.033
79.326	6.724	12.337
120.467	4.138	11.948
161.034	4.193	12.472
208.845	3.318	13.575
266.306	2.809	15.063
311.552	2.788	14.951
341.905	1.673	17.203
375.547	2.645	16.746
403.763	2.480	20.117
419.960	1.697	22.882
422.021	2.960	20.454
381.994	2.284	22.616
248.037	1.787	23.656
122.934	3.579	22.202
88.371	3.970	22.121
81.101	3.234	24.488
78.528	3.235	23.452
53.359	1.609	21.104
30.071	1.406	21.426
13.531	2.137	19.647
13.586	1.919	16.286
19.535	1.620	14.738
31.948	3.284	14.304
42.212	3.553	14.987
54.915	2.692	16.058
65.478	4.953	16.925
75.078	5.057	17.663
89.934	3.047	19.177
108.446	2.213	18.604
116.701	2.979	18.106
117.620	5.325	17.292
128.773	6.987	15.776
129.454	6.436	15.381
117.492	5.596	15.310
113.730	5.940	16.281
105.798	3.221	16.069
92.371	1.807	13.983
88.893	4.130	15.105
91.387	5.067	15.788
94.744	8.262	14.086
89.904	7.453	13.484
80.419	8.691	14.337
79.789	12.546	15.027
70.502	12.571	14.609
52.917	15.849	13.034
40.505	22.378	12.320
33.483	31.931	12.368
44.110	41.513	11.332
73.275	45.035	11.984
102.313	48.169	11.323
134.402	51.770	12.192
179.020	51.377	15.432
225.326	47.541	16.971
269.546	42.807	18.372
321.823	42.450	20.693
369.650	39.485	23.318
358.794	35.795	24.809
265.587	36.499	25.339
109.672	33.852	23.763
22.179	28.907	22.034
52.659	23.515	19.877
76.388	19.849	20.057
36.326	19.140	22.783
10.871	22.557	24.073
31.581	31.184	26.990
44.837	44.446	29.162
48.615	52.065	31.635
39.338	55.448	32.085
31.864	53.874	30.510
27.955	40.528	29.839
28.155	27.336	32.828
27.083	20.309	35.822
22.587	19.043	35.763
23.131	16.715	38.786
23.570	15.532	39.882
21.125	18.410	37.912
18.363	18.390	40.356
16.813	17.432	43.587
17.350	17.362	42.825
18.023	18.121	42.636
17.550	20.045	42.428
17.156	20.307	42.946
15.067	20.119	45.419
12.468	18.340	46.347
13.712	13.739	49.419
12.330	11.292	53.505
9.215	8.816	56.549
8.295	6.044	55.256
6.695	5.121	49.649
5.998	5.052	49.630
3.647	5.129	50.404
4.994	4.494	48.939
8.542	4.971	46.753
12.256	5.542	42.205
19.439	4.846	35.955
27.466	4.151	30.754
38.112	2.673	29.215
50.596	2.638	29.546
63.821	2.632	27.848
78.167	1.501	22.962
91.451	2.102	18.850
95.435	2.335	14.233
107.264	2.378	10.452
124.772	0.549	7.007
128.654	2.645	5.415
139.549	1.538	8.062
167.347	2.051	10.769
193.605	3.630	13.668
218.938	3.489	16.830
239.151	2.915	19.055
241.160	5.277	22.723
240.249	4.362	24.030
234.028	2.171	24.218
218.584	2.562	25.407
208.028	2.068	29.633
193.478	1.635	35.651
185.784	0.646	40.525
180.913	1.040	44.089
178.629	6.716	44.369
168.013	14.884	41.640
157.154	7.319	40.260
134.920	10.221	42.116
126.705	3.237	44.876
132.845	3.605	46.106
112.200	3.851	45.748
100.129	4.110	42.565
86.157	5.691	41.295
70.962	4.259	43.902
48.042	2.971	46.805
27.615	3.507	51.884
16.942	3.677	56.831
9.371	2.990	56.622
19.355	2.421	54.757
40.142	1.142	65.021
62.603	1.674	73.099
86.448	1.380	69.755
83.708	1.172	72.892
113.836	1.686	78.151
165.977	10.102	77.425
205.629	6.890	76.672
267.959	12.807	77.567
317.986	4.431	75.200
346.971	4.284	78.601
378.703	3.511	73.615
420.817	3.332	66.978
449.003	2.692	68.132
476.573	2.922	67.972
504.702	3.159	74.130
489.686	3.142	72.897
342.145	2.807	66.909
162.305	3.516	66.547
58.623	5.566	64.681
80.202	4.804	67.881
110.782	5.438	74.302
87.330	5.400	75.493
57.985	4.905	73.769
35.422	8.113	68.546
24.519	9.797	67.235
26.030	12.381	73.600
24.626	13.228	77.556
22.190	10.769	78.014
16.951	12.141	78.278
11.416	11.248	75.703
5.470	11.317	72.176
3.977	12.915	74.307
4.896	14.274	80.025
6.634	18.174	96.384
8.339	19.786	92.382
9.938	20.367	70.569
17.662	22.781	65.742
20.258	25.506	62.407
12.226	33.048	57.673
12.204	37.914	54.316
10.181	37.664	49.141
7.266	38.484	48.325
5.028	43.547	44.786
3.531	46.383	40.537
2.802	46.643	41.168
2.417	49.525	38.971
3.015	47.679	37.861
3.418	43.776	43.070
4.822	38.705	44.046
5.166	37.664	40.987
6.789	37.233	40.975
7.052	31.098	39.467
6.645	21.699	36.250
7.065	14.877	37.111
6.788	8.513	39.902
4.250	5.575	37.239
2.293	5.263	32.873
2.654	7.388	30.321
2.048	9.232	31.507
2.985	9.166	35.968
3.093	8.578	37.247
3.743	7.433	38.097
4.380	8.174	35.549
3.289	14.313	29.520
3.707	17.204	28.799
3.693	16.519	30.739
3.855	16.245	32.883
4.739	16.070	33.655
4.818	12.379	33.295
1.933	10.481	34.558
1.015	10.768	32.757
2.848	13.413	29.629
4.126	20.112	29.159
6.477	27.379	30.715
6.521	34.729	29.339
5.282	40.054	24.740
4.585	44.961	25.039
2.772	53.382	23.681
2.074	51.860	22.999
2.961	48.238	22.418
5.156	55.450	22.470
8.098	58.263	23.795
8.260	57.648	24.031
8.302	59.817	22.000
7.531	57.701	18.394
6.016	56.598	16.456
6.934	58.858	13.566
7.587	62.943	11.428
8.773	62.790	12.558
7.933	60.215	13.259
10.102	58.414	12.810
12.997	60.776	13.645
15.070	63.655	14.600
16.431	58.053	15.846
17.493	51.199	14.589
20.139	48.175	12.192
20.005	40.537	11.339
20.922	41.651	10.835
25.122	38.988	9.813
27.256	29.780	10.910
25.906	21.959	11.340
26.247	23.834	10.700
28.198	22.492	10.535
26.148	20.512	8.032
24.726	22.251	6.782
23.781	20.364	7.798
19.751	19.964	8.036
21.805	20.339	7.131
28.901	17.778	7.439
42.603	17.148	7.675
54.189	21.313	8.215
65.294	29.238	9.232
79.929	36.773	9.272
95.257	40.836	9.242
110.108	49.307	12.291
130.685	125.944	16.312
151.942	118.376	17.762
174.700	34.829	20.293
192.182	32.344	21.357
195.299	36.212	22.276
195.188	41.321	25.099
188.193	34.112	26.662
174.654	33.261	27.487
160.743	41.349	29.280
152.463	45.841	27.324
147.778	55.988	24.234
142.136	62.923	25.346
136.164	85.566	27.107
124.937	109.832	25.647
115.963	88.525	25.031
106.607	112.176	45.916
108.716	161.091	31.240
150.698	168.459	35.987
140.541	186.811	38.031
144.181	193.556	41.997
194.354	193.431	45.838
233.083	192.400	54.727
282.936	200.664	64.629
322.676	208.086	77.108
358.647	201.666	92.750
398.273	163.926	98.462
405.367	97.320	108.012
418.854	58.712	120.030
402.665	33.396	126.626
352.460	30.092	132.168
324.255	50.519	133.154
246.287	67.793	135.932
63.089	83.727	136.890
131.347	107.119	126.333
115.060	129.612	116.927
83.316	117.421	108.907
65.761	87.232	94.856
48.206	79.225	79.662
50.312	68.744	69.708
39.540	55.548	62.549
27.253	46.408	51.495
27.670	34.062	40.606
25.173	25.582	31.468
20.442	23.442	25.245
20.373	29.635	20.672
24.315	32.803	14.113
28.678	28.249	7.826
33.081	28.407	7.255
34.638	36.226	12.790
38.091	45.645	17.605
47.781	54.136	20.258
55.889	63.150	23.521
58.660	76.872	27.161
54.812	82.836	29.250
53.402	76.177	33.924
48.099	73.884	38.279
38.235	78.428	41.809
33.540	86.103	44.836
32.632	86.185	42.438
34.714	84.396	44.155
34.048	87.974	50.496
34.329	88.568	54.182
38.103	86.095	53.653
39.302	78.449	50.980
33.284	72.646	52.839
23.143	76.224	54.019
18.539	82.150	54.265
16.776	83.812	53.729
20.149	73.775	52.842
25.732	66.419	54.715
25.193	69.099	54.299
23.242	64.637	50.340
22.066	56.763	47.689
18.156	49.259	54.891
13.724	43.170	57.885
11.872	39.271	49.930
12.258	34.671	47.152
11.156	31.745	44.866
9.833	30.182	41.506
9.415	28.573	42.546
8.223	24.817	44.552
10.072	20.490	42.592
12.130	17.990	40.388
8.606	18.982	37.786
7.511	19.812	36.160
7.207	17.786	38.912
4.986	16.122	40.822
4.082	16.446	42.764
9.423	15.454	44.250
9.050	17.661	42.531
11.409	14.728	44.186
17.849	8.663	50.387
24.347	8.870	50.948
25.637	6.946	52.605
22.696	5.179	56.125
18.052	13.517	57.720
17.343	17.746	56.579
17.805	18.659	56.951
18.214	21.314	59.345
20.326	25.904	52.039
24.155	30.224	52.497
29.711	30.621	54.125
37.932	32.016	48.530
48.516	34.883	48.795
55.496	37.146	46.047
60.217	41.524	38.994
63.083	47.903	32.860
62.843	53.214	45.455
62.949	57.233	52.368
64.276	53.679	38.355
73.771	43.762	34.721
81.928	35.641	34.957
86.539	36.238	36.031
96.856	41.839	35.265
107.699	49.718	30.429
113.562	56.872	27.869
114.425	59.008	26.756
109.410	57.980	24.956
96.631	57.229	25.937
89.726	60.142	24.248
84.235	48.442	25.346
68.410	26.327	26.386
56.163	15.166	25.695
51.101	15.334	26.550
47.787	22.476	23.602
48.700	25.182	20.750
51.406	28.574	21.717
52.607	31.969	23.405
53.867	27.733	24.366
53.602	10.596	25.603
50.325	14.314	26.195
46.757	19.898	28.115
46.448	22.182	31.413
47.947	21.017	32.135
61.358	17.497	32.678
61.204	15.791	30.489
49.028	18.000	29.179
59.298	19.839	30.849
61.565	20.634	27.890
58.434	17.986	22.849
59.527	13.592	20.710
54.299	9.199	20.930
47.571	4.709	22.816
44.883	4.096	23.066
42.632	6.208	22.008
38.375	12.376	22.146
33.228	19.870	19.612
32.138	20.445	17.645
38.994	19.528	18.301
44.813	19.603	20.042
51.899	21.649	20.230
61.092	25.343	19.970
60.971	25.054	17.642
55.957	22.507	14.622
51.388	19.552	13.823
43.691	20.556	12.494
36.724	25.654	10.415
34.239	32.270	8.976
30.573	31.373	7.252
26.153	23.628	7.343
27.106	19.765	7.663
29.680	17.593	6.810
30.908	18.494	9.560
37.504	22.290	10.825
43.953	23.180	12.441
48.070	19.270	15.740
53.890	13.378	16.317
65.994	10.413	19.357
71.856	11.525	19.629
70.718	17.017	18.047
66.552	22.124	19.630
55.471	27.931	20.484
29.512	32.489	26.187
13.795	31.391	33.996
32.273	29.875	41.082
47.451	31.804	46.280
71.731	33.839	47.692
96.113	35.651	50.968
113.043	39.989	55.410
133.943	49.848	64.378
166.944	56.796	74.167
188.794	70.895	78.069
204.385	103.806	88.041
231.557	124.674	99.913
258.567	132.823	102.793
283.037	141.085	102.707
282.624	152.018	109.758
281.451	172.191	109.287
301.445	183.197	102.320
302.296	189.045	98.465
307.119	195.089	94.640
312.070	194.262	92.441
234.784	191.423	86.625
202.679	190.408	83.952
269.266	182.799	78.286
235.329	178.401	67.633
150.158	187.751	62.806
116.505	174.861	55.818
81.667	161.194	47.862
63.631	144.753	45.264
90.651	131.731	39.680
128.620	124.493	35.577
177.585	104.521	30.842
218.809	94.772	24.481
249.674	81.493	22.626
290.492	65.459	18.872
329.875	59.206	15.946
360.261	73.393	15.478
401.419	83.334	10.514
434.951	83.771	8.133
449.954	104.334	7.894
495.028	190.521	5.767
508.116	196.049	5.166
487.460	134.391	6.451
482.881	143.056	6.772
489.181	158.505	11.379
504.754	157.472	16.329
503.708	165.633	19.936
500.475	140.258	26.227
476.065	126.110	28.311
462.269	149.294	28.400
461.457	129.608	31.334
413.592	103.617	33.957
347.203	73.846	35.824
289.503	36.840	38.950
231.032	11.684	40.757
167.005	35.873	39.135
115.164	69.704	36.114
80.583	81.882	31.026
49.977	77.725	29.236
32.457	74.487	28.823
30.322	72.782	28.459
43.908	79.843	29.660
66.293	91.442	29.126
74.270	85.984	29.422
72.596	72.817	29.183
69.519	65.677	27.324
64.515	65.968	26.557
55.575	70.579	28.168
44.369	66.728	29.186
39.164	68.587	30.828
42.806	77.267	36.669
48.636	135.495	40.342
42.970	137.996	41.880
40.987	85.588	44.987
49.843	85.484	47.634
51.116	85.120	47.678
48.257	79.489	52.105
45.628	77.494	61.450
41.724	75.447	66.038
37.726	82.722	71.477
34.656	80.074	76.255
32.030	69.182	85.037
34.578	68.733	92.976
41.978	58.268	95.742
45.120	49.472	104.901
43.148	48.239	108.277
