RHand	LHand	Head
47.041	53.434	110.239
54.202	58.378	115.991
59.164	54.161	117.113
63.244	38.635	121.572
64.238	27.117	121.168
71.052	20.015	121.501
88.441	15.658	127.170
116.951	25.052	121.620
143.762	22.893	117.664
130.899	16.272	116.983
99.500	25.316	114.812
82.819	34.728	111.660
62.595	34.927	103.513
43.473	29.109	93.714
30.608	27.254	84.871
22.109	34.450	78.825
18.520	49.491	74.140
14.995	60.681	66.655
13.315	57.682	57.074
14.841	57.922	47.949
13.657	64.484	40.303
15.743	62.255	34.296
14.778	55.841	27.296
22.359	48.992	26.557
32.876	38.801	29.396
38.948	33.233	37.626
47.192	27.674	50.570
53.396	17.785	67.253
59.232	22.775	82.108
71.647	19.348	92.280
97.911	21.843	106.923
109.499	52.204	120.539
114.686	60.468	133.137
122.118	82.109	148.165
113.460	91.224	164.030
111.340	83.978	173.877
110.556	94.727	179.756
107.395	95.817	198.571
109.411	99.068	211.278
121.108	108.302	214.054
138.752	107.687	230.965
151.355	116.582	240.226
156.705	115.622	243.430
164.514	105.400	255.025
175.809	104.341	262.649
193.610	100.881	267.223
208.322	91.716	269.163
208.747	86.249	270.136
213.877	88.886	266.676
216.200	97.461	267.564
221.683	100.070	269.480
235.509	106.849	268.267
248.403	109.550	266.728
260.174	103.381	264.630
274.732	95.538	261.932
285.618	84.877	271.186
295.100	76.995	270.130
303.526	74.827	243.003
300.646	66.529	239.365
287.957	57.003	238.540
276.015	58.005	224.317
261.466	57.635	222.653
244.718	54.534	220.673
222.560	58.895	209.608
216.852	61.272	203.551
198.253	69.409	197.588
155.482	87.997	191.963
122.075	88.774	185.773
94.575	89.398	177.287
81.514	92.752	174.703
68.596	88.160	164.072
68.502	147.023	161.126
102.226	105.625	159.930
136.139	101.885	153.848
150.407	150.112	151.864
178.405	123.418	146.286
210.775	123.476	149.498
236.298	117.532	145.385
268.592	124.763	135.566
317.316	104.737	134.944
352.843	106.954	126.298
376.217	125.774	135.545
394.412	126.656	139.964
411.591	122.260	115.920
425.934	86.430	111.355
438.841	78.983	108.994
451.353	121.099	97.813
461.438	84.490	90.151
427.327	73.748	84.117
351.678	85.191	73.867
286.009	93.516	58.342
238.852	79.749	48.312
203.384	70.188	40.450
150.359	46.622	28.866
96.193	31.612	18.516
62.435	50.184	10.970
52.030	64.855	11.951
54.878	66.841	18.396
58.325	57.139	26.035
57.029	54.358	30.903
50.721	52.951	32.911
56.692	59.362	35.215
65.552	76.760	43.215
61.326	88.832	49.568
53.906	89.957	49.424
46.234	91.381	52.454
42.555	92.967	55.032
40.421	96.920	53.428
37.914	116.753	56.349
37.782	132.038	65.145
37.487	125.517	68.166
36.779	123.281	65.809
33.893	118.717	65.603
29.840	118.574	64.734
27.145	122.226	75.164
24.689	116.662	81.443
25.202	143.505	77.155
25.842	143.307	82.536
26.614	113.209	83.043
23.884	101.797	82.598
21.000	94.711	84.942
19.202	88.447	85.376
22.986	80.461	87.402
25.525	77.339	87.515
25.571	72.987	83.622
23.625	65.150	85.326
25.637	58.822	84.208
27.332	54.845	84.651
37.080	52.190	86.442
27.649	51.983	82.235
24.607	46.604	82.400
19.547	39.209	81.411
21.057	34.753	80.197
26.686	37.534	78.909
25.534	40.224	75.351
22.578	38.900	72.615
22.592	40.668	66.476
25.732	42.873	64.236
24.409	48.411	68.317
24.941	47.757	64.939
24.992	43.815	58.893
22.098	46.827	56.690
21.252	49.121	50.385
22.450	52.770	49.425
26.305	55.435	49.833
23.955	56.010	42.694
20.196	50.056	38.199
24.326	42.642	39.449
23.193	40.313	40.224
12.665	33.832	36.289
7.408	20.255	34.835
4.301	8.059	35.873
11.265	11.964	34.551
16.100	23.763	35.428
20.527	36.813	38.013
27.265	43.968	36.824
35.594	50.034	36.627
39.216	58.847	36.524
35.973	71.787	35.372
33.376	83.397	38.662
35.325	75.432	40.393
33.827	55.307	43.942
35.403	40.813	51.259
44.636	38.106	55.539
45.719	42.038	56.860
48.877	55.200	54.299
58.911	72.832	49.581
71.291	87.533	50.471
83.688	107.376	54.648
99.416	149.288	52.356
109.268	171.972	54.189
121.329	160.129	52.837
127.237	150.367	48.534
115.277	133.787	51.493
116.066	124.687	52.871
127.122	115.728	53.540
136.958	106.344	49.177
153.664	117.340	54.773
172.123	119.737	55.698
189.375	123.830	43.347
201.958	127.795	38.013
219.969	124.996	33.497
259.179	122.547	32.396
281.656	113.870	28.011
288.521	101.883	23.909
310.432	95.638	22.313
332.214	91.714	19.868
343.273	87.175	15.324
350.864	86.791	11.451
356.571	88.310	9.419
361.106	88.657	8.414
367.019	93.961	7.543
376.198	98.252	8.078
366.279	94.587	9.496
358.606	87.209	9.618
364.093	81.061	8.220
367.153	82.989	10.544
350.667	83.100	13.969
299.045	79.667	17.003
282.122	116.850	18.590
269.198	118.026	20.695
237.300	80.718	28.512
229.630	87.659	37.093
230.734	83.151	40.359
240.791	75.495	41.797
248.669	79.425	48.723
257.835	75.822	53.853
261.779	65.651	49.626
254.375	61.224	52.658
241.564	55.831	55.172
228.395	43.058	51.329
203.922	32.129	48.932
182.382	29.068	42.093
137.918	34.480	36.550
76.281	46.422	30.853
30.577	65.261	29.685
32.467	85.980	24.512
88.874	82.798	14.131
147.410	65.143	17.536
188.346	54.024	28.349
243.000	40.862	39.409
314.368	34.737	47.761
353.612	40.166	50.218
378.616	58.261	51.031
390.136	70.398	45.364
338.289	90.835	32.007
236.941	106.729	27.081
117.872	97.974	25.781
29.355	77.223	26.959
44.067	43.028	29.301
99.591	19.463	30.394
116.562	41.188	34.342
87.465	79.802	41.906
90.406	122.124	46.370
100.080	136.771	48.824
103.682	147.927	52.547
103.482	159.608	53.418
113.358	163.692	56.560
113.967	157.140	62.762
106.303	198.490	65.212
96.194	188.182	61.800
84.825	123.443	54.646
93.633	121.354	54.035
118.947	127.997	53.966
147.636	129.980	53.031
176.461	133.913	48.782
184.745	145.775	40.002
221.790	156.621	33.977
317.085	169.222	33.470
321.772	186.452	32.820
297.821	196.093	31.861
295.226	206.297	38.919
298.913	215.089	49.596
324.534	212.868	53.874
330.924	199.715	61.178
355.673	201.479	72.291
361.537	213.035	82.152
349.849	209.937	90.460
348.124	205.766	95.479
338.972	197.805	99.980
332.827	190.527	103.175
330.505	170.343	105.852
318.956	150.064	100.805
300.544	133.153	97.653
299.433	89.628	100.339
238.611	27.731	95.307
141.851	45.290	86.484
97.481	74.944	83.852
72.625	89.422	82.379
53.363	90.186	74.855
48.727	86.269	68.853
45.259	74.321	66.530
58.654	68.538	65.495
67.468	66.530	58.928
80.407	62.928	52.945
87.616	63.920	54.251
79.668	65.429	53.049
69.102	56.263	49.174
67.570	44.940	46.803
64.906	47.135	42.173
79.435	49.285	40.740
106.386	52.339	40.920
75.496	52.843	40.767
41.255	53.512	41.326
30.494	56.455	39.817
23.876	57.958	38.467
19.204	65.568	38.754
15.472	79.723	39.052
12.372	87.360	38.307
20.875	91.617	38.060
27.936	92.024	39.929
31.169	81.715	42.899
30.492	76.952	44.272
20.660	75.190	43.621
8.608	70.965	42.150
6.588	72.234	45.961
4.174	71.516	46.603
5.781	73.934	43.665
11.153	74.722	45.276
11.446	73.642	46.108
12.558	72.554	44.338
10.414	65.066	42.200
18.753	54.020	41.655
22.282	46.428	41.602
9.600	47.264	40.505
12.186	45.784	36.868
13.443	43.251	35.271
11.075	35.969	35.134
11.076	27.548	34.032
7.163	24.625	33.683
10.121	23.999	30.786
17.094	23.306	27.679
24.119	21.501	24.468
28.557	22.785	21.150
31.950	20.437	20.547
34.687	15.028	20.918
41.096	10.463	21.594
45.814	12.882	19.064
43.612	17.856	16.199
42.133	20.069	14.701
44.992	28.633	13.101
51.254	39.427	12.856
54.280	48.892	11.049
85.979	59.372	9.659
102.425	60.451	11.048
93.813	60.391	11.951
101.190	75.953	11.692
122.474	80.688	11.898
128.162	82.400	12.623
115.843	71.054	15.997
124.974	83.886	17.916
148.393	111.747	21.293
179.133	119.439	26.335
170.624	125.489	31.410
159.328	105.706	37.640
174.978	101.331	38.562
201.867	115.658	39.865
211.088	112.862	42.259
206.257	114.882	40.854
211.599	126.197	40.856
202.630	128.495	41.160
197.519	126.719	40.129
200.339	134.309	39.779
213.525	141.218	37.732
212.610	147.086	35.485
188.735	146.326	31.851
185.373	143.265	28.588
183.322	151.897	23.284
187.230	150.044	19.493
185.915	142.131	19.505
171.278	143.439	17.189
145.779	142.268	14.434
136.206	143.515	10.241
146.292	146.280	5.944
146.366	144.297	6.129
137.893	149.052	5.742
123.534	153.817	6.157
116.758	130.772	8.005
110.557	116.469	10.284
102.150	119.572	9.461
87.580	112.052	12.353
79.344	106.771	14.271
80.043	104.569	12.450
70.921	92.733	12.898
59.253	86.255	14.287
61.800	76.379	16.316
67.719	66.364	17.425
72.249	56.404	18.049
79.227	52.723	17.791
77.849	53.430	16.086
68.127	52.886	15.412
58.998	54.458	14.515
57.317	60.901	13.880
60.504	64.729	13.890
53.254	56.125	12.693
43.103	45.631	12.002
38.777	45.794	9.222
40.316	40.924	10.174
47.711	31.634	11.346
52.577	26.212	9.973
52.569	22.254	10.476
50.778	18.426	11.586
50.419	14.579	9.203
48.794	14.790	5.977
51.090	17.016	5.788
66.557	18.212	5.263
60.161	16.792	3.712
49.290	19.752	6.644
63.960	22.474	7.966
60.595	22.951	8.939
52.044	26.343	12.225
86.633	26.866	13.677
97.361	28.432	13.782
86.903	32.195	15.160
96.166	35.021	17.574
104.767	39.434	20.128
120.901	41.777	19.364
133.403	36.740	18.727
150.470	33.674	18.134
165.044	42.179	16.886
212.861	50.880	18.334
209.635	64.257	21.224
196.516	75.549	22.909
250.845	72.609	23.627
277.092	71.039	23.830
298.919	84.928	26.993
329.601	95.916	34.154
358.588	90.732	38.565
385.918	93.605	35.810
409.793	101.261	33.452
424.002	64.329	36.305
444.461	70.163	34.352
468.861	114.197	27.655
478.263	110.796	27.106
482.692	112.685	26.468
490.902	92.245	22.113
454.872	55.987	22.216
367.882	31.981	21.028
234.473	44.292	16.629
109.833	74.313	15.223
80.077	79.470	12.077
106.937	71.257	8.994
95.149	63.522	5.678
40.306	62.588	3.081
46.353	77.715	3.551
81.038	95.217	5.052
88.508	93.409	8.072
73.531	76.016	10.122
44.382	65.546	12.313
22.297	65.109	13.771
24.952	64.431	14.714
40.167	75.567	17.548
44.474	94.501	20.463
40.635	105.489	20.430
38.434	110.467	18.907
33.644	104.277	20.531
33.351	143.616	22.514
31.727	151.918	27.944
30.458	105.522	36.004
34.210	116.826	39.178
37.768	114.441	39.559
40.131	95.516	38.856
35.884	89.902	37.386
33.115	78.391	38.348
30.798	69.316	42.543
34.688	66.820	50.690
33.111	66.184	57.849
23.969	73.059	58.759
23.801	76.272	56.651
23.506	64.272	41.349
17.665	50.846	44.034
16.618	45.849	58.396
18.458	44.515	58.743
17.039	51.619	63.372
17.048	57.536	80.322
17.952	56.087	57.875
17.266	48.277	54.155
14.910	41.758	52.518
16.013	47.327	41.741
21.758	50.451	56.727
24.283	44.824	50.302
23.267	39.564	46.287
20.135	36.363	43.903
18.942	33.657	41.035
17.126	30.576	38.746
15.177	27.019	36.601
12.656	26.365	33.462
13.117	22.404	28.610
9.534	24.511	23.667
15.791	28.798	23.791
11.464	24.705	21.911
8.390	21.711	20.402
9.176	17.919	21.371
4.592	15.783	18.955
4.295	15.456	18.288
3.048	12.656	21.452
3.712	11.597	21.338
5.180	13.311	19.435
5.102	12.921	21.134
4.319	12.244	22.641
2.588	12.121	22.987
1.721	12.823	34.893
3.086	15.547	11.353
3.656	15.974	14.856
6.442	14.365	30.030
18.021	11.739	29.025
18.082	4.467	16.076
10.277	2.503	21.108
16.061	11.016	25.337
22.592	22.395	31.383
27.933	13.173	35.676
34.852	23.372	38.728
41.479	64.783	41.536
64.691	73.321	42.012
75.447	72.524	44.816
54.263	79.171	52.213
64.148	93.813	51.736
76.615	93.750	49.067
73.195	93.434	53.746
79.560	110.156	56.762
93.098	107.181	58.005
115.523	101.300	65.081
120.534	105.043	65.878
108.577	93.498	57.155
112.049	88.308	53.191
128.379	94.885	49.855
128.181	86.083	51.607
131.236	77.180	50.689
138.321	87.218	42.060
148.956	85.482	38.475
158.650	74.254	35.777
167.133	78.653	36.453
185.175	86.303	37.768
194.740	85.452	34.620
204.663	90.147	30.178
204.715	92.548	25.918
199.642	110.814	21.975
205.978	112.589	17.558
217.270	102.705	15.577
216.740	99.840	17.156
205.636	99.752	19.811
183.810	99.211	23.694
193.947	93.285	27.766
204.047	80.301	29.760
170.186	74.651	34.810
158.411	68.249	39.751
124.181	60.843	40.910
131.056	60.951	42.718
145.370	57.248	48.482
61.330	52.132	55.093
38.725	44.683	54.869
94.056	41.719	55.317
94.737	43.744	59.496
81.370	47.435	66.882
95.797	56.479	70.802
124.335	62.634	69.513
150.271	70.686	72.742
175.344	71.921	81.077
195.727	73.126	90.513
217.318	90.038	92.588
240.701	97.437	90.542
256.387	92.845	94.133
276.166	101.756	105.133
280.552	108.330	112.024
298.955	103.182	111.268
327.497	105.273	114.220
342.764	110.596	124.786
361.888	100.123	138.549
362.783	67.290	144.725
341.608	72.218	150.099
346.188	75.840	162.954
373.913	39.663	167.497
385.361	12.258	169.747
341.273	40.785	174.259
271.274	49.302	175.426
218.225	70.346	173.056
147.913	81.268	172.907
87.032	75.529	167.821
54.365	76.487	162.593
47.864	76.485	162.562
50.408	59.159	159.439
48.931	31.671	155.445
47.275	21.837	149.925
51.181	33.356	142.922
65.054	61.330	140.557
87.408	77.051	138.443
110.849	72.796	130.393
126.631	76.037	123.982
130.497	84.595	119.396
138.968	70.672	114.266
150.046	49.234	105.912
143.384	34.530	104.989
126.401	24.197	104.628
117.301	25.674	97.173
105.733	30.723	90.919
85.090	35.222	90.870
69.968	67.318	89.723
58.499	87.094	99.742
41.415	57.748	97.029
30.241	56.887	82.433
26.687	66.140	75.602
24.082	74.673	78.475
25.008	70.289	82.098
24.737	64.353	73.062
23.848	61.400	70.569
21.084	56.418	71.484
18.491	53.372	67.793
16.582	50.632	76.524
14.590	50.417	78.215
20.398	56.642	57.240
17.538	54.816	52.421
10.835	50.664	53.471
10.692	50.043	53.657
8.826	48.355	50.421
12.281	45.966	48.935
13.470	49.362	46.385
14.935	49.624	45.847
16.947	44.399	48.686
17.374	44.932	49.013
18.477	41.147	46.220
18.683	35.564	42.326
20.371	43.023	42.858
20.455	49.749	47.769
18.923	41.303	48.551
29.293	33.791	47.543
35.086	33.018	46.293
24.433	47.777	41.409
29.920	49.472	42.623
26.338	35.085	47.443
18.690	33.430	34.759
18.589	32.526	30.567
15.608	30.665	25.718
15.938	22.433	25.711
16.969	17.410	26.667
16.216	18.192	25.162
17.238	17.381	23.070
16.489	14.034	18.656
15.368	12.347	14.372
13.778	13.165	11.332
13.225	16.130	13.660
12.957	17.794	17.829
9.953	17.810	23.320
8.262	17.608	27.562
8.269	18.313	31.201
7.286	19.984	37.234
5.833	22.626	40.225
6.505	26.478	38.669
7.713	28.299	37.065
9.336	26.815	38.264
9.690	23.196	42.082
8.576	22.225	46.212
8.744	19.044	49.758
10.665	15.326	48.440
12.545	15.286	45.076
10.390	15.020	45.497
7.674	15.052	47.563
5.978	11.064	46.671
5.236	11.268	46.740
5.607	12.418	44.481
5.506	11.971	38.513
4.173	14.010	39.035
5.889	14.221	39.490
7.830	11.529	34.916
8.006	10.195	27.952
9.361	9.832	23.522
8.534	10.610	21.778
8.869	14.530	20.821
9.487	20.852	20.749
10.084	25.397	18.801
10.799	26.582	17.194
12.768	24.776	18.324
17.837	27.787	19.719
22.909	30.665	18.004
30.604	30.638	17.155
36.471	35.246	18.783
37.595	39.100	18.724
40.599	38.939	17.699
42.178	57.948	17.471
48.081	68.556	17.374
59.356	70.376	16.078
66.577	82.869	16.780
67.133	82.237	16.877
83.376	84.878	17.817
88.467	90.297	19.399
70.345	83.010	19.424
87.563	60.499	21.920
97.862	45.828	25.949
99.922	57.809	28.224
121.714	67.841	27.556
122.441	74.984	30.665
144.229	79.165	34.973
165.990	90.788	38.434
165.406	97.123	43.002
174.392	97.553	44.731
179.547	102.008	49.246
181.010	81.415	56.722
181.069	69.350	57.484
178.770	68.708	58.650
168.367	55.986	55.358
155.778	38.676	47.982
142.578	30.036	47.948
131.234	22.920	49.618
118.485	14.220	49.132
105.717	12.911	46.471
103.072	15.107	39.477
97.822	17.988	33.504
93.828	20.694	30.123
94.873	20.483	25.703
98.176	20.346	27.427
98.325	21.473	32.586
103.729	21.493	32.929
113.528	22.367	34.404
102.647	24.969	40.690
92.949	25.659	49.325
87.497	26.674	66.589
80.365	28.820	65.052
75.392	27.245	48.097
70.139	25.398	50.574
69.656	24.862	50.149
69.240	22.946	51.282
64.680	22.090	55.817
62.614	22.065	53.612
67.029	28.622	55.496
64.614	37.214	57.376
61.080	37.048	53.449
58.507	35.556	53.023
59.697	43.533	51.826
64.112	51.986	51.274
66.687	53.665	54.578
72.223	60.602	51.153
79.623	66.905	47.898
88.018	61.315	50.359
96.225	57.927	53.096
100.542	55.021	51.615
109.692	58.552	50.756
118.382	62.516	45.842
118.708	51.390	46.394
128.390	47.651	51.695
134.781	46.311	48.045
137.910	42.132	45.730
147.810	42.145	42.045
126.918	45.629	34.223
93.895	39.457	32.154
75.413	117.180	37.178
61.202	102.228	38.075
53.025	26.746	36.178
64.070	36.196	38.342
85.322	40.117	39.805
100.036	38.811	41.739
124.300	28.374	43.842
143.642	32.399	46.197
152.539	38.309	51.118
155.524	36.849	50.196
153.223	38.555	52.862
148.120	117.406	56.043
136.377	126.691	59.767
126.588	70.874	64.977
116.596	76.975	59.408
107.759	80.136	58.083
104.708	84.341	63.046
96.861	92.949	62.588
72.072	92.537	62.506
47.283	80.641	61.948
38.047	75.714	59.520
31.817	75.451	62.185
23.312	67.669	59.809
14.014	60.845	58.640
13.341	52.206	62.249
20.734	47.714	61.401
27.882	45.983	58.588
33.513	40.917	54.819
45.140	34.580	53.403
52.955	31.235	53.808
57.126	32.498	57.459
65.955	32.664	55.224
74.095	34.955	50.332
84.793	39.949	51.700
92.999	41.008	54.026
93.710	41.363	56.133
101.880	46.336	52.969
113.081	50.958	49.214
117.272	55.391	50.599
127.185	70.011	51.118
140.155	81.865	49.750
136.836	76.113	53.292
138.461	76.884	56.327
148.784	78.601	55.257
146.904	69.925	50.231
148.359	71.471	46.340
150.425	75.669	49.096
154.306	69.457	53.011
157.723	64.597	51.124
165.674	66.167	51.203
185.469	74.491	53.070
201.500	84.008	52.129
212.655	76.370	52.743
215.745	62.462	51.530
205.603	58.830	51.809
195.901	58.400	52.376
184.273	54.086	49.643
176.068	44.172	48.352
168.684	37.802	49.625
165.917	33.331	48.718
170.177	27.450	46.829
158.929	22.426	44.687
151.762	20.356	45.244
139.236	24.755	47.446
119.444	25.300	39.556
112.431	28.963	35.113
110.651	122.587	38.757
106.881	124.383	36.217
112.271	43.640	30.931
113.698	54.110	23.918
116.315	65.111	17.453
128.203	71.408	16.105
146.578	79.602	15.178
172.301	88.412	19.086
192.466	89.109	22.403
209.028	90.949	26.276
231.350	104.816	31.344
251.995	117.715	37.316
262.222	113.142	38.381
272.584	95.694	41.407
286.296	95.065	49.124
282.224	112.109	49.576
250.431	91.564	46.711
233.894	47.484	45.875
252.412	9.784	44.997
266.994	23.086	45.441
255.800	44.293	41.755
227.670	47.216	38.521
188.388	53.164	41.835
147.808	54.434	42.367
132.168	53.327	41.320
115.368	52.733	38.610
104.222	41.502	35.639
114.101	33.365	34.771
114.774	22.622	34.635
108.493	34.229	37.323
101.143	30.225	37.197
89.252	43.346	33.036
74.555	54.631	29.052
62.171	60.697	26.403
61.673	55.486	25.747
76.837	50.809	26.981
91.886	57.873	24.674
99.699	65.561	25.588
98.951	59.717	27.229
84.465	51.656	26.475
62.932	62.816	27.222
42.270	68.356	25.293
30.303	61.830	23.764
27.706	68.239	23.433
26.591	73.905	23.071
26.439	71.319	23.270
26.205	64.932	22.168
28.537	63.706	20.257
33.913	58.450	17.864
37.999	48.842	17.588
37.253	43.064	17.918
37.462	42.714	18.513
41.263	44.667	21.355
42.640	45.906	23.698
45.412	44.615	23.474
49.589	97.164	22.843
48.765	95.780	21.558
46.118	33.286	22.621
44.236	27.996	23.523
37.156	25.130	23.498
29.555	22.964	24.442
21.521	18.710	21.800
13.151	15.460	17.908
9.195	13.962	15.351
8.768	14.541	13.620
9.447	15.743	15.289
12.216	13.363	15.020
18.664	10.067	13.772
29.721	12.636	12.829
41.840	11.554	11.696
49.378	10.963	11.286
55.290	13.655	8.257
66.154	15.700	7.063
83.913	24.447	7.031
88.912	32.156	9.723
88.838	32.812	12.027
100.599	50.579	13.759
110.457	44.066	16.982
119.400	35.723	21.012
138.792	40.829	24.294
172.095	46.702	25.882
201.032	48.445	24.136
227.578	48.131	25.764
260.673	48.341	29.887
290.946	45.555	30.985
315.704	38.300	33.708
334.272	33.407	36.731
338.507	28.978	36.906
331.365	26.226	39.250
328.868	24.266	45.362
337.253	21.361	47.495
337.801	24.253	50.602
327.387	26.153	51.256
316.781	21.702	55.433
300.533	20.057	59.746
291.512	20.861	56.253
282.291	19.320	55.505
276.187	20.127	55.516
276.111	22.522	52.919
262.800	26.697	52.528
263.262	30.456	53.448
251.645	33.436	55.593
218.813	35.312	56.106
201.841	33.739	52.348
194.025	33.146	48.133
185.105	33.889	41.927
169.585	33.708	35.544
150.869	32.976	29.571
132.261	33.545	29.135
122.401	37.975	29.368
117.372	43.734	29.629
121.420	42.702	28.920
135.814	37.841	27.935
155.854	42.424	26.959
175.484	41.865	26.577
175.820	33.436	30.784
156.950	31.038	31.691
143.263	33.175	30.726
130.406	27.613	32.527
129.001	44.386	34.100
140.032	70.052	31.574
154.187	90.671	27.465
174.400	108.231	24.574
196.512	131.454	22.522
222.210	157.955	20.647
252.158	167.233	23.147
274.649	191.140	27.677
282.334	198.247	29.272
250.548	149.390	30.139
202.045	132.061	29.729
156.884	191.477	28.010
135.726	167.319	26.542
115.056	84.779	23.722
71.554	47.704	26.396
50.803	25.802	28.793
42.014	20.435	28.632
37.066	18.540	35.820
30.901	2.126	38.726
18.331	15.294	38.328
9.273	15.778	37.069
13.201	13.027	33.290
20.335	15.510	28.812
24.816	15.609	27.101
26.475	11.141	31.443
23.499	8.755	33.891
22.250	3.957	34.875
21.331	1.529	36.142
17.419	6.322	35.493
17.737	8.234	32.186
20.526	8.741	29.904
19.647	9.781	30.137
18.175	9.513	32.669
17.299	9.495	35.170
14.659	8.513	34.283
13.028	7.917	33.487
10.829	5.960	32.337
9.269	4.794	34.727
10.288	7.057	34.601
10.248	6.408	46.007
26.751	4.432	42.056
30.354	4.713	26.170
16.619	6.096	24.666
18.040	10.682	22.120
18.608	15.758	19.281
19.442	18.196	14.836
21.075	23.113	13.135
16.699	27.944	13.126
12.311	27.014	11.908
11.302	24.901	9.886
12.656	30.309	8.868
15.258	33.847	8.310
20.692	23.523	9.652
26.168	10.454	12.752
27.341	8.717	14.150
30.584	9.724	12.961
36.061	14.862	14.503
45.526	21.185	14.598
54.262	26.391	12.580
60.630	27.498	15.895
68.357	27.632	19.237
73.936	27.728	21.364
78.100	25.493	23.154
74.270	27.526	21.336
72.046	33.551	20.117
80.449	41.222	19.148
89.312	54.403	20.216
94.304	69.335	26.648
102.152	78.735	30.929
105.942	94.345	35.676
103.709	109.322	39.848
106.630	112.142	36.384
112.170	119.098	37.704
114.799	132.343	43.747
115.355	142.812	41.988
115.104	147.787	39.509
111.925	139.871	39.680
107.226	125.102	35.201
99.266	111.846	29.820
88.099	100.358	28.873
78.346	87.292	27.606
68.293	66.996	25.745
51.470	43.983	23.048
35.029	27.517	24.032
21.270	20.308	29.710
21.834	20.530	33.056
32.177	24.933	34.366
38.881	27.504	33.628
43.551	28.042	32.961
47.275	24.287	31.365
49.066	16.699	31.542
47.323	12.689	35.534
47.763	10.216	38.975
49.148	10.992	38.585
47.673	12.866	34.389
44.283	13.372	28.460
40.010	14.128	24.124
39.635	16.515	23.653
39.133	18.396	21.593
39.223	21.039	22.592
41.514	25.065	27.308
41.500	27.875	33.549
39.819	26.716	40.671
39.020	23.598	45.474
43.200	23.520	48.637
48.021	26.074	50.181
49.370	26.043	62.374
45.841	26.034	75.896
43.596	28.563	76.315
51.034	32.987	81.169
64.930	37.376	91.971
71.578	37.631	105.870
68.760	36.598	111.395
77.823	37.440	117.853
87.259	37.311	122.384
84.059	34.319	131.908
84.571	32.982	145.012
90.214	32.263	143.827
96.336	28.967	142.537
101.134	26.537	140.300
106.819	24.377	148.461
107.362	21.488	154.461
112.833	23.338	155.327
118.891	25.694	152.490
118.008	22.816	146.887
123.702	22.975	162.845
133.586	27.214	165.619
139.214	28.009	156.382
137.976	23.825	154.389
139.577	22.897	146.204
137.098	21.586	158.446
129.263	19.201	159.740
117.302	18.998	139.101
105.473	17.327	133.596
91.064	15.360	126.746
72.542	14.996	124.578
62.592	13.219	125.471
58.543	10.898	118.980
57.972	9.874	117.260
64.361	7.373	114.422
78.875	6.943	107.105
91.018	7.331	102.788
87.057	6.259	95.467
74.452	9.624	86.768
67.064	9.257	83.886
57.416	10.879	76.376
46.080	16.309	63.241
43.582	21.766	57.648
45.564	25.430	62.163
47.541	28.252	57.240
48.765	32.767	47.524
41.368	35.864	44.722
29.590	34.898	45.000
20.205	34.137	47.576
14.049	34.664	47.495
23.008	33.375	44.896
31.653	33.705	51.301
40.333	36.894	57.550
54.185	41.138	55.104
69.465	41.851	58.226
76.674	41.715	63.488
73.860	43.170	66.879
72.229	44.621	65.933
69.808	48.654	64.744
61.568	52.768	69.613
56.753	53.083	67.944
56.684	49.757	64.325
53.294	50.490	80.002
49.160	52.410	82.205
47.556	47.519	59.971
43.853	41.516	55.221
43.922	36.384	60.020
44.729	31.784	58.213
45.693	27.749	52.470
50.747	24.308	46.296
50.581	25.339	45.876
46.326	24.217	48.282
44.517	19.990	41.579
41.448	15.061	35.431
36.294	8.278	35.885
34.484	1.865	37.006
32.729	5.514	38.135
30.084	11.805	38.550
28.581	17.990	39.574
27.793	21.520	38.877
26.765	22.592	38.323
23.484	21.585	42.691
22.206	17.701	40.824
24.410	14.675	39.906
27.253	13.497	44.375
29.022	11.841	45.779
35.253	11.449	48.458
48.340	10.385	47.516
59.484	9.470	41.731
72.409	10.703	42.921
86.573	13.920	48.634
97.268	16.782	47.160
101.271	20.138	44.352
107.405	20.528	42.501
113.340	19.017	39.894
116.364	17.700	39.981
130.482	15.015	38.110
157.134	13.246	31.435
165.488	10.729	27.800
155.528	10.981	26.739
152.790	12.224	28.358
144.656	13.138	31.869
126.928	15.002	32.473
113.786	16.837	31.735
108.073	18.680	32.547
96.609	21.674	33.545
92.423	23.705	32.809
94.527	25.756	29.745
97.635	29.332	25.522
97.191	32.362	23.171
95.531	31.977	19.830
98.582	32.007	17.356
96.346	35.848	18.295
87.954	38.665	19.667
79.686	38.855	20.052
69.678	38.614	20.863
61.854	35.285	20.998
56.575	29.791	19.280
47.570	28.519	17.736
37.008	31.118	16.971
30.778	30.786	17.456
24.827	32.533	16.531
20.427	36.126	14.778
22.530	43.103	16.486
23.511	48.890	20.644
21.530	49.226	22.868
23.506	53.084	23.613
27.338	53.706	25.051
31.146	49.628	28.031
31.256	44.661	29.874
33.541	38.092	29.231
39.764	29.344	35.637
44.242	18.617	35.811
48.467	7.489	33.151
58.438	4.472	44.234
62.653	8.109	48.378
63.969	11.259	47.174
66.079	11.874	46.208
66.191	10.769	53.647
69.872	10.688	65.034
74.991	8.721	64.258
70.641	5.574	61.304
69.206	3.724	66.223
74.989	3.119	76.383
72.594	1.900	74.982
68.736	2.487	66.593
70.686	2.657	71.760
73.083	2.286	79.718
67.896	2.170	75.932
63.490	2.924	68.162
65.534	2.373	70.010
69.216	1.630	73.277
