RHand_X	RHand_Y	RHand_Z	LHand_X	LHand_Y	LHand_Z	Head_X	Head_Y	Head_Z
192.379	232.993	305.673	62.664	147.491	93.459	173.113	315.905	63.753
192.717	233.265	305.673	63.147	147.904	93.971	173.450	316.217	63.753
192.923	233.563	305.673	63.664	148.364	94.502	173.829	316.474	64.039
193.158	233.783	305.673	64.193	148.833	95.038	174.238	316.768	64.039
193.423	234.006	305.673	64.744	149.255	95.587	174.631	317.141	64.333
193.727	234.212	305.673	65.255	149.663	96.109	174.984	317.483	64.333
194.063	234.212	305.965	65.649	150.088	96.560	175.334	317.814	64.636
194.325	234.440	305.965	66.033	150.476	97.029	175.685	318.206	64.636
194.325	234.440	305.965	66.495	150.892	97.541	176.051	318.576	64.904
194.641	234.440	305.965	67.029	151.304	98.039	176.403	319.002	64.904
194.641	234.440	305.965	67.589	151.689	98.530	176.706	319.421	64.904
194.991	234.440	306.317	67.991	151.982	98.929	177.030	319.836	65.137
194.991	234.440	306.317	68.439	152.277	99.365	177.371	320.267	65.137
195.358	234.440	306.651	68.865	152.630	99.781	177.709	320.662	65.137
195.358	234.440	306.651	69.237	152.941	100.135	177.994	321.027	65.432
195.688	234.649	306.917	69.569	153.184	100.478	178.281	321.371	65.432
195.688	234.649	306.917	69.832	153.387	100.782	178.645	321.840	65.782
195.923	234.649	306.917	70.085	153.387	101.106	178.962	322.251	65.782
195.923	234.649	306.917	70.321	153.387	101.364	179.207	322.610	66.077
196.125	234.649	307.180	70.321	153.635	101.624	179.440	323.003	66.077
196.125	234.649	307.180	70.696	153.635	101.855	179.646	323.333	66.377
196.125	234.649	307.180	70.696	153.861	101.855	179.646	323.679	66.377
196.125	234.649	307.442	71.049	153.861	102.224	180.033	324.061	66.589
196.125	234.649	307.442	71.049	154.091	102.224	180.033	324.470	66.589
196.125	234.649	307.442	71.319	154.091	102.471	180.375	324.827	66.589
196.125	234.864	307.674	71.319	154.091	102.471	180.375	325.210	66.589
196.364	234.864	307.674	71.629	154.295	102.471	180.627	325.539	66.589
196.364	234.864	307.674	71.629	154.295	102.735	180.627	325.906	66.589
196.364	234.864	307.674	71.930	154.295	102.735	180.627	326.298	66.589
196.364	234.864	307.674	71.930	154.295	102.735	180.869	326.708	66.589
196.364	234.864	307.674	72.189	154.556	102.945	180.869	327.148	66.589
196.364	234.864	307.674	72.189	154.556	102.945	180.869	327.589	66.589
196.364	234.864	307.942	72.482	154.556	102.945	180.869	327.991	66.589
196.364	234.864	307.942	72.482	154.556	102.945	180.869	328.464	66.589
196.364	235.077	308.287	72.482	154.556	102.945	180.869	328.977	66.589
196.364	235.077	308.529	72.719	154.556	102.945	181.214	329.436	66.812
196.364	235.077	308.774	72.719	154.556	102.945	181.214	329.973	66.812
196.364	235.077	308.774	72.719	154.556	102.945	181.512	330.496	67.031
196.364	235.278	309.124	72.719	154.556	102.945	181.512	331.052	67.031
196.364	235.278	309.124	72.719	154.556	103.216	181.858	331.558	67.031
196.364	235.278	309.476	72.719	154.556	103.216	182.072	332.108	67.311
196.364	235.278	309.476	72.719	154.766	103.526	182.277	332.656	67.311
196.617	235.278	309.873	72.979	154.766	103.735	182.479	333.052	67.311
196.617	235.278	310.126	72.979	155.150	103.939	182.479	333.605	67.615
196.617	235.491	310.431	72.979	155.398	103.939	182.850	334.037	67.615
196.944	235.491	310.815	73.297	155.676	104.233	182.850	334.471	67.825
197.160	235.739	311.285	73.297	155.991	104.233	183.234	334.905	67.825
197.408	235.739	311.765	73.597	156.324	104.438	183.454	335.270	68.031
197.687	236.195	312.267	73.597	156.722	104.438	183.454	335.576	68.031
197.938	236.529	312.734	73.985	157.168	104.673	183.804	335.811	68.031
198.213	236.831	313.215	74.251	157.612	104.896	183.804	336.443	68.341
198.513	237.136	313.676	74.556	158.055	105.118	183.804	336.814	68.341
198.853	237.402	314.173	74.802	158.435	105.118	184.007	337.119	68.560
199.325	237.704	314.769	74.802	158.749	105.441	184.007	337.412	68.560
199.799	238.042	315.347	75.129	159.043	105.441	184.267	337.728	68.785
200.298	238.388	316.027	75.129	159.381	105.441	184.267	338.035	68.785
200.841	238.769	316.810	75.506	159.760	105.697	184.562	338.327	69.012
201.429	239.242	317.649	75.781	160.225	105.697	184.562	338.544	69.012
202.106	239.690	318.457	76.141	160.647	106.019	184.836	338.774	69.012
202.738	240.133	319.301	76.505	161.038	106.263	184.836	338.774	69.297
203.301	240.543	320.078	76.858	161.419	106.503	185.061	339.183	69.297
203.806	240.883	320.726	77.134	161.858	106.754	185.061	339.397	69.297
204.247	241.233	321.438	77.134	162.376	107.095	185.273	339.397	69.593
204.667	241.561	322.006	77.385	162.676	107.095	185.273	339.792	69.593
204.966	241.778	322.467	77.385	162.676	107.095	185.500	339.792	69.855
204.966	241.983	322.933	77.385	162.882	107.357	185.500	340.148	69.855
205.227	242.197	323.362	77.738	162.882	107.357	185.797	340.148	70.106
205.227	242.197	323.805	77.738	162.882	107.573	185.797	340.444	70.106
205.227	242.475	324.291	78.161	162.882	107.573	186.121	340.444	70.106
205.227	242.475	324.800	78.406	162.882	107.880	186.121	340.444	70.382
205.468	242.729	325.301	78.614	163.122	108.141	186.507	340.684	70.382
205.468	242.729	325.807	78.614	163.332	108.141	186.719	340.684	70.589
205.468	243.142	326.270	78.614	163.744	108.141	186.946	340.684	70.589
205.678	243.359	326.691	78.614	163.744	108.141	187.186	340.684	70.806
205.678	243.596	327.087	78.614	164.075	108.141	187.409	340.989	70.806
205.898	243.814	327.471	78.614	164.075	108.416	187.667	340.989	71.127
206.159	243.814	327.844	78.614	164.408	108.416	187.888	341.242	71.127
206.612	244.399	328.280	78.614	164.408	108.641	188.121	341.242	71.501
206.931	244.636	328.545	78.614	164.671	108.641	188.330	341.548	71.501
207.385	244.871	328.545	78.614	164.671	108.641	188.565	341.548	71.724
207.941	245.223	328.746	78.614	165.023	108.890	188.786	341.894	71.724
208.397	245.560	328.746	78.614	165.023	108.890	188.786	341.894	71.942
208.847	245.961	328.746	78.889	165.323	108.890	189.119	342.164	71.942
209.282	246.356	328.746	78.889	165.323	108.890	189.119	342.164	71.942
209.628	246.714	328.746	78.889	165.323	109.096	189.398	342.469	71.942
209.950	247.031	328.746	78.889	165.323	109.096	189.398	342.469	71.942
210.301	247.293	328.746	78.889	165.323	109.096	189.674	342.839	71.942
210.622	247.533	328.951	78.889	165.323	109.096	189.674	342.839	71.942
210.919	247.533	328.951	78.889	165.323	109.096	189.885	343.219	71.942
211.180	247.837	328.951	78.889	165.677	109.096	189.885	343.219	71.942
211.460	247.837	329.301	78.889	165.677	109.096	190.103	343.492	71.942
211.838	247.837	329.532	78.889	166.054	109.300	190.103	343.492	71.942
212.202	247.837	329.795	78.889	166.054	109.300	190.336	343.817	71.942
212.648	248.108	330.172	78.889	166.486	109.300	190.336	343.817	71.942
213.143	248.108	330.564	78.889	166.747	109.300	190.623	344.093	71.942
213.585	248.108	330.946	78.889	166.974	109.300	190.623	344.093	71.942
213.991	248.340	331.271	78.889	166.974	109.300	190.623	344.321	71.942
214.316	248.340	331.624	78.889	167.321	109.519	190.861	344.321	71.942
214.582	248.546	331.880	79.181	167.321	109.519	190.861	344.525	71.942
214.833	248.546	332.105	79.181	167.638	109.810	190.861	344.525	72.152
215.060	248.783	332.311	79.556	167.638	110.040	190.861	344.525	72.152
215.276	248.783	332.311	79.556	167.975	110.040	190.861	344.525	72.152
215.276	248.783	332.670	79.787	167.975	110.388	190.861	344.791	72.152
215.602	248.783	332.915	79.787	167.975	110.388	190.861	344.791	72.152
215.602	248.783	333.156	79.991	168.208	110.629	190.861	344.791	72.152
215.857	248.783	333.446	79.991	168.208	110.629	190.861	345.036	72.152
215.857	249.029	333.803	80.343	168.208	110.859	190.861	345.036	72.152
216.138	249.256	334.180	80.343	168.441	110.859	190.861	345.279	72.152
216.138	249.481	334.600	80.678	168.441	110.859	190.861	345.279	72.152
216.481	249.776	335.060	80.678	168.441	111.062	190.861	345.598	72.152
216.743	250.177	335.628	80.678	168.441	111.062	190.861	345.821	72.152
216.981	250.535	336.173	80.678	168.685	111.062	190.861	345.821	72.152
217.215	250.882	336.759	80.678	168.685	111.062	190.861	346.178	72.152
217.215	251.148	337.283	80.678	169.052	111.344	190.861	346.178	72.152
217.523	251.148	337.740	80.678	169.281	111.344	190.861	346.545	72.401
217.523	251.387	337.740	80.678	169.547	111.718	190.861	346.804	72.401
217.523	251.387	337.740	80.909	169.795	111.718	191.205	347.036	72.789
217.788	251.387	338.242	80.909	170.087	111.952	191.435	347.294	73.059
217.788	251.895	338.697	80.909	170.400	111.952	191.723	347.524	73.381
218.132	252.402	339.357	80.909	170.744	111.952	192.039	347.766	73.627
218.453	253.054	340.127	80.909	171.106	111.952	192.293	348.075	74.022
218.836	253.692	341.075	81.239	171.523	111.952	192.681	348.321	74.340
219.429	254.419	342.215	81.239	172.028	112.251	193.217	348.601	74.749
220.173	255.375	343.630	81.649	172.538	112.251	193.821	348.856	75.123
220.848	256.382	345.111	81.867	173.258	112.811	194.454	349.161	75.520
221.523	257.731	346.686	81.867	174.366	113.391	195.163	349.507	76.060
221.977	259.628	348.216	81.867	175.574	113.734	195.943	349.852	76.659
221.977	261.839	349.780	81.867	176.948	114.014	196.750	350.194	77.171
221.977	264.121	351.655	81.867	178.324	114.361	197.547	350.610	77.693
222.272	266.391	353.124	82.090	179.920	114.625	198.427	351.139	78.226
222.520	268.961	354.527	82.090	181.704	114.939	199.229	351.606	78.672
222.822	271.748	355.835	82.402	183.491	115.383	199.961	352.156	79.120
223.428	274.427	356.947	82.655	185.364	115.789	200.660	352.708	79.456
223.943	277.312	358.183	82.871	187.310	116.027	201.318	353.362	79.456
224.152	280.151	359.326	83.179	189.143	116.524	201.963	353.958	79.853
224.595	281.701	359.720	83.590	190.913	117.104	202.506	354.589	79.853
224.595	283.945	360.708	83.986	192.725	117.534	203.015	355.249	80.071
225.247	286.537	361.998	84.273	194.359	118.116	203.432	355.842	80.071
225.681	288.076	362.727	84.732	195.974	118.805	203.819	356.336	80.071
226.204	289.122	363.190	84.984	197.806	119.427	204.210	356.821	80.071
226.750	289.992	363.513	84.984	199.192	120.118	204.458	357.234	80.071
227.260	290.294	363.513	85.272	200.658	120.900	204.677	357.645	80.303
228.013	290.294	363.513	85.272	201.725	121.506	204.677	358.032	80.303
228.927	290.929	363.738	85.272	202.904	122.276	205.038	358.331	80.303
229.953	291.963	364.250	85.272	203.734	122.967	205.038	358.622	80.564
231.112	293.467	364.923	85.479	204.489	123.633	205.346	358.838	80.564
232.274	295.369	365.720	85.693	205.084	124.267	205.346	358.838	80.564
233.403	297.571	366.608	85.988	205.439	124.856	205.346	359.215	80.800
234.714	300.296	367.601	86.320	205.667	125.257	205.608	359.215	80.800
236.241	303.265	368.353	86.796	205.667	125.665	205.608	359.490	80.800
237.754	306.610	369.275	87.416	205.900	126.205	205.608	359.490	80.800
239.583	310.305	370.285	87.878	206.255	126.744	205.608	359.490	80.800
241.542	314.120	371.491	88.556	206.580	127.227	205.608	359.755	80.800
243.545	318.059	372.556	89.319	207.190	127.929	205.608	359.755	80.800
246.169	322.490	374.052	90.516	208.960	129.466	205.608	359.755	80.800
248.436	326.604	375.074	91.192	209.894	130.063	205.608	359.755	80.800
250.849	330.836	375.922	91.967	210.826	130.747	205.608	359.969	80.800
253.530	334.726	376.241	92.766	211.864	131.415	205.608	359.969	80.800
256.293	338.916	376.816	93.676	213.075	132.186	205.608	359.969	81.007
259.114	343.059	377.369	94.363	214.248	132.714	205.844	360.222	81.007
261.978	347.152	377.968	95.332	215.613	133.522	205.844	360.222	81.007
264.592	351.312	378.812	96.118	216.105	133.870	206.253	360.491	81.262
266.984	355.103	379.508	96.852	217.516	134.181	206.460	360.491	81.262
269.453	358.990	380.510	97.176	218.877	134.181	206.680	360.766	81.517
271.698	362.736	381.678	97.447	220.036	134.181	206.913	360.766	81.517
273.503	365.750	383.025	97.447	220.936	134.181	207.192	361.055	81.856
274.968	368.266	384.313	97.447	221.458	134.467	207.439	361.055	82.095
276.223	370.293	385.368	97.447	221.669	134.467	207.734	361.319	82.350
277.068	371.897	386.251	97.447	221.669	134.467	208.015	361.319	82.598
277.621	372.986	386.765	97.748	222.328	134.467	208.296	361.614	82.808
278.056	373.838	387.001	97.748	223.154	134.467	208.547	361.614	82.808
278.056	374.452	387.001	98.006	223.944	134.467	208.765	361.856	83.133
278.056	374.825	387.001	98.006	224.642	134.744	209.026	361.856	83.133
278.056	375.038	387.001	98.215	225.293	135.038	209.241	361.856	83.398
278.506	375.038	387.001	98.215	225.848	135.518	209.482	362.171	83.398
279.004	375.038	387.309	98.534	226.285	136.249	209.711	362.171	83.615
279.595	375.038	387.780	98.768	226.614	137.120	209.916	362.525	83.615
280.119	375.038	388.288	98.768	226.614	137.841	209.916	362.750	83.615
280.553	375.244	388.871	98.987	226.614	138.548	210.255	362.990	83.615
280.849	375.244	389.469	98.987	226.614	139.145	210.255	363.214	83.820
280.849	375.244	390.084	98.987	226.614	139.807	210.509	363.452	83.820
280.849	375.244	390.572	99.218	227.070	140.449	210.509	363.730	83.820
280.849	375.492	390.898	99.218	227.411	140.980	210.509	364.001	83.820
281.355	375.492	390.898	99.218	227.797	141.607	210.736	364.319	83.820
281.840	375.760	390.898	99.458	228.079	142.360	210.736	364.713	84.072
282.264	375.760	390.898	99.458	228.789	144.282	210.736	365.113	84.072
282.669	375.987	390.898	99.458	229.114	145.091	210.736	365.550	84.072
283.028	376.221	390.898	99.791	229.114	145.889	210.736	366.012	84.072
283.425	376.473	391.214	99.791	229.468	146.703	210.736	366.498	84.072
283.809	376.674	391.445	100.159	229.753	147.465	210.736	366.958	84.072
284.180	376.674	391.705	100.159	229.969	148.190	210.944	367.522	84.072
284.564	376.890	391.911	100.159	229.969	148.954	211.164	368.131	84.072
284.956	376.890	391.911	100.415	230.396	149.627	211.411	368.757	84.072
285.260	377.167	391.911	100.415	231.230	150.218	211.705	369.454	84.072
285.260	377.423	391.911	100.415	231.480	150.806	211.949	370.183	84.072
285.604	377.643	391.911	100.415	231.718	151.511	212.321	371.039	84.072
285.604	377.938	392.253	100.415	231.718	152.121	212.682	371.891	84.072
285.954	378.330	392.253	100.415	232.032	152.632	213.038	372.813	84.072
285.954	378.734	392.501	100.415	232.032	153.063	213.525	373.812	84.072
286.300	379.110	392.501	100.701	232.370	153.480	213.942	374.777	84.072
286.300	379.618	392.501	101.017	232.370	153.921	214.417	375.823	84.072
286.514	380.171	392.501	101.403	232.603	154.384	214.904	376.887	84.072
286.514	380.786	392.743	101.742	232.603	154.718	215.384	377.956	84.072
286.514	381.380	392.973	101.997	232.603	154.718	215.906	379.102	84.072
286.514	381.936	393.315	102.220	232.603	154.973	216.419	380.147	84.072
286.514	382.503	393.837	102.220	232.603	154.973	216.922	381.309	84.072
286.799	383.032	394.682	102.526	232.603	154.973	217.409	382.490	84.072
287.226	383.660	395.774	102.526	233.054	154.973	217.895	383.538	84.072
287.805	384.363	397.024	102.526	233.054	154.973	218.314	384.661	84.072
288.162	384.678	397.997	102.865	233.054	154.973	218.772	385.703	84.300
288.423	384.978	398.813	103.075	233.298	155.261	219.113	386.808	84.300
288.423	385.331	399.471	103.304	233.566	155.261	219.409	387.833	84.512
288.423	385.632	399.879	103.508	233.833	155.261	219.672	388.796	84.512
288.423	385.632	400.189	103.508	234.041	155.261	219.897	389.635	84.512
288.423	385.632	400.443	103.772	234.277	155.261	219.897	390.420	84.841
288.423	385.632	400.443	103.772	234.499	155.599	220.169	391.140	85.059
288.423	385.856	400.804	104.130	234.833	156.050	220.169	391.829	85.285
288.423	385.856	400.804	104.368	235.244	156.458	220.169	392.418	85.285
288.423	385.856	401.059	104.368	235.574	156.819	220.169	392.919	85.621
288.423	385.856	401.059	104.788	235.983	157.246	220.169	393.296	85.621
288.423	385.856	401.059	104.788	236.435	157.700	220.458	393.601	85.966
288.641	386.113	401.059	105.051	236.856	158.094	220.458	393.813	85.966
288.641	386.113	401.059	105.051	237.279	158.399	220.860	393.813	86.206
288.641	386.433	401.059	105.051	237.621	158.681	221.114	393.813	86.206
288.973	386.714	401.302	105.267	237.871	158.890	221.399	393.813	86.412
288.973	387.000	401.536	105.267	237.871	159.172	221.757	394.082	86.412
289.450	387.381	401.769	105.267	238.120	159.172	222.150	394.502	86.619
289.772	387.737	402.013	105.558	238.120	159.471	222.618	395.109	86.619
290.153	388.185	402.280	105.558	238.441	159.471	223.044	395.878	86.619
290.626	388.714	402.621	105.936	238.441	159.471	223.526	396.715	86.619
291.267	389.552	403.133	105.936	238.723	159.471	224.134	397.716	86.619
291.983	390.197	403.490	105.936	239.287	159.471	224.658	398.843	86.619
292.838	391.041	403.891	106.211	239.904	159.471	225.249	400.134	86.619
293.709	391.804	404.125	106.211	240.903	159.471	225.887	401.539	86.619
294.517	392.466	404.437	106.426	241.713	159.727	226.596	403.125	86.619
295.266	393.262	404.762	106.426	242.482	160.120	227.231	404.746	86.619
295.948	393.997	405.144	106.426	243.518	160.120	227.900	406.475	86.619
296.702	394.708	405.442	106.426	244.316	160.676	228.721	408.427	86.619
297.530	395.427	405.442	106.426	245.284	161.193	229.570	410.357	86.619
298.470	396.318	405.826	106.426	246.123	161.843	230.330	412.393	86.904
299.667	397.162	405.826	106.827	247.085	162.310	231.186	414.672	87.113
300.865	398.128	406.216	107.127	248.257	162.617	232.081	416.859	87.113
302.112	399.076	406.216	107.353	249.262	162.884	232.942	419.197	87.491
303.393	400.198	406.604	107.353	250.243	163.190	233.735	421.654	87.713
304.515	401.583	406.960	107.704	251.190	163.601	234.655	424.146	87.713
306.179	402.854	406.960	108.039	252.077	163.870	235.453	426.701	88.098
307.859	404.068	406.960	108.358	252.894	163.870	236.288	429.263	88.098
309.459	405.437	406.960	108.643	253.692	163.870	237.174	431.800	88.572
311.105	406.851	406.960	108.913	254.564	163.870	237.949	434.304	88.776
312.680	408.311	407.316	109.215	255.525	164.233	238.770	436.876	89.142
314.301	409.896	407.550	109.215	256.484	164.233	239.536	439.424	89.142
315.984	411.639	407.751	109.514	257.609	164.597	240.250	442.010	89.626
317.707	413.485	407.999	109.780	258.532	165.053	240.993	444.529	89.868
319.574	415.374	408.244	109.982	259.407	165.504	241.751	447.070	89.868
321.484	417.438	408.548	110.299	260.173	165.883	242.492	449.528	90.313
323.454	419.519	408.876	110.560	260.822	166.243	242.953	452.322	90.643
325.435	421.766	409.248	110.878	261.348	166.693	243.621	454.780	90.891
327.357	424.089	409.729	111.297	261.838	167.057	244.364	456.955	90.891
329.176	426.364	410.256	111.564	262.226	167.420	245.071	459.323	91.314
330.827	428.540	410.874	111.564	262.529	167.838	245.762	461.491	91.528
332.294	430.681	411.710	111.945	262.838	168.329	246.444	463.566	91.798
333.593	432.677	412.481	111.945	263.099	168.801	247.095	465.714	91.798
334.669	434.646	413.320	111.945	263.099	169.348	247.715	467.771	92.229
335.601	436.337	414.026	111.945	263.099	169.958	248.357	469.688	92.431
336.663	438.204	414.796	112.232	263.375	170.512	248.848	471.654	92.688
337.330	439.612	415.443	112.554	263.375	171.230	249.483	473.457	92.688
337.776	440.822	416.051	112.890	263.719	172.108	250.100	475.260	93.099
338.071	441.636	416.589	113.309	263.719	172.781	250.684	476.938	93.308
338.071	442.302	417.171	113.815	264.166	173.571	251.193	478.600	93.572
338.071	442.735	417.787	114.380	264.452	174.165	251.730	480.241	93.572
338.652	442.735	418.266	114.976	264.673	174.797	252.265	481.673	93.988
339.290	442.735	418.603	115.868	265.952	176.211	252.799	483.232	94.305
340.347	443.614	418.889	116.242	265.952	176.211	253.255	484.681	94.305
341.370	444.443	419.278	117.107	267.050	177.398	253.753	486.128	94.716
342.551	445.564	419.515	117.690	267.670	177.899	254.209	487.513	94.981
343.876	446.950	419.515	118.416	268.726	178.651	254.703	488.843	95.248
345.248	448.802	419.515	118.945	269.333	179.226	255.126	490.299	95.564
346.706	450.733	419.515	119.663	270.202	179.990	255.606	491.558	95.769
348.324	453.178	419.902	120.164	271.119	180.471	255.948	492.837	96.047
350.173	455.946	420.507	120.638	271.835	180.867	256.315	494.121	96.047
352.239	458.886	421.276	121.266	272.745	181.318	256.639	495.250	96.329
354.417	461.912	422.240	121.835	273.842	181.799	256.957	496.708	96.723
356.705	465.037	423.385	122.373	274.797	182.308	257.220	497.933	96.723
359.072	468.245	424.687	122.884	275.811	182.800	257.220	498.969	97.009
361.418	471.574	426.145	123.311	276.123	182.800	257.719	500.092	97.009
363.830	474.942	427.776	123.606	277.184	183.099	257.719	501.073	97.257
366.188	478.407	429.617	123.944	278.437	183.099	258.018	501.993	97.257
368.651	481.876	431.499	123.944	278.437	183.997	258.018	502.844	97.509
370.956	484.772	432.744	123.944	279.337	183.997	258.305	503.649	97.509
373.217	486.905	433.322	123.944	280.279	183.997	258.305	504.301	97.509
375.219	488.537	433.322	123.944	281.148	184.326	258.305	504.811	97.509
377.088	489.657	433.832	123.944	281.858	184.326	258.305	505.265	97.509
378.388	490.976	434.036	123.944	282.528	184.545	258.305	505.620	97.509
378.912	492.041	434.036	124.298	282.528	184.545	258.305	505.837	97.509
378.912	492.764	434.036	124.577	282.772	184.545	258.305	505.837	97.509
378.912	493.274	434.036	124.850	283.178	184.745	258.305	505.837	97.509
378.912	493.798	434.036	125.259	283.561	185.212	258.305	505.837	97.711
378.912	494.314	434.036	125.609	283.885	185.588	258.517	505.837	97.711
378.912	494.851	434.469	125.922	283.885	185.999	258.517	506.201	97.973
379.154	495.397	434.469	126.235	284.097	186.451	258.517	506.486	97.973
379.154	495.859	434.469	126.503	284.097	186.883	258.763	506.808	97.973
379.154	496.416	434.857	126.775	284.449	187.449	258.763	507.136	98.269
379.570	496.850	435.240	127.087	284.902	188.106	258.763	507.627	98.269
379.931	497.161	435.602	127.358	285.499	188.758	259.038	508.093	98.269
380.281	497.161	435.882	127.358	286.131	189.357	259.038	508.580	98.583
380.657	497.425	436.111	127.631	286.838	189.971	259.038	509.112	98.583
381.004	497.425	436.325	127.631	287.598	190.474	259.038	509.667	98.583
381.342	497.425	436.538	127.867	288.393	191.104	259.038	510.177	98.583
381.661	497.425	436.538	127.867	289.351	191.982	259.038	510.794	98.583
381.985	497.425	436.933	128.228	290.347	192.843	259.284	511.478	98.583
382.300	497.425	436.933	128.442	291.215	193.618	259.284	512.143	98.583
382.627	497.637	437.261	128.442	292.193	194.431	259.284	512.779	98.583
382.907	497.637	437.261	128.731	293.067	195.075	259.592	513.432	98.838
383.189	497.637	437.261	128.985	294.031	195.883	259.592	514.028	98.838
383.417	497.897	437.261	129.246	294.885	196.626	259.946	514.778	99.405
383.628	497.897	437.261	129.246	295.717	197.441	260.195	515.472	99.405
383.836	498.170	437.261	129.721	297.195	198.261	260.195	516.212	99.775
384.053	498.170	437.261	129.721	298.037	199.057	260.557	517.009	100.037
384.260	498.374	437.466	130.041	298.798	199.828	260.761	517.772	100.037
384.260	498.374	437.466	130.252	299.444	200.479	261.005	518.567	100.354
384.569	498.374	437.676	130.252	300.105	201.139	261.005	519.389	100.354
384.569	498.374	437.676	130.646	300.647	201.714	261.329	520.209	100.691
384.944	498.374	437.880	130.909	301.132	202.287	261.329	521.084	100.691
384.944	498.374	438.134	131.205	301.595	202.801	261.687	521.914	100.691
385.156	498.374	438.343	131.513	302.005	203.289	261.687	522.728	100.907
385.156	498.374	438.569	131.745	302.324	203.737	261.894	523.595	100.907
385.156	498.374	438.818	132.003	302.324	204.248	261.894	524.372	101.179
385.450	498.374	439.073	132.230	302.579	204.687	262.180	525.251	101.179
385.658	498.374	439.490	132.522	302.579	205.112	262.180	526.077	101.179
385.658	498.630	439.490	132.841	302.856	205.481	262.180	526.885	101.394
385.918	498.630	439.490	133.165	302.856	205.762	262.394	527.711	101.394
385.918	498.630	439.490	133.435	302.856	205.985	262.394	528.492	101.394
386.238	498.901	439.764	133.732	302.856	205.985	262.394	529.302	101.394
386.440	498.901	439.764	134.036	302.856	206.426	262.630	530.065	101.394
386.673	498.901	439.764	134.321	302.856	206.695	262.630	530.807	101.394
386.673	499.175	440.011	134.581	302.856	206.978	262.630	531.510	101.394
387.065	499.175	440.011	134.848	302.856	207.313	262.630	532.127	101.394
387.301	499.393	440.011	135.137	302.856	207.631	262.630	532.782	101.394
387.506	499.393	440.011	135.510	302.856	208.017	262.630	533.483	101.394
387.736	499.623	440.011	135.843	302.856	208.273	262.630	534.078	101.394
387.736	499.623	440.231	136.156	302.856	208.567	262.914	534.652	101.394
388.101	499.842	440.231	136.521	303.081	208.854	262.914	535.199	101.394
388.101	499.842	440.231	136.821	303.081	209.205	263.116	535.637	101.394
388.454	499.842	440.520	137.129	303.401	209.655	263.116	536.143	101.394
388.454	500.161	440.520	137.395	303.401	210.117	263.376	536.597	101.394
388.777	500.161	440.816	137.633	303.772	210.584	263.376	536.961	101.394
388.777	500.161	440.816	137.859	303.772	210.894	263.615	537.320	101.394
389.150	500.500	440.816	138.079	304.165	211.196	263.615	537.712	101.394
389.150	500.500	440.816	138.079	304.387	211.477	263.615	538.093	101.598
389.150	500.500	441.051	138.337	304.387	211.724	263.843	538.414	101.598
389.150	500.500	441.051	138.337	304.387	211.724	263.843	538.780	101.598
389.150	500.712	441.051	138.337	304.387	211.724	263.843	539.128	101.598
389.150	500.712	441.051	138.564	304.387	211.724	263.843	539.470	101.598
389.150	500.712	441.051	138.834	304.387	211.724	263.843	539.834	101.598
389.431	500.935	441.389	139.177	304.387	211.925	263.843	540.220	101.598
389.650	500.935	441.590	139.532	304.659	212.169	263.843	540.555	101.598
389.890	500.935	441.933	139.966	304.659	212.464	263.843	540.944	101.598
390.202	501.196	441.933	140.434	305.035	212.824	263.843	541.280	101.598
390.416	501.196	442.338	141.004	305.342	213.305	263.843	541.642	101.856
390.674	501.196	442.562	141.537	305.837	213.785	263.843	542.048	101.856
390.936	501.196	442.814	142.013	305.837	214.260	263.843	542.450	101.856
391.209	501.196	442.814	142.381	306.083	214.260	263.843	542.910	101.856
391.567	501.196	443.118	142.700	306.083	214.569	263.843	543.427	102.090
392.000	501.526	443.118	142.992	306.458	214.569	264.138	543.957	102.090
392.393	501.526	443.118	143.281	306.715	214.953	264.138	544.470	102.450
392.920	501.526	443.544	143.647	307.081	215.348	264.461	544.946	102.450
393.497	501.969	443.544	144.113	307.542	215.816	264.461	545.368	102.671
394.166	502.395	443.544	144.626	308.107	216.374	264.865	545.829	102.671
394.952	502.792	443.544	145.246	308.804	217.133	265.093	546.290	103.044
395.958	503.141	443.987	146.133	309.855	218.269	265.309	546.679	103.259
396.902	503.672	443.987	146.859	310.668	219.532	265.562	547.145	103.515
397.932	504.552	443.987	147.481	311.603	220.589	265.808	547.502	103.515
398.964	505.155	444.258	148.004	312.479	221.642	266.101	547.845	103.919
399.899	505.723	444.258	148.460	313.216	222.486	266.386	548.203	104.178
400.901	506.409	444.518	148.701	314.066	223.435	266.644	548.539	104.503
401.875	507.251	444.765	148.978	314.740	224.150	266.922	548.904	104.786
402.961	508.118	445.097	149.201	315.628	224.789	267.186	549.165	105.034
404.120	509.186	445.578	149.407	316.640	225.458	267.186	549.795	105.360
405.379	510.315	446.182	149.610	317.571	226.128	267.428	550.104	105.582
406.674	511.639	446.922	149.815	318.622	226.886	267.651	550.412	105.582
408.013	512.919	447.795	150.052	319.635	227.569	267.651	550.643	105.924
409.574	514.346	448.824	150.315	320.653	228.255	268.017	550.896	105.924
411.360	516.341	449.783	150.315	321.623	228.928	268.221	551.108	106.169
412.986	518.300	450.936	150.575	322.499	229.563	268.221	551.108	106.169
414.697	520.492	452.004	150.575	323.369	229.979	268.505	551.484	106.169
416.551	522.925	453.045	150.830	324.260	230.265	268.505	551.484	106.169
418.542	525.507	454.056	151.179	325.065	230.265	268.747	551.800	106.169
