RHand_X	RHand_Y	RHand_Z	LHand_X	LHand_Y	LHand_Z	Head_X	Head_Y	Head_Z
2045.210	2818.116	1468.184	572.444	982.317	720.874	851.592	1384.897	364.618
2045.210	2818.329	1468.184	572.444	982.317	720.874	851.592	1384.897	364.618
2045.210	2818.543	1468.184	572.444	982.317	720.874	851.592	1384.897	364.618
2045.494	2818.543	1468.184	572.444	982.317	720.874	851.894	1384.897	364.618
2045.494	2818.813	1468.184	572.444	982.317	720.874	851.894	1384.897	364.618
2045.494	2818.813	1468.184	572.444	982.317	720.874	852.151	1384.897	364.618
2045.494	2818.813	1468.436	572.444	982.317	720.874	852.151	1384.897	364.618
2045.494	2818.813	1468.436	572.444	982.317	720.874	852.151	1384.897	364.618
2045.737	2818.813	1468.436	572.444	982.573	720.874	852.151	1384.897	364.618
2045.737	2818.813	1468.436	572.444	982.573	720.874	852.385	1384.897	364.618
2046.150	2818.813	1468.436	572.444	982.786	720.874	852.385	1384.897	364.829
2046.392	2819.018	1468.436	572.444	982.786	720.874	852.385	1384.897	364.829
2046.715	2819.018	1468.436	572.444	982.786	720.874	852.614	1384.897	364.829
2047.073	2819.388	1468.436	572.444	982.786	720.874	852.614	1384.897	364.829
2047.583	2819.710	1468.688	572.444	983.027	720.874	852.827	1384.897	364.829
2048.210	2820.133	1468.688	572.444	983.027	720.874	852.827	1384.897	364.829
2048.943	2820.665	1468.917	572.444	983.230	720.874	853.050	1384.897	365.036
2049.779	2821.382	1468.917	572.444	983.230	720.874	853.050	1384.897	365.036
2050.862	2822.158	1469.323	572.444	983.446	720.874	853.050	1384.897	365.036
2051.960	2823.096	1469.551	572.444	983.446	720.874	853.283	1385.126	365.036
2053.204	2824.072	1469.811	572.444	983.711	720.874	853.283	1385.126	365.036
2054.521	2825.293	1470.228	572.444	983.711	720.874	853.283	1385.126	365.036
2056.076	2826.596	1470.681	572.444	983.711	720.874	853.283	1385.372	365.036
2057.866	2828.086	1471.196	572.444	983.711	720.874	853.524	1385.372	365.036
2059.816	2829.744	1471.624	572.444	983.711	720.874	853.524	1385.581	365.036
2062.037	2831.570	1472.097	572.444	983.711	721.088	853.524	1385.581	365.264
2064.506	2833.634	1472.491	572.444	984.026	721.088	853.778	1385.894	365.264
2067.113	2836.193	1472.860	572.444	984.026	721.088	853.778	1385.894	365.264
2069.974	2839.521	1473.488	572.444	984.026	721.088	854.041	1386.261	365.508
2072.587	2842.690	1474.122	572.444	984.026	721.088	854.041	1386.261	365.508
2075.406	2846.330	1474.641	572.444	984.026	721.088	854.347	1386.657	365.508
2078.451	2850.118	1475.349	572.444	984.026	721.088	854.347	1386.898	365.508
2081.284	2854.311	1476.037	572.444	984.026	721.088	854.682	1387.193	365.733
2084.091	2858.652	1476.831	572.444	984.312	721.088	854.682	1387.512	365.733
2086.848	2863.111	1477.738	572.444	984.312	721.290	855.024	1387.825	365.733
2089.575	2867.689	1478.678	572.444	984.543	721.290	855.024	1388.209	365.733
2092.228	2872.251	1479.554	572.444	984.543	721.290	855.380	1388.627	365.934
2094.745	2876.899	1480.272	572.444	984.543	721.290	855.380	1389.050	365.934
2097.011	2881.541	1480.895	572.444	984.543	721.290	855.764	1389.479	365.934
2098.990	2886.152	1481.255	572.444	984.543	721.290	855.999	1389.972	366.283
2101.127	2890.612	1481.625	572.444	984.543	721.290	856.221	1390.401	366.283
2103.295	2894.983	1481.838	572.444	984.543	721.290	856.221	1390.863	366.497
2105.522	2899.219	1481.838	572.444	984.543	721.290	856.613	1391.427	366.497
2107.858	2903.314	1481.838	572.444	984.543	721.290	856.613	1391.933	366.776
2110.177	2907.243	1482.478	572.444	984.543	721.290	856.971	1392.459	366.776
2112.418	2910.832	1483.184	572.444	984.543	721.290	856.971	1393.005	367.088
2114.691	2914.164	1484.117	572.444	984.543	721.290	857.188	1393.568	367.088
2116.816	2917.318	1485.209	572.444	984.543	721.290	857.188	1394.154	367.088
2118.962	2920.200	1486.546	572.444	984.543	721.290	857.440	1394.793	367.088
2121.101	2922.903	1488.018	572.444	984.543	721.290	857.440	1395.461	367.088
2123.252	2925.367	1489.789	572.444	984.543	721.290	857.706	1396.048	367.088
2125.255	2927.682	1491.709	572.444	984.543	721.290	857.706	1396.723	367.299
2127.286	2929.752	1493.883	572.444	984.543	721.290	858.018	1397.424	367.299
2129.316	2931.601	1496.241	572.444	984.543	721.290	858.018	1398.110	367.299
2131.154	2933.130	1498.803	572.444	984.543	721.290	858.348	1398.831	367.504
2132.999	2934.707	1501.491	572.444	984.543	721.290	858.348	1399.513	367.504
2134.538	2936.183	1504.364	572.444	984.543	721.290	858.650	1400.317	367.504
2135.151	2937.547	1506.435	572.444	984.543	721.290	858.650	1401.078	367.763
2135.151	2938.128	1506.435	572.444	984.543	721.512	858.995	1401.775	367.763
2135.151	2939.181	1507.181	572.444	984.543	721.512	859.217	1402.463	367.966
2135.536	2939.394	1507.717	572.444	984.543	721.512	859.217	1403.128	367.966
2135.536	2939.394	1508.006	572.444	984.543	721.512	859.629	1403.969	368.286
2135.896	2939.864	1508.006	572.444	984.543	721.512	859.851	1404.746	368.286
2135.896	2940.411	1508.006	572.444	984.543	721.512	860.080	1405.515	368.640
2136.166	2941.193	1508.006	572.444	984.543	721.512	860.080	1406.257	368.640
2136.166	2942.031	1508.346	572.444	984.543	721.512	860.475	1407.161	369.001
2136.166	2942.695	1508.557	572.444	984.543	721.512	860.764	1408.007	369.001
2136.166	2943.188	1508.557	572.444	984.543	721.730	860.997	1408.871	369.385
2136.166	2943.612	1508.787	572.444	984.543	721.730	861.214	1409.635	369.385
2136.166	2944.036	1508.787	572.444	984.543	721.730	861.470	1410.583	369.692
2136.166	2944.469	1508.787	572.444	984.543	721.730	861.720	1411.521	369.692
2136.166	2944.827	1508.787	572.647	984.543	721.730	861.720	1412.434	370.048
2136.166	2945.153	1508.987	572.647	984.543	721.730	862.058	1413.367	370.048
2136.166	2945.444	1508.987	572.647	984.543	721.730	862.283	1414.316	370.048
2136.377	2945.714	1508.987	572.647	984.543	721.730	862.283	1415.176	370.258
2136.377	2946.048	1508.987	572.647	984.543	721.730	862.625	1416.083	370.258
2136.377	2946.400	1508.987	572.647	984.543	721.730	862.625	1417.040	370.258
2136.377	2946.696	1508.987	572.647	984.543	721.730	862.625	1418.007	370.258
2136.377	2946.999	1508.987	572.647	984.543	721.946	862.625	1418.919	370.258
2136.377	2947.250	1508.987	572.647	984.543	721.946	862.845	1419.797	370.458
2136.377	2947.250	1508.987	572.647	984.543	721.946	862.845	1420.801	370.458
2136.377	2947.592	1508.987	572.647	984.750	721.946	862.845	1421.718	370.458
2136.377	2947.592	1508.987	572.647	984.750	721.946	862.845	1422.620	370.458
2136.377	2947.592	1508.987	572.647	984.750	721.946	862.845	1423.466	370.458
2136.377	2947.810	1508.987	572.647	984.750	721.946	862.845	1424.383	370.658
2136.585	2947.810	1508.987	572.647	984.750	721.946	863.112	1425.331	370.658
2136.585	2947.810	1508.987	572.647	984.750	721.946	863.112	1426.169	370.658
2136.585	2947.810	1508.987	572.647	984.750	721.946	863.112	1426.942	370.658
2136.585	2947.810	1508.987	572.647	984.750	721.946	863.112	1428.091	370.658
2136.585	2948.055	1508.987	572.647	984.750	721.946	863.325	1428.981	370.658
2136.793	2948.055	1509.202	572.647	984.750	721.946	863.325	1429.830	370.862
2136.793	2948.055	1509.202	572.647	984.750	721.946	863.654	1430.579	370.862
2136.793	2948.055	1509.202	572.647	984.750	721.946	863.885	1431.389	370.862
2136.793	2948.055	1509.416	572.647	984.750	721.946	864.107	1432.094	370.862
2136.793	2948.055	1509.416	572.856	984.965	721.946	864.324	1432.816	370.862
2137.050	2948.055	1509.673	572.856	984.965	721.946	864.615	1433.587	371.091
2137.050	2948.055	1509.673	572.856	984.965	721.946	864.883	1434.242	371.091
2137.050	2948.055	1509.960	572.856	984.965	721.946	865.142	1434.800	371.091
2137.050	2948.055	1509.960	572.856	984.965	721.946	865.344	1435.278	371.300
2137.318	2948.055	1509.960	572.856	984.965	721.946	865.607	1435.818	371.300
2137.318	2948.055	1510.188	572.856	984.965	721.946	865.854	1436.303	371.300
2137.318	2948.055	1510.188	572.856	984.965	721.946	866.104	1436.769	371.300
2137.551	2948.055	1510.188	572.856	985.171	721.946	866.319	1437.106	371.300
2137.551	2948.330	1510.188	572.856	985.171	721.946	866.519	1437.423	371.300
2137.551	2948.330	1510.188	572.856	985.171	721.946	866.722	1437.707	371.300
2137.551	2948.562	1510.188	572.856	985.171	721.946	866.722	1438.009	371.300
2137.551	2948.562	1510.188	572.856	985.171	721.946	867.131	1438.284	371.300
2137.551	2948.777	1510.395	572.856	985.171	721.946	867.358	1438.517	371.300
2137.551	2948.777	1510.395	572.856	985.171	721.946	867.579	1438.761	371.300
2137.551	2948.777	1510.395	572.856	985.171	721.946	867.789	1438.761	371.300
2137.551	2949.024	1510.395	572.856	985.171	722.175	867.990	1439.137	371.537
2137.551	2949.024	1510.603	572.856	985.171	722.175	867.990	1439.137	371.537
2137.551	2949.024	1510.603	572.856	985.171	722.175	868.400	1439.342	371.738
2137.551	2949.024	1510.603	572.856	985.171	722.175	868.616	1439.342	371.738
2137.551	2949.024	1510.817	572.856	985.171	722.175	868.829	1439.342	371.738
2137.551	2949.024	1510.817	572.856	985.171	722.175	868.829	1439.342	372.040
2137.551	2949.024	1511.040	572.856	985.171	722.175	869.199	1439.342	372.040
2137.551	2949.024	1511.040	572.856	985.171	722.175	869.199	1439.342	372.040
2137.551	2949.024	1511.040	572.856	985.171	722.175	869.561	1439.610	372.265
2137.551	2949.024	1511.355	572.856	985.171	722.175	869.561	1439.610	372.265
2137.551	2949.024	1511.355	572.856	985.171	722.175	869.876	1439.953	372.512
2137.551	2949.024	1511.656	572.856	985.171	722.175	869.876	1440.164	372.512
2137.551	2949.024	1511.656	572.856	985.171	722.175	870.122	1440.164	372.732
2137.551	2949.024	1511.978	572.856	985.171	722.175	870.122	1440.560	372.732
2137.551	2949.024	1512.196	572.856	985.171	722.175	870.348	1440.860	372.998
2137.779	2949.024	1512.516	572.856	985.171	722.175	870.348	1441.161	372.998
2137.779	2949.237	1512.851	572.856	985.171	722.175	870.559	1441.505	372.998
2138.113	2949.237	1513.257	572.856	985.171	722.175	870.559	1441.904	373.256
2138.341	2949.237	1513.687	572.856	985.171	722.175	870.559	1442.297	373.256
2138.652	2949.476	1514.179	572.856	985.171	722.175	870.559	1442.747	373.256
2139.053	2949.476	1514.711	572.856	985.171	722.175	870.559	1443.208	373.256
2139.442	2949.829	1515.122	572.856	985.171	722.175	870.559	1443.592	373.256
2139.966	2950.135	1515.585	572.856	985.171	722.175	870.559	1444.013	373.256
2140.555	2950.467	1516.116	572.856	985.171	722.175	870.559	1444.519	373.466
2141.240	2950.798	1516.763	572.856	985.171	722.175	870.559	1445.075	373.466
2142.002	2951.225	1517.491	572.856	985.171	722.175	870.559	1445.689	373.466
2142.883	2951.715	1518.177	572.856	985.171	722.175	870.559	1446.365	373.466
2143.846	2952.258	1518.868	572.856	985.171	722.175	870.559	1447.009	373.748
2144.867	2952.905	1519.695	572.856	985.171	722.175	870.559	1447.645	373.748
2145.931	2953.653	1520.578	572.856	985.171	722.175	870.773	1448.220	373.748
2147.050	2954.523	1521.405	572.856	985.171	722.175	870.773	1448.931	374.007
2148.244	2955.576	1522.338	572.856	985.171	722.175	870.773	1449.655	374.007
2149.563	2956.557	1523.318	572.856	985.171	722.175	870.773	1450.443	374.007
2150.843	2957.577	1524.323	572.856	985.171	722.175	870.773	1451.208	374.257
2152.246	2958.622	1525.444	572.856	985.171	722.175	870.773	1452.024	374.257
2153.747	2959.732	1526.630	572.856	985.171	722.175	871.000	1452.798	374.257
2155.350	2960.808	1527.823	572.856	985.171	722.175	871.000	1453.968	374.257
2157.060	2962.040	1529.082	572.856	985.171	722.175	871.000	1454.849	374.257
2158.769	2963.318	1530.372	572.856	985.171	722.175	871.000	1455.720	374.257
2160.640	2964.801	1531.672	572.856	985.171	722.175	871.000	1456.577	374.257
2162.482	2966.355	1533.027	572.856	985.171	722.175	871.217	1457.471	374.257
2164.435	2967.935	1534.350	572.856	985.171	722.175	871.217	1458.419	374.542
2166.636	2969.708	1535.748	572.856	985.171	722.175	871.217	1459.272	374.542
2168.860	2971.599	1537.067	572.856	985.171	722.175	871.495	1460.173	374.542
2171.258	2973.597	1538.368	572.856	985.171	722.175	871.495	1461.079	374.542
2173.819	2975.615	1539.693	572.856	985.171	722.175	871.734	1461.895	374.542
2176.375	2977.773	1540.869	572.856	985.171	722.175	871.734	1462.783	374.753
2178.807	2979.903	1541.758	572.856	985.171	722.175	872.016	1463.648	374.753
2181.485	2982.195	1542.766	572.856	985.171	722.175	872.016	1464.448	374.753
2184.121	2984.682	1543.551	572.856	985.171	722.175	872.397	1465.183	374.753
2186.797	2987.243	1544.333	572.856	985.382	722.175	872.651	1465.997	374.753
2189.214	2989.912	1545.156	572.856	985.382	722.175	872.869	1466.731	374.753
2191.749	2992.692	1545.666	572.856	985.382	722.175	873.070	1467.393	374.753
2194.275	2995.519	1546.099	572.856	985.382	722.175	873.302	1468.025	374.753
2196.806	2998.595	1546.436	572.856	985.382	722.175	873.579	1468.649	374.753
2199.364	3001.699	1546.786	572.856	985.382	722.175	873.864	1469.234	374.753
2201.972	3004.862	1547.027	572.856	985.382	722.175	874.125	1469.766	374.996
2204.526	3008.123	1547.027	572.856	985.382	722.175	874.413	1470.233	374.996
2207.055	3011.306	1547.360	572.856	985.382	722.175	874.728	1470.746	375.370
2209.535	3014.554	1547.360	572.856	985.382	722.175	875.050	1471.264	375.589
2211.947	3017.820	1547.360	572.856	985.382	722.469	875.363	1471.696	375.810
2214.282	3021.016	1547.360	572.856	985.382	722.469	875.655	1472.097	375.810
2216.659	3024.335	1547.360	572.856	985.382	722.469	875.904	1472.448	376.136
2219.033	3027.550	1547.702	572.856	985.382	722.469	876.107	1472.758	376.136
2221.516	3030.710	1548.065	572.856	985.382	722.469	876.309	1472.994	376.136
2223.997	3034.271	1548.577	572.856	985.382	722.469	876.309	1473.201	376.391
2226.153	3037.495	1548.926	572.856	985.382	722.469	876.659	1473.201	376.391
2228.320	3040.689	1549.399	572.856	985.382	722.469	876.659	1473.524	376.391
2230.395	3043.848	1549.907	572.856	985.382	722.469	876.976	1473.524	376.391
2232.308	3046.864	1550.525	572.856	985.382	722.469	876.976	1473.524	376.391
2234.177	3049.883	1551.317	572.856	985.382	722.469	877.287	1473.756	376.646
2235.822	3052.819	1552.239	572.856	985.382	722.469	877.287	1473.756	376.646
2237.203	3055.736	1553.289	572.856	985.382	722.469	877.679	1473.756	376.875
2238.387	3058.638	1554.532	572.856	985.382	722.469	877.882	1473.756	376.875
2239.367	3061.447	1555.886	572.856	985.648	722.469	877.882	1473.756	377.157
2240.065	3064.314	1557.511	572.856	985.648	722.469	878.218	1473.756	377.157
2240.542	3067.129	1559.422	572.856	985.648	722.469	878.218	1473.756	377.407
2240.893	3069.907	1561.555	572.856	985.648	722.469	878.507	1473.756	377.407
2240.893	3072.683	1564.077	572.856	985.648	722.469	878.507	1474.039	377.693
2241.213	3075.256	1566.787	572.856	985.648	722.469	878.803	1474.039	377.693
2241.424	3077.694	1569.765	572.856	985.648	722.469	878.803	1474.311	378.044
2241.424	3079.863	1572.876	572.856	985.648	722.469	878.803	1474.311	378.044
2241.424	3081.707	1575.889	572.856	985.648	722.720	878.803	1474.556	378.044
2241.716	3082.857	1578.563	572.856	985.648	722.720	879.039	1474.556	378.044
2241.947	3083.072	1580.478	572.856	985.648	722.720	879.039	1474.764	378.044
2241.947	3083.072	1580.868	572.856	985.648	722.720	879.039	1474.764	378.044
2242.394	3083.072	1580.868	572.856	985.648	722.720	879.039	1474.980	378.044
2242.730	3083.406	1581.299	572.856	985.648	722.720	879.039	1474.980	378.261
2242.730	3083.657	1581.664	572.856	985.648	722.720	879.039	1474.980	378.261
2243.173	3083.906	1581.664	572.856	985.648	722.720	879.039	1475.203	378.261
2243.668	3084.234	1581.664	572.856	985.648	722.720	879.039	1475.203	378.261
2244.276	3084.587	1581.875	572.856	985.648	722.720	879.039	1475.203	378.503
2245.062	3084.957	1582.347	572.856	985.648	722.720	879.039	1475.203	378.503
2245.821	3085.326	1582.828	572.856	985.648	722.720	879.039	1475.409	378.503
2246.414	3085.624	1583.159	572.856	985.648	722.720	879.309	1475.409	378.503
2246.836	3085.858	1583.159	572.856	985.648	722.720	879.309	1475.409	378.503
2247.104	3085.858	1583.159	572.856	985.648	722.720	879.309	1475.678	378.503
2247.104	3086.189	1583.159	572.856	985.648	722.720	879.561	1475.678	378.503
2247.393	3086.189	1583.159	572.856	985.648	722.720	879.561	1475.884	378.503
2247.393	3086.189	1583.159	572.856	985.648	722.720	879.561	1475.884	378.503
2247.718	3086.445	1583.159	572.856	985.648	722.720	879.911	1476.126	378.503
2247.718	3086.445	1583.159	572.856	985.648	722.720	879.911	1476.126	378.503
2248.063	3086.445	1583.159	572.856	985.648	722.720	880.282	1476.495	378.503
2248.063	3086.445	1583.159	572.856	985.648	722.720	880.537	1476.495	378.870
2248.393	3086.445	1583.159	572.856	985.648	722.720	880.825	1476.886	378.870
2248.393	3086.445	1583.431	572.856	985.648	722.720	881.071	1476.886	379.246
2248.799	3086.445	1583.431	572.856	985.648	722.720	881.333	1477.231	379.246
2249.049	3086.687	1583.431	572.856	985.648	722.720	881.573	1477.231	379.568
2249.344	3086.687	1583.431	572.856	985.648	722.720	881.794	1477.563	379.568
2249.603	3086.935	1583.431	572.856	985.648	722.720	882.036	1477.771	379.880
2249.603	3086.935	1583.431	572.856	985.648	722.720	882.315	1477.989	379.880
2249.854	3086.935	1583.431	572.856	985.648	722.720	882.597	1478.237	380.275
2249.854	3086.935	1583.431	572.856	985.648	722.720	882.898	1478.482	380.479
2250.274	3087.223	1583.431	572.856	985.648	722.720	883.165	1478.692	380.479
2250.557	3087.223	1583.645	572.856	985.648	722.720	883.386	1478.692	380.847
2250.557	3087.459	1583.645	572.856	985.648	722.720	883.386	1478.984	380.847
2250.857	3087.459	1583.645	572.856	985.648	722.720	883.752	1478.984	381.063
2251.101	3087.705	1583.645	572.856	985.648	722.720	883.752	1479.287	381.063
2251.101	3087.705	1583.645	572.856	985.648	722.720	884.029	1479.287	381.063
2251.513	3088.022	1583.645	572.856	985.648	722.720	884.029	1479.609	381.063
2251.818	3088.022	1583.855	572.856	985.856	722.720	884.229	1479.609	381.063
2252.128	3088.541	1583.855	572.856	985.856	722.720	884.229	1479.884	381.063
2252.637	3088.860	1583.855	572.856	985.856	722.720	884.229	1479.884	381.063
2253.275	3089.334	1583.855	572.856	985.856	722.720	884.442	1480.232	381.063
2253.837	3089.734	1584.081	572.856	985.856	722.720	884.442	1480.440	381.063
2254.471	3090.199	1584.081	572.856	985.856	722.720	884.442	1480.440	381.063
2255.001	3090.635	1584.081	572.856	985.856	722.720	884.442	1480.842	381.063
2255.540	3091.074	1584.341	572.856	985.856	722.720	884.442	1480.842	381.063
2256.094	3091.544	1584.341	572.856	985.856	722.720	884.442	1481.241	381.063
2256.661	3092.110	1584.558	572.856	985.856	722.720	884.442	1481.466	381.063
2257.229	3092.680	1584.558	572.856	985.856	722.720	884.442	1481.722	381.063
2257.794	3093.278	1584.558	572.856	985.856	722.720	884.442	1482.029	381.063
2258.433	3093.841	1584.766	572.856	985.856	722.720	884.442	1482.451	381.265
2259.114	3094.504	1584.766	572.856	985.856	722.720	884.442	1482.837	381.265
2259.786	3095.187	1584.766	572.856	985.856	722.720	884.442	1483.318	381.265
2260.463	3095.843	1584.766	572.856	985.856	722.720	884.711	1483.866	381.265
2261.225	3096.580	1584.766	572.856	985.856	722.720	884.711	1484.480	381.265
2261.911	3097.281	1585.063	572.856	985.856	722.720	885.036	1485.166	381.265
2262.593	3098.015	1585.063	572.856	985.856	722.720	885.273	1485.856	381.265
2263.276	3098.816	1585.428	572.856	985.856	722.720	885.494	1486.609	381.265
2263.938	3099.535	1585.428	572.856	985.856	722.720	885.755	1487.366	381.265
2264.647	3100.288	1585.712	572.856	985.856	722.720	886.046	1488.170	381.519
2265.367	3101.119	1585.712	572.856	985.856	722.720	886.259	1489.113	381.519
2266.077	3101.926	1586.043	572.856	985.856	722.720	886.565	1489.955	381.785
2266.806	3102.723	1586.043	572.856	985.856	722.720	886.911	1490.868	381.785
2267.496	3103.631	1586.291	572.856	985.856	722.720	887.219	1491.744	382.125
2268.209	3104.509	1586.291	572.856	985.856	722.720	887.609	1492.708	382.125
2268.957	3105.402	1586.536	572.856	985.856	722.720	887.967	1493.562	382.395
2269.704	3106.335	1586.737	572.856	985.856	722.720	888.276	1494.410	382.395
2270.414	3107.262	1586.737	572.856	985.856	722.720	888.671	1495.419	382.710
2271.204	3108.190	1586.737	572.856	985.856	722.720	889.058	1496.334	382.710
2271.866	3109.240	1587.009	572.856	985.856	722.720	889.333	1497.208	383.001
2272.575	3110.264	1587.343	572.856	985.856	722.720	889.706	1498.151	383.001
2273.317	3111.331	1587.623	572.856	986.063	722.720	890.038	1499.128	383.219
2274.026	3112.404	1587.840	572.856	986.063	722.720	890.306	1500.004	383.219
2274.753	3113.447	1588.115	572.856	986.063	722.720	890.624	1500.839	383.219
2275.478	3114.609	1588.391	572.856	986.063	722.720	890.915	1501.809	383.471
2276.212	3115.657	1588.684	572.856	986.063	722.720	891.140	1502.656	383.471
2276.944	3116.799	1588.958	572.856	986.063	722.720	891.418	1503.568	383.471
2277.593	3117.848	1589.233	572.856	986.063	722.720	891.640	1504.444	383.471
2278.237	3118.967	1589.571	572.856	986.063	722.720	891.852	1505.347	383.692
2278.917	3120.065	1590.007	572.856	986.063	722.720	892.099	1506.152	383.692
2279.593	3121.121	1590.357	572.856	986.063	722.720	892.342	1506.942	383.692
2280.262	3122.247	1590.781	572.856	986.063	722.720	892.342	1507.730	383.692
2281.121	3123.649	1591.227	572.856	986.063	722.720	892.717	1508.509	383.692
2281.800	3124.863	1591.631	572.856	986.063	722.720	892.982	1509.328	383.692
2282.500	3126.053	1591.876	572.856	986.063	722.720	893.204	1510.068	383.692
2283.130	3127.333	1592.200	572.856	986.063	722.720	893.416	1510.908	383.692
2283.663	3128.698	1592.673	572.856	986.063	722.720	893.660	1511.680	383.692
2284.115	3130.063	1593.246	572.856	986.063	722.720	893.937	1512.417	383.692
2284.502	3131.406	1593.967	572.856	986.063	722.720	894.143	1513.079	383.692
2284.936	3132.813	1594.800	572.856	986.063	722.720	894.434	1513.852	383.916
2285.315	3134.329	1595.736	572.856	986.063	722.720	894.736	1514.586	383.916
2285.616	3135.844	1596.738	572.856	986.063	722.720	895.003	1515.269	383.916
2285.937	3137.243	1597.712	572.856	986.063	722.720	895.223	1515.933	383.916
2286.140	3138.637	1598.625	572.856	986.063	722.720	895.524	1516.693	383.916
2286.140	3140.076	1599.611	572.856	986.063	722.720	895.853	1517.469	384.185
2286.469	3141.353	1600.428	572.856	986.063	722.720	895.853	1518.065	384.185
2286.827	3142.499	1601.285	572.856	986.063	722.720	896.306	1518.731	384.185
2286.827	3143.732	1601.946	572.856	986.063	722.720	896.626	1519.376	384.185
2286.827	3144.741	1602.492	572.856	986.063	722.720	896.958	1520.091	384.185
2287.162	3145.829	1603.065	572.856	986.063	722.720	897.190	1520.737	384.185
2287.162	3146.779	1603.516	572.856	986.063	722.720	897.470	1521.318	384.185
2287.374	3147.601	1603.850	572.856	986.063	722.720	897.802	1521.945	384.185
2287.640	3148.384	1604.114	572.856	986.063	722.720	898.015	1522.517	384.185
2287.955	3149.015	1604.114	572.856	986.063	722.720	898.251	1523.090	384.185
2288.324	3149.448	1604.114	572.856	986.272	722.720	898.494	1523.662	384.185
2288.861	3149.669	1604.735	572.856	986.272	722.720	898.730	1524.166	384.185
2289.509	3149.669	1605.351	572.856	986.272	722.720	898.941	1524.631	384.185
2290.134	3149.669	1606.139	572.856	986.272	722.720	899.184	1525.105	384.185
2290.857	3149.934	1607.214	572.856	986.272	722.720	899.184	1525.514	384.185
2291.691	3150.388	1608.431	572.856	986.272	722.720	899.556	1525.924	384.185
2292.575	3151.019	1609.920	572.856	986.272	722.720	899.556	1526.317	384.185
2293.504	3151.820	1611.658	572.856	986.272	722.720	899.893	1526.661	384.185
2294.537	3152.812	1613.767	572.856	986.272	722.720	899.893	1526.930	384.185
2295.433	3153.855	1616.170	572.856	986.272	722.720	899.893	1526.930	384.185
2296.367	3155.115	1618.956	572.856	986.272	722.720	900.130	1527.313	384.185
2297.322	3156.497	1622.156	572.856	986.272	722.720	900.130	1527.313	384.185
2297.991	3157.752	1625.778	572.856	986.272	722.720	900.130	1527.648	384.185
2298.428	3158.015	1629.222	572.856	986.272	722.720	900.130	1527.648	384.185
2298.941	3158.475	1630.234	572.856	986.272	722.720	900.130	1527.926	384.185
2299.563	3159.326	1630.764	572.856	986.272	722.720	900.130	1527.926	384.185
2299.563	3159.326	1631.710	572.856	986.272	722.720	900.130	1527.926	384.185
2299.796	3159.572	1632.638	572.856	986.272	722.720	900.130	1528.168	384.185
2299.796	3159.978	1633.360	572.856	986.489	722.720	900.130	1528.168	384.185
2300.056	3160.330	1633.928	572.856	986.489	722.720	900.130	1528.168	384.185
2300.056	3160.330	1634.358	572.856	986.489	722.720	900.130	1528.425	384.185
2300.269	3160.637	1634.657	572.856	986.489	722.720	900.130	1528.425	384.185
2300.269	3160.637	1634.657	572.856	986.489	722.720	900.130	1528.425	384.421
2300.515	3160.637	1634.657	572.856	986.489	722.720	900.130	1528.700	384.421
2300.515	3160.846	1634.657	572.856	986.489	722.720	900.130	1528.700	384.421
2300.765	3160.846	1634.657	572.856	986.489	722.720	900.130	1528.700	384.421
2300.765	3160.846	1634.921	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1634.921	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1634.921	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.130	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.337	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.337	1528.919	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.337	1529.145	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.337	1529.145	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.337	1529.145	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.362	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.362	384.640
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.362	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.362	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.577	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.577	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.577	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.577	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.801	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.801	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.801	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.801	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1529.801	384.842
2300.765	3160.846	1635.152	572.856	986.489	722.720	900.555	1530.014	384.842
