P3_hand_rP3whole_dist_traveled	P3_hand_lP3whole_dist_traveled	P3_shoulder_lP3whole_dist_traveled	P3_elbow_rP3whole_dist_traveled	P3_shoulder_rP3whole_dist_traveled	P3_headP3whole_dist_traveled	P3_elbow_lP3whole_dist_traveled
121.153	100.763	90.969	81.151	81.076	278.232	54.664
121.153	100.763	90.969	81.151	81.348	278.437	54.664
121.153	100.763	91.194	81.151	81.348	278.437	54.664
121.153	100.763	91.194	81.400	81.348	278.840	54.664
121.153	100.763	91.194	81.400	81.348	279.050	54.664
121.153	100.763	91.194	81.400	81.613	279.261	54.664
121.153	100.763	91.194	81.400	81.613	279.261	54.664
121.153	100.763	91.194	81.400	81.613	279.674	54.664
121.153	100.763	91.194	81.400	81.613	279.894	54.664
121.153	100.763	91.395	81.400	81.613	280.098	54.664
121.153	100.763	91.395	81.400	81.613	280.098	54.664
121.153	100.763	91.395	81.400	81.613	280.486	54.664
121.153	100.763	91.395	81.630	81.613	280.486	54.664
121.153	100.763	91.395	81.630	81.855	280.876	54.664
121.153	100.763	91.395	81.630	81.855	280.876	54.664
121.153	100.763	91.627	81.630	81.855	281.227	54.664
121.378	100.763	91.627	81.630	81.855	281.227	54.664
121.378	100.763	91.627	81.630	82.071	281.559	54.664
121.378	100.763	91.627	81.840	82.071	281.559	54.664
121.378	100.763	91.870	81.840	82.071	281.907	54.664
121.378	100.763	91.870	81.840	82.071	281.907	54.664
121.589	100.763	91.870	81.840	82.317	282.230	54.664
121.589	100.763	91.870	81.840	82.317	282.230	54.664
121.589	100.763	91.870	82.087	82.317	282.526	54.664
121.589	100.763	92.120	82.087	82.317	282.526	54.664
121.589	100.763	92.120	82.087	82.317	282.844	54.664
121.589	100.763	92.120	82.087	82.570	282.844	54.883
121.811	100.763	92.120	82.087	82.570	283.181	54.883
121.811	100.763	92.322	82.323	82.570	283.181	54.883
121.811	100.763	92.322	82.323	82.570	283.474	54.883
121.811	100.763	92.322	82.323	82.777	283.474	54.883
122.056	100.763	92.322	82.323	82.777	283.753	54.883
122.056	100.763	92.322	82.528	82.777	283.753	54.883
122.303	100.763	92.322	82.528	82.777	284.041	54.883
122.303	100.763	92.541	82.528	83.007	284.041	54.883
122.544	100.963	92.541	82.528	83.007	284.317	54.883
122.544	100.963	92.541	82.528	83.007	284.317	54.883
122.863	100.963	92.541	82.741	83.007	284.571	54.883
123.075	100.963	92.541	82.741	83.265	284.571	54.883
123.306	100.963	92.541	82.741	83.265	284.834	54.883
123.566	100.963	92.541	82.741	83.265	284.834	54.883
123.823	100.963	92.541	82.741	83.265	285.089	54.883
124.127	100.963	92.541	82.741	83.523	285.089	54.883
124.429	100.963	92.541	82.974	83.523	285.320	54.883
124.744	100.963	92.541	82.974	83.523	285.320	54.883
125.055	100.963	92.541	82.974	83.750	285.562	54.883
125.374	100.963	92.541	83.250	83.750	285.562	54.883
125.706	100.963	92.541	83.250	83.750	285.821	54.883
126.302	100.963	92.770	83.453	83.750	285.821	54.883
126.652	100.963	92.770	83.453	83.750	286.127	54.883
127.024	100.963	92.770	83.655	83.977	286.127	54.883
127.350	100.963	92.770	83.655	83.977	286.478	54.883
127.676	100.963	92.980	83.912	83.977	286.689	54.883
127.999	100.963	92.980	83.912	83.977	286.893	55.086
128.340	100.963	92.980	83.912	83.977	286.893	55.086
128.623	100.963	92.980	84.191	84.212	287.298	55.086
128.898	100.963	92.980	84.191	84.212	287.298	55.086
129.158	100.963	93.190	84.191	84.212	287.702	55.086
129.392	100.963	93.190	84.418	84.212	287.928	55.086
129.392	100.963	93.190	84.418	84.212	288.165	55.086
129.769	100.963	93.190	84.418	84.447	288.371	55.086
129.769	100.963	93.190	84.690	84.447	288.371	55.086
129.769	100.963	93.190	84.690	84.447	288.761	55.086
129.996	100.963	93.408	84.895	84.447	288.761	55.086
129.996	100.963	93.408	84.895	84.447	289.147	55.086
129.996	100.963	93.408	84.895	84.447	289.368	55.086
129.996	100.963	93.408	84.895	84.447	289.629	55.086
130.315	100.963	93.408	85.145	84.447	289.856	55.292
130.518	100.963	93.408	85.145	84.447	290.070	55.292
130.810	101.191	93.408	85.145	84.652	290.276	55.292
131.147	101.191	93.634	85.364	84.652	290.276	55.292
131.496	101.191	93.634	85.364	84.652	290.689	55.292
131.851	101.191	93.634	85.364	84.652	290.910	55.292
132.206	101.447	93.634	85.656	84.652	290.910	55.534
132.539	101.447	93.857	85.656	84.652	291.241	55.534
132.802	101.447	93.857	85.656	84.917	291.241	55.534
133.043	101.687	93.857	85.916	84.917	291.534	55.534
133.043	101.687	94.110	85.916	85.137	291.534	55.825
133.399	101.687	94.110	85.916	85.137	291.754	55.825
133.399	101.900	94.312	86.155	85.365	291.754	56.074
133.399	101.900	94.312	86.155	85.365	291.754	56.074
133.967	101.900	94.312	86.155	85.617	292.036	56.303
133.967	101.900	94.523	86.465	85.617	292.036	56.303
134.204	102.158	94.523	86.465	85.617	292.238	56.522
134.204	102.158	94.523	86.465	85.903	292.238	56.522
134.759	102.158	94.728	86.781	85.903	292.457	56.522
134.759	102.158	94.728	86.781	85.903	292.457	56.756
135.045	102.367	94.728	86.781	86.204	292.702	56.756
135.045	102.367	94.728	87.067	86.204	292.702	56.756
135.298	102.679	94.954	87.067	86.204	293.032	56.756
135.298	102.929	94.954	87.067	86.204	293.032	56.982
135.298	103.154	94.954	87.067	86.204	293.366	56.982
135.298	103.429	94.954	87.334	86.414	293.366	56.982
135.298	103.665	94.954	87.334	86.414	293.693	56.982
135.298	103.665	95.165	87.334	86.414	293.931	57.235
135.751	104.035	95.165	87.334	86.414	294.132	57.235
135.751	104.442	95.165	87.334	86.643	294.132	57.235
135.751	104.807	95.165	87.334	86.643	294.473	57.466
135.751	105.234	95.165	87.334	86.643	294.473	57.466
135.962	105.696	95.165	87.334	86.643	294.781	57.691
135.962	106.208	95.416	87.334	86.882	294.781	57.691
135.962	106.717	95.416	87.334	86.882	295.032	57.903
135.962	107.250	95.416	87.334	86.882	295.032	57.903
136.178	107.763	95.660	87.334	87.145	295.032	58.125
136.178	108.312	95.660	87.334	87.145	295.289	58.125
136.178	108.798	95.893	87.553	87.145	295.289	58.125
136.393	109.279	95.893	87.553	87.448	295.289	58.415
136.393	109.724	96.188	87.553	87.448	295.498	58.415
136.594	110.109	96.188	87.553	87.688	295.498	58.415
136.594	110.531	96.414	87.553	87.688	295.498	58.638
136.594	110.954	96.414	87.553	87.894	295.498	58.638
136.828	111.405	96.414	87.553	87.894	295.724	58.638
136.828	111.852	96.717	87.553	87.894	295.724	58.638
136.828	112.300	96.717	87.553	88.120	295.724	58.884
136.828	112.655	96.929	87.553	88.120	295.947	58.884
136.828	112.978	96.929	87.553	88.120	295.947	58.884
136.828	113.266	96.929	87.553	88.364	296.194	58.884
136.828	113.547	97.219	87.553	88.364	296.194	59.133
136.828	113.748	97.219	87.553	88.364	296.471	59.133
137.043	113.748	97.219	87.553	88.586	296.471	59.133
137.043	114.041	97.437	87.553	88.586	296.842	59.133
137.043	114.041	97.437	87.553	88.586	297.070	59.133
137.043	114.381	97.437	87.553	88.586	297.320	59.133
137.043	114.590	97.437	87.767	88.789	297.622	59.388
137.043	114.796	97.691	87.767	88.789	297.928	59.388
137.043	114.796	97.691	87.767	88.789	298.256	59.388
137.043	115.054	97.691	87.767	88.789	298.606	59.388
137.253	115.054	97.914	87.767	89.026	298.967	59.388
137.253	115.054	97.914	87.767	89.026	299.334	59.597
137.253	115.295	97.914	87.767	89.026	299.682	59.597
137.253	115.295	97.914	87.767	89.326	300.055	59.597
137.253	115.295	98.117	87.767	89.326	300.433	59.597
137.253	115.295	98.117	87.767	89.583	300.760	59.597
137.253	115.295	98.117	87.767	89.583	301.067	59.597
137.253	115.295	98.117	87.767	89.896	301.371	59.597
137.253	115.528	98.348	87.767	89.896	301.631	59.597
137.253	115.528	98.348	87.767	90.185	301.941	59.597
137.253	115.528	98.348	87.767	90.185	302.171	59.597
137.253	115.760	98.634	87.767	90.447	302.402	59.597
137.253	115.760	98.634	87.767	90.447	302.610	59.597
137.253	115.760	98.875	87.968	90.766	302.855	59.597
137.253	115.760	98.875	87.968	90.766	303.090	59.809
137.253	115.996	99.167	87.968	91.019	303.300	59.809
137.253	115.996	99.167	87.968	91.019	303.518	59.809
137.253	115.996	99.452	87.968	91.272	303.729	59.809
137.253	115.996	99.452	87.968	91.272	303.729	59.809
137.253	115.996	99.705	87.968	91.494	304.111	59.809
137.253	115.996	99.705	87.968	91.494	304.111	59.809
137.253	115.996	99.949	88.213	91.758	304.411	60.032
137.253	115.996	99.949	88.213	91.758	304.411	60.032
137.472	115.996	100.160	88.213	92.016	304.666	60.032
137.472	116.220	100.160	88.430	92.016	304.666	60.032
137.472	116.220	100.378	88.430	92.239	304.980	60.032
137.719	116.220	100.378	88.430	92.239	304.980	60.032
137.719	116.220	100.615	88.736	92.482	305.225	60.251
138.072	116.476	100.615	88.736	92.482	305.225	60.251
138.356	116.476	100.830	88.955	92.751	305.518	60.251
138.765	116.476	100.830	88.955	92.751	305.518	60.495
139.272	116.476	101.054	88.955	93.110	305.780	60.495
139.875	116.679	101.054	88.955	93.110	305.780	60.495
140.514	116.679	101.329	88.955	93.488	306.027	60.716
141.216	116.679	101.329	89.176	93.716	306.027	60.716
142.092	116.679	101.619	89.176	93.953	306.027	60.716
142.951	116.679	101.619	89.391	94.214	306.279	60.716
144.129	116.679	101.946	89.391	94.432	306.279	60.716
145.243	116.679	101.946	89.662	94.668	306.279	60.925
146.494	116.679	102.301	89.662	94.932	306.553	60.925
148.013	116.679	102.514	89.965	95.184	306.553	60.925
149.701	116.913	102.514	89.965	95.184	306.848	60.925
151.559	116.913	102.897	90.230	95.603	306.848	60.925
153.628	116.913	102.897	90.230	95.603	307.255	61.129
155.760	116.913	103.254	90.510	96.002	307.473	61.129
158.027	116.913	103.254	90.733	96.002	307.678	61.129
160.343	116.913	103.606	91.015	96.344	307.902	61.349
162.768	116.913	103.606	91.394	96.613	308.127	61.349
165.143	116.913	103.843	91.740	96.613	308.379	61.349
167.519	116.913	103.843	92.188	96.918	308.619	61.596
169.746	116.913	103.843	92.666	96.918	308.850	61.596
171.965	116.913	104.102	93.128	97.156	309.094	61.596
173.925	117.117	104.102	93.545	97.156	309.304	61.850
175.820	117.117	104.102	93.969	97.156	309.304	61.850
177.273	117.117	104.102	94.417	97.463	309.704	61.850
178.684	117.117	104.102	94.890	97.463	309.945	61.850
179.788	117.117	104.344	95.332	97.763	309.945	62.065
180.767	117.117	104.344	95.706	97.974	310.280	62.065
181.433	117.117	104.589	95.980	98.187	310.280	62.065
181.882	117.117	104.589	96.233	98.415	310.531	62.065
182.229	117.117	104.908	96.233	98.637	310.531	62.065
182.642	117.117	104.908	96.582	98.875	310.747	62.311
183.263	117.117	105.147	96.582	99.095	310.747	62.311
184.229	117.117	105.147	96.799	99.295	310.994	62.311
185.672	117.322	105.348	96.799	99.295	310.994	62.514
187.469	117.322	105.348	96.799	99.638	311.243	62.514
189.850	117.322	105.348	96.799	99.638	311.243	62.514
192.797	117.322	105.552	97.079	99.988	311.544	62.514
196.083	117.322	105.552	97.079	99.988	311.544	62.735
199.642	117.322	105.552	97.387	100.401	311.888	62.735
203.602	117.322	105.792	97.387	100.401	311.888	62.735
207.732	117.322	106.132	97.695	100.776	312.291	62.735
212.004	117.322	106.132	97.974	100.776	312.291	62.735
216.179	117.539	106.368	98.433	100.776	312.700	62.958
219.679	117.539	106.368	98.925	101.026	312.937	62.958
221.435	117.539	106.569	99.532	101.291	313.174	62.958
222.465	117.539	106.569	100.311	101.610	313.383	62.958
223.305	117.539	106.569	100.971	101.917	313.617	62.958
224.213	117.539	106.770	101.440	101.917	313.879	62.958
224.888	117.539	106.770	101.678	102.132	314.087	62.958
225.291	117.539	106.770	101.678	102.132	314.303	62.958
225.493	117.539	106.995	102.090	102.600	314.517	62.958
225.493	117.539	106.995	102.309	102.926	314.517	62.958
225.764	117.539	107.262	102.543	103.253	314.843	63.173
226.017	117.539	107.262	102.543	103.563	314.843	63.173
226.406	117.539	107.579	102.779	103.810	315.129	63.173
226.870	117.539	107.579	102.779	103.810	315.129	63.173
227.505	117.539	107.939	102.779	104.070	315.450	63.386
228.183	117.539	107.939	103.027	104.070	315.450	63.386
229.008	117.539	108.234	103.027	104.070	315.804	63.386
229.985	117.539	108.234	103.333	104.315	315.804	63.386
231.178	117.539	108.442	103.333	104.315	316.176	63.386
232.321	117.539	108.442	103.731	104.593	316.176	63.386
233.531	117.539	108.442	104.002	104.593	316.521	63.386
234.897	117.539	108.442	104.270	104.955	316.521	63.386
236.122	117.539	108.654	104.270	104.955	316.829	63.386
237.248	117.762	108.654	104.601	105.276	316.829	63.386
238.397	117.762	108.654	104.601	105.276	317.155	63.386
239.369	117.762	108.654	104.601	105.510	317.155	63.386
240.245	117.762	108.654	104.601	105.510	317.434	63.386
241.148	117.762	108.654	104.822	105.736	317.434	63.386
242.078	117.762	108.887	104.822	105.736	317.750	63.386
243.045	118.048	108.887	104.822	105.736	317.750	63.386
243.879	118.048	108.887	104.822	105.978	318.020	63.386
244.655	118.048	108.887	104.822	105.978	318.020	63.386
245.475	118.340	108.887	104.822	105.978	318.320	63.386
246.065	118.340	109.096	105.098	106.295	318.320	63.593
246.545	118.657	109.096	105.098	106.295	318.581	63.593
246.883	118.921	109.096	105.426	106.595	318.581	63.593
247.259	119.296	109.096	105.426	106.595	318.828	63.946
247.796	119.754	109.326	105.837	106.853	318.828	64.176
248.732	120.197	109.326	105.837	106.853	319.068	64.377
249.851	120.719	109.534	106.206	107.115	319.068	64.377
251.421	121.233	109.534	106.206	107.115	319.312	64.740
253.442	121.747	109.766	106.514	107.115	319.312	64.740
255.929	122.185	109.766	106.514	107.416	319.651	64.740
258.837	122.607	109.993	106.947	107.416	319.651	64.969
262.373	123.039	109.993	107.164	107.670	320.065	64.969
266.237	123.396	109.993	107.370	107.670	320.312	64.969
269.657	123.756	110.241	107.370	107.958	320.562	65.204
271.741	124.130	110.241	107.609	107.958	320.819	65.204
272.263	124.437	110.241	107.838	108.318	321.038	65.204
272.561	124.708	110.464	108.105	108.646	321.260	65.457
273.446	124.922	110.464	108.388	109.051	321.260	65.457
274.105	124.922	110.788	108.388	109.418	321.661	65.457
274.105	125.305	111.004	108.599	109.799	321.893	65.721
274.323	125.552	111.258	108.599	110.175	322.144	65.721
274.708	125.929	111.505	108.599	110.585	322.433	65.929
275.229	126.443	111.747	108.830	111.015	322.727	65.929
275.681	126.974	112.028	108.830	111.416	323.066	66.176
276.018	127.552	112.326	109.249	111.796	323.372	66.176
276.320	128.053	112.629	109.471	112.167	323.677	66.531
276.577	128.389	112.932	109.684	112.565	323.969	66.531
276.884	128.607	113.243	109.906	112.929	324.334	66.912
277.119	128.808	113.580	110.163	113.412	324.686	67.144
277.339	128.808	113.964	110.163	113.919	325.052	67.144
277.583	129.143	114.319	110.530	114.460	325.464	67.544
277.811	129.143	114.676	110.734	114.938	325.850	67.773
277.811	129.511	114.992	110.734	115.323	326.224	68.016
278.178	129.511	115.305	111.086	115.735	326.659	68.250
278.178	129.860	115.687	111.086	116.148	327.097	68.474
278.525	129.860	115.974	111.397	116.535	327.516	68.474
278.525	130.222	116.300	111.397	116.902	327.950	68.890
278.876	130.429	116.659	111.713	117.228	328.365	68.890
278.876	130.429	116.980	111.713	117.541	328.812	69.256
279.177	130.832	117.298	112.048	117.853	329.275	69.256
279.177	130.832	117.589	112.048	118.135	329.740	69.557
279.451	131.107	117.826	112.360	118.369	330.263	69.557
279.451	131.107	118.085	112.360	118.572	330.812	69.557
279.451	131.107	118.085	112.633	118.572	331.397	69.825
279.711	131.339	118.457	112.633	118.852	331.918	69.825
279.711	131.339	118.457	112.633	118.852	332.390	69.825
279.711	131.339	118.673	112.889	118.852	332.911	69.825
279.711	131.339	118.673	112.889	118.852	333.399	69.825
279.711	131.339	118.673	112.889	118.852	333.891	69.825
279.711	131.588	118.673	112.889	118.852	334.334	70.038
279.988	131.588	118.673	113.146	118.852	334.736	70.038
280.223	131.588	118.673	113.146	119.130	335.054	70.038
280.537	131.588	118.673	113.396	119.130	335.351	70.038
280.988	131.588	118.673	113.396	119.515	335.640	70.038
281.550	131.588	118.673	113.738	119.741	335.944	70.038
282.266	131.588	118.950	113.738	120.010	336.197	70.038
283.114	131.792	118.950	114.089	120.310	336.404	70.310
284.097	131.792	119.179	114.089	120.607	336.404	70.310
285.028	131.792	119.179	114.441	120.918	336.688	70.310
286.256	131.792	119.478	114.646	121.247	336.688	70.572
287.554	131.792	119.478	114.963	121.553	336.688	70.572
288.834	131.792	119.818	115.304	121.887	336.688	70.572
290.347	131.792	119.818	115.650	122.181	336.922	70.833
292.188	131.792	120.215	116.004	122.469	336.922	70.833
294.220	131.792	120.455	116.252	122.814	337.195	70.833
296.568	131.792	120.708	116.488	123.162	337.195	71.141
299.004	131.999	120.956	116.760	123.519	337.576	71.141
301.392	131.999	121.229	117.185	123.949	337.817	71.373
303.815	131.999	121.480	117.661	124.384	338.057	71.373
306.075	131.999	121.742	118.163	124.835	338.302	71.667
308.187	131.999	121.992	118.588	125.266	338.567	71.667
310.239	131.999	122.251	119.031	125.735	338.895	71.963
312.058	131.999	122.553	119.471	126.191	339.281	71.963
313.961	131.999	123.041	119.980	126.663	339.705	72.229
315.682	131.999	123.341	120.422	126.993	340.163	72.229
317.537	131.999	123.643	120.860	127.242	340.593	72.484
319.044	132.225	123.915	121.242	127.588	340.996	72.484
320.680	132.225	124.242	121.489	127.877	341.399	72.738
321.746	132.430	124.517	121.774	128.171	341.838	72.738
323.224	132.430	124.807	122.073	128.435	342.296	72.738
324.403	132.430	125.056	122.304	128.684	342.761	73.016
325.471	132.430	125.315	122.513	128.975	343.214	73.016
326.408	132.430	125.578	122.513	129.220	343.613	73.016
327.195	132.648	125.832	122.850	129.462	344.040	73.016
327.827	132.648	126.054	122.850	129.702	344.491	73.241
328.158	132.648	126.259	123.095	129.914	344.978	73.241
328.382	132.648	126.259	123.095	129.914	345.531	73.241
328.382	132.648	126.596	123.346	130.279	346.119	73.241
328.382	132.648	126.596	123.346	130.279	346.672	73.241
328.749	132.648	126.596	123.664	130.525	347.215	73.241
329.268	132.648	126.807	123.664	130.525	347.979	73.241
330.004	132.648	126.807	123.982	130.525	348.677	73.241
331.000	132.648	126.807	123.982	130.772	349.376	73.241
331.679	132.648	127.105	124.222	130.772	350.138	73.241
333.278	132.648	127.105	124.222	130.988	350.939	73.494
335.002	132.857	127.325	124.222	130.988	351.689	73.494
337.393	133.114	127.325	124.447	131.231	352.474	73.494
340.365	133.114	127.560	124.447	131.231	353.241	73.717
343.755	133.114	127.560	124.447	131.449	353.986	73.717
347.321	133.114	127.902	124.748	131.449	354.815	73.717
351.336	133.114	127.902	124.748	131.663	355.463	73.717
355.740	133.114	128.119	125.145	131.663	356.156	73.937
360.323	133.114	128.119	125.443	131.663	356.826	73.937
365.276	133.331	128.396	125.722	131.871	357.516	73.937
370.422	133.331	128.396	126.098	131.871	358.314	73.937
375.121	133.331	128.667	126.381	131.871	358.981	73.937
377.547	133.331	128.667	126.723	132.207	359.653	73.937
378.617	133.331	128.922	127.291	132.521	360.313	73.937
379.069	133.331	128.922	127.888	132.825	360.948	74.151
380.229	133.558	128.922	128.369	133.097	361.672	74.151
381.300	133.558	128.922	128.689	133.097	362.436	74.151
382.004	133.558	129.145	128.689	133.097	363.182	74.151
382.471	133.558	129.145	128.980	133.097	363.912	74.151
382.734	133.814	129.145	128.980	133.339	364.555	74.369
383.008	133.814	129.145	129.247	133.339	365.257	74.369
383.263	134.062	129.145	129.247	133.339	366.029	74.369
383.501	134.062	129.145	129.247	133.550	366.815	74.369
383.713	134.277	129.359	129.247	133.550	367.590	74.651
383.713	134.277	129.359	129.448	133.550	368.381	74.651
383.942	134.502	129.359	129.448	133.828	369.105	74.651
383.942	134.502	129.579	129.658	133.828	369.825	74.651
383.942	134.761	129.579	129.658	133.828	370.592	74.910
383.942	134.761	129.579	129.881	134.083	371.426	74.910
383.942	135.124	129.863	129.881	134.083	372.531	74.910
384.230	135.124	129.863	130.127	134.315	373.290	74.910
384.230	135.531	130.063	130.127	134.315	373.946	75.144
384.583	135.770	130.063	130.376	134.569	374.605	75.144
384.583	136.044	130.063	130.376	134.569	375.194	75.144
384.828	136.432	130.316	130.621	134.874	375.759	75.348
384.828	136.806	130.316	130.621	134.874	376.280	75.348
385.032	137.186	130.316	130.621	135.100	376.743	75.348
385.032	137.577	130.316	130.829	135.100	377.247	75.634
385.032	138.066	130.534	130.829	135.100	377.642	75.634
385.032	138.506	130.534	130.829	135.100	378.067	75.634
385.032	138.999	130.804	130.829	135.100	378.471	75.915
385.032	139.499	130.804	130.829	135.356	378.848	75.915
385.032	139.953	131.050	130.829	135.356	379.234	75.915
385.032	140.375	131.050	131.032	135.568	379.710	76.145
385.032	140.728	131.050	131.032	135.568	380.124	76.145
385.247	141.130	131.252	131.032	135.568	380.530	76.145
385.247	141.474	131.252	131.032	135.820	380.946	76.358
385.247	141.754	131.252	131.279	135.820	381.327	76.358
385.458	141.754	131.252	131.279	135.820	381.673	76.358
385.458	142.051	131.252	131.279	135.820	382.070	76.358
385.458	142.051	131.252	131.279	135.820	382.471	76.358
385.458	142.051	131.252	131.279	135.820	382.815	76.358
385.458	142.051	131.252	131.279	135.820	383.128	76.565
385.661	142.280	131.452	131.279	135.820	383.426	76.565
385.661	142.280	131.452	131.279	135.820	383.760	76.565
385.661	142.280	131.452	131.279	135.820	384.147	76.765
385.661	142.550	131.452	131.513	135.820	384.506	76.765
385.661	142.550	131.656	131.513	135.820	384.911	76.765
385.661	142.550	131.656	131.513	135.820	385.217	76.765
385.661	142.880	131.656	131.718	136.043	385.502	76.765
385.862	142.880	131.656	131.718	136.043	385.794	77.017
385.862	143.210	131.656	131.718	136.043	386.117	77.017
385.862	143.210	131.861	131.718	136.043	386.453	77.017
385.862	143.532	131.861	131.935	136.274	386.791	77.017
385.862	143.532	131.861	131.935	136.274	387.120	77.017
385.862	143.741	131.861	131.935	136.274	387.482	77.225
385.862	143.741	132.122	131.935	136.274	387.775	77.225
385.862	144.009	132.122	131.935	136.274	388.077	77.225
385.862	144.258	132.122	131.935	136.274	388.360	77.225
385.862	144.557	132.122	131.935	136.274	388.693	77.225
385.862	144.954	132.355	131.935	136.274	388.947	77.225
