P3_Angle_r


99.842
99.903
99.972
100.049
100.140
100.159
100.240
100.461
100.584
100.751
100.931
101.148
101.396
101.636
101.901
102.173
102.459
102.726
102.992
103.227
103.453
103.653
103.825
103.986
104.108
104.204
104.301
104.376
104.456
104.506
104.535
104.565
104.549
104.486
104.433
104.353
104.247
104.117
104.008
103.849
103.676
103.542
103.368
103.185
103.041
102.879
102.710
102.581
102.458
102.351
102.236
102.125
102.020
101.902
101.790
101.678
101.548
101.414
101.267
101.115
100.984
100.841
100.716
100.610
100.502
100.412
100.346
100.279
100.204
100.141
100.082
100.022
99.965
99.918
99.875
99.830
99.790
99.755
99.734
99.718
99.713
99.723
99.732
99.752
99.778
99.810
99.850
99.875
99.917
99.940
99.968
99.987
99.991
99.995
100.010
100.024
100.042
100.056
100.075
100.096
100.105
100.124
100.139
100.157
100.175
100.186
100.210
100.221
100.235
100.246
100.261
100.273
100.288
100.311
100.331
100.365
100.395
100.422
100.455
100.490
100.520
100.551
100.574
100.600
100.614
100.624
100.624
100.620
100.608
100.597
100.579
100.563
100.554
100.527
100.507
100.491
100.474
100.451
100.444
100.429
100.414
100.405
100.404
100.405
100.401
100.413
100.414
100.421
100.425
100.422
100.419
100.414
100.417
100.416
100.408
100.402
100.389
100.379
100.365
100.367
100.368
100.354
100.356
100.359
100.369
100.394
100.411
100.435
100.466
100.491
100.508
100.531
100.551
100.571
100.593
100.618
100.638
100.656
100.673
100.687
100.703
100.723
100.737
100.752
100.757
100.772
100.785
100.799
100.808
100.811
100.815
100.816
100.814
100.826
100.829
100.838
100.849
100.860
100.872
100.879
100.898
100.903
100.921
100.934
100.941
100.954
100.968
100.978
100.981
100.983
100.981
100.980
100.978
100.974
100.978
100.978
100.989
100.995
101.019
101.024
101.039
101.046
101.055
101.064
101.072
101.069
101.064
101.058
101.045
101.023
100.999
100.962
100.923
100.876
100.805
100.732
100.649
100.609
100.553
100.500
100.457
100.423
100.426
100.417
100.440
100.436
100.450
100.450
100.472
100.484
100.501
100.505
100.498
100.478
100.453
100.418
100.388
100.366
100.343
100.335
100.338
100.358
100.399
100.445
100.507
100.596
100.705
100.829
100.979
101.166
101.399
101.670
101.995
102.176
102.161
102.130
102.113
102.089
102.105
102.118
102.112
102.111
102.102
102.112
102.128
102.139
102.153
102.156
102.173
102.184
102.191
102.216
102.240
102.266
102.288
102.312
102.333
102.357
102.375
102.396
102.408
102.421
102.432
102.438
102.450
102.468
102.478
102.487
102.496
102.505
102.504
102.515
102.513
102.516
102.534
102.539
102.549
102.553
102.574
102.579
102.599
102.608
102.611
102.614
102.618
102.621
102.618
102.618
102.621
102.616
102.598
102.590
102.575
102.558
102.547
102.530
102.510
102.483
102.468
102.448
102.415
102.390
102.359
102.326
102.286
102.256
102.221
102.196
102.161
102.134
102.107
102.081
102.064
102.051
102.042
102.013
101.992
101.959
101.911
101.856
101.789
101.716
101.638
101.552
101.452
101.323
101.198
101.065
100.925
100.804
100.679
100.570
100.476
100.395
100.329
100.291
100.258
100.248
100.247
100.284
100.330
100.400
100.493
100.614
100.746
100.889
101.089
101.214
101.192
101.131
101.105
101.099
101.126
101.167
101.197
101.224
101.252
101.279
101.306
101.351
