P2_Angle_r


98.974
99.076
99.451
99.273
99.353
99.333
99.461
99.687
99.787
99.890
99.996
100.089
100.175
100.268
100.345
100.415
100.466
100.524
100.569
100.611
100.636
100.658
100.701
100.724
100.746
100.799
100.829
100.887
100.934
100.971
101.093
101.107
101.182
101.308
101.361
101.411
101.490
101.593
101.703
101.803
101.915
102.032
102.147
102.253
102.410
102.564
102.687
102.813
102.927
103.037
103.133
103.207
103.270
103.350
103.425
103.492
103.588
103.526
103.687
103.849
103.990
104.062
104.066
103.984
103.869
103.741
103.647
103.590
103.566
103.576
103.593
103.588
103.561
103.525
103.486
103.458
103.439
103.437
103.435
103.419
103.410
103.388
103.369
103.353
103.340
103.332
103.327
103.314
103.307
103.306
103.302
103.298
103.298
103.289
103.290
103.282
103.268
103.250
103.240
103.233
103.226
103.239
103.253
103.277
103.298
103.304
103.295
103.259
103.234
103.156
103.070
103.035
102.907
102.841
102.715
102.598
102.472
102.377
102.296
102.233
102.165
102.100
102.038
101.979
101.926
101.851
101.794
101.749
101.693
101.646
101.556
101.598
101.664
101.716
101.746
101.679
101.591
101.388
101.176
100.996
100.846
100.746
100.697
100.678
100.652
100.629
100.606
100.564
100.533
100.507
100.498
100.481
100.478
100.457
100.453
100.444
100.438
100.425
100.406
100.392
100.376
100.355
100.345
100.325
100.314
100.307
100.305
100.294
100.294
100.287
100.265
100.266
100.231
100.209
100.172
100.107
100.040
100.007
99.913
99.796
99.724
99.700
99.708
99.729
99.771
99.828
99.911
99.969
100.023
100.059
100.107
100.159
100.223
100.292
100.352
100.439
100.517
100.712
100.944
101.256
101.567
101.869
102.060
102.053
101.949
101.865
101.775
101.690
101.664
101.629
101.626
101.634
101.638
101.633
101.614
101.611
101.592
101.583
101.590
101.582
101.567
101.559
101.567
101.579
101.612
101.642
101.659
101.686
101.707
101.715
101.725
101.741
101.735
101.731
101.735
101.748
101.737
101.720
101.700
101.690
101.671
101.655
101.653
101.562
101.548
101.538
101.517
101.589
101.585
101.591
101.594
101.581
101.568
101.554
101.510
101.467
101.381
101.265
101.113
100.914
100.685
100.486
100.308
100.101
100.037
99.898
99.840
99.768
99.726
99.707
99.716
99.749
99.787
99.836
99.869
99.920
99.973
100.036
100.102
100.139
100.207
100.225
100.378
100.541
100.768
100.989
101.244
101.419
101.473
101.361
101.255
101.222
101.185
101.172
101.187
101.207
101.209
101.162
101.115
101.075
100.993
100.904
100.816
100.720
100.629
100.543
100.392
100.320
100.231
100.190
100.223
100.193
100.177
100.108
100.205
100.221
100.196
100.241
100.303
100.358
100.362
100.339
100.277
100.329
100.278
100.218
100.185
100.146
100.112
100.088
100.047
100.011
99.996
99.969
99.979
99.968
99.961
99.946
99.947
100.051
99.906
99.884
99.833
99.767
99.683
99.630
99.667
99.629
99.616
99.615
99.617
99.625
99.639
99.663
99.680
99.631
99.661
99.694
99.750
99.804
99.844
99.872
99.874
99.851
99.800
99.751
99.718
99.701
99.703
99.717
99.722
99.728
99.728
99.739
99.749
99.763
99.787
99.799
99.813
99.816
99.812
99.805
99.806
99.804
99.803
99.804
99.795
99.779
99.767
99.750
99.739
99.725
99.702
99.680
99.666
99.577
99.554
99.548
99.522
99.498
