NO_OF_FRAMES	7907
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2023-12-29, 15:58:01
DATA_INCLUDED	Velocity
DATA_TYPES	P2_hand_lP2_handl_vel_X	P2_hand_lP2_handl_vel_Y	P2_hand_lP2_handl_vel_Z


0.000	0.000	0.000
-79.346	-46.430	10.451
5.648	-194.637	-58.731
110.271	-196.683	-81.418
0.627	-60.433	10.497
-33.399	18.077	33.711
8.190	38.847	-11.776
31.871	19.087	-34.376
5.843	-6.547	-6.112
-8.171	-20.615	9.404
-7.454	-20.488	9.151
-0.152	-14.048	2.195
2.875	-11.808	0.627
4.091	-10.882	0.273
5.276	-7.249	0.066
5.608	-1.647	0.629
4.951	4.044	-0.525
4.804	9.057	-1.734
6.293	12.815	-1.754
6.932	16.250	-1.643
5.139	19.918	-1.885
3.993	22.463	-1.950
5.410	23.007	-1.560
7.517	22.202	-1.828
9.388	20.318	-3.520
10.192	18.472	-5.308
9.073	17.568	-6.388
8.255	16.527	-5.299
9.280	14.672	-3.850
9.253	13.752	-1.713
6.638	14.467	-1.537
5.337	14.219	-4.871
3.388	15.012	-4.131
0.857	16.701	-3.805
1.682	17.121	-4.448
13.989	16.615	3.586
11.130	26.532	6.240
-4.079	31.058	-3.121
-7.696	29.952	-4.973
-10.247	32.428	-8.041
-14.200	31.763	-7.422
-22.218	34.996	0.047
-27.591	42.058	3.450
-29.296	48.556	9.971
-28.718	52.795	16.536
-27.352	48.932	19.163
-27.219	46.598	23.496
-26.522	50.943	23.719
-23.181	52.534	19.311
-17.781	52.830	16.510
-10.317	50.119	10.455
-4.135	49.660	6.731
0.878	47.848	5.193
6.885	48.581	3.019
11.802	51.533	0.154
12.165	49.631	-1.978
9.967	43.836	-2.179
10.256	42.965	0.337
10.964	46.052	-0.329
11.342	47.963	-2.172
11.284	48.090	1.220
11.659	40.793	0.579
10.225	32.057	-0.682
7.733	26.120	1.085
8.031	20.664	0.318
7.070	17.627	-1.947
4.037	15.671	-1.408
2.044	12.329	-0.092
0.912	-20.207	-4.158
-2.085	3.930	0.231
-3.943	27.976	3.877
-4.911	-6.853	0.021
-6.721	-11.860	2.356
-7.603	-14.135	5.540
-8.111	-17.930	5.634
-7.416	-19.994	6.648
-6.365	-19.434	8.265
-5.809	-20.823	3.688
-5.410	-20.130	0.973
-6.362	-19.608	2.765
-5.238	-18.589	0.346
-3.158	-13.559	-0.757
-4.086	-11.213	1.019
-1.998	-9.516	0.543
0.665	-4.735	-1.370
1.391	-1.662	-1.636
2.864	1.173	-1.374
2.802	4.300	-2.376
2.117	4.580	-2.422
4.304	5.243	-3.531
5.679	6.184	-2.741
4.163	6.538	-0.287
3.364	5.835	-0.849
1.749	6.748	-0.631
-0.234	7.003	-0.401
0.665	5.372	-0.926
-0.740	5.114	2.549
-2.627	3.915	2.823
-0.931	-0.074	1.261
-1.837	-1.397	4.048
-3.053	-1.231	2.687
-0.924	-3.656	-1.872
