P2_hands_Distance


158.738
159.012
158.914
155.753
154.747
156.375
156.475
156.392
156.481
156.466
156.439
156.431
156.453
156.498
156.542
156.653
156.841
157.070
157.261
157.499
157.744
157.985
158.219
158.401
158.544
158.641
158.699
158.730
158.748
158.746
158.895
158.814
158.897
159.150
159.310
159.429
159.504
159.865
160.108
160.425
160.725
161.069
161.350
161.882
162.445
163.038
163.485
163.967
164.427
164.849
165.168
165.309
165.400
165.446
165.200
164.768
164.319
163.444
162.814
162.258
161.956
162.213
162.521
162.734
162.772
162.772
162.821
162.882
162.943
162.502
163.125
163.210
163.232
163.147
163.047
162.870
162.678
162.468
162.222
162.011
161.733
161.521
161.320
161.097
160.963
160.873
160.776
160.745
160.742
160.770
160.825
160.883
160.981
161.057
161.179
161.318
161.419
161.540
161.654
161.709
161.778
161.850
161.937
162.051
162.193
162.313
162.472
162.638
162.759
162.941
163.014
163.235
163.230
163.212
162.978
163.254
164.032
164.544
164.908
165.160
165.261
165.288
165.357
165.404
165.466
165.587
165.713
165.749
165.620
165.303
164.749
164.421
163.970
163.718
164.048
164.632
165.345
164.992
165.140
165.309
165.382
165.476
165.626
165.793
166.020
166.245
166.378
166.479
166.561
166.652
166.770
166.876
167.036
167.125
167.291
167.332
167.436
167.491
167.543
167.634
167.655
167.706
167.694
167.686
167.620
167.505
167.389
167.226
167.020
166.734
166.264
166.406
165.849
165.260
164.592
164.053
163.461
163.282
162.909
162.969
163.481
163.228
163.534
163.887
164.244
164.525
164.903
165.327
165.712
166.106
166.581
167.064
167.358
167.491
167.556
167.328
166.867
166.500
166.078
166.192
165.786
165.415
165.466
165.083
164.646
164.665
164.397
163.847
163.347
162.507
161.905
161.281
160.682
159.756
158.809
157.966
157.070
156.592
156.243
156.049
155.888
155.669
155.542
155.521
155.438
155.419
155.377
155.281
155.220
155.191
155.163
155.132
155.081
155.110
155.161
155.206
155.233
155.249
155.250
155.259
155.235
155.215
155.192
155.161
155.135
155.062
155.040
155.001
154.957
154.956
154.989
155.062
155.307
155.768
156.447
157.332
158.216
159.187
160.544
161.756
163.161
164.935
166.527
167.977
169.066
170.381
171.494
172.092
172.453
172.582
172.527
172.414
172.237
172.081
171.831
171.428
170.879
170.359
169.819
168.968
168.012
167.330
166.156
164.676
163.117
161.546
160.020
158.762
157.722
156.504
155.793
155.986
156.039
156.096
156.411
156.794
157.082
157.357
157.749
158.248
158.830
159.412
159.937
160.518
161.114
161.623
162.101
162.559
162.924
163.272
163.479
163.606
163.627
163.621
163.356
162.978
162.474
161.931
161.284
160.817
160.696
160.748
160.934
161.245
161.502
161.704
161.826
161.847
161.879
161.890
161.884
161.488
161.419
161.414
161.570
161.676
161.843
162.045
162.312
162.598
163.279
163.719
164.151
164.607
165.067
165.462
166.040
166.280
166.431
166.453
166.294
166.023
165.678
165.296
164.843
164.159
163.709
163.401
163.128
162.825
162.580
162.533
162.636
162.781
162.894
162.983
162.998
163.063
163.083
163.136
163.150
163.160
163.149
163.140
163.113
163.146
163.116
163.105
163.095
163.075
163.090
163.118
163.142
163.251
163.351
163.442
163.546
163.611
163.677
163.694
163.721
163.751
163.743
163.746
163.791
163.832
163.890
163.984
164.123
