P2_hand_rP2_hands_pos_X	P2_hand_rP2_hands_pos_Y	P2_hand_rP2_hands_pos_Z	P2_hand_lP2_hands_pos_X	P2_hand_lP2_hands_pos_Y	P2_hand_lP2_hands_pos_Z
126.117	25.349	779.060	63.031	175.122	780.176
126.195	25.404	779.564	63.111	175.412	780.185
126.134	25.537	780.130	63.185	175.644	780.198
126.067	25.655	780.555	63.271	175.826	780.191
125.959	25.706	780.766	63.327	175.997	780.159
125.886	25.741	780.816	63.352	176.139	780.163
125.883	25.770	780.678	63.368	176.243	780.157
125.917	25.752	780.428	63.370	175.735	780.080
125.971	25.705	780.271	63.326	176.322	780.162
126.033	25.626	780.196	63.291	176.294	780.157
126.065	25.532	780.196	63.228	176.185	780.162
126.095	25.539	780.337	63.157	176.057	780.204
126.092	25.526	780.475	63.076	175.902	780.273
126.044	25.527	780.525	62.995	175.699	780.317
125.996	25.547	780.551	62.927	175.502	780.406
125.914	25.573	780.538	62.868	175.310	780.482
125.825	25.603	780.460	62.811	175.086	780.479
125.704	25.624	780.434	62.759	174.907	780.502
125.564	25.685	780.470	62.684	174.694	780.535
125.420	25.709	780.452	62.655	174.536	780.509
125.269	25.764	780.500	62.621	174.423	780.520
125.103	25.845	780.544	62.573	174.311	780.529
124.987	25.860	780.555	62.581	174.232	780.531
124.868	25.889	780.532	62.586	174.217	780.502
124.789	25.935	780.532	62.609	174.199	780.498
124.732	25.970	780.533	62.643	174.240	780.474
124.697	25.995	780.512	62.665	174.285	780.450
124.690	26.000	780.529	62.686	174.332	780.426
124.732	25.989	780.530	62.751	174.390	780.380
124.813	26.004	780.544	62.799	174.455	780.371
124.898	25.984	780.530	62.834	174.521	780.374
124.997	25.982	780.498	62.867	174.572	780.354
125.096	25.973	780.482	62.869	174.656	780.361
125.242	25.944	780.448	62.862	174.712	780.346
125.385	25.936	780.418	62.882	174.763	780.343
125.503	25.921	780.420	62.847	174.814	780.397
125.653	25.894	780.383	62.830	174.841	780.399
125.828	25.880	780.367	62.829	174.813	780.422
125.950	25.873	780.363	62.793	174.813	780.480
126.077	25.835	780.303	62.767	174.788	780.476
126.240	25.758	780.242	62.774	174.740	780.443
126.356	25.672	780.226	62.771	174.727	780.464
126.477	25.498	780.187	62.803	174.670	780.421
126.553	25.309	780.114	62.880	174.612	780.313
126.552	25.036	780.131	63.006	174.566	780.252
126.509	24.639	780.147	63.212	174.454	780.125
126.355	24.179	780.238	63.537	174.326	779.953
126.187	23.580	780.443	63.943	174.162	779.757
125.975	22.941	780.716	64.485	173.907	779.444
125.942	22.120	780.914	65.094	173.579	779.016
125.717	21.432	781.480	65.782	173.230	778.456
125.530	20.786	782.015	66.564	172.918	777.895
125.424	20.261	782.349	67.476	172.497	777.058
125.341	19.723	782.647	68.016	172.451	776.324
125.273	19.163	782.955	67.941	172.688	775.922
125.267	18.743	783.050	68.001	172.838	775.969
125.342	18.366	783.052	67.989	172.834	776.335
125.548	18.055	782.963	67.893	172.700	776.753
125.744	17.820	782.880	67.773	172.477	777.247
125.964	17.657	782.815	67.643	172.223	777.522
126.227	17.546	782.720	67.493	172.037	777.643
126.486	17.514	782.648	67.294	171.883	777.646
126.786	17.551	782.498	67.061	171.783	777.544
127.080	17.689	782.434	66.785	171.828	777.499
127.473	17.904	782.326	66.511	171.921	777.493
127.981	18.278	782.141	66.212	172.023	777.681
128.508	18.818	781.912	65.896	172.095	777.967
129.039	19.519	781.553	65.588	172.126	778.357
129.318	20.459	781.235	65.095	172.156	778.860
129.935	21.450	780.381	64.425	172.254	779.476
130.516	22.529	779.355	63.840	172.328	780.029
130.951	23.291	778.446	63.308	172.367	780.527
131.038	23.305	777.829	62.784	172.447	780.962
131.288	23.187	777.805	62.162	172.562	781.342
131.420	23.049	778.084	61.306	172.752	781.530
131.289	22.897	778.615	61.010	172.141	781.678
131.185	22.831	779.187	60.766	172.181	781.844
131.076	22.757	779.631	60.575	172.261	781.926
130.921	22.720	779.868	60.456	172.325	781.945
130.788	22.680	779.869	60.363	172.408	781.911
130.707	22.630	779.747	60.270	172.517	781.895
130.657	22.601	779.567	60.170	172.646	781.858
130.656	22.545	779.427	60.077	172.795	781.871
130.677	22.512	779.347	59.977	172.951	781.955
130.713	22.535	779.398	59.864	173.051	782.072
130.696	22.556	779.488	59.753	173.138	782.171
130.690	22.597	779.560	59.637	173.218	782.275
130.699	22.663	779.632	59.526	173.327	782.404
130.712	22.695	779.601	59.456	173.447	782.490
130.744	22.662	779.545	59.452	173.513	782.540
130.827	22.641	779.467	59.411	173.610	782.523
130.899	22.624	779.405	59.475	173.687	782.475
130.997	22.573	779.360	59.522	173.795	782.428
131.063	22.583	779.325	59.585	173.850	782.361
131.140	22.538	779.297	59.670	173.924	782.306
131.207	22.520	779.204	59.757	173.976	782.254
131.252	22.502	779.178	59.827	174.027	782.218
131.302	22.442	779.145	59.877	174.069	782.142
131.330	22.417	779.095	59.925	174.076	782.113
131.366	22.421	779.133	59.950	174.132	782.154
131.386	22.417	779.126	59.969	174.113	782.182
131.422	22.400	779.093	60.041	174.103	782.165
131.412	22.416	779.118	60.101	174.080	782.164
131.412	22.430	779.073	60.192	174.011	782.101
131.454	22.432	779.029	60.355	173.942	782.016
131.439	22.451	779.044	60.546	173.878	781.950
131.440	22.384	778.990	60.830	173.718	781.763
131.443	22.301	778.939	61.221	173.505	781.449
131.395	22.192	778.911	61.795	173.172	781.017
131.348	21.992	778.904	62.477	173.466	780.715
131.240	21.750	778.944	63.258	173.021	780.059
131.015	21.462	779.029	64.232	172.626	779.262
130.717	20.984	779.175	65.411	172.063	778.250
130.359	20.282	779.404	66.552	171.400	777.080
129.932	19.615	779.800	67.905	170.796	775.727
129.691	18.755	780.220	69.190	170.294	774.181
129.283	18.040	780.856	70.667	169.806	772.469
128.811	17.274	781.493	71.823	169.582	770.838
128.410	16.531	782.111	72.405	169.602	769.509
128.153	15.920	782.512	73.021	168.971	769.131
127.908	15.369	782.746	73.237	168.924	769.503
127.679	14.921	782.868	73.321	168.989	769.928
127.501	14.522	782.875	73.154	169.007	770.350
127.404	14.205	782.813	72.956	168.977	770.583
127.377	13.954	782.711	72.766	169.083	770.636
127.378	13.758	782.666	72.592	169.279	770.643
127.401	13.664	782.601	72.369	169.524	770.789
127.430	13.647	782.524	72.187	169.866	770.895
127.475	13.646	782.412	71.950	170.290	771.057
127.567	13.724	782.249	71.613	170.760	771.326
127.798	13.998	782.033	71.165	171.151	771.808
128.145	14.409	781.725	70.550	171.410	772.409
128.545	15.049	781.356	69.653	171.709	773.333
129.081	15.805	780.721	68.840	171.778	774.203
129.614	16.931	780.009	68.017	171.935	775.097
130.458	18.083	778.825	67.143	172.050	776.030
131.376	19.421	777.430	66.361	172.244	777.022
132.482	20.626	775.824	65.365	172.650	777.718
133.579	22.051	773.970	64.790	172.831	778.263
134.578	23.423	772.152	64.167	172.961	778.699
135.108	23.932	770.780	63.754	172.998	778.960
135.060	24.519	770.211	63.514	173.030	779.061
135.285	25.148	770.466	63.481	173.064	779.033
135.370	25.021	770.832	63.605	173.008	778.834
135.162	24.905	771.063	63.950	172.893	778.478
134.967	25.012	771.203	64.494	172.773	778.013
134.922	25.047	771.191	65.124	172.595	777.531
134.867	25.065	771.151	66.098	172.194	776.868
134.916	25.083	771.121	66.938	171.940	776.117
135.046	25.070	771.091	67.970	171.681	775.284
135.186	25.052	771.043	68.939	171.404	774.370
135.230	25.065	770.990	70.057	170.906	773.148
135.238	25.092	770.947	71.118	170.378	771.864
135.268	25.090	770.890	72.071	169.863	770.416
135.237	25.174	770.871	73.028	169.389	769.093
135.252	25.280	770.844	73.259	169.056	768.280
135.273	25.256	770.765	73.250	168.639	768.260
135.193	25.272	770.674	73.222	168.472	768.603
135.095	25.334	770.634	72.949	168.290	768.970
135.007	25.430	770.646	72.762	168.107	769.304
135.009	25.503	770.644	72.700	168.014	769.455
135.026	25.548	770.633	72.618	167.992	769.380
135.013	25.586	770.571	72.602	167.938	769.196
135.025	25.538	770.509	72.558	167.843	768.998
135.084	25.496	770.502	72.550	167.725	768.901
135.140	25.526	770.511	72.558	167.629	768.918
135.158	25.560	770.508	72.489	167.558	768.970
135.165	25.528	770.470	72.435	167.469	769.038
135.141	25.529	770.467	72.405	167.436	769.122
135.122	25.534	770.448	72.406	167.418	769.121
135.127	25.567	770.430	72.432	167.404	769.077
135.118	25.595	770.442	72.465	167.482	769.049
135.104	25.618	770.461	72.478	167.572	769.068
135.131	25.621	770.457	72.511	167.628	769.041
135.110	25.641	770.411	72.538	167.697	768.988
135.113	25.643	770.403	72.551	167.721	768.949
135.121	25.656	770.366	72.587	167.747	768.928
135.128	25.666	770.367	72.593	167.767	768.932
135.134	25.701	770.404	72.609	167.780	768.958
135.133	25.718	770.395	72.609	167.776	768.946
135.124	25.736	770.387	72.606	167.771	768.938
135.121	25.736	770.394	72.602	167.737	768.918
135.122	25.728	770.363	72.634	167.714	768.907
135.081	25.761	770.351	72.675	167.702	768.887
135.062	25.808	770.379	72.678	167.736	768.912
135.018	25.857	770.424	72.682	167.764	768.915
134.944	25.887	770.427	72.690	167.780	768.910
134.862	25.873	770.449	72.693	167.803	768.929
134.748	25.830	770.489	72.707	167.851	768.948
134.572	25.815	770.651	72.688	167.984	769.022
134.342	25.683	770.864	72.628	168.191	769.076
134.106	25.449	771.086	72.480	168.496	769.187
133.845	25.146	771.381	72.191	168.918	769.408
133.571	24.781	771.805	71.661	169.407	769.816
133.112	24.293	772.283	70.934	169.769	770.520
132.492	23.623	772.902	69.910	169.987	771.618
131.828	22.784	773.730	68.638	170.369	773.123
130.941	22.000	774.640	67.359	170.736	774.808
130.117	21.075	775.851	65.892	171.063	776.522
129.286	19.899	777.085	64.237	171.459	778.339
128.538	18.752	778.296	62.838	171.761	779.974
127.674	17.690	779.568	61.259	171.970	781.339
127.239	16.616	780.385	59.913	171.685	782.469
126.567	15.650	781.305	58.712	171.922	783.453
126.050	14.888	781.942	57.447	172.049	784.020
125.586	14.413	782.344	56.789	172.141	784.480
125.159	14.065	782.526	56.278	172.151	784.580
124.856	13.897	782.553	55.988	172.132	784.462
124.682	13.814	782.451	55.924	172.039	784.145
124.657	13.781	782.288	56.078	171.962	783.748
124.721	13.836	782.154	56.348	171.916	783.279
124.859	13.945	781.972	56.703	171.951	782.923
125.053	14.141	781.754	57.114	171.968	782.629
125.262	14.427	781.530	57.538	171.908	782.413
125.511	14.807	781.304	58.004	171.784	782.171
125.769	15.204	781.074	58.391	171.669	782.037
126.062	15.626	780.691	58.740	171.526	781.873
126.368	16.227	780.319	59.386	171.343	781.911
126.812	16.970	779.844	59.857	171.053	781.692
127.039	18.018	779.491	60.342	171.466	781.605
127.635	18.991	778.527	60.952	171.155	781.260
128.327	20.196	777.528	61.729	170.767	780.887
129.067	21.381	776.223	62.697	170.328	780.317
129.844	22.475	774.889	63.785	169.826	779.485
130.609	23.544	773.371	64.778	169.303	778.593
131.277	24.171	772.408	65.941	168.779	777.420
131.393	24.320	771.925	67.001	168.236	776.172
131.288	24.668	772.203	68.000	167.780	774.878
131.281	24.778	772.601	68.779	167.480	773.600
131.324	24.434	772.869	69.070	167.458	772.639
131.323	24.196	773.007	69.233	167.348	772.301
131.411	23.988	773.133	69.310	167.198	772.499
131.602	23.759	773.176	69.091	167.135	772.866
131.807	23.582	773.132	68.823	167.169	773.381
131.864	23.469	773.056	68.567	167.231	773.854
131.803	23.439	773.070	68.248	167.385	774.292
131.619	23.308	773.184	67.895	167.606	774.611
131.342	23.220	773.314	67.536	168.027	774.820
131.054	23.015	773.617	67.200	168.438	774.979
130.675	22.751	773.990	66.884	168.838	775.195
130.343	22.494	774.367	66.591	169.172	775.447
129.929	22.162	774.844	66.238	169.501	775.784
129.507	21.835	775.297	65.802	169.817	776.216
129.151	21.469	775.707	65.418	169.992	776.651
128.817	21.067	776.129	65.006	170.077	777.152
128.543	20.707	776.604	64.622	170.167	777.583
128.269	20.386	777.054	64.279	170.214	777.994
128.117	20.090	777.356	64.016	170.249	778.319
127.963	19.836	777.617	63.861	170.221	778.526
127.879	19.623	777.802	63.791	170.152	778.623
127.904	19.486	777.880	63.840	170.049	778.584
128.013	19.410	777.902	63.965	169.974	778.454
128.142	19.446	777.849	64.218	169.775	778.175
128.341	19.594	777.681	64.577	169.581	777.736
128.588	19.883	777.390	65.037	169.412	777.216
128.860	20.215	777.083	65.606	169.280	776.647
129.175	20.647	776.657	66.184	169.119	775.988
129.518	21.058	776.288	66.767	169.123	775.281
129.644	21.077	776.142	67.275	169.169	774.679
129.829	21.016	776.201	67.747	169.277	774.084
129.881	20.920	776.418	68.040	169.474	773.743
129.978	20.814	776.692	68.132	169.696	773.694
130.067	20.683	776.922	68.214	169.839	773.817
130.111	20.618	777.033	68.193	169.967	774.000
130.122	20.569	777.041	68.136	170.026	774.200
130.110	20.549	777.001	68.109	170.025	774.379
130.068	20.507	776.929	68.086	170.029	774.450
130.023	20.500	776.879	68.085	170.052	774.408
129.981	20.471	776.868	68.093	170.037	774.320
129.915	20.408	776.882	68.391	169.693	774.122
129.809	20.383	776.926	68.384	169.631	774.107
129.697	20.303	776.975	68.373	169.587	774.145
129.627	20.070	776.958	68.315	169.529	774.245
129.460	19.984	777.002	68.192	169.577	774.356
129.290	19.893	777.070	67.990	169.656	774.516
129.096	19.775	777.176	67.731	169.732	774.743
128.931	19.642	777.334	67.392	169.818	775.036
128.705	19.454	777.557	66.996	169.872	775.372
128.377	19.274	777.851	66.346	170.297	775.866
128.059	18.912	778.155	65.975	170.392	776.245
127.693	18.473	778.566	65.649	170.434	776.545
127.376	18.037	779.067	65.347	170.493	776.834
127.018	17.582	779.639	65.047	170.554	777.136
126.717	17.164	780.069	64.827	170.591	777.354
126.648	16.599	780.209	64.664	170.611	777.500
126.398	16.275	780.488	64.572	170.605	777.537
126.241	15.983	780.674	64.605	170.547	777.491
126.173	15.799	780.762	64.730	170.461	777.447
126.136	15.742	780.762	64.924	170.322	777.329
126.162	15.803	780.724	65.178	170.178	777.127
126.252	15.989	780.599	65.445	170.058	776.801
126.430	16.219	780.444	65.748	169.923	776.506
126.666	16.548	780.264	66.097	169.807	776.210
126.713	17.076	780.248	66.438	169.707	775.913
126.934	17.443	779.994	66.685	169.600	775.651
127.179	17.840	779.673	66.777	169.611	775.542
127.472	18.241	779.307	66.821	169.629	775.541
127.822	18.700	778.883	66.833	169.636	775.627
128.188	19.126	778.598	66.759	169.627	775.727
128.443	19.292	778.352	66.716	169.627	775.859
128.650	19.283	778.288	66.712	169.644	775.902
128.879	19.229	778.408	66.699	169.646	775.898
129.010	19.194	778.598	66.691	169.672	775.912
129.112	19.124	778.769	66.698	169.656	775.900
129.189	19.131	778.885	66.702	169.647	775.914
129.253	19.110	778.906	66.692	169.665	775.930
129.305	19.065	778.840	66.694	169.622	775.927
129.375	19.035	778.812	66.638	169.598	775.967
129.416	19.034	778.831	66.612	169.585	775.998
129.422	18.995	778.838	66.578	169.540	776.001
129.429	18.980	778.905	66.554	169.498	775.998
129.384	18.972	778.941	66.516	169.482	775.984
129.350	18.983	778.929	66.490	169.469	775.990
129.312	18.996	778.899	66.468	169.524	775.992
129.279	19.032	778.879	66.465	169.541	776.006
129.234	19.009	778.850	66.505	169.542	775.961
129.206	19.036	778.827	66.556	169.591	775.961
129.176	19.048	778.824	66.613	169.617	775.922
129.137	19.060	778.812	66.651	169.676	775.890
129.149	19.106	778.833	66.687	169.762	775.891
129.130	19.126	778.824	66.728	169.834	775.901
129.171	19.142	778.773	66.756	169.964	775.896
129.194	19.117	778.671	66.818	170.063	775.862
129.201	19.121	778.608	66.843	170.174	775.859
129.229	19.126	778.554	66.861	170.289	775.826
129.263	19.123	778.526	66.922	170.367	775.814
129.303	19.119	778.534	66.952	170.430	775.826
129.328	19.142	778.503	66.997	170.481	775.829
129.348	19.124	778.488	67.010	170.489	775.816
129.366	19.150	778.501	67.005	170.538	775.866
129.359	19.176	778.494	66.983	170.550	775.864
129.368	19.189	778.470	66.987	170.564	775.873
129.358	19.185	778.465	66.954	170.601	775.908
129.369	19.166	778.442	66.899	170.599	775.905
129.372	19.153	778.407	66.840	170.624	775.905
129.375	19.133	778.401	66.760	170.673	775.948
129.344	19.105	778.418	66.618	170.750	775.995
129.273	19.029	778.408	66.431	170.843	776.103
129.196	18.917	778.444	66.230	170.965	776.250
129.073	18.773	778.573	65.981	171.050	776.464
128.946	18.578	778.691	65.630	171.153	776.756
128.808	18.395	778.947	65.285	171.265	777.134
128.631	18.131	779.157	64.904	171.372	777.563
128.500	17.866	779.331	64.460	171.451	777.912
128.385	17.610	779.536	64.064	171.521	778.215
128.240	17.370	779.754	63.788	171.553	778.472
128.151	17.184	779.853	63.588	171.641	778.627
128.087	17.006	779.948	63.463	171.692	778.712
127.998	16.891	780.034	63.439	171.740	778.740
127.934	16.764	780.112	63.478	171.759	778.681
128.077	16.503	779.927	63.608	171.756	778.528
128.017	16.382	780.016	63.817	171.746	778.339
127.948	16.241	780.115	64.138	171.725	778.114
127.857	16.017	780.213	64.441	171.777	777.833
127.785	15.825	780.373	64.761	171.864	777.573
127.717	15.636	780.496	65.026	171.985	777.363
127.638	15.453	780.653	65.171	172.100	777.250
127.595	15.300	780.827	65.278	172.243	777.268
127.524	15.131	781.020	65.298	172.358	777.350
127.546	14.954	781.144	65.228	172.449	777.502
127.515	14.837	781.233	65.113	172.541	777.706
127.539	14.677	781.307	64.915	172.646	777.915
127.549	14.528	781.359	64.686	172.682	778.105
127.525	14.415	781.410	64.434	172.704	778.313
127.493	14.314	781.475	64.220	172.726	778.485
127.478	14.223	781.509	64.064	172.730	778.644
127.441	14.154	781.557	63.922	172.715	778.757
127.436	14.135	781.577	63.829	172.710	778.837
127.416	14.100	781.588	63.790	172.629	778.866
127.413	14.143	781.626	63.791	172.581	778.910
127.447	14.250	781.641	63.842	172.509	778.889
127.539	14.392	781.595	63.943	172.396	778.800
127.621	14.602	781.553	64.143	172.279	778.698
127.788	14.932	781.401	64.398	172.169	778.535
127.996	15.331	781.170	64.769	171.988	778.320
128.099	16.032	781.102	65.159	171.822	778.082
128.421	16.777	780.682	65.575	171.633	777.844
128.901	17.617	780.034	66.029	171.357	777.410
129.287	18.337	779.447	66.335	171.229	777.046
129.460	18.327	778.965	66.430	171.209	776.788
129.821	18.292	778.960	66.529	171.267	776.772
130.058	18.248	779.152	66.510	171.282	776.885
130.202	18.153	779.441	66.465	171.284	777.035
130.311	18.110	779.648	66.411	171.248	777.159
130.351	18.087	779.782	66.332	171.177	777.257
130.374	18.119	779.837	66.280	171.086	777.280
130.383	18.133	779.710	66.237	170.991	777.236
130.405	18.164	779.594	66.227	170.903	777.169
130.393	18.275	779.480	66.199	170.820	777.126
130.340	18.384	779.403	66.188	170.767	777.123
130.258	18.510	779.365	66.158	170.710	777.142
130.101	18.633	779.368	66.100	170.609	777.167
129.924	18.759	779.333	66.058	170.541	777.181
129.767	18.839	779.318	66.012	170.487	777.195
129.597	18.959	779.294	65.962	170.490	777.177
129.465	19.031	779.274	65.979	170.516	777.162
129.335	19.042	779.218	65.967	170.547	777.116
129.204	19.083	779.196	65.993	170.599	777.070
129.113	19.063	779.141	65.993	170.625	776.980
128.996	19.049	779.118	65.992	170.697	776.972
128.900	19.006	779.101	65.990	170.726	776.928
128.825	18.933	779.076	65.972	170.746	776.901
128.778	18.844	779.007	65.977	170.762	776.859
128.752	18.754	778.997	65.968	170.784	776.881
128.710	18.634	778.916	65.927	170.785	776.818
128.669	18.548	778.849	65.912	170.777	776.754
128.639	18.437	778.898	65.836	170.824	776.741
128.632	18.308	778.923	65.810	170.873	776.784
128.663	18.189	778.987	65.793	170.885	776.819
128.651	18.054	779.085	65.702	170.954	776.894
128.657	17.909	779.143	65.644	170.987	776.922
128.652	17.763	779.205	65.541	171.010	776.938
128.709	17.676	779.283	65.442	171.068	777.007
128.739	17.633	779.331	65.364	171.099	777.091
128.799	17.583	779.274	65.315	171.088	777.127
128.854	17.618	779.232	65.270	171.138	777.183
128.923	17.688	779.150	65.277	171.165	777.195
129.023	17.798	779.006	65.285	171.178	777.175
129.124	17.933	778.861	65.336	171.221	777.150
129.220	18.027	778.728	65.390	171.271	777.094
129.277	18.076	778.644	65.433	171.298	777.065
129.291	18.086	778.598	65.451	171.309	777.032
129.286	18.052	778.616	65.472	171.333	777.002
129.259	17.990	778.706	65.453	171.379	777.026
129.139	17.840	778.842	65.429	171.419	777.051
129.024	17.700	779.086	65.368	171.480	777.182
128.860	17.531	779.293	65.270	171.510	777.282
128.716	17.337	779.456	65.175	171.522	777.359
128.589	17.175	779.574	65.035	171.535	777.508
128.475	17.067	779.755	64.911	171.547	777.663
128.356	16.936	779.832	64.746	171.557	777.837
128.257	16.843	779.872	64.528	171.617	777.979
128.212	16.759	779.926	64.337	171.658	778.116
128.157	16.652	779.995	64.148	171.695	778.263
128.091	16.548	780.091	63.940	171.750	778.382
128.044	16.438	780.166	63.803	171.757	778.470
128.195	16.203	780.037	63.690	171.799	778.592
128.189	16.140	780.143	63.619	171.829	778.687
128.192	16.065	780.241	63.592	171.850	778.774
128.218	16.034	780.246	63.601	171.862	778.792
128.280	16.067	780.199	63.662	171.867	778.742
128.195	16.279	780.379	63.786	171.835	778.678
128.384	16.491	780.296	64.008	171.841	778.579
128.566	16.743	780.036	64.296	171.794	778.393
128.837	17.080	779.736	64.667	171.729	778.178
129.167	17.604	779.373	65.061	171.683	777.961
129.521	18.148	778.981	65.434	171.560	777.657
129.817	18.379	778.631	65.733	171.463	777.345
130.145	18.477	778.403	65.834	171.527	777.100
130.421	18.508	778.305	65.886	171.589	777.084
130.549	18.400	778.310	65.886	171.601	777.194
130.559	18.341	778.427	65.799	171.603	777.387
130.481	18.309	778.549	65.714	171.562	777.566
130.368	18.333	778.659	65.627	171.501	777.728
130.251	18.319	778.726	65.541	171.435	777.809
130.159	18.347	778.737	65.474	171.355	777.836
130.091	18.384	778.707	65.425	171.316	777.776
130.063	18.400	778.675	65.437	171.324	777.751
130.040	18.399	778.673	65.421	171.363	777.729
129.986	18.395	778.666	65.393	171.410	777.734
129.927	18.329	778.686	65.347	171.517	777.761
129.857	18.270	778.760	65.239	171.633	777.855
129.802	18.165	778.898	65.057	171.747	778.028
129.701	17.976	779.018	64.751	171.856	778.222
129.577	17.772	779.178	64.425	171.931	778.461
129.447	17.514	779.372	64.077	172.004	778.769
129.316	17.172	779.629	63.739	172.109	779.161
129.148	16.869	779.851	63.487	172.185	779.407
129.235	16.464	779.803	63.296	172.253	779.677
129.088	16.264	780.016	63.079	172.308	779.920
128.988	16.103	780.144	62.964	172.354	780.052
128.934	15.994	780.231	62.911	172.351	780.106
128.888	15.987	780.250	62.911	172.385	780.054
128.918	15.979	780.155	63.063	172.349	779.910
128.979	16.049	780.063	63.247	172.259	779.703
129.101	16.225	779.935	63.489	172.169	779.425
129.061	16.608	779.939	63.861	172.059	779.110
129.237	16.961	779.613	64.360	171.954	778.715
129.431	17.460	779.257	65.029	171.826	778.290
129.659	18.001	778.849	65.559	171.744	777.861
129.881	18.446	778.551	65.865	171.736	777.405
130.008	18.611	778.256	65.967	171.900	777.134
130.184	18.689	778.170	66.062	172.069	777.198
130.216	18.663	778.240	66.009	172.117	777.390
130.159	18.657	778.340	65.910	172.125	777.625
130.041	18.653	778.486	65.813	172.062	777.835
129.862	18.595	778.654	65.732	171.986	777.986
129.708	18.551	778.729	65.674	171.887	777.981
129.586	18.497	778.759	65.651	171.821	777.939
129.493	18.469	778.777	65.620	171.750	777.858
129.454	18.345	778.771	65.598	171.704	777.812
129.385	18.239	778.800	65.554	171.694	777.809
129.324	18.140	778.877	65.480	171.706	777.897
129.247	17.939	779.041	65.406	171.711	777.989
129.098	17.707	779.218	65.285	171.747	778.119
128.917	17.350	779.456	65.038	171.763	778.259
128.641	17.027	779.772	64.736	171.778	778.445
128.387	16.696	780.124	64.395	171.827	778.653
128.338	16.240	780.283	64.106	171.847	778.919
128.147	15.894	780.622	63.863	171.944	779.223
127.988	15.612	780.861	63.666	171.984	779.412
127.868	15.445	781.056	63.545	172.033	779.594
127.750	15.318	781.140	63.414	172.032	779.713
127.710	15.270	781.098	63.374	172.022	779.758
127.737	15.316	781.047	63.387	171.956	779.728
127.804	15.461	780.885	63.442	171.868	779.643
127.950	15.677	780.734	63.583	171.735	779.469
128.113	16.055	780.500	63.797	171.562	779.215
128.353	16.544	780.223	64.104	171.405	778.914
128.462	17.130	779.979	64.476	171.209	778.544
128.854	17.812	779.412	64.963	171.027	778.127
