RHand_X	RHand_Y	RHand_Z	Head_X	Head_Y	Head_Z	LHand_X	LHand_Y	LHand_Z
948.607	1366.663	1053.439	1065.965	741.029	501.694	941.324	1562.679	1146.270
948.834	1366.887	1053.439	1065.965	741.029	501.694	941.655	1563.332	1146.561
948.834	1367.100	1053.439	1066.265	741.029	501.694	941.655	1563.971	1146.901
949.177	1367.331	1053.439	1066.265	741.029	501.694	942.096	1564.547	1147.260
949.177	1367.620	1053.694	1066.499	741.029	501.694	942.299	1565.017	1147.538
949.500	1367.847	1053.694	1066.499	741.029	501.694	942.551	1565.458	1147.812
949.500	1368.132	1053.694	1066.783	741.029	501.694	942.865	1565.859	1148.121
949.950	1368.515	1054.003	1066.783	741.029	501.694	943.153	1566.214	1148.455
950.251	1368.992	1054.003	1067.063	741.029	501.694	943.460	1566.535	1148.756
950.627	1369.494	1054.274	1067.063	741.029	501.694	943.737	1566.767	1149.016
951.130	1370.083	1054.274	1067.410	741.029	501.694	944.045	1566.973	1149.340
951.670	1370.791	1054.618	1067.410	741.029	501.694	944.379	1566.973	1149.687
952.273	1371.566	1054.876	1067.747	741.268	501.694	944.732	1567.282	1150.076
952.966	1372.318	1055.086	1067.747	741.268	501.694	945.169	1567.282	1150.508
953.671	1373.336	1055.355	1068.092	741.268	501.694	945.591	1567.282	1150.902
954.439	1374.323	1055.694	1068.092	741.268	501.694	946.106	1567.282	1151.342
955.320	1375.369	1055.994	1068.471	741.268	501.952	946.548	1567.282	1151.761
956.184	1376.547	1056.293	1068.676	741.268	501.952	946.938	1567.282	1152.187
957.134	1377.664	1056.609	1068.676	741.488	501.952	947.338	1567.549	1152.605
958.147	1378.867	1056.941	1069.042	741.488	501.952	947.847	1567.549	1153.064
959.265	1380.173	1057.195	1069.042	741.488	501.952	948.382	1567.921	1153.486
960.462	1381.472	1057.195	1069.374	741.488	501.952	948.911	1568.196	1153.939
961.758	1382.825	1057.560	1069.374	741.488	501.952	949.421	1568.542	1154.371
963.036	1384.201	1057.796	1069.702	741.709	501.952	949.928	1568.985	1154.756
964.264	1385.581	1058.057	1069.702	741.709	501.952	950.483	1569.424	1155.153
965.514	1386.970	1058.290	1069.911	741.709	501.952	951.006	1569.947	1155.516
966.622	1388.383	1058.596	1069.911	741.709	501.952	951.595	1570.664	1155.837
967.684	1389.824	1058.966	1069.911	741.709	501.952	952.121	1571.472	1156.186
968.597	1391.235	1059.387	1070.156	741.709	501.952	952.626	1572.384	1156.434
969.468	1392.566	1059.914	1070.156	741.709	501.952	953.165	1573.403	1156.434
970.167	1393.907	1060.437	1070.156	741.709	501.952	953.534	1574.476	1156.732
970.746	1395.164	1061.050	1070.156	741.709	502.165	953.915	1575.625	1156.732
971.189	1396.340	1061.674	1070.156	741.709	502.165	954.324	1576.841	1156.732
971.402	1397.369	1062.345	1070.374	741.709	502.165	954.324	1578.124	1156.732
971.402	1398.313	1063.069	1070.374	741.709	502.165	954.794	1579.365	1156.732
971.402	1399.131	1063.912	1070.374	741.709	502.393	955.050	1580.710	1157.034
971.402	1399.768	1064.729	1070.374	742.064	502.393	955.050	1582.081	1157.287
971.983	1400.205	1065.560	1070.374	742.064	502.393	955.293	1583.363	1157.573
972.564	1400.528	1066.545	1070.374	742.274	502.617	955.293	1584.812	1157.902
973.313	1400.528	1067.587	1070.374	742.274	502.617	955.293	1586.039	1158.336
974.305	1400.528	1068.656	1070.374	742.594	502.617	955.293	1587.398	1158.800
975.438	1400.528	1069.812	1070.374	742.594	502.617	955.293	1588.634	1159.321
976.647	1400.528	1070.866	1070.374	742.964	502.824	955.664	1589.958	1159.922
978.053	1400.906	1072.004	1070.602	743.218	502.824	955.945	1591.062	1160.589
979.527	1401.316	1072.976	1070.602	743.521	502.824	956.330	1592.181	1161.302
980.955	1401.590	1074.035	1070.602	743.860	502.824	956.781	1593.189	1162.040
982.493	1401.957	1074.999	1070.602	744.184	502.824	957.295	1594.023	1162.922
984.096	1402.502	1075.909	1070.602	744.535	502.824	957.814	1594.816	1163.802
985.792	1403.021	1076.711	1070.602	744.856	502.824	958.405	1595.571	1164.594
987.571	1403.701	1077.463	1070.602	745.175	502.824	959.079	1596.180	1165.480
989.380	1404.478	1078.157	1070.602	745.499	502.824	959.740	1596.692	1166.358
991.281	1405.253	1078.834	1070.602	745.854	502.824	960.450	1597.044	1167.295
993.129	1406.159	1079.394	1070.602	746.155	503.136	961.196	1597.306	1168.119
995.020	1407.054	1079.879	1070.885	746.449	503.136	961.954	1597.306	1168.906
996.879	1408.054	1080.250	1070.885	746.735	503.478	962.676	1597.306	1169.675
998.610	1409.063	1080.531	1071.169	747.102	503.703	963.566	1597.545	1170.429
1000.289	1410.135	1080.761	1071.169	747.467	503.990	964.350	1598.125	1170.986
1001.950	1411.197	1080.761	1071.470	747.760	504.310	965.039	1598.927	1171.314
1003.441	1412.323	1080.761	1071.681	748.034	504.685	965.888	1599.909	1171.751
1004.902	1413.592	1080.761	1071.915	748.290	505.065	966.720	1601.013	1171.751
1006.270	1414.879	1080.761	1072.191	748.290	505.526	967.379	1602.515	1171.751
1007.493	1416.106	1081.132	1072.458	748.643	505.910	968.106	1604.188	1172.116
1008.655	1417.381	1081.522	1072.791	748.643	506.322	968.535	1605.978	1172.688
1009.677	1418.639	1082.053	1073.177	748.977	506.760	968.865	1607.959	1173.621
1010.488	1419.797	1082.587	1073.579	748.977	507.229	968.865	1610.065	1174.762
1011.147	1420.990	1083.275	1074.000	748.977	507.763	968.865	1612.374	1176.240
1011.656	1422.010	1083.992	1074.464	748.977	508.284	969.351	1614.636	1177.853
1011.952	1423.018	1084.821	1074.996	748.977	508.715	970.120	1616.967	1179.791
1011.952	1423.773	1085.712	1075.609	748.977	509.219	970.944	1619.152	1181.410
1011.952	1424.450	1086.652	1076.209	749.177	509.760	972.171	1621.365	1183.320
1011.952	1424.970	1087.633	1076.837	749.177	510.247	973.580	1623.516	1185.179
1012.186	1425.488	1088.565	1077.502	749.649	510.813	975.158	1625.525	1187.095
1012.673	1425.785	1089.572	1078.284	749.860	511.448	976.805	1627.120	1188.874
1013.248	1425.785	1090.506	1079.114	750.102	512.110	978.522	1628.747	1190.571
1014.054	1425.785	1091.574	1080.053	750.470	512.770	980.137	1630.322	1192.252
1015.026	1425.785	1092.318	1081.036	750.971	513.415	981.638	1631.421	1193.797
1015.988	1426.042	1092.886	1081.995	751.358	514.076	983.076	1632.442	1195.075
1017.106	1426.307	1093.541	1083.092	751.818	514.795	984.375	1633.458	1196.118
1018.245	1426.307	1094.159	1084.064	752.274	515.421	985.583	1634.492	1197.058
1019.411	1426.778	1094.683	1085.156	752.842	516.067	986.649	1635.406	1197.867
1020.629	1427.146	1095.196	1086.152	753.322	516.604	987.578	1636.227	1198.650
1021.883	1427.506	1095.655	1087.164	753.804	517.163	988.438	1636.928	1199.325
1023.076	1427.833	1095.981	1088.186	754.365	517.667	989.125	1637.503	1199.908
1024.336	1428.171	1096.259	1089.094	754.953	518.178	989.693	1637.929	1200.430
1025.457	1428.537	1096.259	1090.040	755.451	518.639	990.148	1638.143	1200.884
1026.562	1428.978	1096.630	1090.868	755.963	519.029	990.489	1638.143	1201.253
1027.522	1429.302	1096.630	1091.667	756.498	519.397	990.722	1638.143	1201.491
1028.335	1429.643	1096.630	1092.505	757.021	519.794	990.722	1638.143	1201.491
1028.971	1430.005	1096.630	1093.142	757.455	520.088	991.029	1638.480	1201.770
1029.431	1430.313	1096.630	1093.788	757.819	520.388	991.029	1638.898	1201.770
1029.732	1430.560	1096.630	1094.411	758.175	520.708	991.029	1639.388	1201.770
1029.732	1430.560	1096.908	1094.968	758.427	520.919	991.029	1639.978	1201.770
1029.732	1430.862	1096.908	1095.468	758.427	520.919	991.029	1640.632	1201.770
1029.732	1430.862	1097.301	1095.998	758.840	521.288	991.029	1641.302	1202.039
1030.196	1430.862	1097.301	1096.551	758.840	521.530	991.029	1641.854	1202.039
1030.571	1430.862	1097.683	1097.054	759.163	521.530	991.336	1642.415	1202.428
1031.014	1430.862	1097.683	1097.620	759.163	521.926	991.336	1642.965	1202.668
1031.486	1431.230	1097.952	1098.252	759.594	522.168	991.750	1643.461	1202.899
1031.992	1431.441	1097.952	1098.909	759.844	522.411	991.977	1643.857	1203.103
1032.489	1431.660	1097.952	1099.653	759.844	522.411	992.182	1644.170	1203.103
1032.951	1431.884	1097.952	1100.407	760.259	522.781	992.431	1644.410	1203.541
1033.457	1432.122	1097.952	1101.143	760.605	523.148	992.735	1644.410	1203.770
1033.912	1432.330	1097.952	1102.018	760.955	523.489	993.046	1644.410	1203.992
1034.369	1432.553	1098.168	1102.807	761.274	523.785	993.338	1644.410	1204.204
1034.758	1432.775	1098.168	1103.744	761.640	524.136	993.653	1644.410	1204.204
1035.142	1432.775	1098.168	1104.626	761.933	524.438	993.938	1644.827	1204.483
1035.523	1433.029	1098.404	1105.540	762.434	524.835	994.263	1645.062	1204.740
1035.874	1433.029	1098.404	1106.444	762.826	525.214	994.594	1645.293	1204.983
1036.211	1433.029	1098.711	1107.345	763.214	525.592	994.939	1645.550	1205.214
1036.501	1433.029	1098.948	1108.189	763.516	526.007	995.296	1645.550	1205.442
1036.822	1433.029	1099.149	1108.946	764.041	526.552	995.605	1645.965	1205.664
1037.168	1433.380	1099.149	1109.629	764.041	527.110	995.864	1646.227	1205.664
1037.583	1433.612	1099.597	1110.281	764.330	527.584	995.864	1646.531	1205.936
1038.029	1433.818	1099.913	1111.005	764.330	528.055	996.237	1646.840	1205.936
1038.509	1434.048	1100.286	1111.627	764.330	528.564	996.237	1647.197	1205.936
1039.111	1434.283	1100.733	1112.129	764.330	529.013	996.237	1647.567	1205.936
1039.787	1434.566	1101.247	1112.548	764.330	529.410	996.237	1647.956	1206.221
1040.465	1434.777	1101.890	1113.006	764.577	529.846	996.237	1648.307	1206.424
1041.345	1435.003	1102.694	1113.513	764.865	530.301	996.698	1648.654	1206.771
1042.331	1435.309	1103.614	1113.958	765.118	530.784	997.139	1648.975	1207.171
1043.401	1435.309	1104.566	1114.387	765.373	531.260	997.714	1649.296	1207.738
1044.628	1435.510	1105.552	1114.743	765.621	531.747	998.477	1649.588	1208.388
1045.951	1435.510	1106.527	1115.222	765.931	532.179	999.353	1649.794	1209.227
1047.334	1435.716	1107.522	1115.844	766.150	532.613	1000.434	1650.031	1210.085
1048.707	1435.716	1108.389	1116.471	766.150	533.090	1001.649	1650.031	1211.068
1050.185	1435.716	1109.343	1117.160	766.150	533.603	1003.084	1650.328	1212.176
1051.451	1435.716	1110.062	1117.920	766.150	534.162	1004.660	1650.328	1213.329
1052.799	1435.716	1110.807	1118.872	766.464	534.829	1006.495	1650.328	1214.680
1053.987	1436.076	1111.501	1119.948	766.872	535.596	1008.348	1650.328	1215.972
1054.996	1436.282	1111.983	1121.230	767.304	536.241	1010.106	1650.328	1217.122
1055.842	1436.667	1112.468	1122.798	768.113	537.176	1011.799	1650.328	1218.293
1056.403	1437.204	1112.864	1124.390	768.963	538.188	1013.436	1650.781	1219.488
1056.815	1437.965	1113.198	1126.314	770.027	539.165	1014.823	1651.010	1220.451
1056.815	1439.003	1113.487	1128.219	771.202	540.158	1016.040	1651.452	1221.375
1056.815	1440.188	1113.723	1130.283	772.512	541.199	1016.908	1651.817	1222.145
1057.193	1441.576	1113.982	1132.334	773.690	542.098	1017.634	1652.210	1222.883
1057.642	1442.992	1113.982	1134.440	775.180	543.037	1018.066	1652.616	1223.416
1058.458	1444.581	1113.982	1136.528	776.617	543.909	1018.066	1653.487	1223.754
1059.490	1446.138	1113.982	1138.516	778.100	545.091	1018.066	1654.162	1223.754
1060.911	1447.672	1114.211	1140.451	779.469	545.981	1018.454	1654.810	1224.065
1062.452	1449.047	1114.956	1142.273	780.726	546.709	1018.998	1655.414	1224.561
1064.518	1450.493	1115.783	1143.872	781.835	547.463	1019.608	1655.935	1225.243
1067.031	1451.953	1116.723	1145.401	783.021	548.134	1020.298	1656.260	1226.035
1069.547	1453.070	1117.897	1146.645	784.005	548.752	1021.153	1656.260	1227.019
1072.235	1454.169	1119.318	1147.861	785.100	549.383	1021.891	1656.260	1228.158
1074.899	1455.129	1120.815	1148.794	785.928	549.715	1022.503	1656.659	1229.408
1077.445	1455.872	1122.439	1149.601	786.741	550.033	1023.146	1657.334	1230.463
1079.767	1456.456	1124.067	1150.177	787.559	550.307	1023.621	1658.319	1231.728
1081.832	1456.877	1125.693	1150.568	788.276	550.307	1023.948	1659.459	1232.893
1083.384	1457.295	1127.429	1150.568	788.886	550.307	1024.157	1660.740	1233.896
1084.729	1457.295	1128.770	1150.768	789.411	550.307	1024.157	1662.316	1234.725
1085.752	1457.295	1129.930	1150.768	789.933	550.307	1024.157	1663.898	1235.455
1086.510	1457.781	1130.852	1151.094	790.394	550.687	1024.583	1665.485	1235.921
1086.989	1458.158	1131.488	1151.451	790.827	550.980	1025.002	1667.135	1236.293
1087.265	1458.563	1131.981	1151.893	791.262	551.203	1025.442	1668.719	1236.293
1087.265	1459.118	1131.981	1152.373	791.632	551.432	1026.011	1670.354	1236.293
1087.484	1459.765	1131.981	1152.891	791.968	551.779	1026.561	1672.033	1236.293
1088.010	1460.555	1132.263	1153.489	792.215	552.356	1027.145	1673.786	1236.293
1088.686	1461.504	1132.634	1154.335	792.419	552.881	1027.741	1675.628	1236.585
1089.603	1462.608	1133.210	1155.094	792.677	553.350	1028.306	1677.492	1236.792
1090.578	1464.004	1133.927	1156.033	792.916	553.916	1028.784	1679.464	1237.049
1091.735	1465.364	1134.499	1157.099	792.916	554.508	1029.232	1681.372	1237.049
1093.030	1466.841	1134.879	1158.201	793.209	555.216	1029.601	1683.369	1237.374
1094.445	1468.334	1135.307	1159.447	793.209	555.724	1029.844	1685.303	1237.374
1095.807	1469.975	1135.307	1160.621	793.209	556.410	1029.844	1687.239	1237.374
1097.224	1471.598	1135.693	1161.996	793.425	557.057	1029.844	1689.026	1237.647
1098.558	1473.241	1135.693	1163.413	793.425	557.577	1029.844	1690.727	1237.908
1099.916	1474.848	1135.693	1164.835	793.425	558.006	1030.070	1692.311	1238.258
1101.140	1476.472	1135.693	1166.225	793.692	558.484	1030.387	1693.757	1238.698
1102.255	1477.995	1135.993	1167.655	793.692	559.012	1030.696	1695.031	1239.193
1103.269	1479.475	1136.260	1169.025	794.040	559.377	1031.069	1696.147	1239.734
1104.126	1480.797	1136.498	1170.336	794.326	559.609	1031.423	1697.016	1240.229
1104.986	1482.165	1136.938	1171.544	794.592	559.842	1031.761	1697.802	1240.700
1105.739	1483.490	1137.335	1172.587	794.872	559.842	1031.996	1698.388	1241.159
1106.530	1484.810	1137.656	1173.455	795.228	560.123	1032.216	1698.739	1241.552
1107.430	1486.207	1138.117	1174.168	795.616	560.123	1032.216	1698.968	1241.950
1108.363	1487.713	1138.584	1174.758	796.029	560.123	1032.547	1698.968	1242.285
1109.137	1489.244	1138.974	1175.121	796.407	560.123	1032.547	1698.968	1242.491
1109.605	1490.508	1139.399	1175.121	796.768	560.123	1032.547	1699.412	1242.491
1109.891	1491.710	1139.953	1175.342	797.099	560.330	1032.547	1700.004	1242.491
1109.891	1492.761	1140.511	1175.342	797.365	560.330	1032.547	1700.844	1242.712
1109.891	1493.586	1141.005	1175.632	797.615	560.604	1032.547	1701.788	1242.923
1109.891	1494.567	1141.610	1175.927	797.615	560.604	1032.547	1702.962	1243.210
1109.891	1495.321	1142.130	1176.257	798.002	560.604	1032.822	1704.122	1243.609
1110.199	1496.019	1142.568	1176.678	798.002	560.604	1032.822	1705.497	1244.082
1110.559	1496.641	1142.973	1177.145	798.002	560.604	1032.822	1706.844	1244.628
1110.957	1497.158	1143.325	1177.736	798.002	560.604	1032.822	1708.283	1245.192
1111.382	1497.553	1143.570	1178.267	798.002	560.604	1033.064	1709.702	1245.822
1111.814	1497.847	1143.570	1178.771	798.399	560.604	1033.064	1711.260	1246.494
1112.266	1497.847	1143.570	1179.417	798.869	560.985	1033.064	1712.808	1247.055
1112.687	1498.053	1143.570	1180.043	799.362	561.244	1033.064	1714.352	1247.700
1113.091	1498.053	1143.839	1180.723	799.962	561.533	1033.064	1715.905	1248.267
1113.466	1498.415	1144.183	1181.209	800.564	561.908	1033.064	1717.523	1248.739
1113.754	1498.790	1144.682	1181.806	801.441	562.292	1033.064	1719.235	1249.245
1114.015	1499.218	1145.204	1182.310	802.314	562.762	1033.064	1720.940	1249.705
1114.253	1499.799	1145.860	1182.819	802.965	563.565	1033.064	1722.615	1250.108
1114.457	1500.550	1146.670	1183.196	803.977	564.082	1033.064	1724.264	1250.576
1114.457	1501.382	1147.466	1183.450	805.010	564.712	1033.064	1725.928	1250.958
1114.457	1502.265	1148.310	1183.696	806.153	565.294	1033.064	1727.491	1251.335
1114.689	1503.252	1149.228	1183.696	807.228	565.997	1033.064	1728.989	1251.654
1114.689	1504.173	1150.027	1183.935	808.299	566.696	1033.064	1730.392	1251.970
1114.689	1505.128	1150.934	1183.935	809.405	567.312	1033.292	1731.685	1252.276
1114.689	1506.065	1151.698	1183.935	810.493	567.962	1033.292	1732.862	1252.565
1114.689	1506.832	1152.352	1183.935	811.522	568.652	1033.292	1733.912	1252.904
1114.689	1507.587	1152.965	1183.935	812.516	569.277	1033.292	1734.721	1253.306
1114.958	1508.280	1153.518	1184.154	813.439	569.954	1033.292	1735.435	1253.749
1115.160	1508.806	1153.951	1184.154	814.302	570.618	1033.292	1736.048	1254.287
1115.417	1509.105	1154.286	1184.544	815.081	571.171	1033.292	1736.472	1254.795
1115.743	1509.105	1154.543	1184.809	815.826	571.720	1033.509	1736.774	1255.366
1116.133	1509.105	1154.543	1185.034	816.434	572.259	1033.713	1736.774	1255.911
1116.639	1509.105	1154.778	1185.273	817.024	572.718	1033.995	1736.774	1256.532
1117.300	1509.407	1154.778	1185.520	817.553	573.119	1034.286	1736.774	1257.145
1117.994	1509.783	1154.778	1185.774	817.877	573.548	1034.541	1737.332	1257.695
1118.735	1510.218	1154.778	1185.774	818.178	573.889	1034.782	1737.865	1258.163
1119.537	1510.703	1154.778	1186.177	818.455	574.203	1034.782	1738.540	1258.543
1120.459	1511.402	1154.778	1186.177	818.663	574.499	1035.009	1739.330	1258.825
1121.290	1512.013	1154.778	1186.569	818.882	574.741	1035.009	1740.419	1258.825
1122.249	1512.694	1155.078	1186.569	819.091	575.004	1035.009	1741.627	1259.111
1123.193	1513.379	1155.078	1186.916	819.091	575.244	1035.347	1743.112	1259.111
1124.085	1514.031	1155.290	1186.916	819.472	575.480	1035.707	1744.801	1259.498
1124.974	1514.606	1155.290	1187.182	819.472	575.480	1036.128	1746.547	1259.835
1125.736	1515.198	1155.290	1187.182	819.824	575.911	1036.649	1748.436	1260.338
1126.541	1515.767	1155.290	1187.182	819.824	576.557	1037.112	1750.208	1260.808
1127.128	1516.114	1155.290	1187.182	820.136	576.557	1037.603	1751.933	1261.281
1127.579	1516.372	1155.545	1187.398	820.389	576.952	1038.098	1753.353	1261.808
1127.946	1516.372	1155.545	1187.398	820.638	576.952	1038.549	1754.696	1262.191
1127.946	1516.651	1155.545	1187.672	820.911	577.162	1038.867	1755.796	1262.570
1128.181	1516.651	1155.545	1187.672	821.216	577.162	1039.182	1756.890	1262.923
1128.181	1516.651	1155.545	1187.672	821.507	577.162	1039.182	1757.808	1262.923
1128.548	1516.887	1155.545	1187.961	821.847	577.162	1039.182	1758.572	1263.257
1128.852	1516.887	1155.545	1188.269	822.147	577.162	1039.427	1759.284	1263.257
1129.194	1517.291	1155.545	1188.724	822.490	577.555	1039.427	1759.833	1263.553
1129.580	1517.512	1155.545	1189.376	822.965	577.843	1039.729	1760.176	1263.553
1129.981	1517.795	1155.545	1190.204	823.448	578.248	1039.971	1760.176	1263.915
1130.324	1518.043	1155.545	1191.077	823.954	578.754	1040.277	1760.429	1264.131
1130.578	1518.294	1155.545	1191.960	824.432	579.342	1040.656	1760.429	1264.340
1130.798	1518.294	1155.844	1193.031	824.961	579.980	1041.113	1760.429	1264.586
1130.798	1518.670	1155.844	1194.061	825.478	580.620	1041.597	1760.767	1264.849
1131.124	1518.670	1156.099	1195.161	825.959	581.332	1042.054	1760.767	1265.154
1131.124	1518.926	1156.099	1196.192	826.623	582.248	1042.594	1761.193	1265.478
1131.425	1518.926	1156.367	1196.977	827.112	582.903	1043.301	1761.456	1265.895
1131.425	1518.926	1156.367	1197.630	827.494	583.517	1043.946	1761.456	1266.340
1131.810	1518.926	1156.677	1197.994	827.768	584.120	1044.475	1761.720	1266.758
1132.021	1519.128	1156.677	1197.994	827.768	584.606	1045.085	1761.720	1267.192
1132.241	1519.128	1156.944	1197.994	828.074	585.055	1045.718	1761.720	1267.639
1132.468	1519.128	1156.944	1198.340	828.074	585.419	1046.245	1761.922	1268.022
1132.719	1519.128	1157.167	1198.906	828.074	585.727	1046.715	1761.922	1268.406
1132.985	1519.128	1157.167	1199.644	828.074	585.951	1047.074	1761.922	1268.749
1133.215	1519.128	1157.444	1200.538	828.074	585.951	1047.364	1762.168	1269.002
1133.423	1519.128	1157.444	1201.600	828.074	585.951	1047.594	1762.168	1269.290
1133.635	1519.128	1157.762	1202.551	828.315	585.951	1047.594	1762.552	1269.533
1133.635	1519.128	1157.762	1203.666	828.315	586.224	1047.808	1762.805	1269.533
1133.635	1519.403	1157.762	1204.797	828.679	586.580	1047.808	1763.109	1269.533
1133.635	1519.403	1157.976	1206.037	828.921	586.953	1047.808	1763.441	1269.533
1133.635	1519.621	1157.976	1207.062	828.921	587.396	1047.808	1763.757	1269.776
1133.635	1519.621	1157.976	1208.338	829.206	587.890	1047.808	1764.039	1269.776
1133.635	1519.874	1157.976	1209.462	829.483	588.624	1047.808	1764.319	1269.776
1133.959	1519.874	1157.976	1210.792	829.695	589.391	1048.046	1764.558	1269.776
1133.959	1520.141	1158.219	1212.125	829.998	590.419	1048.046	1764.763	1269.776
1134.273	1520.141	1158.219	1213.359	829.998	591.324	1048.046	1764.763	1269.776
1134.508	1520.480	1158.434	1214.550	829.998	592.249	1048.046	1765.061	1269.776
1134.773	1520.480	1158.434	1215.733	829.998	593.184	1048.046	1765.061	1269.776
1135.064	1520.719	1158.722	1216.926	829.998	594.236	1048.046	1765.061	1269.776
1135.329	1520.719	1158.722	1218.037	829.998	595.209	1048.046	1765.346	1269.776
1135.674	1520.719	1159.071	1219.087	829.998	596.290	1048.046	1765.346	1269.776
1136.032	1520.719	1159.295	1220.247	830.204	597.227	1048.046	1765.617	1269.776
1136.432	1520.719	1159.507	1221.268	830.204	598.147	1048.046	1765.822	1269.776
1136.820	1520.719	1159.507	1222.338	830.204	599.154	1048.046	1766.080	1269.776
1137.203	1520.934	1159.840	1223.233	830.204	599.987	1048.046	1766.419	1269.776
1137.636	1520.934	1160.048	1224.262	830.204	600.816	1048.046	1766.747	1269.776
1138.113	1521.221	1160.048	1225.228	830.204	601.519	1048.341	1767.136	1269.776
1138.614	1521.486	1160.375	1226.101	830.204	602.217	1048.341	1767.543	1270.013
1139.131	1521.765	1160.646	1227.119	830.545	602.882	1048.845	1767.960	1270.013
1139.726	1522.096	1160.966	1227.883	830.545	603.373	1049.267	1768.360	1270.013
1140.407	1522.429	1161.358	1228.705	830.950	603.842	1049.802	1768.737	1270.403
1141.108	1522.795	1161.794	1229.469	831.331	604.227	1050.347	1769.065	1270.677
1141.828	1523.145	1162.209	1230.104	831.749	604.469	1050.970	1769.372	1271.036
1142.471	1523.574	1162.638	1230.766	832.315	604.469	1051.720	1769.583	1271.458
1143.108	1524.041	1163.098	1231.390	832.966	604.469	1052.434	1769.583	1271.887
1143.705	1524.487	1163.573	1231.872	833.669	604.469	1053.172	1769.835	1272.384
1144.206	1524.929	1163.932	1232.307	834.405	604.689	1053.981	1769.835	1272.932
1144.676	1525.378	1164.351	1232.776	835.353	604.950	1054.739	1769.835	1273.434
1145.128	1525.819	1164.849	1233.307	836.323	605.231	1055.396	1770.090	1273.897
1145.480	1526.189	1165.272	1233.846	837.298	605.621	1055.982	1770.358	1274.295
1145.839	1526.529	1165.655	1234.436	838.523	606.009	1056.613	1770.637	1274.767
1146.190	1526.814	1165.957	1234.895	839.636	606.449	1057.195	1770.928	1275.228
1146.469	1527.055	1166.213	1235.521	840.927	606.826	1057.728	1771.223	1275.670
1146.714	1527.055	1166.444	1236.202	842.104	607.300	1058.270	1771.645	1276.145
1146.950	1527.314	1166.675	1236.906	843.380	607.724	1058.822	1771.645	1276.625
1147.152	1527.314	1166.675	1237.583	844.455	608.033	1059.321	1772.084	1277.058
1147.364	1527.314	1166.949	1238.307	845.609	608.396	1059.879	1772.474	1277.555
1147.364	1527.314	1166.949	1238.931	846.713	608.774	1060.368	1772.902	1278.018
1147.757	1527.314	1166.949	1239.554	847.851	609.068	1060.862	1773.337	1278.471
1147.757	1527.621	1166.949	1240.032	848.893	609.310	1061.350	1773.784	1278.965
1148.131	1527.833	1166.949	1240.328	849.840	609.561	1061.853	1774.068	1279.349
1148.131	1527.833	1166.949	1240.655	850.965	609.867	1062.362	1774.328	1279.792
1148.508	1528.240	1166.949	1240.655	851.979	610.120	1062.805	1774.547	1280.209
1148.724	1528.240	1166.949	1240.655	852.935	610.331	1063.153	1774.547	1280.532
1148.976	1528.577	1166.949	1240.655	854.007	610.568	1063.453	1774.836	1280.819
1149.223	1528.577	1166.949	1241.089	855.016	610.788	1063.707	1774.836	1281.050
1149.511	1528.860	1166.949	1241.480	855.983	611.048	1063.911	1775.163	1281.367
1149.772	1528.860	1166.949	1241.900	856.910	611.260	1063.911	1775.364	1281.616
1150.035	1528.860	1166.949	1241.900	857.809	611.817	1064.211	1775.364	1281.616
1150.283	1528.860	1167.186	1242.292	858.602	611.817	1064.211	1775.584	1281.898
1150.283	1528.860	1167.186	1242.699	859.315	612.131	1064.211	1775.584	1281.898
1150.609	1528.860	1167.429	1243.107	860.018	612.131	1064.211	1775.584	1282.148
1150.609	1529.074	1167.429	1243.494	860.582	612.440	1064.211	1775.584	1282.148
1150.609	1529.074	1167.711	1243.854	861.069	612.440	1064.211	1775.584	1282.394
1150.609	1529.074	1167.711	1244.136	861.500	612.707	1064.211	1775.584	1282.394
1150.822	1529.296	1168.082	1244.341	861.850	612.707	1064.211	1775.883	1282.600
1150.822	1529.296	1168.325	1244.341	862.119	612.707	1064.211	1775.883	1282.600
1150.822	1529.589	1168.325	1244.558	862.345	612.993	1064.211	1775.883	1282.600
1150.822	1529.792	1168.687	1244.558	862.597	612.993	1064.211	1776.203	1282.600
1150.822	1529.792	1168.687	1244.872	862.958	613.331	1064.211	1776.203	1282.600
1150.822	1530.212	1169.032	1245.148	863.284	613.625	1064.211	1776.518	1282.600
1150.822	1530.451	1169.032	1245.490	863.714	613.917	1064.211	1776.518	1282.844
1151.163	1530.706	1169.396	1245.906	864.270	614.295	1064.211	1776.954	1282.844
1151.367	1530.982	1169.627	1246.347	864.968	614.661	1064.211	1777.253	1282.844
1151.606	1531.273	1169.878	1246.767	865.690	615.051	1064.528	1777.517	1282.844
1151.851	1531.560	1170.131	1247.182	866.568	615.448	1064.744	1777.771	1282.844
1151.851	1531.829	1170.131	1247.665	867.529	615.769	1064.993	1778.051	1282.844
1152.166	1532.040	1170.481	1247.994	868.670	616.090	1065.289	1778.337	1283.102
1152.166	1532.040	1170.481	1247.994	869.767	616.090	1065.604	1778.554	1283.307
1152.166	1532.296	1170.782	1248.513	870.941	616.342	1065.914	1778.757	1283.307
1152.425	1532.296	1170.782	1248.513	871.971	616.342	1066.265	1778.757	1283.753
1152.425	1532.296	1171.112	1248.866	873.153	616.342	1066.643	1779.035	1284.059
1152.425	1532.296	1171.112	1248.866	874.238	616.342	1066.987	1779.035	1284.318
1152.425	1532.296	1171.393	1249.176	875.278	616.342	1067.314	1779.035	1284.600
