RHand_X	RHand_Y	RHand_Z	Head_X	Head_Y	Head_Z	LHand_X	LHand_Y	LHand_Z
6.524	6.661	4.717	11.216	41.008	16.733	7.568	12.189	3.146
6.757	6.924	4.930	11.618	41.654	17.169	7.865	12.682	3.146
7.009	6.924	4.930	11.979	42.184	17.522	8.142	13.245	3.389
7.245	6.924	5.136	12.343	42.653	17.842	8.412	13.660	3.389
7.496	6.924	5.136	12.702	43.066	18.094	8.687	14.177	3.859
7.752	6.924	5.136	13.059	43.397	18.094	8.942	14.679	3.859
8.009	6.924	5.136	13.435	43.745	18.317	9.150	15.228	4.245
8.226	6.924	5.136	13.810	44.067	18.317	9.150	15.736	4.245
8.226	7.289	5.341	14.180	44.287	18.317	9.357	16.230	4.455
8.494	7.656	5.341	14.521	44.287	18.317	9.357	16.729	4.455
8.494	8.084	5.341	14.817	44.542	18.317	9.357	17.187	4.455
8.734	8.879	5.550	15.084	44.542	18.317	9.357	17.701	4.455
8.951	9.887	5.889	15.392	44.744	18.528	9.610	18.218	4.455
9.249	10.918	6.405	15.710	44.744	18.528	9.610	18.693	4.455
9.249	12.237	6.988	15.994	44.744	18.955	9.610	19.094	4.455
9.608	13.447	8.046	16.321	44.744	18.955	9.919	19.553	4.455
9.990	14.621	9.165	16.655	44.744	19.338	9.919	20.015	4.455
10.257	15.510	10.072	16.973	44.744	19.338	10.146	20.512	4.455
10.257	15.510	10.592	17.313	45.068	19.688	10.146	20.977	4.455
10.257	15.510	10.592	17.616	45.068	19.688	10.379	21.328	4.455
10.484	15.735	11.170	17.887	45.353	20.008	10.379	21.618	4.455
10.484	15.735	11.736	18.191	45.353	20.008	10.379	21.850	4.455
10.484	15.986	12.161	18.437	45.722	20.229	10.620	21.850	4.455
10.719	15.986	12.372	18.714	45.722	20.229	10.620	22.203	4.455
10.719	15.986	12.372	18.997	46.180	20.443	10.620	22.203	4.455
10.719	15.986	12.372	19.283	46.180	20.443	10.620	22.449	4.455
10.719	15.986	12.711	19.530	46.596	20.443	10.620	22.958	4.455
10.719	15.986	12.711	19.770	46.823	20.443	10.620	23.545	4.455
10.719	15.986	12.942	19.986	47.043	20.443	10.620	23.545	4.455
10.719	15.986	12.942	20.219	47.043	20.443	10.620	23.545	4.455
10.719	15.986	12.942	20.441	47.363	20.443	10.620	23.810	4.455
10.719	15.986	13.221	20.441	47.363	20.443	10.620	23.810	4.455
10.719	15.986	13.221	20.800	47.642	20.443	10.896	24.168	4.455
10.719	15.986	13.221	20.800	47.642	20.443	10.896	24.168	4.743
10.719	15.986	13.221	21.091	47.912	20.443	10.896	24.557	4.743
10.719	15.986	13.221	21.091	47.912	20.701	10.896	24.781	4.743
10.974	15.986	13.221	21.395	48.245	20.701	11.132	24.781	4.743
10.974	15.986	13.221	21.395	48.245	20.701	11.132	25.173	4.743
11.258	15.986	13.221	21.673	48.507	20.701	11.132	25.173	4.743
11.258	15.986	13.221	21.673	48.507	20.701	11.132	25.444	4.743
11.575	15.986	13.221	21.985	48.507	20.701	11.132	25.444	4.743
11.575	16.190	13.221	21.985	48.507	20.701	11.132	25.444	4.743
11.810	16.190	13.221	22.237	48.507	20.701	11.132	25.650	4.743
11.810	16.190	13.221	22.237	48.719	20.701	11.132	25.650	4.743
11.810	16.190	13.221	22.475	48.719	20.701	11.132	25.650	4.743
11.810	16.190	13.221	22.475	48.719	20.701	11.132	25.650	4.743
11.810	16.190	13.221	22.475	48.719	20.701	11.132	25.650	4.743
11.810	16.190	13.221	22.724	48.719	20.915	11.132	25.650	4.743
11.810	16.190	13.221	22.724	48.719	20.915	11.132	25.889	4.743
11.810	16.190	13.221	22.724	48.719	20.915	11.132	25.889	4.743
11.810	16.190	13.221	22.983	48.719	20.915	11.132	25.889	4.743
12.038	16.190	13.221	22.983	48.719	20.915	11.132	26.089	4.743
12.038	16.190	13.221	23.269	48.923	20.915	11.132	26.089	4.743
12.327	16.190	13.221	23.269	48.923	21.172	11.132	26.089	4.743
12.327	16.190	13.221	23.663	48.923	21.400	11.132	26.089	4.743
12.595	16.190	13.221	23.879	49.156	21.628	11.132	26.089	4.743
12.595	16.190	13.221	24.143	49.156	21.909	11.132	26.089	4.743
12.892	16.190	13.221	24.436	49.470	22.216	11.132	26.089	4.743
12.892	16.190	13.221	24.731	49.681	22.560	11.132	26.089	4.743
13.182	16.190	13.454	25.121	49.969	22.961	11.132	26.089	4.743
13.182	16.190	13.454	25.590	50.333	23.403	11.132	26.089	4.743
13.419	16.552	13.454	26.018	50.700	23.830	11.132	26.089	4.743
13.419	16.552	13.454	26.432	51.073	24.283	11.132	26.089	4.743
13.419	17.014	13.454	26.889	51.545	24.807	11.378	26.089	4.743
13.419	17.411	13.454	27.278	52.000	25.246	11.584	26.291	5.024
13.419	17.871	13.454	27.730	52.497	25.715	11.909	26.291	5.024
13.709	18.470	13.656	28.138	52.969	26.139	12.315	26.583	5.392
13.921	19.109	13.929	28.497	53.508	26.578	12.857	26.838	5.705
13.921	19.930	13.929	28.813	54.109	26.917	13.466	27.166	6.133
14.179	20.618	14.692	29.079	54.679	27.183	14.154	27.514	6.693
14.179	21.264	15.228	29.284	55.253	27.414	14.937	27.826	7.254
14.473	21.789	15.562	29.284	55.836	27.414	15.848	28.248	8.091
14.473	22.327	15.860	29.556	56.493	27.620	16.388	28.248	8.825
14.473	22.887	16.168	29.556	57.116	27.620	16.388	28.248	9.227
14.473	23.307	16.168	29.556	57.770	27.620	16.388	28.590	9.227
14.473	23.683	16.168	29.768	58.425	27.868	16.388	28.590	9.639
14.473	23.995	16.168	29.992	59.023	27.868	16.388	28.590	10.057
14.793	24.230	16.168	30.230	59.651	28.206	16.630	28.951	10.551
15.013	24.230	16.168	30.529	60.284	28.552	16.630	29.205	10.826
15.276	24.504	16.403	30.944	61.013	28.864	16.911	29.205	10.826
15.535	24.504	16.403	31.305	61.696	29.252	16.911	29.545	10.826
15.836	24.504	16.626	31.707	62.324	29.684	17.343	29.545	10.826
16.129	24.504	16.626	32.190	62.973	30.135	17.618	29.545	10.826
16.522	24.863	16.626	32.656	63.678	30.657	17.892	29.545	10.826
17.030	25.237	16.982	33.213	64.321	31.116	18.191	29.545	10.826
17.558	25.776	17.211	33.753	65.102	31.721	18.507	29.758	11.272
18.088	26.478	17.570	34.260	65.828	32.360	18.816	29.758	11.661
18.367	27.417	17.889	34.852	66.610	32.960	19.309	29.758	12.164
18.984	28.409	18.742	35.481	67.340	33.499	19.978	29.758	12.780
19.565	29.487	19.768	36.107	68.096	34.159	20.564	29.990	13.333
20.000	30.249	20.677	36.769	68.829	34.778	21.096	29.990	13.831
20.000	30.249	21.294	37.395	69.532	35.432	21.619	29.990	14.266
20.337	30.249	21.294	38.070	70.213	36.027	22.241	30.225	14.647
20.337	30.492	21.549	38.661	70.913	36.586	23.098	30.225	14.647
20.337	30.492	22.080	39.258	71.626	37.184	23.394	30.645	14.982
20.337	30.709	22.653	39.872	72.254	37.620	23.638	30.645	14.982
20.549	30.709	23.096	40.349	72.803	38.089	23.638	30.645	15.230
20.549	30.709	23.333	40.839	73.378	38.505	23.948	30.645	15.230
20.837	30.709	23.333	41.255	73.862	38.809	23.948	30.912	15.230
20.837	30.910	23.333	41.615	74.208	39.077	23.948	30.912	15.230
20.837	30.910	23.633	41.915	74.605	39.295	24.234	31.150	15.230
20.837	30.910	23.633	42.190	74.990	39.295	24.234	31.150	15.230
20.837	30.910	23.854	42.190	74.990	39.661	24.234	31.455	15.230
20.837	30.910	23.854	42.492	75.413	39.661	24.539	31.455	15.230
20.837	30.910	23.854	42.492	75.413	39.661	24.539	31.455	15.476
20.837	30.910	24.067	42.717	75.761	39.661	24.766	31.722	15.476
20.837	30.910	24.067	42.717	76.132	39.989	24.766	31.722	15.709
20.837	30.910	24.067	42.717	76.132	39.989	24.766	31.951	15.709
20.837	30.910	24.067	42.965	76.132	39.989	24.766	31.951	15.709
20.837	30.910	24.067	42.965	76.412	40.286	24.992	31.951	15.709
20.837	30.910	24.067	42.965	76.412	40.286	24.992	32.191	15.709
21.046	30.910	24.267	42.965	76.620	40.286	24.992	32.191	15.709
21.046	30.910	24.267	42.965	76.620	40.508	24.992	32.191	15.709
21.046	30.910	24.267	42.965	76.620	40.508	25.251	32.428	15.709
21.256	30.910	24.267	42.965	76.620	40.713	25.251	32.428	15.709
21.256	30.910	24.267	43.229	76.620	40.713	25.251	32.428	15.709
21.256	30.910	24.483	43.229	76.620	40.713	25.459	32.428	15.971
21.256	31.123	24.483	43.536	76.620	40.713	25.459	32.428	15.971
21.256	31.123	24.483	43.751	76.620	40.713	25.459	32.636	15.971
21.256	31.123	24.483	43.751	76.620	40.713	25.459	32.636	15.971
21.471	31.123	24.483	44.198	76.620	40.713	25.459	32.636	15.971
21.471	31.123	24.483	44.439	76.620	40.976	25.682	32.636	15.971
21.471	31.123	24.483	44.681	76.620	40.976	25.682	32.636	15.971
21.471	31.123	24.483	44.975	76.620	41.295	25.937	32.636	15.971
21.471	31.123	24.483	45.213	76.620	41.295	25.937	32.889	15.971
21.471	31.123	24.483	45.478	76.620	41.575	26.411	32.889	16.350
21.471	31.123	24.688	45.818	76.910	41.793	26.802	33.262	16.665
21.471	31.348	24.688	46.157	76.910	42.004	27.376	33.595	17.096
21.471	31.548	24.688	46.485	77.181	42.004	28.058	33.889	17.399
21.471	31.791	24.688	46.795	77.181	42.323	28.839	34.334	18.054
21.878	32.079	24.688	47.129	77.452	42.323	29.813	34.728	18.851
22.177	32.556	24.924	47.506	77.656	42.323	30.993	35.292	19.863
22.535	33.258	25.153	47.865	77.887	42.586	32.133	35.954	21.033
22.962	33.925	25.549	48.214	78.136	42.586	33.486	36.558	22.386
23.202	34.786	25.969	48.532	78.359	42.586	34.771	37.060	23.933
23.610	35.501	26.605	48.806	78.613	42.586	36.248	37.549	25.644
24.082	36.266	27.242	49.094	78.973	42.586	37.404	37.773	27.275
24.484	37.009	27.860	49.355	79.373	42.922	37.987	37.773	28.604
24.741	37.620	28.261	49.576	79.756	43.140	38.603	38.383	28.982
24.986	38.171	28.495	49.576	80.186	43.343	38.818	38.383	29.354
25.214	38.619	28.495	49.933	80.602	43.591	38.818	38.383	29.779
25.214	39.019	28.495	49.933	80.969	43.894	38.818	38.383	30.201
25.489	39.335	28.495	50.279	81.316	44.194	39.098	38.383	30.434
25.489	39.586	28.495	50.279	81.669	44.469	39.098	38.383	30.434
25.489	39.586	28.495	50.670	82.001	44.725	39.463	38.691	30.434
25.489	39.876	28.495	50.921	82.350	45.003	39.686	38.936	30.640
25.489	39.876	28.717	51.152	82.656	45.003	39.686	39.278	30.640
25.489	39.876	28.717	51.407	83.001	45.317	40.104	39.703	30.908
25.489	39.876	28.992	51.407	83.307	45.317	40.442	40.172	31.177
25.883	40.211	29.208	51.796	83.521	45.537	40.890	40.563	31.659
26.230	40.622	29.516	51.796	83.521	45.537	41.505	40.822	32.260
26.630	41.262	29.885	52.074	83.853	45.537	42.402	41.122	33.184
27.165	42.018	30.520	52.074	83.853	45.537	43.214	41.122	34.054
27.699	43.143	31.231	52.074	83.853	45.537	44.037	41.347	34.948
28.542	44.296	32.416	52.074	83.853	45.537	44.912	41.347	35.881
29.460	45.633	33.811	52.300	83.853	45.537	45.693	41.656	36.873
30.566	46.838	35.417	52.300	83.853	45.537	46.690	42.062	37.569
31.663	48.263	37.270	52.300	83.853	45.537	47.265	42.062	38.114
32.662	49.635	39.089	52.300	84.190	45.537	47.888	42.373	38.549
33.193	50.144	40.460	52.300	84.190	45.537	48.301	42.373	38.811
33.193	50.732	41.030	52.300	84.604	45.838	48.540	42.373	38.811
33.193	51.360	41.285	52.300	84.866	45.838	48.540	42.373	38.811
33.455	51.360	41.650	52.300	85.118	46.133	48.540	42.373	38.811
33.663	51.603	41.882	52.300	85.410	46.341	48.976	42.373	39.292
33.663	51.603	41.882	52.300	85.691	46.341	49.520	42.373	39.758
33.903	51.603	41.882	52.300	85.994	46.718	50.150	42.740	40.239
33.903	51.603	41.882	52.300	86.306	46.718	51.125	43.141	40.903
33.903	51.603	41.882	52.300	86.589	47.041	51.964	43.394	41.654
33.903	51.603	41.882	52.300	86.885	47.262	52.996	43.653	42.487
34.168	51.603	41.882	52.300	86.885	47.262	53.965	43.931	43.401
34.168	51.603	41.882	52.300	87.223	47.639	55.084	44.428	44.622
34.168	51.603	41.882	52.300	87.223	47.639	56.144	44.956	45.906
34.168	51.603	41.882	52.300	87.223	47.906	57.098	45.472	47.354
34.168	51.872	41.882	52.300	87.223	47.906	58.054	45.945	48.677
34.168	51.872	42.101	52.300	87.223	47.906	58.285	46.279	49.490
34.168	51.872	42.101	52.300	87.471	47.906	58.285	46.696	49.490
34.168	51.872	42.101	52.523	87.775	47.906	58.285	46.696	49.813
34.168	51.872	42.311	52.523	88.162	47.906	58.595	47.045	50.180
34.168	52.127	42.311	52.523	88.560	47.906	58.595	47.045	50.513
34.168	52.127	42.311	52.810	88.982	47.906	58.843	47.320	50.513
34.168	52.127	42.311	52.810	89.489	47.906	58.843	47.320	50.513
34.168	52.127	42.311	52.810	90.043	47.906	58.843	47.320	50.513
34.168	52.127	42.311	53.095	90.696	47.906	58.843	47.320	50.818
34.168	52.127	42.311	53.095	91.343	47.906	58.843	47.610	50.818
34.168	52.127	42.311	53.095	91.963	47.906	58.843	47.610	50.818
34.168	52.127	42.311	53.095	92.563	48.160	59.054	47.610	50.818
34.168	52.127	42.311	53.095	93.161	48.160	59.054	47.865	50.818
34.168	52.127	42.311	53.095	93.756	48.160	59.054	47.865	50.818
34.168	52.127	42.311	53.095	94.333	48.160	59.054	47.865	50.818
34.168	52.127	42.514	53.095	94.928	48.369	59.054	47.865	50.818
34.168	52.127	42.514	53.320	95.520	48.369	59.054	47.865	50.818
34.168	52.127	42.514	53.320	96.063	48.369	59.054	47.865	50.818
34.168	52.127	42.514	53.320	96.543	48.369	59.054	47.865	50.818
34.168	52.338	42.514	53.320	96.942	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.320	97.329	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.320	97.725	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.320	98.126	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.320	98.485	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.320	98.857	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.564	99.246	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.564	99.539	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.564	99.821	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.872	100.086	48.369	59.054	48.094	50.818
34.168	52.338	42.514	53.872	100.322	48.601	59.054	48.094	50.818
34.168	52.555	42.514	54.168	100.566	48.601	59.054	48.094	50.818
34.410	52.555	42.514	54.371	100.834	48.944	59.255	48.094	50.818
34.410	52.555	42.514	54.672	101.170	48.944	59.255	48.094	50.818
34.410	52.555	42.514	55.039	101.516	49.405	59.255	48.094	50.818
34.782	52.555	42.734	55.399	101.841	49.785	59.255	48.380	50.818
35.012	52.555	42.948	55.808	102.119	50.151	59.255	48.588	50.818
35.248	52.963	43.170	56.310	102.431	50.590	59.464	48.893	50.818
35.509	53.267	43.465	56.919	102.789	51.123	59.754	49.314	51.228
35.783	53.631	43.889	57.547	103.167	51.781	60.283	49.804	51.637
36.242	54.120	44.366	58.231	103.583	52.302	61.010	50.166	52.340
36.862	54.790	44.986	58.959	103.889	52.903	62.034	50.383	53.438
37.526	55.628	45.813	59.761	104.189	53.548	63.307	50.765	54.943
38.413	56.412	46.724	60.573	104.581	54.258	64.585	51.133	56.628
39.237	57.337	47.935	61.337	104.937	54.912	66.052	51.459	58.342
40.068	58.514	49.169	62.141	105.249	55.544	67.708	51.855	60.159
40.816	59.660	50.380	62.989	105.733	56.135	69.106	52.158	61.794
41.681	60.723	51.652	63.692	106.008	56.797	70.685	52.366	63.159
42.116	61.796	52.468	64.474	106.342	57.314	72.031	52.651	64.289
42.787	62.762	53.388	65.172	106.664	57.856	73.233	52.888	65.273
43.304	63.524	54.026	65.783	106.890	58.339	74.497	52.888	65.840
43.768	64.000	54.427	66.433	107.113	58.770	75.155	53.107	66.300
44.195	64.348	54.427	66.970	107.321	59.092	75.667	53.107	66.300
44.499	64.348	54.636	67.455	107.321	59.405	75.956	53.107	66.300
44.499	64.598	54.636	67.854	107.657	59.632	75.956	53.107	66.636
44.499	64.598	54.900	68.165	107.657	59.833	75.956	53.107	67.033
44.499	64.598	54.900	68.489	107.872	59.833	76.316	53.332	67.502
44.499	64.598	55.217	68.760	107.872	60.063	76.671	53.332	67.857
44.499	64.925	55.435	68.760	108.121	60.063	77.082	53.332	68.152
44.905	65.211	55.658	69.128	108.121	60.063	77.506	53.332	68.368
45.154	65.591	55.885	69.128	108.121	60.063	77.972	53.332	68.610
45.412	65.987	56.115	69.353	108.121	60.063	78.359	53.579	68.610
45.705	66.409	56.498	69.353	108.121	60.063	78.708	53.579	68.908
46.011	67.010	56.870	69.353	108.121	60.063	79.354	53.905	68.908
46.455	67.753	57.345	69.353	108.121	60.291	79.825	54.195	68.908
46.682	68.801	57.698	69.353	108.121	60.291	80.310	54.609	69.176
47.278	69.775	58.662	69.353	108.121	60.608	80.920	54.919	69.521
47.970	70.980	59.661	69.353	108.121	60.608	81.697	55.307	69.894
48.710	72.164	60.966	69.353	108.335	60.972	82.665	55.746	70.464
49.487	73.258	62.300	69.353	108.335	60.972	83.753	56.249	71.296
50.252	74.328	63.818	69.353	108.616	61.356	84.747	56.772	72.188
50.920	74.955	64.781	69.353	108.616	61.356	85.909	57.295	73.361
50.920	74.955	65.264	69.353	108.979	61.713	86.969	57.838	74.609
50.920	75.452	65.543	69.353	109.207	61.713	87.969	58.294	75.903
50.920	75.452	65.941	69.588	109.469	62.072	88.747	58.594	77.181
50.920	75.686	66.209	69.588	109.784	62.072	89.038	58.594	78.142
50.920	75.924	66.209	69.588	110.151	62.562	89.038	58.594	78.480
50.920	76.132	66.473	69.833	110.513	62.773	89.278	58.876	78.480
51.245	76.361	66.473	69.833	110.866	62.773	89.496	58.876	79.046
51.450	76.361	66.473	70.035	111.265	63.113	89.765	58.876	79.561
51.450	76.651	66.473	70.035	111.663	63.113	90.021	58.876	80.033
51.450	76.651	66.473	70.255	112.041	63.324	90.340	58.876	80.472
51.450	76.651	66.473	70.255	112.440	63.324	90.693	59.284	80.791
51.915	76.900	66.473	70.255	112.822	63.539	91.052	59.705	81.000
52.203	77.105	66.957	70.502	113.165	63.539	91.388	60.116	81.000
52.582	77.369	67.330	70.502	113.472	63.539	91.704	60.516	81.374
52.915	77.626	67.707	70.502	113.743	63.539	91.997	60.850	81.627
53.328	77.958	68.184	70.502	114.014	63.539	92.350	61.179	81.964
53.750	78.285	68.637	70.790	114.227	63.752	92.785	61.496	82.395
54.106	78.651	69.047	70.790	114.439	63.752	93.170	61.496	82.831
54.440	79.052	69.468	70.790	114.439	63.752	93.582	61.756	83.332
54.714	79.413	69.944	71.080	114.778	63.752	93.966	61.756	83.762
54.988	79.734	70.393	71.080	114.778	63.752	94.309	61.756	84.174
54.988	80.030	70.696	71.080	115.029	63.752	94.572	61.756	84.499
55.294	80.284	70.957	71.359	115.029	63.752	94.572	61.756	84.706
55.294	80.496	70.957	71.359	115.029	63.752	94.797	61.756	84.706
55.294	80.496	71.220	71.359	115.029	63.752	94.797	61.756	84.706
55.294	80.709	71.220	71.577	115.029	63.752	94.797	61.756	84.706
55.294	80.709	71.220	71.577	115.029	63.752	95.225	62.058	85.057
55.672	80.709	71.220	71.577	115.029	63.972	95.584	62.058	85.496
55.920	81.182	71.711	71.577	115.029	63.972	96.044	62.421	86.016
56.192	81.514	72.018	71.577	115.029	63.972	96.613	62.421	86.585
56.507	81.946	72.443	71.577	115.029	64.174	97.190	62.714	87.244
56.850	82.357	72.813	71.577	115.029	64.174	97.774	62.714	87.951
56.850	82.357	72.813	71.577	115.261	64.381	98.282	62.714	88.553
57.161	82.357	72.813	71.577	115.261	64.381	98.753	62.714	89.148
57.161	82.357	72.813	71.577	115.261	64.730	99.047	63.069	89.489
57.161	82.602	73.218	71.577	115.261	64.730	99.047	63.291	89.489
57.398	82.602	73.447	71.577	115.261	65.048	99.047	63.291	89.489
57.398	82.602	73.447	71.577	115.261	65.048	99.047	63.562	89.745
57.398	82.847	73.447	71.577	115.261	65.426	99.047	63.562	89.945
57.398	82.847	73.447	71.577	115.498	65.426	99.047	63.562	89.945
57.398	82.847	73.447	71.577	115.498	65.786	99.047	63.562	90.195
57.398	82.847	73.447	71.577	115.734	65.786	99.047	63.562	90.195
57.398	82.847	73.447	71.577	115.734	66.046	99.047	63.562	90.195
57.398	82.847	73.447	71.864	116.115	66.046	99.398	63.836	90.524
57.655	82.847	73.447	71.864	116.115	66.046	99.398	63.836	90.524
57.655	83.113	73.447	71.864	116.506	66.285	99.398	63.836	90.524
57.655	83.346	73.447	72.166	116.506	66.285	99.398	63.836	90.524
58.004	83.346	73.447	72.166	116.898	66.285	99.398	63.836	90.758
58.004	83.346	73.447	72.484	116.898	66.285	99.800	63.836	90.758
58.368	83.641	73.702	72.696	117.257	66.285	100.058	63.836	91.145
58.368	83.641	73.702	72.916	117.257	66.285	100.398	63.836	91.438
58.760	83.961	74.082	73.180	117.565	66.285	100.793	63.836	91.774
59.087	83.961	74.376	73.407	117.565	66.285	101.444	64.440	92.268
59.406	84.503	74.680	73.619	117.841	66.285	101.814	64.440	92.647
59.772	84.942	75.091	73.845	117.841	66.285	102.141	64.440	92.947
60.089	85.379	75.593	74.087	118.221	66.285	102.443	64.440	93.236
60.447	85.833	76.165	74.087	118.221	66.285	102.742	64.697	93.537
60.747	86.251	76.595	74.473	118.565	66.285	102.962	64.697	93.756
60.747	86.816	76.595	74.692	118.775	66.285	102.962	64.697	93.756
61.067	87.140	77.013	74.692	119.032	66.513	103.218	64.697	93.756
61.067	87.433	77.013	75.145	119.336	66.513	103.218	64.697	93.756
61.291	87.433	77.287	75.378	119.641	66.734	103.218	64.697	93.756
61.291	87.673	77.287	75.616	119.896	66.734	103.570	64.929	93.756
61.291	87.673	77.287	75.838	120.160	66.969	103.824	64.929	93.982
61.291	87.920	77.287	75.838	120.427	66.969	104.091	65.193	94.309
61.548	88.150	77.606	76.202	120.683	67.330	104.394	65.193	94.603
61.784	88.479	77.606	76.202	120.988	67.330	104.743	65.444	94.900
61.784	89.007	77.606	76.651	121.356	67.769	105.085	65.444	95.197
62.053	89.374	78.056	76.889	121.705	68.009	105.331	65.651	95.459
62.297	89.771	78.376	77.147	122.019	68.281	105.331	65.651	95.459
62.590	90.173	78.742	77.417	122.329	68.555	105.331	65.651	95.459
62.941	90.631	79.167	77.660	122.645	68.865	105.331	65.651	95.459
63.306	91.057	79.451	77.963	122.963	69.158	105.331	65.651	95.459
63.561	91.057	79.698	78.328	123.236	69.446	105.331	65.651	95.667
63.768	91.057	79.698	78.713	123.593	69.763	105.331	65.651	95.667
63.997	91.057	79.698	79.111	124.012	70.163	105.331	65.651	95.667
63.997	91.057	79.945	79.469	124.336	70.463	105.331	65.651	95.667
64.230	91.057	79.945	79.885	124.616	70.700	105.331	65.651	95.667
64.230	91.057	80.231	80.327	124.870	70.945	105.331	65.651	95.667
64.230	91.057	80.231	80.749	125.103	71.200	105.331	65.651	95.667
64.230	91.057	80.231	81.161	125.354	71.423	105.331	65.651	95.667
64.493	91.057	80.231	81.562	125.625	71.688	105.331	65.651	95.667
64.493	91.057	80.231	81.941	125.625	71.688	105.331	65.651	95.667
64.493	91.057	80.231	82.314	126.044	72.031	105.331	65.651	95.667
64.493	91.057	80.231	82.645	126.274	72.031	105.331	65.651	95.667
64.493	91.057	80.231	82.931	126.474	72.343	105.331	65.651	95.667
64.493	91.057	80.231	83.235	126.474	72.343	105.331	65.651	95.667
64.493	91.057	80.231	83.526	126.829	72.343	105.549	65.651	95.667
64.493	91.057	80.231	83.746	126.829	72.343	105.549	65.651	95.667
64.493	91.057	80.231	83.948	127.144	72.620	105.549	65.651	95.667
64.493	91.057	80.231	83.948	127.144	72.620	105.549	65.651	95.667
64.493	91.057	80.231	84.275	127.392	72.620	105.549	65.651	95.667
64.731	91.057	80.231	84.275	127.392	72.836	105.549	65.651	95.667
64.731	91.057	80.231	84.581	127.627	72.836	105.768	65.651	95.667
64.731	91.057	80.231	84.581	127.627	72.836	105.768	65.885	95.667
64.731	91.057	80.231	84.886	127.836	73.040	105.768	65.885	95.667
64.731	91.057	80.445	84.886	127.836	73.040	105.768	66.115	95.667
