P2_elbow_rP2whole_dist_traveled	P2_hand_rP2whole_dist_traveled	P2_shoulder_lP2whole_dist_traveled	P2_elbow_lP2whole_dist_traveled	P2_headP2whole_dist_traveled	P2_shoulder_rP2whole_dist_traveled	P2_hand_lP2whole_dist_traveled
1053.315	4017.437	1420.775	816.238	2957.592	1361.689	4296.144
1053.584	4017.697	1421.073	816.238	2958.110	1361.905	4296.144
1053.584	4017.931	1421.073	816.238	2958.581	1362.141	4296.144
1053.810	4018.143	1421.276	816.238	2959.087	1362.388	4296.369
1053.810	4018.372	1421.276	816.449	2959.517	1362.612	4296.369
1053.810	4018.582	1421.276	816.449	2959.918	1362.832	4296.369
1054.038	4018.582	1421.276	816.449	2960.307	1362.832	4296.369
1054.038	4018.934	1421.524	816.449	2960.660	1363.208	4296.369
1054.038	4018.934	1421.524	816.449	2961.016	1363.421	4296.595
1054.301	4019.357	1421.756	816.449	2961.426	1363.652	4296.595
1054.301	4019.652	1421.756	816.449	2961.749	1363.873	4296.595
1054.546	4020.042	1422.027	816.449	2962.057	1364.128	4296.595
1054.546	4020.472	1422.027	816.449	2962.313	1364.384	4296.595
1054.779	4020.906	1422.371	816.449	2962.313	1364.630	4296.595
1054.779	4021.346	1422.371	816.449	2962.692	1364.849	4296.595
1054.779	4021.808	1422.666	816.449	2962.692	1365.068	4296.595
1054.982	4022.325	1422.666	816.449	2962.977	1365.068	4296.595
1054.982	4022.889	1423.044	816.449	2962.977	1365.426	4296.595
1054.982	4023.428	1423.277	816.449	2963.281	1365.426	4296.595
1054.982	4023.986	1423.562	816.449	2963.505	1365.742	4296.595
1055.213	4024.603	1423.875	816.449	2963.734	1365.742	4296.595
1055.213	4025.131	1424.251	816.674	2963.999	1366.039	4296.595
1055.213	4025.716	1424.590	816.674	2964.310	1366.039	4296.595
1055.502	4026.224	1424.986	816.674	2964.703	1366.306	4296.820
1055.502	4026.868	1425.331	816.674	2965.177	1366.306	4296.820
1055.720	4027.550	1425.725	816.937	2965.703	1366.549	4296.820
1055.720	4028.324	1426.175	816.937	2966.177	1366.549	4296.820
1055.720	4029.080	1426.593	816.937	2966.735	1366.768	4296.820
1055.960	4029.836	1427.047	817.139	2967.466	1366.768	4296.820
1055.960	4030.725	1427.456	817.139	2968.095	1366.991	4296.820
1055.960	4031.537	1427.887	817.139	2968.779	1366.991	4297.023
1055.960	4032.409	1428.312	817.139	2969.477	1367.219	4297.513
1055.960	4033.257	1428.704	817.414	2970.181	1367.219	4297.513
1055.960	4034.058	1429.154	817.414	2970.896	1367.484	4297.513
1056.162	4034.955	1429.625	817.414	2971.629	1367.484	4297.513
1056.162	4035.913	1430.005	817.662	2972.310	1367.724	4297.774
1056.162	4037.046	1430.424	817.662	2973.110	1367.724	4297.774
1056.162	4038.008	1430.845	817.662	2973.797	1367.931	4297.978
1056.375	4039.439	1431.244	817.895	2974.566	1367.931	4297.978
1056.375	4040.564	1431.692	817.895	2975.377	1368.168	4298.252
1056.375	4041.747	1432.129	817.895	2976.075	1368.168	4298.252
1056.375	4042.944	1432.444	818.154	2976.756	1368.532	4298.516
1056.375	4043.651	1432.769	818.154	2977.419	1368.757	4298.516
1056.375	4044.858	1433.124	818.154	2978.070	1369.000	4298.791
1056.375	4046.053	1433.483	818.154	2978.777	1369.270	4298.994
1056.375	4047.171	1433.869	818.154	2979.354	1369.562	4299.218
1056.375	4048.181	1434.267	818.154	2979.892	1369.880	4299.475
1056.375	4049.071	1434.645	818.368	2980.480	1370.191	4299.794
1056.375	4049.746	1434.983	818.368	2981.026	1370.456	4300.129
1056.375	4050.068	1435.288	818.368	2981.549	1370.677	4300.476
1056.594	4050.359	1435.617	818.368	2982.092	1370.677	4300.924
1056.594	4050.359	1435.891	818.368	2982.655	1371.065	4301.353
1057.025	4050.648	1436.207	818.368	2983.199	1371.336	4301.792
1057.315	4051.173	1436.557	818.574	2983.899	1371.649	4302.188
1057.649	4052.165	1436.969	818.574	2984.721	1372.061	4302.589
1058.084	4053.617	1437.361	818.574	2985.643	1372.568	4303.007
1058.665	4055.064	1437.774	818.781	2986.693	1373.164	4303.630
1059.213	4056.901	1438.169	818.781	2987.955	1373.855	4304.285
1059.744	4059.332	1438.530	819.020	2989.358	1374.566	4304.919
1060.196	4062.113	1438.878	819.020	2991.059	1375.176	4305.724
1060.713	4064.565	1439.192	819.227	2992.925	1375.766	4306.609
1061.214	4066.603	1439.564	819.227	2995.006	1376.255	4307.605
1061.679	4068.211	1439.946	819.227	2997.127	1376.698	4308.736
1062.117	4069.314	1440.320	819.227	2999.316	1377.085	4309.870
1062.562	4070.719	1440.744	819.464	3001.731	1377.504	4311.202
1062.998	4072.663	1441.185	819.464	3004.071	1377.853	4312.381
1063.428	4074.905	1441.643	819.850	3006.316	1378.240	4313.468
1063.882	4077.540	1442.162	819.850	3008.406	1378.583	4314.527
1064.261	4080.171	1442.663	820.221	3010.365	1378.880	4315.441
1064.565	4082.715	1443.194	820.427	3012.108	1379.134	4316.178
1064.892	4085.310	1443.640	820.427	3013.707	1379.369	4317.014
1065.222	4087.880	1444.035	820.817	3015.000	1379.613	4317.580
1065.537	4090.249	1444.874	820.817	3016.181	1379.864	4318.228
1065.752	4092.797	1445.199	821.095	3017.210	1380.120	4318.856
1065.752	4095.321	1445.426	821.095	3017.931	1380.371	4319.412
1066.034	4097.976	1445.426	821.095	3018.579	1380.371	4319.879
1066.034	4100.626	1445.634	821.095	3019.067	1380.686	4320.388
1066.244	4103.281	1445.634	821.095	3019.432	1380.686	4320.764
1066.488	4106.054	1445.922	821.095	3019.763	1380.893	4321.125
1066.740	4108.953	1446.194	821.095	3020.152	1381.146	4321.424
1067.055	4111.877	1446.491	821.095	3020.594	1381.459	4321.715
1067.511	4114.880	1446.854	821.335	3021.199	1381.822	4322.059
1068.132	4117.660	1447.254	821.335	3021.966	1382.228	4322.364
1068.834	4120.300	1447.638	821.335	3022.868	1382.703	4322.695
1069.448	4123.051	1448.042	821.590	3023.807	1383.200	4322.991
1070.188	4127.003	1448.411	821.590	3024.858	1383.763	4323.544
1071.025	4130.005	1448.822	821.590	3026.045	1384.357	4323.544
1071.894	4133.029	1449.194	821.803	3027.148	1384.938	4323.776
1072.695	4135.696	1450.055	821.803	3028.212	1385.545	4323.776
1073.555	4138.233	1450.484	821.803	3029.446	1386.138	4323.776
1074.310	4140.461	1450.863	822.087	3030.594	1386.702	4323.776
1075.025	4142.501	1451.217	822.087	3031.707	1387.249	4324.025
1075.676	4144.304	1451.573	822.087	3032.930	1387.721	4324.025
1076.332	4145.791	1451.836	822.370	3033.947	1388.121	4324.025
1076.807	4147.055	1452.064	822.370	3034.994	1388.452	4324.233
1077.142	4148.051	1452.064	822.370	3035.910	1388.701	4324.233
1077.142	4148.674	1452.336	822.370	3036.838	1388.701	4324.233
1077.354	4149.070	1452.336	822.370	3037.696	1388.958	4324.463
1077.354	4149.346	1452.336	822.370	3038.501	1388.958	4324.463
1077.354	4149.815	1452.336	822.370	3039.147	1388.958	4324.463
1077.689	4150.585	1452.336	822.370	3039.843	1388.958	4324.463
1077.965	4151.614	1452.336	822.370	3040.456	1389.235	4324.463
1078.262	4152.735	1452.336	822.370	3040.996	1389.235	4324.463
1078.624	4154.100	1452.675	822.370	3041.531	1389.477	4324.724
1078.959	4155.623	1452.884	822.370	3042.072	1389.477	4324.724
1079.292	4156.415	1453.113	822.370	3042.548	1389.711	4324.724
1079.600	4158.274	1453.374	822.587	3042.928	1389.711	4324.987
1079.919	4159.835	1453.633	822.587	3043.313	1390.025	4324.987
1080.254	4161.606	1453.917	822.587	3043.656	1390.239	4325.198
1080.604	4163.317	1454.204	822.587	3043.994	1390.491	4325.198
1080.927	4165.090	1454.527	822.796	3044.349	1390.857	4325.198
1081.245	4166.736	1454.787	822.796	3044.734	1391.267	4325.198
1081.587	4168.297	1455.033	822.796	3045.163	1391.713	4325.198
1081.910	4169.784	1455.306	823.059	3045.643	1392.198	4325.198
1082.299	4171.056	1455.564	823.059	3046.165	1392.741	4325.198
1082.724	4172.300	1455.812	823.059	3046.717	1393.312	4325.198
1083.131	4173.209	1456.107	823.315	3047.291	1393.866	4325.414
1083.493	4174.058	1456.374	823.315	3047.920	1394.323	4325.414
1083.782	4174.814	1456.646	823.571	3048.523	1394.780	4326.070
1084.051	4175.566	1456.992	823.571	3049.160	1395.261	4326.070
1084.310	4175.985	1457.295	823.819	3049.716	1395.676	4326.341
1084.613	4176.336	1457.560	823.819	3050.235	1396.014	4326.341
1084.879	4176.696	1457.778	824.050	3050.763	1396.340	4326.631
1085.153	4177.142	1458.002	824.050	3051.281	1396.652	4326.631
1085.388	4177.736	1458.002	824.050	3051.751	1396.920	4326.981
1085.597	4178.295	1458.382	824.273	3052.187	1397.193	4327.185
1085.597	4179.010	1458.382	824.273	3052.558	1397.430	4327.185
1085.944	4179.801	1458.739	824.273	3052.889	1397.430	4327.400
1085.944	4180.583	1458.739	824.273	3053.174	1397.696	4327.400
1086.191	4181.339	1459.005	825.028	3053.454	1397.696	4327.400
1086.191	4182.155	1459.005	825.028	3053.722	1397.696	4327.815
1086.398	4182.887	1459.311	825.028	3053.954	1397.696	4328.053
1086.398	4183.648	1459.311	825.028	3054.155	1397.696	4328.326
1086.398	4184.333	1459.626	825.028	3054.155	1397.696	4328.676
1086.671	4184.878	1459.626	825.028	3054.512	1397.696	4328.989
1086.671	4185.432	1459.872	825.028	3054.512	1397.696	4329.308
1086.671	4185.935	1459.872	825.028	3054.743	1397.696	4329.563
1086.671	4186.245	1459.872	825.028	3054.743	1397.696	4329.563
1086.931	4186.534	1460.106	825.028	3054.743	1397.696	4329.880
1086.931	4186.534	1460.106	825.028	3054.943	1397.696	4329.880
1086.931	4186.756	1460.106	825.028	3054.943	1397.696	4330.092
1086.931	4186.756	1460.106	825.028	3054.943	1397.696	4330.092
1086.931	4186.970	1460.106	825.028	3055.270	1397.904	4330.092
1087.154	4186.970	1460.313	825.028	3055.270	1397.904	4330.397
1087.154	4187.367	1460.313	825.028	3055.634	1398.197	4330.397
1087.395	4187.736	1460.604	825.028	3055.907	1398.197	4330.397
1087.395	4188.076	1460.604	825.028	3056.195	1398.565	4330.658
1087.704	4188.477	1461.002	825.028	3056.480	1398.774	4330.658
1087.704	4188.873	1461.225	825.028	3056.806	1398.774	4330.658
1087.998	4189.339	1461.438	825.028	3057.102	1399.147	4330.885
1087.998	4189.809	1461.652	825.252	3057.454	1399.366	4330.885
1088.229	4190.273	1461.913	825.252	3057.775	1399.591	4330.885
1088.229	4190.695	1462.145	825.252	3058.074	1399.591	4331.193
1088.229	4191.042	1462.376	825.252	3058.347	1399.988	4331.193
1088.435	4191.373	1462.598	825.252	3058.594	1399.988	4331.193
1088.435	4191.653	1462.598	825.252	3058.824	1400.379	4331.861
1088.435	4191.941	1462.972	825.252	3059.037	1400.379	4331.861
1088.435	4192.255	1462.972	825.459	3059.037	1400.736	4331.861
1088.435	4192.255	1463.337	825.459	3059.395	1400.736	4331.861
1088.435	4192.593	1463.337	825.459	3059.395	1401.124	4332.090
1088.435	4192.593	1463.688	825.459	3059.744	1401.124	4332.090
1088.435	4192.813	1463.688	825.459	3059.976	1401.413	4332.090
1088.435	4192.813	1463.991	825.459	3060.200	1401.413	4332.090
1088.648	4192.813	1463.991	825.459	3060.440	1401.689	4332.090
1088.648	4193.049	1464.276	825.459	3060.669	1401.689	4332.090
1088.648	4193.049	1464.276	825.684	3060.931	1401.911	4332.350
1088.648	4193.049	1464.576	825.684	3061.202	1401.911	4332.350
1088.873	4193.049	1464.576	825.684	3061.487	1401.911	4332.350
1088.873	4193.049	1464.882	825.684	3061.792	1402.218	4332.350
1088.873	4193.292	1464.882	825.684	3062.072	1402.218	4332.350
1088.873	4193.292	1465.146	825.684	3062.374	1402.479	4332.565
1089.119	4193.292	1465.146	825.684	3062.656	1402.479	4332.565
1089.119	4193.546	1465.446	825.684	3062.906	1402.779	4332.779
1089.119	4193.546	1465.446	825.684	3063.185	1402.779	4332.779
1089.119	4193.546	1465.693	825.684	3063.441	1402.779	4333.139
1089.119	4193.773	1465.693	825.684	3063.732	1403.011	4333.139
1089.353	4193.773	1465.917	825.684	3064.006	1403.011	4333.465
1089.353	4193.974	1465.917	825.684	3064.298	1403.011	4333.465
1089.353	4193.974	1465.917	825.684	3064.589	1403.301	4333.787
1089.353	4193.974	1466.185	825.684	3064.866	1403.301	4333.787
1089.353	4193.974	1466.185	825.684	3065.094	1403.532	4334.030
1089.353	4194.245	1466.185	825.684	3065.094	1403.532	4334.030
1089.353	4194.245	1466.469	825.684	3065.490	1403.791	4334.030
1089.353	4194.494	1466.469	825.684	3065.490	1403.791	4334.030
1089.353	4194.494	1466.671	826.032	3065.812	1404.006	4334.256
1089.558	4194.494	1466.671	826.032	3065.812	1404.006	4334.256
1089.558	4194.809	1466.671	826.032	3066.038	1404.285	4334.256
1089.558	4194.809	1466.958	826.032	3066.038	1404.285	4334.532
1089.558	4195.046	1466.958	826.032	3066.038	1404.524	4334.532
1089.558	4195.046	1467.214	826.032	3066.038	1404.524	4334.786
1089.558	4195.046	1467.451	826.263	3066.038	1404.727	4334.786
1089.794	4195.347	1467.691	826.263	3066.038	1404.727	4335.117
1089.794	4195.347	1468.022	826.263	3066.249	1404.727	4335.117
1089.794	4195.347	1468.432	826.263	3066.493	1404.727	4335.472
1089.794	4195.608	1468.969	826.263	3066.756	1404.927	4335.472
1089.794	4195.608	1469.522	826.513	3067.110	1404.927	4335.762
1089.794	4195.838	1470.093	826.513	3067.550	1405.300	4335.762
1090.176	4195.838	1470.736	826.513	3068.049	1405.585	4336.124
1090.418	4196.110	1471.605	826.818	3068.586	1405.986	4336.645
1090.705	4196.110	1472.563	826.818	3069.213	1406.502	4336.862
1091.006	4196.451	1473.588	827.185	3069.890	1407.094	4336.862
1091.327	4196.663	1474.682	827.185	3070.778	1407.685	4337.269
1091.634	4196.894	1475.730	827.617	3071.780	1408.283	4337.269
1091.935	4197.223	1476.827	828.328	3072.888	1408.806	4337.693
1092.214	4197.671	1477.795	828.528	3074.064	1409.385	4337.927
1092.517	4198.050	1478.773	828.528	3075.310	1409.956	4338.200
1092.786	4198.675	1479.644	828.833	3076.694	1410.492	4338.441
1093.055	4199.445	1480.294	828.833	3078.059	1411.041	4339.016
1093.374	4200.505	1480.923	828.833	3079.518	1411.445	4339.276
1093.740	4201.473	1481.531	828.833	3080.925	1411.920	4339.603
1094.194	4202.670	1482.038	829.065	3082.353	1412.336	4339.839
1094.755	4203.890	1482.410	829.065	3083.682	1412.717	4340.082
1095.197	4205.330	1482.733	829.065	3085.098	1413.044	4340.382
1095.610	4207.063	1483.022	829.065	3086.369	1413.352	4340.585
1095.993	4208.128	1483.292	829.065	3087.658	1413.627	4341.086
1096.397	4211.784	1483.527	829.065	3088.866	1413.936	4341.086
1096.782	4213.943	1483.805	829.065	3090.038	1414.230	4341.442
1097.167	4216.001	1484.030	829.065	3091.134	1414.513	4341.442
1097.563	4218.258	1484.282	829.065	3092.199	1414.780	4341.739
1097.989	4220.409	1484.559	829.065	3093.156	1415.007	4341.739
1098.409	4222.726	1484.837	829.065	3094.061	1415.007	4341.981
1098.877	4225.021	1485.126	829.065	3094.923	1415.398	4341.981
1099.444	4227.477	1485.388	829.065	3095.709	1415.653	4341.981
1099.967	4230.455	1485.645	829.065	3096.497	1415.884	4341.981
1100.510	4233.727	1485.896	829.065	3097.273	1416.150	4342.182
1101.074	4237.269	1486.171	829.065	3098.004	1416.403	4342.182
1101.775	4241.015	1486.462	829.065	3098.697	1416.682	4342.182
1102.406	4245.172	1486.740	829.296	3099.477	1416.964	4342.182
1103.321	4249.518	1487.018	829.296	3100.173	1417.244	4342.764
1104.108	4255.177	1487.240	829.296	3100.895	1417.536	4342.764
1104.937	4260.345	1487.471	829.296	3101.507	1417.806	4343.110
1105.873	4265.809	1487.706	829.542	3102.075	1418.060	4344.613
1106.899	4271.834	1487.910	829.542	3102.728	1418.293	4346.028
1107.863	4278.036	1487.910	829.542	3103.373	1418.611	4346.271
1108.769	4284.797	1488.232	829.542	3103.978	1418.895	4346.271
1109.759	4291.857	1488.909	829.542	3104.550	1419.197	4346.480
1110.672	4299.141	1488.909	829.542	3105.124	1419.495	4347.127
1111.610	4307.171	1489.159	829.542	3105.698	1419.736	4347.457
1112.598	4314.646	1489.159	829.542	3106.302	1419.971	4348.064
1113.658	4322.456	1489.393	829.542	3106.939	1420.253	4348.334
1114.692	4330.082	1489.393	829.542	3107.586	1420.506	4348.972
1115.775	4337.567	1489.624	829.542	3108.243	1420.798	4349.242
1117.018	4344.400	1489.624	829.978	3108.983	1421.133	4349.495
1117.936	4351.656	1489.884	830.339	3109.825	1421.532	4350.535
1119.164	4358.336	1489.884	830.545	3110.794	1421.908	4350.778
1120.268	4365.080	1490.243	830.545	3111.793	1422.348	4351.024
1121.310	4371.592	1490.243	830.545	3112.963	1422.808	4351.272
1122.396	4377.964	1490.589	830.545	3114.233	1423.370	4351.523
1123.684	4384.226	1490.589	830.545	3115.602	1423.945	4351.763
1124.582	4390.276	1490.937	830.545	3117.105	1424.572	4351.968
1125.569	4396.185	1490.937	830.545	3118.733	1425.192	4352.176
1126.592	4401.938	1491.257	830.545	3120.503	1425.780	4352.176
1127.369	4407.309	1491.257	830.761	3122.469	1426.414	4352.462
1128.263	4412.276	1491.664	830.761	3124.464	1427.038	4352.462
1129.146	4416.839	1491.950	830.761	3126.556	1427.701	4352.698
1129.865	4421.177	1492.279	830.761	3128.842	1428.341	4352.698
1130.558	4424.999	1492.623	830.761	3131.184	1428.954	4352.979
1131.216	4428.390	1492.979	830.761	3133.674	1429.475	4352.979
1131.691	4431.369	1493.319	831.021	3136.176	1429.987	4353.262
1132.081	4433.969	1493.706	831.021	3138.927	1430.521	4353.262
1132.393	4436.447	1494.147	831.021	3141.672	1431.064	4353.592
1132.613	4438.640	1494.598	831.270	3144.537	1431.547	4353.794
1132.613	4440.777	1495.049	831.270	3147.575	1431.976	4353.794
1132.918	4442.812	1495.501	831.270	3150.578	1432.383	4354.160
1132.918	4444.767	1495.973	831.568	3153.584	1432.833	4354.160
1133.201	4446.719	1496.439	831.568	3156.736	1433.252	4354.520
1133.412	4448.440	1496.906	831.568	3159.740	1433.698	4354.742
1133.697	4450.119	1497.395	831.837	3162.675	1434.182	4354.942
1134.043	4451.802	1497.837	831.837	3165.384	1434.713	4354.942
1134.348	4453.073	1498.358	832.068	3167.988	1435.300	4355.353
1134.672	4454.599	1498.923	832.068	3170.372	1435.905	4355.571
1134.995	4455.950	1499.503	832.321	3172.646	1436.462	4355.823
1135.344	4457.287	1499.995	832.321	3174.792	1437.033	4356.040
1135.652	4458.426	1500.536	832.603	3176.716	1437.662	4356.335
1135.957	4459.778	1501.144	832.603	3178.431	1438.213	4356.625
1136.282	4460.851	1501.737	832.902	3180.053	1438.768	4356.894
1136.554	4461.969	1502.310	832.902	3181.563	1439.334	4357.136
1136.843	4462.898	1502.895	833.199	3182.909	1439.905	4357.343
1137.094	4463.815	1503.507	833.199	3184.120	1440.438	4357.569
1137.315	4464.537	1504.052	833.484	3185.254	1440.973	4357.822
1137.584	4465.157	1504.511	833.484	3186.278	1441.426	4358.063
1137.819	4465.712	1505.000	833.754	3187.157	1441.923	4358.329
1138.035	4466.286	1505.469	833.754	3188.010	1442.441	4358.604
1138.247	4466.941	1505.938	834.015	3188.827	1443.007	4358.903
1138.480	4467.634	1506.365	834.015	3189.599	1443.542	4359.216
1138.688	4468.357	1506.805	834.235	3190.315	1444.056	4359.486
1138.688	4469.063	1507.224	834.235	3190.997	1444.615	4359.752
1139.051	4469.649	1507.636	834.453	3191.694	1445.096	4360.004
1139.051	4470.287	1508.034	834.453	3192.452	1445.534	4360.219
1139.276	4470.809	1508.365	834.688	3193.233	1445.904	4361.023
1139.276	4471.207	1508.654	834.688	3193.946	1446.262	4361.023
1139.276	4471.483	1509.033	834.898	3194.716	1446.631	4361.382
1139.556	4471.711	1509.331	834.898	3195.552	1446.975	4361.600
1139.556	4471.711	1509.622	834.898	3196.497	1447.279	4361.600
1139.556	4472.040	1509.882	835.113	3197.331	1447.538	4361.916
1139.556	4472.040	1510.179	835.113	3198.103	1447.768	4361.916
1139.799	4472.040	1510.420	835.113	3198.888	1447.768	4362.161
1139.799	4472.261	1510.674	835.113	3199.713	1448.106	4362.161
1139.799	4472.261	1510.935	835.113	3200.516	1448.106	4362.161
1139.799	4472.261	1510.935	835.113	3201.288	1448.388	4362.371
1139.799	4472.652	1511.298	835.113	3202.182	1448.388	4362.371
1140.008	4472.903	1511.298	835.113	3203.067	1448.680	4362.371
1140.008	4473.203	1511.572	835.113	3203.930	1448.680	4362.371
1140.008	4473.517	1511.572	835.113	3205.085	1448.942	4362.371
1140.240	4473.848	1511.916	835.113	3206.115	1448.942	4362.371
1140.240	4474.203	1511.916	835.113	3207.230	1449.237	4362.371
1140.457	4474.571	1511.916	835.113	3208.401	1449.237	4362.371
1140.457	4474.911	1511.916	835.113	3209.533	1449.607	4362.371
1140.457	4475.194	1511.916	835.113	3210.778	1449.607	4362.371
1140.757	4475.561	1512.147	835.113	3211.812	1449.913	4362.371
1140.757	4475.812	1512.147	835.113	3212.924	1449.913	4362.666
1140.757	4475.812	1512.147	835.113	3213.973	1450.169	4362.666
1140.977	4476.113	1512.147	835.113	3214.842	1450.169	4362.666
1140.977	4476.113	1512.415	835.113	3215.620	1450.425	4362.666
1140.977	4476.113	1512.415	835.113	3216.301	1450.425	4362.666
1140.977	4476.459	1512.415	835.113	3216.862	1450.425	4362.666
1140.977	4476.782	1512.415	835.113	3217.309	1450.643	4362.666
1140.977	4477.096	1512.415	835.113	3217.629	1450.643	4362.666
1140.977	4477.406	1512.627	835.113	3217.858	1450.643	4362.666
1140.977	4477.665	1512.627	835.322	3217.858	1450.643	4362.923
1141.197	4477.665	1512.627	835.322	3218.100	1450.643	4362.923
1141.197	4477.985	1512.627	835.322	3218.100	1450.869	4362.923
1141.197	4477.985	1512.627	835.322	3218.393	1450.869	4362.923
1141.197	4477.985	1512.627	835.322	3218.393	1450.869	4362.923
1141.197	4477.985	1512.849	835.322	3218.783	1451.094	4362.923
1141.197	4477.985	1512.849	835.322	3219.012	1451.094	4362.923
1141.197	4477.985	1513.076	835.322	3219.225	1451.094	4362.923
1141.197	4477.985	1513.076	835.322	3219.518	1451.316	4362.923
1141.197	4478.270	1513.313	835.322	3219.799	1451.316	4362.923
1141.197	4478.270	1513.313	835.322	3220.034	1451.316	4362.923
1141.197	4478.474	1513.313	835.322	3220.265	1451.316	4362.923
1141.197	4478.474	1513.604	835.322	3220.496	1451.542	4362.923
1141.416	4478.677	1513.604	835.322	3220.726	1451.542	4362.923
1141.416	4478.677	1513.604	835.322	3220.964	1451.542	4362.923
1141.416	4478.954	1513.900	835.322	3220.964	1451.790	4362.923
1141.416	4478.954	1513.900	835.545	3221.367	1451.790	4362.923
1141.416	4479.223	1514.138	835.545	3221.367	1451.790	4363.125
1141.416	4479.223	1514.138	835.545	3221.703	1452.092	4363.125
1141.625	4479.540	1514.407	835.545	3221.703	1452.092	4363.125
1141.625	4479.540	1514.407	835.545	3222.067	1452.092	4363.125
1141.625	4479.540	1514.407	835.545	3222.274	1452.404	4363.125
1141.625	4479.540	1514.734	835.545	3222.508	1452.404	4363.125
1141.625	4479.540	1514.734	835.545	3222.786	1452.633	4363.386
1141.625	4479.540	1514.734	835.757	3223.137	1452.633	4363.386
1141.872	4479.755	1514.946	835.757	3223.679	1452.837	4363.386
1141.872	4480.037	1515.158	835.757	3224.385	1452.837	4363.386
1142.076	4480.450	1515.158	835.757	3225.406	1452.837	4363.386
1142.076	4481.043	1515.158	835.757	3227.018	1452.837	4363.386
1142.423	4481.712	1515.406	835.757	3229.001	1453.094	4363.386
1142.646	4483.136	1515.406	835.757	3231.498	1453.094	4363.594
1142.883	4484.394	1515.819	835.757	3234.270	1453.350	4363.594
1142.883	4485.848	1515.819	836.018	3237.451	1453.571	4363.594
1143.180	4487.675	1516.227	836.018	3241.064	1453.571	4364.442
1143.180	4489.699	1516.438	836.229	3244.854	1454.042	4364.442
1143.381	4491.967	1516.672	836.229	3248.964	1454.355	4364.442
1143.381	4494.175	1516.977	836.229	3253.128	1454.728	4364.694
1143.381	4496.272	1517.273	836.468	3257.524	1455.136	4364.694
1143.684	4498.629	1517.572	836.468	3261.978	1455.651	4364.964
1143.684	4501.032	1517.927	836.468	3266.386	1456.241	4364.964
1144.027	4503.271	1518.421	836.468	3270.950	1456.851	4365.299
1144.253	4505.596	1518.995	836.733	3275.460	1457.504	4365.511
1144.544	4507.783	1519.535	836.733	3279.944	1458.285	4365.740
1144.937	4510.145	1520.044	836.972	3284.358	1459.092	4365.957
1145.384	4512.619	1520.608	836.972	3288.755	1459.879	4366.187
1145.897	4514.973	1521.242	837.280	3293.128	1460.702	4366.415
1146.527	4517.352	1521.895	837.280	3297.272	1461.491	4366.415
1147.187	4520.207	1522.603	837.570	3301.392	1462.272	4366.793
1147.930	4523.419	1523.291	837.570	3305.358	1463.197	4366.793
1148.901	4526.958	1524.105	837.775	3309.238	1464.136	4367.041
1150.320	4531.008	1524.783	837.775	3313.154	1465.256	4367.041
1151.392	4535.437	1525.447	838.051	3317.090	1466.325	4367.331
1152.558	4540.333	1526.101	838.303	3320.987	1467.601	4367.565
1153.840	4545.320	1526.737	838.611	3324.977	1468.879	4367.882
1155.069	4550.673	1527.387	839.019	3328.848	1470.356	4368.234
1156.375	4556.186	1527.972	839.447	3332.865	1471.704	4368.627
1157.885	4562.020	1528.467	839.883	3336.890	1473.076	4369.036
1159.255	4567.934	1528.869	840.297	3340.999	1474.360	4369.503
1160.765	4573.948	1529.354	840.673	3345.123	1475.651	4370.013
1162.118	4579.987	1529.824	841.045	3349.188	1476.789	4370.557
1163.484	4585.782	1530.332	841.353	3353.201	1477.907	4371.012
1164.695	4591.361	1530.836	841.678	3357.287	1478.856	4371.391
1165.956	4596.682	1531.266	841.887	3361.231	1479.829	4371.775
1166.907	4601.752	1531.674	841.887	3365.218	1480.690	4372.083
1167.842	4606.631	1532.201	842.109	3369.122	1481.430	4372.333
1168.766	4611.154	1532.797	842.109	3372.809	1482.188	4372.759
1169.521	4615.395	1533.411	842.109	3376.378	1482.955	4372.759
1170.207	4619.159	1534.241	842.109	3379.749	1483.674	4373.108
1170.930	4622.433	1535.014	842.109	3382.797	1484.413	4373.108
1171.597	4625.393	1535.824	842.320	3385.502	1485.251	4373.500
1172.484	4628.167	1536.591	842.320	3388.029	1486.152	4373.709
1173.410	4631.457	1537.540	842.320	3390.166	1487.041	4373.929
1174.364	4634.062	1538.629	842.320	3392.167	1487.906	4374.149
1175.654	4636.783	1539.661	842.320	3393.856	1488.828	4374.413
1176.900	4639.487	1540.889	842.629	3395.438	1489.820	4374.810
1178.493	4642.272	1542.263	842.892	3396.753	1490.829	4375.193
1180.129	4645.111	1543.511	842.892	3397.899	1491.910	4375.629
1181.918	4647.979	1544.894	842.892	3398.869	1493.125	4376.124
1183.849	4650.976	1546.218	842.892	3399.698	1494.418	4376.694
1185.685	4653.986	1547.527	842.892	3400.338	1495.747	4377.251
1187.562	4657.029	1548.878	843.115	3400.768	1497.085	4377.833
1189.365	4660.169	1550.094	843.115	3401.049	1498.425	4378.544
1191.002	4663.128	1551.345	843.115	3401.049	1499.636	4379.295
1192.509	4666.267	1552.543	843.115	3401.049	1500.707	4379.855
1193.740	4669.327	1553.662	843.320	3401.251	1501.762	4380.532
1194.861	4672.599	1554.826	843.320	3401.544	1502.680	4381.331
1195.846	4676.256	1555.989	843.320	3401.950	1503.507	4382.144
1196.562	4679.945	1557.098	843.583	3402.429	1504.397	4382.870
