P2_elbow_rP2whole_dist_traveled	P2_hand_rP2whole_dist_traveled	P2_shoulder_lP2whole_dist_traveled	P2_elbow_lP2whole_dist_traveled	P2_headP2whole_dist_traveled	P2_shoulder_rP2whole_dist_traveled	P2_hand_lP2whole_dist_traveled
530.330	2192.028	802.327	418.077	1590.581	691.405	2470.962
530.721	2193.087	802.327	418.077	1591.259	691.663	2471.467
530.721	2194.025	802.623	418.077	1591.781	691.919	2471.957
531.037	2194.988	802.623	418.351	1592.332	691.919	2472.405
531.037	2195.950	802.836	418.351	1592.835	692.307	2472.730
531.261	2196.805	802.836	418.351	1593.275	692.517	2472.950
531.261	2197.585	803.148	418.351	1593.761	692.517	2472.950
531.537	2198.279	803.148	418.561	1594.229	692.892	2473.219
531.537	2198.829	803.544	418.561	1594.625	692.892	2473.424
531.832	2199.223	803.544	418.561	1594.988	693.273	2473.721
531.832	2199.426	803.820	418.561	1595.416	693.273	2474.110
532.063	2199.426	803.820	418.561	1595.819	693.561	2474.574
532.063	2199.426	803.820	418.561	1596.223	693.561	2475.042
532.063	2199.770	803.820	418.807	1596.592	693.561	2475.604
532.282	2200.099	803.820	418.807	1596.935	693.820	2476.222
532.282	2200.547	803.820	419.052	1597.151	693.820	2476.965
532.282	2201.057	803.820	419.052	1597.151	693.820	2477.855
532.506	2201.514	804.023	419.270	1597.461	693.820	2478.732
532.506	2201.919	804.023	419.270	1597.461	693.820	2479.597
532.506	2202.335	804.296	419.500	1597.664	694.073	2480.609
532.758	2202.734	804.296	419.500	1597.664	694.073	2481.494
532.758	2203.127	804.615	419.500	1597.664	694.306	2482.442
532.758	2203.493	804.615	419.765	1597.915	694.306	2483.424
532.758	2203.826	804.913	419.765	1597.915	694.306	2484.339
532.758	2204.164	804.913	419.765	1598.138	694.306	2485.192
532.758	2204.475	805.191	420.020	1598.138	694.537	2486.084
532.959	2204.804	805.191	420.020	1598.381	694.537	2486.926
532.959	2205.129	805.422	420.225	1598.381	694.537	2487.663
532.959	2205.409	805.422	420.225	1598.636	694.791	2488.414
532.959	2205.717	805.714	420.443	1598.636	694.791	2489.135
533.170	2206.059	805.714	420.443	1598.873	694.791	2489.717
533.170	2206.348	805.979	420.672	1598.873	695.072	2490.294
533.170	2206.708	805.979	420.672	1599.192	695.072	2490.890
533.170	2207.186	806.256	420.672	1599.192	695.072	2491.456
533.427	2207.764	806.256	420.946	1599.477	695.336	2491.993
533.427	2208.407	806.492	420.946	1599.477	695.336	2492.438
533.427	2209.202	806.492	421.161	1599.834	695.336	2492.929
533.712	2210.108	806.727	421.161	1599.834	695.558	2493.444
533.712	2211.123	806.727	421.161	1600.183	695.558	2493.985
533.941	2212.167	806.956	421.372	1600.183	695.558	2494.603
533.941	2213.434	806.956	421.372	1600.531	695.862	2495.181
534.260	2214.730	807.204	421.372	1600.531	695.862	2495.860
534.260	2216.131	807.204	421.372	1600.939	696.076	2496.473
534.608	2217.621	807.563	421.372	1601.148	696.076	2497.058
534.843	2219.121	807.563	421.592	1601.356	696.076	2497.646
534.843	2220.729	807.879	421.592	1601.356	696.369	2498.356
535.217	2222.466	807.879	421.592	1601.684	696.369	2499.064
535.217	2224.241	808.178	421.861	1601.889	696.629	2499.812
535.610	2226.125	808.178	421.861	1601.889	696.629	2500.565
535.610	2228.018	808.442	422.086	1602.231	696.989	2501.340
535.968	2229.884	808.442	422.086	1602.231	696.989	2502.152
535.968	2231.766	808.733	422.086	1602.464	697.392	2502.976
536.304	2233.588	808.733	422.315	1602.464	697.629	2503.958
536.304	2235.416	809.067	422.315	1602.668	697.880	2504.982
536.669	2237.149	809.269	422.315	1602.668	698.114	2506.054
536.669	2238.824	809.509	422.315	1602.668	698.334	2507.219
537.035	2240.424	809.765	422.315	1602.879	698.552	2508.362
537.035	2241.938	809.765	422.315	1602.879	698.761	2509.573
537.388	2243.341	810.145	422.315	1602.879	698.973	2510.856
537.388	2244.587	810.145	422.315	1603.120	699.237	2512.158
537.701	2245.784	810.463	422.519	1603.120	699.506	2513.436
537.701	2246.959	810.463	422.519	1603.120	699.766	2514.814
537.978	2248.015	810.684	422.764	1603.460	700.050	2516.211
537.978	2249.059	810.684	422.764	1603.460	700.299	2517.533
538.221	2250.247	810.684	423.107	1603.708	700.621	2519.020
538.221	2251.539	810.684	423.107	1603.708	700.935	2520.324
538.221	2252.998	810.932	423.477	1604.067	701.228	2521.763
538.221	2254.618	810.932	423.692	1604.067	701.500	2523.105
538.221	2256.238	810.932	423.692	1604.453	701.760	2524.576
538.221	2258.067	810.932	424.062	1604.711	701.967	2525.897
538.221	2259.879	810.932	424.062	1605.025	701.967	2527.278
538.221	2261.677	811.178	424.493	1605.366	702.245	2528.606
538.436	2263.529	811.178	424.701	1605.691	702.245	2529.924
538.436	2265.452	811.178	424.917	1606.044	702.245	2531.217
538.436	2267.398	811.178	424.917	1606.367	702.245	2532.462
538.687	2269.446	811.178	425.261	1606.692	702.477	2533.730
538.687	2271.533	811.405	425.261	1607.024	702.477	2534.943
538.687	2273.695	811.405	425.583	1607.403	702.477	2536.169
538.687	2275.828	811.405	425.583	1607.765	702.477	2537.312
538.961	2277.975	811.405	425.977	1608.120	702.770	2538.409
538.961	2280.118	811.659	425.977	1608.492	702.770	2539.465
538.961	2282.142	811.659	426.295	1608.944	702.770	2540.664
539.245	2284.147	811.659	426.295	1609.435	703.046	2541.787
539.245	2286.127	811.659	426.540	1609.891	703.046	2542.894
539.507	2287.995	811.934	426.540	1610.402	703.254	2544.264
539.507	2289.934	811.934	426.540	1610.916	703.254	2545.653
539.892	2291.821	811.934	426.786	1611.469	703.477	2547.297
539.892	2293.570	811.934	426.786	1611.987	703.477	2549.158
540.112	2295.339	812.149	427.021	1612.553	703.818	2551.086
540.112	2297.045	812.149	427.021	1613.152	703.818	2553.300
540.112	2298.556	812.149	427.264	1613.779	704.157	2555.696
540.321	2300.083	812.149	427.264	1614.461	704.404	2558.439
540.321	2301.430	812.149	427.505	1615.160	704.677	2561.259
540.321	2302.767	812.399	427.505	1615.844	704.966	2564.386
540.321	2303.948	812.399	427.505	1616.640	705.179	2567.227
540.321	2305.106	812.628	427.505	1617.469	705.455	2570.398
540.321	2306.228	812.628	427.730	1618.286	705.729	2573.571
540.321	2307.322	812.877	427.730	1619.204	705.983	2576.764
540.557	2308.479	812.877	427.730	1620.234	706.212	2579.667
540.557	2309.588	813.107	428.036	1621.323	706.441	2582.577
540.771	2310.926	813.107	428.036	1622.528	706.646	2585.390
540.771	2312.158	813.107	428.405	1623.806	706.883	2587.809
541.005	2313.307	813.327	428.672	1625.033	707.105	2589.987
541.005	2314.630	813.327	428.955	1626.423	707.344	2591.938
541.005	2315.939	813.327	429.258	1627.666	707.552	2593.786
541.223	2317.248	813.327	429.542	1629.056	707.763	2595.406
541.223	2318.620	813.542	429.807	1630.285	707.963	2596.872
541.223	2320.004	813.542	430.012	1631.538	707.963	2598.171
541.223	2321.283	813.542	430.012	1632.808	708.389	2599.240
541.223	2322.617	813.542	430.249	1634.004	708.656	2600.121
541.474	2323.808	813.766	430.249	1635.169	708.949	2600.798
541.474	2325.014	813.766	430.249	1636.218	709.203	2601.320
541.686	2326.033	813.766	430.249	1637.247	709.203	2601.654
541.686	2326.915	813.766	430.249	1638.312	709.587	2601.942
541.686	2327.650	814.002	430.249	1639.136	709.587	2602.289
541.938	2328.208	814.002	430.249	1639.936	709.810	2602.718
541.938	2328.614	814.002	430.249	1640.722	709.810	2603.214
541.938	2328.872	814.002	430.249	1641.368	709.810	2603.807
541.938	2329.104	814.230	430.249	1641.932	709.810	2604.469
541.938	2329.382	814.230	430.249	1642.539	710.040	2605.164
541.938	2329.742	814.230	430.249	1643.163	710.040	2605.756
541.938	2330.174	814.230	430.249	1643.724	710.256	2606.389
542.188	2330.660	814.230	430.497	1644.354	710.256	2607.019
542.188	2331.179	814.505	430.497	1645.075	710.460	2607.610
542.422	2331.731	814.505	430.715	1645.819	710.460	2608.111
542.422	2332.276	814.910	430.715	1646.603	710.690	2608.534
542.622	2332.791	815.145	430.715	1647.418	710.690	2608.955
542.622	2333.350	815.382	430.944	1648.310	710.933	2609.348
542.622	2333.851	815.658	430.944	1649.312	710.933	2609.733
542.622	2334.360	815.868	430.944	1650.213	711.236	2610.095
542.622	2334.815	816.082	430.944	1651.279	711.236	2610.500
542.622	2335.232	816.283	430.944	1652.256	711.615	2610.955
542.622	2335.637	816.283	430.944	1653.371	711.885	2611.431
542.622	2336.013	816.693	430.944	1654.427	712.105	2611.902
542.862	2336.394	816.693	430.944	1655.478	712.340	2612.390
542.862	2336.772	816.961	431.199	1656.466	712.634	2612.859
543.099	2337.165	816.961	431.199	1657.536	712.936	2613.296
543.099	2337.611	816.961	431.199	1658.436	713.269	2613.694
543.442	2338.148	817.165	431.498	1659.249	713.598	2614.077
543.648	2338.731	817.165	431.498	1660.118	713.961	2614.433
543.918	2339.382	817.446	431.715	1660.925	714.291	2614.807
544.286	2340.168	817.446	431.715	1661.601	714.679	2615.198
544.617	2341.062	817.780	431.984	1662.190	715.086	2615.617
544.939	2342.021	817.780	431.984	1662.861	715.513	2616.057
545.241	2343.233	818.154	432.345	1663.600	715.952	2616.651
545.501	2344.616	818.356	432.345	1664.304	716.354	2617.329
545.501	2346.052	818.356	432.650	1664.994	716.730	2618.197
545.767	2347.630	818.741	432.650	1665.646	717.086	2619.241
545.767	2349.277	818.741	432.870	1666.362	717.500	2620.472
545.974	2350.983	819.068	432.870	1667.151	717.902	2621.872
545.974	2352.610	819.068	432.870	1667.940	718.276	2623.447
545.974	2354.369	819.402	433.076	1668.800	718.620	2625.263
546.226	2355.825	819.651	433.076	1669.743	718.974	2627.220
546.226	2357.368	819.931	433.312	1670.938	719.331	2629.498
546.226	2358.759	820.276	433.312	1672.321	719.686	2631.758
546.483	2359.896	821.092	433.696	1673.819	720.078	2633.867
546.483	2360.944	821.415	433.946	1675.816	720.459	2635.928
546.853	2361.815	821.990	434.246	1677.885	720.847	2637.987
547.109	2362.743	822.604	434.527	1680.292	721.323	2639.691
547.488	2363.820	823.294	434.872	1682.741	721.840	2641.280
547.943	2365.035	823.969	435.291	1685.397	722.389	2642.497
548.521	2366.471	824.664	435.691	1687.927	723.048	2643.604
549.196	2367.962	825.325	436.186	1690.673	723.862	2644.402
549.948	2369.749	825.957	436.674	1693.353	724.717	2645.346
550.792	2371.619	826.586	437.173	1696.101	725.657	2646.041
551.666	2373.731	827.170	437.733	1698.633	726.640	2646.829
552.480	2375.927	827.681	438.213	1700.963	727.662	2647.781
553.444	2378.581	828.323	438.747	1703.050	728.632	2648.834
554.250	2381.635	829.148	439.199	1705.098	729.568	2649.934
554.916	2384.628	829.853	439.582	1706.800	730.459	2651.239
555.635	2387.861	830.599	439.930	1708.554	731.346	2652.599
556.257	2391.064	831.441	440.278	1709.845	732.065	2654.038
556.721	2394.174	832.249	440.510	1711.034	732.738	2655.447
557.149	2397.070	833.022	440.510	1712.071	733.472	2657.119
557.435	2399.731	833.833	440.782	1712.893	734.058	2658.782
557.435	2402.097	834.544	440.782	1713.523	734.640	2660.422
557.650	2403.997	835.207	440.982	1714.058	735.323	2662.202
557.650	2405.548	835.908	441.207	1714.606	735.954	2663.951
558.020	2406.778	836.647	441.528	1715.186	736.581	2665.630
558.291	2407.659	837.278	441.889	1715.819	737.228	2667.373
558.620	2408.355	837.789	442.241	1716.478	737.933	2669.024
558.970	2408.919	838.351	442.594	1717.126	738.642	2670.756
559.402	2409.620	838.898	442.940	1717.834	739.303	2672.523
559.899	2410.608	839.398	443.361	1718.701	739.993	2674.381
560.448	2411.832	839.843	443.804	1719.718	740.689	2676.332
561.014	2413.378	840.313	444.270	1720.646	741.264	2678.291
561.481	2415.226	840.781	444.746	1721.768	741.916	2680.336
561.967	2417.100	841.143	445.187	1723.003	742.604	2682.306
562.521	2419.101	841.514	445.689	1724.317	743.329	2684.340
563.146	2421.202	841.882	446.127	1725.668	744.083	2686.291
563.609	2423.345	842.342	446.543	1727.030	744.778	2688.231
564.098	2425.507	842.840	446.959	1728.549	745.547	2690.024
564.511	2427.623	843.320	447.363	1730.060	746.291	2691.748
564.999	2429.727	843.790	447.735	1731.547	747.125	2693.388
565.412	2431.762	844.295	448.091	1733.023	747.917	2694.933
565.747	2433.666	844.842	448.444	1734.558	748.635	2696.334
566.062	2435.480	845.381	448.695	1735.986	749.387	2697.629
566.442	2437.073	845.988	448.909	1737.347	750.117	2698.689
566.823	2438.748	846.601	448.909	1738.606	750.866	2699.666
567.102	2440.323	847.177	449.261	1739.694	751.586	2700.447
567.369	2441.895	847.775	449.261	1740.644	752.181	2701.018
567.369	2443.620	848.339	449.572	1741.455	752.771	2701.509
567.692	2445.451	848.871	449.572	1742.176	753.391	2701.882
567.692	2447.211	849.434	449.572	1742.701	753.940	2702.166
568.043	2448.624	849.928	449.777	1743.127	754.426	2702.482
568.273	2449.978	850.356	449.777	1743.472	754.840	2703.076
568.537	2451.173	850.743	450.079	1743.784	755.217	2703.943
568.849	2452.136	851.184	450.079	1744.135	755.614	2704.911
569.155	2453.288	851.544	450.375	1744.492	755.985	2706.121
569.500	2454.217	851.917	450.375	1744.878	756.355	2707.351
569.895	2455.091	852.200	450.668	1745.311	756.746	2708.810
570.259	2455.917	852.487	450.668	1745.779	757.195	2710.263
570.613	2456.658	852.723	450.968	1746.382	757.607	2711.809
570.981	2457.288	852.723	450.968	1746.942	758.040	2713.363
571.274	2457.817	853.093	451.244	1747.531	758.412	2715.060
571.538	2458.293	853.093	451.244	1748.352	758.820	2716.707
571.795	2458.733	853.448	451.508	1749.190	759.185	2718.381
571.996	2459.201	853.448	451.508	1750.143	759.509	2720.033
571.996	2459.781	853.799	451.508	1751.002	759.854	2721.719
572.352	2460.468	854.007	451.838	1752.130	760.160	2723.505
572.352	2461.192	854.007	451.838	1753.243	760.442	2725.270
572.563	2462.101	854.355	452.074	1754.395	760.706	2726.993
572.563	2463.224	854.607	452.074	1755.592	760.963	2728.707
572.789	2464.376	854.855	452.345	1756.828	761.214	2730.415
572.789	2465.605	855.063	452.345	1758.134	761.457	2732.025
573.091	2466.954	855.319	452.345	1759.430	761.699	2733.557
573.091	2468.173	856.007	452.647	1760.711	761.699	2734.997
573.465	2469.490	856.382	452.647	1761.978	762.072	2736.326
573.676	2470.700	856.729	452.856	1763.247	762.072	2737.539
573.925	2471.712	857.136	452.856	1764.487	762.451	2738.641
574.166	2472.687	857.513	453.105	1765.668	762.451	2739.545
574.417	2473.584	857.921	453.105	1766.820	762.791	2740.385
574.677	2474.295	858.304	453.376	1767.918	762.791	2741.202
574.902	2474.812	858.671	453.376	1768.907	763.077	2741.867
575.106	2475.247	858.958	453.376	1769.870	763.077	2742.533
575.319	2475.666	859.220	453.376	1770.713	763.314	2743.132
575.319	2476.196	859.486	453.588	1771.497	763.314	2743.815
575.659	2476.941	859.730	453.588	1772.205	763.314	2744.542
575.659	2477.730	859.986	453.588	1772.800	763.572	2745.269
575.983	2478.590	860.266	453.889	1773.297	763.572	2746.018
575.983	2479.530	860.551	453.889	1773.762	763.826	2746.810
576.292	2480.689	860.842	454.208	1774.172	763.826	2747.652
576.292	2481.725	861.158	454.208	1774.554	764.227	2748.759
576.665	2482.906	861.440	454.571	1774.925	764.436	2749.980
576.665	2484.077	861.705	454.774	1775.285	764.436	2751.476
577.038	2485.187	862.023	455.089	1775.634	764.847	2753.226
577.273	2486.246	862.362	455.320	1775.922	765.095	2755.053
577.513	2487.212	862.701	455.554	1776.238	765.316	2757.077
577.752	2488.203	863.034	455.779	1776.932	765.549	2758.967
577.996	2488.890	863.385	456.014	1777.241	765.784	2760.823
578.226	2489.417	863.759	456.258	1777.598	766.032	2762.416
578.459	2489.823	864.146	456.475	1777.927	766.320	2763.884
578.459	2490.042	864.529	456.475	1778.230	766.625	2765.090
578.849	2490.042	864.981	456.808	1778.540	766.960	2766.282
578.849	2490.042	865.426	456.808	1778.841	767.316	2767.230
579.245	2490.449	865.858	457.127	1779.246	767.689	2768.007
579.245	2490.803	866.381	457.127	1779.705	768.095	2768.733
579.584	2491.212	866.965	457.449	1780.321	768.528	2769.323
579.584	2491.657	867.548	457.449	1781.178	768.991	2769.751
580.006	2492.152	868.139	457.449	1782.218	769.459	2770.096
580.218	2492.580	868.761	457.730	1783.347	769.994	2770.479
580.433	2492.961	869.505	457.730	1784.511	770.569	2770.912
580.433	2493.266	870.322	457.730	1785.865	771.230	2771.447
580.784	2493.554	871.113	457.730	1787.183	771.896	2772.028
580.784	2493.806	871.996	457.958	1788.579	772.611	2772.606
581.090	2494.016	872.900	457.958	1790.109	773.298	2773.283
581.090	2494.252	873.761	457.958	1791.242	773.982	2774.145
581.342	2494.500	874.634	458.229	1792.216	774.647	2774.948
581.342	2494.757	875.492	458.229	1792.973	775.258	2775.628
581.342	2495.013	876.273	458.509	1793.505	775.820	2776.380
581.606	2495.265	876.929	458.509	1793.980	776.283	2777.159
581.606	2495.524	877.553	458.848	1794.491	776.716	2777.812
581.606	2495.796	878.068	458.848	1795.135	777.107	2778.420
581.606	2496.099	878.513	459.160	1795.911	777.464	2778.927
581.606	2496.371	878.804	459.160	1796.807	777.795	2779.327
581.606	2496.616	879.030	459.460	1797.870	778.064	2779.741
581.606	2496.899	879.030	459.460	1798.832	778.323	2780.086
581.876	2496.899	879.358	459.460	1799.990	778.323	2780.364
581.876	2497.173	879.358	459.460	1801.190	778.671	2780.676
582.134	2497.173	879.743	459.460	1802.508	778.671	2781.010
582.336	2497.431	879.983	459.460	1803.634	779.045	2781.334
582.558	2497.431	880.286	459.460	1805.009	779.256	2781.630
582.841	2497.789	880.660	459.460	1806.380	779.470	2781.913
583.191	2497.989	881.064	459.460	1807.930	779.719	2782.160
583.580	2498.214	881.441	459.708	1809.640	780.011	2782.366
583.965	2498.459	881.835	459.708	1811.180	780.370	2782.366
584.278	2498.779	882.286	459.708	1812.689	780.655	2782.665
584.579	2499.107	882.792	459.955	1814.198	780.998	2782.665
584.901	2499.449	883.297	459.955	1815.789	781.311	2782.665
585.211	2499.764	883.826	459.955	1817.266	781.650	2782.975
585.490	2500.160	884.277	460.198	1818.775	782.127	2782.975
585.717	2500.583	884.706	460.198	1820.272	782.566	2783.251
585.717	2501.039	885.070	460.198	1821.646	783.000	2783.457
586.017	2501.472	885.394	460.412	1823.119	783.452	2783.719
586.017	2501.907	885.718	460.412	1824.341	784.035	2784.073
586.319	2502.402	885.973	460.412	1825.663	784.604	2784.420
586.319	2502.938	886.207	460.412	1826.859	785.123	2784.855
586.808	2503.524	886.411	460.680	1827.980	785.709	2785.312
587.109	2504.170	886.630	460.680	1829.222	786.327	2785.834
587.348	2504.923	886.895	460.680	1830.144	786.956	2786.427
587.608	2505.777	887.181	460.901	1831.121	787.577	2787.115
587.885	2506.680	887.488	460.901	1832.057	788.135	2787.807
588.144	2507.581	887.786	460.901	1832.855	788.676	2788.590
588.402	2508.466	888.063	461.158	1833.735	789.212	2789.475
588.653	2509.380	888.267	461.158	1834.637	789.635	2790.323
588.920	2510.264	888.473	461.158	1835.497	789.897	2791.218
589.151	2511.022	888.473	461.419	1836.382	789.897	2792.195
589.363	2511.795	888.879	461.419	1837.471	790.098	2793.109
589.363	2512.599	889.130	461.419	1838.612	790.098	2793.929
589.689	2513.262	889.478	461.419	1839.792	790.098	2794.687
589.689	2513.888	889.811	461.419	1841.206	790.313	2795.523
589.941	2514.432	890.155	461.419	1842.488	790.313	2796.321
589.941	2514.880	890.515	461.419	1843.971	790.313	2797.072
590.177	2515.261	890.876	461.419	1845.411	790.313	2797.908
590.177	2515.601	891.241	461.419	1846.929	790.585	2798.640
590.496	2515.865	891.550	461.419	1848.237	790.585	2799.430
590.496	2516.108	891.863	461.419	1849.646	790.804	2800.273
590.744	2516.313	892.169	461.419	1850.970	790.804	2801.071
590.744	2516.556	892.457	461.419	1852.300	790.804	2801.871
590.744	2516.820	892.701	461.419	1853.472	791.114	2802.696
591.010	2517.102	892.924	461.419	1854.495	791.114	2803.390
591.010	2517.382	893.163	461.419	1855.706	791.408	2804.113
591.010	2517.668	893.405	461.419	1856.756	791.408	2804.759
591.010	2517.948	893.663	461.708	1857.741	791.686	2805.256
591.010	2518.250	893.972	461.708	1858.856	791.686	2805.695
591.010	2518.542	894.301	461.708	1859.915	791.944	2806.060
591.247	2518.861	894.656	462.011	1860.990	791.944	2806.488
591.247	2519.147	894.981	462.011	1862.030	792.255	2806.857
591.449	2519.432	895.356	462.232	1863.087	792.255	2807.104
591.449	2519.714	895.654	462.232	1863.989	792.595	2807.104
591.657	2519.952	895.911	462.500	1864.827	792.595	2807.388
591.657	2519.952	895.911	462.500	1865.659	792.893	2807.388
591.657	2520.284	896.208	462.754	1866.355	792.893	2807.649
591.867	2520.284	896.208	462.754	1866.978	793.131	2807.649
591.867	2520.640	896.208	462.986	1867.507	793.131	2807.939
591.867	2520.870	896.208	462.986	1867.926	793.553	2807.939
591.867	2521.147	896.483	462.986	1868.231	793.901	2808.199
592.085	2521.388	896.483	463.277	1868.499	794.260	2808.199
592.085	2521.664	896.898	463.277	1868.828	794.669	2808.463
592.460	2521.926	897.191	463.534	1869.268	795.073	2808.463
592.660	2522.215	897.599	463.534	1869.786	795.535	2808.900
592.924	2522.528	898.054	463.817	1870.409	795.932	2809.107
593.182	2522.877	898.574	463.817	1871.199	796.423	2809.363
593.496	2523.291	899.090	464.090	1872.102	796.874	2809.703
593.784	2523.744	899.590	464.090	1873.024	797.260	2810.017
593.997	2524.198	900.170	464.090	1874.073	797.590	2810.357
594.214	2524.577	900.765	464.090	1875.196	797.902	2810.750
594.214	2524.871	901.402	464.090	1876.426	798.202	2811.193
594.556	2525.114	902.071	464.306	1877.545	798.532	2811.627
594.556	2525.320	902.851	464.306	1878.772	798.859	2812.039
594.870	2525.523	903.605	464.306	1879.822	799.197	2812.507
594.870	2525.523	904.386	464.574	1881.017	799.527	2813.007
595.158	2525.854	905.253	464.574	1882.115	799.915	2813.441
595.158	2525.854	906.090	464.574	1883.165	800.303	2813.873
595.488	2526.143	906.912	464.574	1884.135	800.753	2814.304
595.488	2526.143	907.906	464.574	1885.111	801.156	2814.743
595.856	2526.405	908.762	464.574	1885.937	801.565	2815.226
596.076	2526.405	909.681	464.878	1886.876	801.952	2815.752
596.076	2526.752	910.625	464.878	1887.802	802.403	2816.461
596.487	2527.077	911.416	465.170	1888.744	802.811	2817.060
596.693	2527.451	912.181	465.170	1889.683	803.242	2817.567
596.693	2527.884	913.022	465.495	1890.832	803.705	2818.241
596.998	2528.376	913.708	465.495	1891.900	804.141	2818.960
596.998	2528.889	914.333	465.495	1893.245	804.569	2819.774
597.289	2529.452	914.970	465.801	1894.598	804.933	2820.654
597.289	2530.060	915.514	465.801	1896.097	805.285	2821.421
597.521	2530.636	915.993	466.016	1897.600	805.670	2822.117
597.521	2531.200	916.404	466.016	1899.137	806.053	2822.777
597.521	2531.767	916.728	466.232	1900.523	806.462	2823.338
597.841	2532.283	917.030	466.232	1902.036	806.887	2823.769
597.841	2532.713	917.259	466.232	1903.289	807.355	2824.070
598.245	2533.114	917.259	466.232	1904.535	807.864	2824.337
598.502	2533.478	917.622	466.459	1905.582	808.396	2824.594
598.791	2533.803	917.827	466.459	1906.367	809.008	2824.853
599.143	2534.080	918.096	466.459	1907.009	809.661	2825.136
599.578	2534.356	918.435	466.459	1907.455	810.370	2825.447
600.064	2534.642	918.844	466.459	1907.733	811.030	2825.774
600.619	2534.911	919.350	466.459	1907.733	811.770	2826.200
601.295	2535.292	919.944	466.459	1907.972	812.645	2826.701
602.096	2535.726	920.555	466.755	1907.972	813.572	2827.247
603.024	2536.266	921.095	466.755	1908.317	814.578	2827.848
604.072	2536.876	921.638	467.072	1908.317	815.604	2828.411
605.202	2537.767	922.172	467.072	1908.738	816.556	2829.051
606.416	2538.784	922.696	467.407	1909.009	817.511	2829.776
607.652	2539.974	923.109	467.407	1909.309	818.492	2830.565
608.934	2541.277	923.407	467.782	1909.805	819.319	2831.276
610.120	2542.667	923.407	467.782	1910.162	820.202	2832.169
611.325	2544.159	923.728	467.782	1910.645	821.038	2833.092
612.498	2545.687	923.728	467.984	1911.199	821.776	2834.009
613.640	2547.196	924.034	467.984	1911.781	822.459	2834.868
614.708	2548.699	924.266	467.984	1912.372	823.115	2835.715
615.636	2550.162	924.590	468.296	1912.998	823.684	2836.577
616.583	2551.525	924.902	468.296	1913.830	824.146	2837.311
617.342	2552.787	925.260	468.551	1914.621	824.568	2838.023
618.131	2554.072	925.646	468.551	1915.514	824.936	2838.727
618.898	2555.116	926.056	468.551	1916.400	825.334	2839.314
619.640	2556.126	926.493	468.551	1917.327	825.704	2839.806
620.240	2557.111	926.991	468.551	1918.267	826.138	2840.264
620.916	2557.887	927.451	468.551	1919.148	826.557	2840.713
621.574	2558.469	927.860	468.551	1920.015	827.001	2841.150
622.096	2559.066	928.308	468.551	1920.896	827.436	2841.571
622.619	2559.629	928.779	468.884	1921.688	827.880	2842.040
623.016	2560.157	929.246	469.098	1922.419	828.326	2842.559
623.427	2560.650	929.666	469.334	1923.091	828.865	2843.069
623.730	2561.109	930.051	469.582	1923.770	829.401	2843.650
623.730	2561.580	930.512	469.883	1924.356	829.969	2844.243
623.976	2562.018	930.952	470.187	1924.923	830.521	2844.939
624.176	2562.519	931.396	470.572	1925.601	831.102	2845.619
624.393	2563.036	931.879	471.030	1926.347	831.701	2846.274
624.749	2563.584	932.319	471.503	1927.078	832.243	2846.889
625.134	2564.189	932.762	471.965	1927.823	832.787	2847.593
625.626	2564.753	933.236	472.534	1928.705	833.450	2848.348
625.995	2565.338	933.696	473.039	1929.593	834.005	2849.119
626.669	2565.894	934.176	473.519	1930.492	834.575	2849.975
627.370	2566.469	934.656	473.922	1931.429	835.094	2850.788
628.088	2567.034	935.170	474.323	1932.265	835.639	2851.577
628.996	2567.600	935.734	474.718	1933.017	836.219	2852.337
629.911	2568.085	936.265	475.138	1933.869	836.843	2853.002
630.840	2568.592	936.739	475.537	1934.741	837.430	2853.621
631.786	2569.001	937.209	475.904	1935.548	837.986	2854.103
632.689	2569.415	937.593	476.240	1936.471	838.532	2854.468
633.606	2569.736	938.004	476.591	1937.390	839.028	2854.738
634.420	2570.037	938.414	476.888	1938.429	839.495	2854.940
635.172	2570.342	938.823	477.131	1939.585	839.905	2854.940
636.291	2570.694	939.679	477.131	1940.736	840.276	2855.166
636.782	2571.078	940.073	477.428	1942.000	840.644	2855.166
637.433	2571.428	940.405	477.428	1943.285	840.977	2855.166
638.483	2571.769	940.746	477.428	1944.628	841.259	2855.166
639.095	2572.099	941.139	477.428	1945.978	841.525	2855.407
639.616	2572.482	941.554	477.428	1947.383	841.766	2855.616
640.085	2572.845	941.953	477.428	1948.722	841.979	2855.841
640.500	2573.235	942.409	477.740	1950.071	842.224	2856.113
640.842	2573.583	942.862	477.740	1951.310	842.456	2856.423
641.146	2573.927	943.313	477.986	1952.531	842.456	2856.772
641.422	2574.225	943.738	477.986	1953.740	842.893	2857.093
641.713	2574.518	944.093	478.232	1954.715	843.155	2857.340
641.996	2574.815	944.419	478.232	1955.665	843.359	2857.340
642.261	2575.087	944.779	478.520	1956.469	843.577	2857.669
642.538	2575.334	945.156	478.520	1957.169	843.839	2857.669
642.841	2575.544	945.616	478.811	1957.861	844.130	2857.890
643.113	2575.544	946.098	478.811	1958.586	844.448	2857.890
643.413	2575.843	946.589	479.117	1959.241	844.828	2857.890
643.774	2575.843	947.002	479.117	1959.826	845.194	2858.105
644.157	2575.843	947.365	479.117	1960.480	845.598	2858.105
644.562	2576.185	947.715	479.374	1961.074	845.942	2858.105
644.923	2576.445	948.012	479.374	1961.665	846.262	2858.319
645.482	2576.703	948.263	479.374	1962.274	846.547	2858.319
