RHand	Head	LHand
156.571	53.754	58.017
180.717	47.752	43.282
160.334	46.854	29.084
85.295	45.386	15.257
21.782	48.079	6.975
47.287	48.139	8.355
67.029	43.064	20.743
64.822	39.826	31.807
47.957	36.906	43.987
23.105	33.496	54.684
21.175	29.213	61.710
22.059	27.026	70.467
17.861	25.563	86.486
10.017	25.833	96.875
10.114	24.645	110.692
13.333	24.140	124.743
11.462	26.436	112.730
10.686	24.769	73.692
10.808	21.319	36.942
13.695	20.454	24.647
16.322	19.613	31.971
14.358	20.004	46.078
13.403	19.100	45.832
10.877	17.754	35.738
5.224	20.081	27.707
2.331	20.493	24.341
6.148	21.164	27.789
8.276	20.840	24.307
4.886	19.412	15.957
3.360	19.638	18.626
5.066	17.811	18.185
4.430	13.449	16.173
3.814	8.005	13.478
3.803	4.899	8.642
3.594	5.543	6.094
4.122	8.345	4.748
3.911	6.994	7.324
5.241	12.319	10.946
3.647	14.634	11.828
3.561	12.243	11.841
3.768	13.813	11.063
2.674	15.175	10.429
5.338	15.829	15.028
6.746	16.019	17.534
2.381	15.664	16.655
2.517	14.640	18.647
3.186	14.679	23.465
5.316	14.647	28.968
4.336	12.360	39.429
8.174	14.517	46.105
8.416	13.877	49.990
5.736	10.610	54.753
5.397	8.703	57.338
7.449	9.866	55.281
8.563	10.359	53.447
9.145	8.411	49.685
11.652	8.914	39.334
9.159	6.113	26.856
7.330	4.216	14.695
11.025	4.093	5.713
14.360	2.807	13.479
13.601	4.825	18.002
10.917	7.364	25.296
8.421	8.519	29.542
7.676	11.324	31.250
8.031	13.234	36.299
6.680	14.529	40.489
6.951	17.649	46.841
6.325	19.153	53.527
2.751	19.530	63.587
10.970	20.587	76.339
11.869	24.229	84.785
3.362	26.580	88.559
2.797	24.984	89.352
1.739	25.010	83.813
3.451	27.036	57.229
3.504	28.496	21.210
3.128	30.427	21.229
2.744	33.615	38.453
2.728	34.882	40.870
3.475	34.435	32.512
3.305	30.033	22.125
4.377	26.033	15.922
11.144	28.584	15.902
6.669	27.988	17.739
4.474	26.715	15.749
2.738	26.234	9.320
3.645	23.425	2.552
5.910	20.864	5.973
6.782	20.043	5.300
4.147	18.947	5.684
2.990	17.362	5.916
3.429	16.187	7.111
5.591	15.754	7.071
2.222	16.539	6.119
1.812	15.528	10.630
1.764	15.255	19.578
2.467	13.791	28.640
3.452	11.697	34.527
0.327	10.597	43.811
0.662	8.250	49.973
1.585	6.885	53.431
1.848	6.167	55.762
2.416	5.829	55.712
1.543	6.882	50.312
3.171	7.655	39.754
2.374	9.788	30.928
3.544	12.259	23.463
3.626	10.811	19.707
4.830	8.528	19.725
5.933	7.700	16.634
3.717	7.982	15.441
5.287	7.527	14.336
3.460	5.440	10.477
1.297	3.784	10.529
4.028	2.272	11.254
5.150	2.227	18.134
5.251	4.303	25.525
6.017	4.877	34.108
9.234	7.841	49.197
10.747	8.750	68.389
12.538	9.750	83.714
17.463	13.250	83.330
22.006	15.296	66.298
30.360	14.941	46.707
43.639	14.372	28.400
58.203	14.306	19.594
66.762	16.063	28.686
77.043	16.416	32.602
84.838	12.225	28.656
72.932	9.161	20.313
68.566	12.305	18.874
74.586	18.820	27.231
59.824	18.909	32.930
44.115	24.157	38.656
39.693	23.237	46.561
33.742	16.569	56.185
28.989	18.975	67.541
25.006	21.261	79.901
19.898	20.792	88.842
19.907	21.511	85.644
15.576	19.842	72.299
9.167	18.013	61.535
10.987	16.829	51.251
13.255	14.607	36.480
11.675	14.092	21.594
15.001	13.878	13.769
15.281	15.988	13.092
13.129	16.742	12.432
11.665	17.053	13.362
4.374	20.143	11.602
3.815	21.237	11.035
8.100	23.732	13.369
8.984	30.495	12.950
8.154	35.389	17.890
6.128	40.456	21.874
5.499	47.276	24.219
4.941	64.894	26.447
9.821	78.794	30.627
11.302	81.816	48.399
8.266	90.827	51.907
8.053	99.793	46.369
6.869	107.829	33.715
3.664	110.745	33.647
5.348	112.745	34.282
4.645	118.976	30.776
6.509	113.590	28.571
11.159	114.140	24.320
11.862	110.591	19.264
13.576	95.146	16.153
14.455	92.447	12.603
15.340	82.982	11.713
15.511	69.760	14.456
13.440	60.722	17.396
11.256	48.362	25.009
3.827	43.730	29.056
5.577	39.310	35.531
10.595	39.684	43.547
14.190	49.714	47.078
16.494	43.405	48.260
18.095	48.039	33.523
20.223	47.204	11.951
21.409	53.605	13.288
21.960	55.034	24.800
21.889	64.375	29.259
24.347	63.835	30.343
25.796	59.459	23.742
22.678	56.144	18.141
24.016	54.027	11.064
20.875	51.985	7.075
16.617	48.687	6.023
18.688	39.031	5.012
14.398	30.871	8.517
8.236	26.713	14.054
6.873	25.079	21.770
4.006	25.011	26.897
8.561	27.967	30.585
11.719	36.424	36.178
16.952	43.641	43.389
23.957	43.491	48.993
29.849	44.255	55.365
32.722	49.681	60.067
37.681	53.330	54.161
45.727	51.695	46.989
63.762	46.303	41.366
83.457	41.428	29.767
93.167	42.470	19.366
110.422	40.461	9.151
127.433	35.100	2.890
130.575	33.695	13.279
94.931	36.428	23.614
49.697	39.875	35.657
35.719	41.332	46.015
44.505	48.425	61.447
41.030	59.470	76.451
27.018	69.189	79.080
13.295	77.859	81.978
17.453	89.162	91.152
21.036	94.705	90.028
22.447	99.211	65.114
19.904	106.822	37.326
17.610	107.034	22.314
26.256	109.244	19.693
39.682	106.972	21.819
49.888	102.428	19.287
53.252	104.484	14.475
51.526	100.663	11.323
46.250	98.446	9.775
38.464	93.822	9.813
31.416	94.770	8.019
23.291	93.607	6.327
16.990	83.215	14.169
19.320	79.219	19.557
19.287	80.559	28.388
14.813	77.918	41.712
15.101	73.804	49.850
16.726	73.562	48.334
14.947	67.022	48.553
18.901	64.434	53.958
21.992	63.336	51.393
17.130	61.265	49.976
15.233	62.417	52.888
16.178	60.539	45.002
14.537	62.305	34.544
10.823	64.499	29.779
8.442	65.978	24.161
9.031	71.995	37.735
11.018	83.208	32.930
14.860	91.266	26.504
13.451	98.736	35.581
11.757	104.994	25.550
7.050	112.131	42.091
4.512	120.997	65.122
10.885	128.505	77.055
17.705	135.218	84.541
26.741	139.037	96.691
37.777	144.967	105.093
46.855	153.181	100.062
50.429	163.286	89.476
56.807	170.734	57.484
64.805	181.227	26.449
66.383	195.048	24.492
61.838	205.609	30.745
51.970	203.993	34.816
44.267	207.524	27.790
41.850	207.443	15.606
41.501	194.152	9.603
30.591	183.460	15.410
20.532	174.453	19.152
15.051	166.150	19.327
11.790	150.490	18.751
13.940	136.478	20.104
13.268	126.208	27.989
9.880	115.705	36.846
8.855	110.664	47.455
8.800	102.709	59.166
9.823	96.039	59.758
11.034	97.161	50.433
14.557	93.507	37.597
20.215	94.497	22.845
33.468	102.003	11.282
46.524	97.911	10.937
61.552	97.605	16.523
76.446	100.629	33.240
84.919	91.267	45.642
82.637	93.662	52.526
66.575	96.139	61.501
57.442	84.580	59.628
44.250	85.270	60.378
39.401	89.419	69.120
39.744	80.066	74.684
36.292	75.001	72.007
34.634	78.157	40.422
31.343	79.992	10.104
35.174	79.715	12.247
25.695	77.247	20.371
43.704	79.057	20.314
50.732	94.801	12.651
45.509	101.520	5.913
62.012	98.267	13.274
73.288	112.993	18.158
89.369	126.523	21.726
99.713	132.178	23.173
80.085	140.229	24.961
41.615	151.125	33.863
22.915	150.597	38.478
26.622	153.009	40.036
30.095	163.255	44.927
26.107	165.425	44.957
18.456	170.392	43.858
14.563	168.268	50.147
23.858	167.955	49.933
44.516	177.635	40.271
72.343	185.788	31.109
98.395	192.213	18.364
116.126	195.155	10.434
122.483	202.897	5.754
130.506	216.386	4.840
113.656	222.161	9.875
81.229	224.209	15.402
64.539	233.991	23.762
41.167	241.076	27.620
23.993	238.705	27.093
19.414	236.656	24.361
23.590	237.900	21.335
29.626	228.077	16.622
35.547	211.412	21.942
35.117	210.096	39.648
32.623	202.171	53.444
25.309	189.208	57.335
22.560	176.186	58.131
35.515	156.606	58.385
35.093	142.692	53.484
35.589	133.238	44.112
36.561	118.874	31.186
34.174	103.056	15.774
38.939	94.144	11.443
41.838	96.895	12.770
45.390	95.026	11.209
39.829	82.695	9.069
29.305	90.224	7.917
22.514	95.455	5.653
18.069	81.838	6.166
14.934	79.969	12.441
14.805	106.271	12.851
16.444	87.206	12.199
19.573	83.038	14.774
25.361	92.289	16.413
32.703	56.049	19.675
34.101	44.584	25.092
31.124	30.426	28.424
27.537	27.811	31.863
20.834	59.811	34.705
16.198	95.684	38.220
11.528	129.888	40.050
7.429	160.605	43.229
1.820	191.496	47.572
3.261	223.831	48.058
5.396	250.826	48.940
6.270	278.296	52.694
5.207	302.328	54.468
7.159	315.645	52.929
11.871	325.482	51.201
13.893	334.568	54.106
16.145	340.807	50.320
20.058	343.964	50.920
23.087	341.444	65.943
26.635	340.192	76.437
29.829	329.455	76.904
37.903	311.836	92.620
55.709	297.588	143.492
81.626	279.617	182.654
115.091	260.268	237.633
156.899	237.745	315.014
209.765	217.671	402.606
270.768	197.736	503.308
333.351	178.985	612.876
406.534	164.823	719.526
491.702	158.325	811.018
564.189	150.643	873.572
640.812	143.612	916.969
709.020	135.747	949.845
752.459	129.264	955.581
796.523	130.525	965.172
815.363	126.837	900.675
808.544	124.294	816.146
804.139	130.563	776.742
777.380	139.418	712.269
705.085	156.152	635.586
659.658	169.025	564.142
619.290	180.152	498.196
564.112	202.086	419.030
522.887	216.554	358.995
472.680	227.108	301.746
423.941	238.104	238.342
388.561	251.895	184.043
360.585	262.792	132.338
341.203	267.208	91.515
288.999	267.886	75.291
268.029	265.211	78.217
292.917	258.557	86.199
288.074	251.628	100.380
287.549	244.631	112.172
292.283	234.766	128.059
299.235	225.004	153.216
314.590	212.613	166.560
338.969	196.826	189.153
344.737	181.966	222.564
353.270	166.103	256.127
381.344	151.257	285.453
394.506	139.505	318.263
403.086	124.648	362.720
405.343	113.488	395.902
402.862	106.463	418.970
400.671	98.231	430.857
383.645	101.865	442.889
363.558	106.314	448.537
354.053	126.538	465.679
349.982	160.798	478.702
347.351	201.780	471.758
345.638	250.272	472.077
328.744	292.486	481.002
308.022	332.615	498.985
297.385	361.825	491.636
280.108	379.066	476.759
269.680	386.513	452.828
259.645	379.749	389.850
265.459	367.505	366.426
252.359	351.638	363.188
239.706	323.814	295.041
206.424	284.334	221.341
159.288	256.719	223.491
158.056	233.522	214.238
172.150	194.335	204.433
170.160	152.876	219.580
155.959	120.510	220.578
148.013	87.178	230.020
126.591	56.799	235.399
108.158	35.324	233.784
123.575	37.664	241.541
135.344	63.145	246.388
152.633	89.743	241.641
161.914	108.151	232.254
162.734	129.222	230.730
155.920	148.509	221.985
156.428	168.742	211.004
156.293	194.415	193.024
146.727	213.219	164.403
143.656	227.878	137.888
142.356	244.634	117.942
122.995	264.171	103.656
104.099	275.817	83.353
93.249	285.453	66.744
72.817	290.215	63.794
59.275	288.276	68.796
57.288	289.314	68.327
54.201	284.911	62.904
59.408	272.714	66.839
70.317	250.719	74.610
82.234	227.607	73.742
95.689	212.050	68.437
87.018	192.288	62.781
63.393	167.884	51.581
52.519	152.685	33.320
40.073	142.199	18.142
22.619	128.414	13.760
13.031	122.517	14.459
19.913	121.259	19.740
28.189	120.083	30.600
37.048	124.999	39.196
49.151	129.951	46.272
55.313	138.382	53.328
55.595	147.241	56.370
56.658	157.385	59.242
55.875	165.794	60.486
57.319	164.434	59.733
60.612	172.097	58.039
52.701	171.966	56.727
41.808	169.560	56.332
42.427	178.427	53.918
51.532	173.808	58.142
63.437	170.470	61.216
67.342	170.305	60.318
66.511	160.876	61.350
74.478	151.171	39.864
84.247	150.282	56.105
93.186	152.278	100.507
104.789	146.140	108.016
117.415	142.148	116.696
121.530	144.072	135.371
119.188	139.028	129.474
129.615	142.959	119.599
134.983	145.274	131.106
127.340	141.834	121.721
132.854	148.825	124.252
136.711	143.817	130.951
132.039	142.287	115.378
141.520	143.133	122.813
163.066	138.819	140.407
169.621	134.841	132.688
161.436	126.464	129.619
156.254	124.657	150.076
153.451	117.007	154.636
155.251	112.814	162.579
145.340	107.581	146.506
130.070	96.647	96.308
126.526	95.583	91.290
106.956	88.759	124.844
88.095	84.328	155.314
95.938	79.834	122.249
106.241	70.501	116.431
104.707	66.260	131.973
92.784	58.152	108.155
80.229	52.306	128.065
71.691	49.228	124.921
63.522	42.106	96.885
68.399	35.361	87.607
82.998	29.679	74.464
80.716	25.496	68.308
79.193	23.449	72.441
77.532	22.216	67.697
68.013	20.650	61.399
70.231	20.032	63.208
76.130	19.217	64.470
68.991	18.891	63.411
58.665	19.198	63.305
60.692	17.348	64.660
63.604	18.029	82.266
67.126	22.018	84.521
69.552	21.724	67.912
62.700	27.161	68.762
65.076	34.122	64.699
63.176	39.878	59.203
61.210	42.179	58.511
61.825	41.787	58.024
51.618	44.520	50.483
38.370	50.765	38.270
36.121	53.290	31.215
34.341	57.113	13.734
29.384	64.360	17.726
29.162	63.892	42.978
31.785	57.445	73.341
33.870	57.010	70.812
37.392	65.836	103.993
37.631	71.579	107.738
38.515	70.657	63.629
51.622	69.779	54.127
83.266	69.385	155.955
115.341	68.538	120.546
137.281	70.378	157.151
165.293	72.146	146.604
193.411	70.957	156.294
195.596	72.207	232.616
194.334	72.266	249.447
184.354	65.889	238.761
159.190	62.028	225.618
139.689	62.882	204.375
119.158	57.390	176.656
103.042	48.855	160.347
104.136	41.900	156.326
101.814	34.114	154.077
94.662	29.802	148.812
96.253	26.827	154.792
95.800	22.174	158.646
81.557	19.149	158.253
64.884	16.465	159.846
54.275	17.215	151.306
39.989	20.440	136.997
23.504	24.924	122.690
12.744	26.889	111.402
10.874	27.838	101.641
15.950	30.301	92.542
19.416	36.043	82.578
27.300	40.312	73.305
41.792	40.733	70.651
81.095	43.051	67.218
91.201	44.598	62.028
83.160	44.021	53.329
104.366	42.197	45.114
113.308	39.678	44.122
121.727	36.232	51.797
133.081	34.777	56.801
133.462	35.740	55.924
139.712	38.029	52.886
142.878	40.330	52.202
136.796	37.501	52.617
139.914	31.426	51.571
146.463	28.206	54.215
142.789	26.768	55.713
146.165	26.436	54.507
139.872	25.857	52.667
124.707	26.597	50.106
125.802	27.874	53.627
120.043	28.018	56.112
111.717	18.899	59.418
98.273	18.115	59.025
83.962	31.250	51.350
80.871	32.923	43.954
67.347	29.469	41.938
48.419	25.443	50.198
38.285	29.895	56.203
31.746	35.446	49.253
30.938	35.447	44.761
25.763	38.754	42.958
23.524	37.247	41.152
25.321	33.473	45.614
31.546	31.375	46.557
41.192	29.833	41.915
44.979	26.463	37.756
43.526	23.282	32.575
43.426	17.894	36.068
43.838	13.579	46.408
43.106	13.909	53.719
38.304	14.905	52.551
32.396	14.006	42.719
27.433	14.578	37.525
23.552	17.424	36.169
21.850	20.078	33.096
18.711	24.000	29.683
16.952	25.559	29.498
18.167	27.103	26.933
19.148	29.674	19.286
17.194	32.462	16.284
19.458	37.220	20.423
19.941	41.468	25.181
16.433	43.664	34.614
13.328	47.593	37.294
16.133	50.501	35.263
16.948	51.087	31.570
20.186	56.091	28.021
24.931	63.107	22.243
29.300	67.228	16.281
34.735	65.365	12.850
33.555	57.469	13.071
31.584	51.657	14.988
36.109	39.534	15.070
39.815	23.320	16.082
42.304	17.368	19.945
43.462	29.209	25.474
40.848	54.033	31.734
40.220	76.590	36.890
46.337	102.954	43.122
51.594	127.619	48.901
44.297	142.777	53.639
32.702	157.214	61.706
24.394	165.496	70.438
20.866	167.244	84.184
25.160	156.049	108.299
36.391	135.753	121.676
81.602	121.562	136.070
100.582	110.459	145.945
93.004	95.734	149.303
99.354	89.719	150.155
104.440	94.646	135.608
100.610	100.537	113.970
88.704	103.342	100.341
82.773	105.175	111.988
80.236	115.081	117.805
93.959	127.876	112.719
105.559	118.966	112.752
100.523	120.648	111.529
100.733	131.460	113.503
107.064	126.434	98.251
102.446	123.401	77.102
98.174	126.088	65.803
102.681	121.587	55.632
99.767	116.657	45.254
90.662	116.297	35.535
81.028	104.067	33.180
80.209	86.357	40.839
73.598	73.708	50.352
69.599	65.058	60.565
74.696	53.106	75.206
74.190	43.241	82.921
78.236	34.806	94.251
74.044	25.816	110.467
74.898	38.458	110.849
80.308	35.643	119.622
68.469	26.658	122.343
57.027	33.252	115.271
51.114	38.176	112.940
48.256	43.275	96.999
48.102	53.054	82.430
42.655	57.724	76.305
36.120	60.563	69.600
35.071	61.763	58.707
35.764	63.532	47.555
32.728	65.521	45.290
28.585	70.823	42.060
23.748	68.002	35.032
17.926	61.382	27.943
12.577	54.811	20.278
8.109	50.333	17.753
4.898	47.417	14.602
8.155	35.743	11.363
11.930	26.254	9.460
15.753	23.962	5.904
17.535	20.405	5.464
14.718	17.643	8.027
12.984	17.333	14.902
11.344	15.959	22.976
12.629	14.554	29.092
18.050	13.501	35.219
22.843	12.656	42.350
27.891	13.017	50.929
32.459	14.553	57.282
37.821	13.063	60.008
40.131	9.012	61.889
43.806	5.951	67.942
51.655	3.318	72.561
59.968	5.655	74.790
64.375	8.175	73.323
69.763	9.631	64.252
82.175	12.041	61.331
83.031	13.706	67.651
72.933	13.511	70.387
71.048	15.277	65.433
70.053	18.119	57.216
69.402	22.360	43.242
70.005	26.957	33.059
76.997	34.079	30.350
80.947	40.913	27.238
84.432	40.821	28.705
90.536	39.817	33.125
85.896	44.794	30.497
81.071	51.112	27.627
82.386	53.597	27.793
94.772	51.039	26.788
90.014	51.226	24.372
74.457	56.507	22.713
77.748	61.036	20.050
80.139	61.810	19.535
76.312	55.513	21.606
72.085	53.907	30.109
75.668	55.631	45.331
79.748	50.556	59.159
76.986	44.008	65.332
72.999	36.666	69.812
66.873	28.729	72.924
61.788	22.447	69.911
58.714	14.919	68.801
48.648	7.045	54.182
33.946	4.529	33.314
24.900	11.925	20.417
14.599	18.438	7.062
6.581	19.417	11.657
5.034	18.621	23.177
13.939	19.582	30.955
20.472	22.295	40.344
25.277	20.975	51.659
32.626	20.663	52.330
41.163	20.908	48.312
47.403	47.205	46.980
52.739	47.669	45.376
54.072	20.226	45.411
51.032	15.701	45.029
51.896	24.524	50.876
56.865	26.193	55.031
60.536	23.811	54.221
61.158	23.185	47.914
63.462	24.295	39.235
66.970	27.375	35.134
66.456	29.956	33.211
63.646	32.029	32.128
64.230	35.143	30.836
63.474	34.984	33.499
60.270	34.369	38.608
63.864	36.271	39.946
66.638	38.174	34.669
61.973	38.799	28.845
62.492	42.062	28.124
69.720	44.286	29.130
73.710	45.376	31.282
73.168	49.486	29.207
70.384	57.448	25.767
66.128	69.387	29.507
62.131	77.120	31.432
54.629	79.956	32.792
43.927	93.026	35.374
37.180	104.813	36.985
37.294	111.102	33.346
40.222	117.077	28.803
42.971	123.215	30.912
41.689	131.008	32.245
34.436	139.208	28.395
26.924	136.783	25.251
23.176	143.249	24.648
20.078	149.774	24.110
19.918	146.103	19.070
19.908	151.565	16.019
18.752	147.183	14.158
32.808	147.068	10.212
35.858	142.859	8.652
24.723	139.609	9.051
29.315	142.087	8.333
32.916	134.577	10.539
29.423	127.809	14.123
22.449	120.620	31.417
16.990	112.248	32.378
13.155	108.761	18.866
12.267	105.282	21.291
13.617	103.909	18.022
16.807	106.645	15.462
21.092	109.315	14.041
26.387	117.173	14.024
30.177	118.833	17.085
29.243	125.367	21.210
25.593	130.965	24.642
24.671	134.738	27.814
24.938	137.385	30.664
23.936	139.414	30.484
25.529	143.805	29.259
27.412	146.940	27.326
28.153	150.813	23.496
29.808	166.066	18.493
31.425	182.510	11.456
33.291	182.577	4.189
31.526	170.046	2.832
26.592	174.698	3.953
22.081	205.228	5.905
17.638	222.701	9.422
13.766	235.118	9.679
10.615	246.607	7.300
11.834	252.616	9.658
15.299	255.489	10.680
16.069	259.884	9.354
17.794	254.835	9.863
18.038	242.736	11.903
18.057	235.958	13.238
20.321	225.963	16.314
21.819	216.617	19.696
24.947	205.853	18.720
27.132	192.654	25.202
19.184	183.185	18.864
14.551	165.906	6.457
15.402	150.576	20.040
18.843	145.384	52.421
33.962	132.098	73.211
58.720	124.953	85.774
59.977	117.904	89.482
53.911	102.056	77.214
49.642	96.206	56.193
47.497	93.327	36.259
43.834	83.052	20.359
42.047	71.025	14.813
49.539	64.903	21.665
65.720	64.236	31.572
77.466	59.295	39.713
97.156	51.082	46.317
104.261	44.661	51.555
89.383	40.209	57.920
83.192	37.385	62.630
83.634	36.963	65.086
80.020	37.809	71.416
68.672	38.621	75.971
59.465	36.808	107.104
50.619	34.184	102.745
40.449	34.569	80.371
31.209	36.808	77.998
25.583	40.859	68.053
22.327	44.055	57.732
21.968	47.840	54.678
28.062	50.741	44.519
34.082	51.592	29.644
35.717	52.798	19.415
39.112	55.886	12.286
43.209	56.907	11.906
45.072	54.879	18.757
40.541	54.940	23.344
34.146	54.465	25.847
29.018	53.786	31.515
25.065	52.821	34.727
24.781	56.527	35.088
24.839	62.852	33.761
25.621	67.306	28.251
27.927	70.501	23.603
29.545	74.412	20.578
29.599	83.895	17.682
29.035	88.326	14.920
28.007	95.164	17.954
30.087	103.083	22.181
33.960	103.194	30.835
37.189	100.279	39.438
38.394	111.731	36.948
37.730	124.738	34.662
37.492	113.327	51.713
34.399	106.340	47.428
36.338	99.468	26.046
42.418	98.874	26.414
44.196	98.431	27.954
42.320	88.009	25.668
41.084	87.122	22.532
55.202	83.606	21.316
53.741	77.581	18.706
37.630	74.692	15.715
34.330	71.865	15.507
30.602	68.765	16.481
27.465	66.732	15.556
25.403	67.376	13.671
25.220	67.889	11.469
27.146	65.757	9.737
27.838	68.139	8.540
28.256	71.346	6.969
30.228	69.204	7.564
31.989	65.487	10.251
32.255	64.731	12.585
33.852	68.220	19.861
35.085	71.893	27.320
33.836	74.962	32.806
35.153	77.988	39.740
35.469	80.777	49.354
38.790	82.089	70.584
47.375	89.140	97.337
51.826	103.795	144.280
56.503	108.926	187.737
64.408	109.613	223.138
77.083	120.075	268.472
102.517	133.242	386.345
126.933	132.596	476.004
138.123	136.855	495.923
185.932	147.282	551.105
264.091	152.525	625.714
326.262	159.541	707.773
387.579	161.182	793.557
464.459	168.830	915.205
552.487	175.990	1072.759
627.356	176.177	1200.649
713.383	182.520	1257.455
816.916	181.475	1275.735
897.549	182.125	1303.507
966.050	177.017	1340.413
1023.304	174.308	1318.963
1052.336	169.666	1300.404
1038.389	153.706	1279.017
1035.756	147.334	1252.786
1013.879	139.349	1203.225
945.129	128.505	1122.371
871.380	120.993	1042.140
768.850	110.057	949.016
690.450	103.484	861.419
625.336	102.367	728.987
529.496	98.449	581.725
428.208	84.465	465.733
332.288	69.596	336.154
236.146	68.852	203.134
150.313	59.191	89.865
64.945	48.432	36.683
31.644	43.042	92.788
101.470	37.832	136.690
174.557	35.618	169.464
246.732	37.858	189.197
322.853	42.134	204.859
416.803	54.981	221.859
515.146	67.015	262.083
615.620	80.854	290.836
726.836	87.415	318.066
834.510	94.977	372.597
942.156	105.048	431.567
1069.717	107.747	492.780
1156.398	109.243	563.791
1231.532	111.653	638.416
1307.467	113.655	711.196
1381.169	110.704	792.593
1443.388	107.764	881.704
1494.337	115.917	931.993
1546.505	109.609	1006.375
1568.265	104.370	1143.327
1523.782	106.839	1232.048
1510.450	111.672	1324.459
1527.424	116.837	1362.513
1487.907	113.001	1383.287
1455.658	122.442	1447.589
1392.736	130.085	1458.733
1348.959	135.227	1485.462
1337.391	145.776	1498.138
1299.873	152.096	1484.140
1244.760	157.509	1440.547
1191.439	158.104	1385.855
1149.953	166.941	1303.405
1084.511	169.187	1180.093
970.470	166.832	1049.319
859.995	168.104	921.625
756.401	166.580	800.018
643.199	168.544	671.624
536.580	171.520	546.673
422.520	175.767	413.901
302.982	180.993	308.896
189.290	180.853	230.086
88.256	181.398	157.307
39.381	185.064	111.725
86.794	187.497	89.665
139.610	187.429	82.572
183.848	188.108	83.183
210.157	187.550	85.875
228.264	188.708	88.262
237.854	188.588	88.068
239.870	183.809	86.172
237.865	181.117	81.992
234.171	175.287	77.315
230.703	169.548	78.393
229.548	157.410	79.224
216.336	154.753	76.100
207.140	148.428	77.395
207.871	137.438	74.269
196.430	133.300	74.548
195.238	120.787	80.223
193.399	117.917	72.839
193.402	113.502	69.406
195.805	105.110	65.119
197.484	101.908	66.972
194.094	94.084	78.739
194.050	81.474	81.978
187.142	71.923	93.305
176.145	65.829	96.314
170.002	55.748	97.371
154.341	43.958	109.523
147.323	32.503	116.866
143.074	24.164	120.685
133.361	21.571	122.710
127.671	20.113	106.903
129.688	17.579	108.202
129.562	15.714	121.682
131.099	16.053	116.639
141.650	16.643	113.564
143.779	19.474	108.243
145.617	24.076	106.860
122.644	29.146	108.652
138.474	32.152	104.062
167.132	31.632	114.030
132.679	31.441	131.065
121.128	33.541	157.031
110.953	35.339	210.523
107.642	33.441	285.254
125.448	32.788	379.368
165.430	35.287	492.857
227.824	39.380	619.399
295.952	39.615	750.512
367.363	38.043	877.324
447.744	39.187	1011.345
523.926	43.186	1139.688
597.415	44.697	1243.143
665.408	41.821	1313.088
688.827	43.154	1344.298
717.407	44.650	1369.298
747.848	45.110	1352.845
753.338	47.469	1331.756
749.934	50.570	1330.022
717.001	56.223	1295.883
679.562	62.310	1240.330
630.853	67.677	1150.723
559.362	65.824	1104.885
483.231	63.966	1074.156
469.336	66.237	968.658
421.475	63.927	946.127
336.681	55.168	973.256
319.410	51.214	953.646
332.456	58.578	929.641
364.739	59.813	903.425
395.099	58.111	875.593
435.685	63.798	851.986
494.194	73.743	864.076
540.498	84.261	896.521
574.722	89.798	919.784
613.587	91.648	938.435
644.243	98.228	951.790
665.125	105.638	957.030
673.669	102.520	951.341
665.180	108.440	900.031
636.459	113.200	816.204
572.728	101.992	719.359
482.812	97.017	617.817
412.570	95.107	499.034
313.726	84.652	339.556
212.655	78.815	165.083
187.668	79.542	192.370
234.642	82.808	364.116
365.448	84.070	533.422
526.193	90.690	707.047
666.550	106.864	840.405
782.113	115.730	949.553
858.706	124.684	1040.631
893.061	132.897	1095.282
908.105	133.349	1134.425
918.083	138.234	1147.274
909.853	146.463	1148.164
920.179	138.020	1133.960
931.476	139.421	1122.079
935.388	147.816	1106.605
965.410	141.452	1098.744
987.454	142.026	1109.835
1010.481	136.251	1116.767
1035.491	130.461	1127.871
1086.972	127.537	1118.744
1148.024	122.006	1121.311
1154.490	122.513	1129.159
1164.407	110.830	1120.850
1197.975	96.969	1118.040
1202.055	91.172	1125.237
1187.889	76.611	1119.030
1142.794	68.055	1104.063
1109.172	64.770	1112.535
1096.640	60.898	1108.355
1061.033	62.485	1096.674
1013.259	69.291	1017.623
948.442	79.194	951.839
879.129	81.460	914.429
788.702	92.440	837.272
684.252	103.552	746.400
584.267	112.918	637.418
474.239	117.272	529.548
371.549	125.634	427.559
279.905	135.630	343.945
205.797	133.156	274.048
150.607	134.822	219.608
105.692	141.084	170.386
70.005	138.950	131.815
51.671	139.434	104.254
49.259	133.349	75.689
53.637	127.058	55.981
57.468	124.832	36.964
64.794	119.996	22.450
71.381	114.906	17.054
70.514	99.881	21.887
68.500	94.207	29.194
69.254	91.720	33.620
66.078	80.945	39.570
59.046	74.308	43.014
53.439	73.408	41.189
48.993	69.424	38.615
45.276	69.500	37.819
39.620	63.583	39.654
35.017	58.255	38.308
30.696	61.098	36.558
28.519	61.659	38.550
27.450	58.062	38.355
28.300	61.608	35.196
32.405	63.632	36.581
37.186	63.627	39.354
40.627	66.277	39.446
40.771	69.535	39.480
39.196	70.726	37.470
37.586	68.157	35.604
34.591	69.338	34.562
33.197	70.020	32.004
32.868	70.124	28.624
34.950	68.687	25.266
37.761	70.167	21.729
42.037	69.682	20.535
47.200	70.402	16.910
52.141	74.028	10.505
59.451	74.887	7.630
67.349	85.341	8.995
67.272	83.545	16.385
70.763	77.793	23.485
82.087	89.139	27.728
87.811	86.898	31.719
