NO_OF_FRAMES	7907
NO_OF_DATA_TYPES	2
FREQUENCY	100
TIME_STAMP	2023-12-29, 15:59:55
DATA_INCLUDED	Velocity
DATA_TYPES	P2_hand_rP2_hands_vel	P2_hand_lP2_hands_vel


0.000	0.000
21.666	92.524
21.426	203.383
22.279	239.735
99.237	61.341
84.730	50.781
44.903	41.410
32.385	50.614
13.766	10.694
14.394	24.087
14.146	23.644
14.589	14.220
17.539	12.169
17.589	11.629
19.046	8.966
21.806	5.879
22.248	6.414
22.484	10.398
23.760	14.384
22.132	17.743
21.149	20.657
19.872	22.899
18.083	23.686
16.763	23.511
16.249	22.657
17.726	21.754
20.611	20.779
21.519	19.219
21.307	17.783
12.408	16.663
22.550	15.991
33.264	15.950
20.919	15.934
26.572	17.150
39.441	17.769
34.706	22.014
31.821	29.441
35.568	31.479
33.405	31.323
33.065	34.947
33.144	35.575
35.947	41.453
35.071	50.419
28.507	57.579
26.541	62.334
27.242	59.243
26.754	58.858
26.201	62.139
26.432	60.581
25.924	58.136
28.735	52.227
35.741	50.285
39.828	48.137
63.068	49.160
95.241	52.868
113.494	51.138
130.861	45.008
151.785	44.174
165.093	47.340
148.186	49.334
88.771	49.411
25.002	42.431
31.628	33.655
54.321	27.263
51.497	22.173
34.028	19.091
16.463	16.244
6.659	12.498
19.479	20.650
21.068	4.455
14.395	28.517
10.510	8.431
8.806	13.834
14.009	16.979
9.773	20.470
6.238	22.337
6.913	22.056
10.075	21.930
11.988	20.867
13.704	20.799
14.837	19.316
15.323	13.942
17.844	11.977
15.139	9.738
11.973	4.974
10.646	2.715
7.947	3.386
5.581	5.656
2.556	5.597
1.976	7.648
6.213	8.832
8.306	7.756
9.535	6.789
10.204	7.000
12.671	7.018
14.887	5.492
13.175	5.762
13.666	5.496
16.578	1.569
14.962	4.659
13.054	4.249
16.719	4.210
16.589	3.121
17.784	3.939
21.396	10.966
23.580	14.191
33.598	20.645
44.301	32.727
57.311	43.460
69.041	57.751
77.654	74.375
85.511	88.277
88.928	98.188
74.414	115.776
62.542	109.474
63.154	62.111
53.098	26.269
40.254	22.025
37.428	40.143
35.004	50.111
29.705	46.959
28.889	32.766
28.325	25.141
30.095	25.528
32.780	26.594
39.536	28.449
55.795	31.588
72.076	39.826
86.674	46.307
97.566	60.053
121.505	80.929
152.090	86.182
142.866	76.906
89.498	70.702
36.562	70.988
26.319	80.626
42.968	63.589
57.462	42.287
52.403	25.758
36.905	17.842
19.079	12.870
13.059	13.576
16.930	15.579
16.756	16.992
11.930	18.705
3.239	19.403
7.438	18.148
8.737	17.384
8.974	18.806
5.417	18.146
4.893	12.090
9.268	8.571
10.584	9.339
10.620	11.802
9.385	11.354
7.984	11.543
9.907	11.948
8.388	10.383
6.815	9.428
7.055	7.566
3.388	4.869
3.193	4.492
3.628	4.799
1.375	6.872
1.881	9.402
4.950	16.257
2.272	20.339
3.206	29.119
9.122	45.981
10.602	66.817
16.259	72.754
23.505	87.736
31.931	121.413
47.761	148.580
70.036	170.643
84.873	188.330
92.796	203.639
100.221	219.233
107.105	215.697
107.402	171.941
90.908	108.667
70.807	53.653
58.057	42.559
47.436	42.727
38.446	37.508
30.199	24.430
23.567	23.865
15.550	30.654
9.376	37.775
10.214	45.674
15.808	57.348
30.510	69.306
51.928	82.527
72.805	110.950
97.874	125.271
127.441	120.803
163.410	125.421
199.727	127.892
221.176	126.208
243.619	104.339
