P2_hands_comp_Distance_X	P2_hands_comp_Distance_Y	P2_hands_comp_Distance_Z
-115.393	-38.959	2.751
-115.615	-38.262	2.566
-115.942	-37.402	2.340
-116.023	-36.471	2.317
-116.020	-35.579	2.375
-115.989	-34.704	2.487
-115.967	-33.692	2.649
-115.987	-32.850	2.727
-115.850	-32.119	2.749
-115.652	-31.443	2.698
-115.364	-30.821	2.534
-114.899	-30.216	2.209
-114.375	-29.764	1.805
-113.807	-29.530	1.469
-113.291	-29.424	1.099
-112.790	-29.465	0.764
-112.283	-29.657	0.429
-111.810	-29.808	0.128
-111.430	-30.109	0.190
-111.216	-30.202	0.125
-111.020	-30.262	0.129
-110.911	-30.263	0.194
-110.829	-30.231	0.209
-110.708	-30.213	0.181
-110.596	-30.251	0.098
-110.479	-30.296	-0.046
-110.366	-30.460	-0.283
-110.293	-30.727	-1.209
-110.170	-31.211	-1.645
-109.975	-31.726	-2.089
-109.808	-32.244	-2.533
-109.820	-32.686	-2.779
-110.038	-32.895	-2.545
-110.116	-32.742	-2.397
-110.067	-32.932	-1.928
-109.882	-32.943	-1.742
-109.740	-32.510	-1.671
-109.704	-32.294	-1.455
-109.697	-32.132	-1.378
-109.731	-31.969	-1.348
-109.872	-32.114	-1.116
-109.980	-31.920	-1.087
-110.078	-31.816	-1.059
-110.213	-31.599	-0.940
-110.310	-31.228	-0.759
-110.282	-31.052	-0.936
-110.500	-30.644	-0.681
-110.764	-30.188	-0.439
-111.061	-29.739	-0.151
-111.333	-29.341	0.105
-111.551	-29.121	0.350
-111.741	-29.036	0.500
-111.871	-29.084	0.625
-111.918	-29.401	0.635
-112.224	-29.541	0.987
-112.163	-30.208	0.845
-112.041	-31.146	0.751
-111.838	-32.225	0.544
-111.687	-33.054	0.086
-111.532	-34.075	-0.133
-111.448	-35.182	-0.164
-111.383	-36.323	-0.076
-111.452	-37.324	0.259
-111.543	-38.328	0.827
-111.696	-39.283	1.545
-111.571	-40.278	2.652
-111.651	-40.995	3.293
-111.713	-41.478	3.880
-111.770	-41.989	4.241
-111.853	-42.278	4.431
-112.165	-42.387	4.447
-112.645	-42.310	4.306
-113.098	-42.210	4.163
-113.633	-42.199	4.002
-114.211	-42.187	3.803
-114.811	-42.196	3.431
-115.495	-42.316	2.922
-116.375	-42.338	2.069
-117.642	-42.423	0.853
-119.410	-42.431	-0.935
-121.737	-42.341	-3.392
-124.832	-41.753	-6.453
-128.674	-40.768	-10.541
-133.337	-39.196	-15.508
-138.771	-37.288	-21.352
-145.024	-34.902	-27.950
-152.372	-31.236	-34.784
-160.819	-26.083	-42.108
-169.039	-21.075	-49.683
-177.913	-15.281	-57.066
-186.184	-8.392	-64.296
-195.719	-0.575	-71.242
-204.693	7.487	-77.551
-213.069	15.882	-84.330
-221.406	25.212	-89.795
-228.971	34.946	-94.207
-235.651	44.541	-98.525
-241.548	54.491	-102.508
-246.563	64.131	-106.015
-250.554	73.031	-108.866
-252.986	82.273	-111.883
-254.271	90.893	-114.600
-254.213	98.264	-117.676
-252.982	105.633	-120.689
-250.857	110.912	-124.022
-247.957	114.734	-127.629
-244.493	117.048	-131.393
-240.434	117.972	-135.276
-236.180	117.302	-139.236
-231.163	115.644	-143.118
-225.948	112.788	-146.967
-220.571	108.822	-150.509
-213.847	105.234	-154.100
-207.508	99.492	-157.145
-201.015	92.867	-159.848
-194.322	85.491	-162.153
-187.213	78.325	-164.214
-179.645	70.387	-165.645
-171.769	62.270	-166.323
-163.731	54.109	-166.984
-155.451	45.325	-166.866
-147.419	37.380	-166.358
-138.963	29.448	-164.860
-130.398	22.546	-163.212
-122.177	15.731	-161.138
-113.881	9.410	-158.581
-105.712	3.577	-155.466
-97.997	-1.539	-152.071
-90.742	-6.041	-148.500
-84.110	-10.019	-145.059
-78.100	-13.442	-141.423
-72.562	-17.128	-137.468
-67.787	-20.033	-133.793
-63.509	-22.216	-130.326
-59.909	-24.190	-127.207
-56.952	-25.758	-124.598
-54.413	-27.174	-121.818
-51.997	-28.306	-119.182
-50.239	-29.216	-116.992
-48.958	-29.995	-114.875
-48.004	-30.635	-113.055
-47.447	-31.016	-111.493
-47.219	-31.367	-110.337
-47.198	-31.475	-109.343
-47.299	-31.473	-108.620
-47.500	-31.394	-108.228
-47.745	-31.169	-108.136
-47.999	-30.859	-108.265
-48.511	-30.375	-108.619
-49.074	-29.920	-108.948
-49.592	-29.569	-109.363
-50.340	-29.293	-109.583
-51.074	-29.184	-109.945
-52.040	-29.137	-110.230
-52.871	-29.275	-110.343
-53.849	-29.703	-110.382
-54.964	-30.188	-110.317
-55.959	-30.973	-110.219
-56.915	-31.838	-110.221
-58.046	-33.103	-110.161
-59.112	-34.661	-110.086
-60.214	-36.465	-110.077
-61.221	-38.678	-110.143
-62.700	-41.158	-109.590
-63.633	-44.305	-109.792
-64.868	-49.395	-109.623
-65.731	-53.360	-109.571
-66.346	-57.689	-109.696
-67.784	-62.792	-110.252
-68.536	-67.940	-110.268
-69.221	-73.243	-109.819
-68.980	-78.962	-108.078
-68.494	-83.800	-106.853
-72.085	-92.423	-105.981
-70.413	-96.266	-105.381
-78.043	-105.482	-107.149
-76.080	-109.393	-104.632
-74.744	-113.276	-102.711
-75.235	-113.559	-98.867
-76.885	-118.450	-97.724
-80.262	-127.129	-98.645
-82.878	-131.365	-97.996
-86.119	-135.466	-97.541
-90.217	-138.359	-96.807
-95.055	-140.172	-95.948
-100.937	-142.262	-95.319
-108.261	-142.693	-93.812
-116.138	-144.643	-94.040
-124.735	-146.435	-94.874
-133.778	-148.926	-97.252
-143.030	-151.475	-100.664
-152.498	-154.244	-106.028
-162.561	-151.206	-108.780
-172.584	-146.918	-111.649
-182.612	-138.071	-113.514
-191.897	-126.882	-112.950
-201.646	-123.044	-117.350
-212.008	-111.480	-118.462
-221.641	-102.305	-120.464
-230.641	-92.867	-122.597
-239.724	-82.696	-124.613
-248.527	-71.881	-126.082
-256.978	-59.658	-126.621
-264.736	-46.944	-126.850
-271.811	-34.492	-126.830
-278.224	-22.298	-126.186
-283.932	-9.954	-124.885
-288.476	1.197	-123.791
-292.604	11.907	-122.077
-296.284	22.228	-120.358
-299.353	31.438	-118.675
-301.739	39.479	-116.877
-303.533	46.333	-114.912
-304.752	52.490	-112.673
-305.331	57.364	-110.268
-305.025	61.851	-107.425
-304.137	64.883	-104.422
-302.408	67.062	-101.230
-299.928	68.372	-97.970
-296.656	68.814	-94.852
-292.706	68.417	-91.643
-287.953	67.448	-88.595
-282.558	65.910	-85.685
-276.579	63.807	-83.147
-270.336	61.199	-80.586
-263.504	58.009	-78.629
-256.437	54.385	-77.136
-249.103	50.505	-76.065
-241.691	46.161	-75.361
-233.787	40.484	-75.082
-225.934	34.698	-75.070
-217.974	28.481	-75.376
-209.993	22.834	-76.189
-201.829	17.340	-77.307
-193.778	12.074	-78.950
-186.161	7.148	-80.873
-178.825	2.410	-82.936
-171.682	-1.437	-85.294
-164.154	-5.760	-88.270
-158.067	-8.272	-91.346
-151.864	-10.143	-95.094
-146.783	-11.278	-98.029
-141.351	-13.317	-102.150
-137.363	-12.884	-106.323
-133.254	-12.410	-110.559
-128.780	-11.335	-115.949
-124.644	-10.852	-121.202
-120.608	-9.610	-126.138
-116.776	-7.776	-130.947
-112.830	-5.774	-136.616
-108.737	-3.683	-141.552
-104.745	-1.273	-146.028
-100.596	0.873	-150.071
-96.521	2.965	-153.568
-92.839	4.741	-157.053
-89.101	6.934	-160.237
-85.388	9.069	-163.029
-81.835	11.087	-165.662
-78.215	13.124	-168.224
-74.519	15.165	-170.643
-70.767	17.046	-172.838
-67.144	18.902	-174.756
-63.345	20.768	-176.285
-59.827	22.502	-177.191
-56.740	23.831	-178.240
-54.241	25.032	-179.059
-52.456	25.854	-179.487
-51.143	26.414	-179.848
-50.396	26.868	-180.137
-50.121	27.127	-180.483
-50.290	27.345	-180.853
-50.821	27.644	-181.214
-51.474	27.890	-181.469
-52.282	28.101	-181.803
-53.170	28.362	-182.099
-54.051	28.655	-182.248
-55.057	28.954	-182.458
-55.974	29.118	-182.648
-56.805	29.355	-182.781
-57.627	29.465	-182.782
-58.339	29.655	-182.846
-59.037	29.889	-182.901
-59.661	30.118	-183.025
-60.337	30.431	-183.127
-60.831	30.500	-183.031
-61.410	30.850	-183.274
-61.993	31.275	-183.524
-62.548	31.633	-183.706
-63.118	32.009	-183.859
-63.697	32.223	-183.936
-64.179	32.395	-183.970
-64.575	32.573	-184.004
-64.668	32.745	-184.012
-64.601	32.881	-184.016
-64.423	32.906	-183.974
-64.204	32.960	-183.975
-63.939	33.029	-183.926
-63.715	33.088	-183.894
-63.471	33.206	-183.883
-63.224	33.363	-183.873
-62.916	33.601	-183.891
-62.611	33.842	-183.929
-62.222	34.150	-183.997
-61.757	34.595	-184.149
-61.211	35.225	-184.349
-60.677	35.806	-184.546
-60.144	36.482	-184.738
-59.543	37.221	-184.931
-59.039	37.756	-185.134
-58.398	38.516	-185.361
-57.855	39.255	-185.643
-57.351	39.953	-185.911
-56.749	40.679	-186.168
-56.169	41.300	-186.366
-55.595	41.966	-186.535
-54.858	42.719	-186.827
-54.242	43.273	-186.969
-53.560	43.872	-187.165
-53.011	44.267	-187.303
-52.469	44.608	-187.480
-51.849	45.050	-187.598
-51.356	45.339	-187.692
-50.857	45.632	-187.792
-50.319	45.967	-187.913
-49.891	46.202	-187.955
-49.524	46.310	-188.011
-49.053	46.488	-188.040
-48.623	46.734	-188.046
-48.225	46.874	-188.046
-47.790	46.994	-188.071
-47.296	47.294	-188.075
-46.833	47.545	-188.110
-46.538	47.741	-188.206
-46.152	48.003	-188.266
-45.736	48.270	-188.321
-45.434	48.508	-188.413
-45.134	48.826	-188.447
-44.780	49.125	-188.521
-44.490	49.391	-188.619
-44.225	49.607	-188.694
-43.900	50.045	-188.636
-43.572	50.472	-188.667
-43.291	50.837	-188.775
-42.889	51.421	-188.767
-42.331	52.125	-188.818
-41.955	52.643	-188.918
-40.833	54.127	-188.404
-40.384	54.938	-188.656
-40.041	55.657	-188.928
-39.591	56.653	-189.133
-39.208	57.532	-189.385
-38.879	58.409	-189.616
-38.489	59.560	-189.991
-38.239	60.532	-190.276
-37.951	61.459	-190.444
-36.874	62.674	-191.087
-36.614	63.527	-191.521
-36.463	64.212	-191.859
-36.395	64.755	-192.163
-36.364	65.291	-192.388
-36.378	65.736	-192.549
-36.418	66.144	-192.803
-36.488	66.507	-193.016
-36.636	66.681	-193.027
-36.751	66.835	-193.024
-36.833	66.974	-193.072
-36.889	67.055	-193.065
-36.962	67.072	-193.167
-37.032	67.169	-193.159
-37.061	67.237	-193.126
-37.102	67.305	-193.079
-37.138	67.245	-193.066
-37.224	67.224	-193.033
-37.344	67.193	-193.011
-37.519	67.090	-193.005
-37.656	67.002	-192.965
-37.878	66.862	-192.972
-38.053	66.756	-192.992
-38.199	66.599	-192.992
-38.246	66.419	-192.991
-38.245	66.231	-192.962
-38.200	65.862	-192.924
-38.049	65.364	-192.828
-37.873	64.633	-192.732
-37.538	63.492	-192.632
-37.181	62.138	-192.276
-37.497	60.195	-191.322
-37.182	58.108	-190.878
-37.105	55.638	-190.352
-36.915	53.097	-189.881
-36.908	50.268	-189.386
-36.979	47.296	-188.970
-36.983	44.425	-188.635
-37.152	41.366	-188.469
-37.263	38.524	-188.359
-37.614	35.165	-188.305
-38.100	32.078	-188.374
-39.607	27.673	-188.901
-40.343	24.147	-189.261
-41.102	20.466	-189.601
-41.902	17.255	-190.228
-42.603	13.842	-190.566
-43.023	10.802	-190.839
-43.417	8.005	-191.014
-43.724	5.339	-191.326
-44.182	2.943	-191.668
-44.618	0.870	-191.901
-45.056	-0.598	-192.077
-45.797	-2.139	-192.137
-46.520	-3.423	-191.870
-47.921	-5.905	-191.610
-48.987	-6.680	-191.319
-50.330	-7.285	-191.071
-51.343	-6.150	-190.885
-52.833	-6.131	-190.667
-54.608	-5.969	-190.510
-56.408	-5.462	-190.351
-58.086	-4.729	-190.371
-59.902	-3.733	-190.529
-61.767	-2.879	-190.596
-63.539	-1.874	-190.786
-65.064	-0.781	-191.026
-66.676	0.216	-191.234
-68.212	1.302	-191.480
-69.825	2.144	-191.625
-71.364	3.115	-191.802
-72.993	4.320	-191.957
-74.654	5.744	-192.044
-76.139	7.702	-192.104
-77.459	9.953	-192.188
-78.349	12.524	-192.030
-79.115	15.770	-192.144
-79.504	19.187	-192.140
-79.565	22.903	-191.988
-79.008	26.540	-191.752
-79.116	30.118	-191.085
-79.008	33.007	-190.168
-79.073	35.923	-189.186
-79.542	38.510	-187.995
-80.065	40.219	-186.544
-80.559	42.268	-185.480
-80.978	44.123	-184.511
-81.134	45.821	-183.441
-80.827	47.761	-182.687
-80.173	48.828	-181.868
-79.155	49.549	-180.923
-77.640	50.070	-180.047
-75.799	50.132	-179.170
-73.604	50.053	-178.811
-71.226	49.123	-178.690
-68.758	48.442	-179.201
-66.373	47.850	-180.101
-64.092	47.056	-181.371
-61.936	46.072	-182.758
-59.988	45.102	-184.351
-58.498	43.790	-185.935
-57.443	42.803	-187.769
-56.557	41.014	-189.130
-56.115	38.870	-190.291
-55.774	36.288	-191.249
-55.406	33.520	-191.919
-55.062	30.570	-192.378
-54.571	27.670	-192.659
-54.043	24.832	-192.771
-53.651	22.318	-192.802
-52.641	20.020	-192.706
-51.540	18.160	-192.577
-50.260	16.647	-192.385
-48.935	15.713	-192.176
-47.671	15.012	-191.887
-46.475	14.812	-191.619
-45.203	14.782	-191.278
-44.159	14.667	-190.866
-43.135	14.625	-190.322
-42.217	14.522	-189.916
-41.384	14.394	-189.412
-40.414	14.220	-188.797
-39.657	13.888	-188.332
-39.048	13.457	-187.945
-38.453	12.987	-187.563
-36.544	13.676	-186.494
-35.858	13.334	-186.113
-35.162	13.136	-185.773
-34.278	13.130	-185.473
-33.409	13.169	-185.210
-32.405	13.347	-184.928
-31.237	13.736	-184.661
-30.028	14.055	-184.383
-28.887	14.451	-184.074
-27.707	14.915	-183.611
-26.707	15.186	-183.214
-25.666	15.600	-182.837
-24.885	15.859	-182.479
-24.111	16.229	-182.030
-23.312	16.531	-181.746
-22.599	16.971	-181.381
-21.913	17.494	-181.032
-21.276	18.058	-180.827
-20.794	18.584	-180.655
-20.462	19.185	-180.563
-20.162	19.798	-180.444
-20.017	20.303	-180.402
-20.022	20.678	-180.374
-20.198	21.016	-180.399
-20.481	21.458	-180.468
-20.806	21.828	-180.629
-21.155	22.135	-180.867
-21.558	22.369	-181.045
-22.021	22.524	-181.241
-22.544	22.676	-181.526
-23.066	22.883	-181.776
-23.573	23.042	-182.102
-24.075	23.223	-182.453
-24.544	23.311	-182.782
-25.008	23.286	-182.975
-25.443	23.376	-183.224
-25.851	23.337	-183.437
-26.283	23.181	-183.641
-26.551	22.985	-183.805
-26.815	22.757	-183.971
-27.078	22.378	-184.197
-27.246	22.021	-184.338
-27.388	21.591	-184.426
-27.486	21.210	-184.476
-27.561	20.919	-184.496
-27.649	20.609	-184.575
-27.693	20.418	-184.617
-27.680	20.295	-184.667
-27.650	20.284	-184.782
-27.600	20.353	-184.926
-27.455	20.582	-185.103
-27.318	20.867	-185.270
-27.117	21.270	-185.533
-26.842	21.779	-185.733
-26.441	22.377	-185.928
-26.267	22.704	-186.183
-25.975	23.042	-186.217
-25.622	23.198	-186.184
-25.155	23.315	-186.211
-25.064	23.007	-186.366
-25.211	22.632	-186.734
-25.280	21.982	-186.914
-25.266	21.208	-187.082
-25.365	20.234	-187.226
-25.555	18.941	-187.266
-25.722	17.444	-187.241
-25.860	16.108	-187.181
-25.936	14.811	-187.107
-25.810	13.681	-187.002
-25.502	12.686	-186.925
-25.227	11.935	-186.839
-25.107	11.319	-186.708
-25.174	10.622	-186.515
-25.149	10.114	-186.281
-25.271	9.655	-186.118
-25.479	9.359	-185.894
-25.714	9.112	-185.744
-26.012	8.914	-185.593
-26.271	8.785	-185.481
-26.487	8.695	-185.421
-26.670	8.614	-185.358
-26.864	8.545	-185.369
-26.999	8.528	-185.334
-27.167	8.424	-185.327
-27.380	8.293	-185.318
-27.659	8.025	-185.326
-27.944	7.802	-185.285
-28.235	7.494	-185.217
-28.667	7.074	-185.204
-29.121	6.662	-185.213
-29.526	6.369	-185.214
-29.875	6.114	-185.206
-30.248	5.936	-185.253
-30.587	5.819	-185.268
-30.905	5.751	-185.364
-31.170	5.662	-185.451
-31.380	5.590	-185.522
-31.585	5.488	-185.585
-31.808	5.342	-185.663
-32.035	5.121	-185.778
-32.218	4.852	-185.822
-32.299	4.667	-185.840
-32.420	4.506	-185.853
-32.457	4.356	-185.878
-32.429	4.239	-185.888
-32.447	4.113	-185.916
-32.485	3.934	-185.900
-32.581	3.653	-185.870
-32.745	3.262	-185.768
-33.016	2.780	-185.676
-33.306	2.228	-185.498
-33.635	1.712	-185.330
-33.989	1.177	-185.193
-34.314	0.657	-185.094
-34.624	0.213	-184.962
-34.945	-0.240	-184.821
-35.218	-0.680	-184.710
-35.498	-1.170	-184.607
-35.808	-1.745	-184.462
-36.020	-2.240	-184.282
-36.186	-2.759	-184.154
-36.296	-3.249	-184.001
-36.378	-3.840	-183.816
-36.384	-4.476	-183.580
-36.313	-5.180	-183.314
-36.205	-5.799	-183.087
-36.124	-6.456	-182.810
-35.995	-7.255	-182.471
-35.846	-8.063	-182.053
-35.312	-9.167	-181.395
-35.166	-9.610	-181.140
-35.028	-9.985	-180.896
-34.907	-10.205	-180.688
-34.823	-10.280	-180.557
-34.793	-10.231	-180.474
-34.749	-10.038	-180.380
-34.683	-9.729	-180.345
-34.988	-8.801	-180.617
-34.935	-8.277	-180.676
-34.939	-7.711	-180.747
-35.040	-7.134	-180.928
-35.181	-6.321	-181.151
-35.375	-5.391	-181.390
-35.446	-4.458	-181.617
-35.537	-3.324	-181.869
-35.721	-2.217	-182.094
-35.806	-0.730	-182.330
-35.854	0.690	-182.662
-36.008	2.147	-182.960
-36.127	3.593	-183.213
-36.318	5.004	-183.503
-36.736	6.201	-183.716
-37.090	7.231	-183.888
-37.367	7.959	-183.799
-37.862	8.774	-183.990
-38.328	9.610	-184.196
-38.729	10.343	-184.414
-39.022	11.016	-184.659
-39.358	11.723	-184.895
-39.543	12.520	-185.173
-39.653	13.183	-185.391
-39.739	13.717	-185.565
-39.815	14.220	-185.738
-39.965	14.638	-185.984
-40.158	14.936	-186.146
-40.377	15.083	-186.279
-40.581	15.119	-186.399
-40.701	15.154	-186.497
-40.731	15.189	-186.591
-40.668	15.207	-186.680
-40.525	15.291	-186.816
-40.330	15.438	-186.887
-40.170	15.555	-186.983
-40.110	15.626	-187.049
-40.090	15.720	-187.133
-40.119	15.901	-187.270
-40.229	16.135	-187.456
-40.326	16.494	-187.694
-40.443	16.877	-187.997
-40.778	17.536	-188.476
-40.976	18.127	-188.764
-41.142	18.836	-189.099
-41.321	19.551	-189.412
-41.497	20.345	-189.797
-41.594	21.118	-190.124
-41.703	21.931	-190.462
-41.796	22.615	-190.697
-41.843	23.295	-190.943
-41.872	23.859	-191.187
-41.922	24.300	-191.413
-41.872	24.710	-191.517
-41.717	25.135	-191.627
-41.505	25.493	-191.756
-41.170	25.863	-191.871
-40.842	26.083	-191.907
-40.498	26.121	-191.921
-40.138	26.066	-191.889
-39.668	25.924	-191.882
-39.184	25.690	-191.832
-38.768	25.341	-191.743
-38.356	24.960	-191.643
-38.017	24.456	-191.583
-37.609	23.831	-191.418
-37.231	23.125	-191.237
-36.966	22.494	-191.087
-37.981	20.677	-191.695
-37.688	19.805	-191.595
-37.351	19.059	-191.440
-37.004	18.372	-191.259
-36.604	17.704	-191.098
-36.084	17.106	-190.889
-35.535	16.529	-190.714
-34.969	16.083	-190.513
-34.302	15.835	-190.290
-33.727	15.522	-190.171
-31.876	16.362	-189.326
-31.447	16.156	-189.259
-31.081	15.903	-189.260
-30.742	15.730	-189.207
-30.521	15.529	-189.198
-30.307	15.272	-189.210
-30.095	15.087	-189.154
-29.863	14.837	-189.113
-29.597	14.539	-189.006
-29.269	14.301	-188.970
-28.939	14.077	-188.940
-28.563	13.838	-188.856
-28.272	13.683	-188.799
-28.013	13.411	-188.671
-27.777	13.165	-188.568
-27.613	12.943	-188.506
-27.492	12.756	-188.442
-27.377	12.563	-188.386
-27.230	12.480	-188.344
-27.103	12.463	-188.309
-26.930	12.491	-188.262
-26.765	12.582	-188.232
-26.572	12.724	-188.267
-26.453	12.934	-188.325
-26.344	13.172	-188.364
-26.355	13.395	-188.434
-26.340	13.690	-188.548
-26.352	14.031	-188.661
-26.421	14.448	-188.778
-26.500	14.854	-188.901
-26.547	15.364	-189.052
-26.628	15.876	-189.210
-26.652	16.431	-189.331
-26.737	16.920	-189.500
-26.810	17.396	-189.685
-26.901	17.843	-189.860
-26.998	18.306	-190.076
-27.056	18.683	-190.180
-27.177	19.068	-190.310
-27.304	19.268	-190.434
-27.319	19.423	-190.437
-27.466	19.414	-190.475
-27.634	19.310	-190.505
-27.773	19.116	-190.526
-27.813	18.913	-190.456
-27.867	18.599	-190.388
-27.935	18.279	-190.326
-27.893	17.943	-190.246
-27.892	17.644	-190.154
-27.913	17.317	-190.105
-28.017	16.939	-189.987
-27.961	16.632	-189.874
-28.071	16.333	-189.750
-28.219	16.007	-189.629
-28.414	15.671	-189.526
-28.766	15.237	-189.423
-29.185	14.681	-189.330
-29.531	14.243	-189.182
-29.910	13.920	-189.139
-30.227	13.670	-189.092
-30.672	13.371	-189.046
-31.203	13.149	-189.007
-31.747	13.029	-188.945
-32.229	13.019	-188.943
-32.901	12.935	-189.060
-33.778	12.813	-189.138
-34.553	12.815	-189.176
-36.732	11.779	-190.090
-37.688	11.726	-190.293
-38.674	11.742	-190.464
-39.653	11.630	-190.661
-40.582	11.494	-190.827
-41.472	11.250	-191.007
-42.294	10.985	-191.067
-43.137	10.569	-191.183
-43.899	10.143	-191.146
-44.485	9.600	-191.184
-45.047	9.073	-191.140
-45.559	8.547	-191.111
-45.899	8.044	-191.105
-46.235	7.504	-191.023
-46.509	6.881	-190.932
-46.771	6.237	-190.818
-46.956	5.529	-190.626
-47.213	4.726	-190.440
-47.329	3.947	-190.306
-47.372	3.065	-190.072
-47.398	2.041	-189.765
-47.481	0.971	-189.373
-47.366	-0.187	-189.021
-47.225	-1.440	-188.543
-47.087	-2.867	-187.981
-46.794	-4.310	-187.453
-46.514	-5.855	-186.853
-46.151	-7.552	-186.212
-45.657	-9.197	-185.578
-45.017	-10.934	-184.849
-44.410	-12.729	-184.202
-43.698	-14.579	-183.401
-42.911	-16.430	-182.771
-41.636	-18.767	-181.628
-40.719	-20.511	-180.882
-39.687	-22.356	-180.070
-38.660	-24.214	-179.135
-37.659	-26.064	-178.189
-36.547	-27.815	-177.181
-35.497	-29.432	-176.239
-34.340	-31.046	-175.320
-33.330	-32.387	-174.463
-32.301	-33.752	-173.678
-31.395	-34.889	-172.920
-30.559	-36.032	-172.190
-29.784	-37.047	-171.619
-29.084	-37.901	-170.984
-28.450	-38.631	-170.396
-27.991	-39.151	-169.953
-27.547	-39.491	-169.563
-27.226	-39.684	-169.332
-26.944	-39.683	-169.153
-26.854	-39.573	-169.159
-26.784	-39.427	-169.230
-26.788	-39.228	-169.371
-26.835	-38.938	-169.541
-26.889	-38.701	-169.685
-26.958	-38.403	-169.879
-26.967	-38.079	-170.012
-26.948	-37.703	-170.250
-26.914	-37.199	-170.522
-26.963	-36.729	-170.813
-27.018	-36.248	-171.054
-27.110	-35.766	-171.258
-27.222	-35.391	-171.454
-27.298	-35.111	-171.634
-27.428	-34.825	-171.795
-27.548	-34.506	-172.002
-27.701	-34.225	-172.189
-27.783	-33.932	-172.358
-27.903	-33.647	-172.525
-28.024	-33.338	-172.728
-28.201	-33.053	-172.954
-28.406	-32.716	-173.237
-28.676	-32.367	-173.433
-28.975	-32.022	-173.639
-29.241	-31.650	-173.944
-29.642	-31.173	-174.252
-30.042	-30.676	-174.476
-30.390	-30.316	-174.757
-30.859	-29.899	-175.065
-31.273	-29.427	-175.300
-31.671	-28.860	-175.565
-32.080	-28.348	-175.834
-32.413	-27.739	-176.161
-32.650	-27.039	-176.509
-32.904	-26.261	-176.897
-33.223	-25.550	-177.193
-33.520	-24.780	-177.580
-33.790	-23.947	-177.958
-34.079	-23.147	-178.306
-34.344	-22.468	-178.598
-34.645	-21.808	-178.879
-34.896	-20.909	-179.222
-35.087	-20.068	-179.531
-35.210	-19.210	-179.815
-35.342	-18.186	-180.231
-35.400	-17.064	-180.545
-35.465	-15.841	-180.838
-35.619	-14.436	-181.351
-35.824	-12.994	-181.649
-36.112	-11.352	-182.126
-36.357	-9.432	-182.586
-36.878	-7.515	-183.331
-37.259	-5.162	-184.116
-37.633	-2.532	-184.888
-38.374	0.875	-186.054
-38.793	3.757	-187.004
-39.240	6.769	-188.048
-39.811	9.805	-189.061
-40.491	12.812	-190.101
-41.289	15.906	-191.149
-42.170	19.040	-192.224
-43.045	22.166	-193.325
-43.923	25.241	-194.382
-44.886	28.266	-195.351
-45.625	31.466	-196.378
-46.300	34.359	-197.021
-46.926	37.524	-197.873
-47.047	40.797	-198.760
-46.840	44.193	-199.550
-46.052	47.645	-200.158
-44.944	51.119	-200.749
-41.920	55.961	-200.333
-40.114	59.649	-200.423
-38.182	62.735	-200.491
-36.053	65.395	-200.296
-34.340	67.867	-199.955
-33.109	70.112	-199.238
-31.602	71.938	-198.517
-30.268	73.275	-197.626
-28.964	74.220	-196.562
-27.709	74.977	-195.424
-26.655	75.329	-194.307
-25.572	75.419	-193.080
-24.606	75.243	-191.984
-23.678	74.913	-190.825
-22.971	74.427	-189.822
-22.469	73.631	-188.775
-22.130	72.856	-187.968
-21.900	72.051	-187.191
-21.799	70.802	-186.275
-21.808	70.165	-185.653
-21.771	69.359	-184.969
-21.749	68.085	-184.084
-21.666	67.186	-183.391
-21.467	66.310	-182.604
-21.281	65.330	-181.787
-21.176	64.365	-181.063
-21.265	63.376	-180.250
-21.534	62.251	-179.506
-21.986	61.089	-178.856
-22.436	59.858	-178.200
-22.927	58.613	-177.650
-23.224	57.308	-176.962
-23.525	55.994	-176.303
-23.927	54.969	-175.716
-24.190	53.467	-174.909
-24.408	52.158	-174.234
-24.717	50.621	-173.630
-24.957	49.183	-173.109
-25.355	47.678	-172.623
-25.886	46.250	-172.330
-26.390	44.979	-172.056
-26.864	43.511	-171.476
-27.119	41.956	-170.742
-27.698	40.721	-170.317
-28.183	39.695	-170.087
-28.673	38.629	-169.794
-29.150	37.754	-169.516
-29.652	36.896	-169.323
-30.198	36.132	-169.098
-30.604	35.382	-168.752
-31.064	34.728	-168.432
-31.484	34.119	-168.091
-31.872	33.680	-167.795
-32.144	33.395	-167.460
-32.338	33.134	-167.200
-32.608	32.831	-166.857
-32.856	32.415	-166.511
-33.119	32.216	-166.172
-33.364	32.013	-165.878
-33.566	31.837	-165.590
-33.680	31.700	-165.294
-33.829	31.505	-165.049
-33.954	31.284	-164.752
-34.028	31.081	-164.527
-34.075	30.868	-164.281
-34.174	30.497	-163.941
-34.227	30.168	-163.593
-34.249	29.812	-163.231
-34.274	29.398	-162.834
-34.170	28.966	-162.488
-35.150	27.599	-162.581
-35.054	27.059	-162.194
-35.030	26.567	-161.842
-34.992	26.066	-161.464
-34.881	25.521	-161.175
-34.727	24.995	-160.836
-34.616	24.435	-160.556
-34.604	23.816	-160.376
-34.470	23.460	-160.091
-34.365	23.050	-159.927
-34.226	22.590	-159.759
-34.058	22.132	-159.625
-33.929	21.678	-159.562
-33.865	21.317	-159.500
-33.797	20.902	-159.480
-33.729	20.553	-159.440
-33.586	20.205	-159.395
-33.435	19.923	-159.398
-33.225	19.707	-159.424
-33.007	19.659	-159.507
-32.753	19.627	-159.567
-31.313	20.614	-159.057
