P2_hands_comp_Distance_X	P2_hands_comp_Distance_Y	P2_hands_comp_Distance_Z
-31.641	125.891	-14.548
-31.356	125.986	-14.368
-31.106	126.005	-14.206
-30.812	125.890	-14.077
-30.563	125.695	-13.975
-30.303	125.451	-13.905
-30.157	125.255	-13.809
-30.005	125.033	-13.736
-29.981	124.759	-13.717
-29.999	124.444	-13.584
-30.095	124.109	-13.434
-30.180	123.794	-13.268
-30.259	123.461	-13.069
-30.361	123.165	-12.818
-30.470	122.856	-12.617
-30.527	122.561	-12.489
-30.551	122.302	-12.347
-30.498	122.043	-12.292
-30.429	121.789	-12.179
-30.175	121.537	-12.140
-29.918	121.251	-12.069
-29.691	121.003	-12.014
-29.466	120.721	-11.972
-28.971	120.588	-12.126
-28.785	120.369	-12.044
-28.522	120.137	-11.883
-28.167	119.889	-11.678
-27.764	119.651	-11.512
-27.393	119.433	-11.386
-26.981	119.187	-11.267
-26.580	118.786	-10.948
-26.236	118.592	-10.809
-25.903	118.470	-10.641
-25.592	118.335	-10.488
-25.309	118.188	-10.426
-25.059	118.025	-10.350
-24.837	117.883	-10.231
-24.667	117.746	-10.089
-24.456	117.581	-9.947
-24.306	117.365	-9.828
-24.113	117.173	-9.706
-23.939	116.966	-9.598
-23.789	116.756	-9.431
-23.704	116.607	-9.245
-23.656	116.448	-8.996
-23.643	116.318	-8.703
-23.686	116.209	-8.378
-23.765	116.148	-7.981
-24.013	116.135	-7.485
-24.434	116.187	-6.762
-25.040	116.159	-5.833
-26.366	115.670	-4.519
-27.694	116.029	-2.993
-29.061	116.532	-0.957
-30.770	117.376	1.421
-32.878	119.417	5.191
-35.218	121.007	9.044
-37.462	123.183	12.868
-40.103	125.076	16.987
-42.551	127.864	20.824
-45.263	131.288	23.836
-48.041	135.649	26.813
-51.259	140.900	29.155
-54.283	147.196	32.034
-57.866	154.114	34.110
-61.520	160.378	36.384
-65.015	166.022	38.630
-68.718	171.706	41.555
-72.615	177.383	45.005
-75.507	182.302	48.233
-78.788	187.662	52.061
-80.516	192.637	54.657
-82.422	197.755	58.463
-84.623	202.944	62.148
-85.840	207.757	65.339
-86.946	212.597	68.343
-87.314	217.278	70.523
-87.675	221.793	73.012
-87.973	225.133	75.479
-88.168	227.812	77.280
-88.874	230.159	79.287
-89.215	231.430	80.812
-89.681	231.957	82.102
-89.810	231.725	82.905
-90.453	231.526	83.633
-91.304	231.151	83.887
-92.293	230.565	83.810
-93.610	230.401	83.390
-95.126	230.075	82.422
-96.816	230.287	80.843
-99.125	230.813	78.784
-101.698	231.385	75.975
-104.959	232.795	73.047
-108.794	234.628	69.597
-113.086	236.748	65.984
-117.829	239.340	62.078
-122.954	242.239	57.615
-127.489	245.381	53.506
-132.490	248.542	49.324
-136.831	251.683	45.126
-140.494	255.142	40.252
-143.958	258.428	36.396
-147.597	262.509	32.740
-150.000	265.935	28.524
-151.179	268.928	24.678
-151.369	270.918	21.450
-151.089	272.587	17.094
-151.043	274.564	13.592
-150.357	275.591	9.725
-149.641	276.251	5.952
-148.638	276.209	2.253
-148.149	275.708	-1.364
-148.049	274.998	-4.481
-148.393	273.641	-7.200
-149.847	272.018	-9.425
-151.945	270.214	-11.801
-154.028	269.092	-13.072
-156.212	268.506	-14.856
-159.160	267.925	-16.269
-161.568	267.445	-17.389
-163.783	267.193	-18.296
-165.745	267.114	-19.148
-167.139	267.353	-19.739
-168.186	267.717	-20.182
-168.710	267.880	-20.959
-168.835	267.914	-21.908
-168.714	267.856	-23.119
-168.263	267.502	-24.664
-167.716	266.987	-26.263
-167.057	266.129	-28.181
-166.290	264.967	-30.046
-165.568	263.742	-32.048
-164.958	262.315	-33.948
-164.280	260.777	-35.737
-163.765	259.160	-37.358
-163.295	257.465	-38.688
-163.125	255.840	-39.639
-162.827	254.280	-40.683
-162.762	252.651	-41.343
-162.647	251.307	-42.030
-162.650	249.864	-42.529
-162.544	248.435	-42.970
-162.482	247.224	-43.181
-162.400	245.936	-43.551
-162.347	244.652	-43.812
-162.214	243.282	-44.116
-162.061	241.853	-44.841
-161.934	240.582	-45.229
-161.768	239.536	-45.699
-161.557	238.358	-46.155
-161.187	237.629	-46.579
-160.811	236.738	-46.937
-160.379	236.109	-47.106
-159.827	235.738	-47.392
-159.245	235.344	-47.500
-158.711	235.101	-47.543
-158.102	234.917	-47.536
-157.742	234.487	-47.597
-157.248	234.263	-47.414
-156.747	234.045	-47.254
-156.319	233.680	-46.903
-155.907	233.177	-46.478
-155.471	232.650	-46.161
-155.161	232.106	-45.624
-154.649	232.065	-45.663
-154.427	231.095	-45.080
-153.890	230.667	-44.651
-152.958	230.710	-44.381
-152.152	231.015	-43.907
-151.122	232.251	-43.220
-149.820	234.538	-42.333
-148.440	238.218	-41.113
-146.929	243.559	-39.544
-145.233	250.695	-37.496
-143.927	259.647	-35.010
-142.690	270.280	-32.134
-141.677	282.825	-28.719
-141.134	296.747	-25.060
-141.000	312.094	-21.120
-141.240	327.991	-17.647
-141.934	344.128	-14.190
-143.006	360.700	-11.105
-144.565	376.405	-8.552
-146.309	392.251	-6.640
-148.268	407.638	-4.796
-150.655	422.330	-2.994
-152.989	435.985	-1.598
-155.261	448.417	-0.203
-158.587	460.562	1.466
-161.790	472.301	2.605
-164.176	484.037	2.598
-168.124	495.789	3.194
-172.380	507.269	3.299
-176.889	518.778	3.155
-181.675	529.792	2.868
-186.364	540.474	2.755
-190.946	550.290	2.183
-195.395	559.712	1.308
-199.366	568.570	0.113
-203.349	577.552	-1.584
-207.043	586.411	-3.665
-210.623	594.781	-5.811
-213.809	602.866	-8.020
-216.815	610.276	-10.293
-219.009	616.887	-12.685
-221.365	622.617	-14.430
-223.744	627.726	-15.954
-226.045	631.904	-17.084
-228.838	635.418	-17.971
-230.620	637.100	-18.074
-229.493	636.945	-18.390
-229.732	636.034	-17.272
-230.185	634.149	-14.972
-230.758	630.720	-12.367
-230.000	626.406	-9.518
-229.825	621.518	-7.008
-228.964	615.391	-4.721
-228.420	608.034	-2.568
-227.959	599.768	-0.183
-226.373	589.705	2.651
-224.240	578.355	5.566
-221.996	566.196	8.390
-219.405	553.185	11.425
-216.435	538.720	14.183
-212.507	523.766	16.396
-207.500	507.490	17.560
-202.026	489.774	17.929
-195.906	471.244	17.299
-189.467	451.959	16.098
-182.891	432.173	14.083
-175.778	411.855	11.637
-168.650	390.545	8.764
-161.286	369.800	5.663
-153.259	348.704	2.691
-144.920	327.817	-0.113
-136.487	307.192	-2.843
-128.373	287.468	-4.711
-120.135	269.470	-6.646
-112.369	251.837	-8.894
-105.021	235.481	-10.470
-97.732	220.956	-11.159
-92.378	208.053	-12.073
-87.291	196.556	-12.914
-82.974	186.610	-13.398
-79.555	178.488	-14.141
-76.922	171.893	-14.658
-75.038	166.767	-15.218
-73.602	162.902	-15.769
-72.536	160.207	-16.251
-71.658	158.310	-16.918
-70.963	156.973	-17.454
-70.404	156.198	-18.165
-70.096	155.806	-18.747
-69.736	155.896	-19.431
-69.548	156.215	-20.002
-69.412	156.734	-20.579
-69.314	157.387	-21.094
-69.258	158.105	-21.509
-69.259	158.860	-21.917
-69.215	159.558	-22.304
-69.186	160.208	-22.521
-69.179	160.815	-22.739
-69.188	161.410	-22.932
-69.228	161.915	-23.055
-69.308	162.497	-23.068
-69.373	163.108	-23.047
-69.479	163.681	-22.989
-69.587	164.288	-22.948
-69.735	164.865	-22.816
-69.886	165.424	-22.706
-70.036	165.941	-22.556
-70.198	166.431	-22.350
-70.334	166.874	-22.137
-70.541	167.268	-21.946
-70.729	167.718	-21.676
-70.965	168.192	-21.413
-71.233	168.546	-21.143
-71.480	168.891	-20.832
-71.719	169.179	-20.546
-71.932	169.440	-20.253
-72.062	169.638	-19.942
-72.190	169.751	-19.657
-72.264	169.749	-19.383
-72.288	169.665	-19.081
-72.252	169.471	-18.772
-72.170	169.195	-18.438
-71.991	168.810	-18.188
-71.716	168.349	-17.978
-71.339	167.765	-17.792
-70.940	167.086	-17.630
-70.520	166.372	-17.520
-69.978	165.564	-17.476
-69.374	164.643	-17.412
-68.679	163.712	-17.402
-68.022	162.817	-17.421
-67.278	161.732	-17.411
-66.394	160.557	-17.435
-65.552	159.509	-17.407
-64.730	158.463	-17.359
-63.913	157.529	-17.281
-63.178	156.795	-17.147
-62.516	156.222	-17.008
-61.878	155.815	-16.830
-61.355	155.638	-16.685
-60.997	155.636	-16.595
-60.798	155.881	-16.486
-60.769	156.302	-16.370
-60.894	156.827	-16.268
-61.147	157.526	-16.128
-61.448	158.302	-15.981
-61.855	159.287	-15.799
-62.279	160.422	-15.483
-62.713	161.479	-15.140
-63.076	162.458	-14.746
-63.507	163.523	-14.158
-63.952	164.443	-13.587
-64.388	165.405	-13.017
-64.769	166.406	-12.434
-65.143	167.358	-11.926
-65.447	168.297	-11.502
-65.761	169.297	-11.127
-66.138	170.275	-10.780
-66.544	171.152	-10.549
-66.905	172.005	-10.293
-67.328	172.811	-10.026
-67.694	173.571	-9.831
-68.106	174.239	-9.635
-68.614	174.924	-9.429
-69.157	175.663	-9.223
-69.766	176.460	-9.048
-70.420	177.194	-8.933
-71.230	177.990	-8.786
-72.103	178.878	-8.606
-73.060	179.782	-8.474
-74.190	180.599	-8.253
-75.317	181.608	-8.127
-76.600	182.539	-8.027
-77.924	183.519	-7.908
-79.176	184.604	-7.780
-80.526	185.612	-7.678
-82.048	186.632	-7.551
-83.703	187.748	-7.384
-85.428	188.773	-7.094
-87.234	189.779	-6.863
-89.019	190.713	-6.715
-90.803	191.654	-6.579
-92.575	192.519	-6.448
-94.272	193.215	-6.433
-95.860	193.849	-6.455
-97.278	194.348	-6.627
-98.689	194.660	-6.986
-99.756	194.928	-7.380
-100.716	195.036	-7.934
-101.568	194.996	-8.538
-101.981	194.741	-9.288
-102.374	194.445	-10.159
-102.581	193.917	-11.157
-102.476	193.184	-12.227
-102.169	192.339	-13.344
-101.658	191.213	-14.659
-100.836	190.137	-16.135
-99.754	188.819	-17.667
-98.563	187.504	-19.344
-97.134	185.955	-20.998
-95.447	184.584	-22.805
-93.588	183.056	-24.490
-91.710	181.773	-26.287
-89.657	180.573	-28.132
-87.535	179.235	-29.922
-85.248	177.961	-31.517
-82.794	176.673	-33.154
-80.326	175.383	-34.726
-77.714	174.255	-36.340
-75.120	173.088	-37.724
-72.470	172.099	-38.996
-69.890	171.151	-40.136
-67.269	170.423	-41.172
-64.807	169.931	-41.958
-62.456	169.670	-42.461
-60.116	169.527	-42.902
-57.823	169.362	-42.902
-55.796	169.577	-42.601
-53.846	170.023	-41.987
-52.255	170.538	-41.025
-50.903	171.260	-39.560
-50.026	172.209	-37.886
-49.438	173.325	-35.720
-49.410	174.567	-33.390
-49.883	175.890	-30.623
-50.537	177.319	-28.114
-51.769	178.856	-25.263
-53.334	180.488	-22.423
-55.156	181.977	-19.575
-57.290	183.277	-16.788
-59.582	184.735	-14.158
-62.002	186.327	-11.409
-64.475	187.570	-9.121
-66.876	188.856	-7.274
-69.293	190.136	-5.575
-71.640	191.358	-4.018
-73.872	192.556	-2.685
-76.019	193.744	-1.389
-78.133	194.805	-0.254
-80.014	195.708	0.655
-81.841	196.471	1.454
-83.417	197.052	2.076
-84.862	197.635	2.648
-86.056	197.944	2.995
-87.033	198.117	3.175
-87.812	198.183	3.230
-88.349	198.072	3.202
-88.728	197.830	3.064
-88.839	197.427	2.860
-88.733	196.887	2.571
-88.433	196.268	2.226
-88.001	195.700	1.863
-87.426	195.051	1.455
-86.795	194.363	1.068
-86.097	193.690	0.715
-85.365	193.083	0.444
-84.662	192.551	0.200
-83.951	192.087	-0.070
-83.141	191.747	-0.311
-82.376	191.494	-0.565
-81.627	191.296	-0.807
-80.922	191.288	-1.023
-80.253	191.467	-1.238
-79.548	191.595	-1.578
-78.866	191.797	-1.953
-78.183	192.079	-2.359
-77.536	192.326	-2.825
-76.906	192.649	-3.247
-76.302	193.111	-3.596
-75.688	193.647	-3.967
-75.067	194.161	-4.320
-74.491	194.749	-4.644
-73.881	195.354	-4.964
-73.263	196.026	-5.333
-72.756	196.588	-5.773
-72.211	197.160	-6.230
-71.667	197.788	-6.749
-71.172	198.202	-7.135
-70.707	198.602	-7.471
-70.260	198.921	-7.607
-69.958	199.250	-7.743
-69.801	199.532	-7.628
-69.758	199.591	-7.473
-70.068	199.742	-7.040
-70.554	199.884	-6.434
-71.219	200.092	-5.836
-71.969	200.112	-5.168
-72.815	200.591	-4.481
-73.892	201.488	-3.683
-74.867	202.479	-3.053
-76.082	203.958	-2.419
-77.065	205.509	-1.885
-78.055	207.289	-1.406
-78.936	209.112	-1.009
-79.881	211.572	-0.696
-80.748	213.804	-0.636
-81.817	215.986	-0.616
-82.815	217.965	-0.367
-84.270	219.932	-0.222
-86.093	221.717	-0.075
-87.754	222.902	0.115
-89.705	223.898	0.398
-91.756	224.493	0.646
-93.660	224.561	1.213
-95.507	224.160	1.577
-97.244	223.440	2.038
-98.587	222.578	2.770
-99.924	220.934	3.283
-101.090	219.229	3.712
-102.138	217.347	4.168
-103.036	215.319	4.432
-103.753	213.330	4.768
-104.348	211.141	4.833
-104.652	208.815	4.778
-104.711	206.272	4.692
-104.630	203.480	4.565
-104.279	200.512	4.195
-103.782	197.144	3.735
-103.073	193.876	3.358
-102.147	190.403	3.109
-100.974	186.976	2.632
-99.703	183.398	2.345
-98.325	179.989	2.022
-96.876	176.645	1.737
-95.278	173.453	1.390
-93.736	170.383	1.018
-92.313	167.586	0.776
-90.925	164.990	0.501
-89.715	162.800	0.245
-88.516	160.646	0.214
-87.529	158.735	0.151
-86.518	157.064	0.080
-85.444	155.437	0.142
-84.353	153.882	0.274
-83.502	152.529	0.458
-83.032	151.580	0.858
-82.717	150.971	1.444
-82.572	150.760	2.215
-82.548	150.879	2.922
-82.505	151.072	3.813
-82.563	151.477	4.732
-82.746	152.155	5.643
-83.092	152.880	6.594
-83.420	153.801	7.510
-83.799	154.825	8.385
-84.206	156.090	9.135
-84.656	157.489	9.689
-85.115	158.976	10.217
-85.518	160.612	10.561
-85.925	162.508	10.690
-86.196	164.595	10.697
-86.462	166.728	10.634
-86.708	168.984	10.382
-86.905	171.384	10.040
-86.929	173.879	9.626
-86.982	176.326	9.159
-86.987	178.812	8.560
-86.928	181.135	8.077
-86.892	183.382	7.476
-86.897	185.497	7.001
-86.796	187.314	6.685
-86.702	188.878	6.474
-86.561	190.285	6.364
-86.396	191.425	6.470
-86.204	192.147	6.643
-86.041	192.579	6.956
-85.854	192.754	7.352
-85.631	192.590	7.887
-85.261	191.991	8.429
-84.822	191.214	8.988
-84.322	190.246	9.487
-83.689	189.086	9.936
-82.825	187.597	10.270
-81.963	185.896	10.563
-80.855	184.007	10.766
-79.752	181.838	10.760
-78.501	179.496	10.592
-77.191	177.176	10.285
-75.907	174.694	9.773
-74.640	172.354	9.191
-73.561	170.282	8.641
-72.615	168.603	8.027
-71.797	167.088	7.621
-71.288	165.881	7.245
-70.930	164.781	6.881
-70.923	163.967	6.676
-71.116	163.343	6.495
-71.356	162.811	6.360
-71.571	162.485	6.202
-71.783	162.363	6.024
-71.941	162.473	5.913
-71.977	162.641	5.766
-71.853	162.916	5.691
-71.616	163.230	5.547
-71.315	163.606	5.396
-71.001	163.935	5.234
-70.591	164.288	5.037
-70.055	164.631	4.761
-69.590	164.858	4.480
-69.266	164.997	4.208
-68.867	165.088	3.916
-68.453	165.164	3.594
-68.154	165.194	3.333
-67.935	165.126	3.050
-67.842	164.971	2.842
-67.782	164.841	2.731
-67.760	164.638	2.574
-67.825	164.439	2.518
-67.881	164.138	2.538
-67.932	163.756	2.532
-67.944	163.314	2.542
-67.880	162.890	2.509
-67.864	162.475	2.431
-67.741	162.075	2.355
-67.672	161.709	2.261
-67.532	161.364	2.190
-67.374	161.045	2.099
-67.135	160.728	2.009
-66.848	160.498	1.883
-66.524	160.306	1.752
-66.204	160.138	1.611
-65.828	160.000	1.442
-65.450	159.877	1.219
-65.064	159.732	1.006
-64.722	159.554	0.831
-64.438	159.345	0.691
-64.118	159.137	0.493
-63.814	158.915	0.405
-63.509	158.774	0.327
-63.300	158.635	0.118
-63.126	158.566	-0.085
-62.981	158.523	-0.266
-62.824	158.561	-0.428
-62.728	158.603	-0.483
-62.835	158.822	-0.492
-62.911	159.132	-0.522
-63.053	159.483	-0.500
-63.361	159.920	-0.311
-63.648	160.462	-0.227
-63.853	161.069	-0.263
-64.087	161.707	-0.288
-64.360	162.326	-0.199
-64.590	162.902	-0.039
-64.844	163.438	0.145
-65.141	164.038	0.390
-65.458	164.124	0.640
-65.754	164.618	0.913
-66.101	164.982	1.294
-66.412	165.346	1.677
-66.690	165.677	2.093
-66.980	165.951	2.618
-67.307	166.023	3.060
-67.630	166.084	3.569
-67.882	166.095	4.029
-68.015	166.068	4.402
-68.063	166.047	4.708
-68.069	166.017	4.918
-67.985	166.091	5.188
-67.908	166.223	5.342
-67.762	166.312	5.412
-67.578	166.346	5.400
-67.425	166.350	5.386
-67.308	166.345	5.408
-67.213	166.289	5.407
-67.133	166.264	5.372
-67.104	166.229	5.317
-67.044	166.221	5.208
-66.980	166.295	5.045
-67.014	166.344	4.874
-66.993	166.398	4.666
-67.008	166.419	4.449
-66.758	166.502	4.060
-66.690	166.543	3.839
-66.623	166.560	3.597
-66.577	166.537	3.333
-66.508	166.564	3.074
-66.478	166.596	2.888
-66.537	166.586	2.822
-66.708	166.511	2.822
-66.898	166.457	2.898
-67.142	166.347	2.906
-67.426	166.278	3.003
-67.741	166.212	3.148
-68.039	166.177	3.264
-68.311	166.191	3.408
-68.576	166.162	3.559
-68.826	166.187	3.726
-69.109	166.185	3.957
-69.439	166.119	4.145
-69.880	166.119	4.398
-70.139	166.121	4.497
-70.232	166.083	4.652
-70.422	165.949	4.852
-70.564	165.782	5.039
-70.720	165.590	5.328
-70.902	165.378	5.574
-71.009	165.273	5.658
-71.065	165.171	5.753
-71.133	165.103	5.790
-71.161	165.184	5.795
-71.151	165.350	5.771
-71.088	165.546	5.744
-71.030	165.774	5.729
-71.019	165.973	5.705
-71.042	166.123	5.707
-71.104	166.181	5.720
-71.151	166.180	5.733
-71.160	166.105	5.698
-71.206	165.915	5.689
-71.251	165.733	5.652
-71.258	165.477	5.591
-71.239	165.229	5.468
-71.137	165.025	5.365
-70.829	164.821	5.186
-70.492	164.572	4.928
-70.084	164.281	4.564
-69.473	164.005	4.208
-68.932	163.613	3.870
-68.315	163.126	3.503
-67.675	162.567	3.104
-66.988	162.186	2.783
-66.331	161.768	2.423
-65.765	161.392	2.064
-65.173	161.151	1.747
-64.678	160.985	1.450
-64.192	160.732	1.087
-63.834	160.710	0.789
-63.430	160.682	0.449
-63.047	160.586	0.070
-62.887	160.519	-0.254
-62.905	160.529	-0.484
-62.878	160.476	-0.737
-62.909	160.403	-0.962
-63.005	160.264	-1.161
-63.119	160.148	-1.356
-63.295	160.074	-1.450
-63.474	159.973	-1.608
-63.696	159.800	-1.619
-63.809	159.626	-1.652
-63.892	159.508	-1.650
-63.971	159.484	-1.664
-64.135	159.507	-1.659
-64.311	159.440	-1.520
-64.468	159.354	-1.364
-64.760	159.255	-1.117
-64.987	159.159	-0.934
-65.165	159.023	-0.722
-65.342	158.905	-0.440
-65.542	158.799	-0.112
-65.732	158.698	0.285
-65.874	158.660	0.553
-65.949	158.659	0.850
-66.018	158.685	1.138
-66.073	158.756	1.379
-66.133	158.837	1.655
-66.165	158.971	1.938
-66.216	159.069	2.301
-66.223	159.138	2.622
-66.228	159.185	2.918
-66.186	159.147	3.191
-66.107	159.130	3.496
-66.021	159.068	3.729
-65.883	158.998	3.983
-65.759	158.967	4.137
-65.600	158.938	4.253
-65.487	158.928	4.335
-65.421	158.813	4.390
-65.415	158.682	4.465
-65.450	158.537	4.543
-65.500	158.350	4.535
-65.557	158.172	4.566
-65.608	158.011	4.511
-65.619	157.902	4.420
-65.663	157.882	4.354
-65.708	157.938	4.246
-65.799	158.107	4.106
-65.963	158.385	3.948
-66.097	158.720	3.822
-66.309	159.068	3.740
-66.553	159.348	3.690
-66.976	159.584	3.684
-67.496	159.778	3.692
-68.146	159.904	3.742
-68.791	160.004	3.827
-69.568	160.176	3.906
-70.449	160.402	4.013
-71.266	160.739	4.102
-72.111	161.284	4.124
-72.976	162.009	4.138
-73.839	162.799	4.273
-74.769	163.636	4.427
-75.669	164.519	4.620
-76.673	165.392	4.729
-77.726	166.135	4.845
-78.689	166.775	4.949
-79.611	167.327	5.047
-80.587	167.847	5.170
-81.556	168.389	5.291
-82.455	168.835	5.452
-83.304	169.123	5.606
-84.067	169.325	5.751
-84.742	169.430	5.895
-85.327	169.448	6.034
-85.849	169.362	6.214
-86.247	169.201	6.338
-86.539	169.006	6.455
-86.709	168.834	6.583
-86.777	168.647	6.720
-86.746	168.487	6.853
-86.568	168.362	6.947
-86.344	168.202	7.088
-85.964	168.014	7.194
-85.481	167.879	7.308
-84.861	167.741	7.484
-84.102	167.582	7.602
-83.335	167.442	7.680
-82.486	167.193	7.842
-81.584	166.910	8.022
-80.701	166.678	8.147
-79.876	166.373	8.342
-79.194	166.040	8.484
-78.655	165.764	8.649
-78.184	165.456	8.896
-77.802	165.220	9.121
-77.492	165.004	9.363
-77.277	164.768	9.532
-77.155	164.538	9.774
-77.104	164.256	9.997
-77.096	163.969	10.149
-77.186	163.673	10.252
-77.303	163.381	10.397
-77.383	163.086	10.493
-77.345	162.795	10.692
-77.870	162.868	11.135
-77.964	162.575	11.223
-78.101	162.398	11.370
-78.205	162.199	11.466
-78.374	162.013	11.600
-78.557	161.843	11.726
-78.765	161.721	11.801
-78.905	161.615	11.908
-79.058	161.493	12.036
-79.243	161.387	12.122
-79.340	161.318	12.225
-79.433	161.286	12.337
-79.593	161.264	12.467
-79.694	161.297	12.587
-79.764	161.344	12.635
-79.781	161.460	12.673
-79.785	161.584	12.619
-79.709	161.801	12.529
-79.568	162.084	12.311
-79.362	162.346	12.075
-79.096	162.631	11.808
-78.752	162.945	11.470
-78.385	163.221	11.140
-78.019	163.499	10.851
-77.575	163.756	10.468
-77.142	163.983	10.241
-76.704	164.156	10.018
-76.297	164.314	9.736
-75.917	164.296	9.521
-75.688	164.294	9.248
-75.530	164.240	8.952
-75.365	164.225	8.631
-75.223	164.211	8.331
-75.198	164.185	7.860
-75.028	164.042	6.883
-74.963	163.995	6.538
-75.019	164.018	6.220
-75.161	164.080	5.945
-75.268	164.191	5.673
-75.383	164.247	5.405
-75.539	164.330	5.215
-75.737	164.348	5.113
-75.993	164.313	5.055
-76.315	164.258	5.075
-77.065	164.475	5.384
-77.400	164.349	5.455
-77.773	164.232	5.592
-78.156	164.140	5.756
-78.524	164.101	5.897
-78.860	164.138	6.056
-79.201	164.243	6.198
-79.502	164.413	6.270
-79.771	164.642	6.381
-80.076	164.905	6.493
-80.431	165.163	6.593
-80.795	165.348	6.763
-81.189	165.527	6.944
-81.584	165.646	7.093
-81.951	165.742	7.264
-82.341	165.797	7.412
-82.657	165.801	7.522
-82.900	165.696	7.617
-83.100	165.592	7.694
-83.261	165.430	7.701
-83.340	165.282	7.729
-83.395	165.141	7.687
-83.440	164.981	7.645
-83.426	164.845	7.604
-83.456	164.697	7.540
-83.497	164.633	7.507
-83.561	164.567	7.479
-83.692	164.507	7.479
-83.805	164.434	7.503
-83.970	164.300	7.552
-84.130	164.151	7.667
-84.312	163.934	7.740
-84.408	163.694	7.829
-84.459	163.414	7.944
-84.466	163.105	8.104
-84.448	162.841	8.298
-84.399	162.644	8.543
-84.245	162.433	8.706
-84.025	162.234	8.852
-83.719	162.100	9.006
-83.412	162.022	9.161
-83.107	161.913	9.284
-82.830	161.714	9.445
-82.543	161.453	9.601
-82.347	161.274	9.717
-82.219	161.074	9.843
-82.120	160.839	9.964
-82.005	160.575	10.149
-81.934	160.317	10.290
-81.914	160.081	10.440
-81.875	159.933	10.517
-81.811	159.795	10.544
-81.712	159.715	10.548
-81.595	159.679	10.511
-81.447	159.673	10.394
-81.293	159.726	10.275
-81.140	159.784	10.152
-81.009	159.806	10.028
-80.934	159.882	9.918
-80.878	159.931	9.781
-80.983	160.003	9.814
-80.770	159.961	9.459
-80.696	159.925	9.284
-80.610	159.857	9.080
-80.545	159.802	8.860
-80.428	159.799	8.638
-80.258	159.721	8.403
-80.107	159.677	8.148
-80.097	159.790	8.172
-79.931	159.792	7.928
-79.402	159.427	7.551
-79.302	159.438	7.421
-79.207	159.392	7.242
-79.103	159.356	7.062
-78.841	159.247	6.666
-78.767	159.233	6.508
-78.706	159.199	6.363
-78.651	159.164	6.207
-78.542	159.167	6.070
-78.593	159.265	6.173
-78.482	159.252	5.946
-78.401	159.281	5.771
-78.318	159.332	5.596
-78.236	159.421	5.439
-78.144	159.533	5.281
-78.084	159.575	5.147
-78.124	159.753	5.082
-78.012	159.819	4.915
-77.893	159.968	4.735
-77.749	160.145	4.563
-77.498	160.356	4.401
-77.250	160.508	4.280
-76.955	160.586	3.938
-76.811	160.704	3.801
-76.643	160.828	3.708
-76.522	161.006	3.623
-76.373	161.169	3.535
-76.252	161.315	3.426
-76.064	161.421	3.346
-75.879	161.498	3.282
-75.673	161.541	3.227
-75.511	161.550	3.200
-75.846	161.739	3.246
-75.725	161.761	3.255
-75.598	161.709	3.278
-75.526	161.667	3.288
-75.437	161.631	3.316
-75.398	161.561	3.357
-75.397	161.518	3.405
-75.408	161.430	3.464
-75.437	161.408	3.519
-75.448	161.395	3.600
-75.440	161.379	3.637
-75.428	161.402	3.702
-75.401	161.404	3.757
-75.406	161.437	3.798
-75.365	161.459	3.858
-75.295	161.538	3.871
-75.269	161.650	3.952
-75.238	161.787	4.000
-75.233	161.954	4.076
-75.268	162.103	4.159
-75.464	162.283	4.280
-75.605	162.569	4.401
-75.773	162.896	4.538
-75.906	163.094	4.668
-76.102	163.249	4.831
-76.264	163.339	4.973
-76.432	163.433	5.126
-76.589	163.505	5.236
-76.761	163.580	5.342
-76.971	163.648	5.534
-77.128	163.727	5.643
-77.345	163.827	5.758
-77.490	163.970	5.883
-77.703	164.177	6.009
-77.886	164.403	6.170
-78.038	164.665	6.338
-78.277	164.854	6.514
-78.543	165.012	6.705
-78.842	165.115	6.932
-79.145	165.184	7.116
-79.427	165.186	7.307
-79.808	165.212	7.524
-80.076	165.208	7.701
-80.273	165.204	7.871
-80.342	165.214	8.008
-80.402	165.210	8.130
-80.516	165.169	8.280
-80.540	165.131	8.380
-80.592	165.123	8.483
-80.557	165.071	8.572
-80.536	165.029	8.618
-80.441	164.967	8.659
-80.354	164.858	8.722
-80.261	164.760	8.742
-80.197	165.263	9.088
-80.112	165.100	9.065
-79.999	164.953	9.080
-79.918	164.793	9.095
-79.813	164.645	9.113
-79.725	164.532	9.146
-79.637	164.418	9.138
-79.491	164.300	9.152
-79.337	164.192	9.135
-79.122	164.084	9.108
-78.872	163.969	9.085
-78.613	163.861	9.082
-78.279	163.722	9.080
-77.966	163.630	9.080
-77.675	163.543	9.098
-77.392	163.490	9.123
-77.114	163.477	9.160
-76.859	163.449	9.180
-76.630	163.431	9.197
-76.389	163.394	9.235
-76.232	163.312	9.229
-76.093	163.310	9.293
-75.985	163.234	9.405
-75.919	163.176	9.507
-75.903	163.128	9.687
-75.912	162.993	9.944
-75.975	162.784	10.264
-75.926	161.688	10.286
-76.119	161.391	10.626
-76.376	161.195	11.032
-76.665	160.984	11.527
-77.058	160.729	11.998
-77.399	160.524	12.487
-77.736	160.180	13.147
-78.059	159.981	13.907
-78.675	159.914	14.751
-79.508	159.812	15.459
-80.344	159.778	16.124
-81.216	159.815	16.800
-82.012	160.027	17.512
-82.737	160.198	18.068
-83.409	160.238	18.505
-84.005	160.303	18.877
-84.458	160.346	19.103
-84.833	160.422	19.305
