P2_Angle_l

93.539
93.502
93.155
93.084
92.954
92.961
92.956
92.902
92.892
92.787
92.655
92.572
92.509
92.467
92.421
92.396
92.362
92.332
92.306
92.283
92.244
92.204
92.151
92.105
92.052
91.988
91.921
91.878
91.829
91.771
91.722
91.696
91.656
91.609
91.579
91.564
91.514
91.499
91.490
91.473
91.478
91.444
91.384
91.320
91.257
91.198
91.137
91.054
90.964
90.899
90.839
90.801
90.756
90.708
90.676
90.666
90.648
90.620
90.593
90.580
90.561
90.548
90.537
90.518
90.526
90.538
90.561
90.580
90.628
90.609
90.712
90.736
90.716
90.778
90.789
90.762
90.765
90.772
90.783
90.786
90.781
90.786
90.787
90.766
90.763
90.798
90.785
90.789
90.767
90.748
90.738
90.722
90.698
90.680
90.673
90.667
90.676
90.686
90.701
90.724
90.745
90.790
90.853
90.877
90.954
91.040
91.118
91.223
91.349
91.494
91.651
91.825
92.022
92.235
92.491
92.737
92.902
92.962
92.938
92.885
92.803
92.752
92.727
92.700
92.693
92.670
92.638
92.562
92.453
92.324
92.172
91.975
91.797
91.628
91.480
91.336
91.226
91.089
91.020
90.978
90.950
90.942
90.934
90.924
90.911
90.882
90.848
90.823
90.797
90.761
90.737
90.721
90.714
90.728
90.745
90.755
90.765
90.768
90.764
90.775
90.767
90.750
90.718
90.700
90.687
90.670
90.677
90.683
90.710
90.756
90.820
90.943
91.057
91.225
91.426
91.646
91.917
92.229
92.567
92.897
93.158
93.186
93.137
93.076
93.004
92.962
92.980
93.030
93.075
93.117
93.150
93.156
93.100
93.001
92.820
92.623
92.431
92.233
92.031
91.897
91.788
91.701
91.632
91.615
91.630
91.679
91.759
91.867
91.988
92.142
92.314
92.517
92.732
92.979
93.234
93.509
93.781
93.925
93.946
93.919
93.876
93.854
93.859
93.908
93.964
94.023
94.069
94.083
94.091
94.105
94.107
94.119
94.133
94.145
94.158
94.169
94.173
94.172
94.168
94.151
94.128
94.111
94.086
94.066
94.048
94.028
93.994
93.960
93.930
93.912
93.895
93.888
93.889
93.873
93.850
93.782
93.629
93.363
93.042
92.697
92.342
91.964
91.604
91.276
90.954
90.709
90.530
90.402
90.333
90.324
90.370
90.452
90.566
90.675
90.762
90.830
90.891
90.925
90.961
90.960
90.984
91.050
91.104
91.175
91.301
91.489
91.668
91.928
92.201
92.468
92.720
92.905
92.968
92.930
92.873
92.785
92.697
92.637
92.608
92.611
92.615
92.615
92.585
92.532
92.453
92.362
92.246
92.132
92.030
91.956
91.901
91.863
91.854
91.855
91.885
91.953
92.040
92.139
92.259
92.386
92.498
92.606
92.656
92.645
92.587
92.518
92.440
92.373
92.320
92.294
92.276
92.265
92.227
92.197
92.151
92.105
92.031
91.947
91.865
91.766
91.649
91.543
91.449
91.351
91.306
91.228
91.153
91.115
91.095
91.081
91.080
91.051
91.085
91.165
91.198
91.188
91.214
91.209
91.170
91.120
91.070
91.031
91.006
90.992
90.982
90.984
90.993
91.003
91.013
91.021
91.023
91.017
91.025
91.018
91.005
90.987
90.961
90.937
90.921
90.906
90.885
90.853
90.819
90.824
90.793
90.759
90.748
90.730
90.705
90.650
90.640
90.616
90.598
90.585
90.576
90.562
90.542
90.535
90.525
90.505
90.483
90.439
90.380
90.304
90.229
90.157
90.142
90.089
90.050
90.034
90.033
90.049
90.075
90.108
90.158
90.222
90.286
90.338
90.366
90.375
90.382
90.355
90.303
90.241
90.177
90.123
90.086
90.050
90.014
89.992
89.979
89.974
89.975
89.992
90.011
90.041
90.077
90.119
90.182
90.230
90.319
90.386
90.405
90.395
90.375
90.353
90.334
90.336
90.350
90.387
90.426
90.453
90.478
90.533
90.484
90.537
90.558
90.579
90.610
90.635
90.674
90.683
90.703
90.719
90.725
90.738
90.748
90.764
90.776
90.792
90.803
90.803
90.805
90.794
90.783
90.767
90.724
90.731
90.735
90.748
90.765
90.785
90.801
90.813
90.817
90.805
90.804
90.791
90.768
90.744
90.705
90.672
90.634
90.595
90.549
90.509
90.468
90.420
90.388
90.351
90.330
90.320
90.315
90.319
90.378
90.413
90.453
90.494
90.550
90.605
90.643
90.634
90.604
90.535
90.466
90.411
90.382
90.350
90.295
90.292
90.303
90.306
90.309
90.301
90.274
90.235
90.178
90.113
90.034
89.982
89.928
89.917
89.885
89.862
89.863
89.881
89.897
89.935
89.988
90.065
90.153
90.241
90.334
90.403
90.398
90.351
90.284
90.226
90.181
90.161
90.156
90.169
90.169
90.176
90.154
90.134
90.104
90.056
90.009
89.958
89.900
89.852
89.829
89.812
89.797
89.806
89.826
89.820
89.869
89.936
