NO_OF_FRAMES	7554
NO_OF_DATA_TYPES	2
FREQUENCY	100
TIME_STAMP	2023-12-16, 14:00:51
DATA_INCLUDED	Distance Traveled
DATA_TYPES	P1_hand_lP1_hands_dist_traveled	P1_hand_rP1_hands_dist_traveled


0.000	0.000
0.000	0.000
0.000	0.000
0.000	0.000
0.000	0.000
0.496	0.510
2.250	2.238
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.222
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.225	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.435	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.653	3.446
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
3.865	3.652
