P5_hands_Distance


142.766
142.779
142.782
142.780
142.773
143.188
142.595
142.585
142.562
142.447
142.541
142.540
142.541
142.506
142.530
142.515
142.526
142.522
142.514
142.527
142.534
142.537
142.529
142.518
142.525
142.512
142.459
142.488
142.503
142.471
142.488
142.502
142.507
142.435
142.496
142.486
142.519
142.527
142.524
142.497
142.526
142.507
142.518
142.455
142.518
142.515
142.523
142.510
142.512
142.529
142.513
142.533
142.471
142.491
142.497
142.469
142.479
142.481
142.483
142.507
142.451
142.490
142.503
142.521
142.529
142.512
142.507
142.480
142.486
142.471
142.477
142.442
142.475
142.475
141.911
142.435
142.439
142.453
141.887
142.401
142.453
142.439
142.446
142.466
142.455
142.481
142.471
142.463
142.481
142.490
142.442
142.452
142.433
142.432
142.407
141.877
142.438
142.438
141.868
142.408
142.445
141.847
142.424
142.438
142.441
142.449
142.454
142.447
142.444
141.923
142.460
142.455
142.461
142.487
142.458
142.414
141.930
141.880
142.443
142.409
142.414
142.450
142.402
142.434
141.897
142.444
142.476
142.486
142.480
142.463
142.498
142.463
142.489
142.492
142.491
142.497
142.492
141.928
141.961
141.952
142.508
142.503
141.951
142.508
141.953
142.468
142.521
142.518
142.522
142.550
142.521
142.556
142.519
142.562
142.532
142.556
142.534
142.531
142.523
142.527
141.966
142.490
141.960
141.947
141.983
142.500
142.500
141.940
142.510
141.971
142.549
142.525
142.531
142.541
142.529
142.561
142.501
142.528
142.545
141.994
141.968
141.973
141.960
141.968
141.952
142.503
141.967
141.967
142.538
141.994
142.482
142.544
142.551
142.563
142.549
142.004
142.545
142.554
142.502
142.515
142.529
142.523
142.522
141.968
141.957
141.937
141.948
141.954
141.986
141.995
142.524
142.524
142.509
142.545
142.539
142.531
142.528
142.535
142.523
142.476
142.514
142.511
142.491
142.513
141.955
141.918
141.900
141.921
141.950
142.457
141.935
142.459
141.946
141.934
141.950
142.496
142.494
142.499
141.942
142.491
142.454
142.477
142.470
142.499
142.479
142.463
141.918
141.881
141.903
141.910
141.917
141.895
141.907
141.933
141.936
142.483
142.448
142.490
142.477
141.946
142.476
142.495
142.501
141.955
141.964
141.880
141.940
141.947
141.924
141.930
141.928
142.475
141.948
141.953
141.933
141.922
141.939
141.946
142.479
142.511
141.945
142.484
141.936
141.951
141.939
141.935
142.465
141.909
141.907
141.920
141.920
141.883
141.914
141.925
142.476
142.482
142.468
142.474
141.943
141.916
141.962
141.953
141.950
141.949
141.942
142.499
141.939
141.956
141.909
141.961
141.946
141.917
141.954
141.915
141.928
141.909
141.941
141.967
142.485
142.545
142.524
142.523
141.987
141.984
142.508
141.976
141.967
141.978
141.954
141.980
141.923
141.954
141.941
141.936
141.951
141.949
141.949
141.953
141.915
142.495
142.521
141.951
142.498
142.516
141.989
141.992
141.988
142.506
142.522
141.989
141.908
141.966
141.945
141.953
141.951
141.975
141.923
141.903
141.955
141.947
141.962
141.961
142.482
141.939
141.955
142.509
142.490
142.501
141.958
141.910
141.947
141.960
141.945
141.948
141.949
141.944
141.941
141.911
141.924
141.923
141.899
141.927
142.502
142.514
142.505
142.518
141.996
142.442
142.508
142.005
142.505
142.505
141.936
141.967
141.928
141.940
141.921
141.921
141.940
