P5_hand_rP5_hands_pos_X	P5_hand_rP5_hands_pos_Y	P5_hand_rP5_hands_pos_Z	P5_hand_lP5_hands_pos_X	P5_hand_lP5_hands_pos_Y	P5_hand_lP5_hands_pos_Z
-562.149	45.106	765.125	-612.929	178.231	765.341
-562.134	45.117	765.153	-612.914	178.244	765.329
-562.120	45.095	765.141	-612.921	178.239	765.331
-562.021	45.209	765.222	-612.923	178.254	765.325
-562.135	45.116	765.152	-612.910	178.253	765.317
-562.129	45.090	765.147	-612.910	178.238	765.317
-562.138	45.087	765.147	-612.909	178.259	765.341
-562.127	45.088	765.147	-612.931	178.255	765.330
-562.146	45.094	765.125	-612.927	178.252	765.350
-562.127	45.100	765.142	-612.930	178.244	765.319
-562.137	45.116	765.153	-612.940	178.231	765.324
-562.164	45.099	765.143	-612.953	178.226	765.309
-562.172	45.108	765.122	-612.966	178.217	765.319
-562.150	45.110	765.125	-612.962	178.218	765.320
-562.027	45.185	765.233	-612.964	178.209	765.327
-562.143	45.098	765.138	-612.948	178.208	765.333
-562.148	45.098	765.148	-612.949	178.208	765.340
-562.151	45.092	765.118	-613.040	177.565	765.296
-562.170	45.114	765.110	-612.942	178.192	765.341
-562.158	45.106	765.110	-612.957	178.179	765.329
-562.160	45.097	765.117	-612.951	178.187	765.330
-562.170	45.098	765.109	-613.049	177.549	765.288
-562.040	45.198	765.208	-612.943	178.190	765.326
-562.164	45.109	765.098	-612.951	178.201	765.334
-562.168	45.116	765.093	-612.940	178.198	765.321
-562.167	45.103	765.094	-612.942	178.192	765.315
-562.144	45.085	765.092	-612.934	178.189	765.311
-562.145	45.104	765.082	-612.927	178.199	765.329
-562.126	45.078	765.101	-612.917	178.198	765.302
-562.128	45.091	765.116	-612.929	178.197	765.305
-562.142	45.088	765.102	-612.914	178.196	765.281
-562.130	45.085	765.119	-612.922	178.205	765.265
-562.118	45.085	765.112	-612.902	178.217	765.251
-562.146	45.110	765.074	-612.905	178.201	765.256
-562.136	45.103	765.062	-612.898	178.204	765.244
-562.013	45.187	765.163	-612.898	178.220	765.261
-562.135	45.113	765.067	-612.884	178.198	765.250
-562.151	45.117	765.045	-612.890	178.178	765.253
-562.143	45.113	765.049	-613.000	177.562	765.221
-562.140	45.097	765.048	-612.903	178.183	765.267
-562.148	45.108	765.042	-612.911	178.193	765.272
-562.153	45.115	765.029	-613.009	177.554	765.230
-562.146	45.107	765.059	-612.892	178.167	765.271
-562.147	45.074	765.049	-612.901	178.170	765.278
-562.006	45.182	765.152	-612.992	177.549	765.219
-562.125	45.104	765.054	-612.882	178.176	765.272
-562.138	45.090	765.052	-612.887	178.181	765.264
-562.138	45.099	765.049	-612.881	178.195	765.234
-562.122	45.090	765.040	-612.873	178.192	765.243
-562.114	45.095	765.050	-612.880	178.197	765.243
-562.125	45.114	765.057	-612.875	178.213	765.251
-561.994	45.187	765.141	-612.903	178.223	765.249
-562.134	45.100	765.047	-613.008	177.591	765.196
-562.136	45.104	765.039	-612.916	178.205	765.233
-562.147	45.114	765.035	-612.910	178.217	765.208
-562.133	45.102	765.050	-612.917	178.204	765.222
-562.136	45.091	765.052	-612.914	178.223	765.237
-562.134	45.108	765.028	-612.910	178.209	765.227
-562.009	45.179	765.127	-612.907	178.187	765.259
-562.128	45.081	765.019	-613.016	177.575	765.192
-562.146	45.112	765.022	-613.000	177.565	765.206
-562.128	45.093	765.021	-612.898	178.181	765.250
-562.128	45.113	765.016	-612.877	178.172	765.252
-562.126	45.114	765.010	-612.894	178.172	765.243
-562.128	45.084	765.012	-612.895	178.181	765.238
-561.991	45.186	765.111	-612.895	178.179	765.238
-562.148	45.107	765.039	-612.887	178.197	765.237
-562.115	45.098	765.036	-612.984	177.564	765.194
-562.143	45.106	765.050	-612.891	178.203	765.231
-562.127	45.083	765.060	-612.892	178.208	765.230
-562.138	45.078	765.059	-612.914	178.210	765.241
-562.136	45.089	765.053	-612.899	178.219	765.223
-561.990	45.153	765.155	-612.908	178.206	765.250
-562.118	45.075	765.059	-612.917	178.210	765.242
-562.137	45.081	765.061	-612.915	178.187	765.246
-562.139	45.073	765.065	-612.935	178.200	765.254
-562.135	45.061	765.043	-612.928	178.192	765.237
-562.140	45.080	765.070	-612.924	178.214	765.251
-562.141	45.072	765.077	-612.929	178.211	765.247
-562.147	45.088	765.082	-612.941	178.219	765.256
-562.011	45.151	765.168	-613.038	177.589	765.204
-562.135	45.070	765.094	-613.042	177.590	765.193
-562.143	45.063	765.081	-613.029	177.581	765.210
-562.148	45.054	765.076	-612.943	178.202	765.257
-562.147	45.064	765.076	-612.936	178.209	765.277
-562.128	45.054	765.086	-613.030	177.565	765.213
-562.133	45.059	765.070	-612.924	178.208	765.253
-562.128	45.071	765.053	-613.017	177.588	765.201
-562.007	45.155	765.166	-612.935	178.209	765.247
-562.129	45.059	765.068	-612.934	178.217	765.232
-562.130	45.081	765.069	-612.943	178.233	765.247
-562.131	45.067	765.082	-612.924	178.230	765.231
-562.116	45.079	765.107	-612.942	178.260	765.214
-562.139	45.076	765.076	-612.923	178.243	765.208
-562.115	45.057	765.081	-612.916	178.254	765.235
-561.994	45.149	765.167	-612.929	178.256	765.241
-562.111	45.056	765.109	-612.922	178.255	765.239
-562.105	45.069	765.101	-612.902	178.242	765.242
-562.098	45.055	765.102	-612.922	178.242	765.235
-562.116	45.056	765.095	-612.919	178.229	765.245
-562.109	45.052	765.077	-612.919	178.219	765.242
-562.122	45.066	765.077	-612.917	178.231	765.248
-562.114	45.073	765.080	-612.919	178.237	765.267
-561.993	45.139	765.178	-613.027	177.614	765.219
-562.145	45.082	765.080	-612.912	178.221	765.264
-562.137	45.072	765.070	-613.022	177.599	765.218
-562.123	45.084	765.077	-613.009	177.596	765.229
-562.119	45.055	765.069	-613.007	177.605	765.228
-562.139	45.061	765.080	-612.906	178.212	765.270
-562.136	45.070	765.061	-612.911	178.218	765.254
-561.983	45.134	765.166	-613.006	177.586	765.202
-562.118	45.065	765.091	-612.908	178.217	765.263
-562.120	45.064	765.079	-612.982	177.611	765.202
-562.121	45.051	765.082	-612.910	178.244	765.266
-562.118	45.059	765.071	-612.900	178.230	765.267
-562.120	45.059	765.062	-612.912	178.233	765.259
-562.131	45.044	765.068	-612.916	178.231	765.255
-562.132	45.064	765.067	-612.918	178.237	765.260
-562.115	45.048	765.097	-612.912	178.252	765.256
-562.005	45.163	765.172	-612.924	178.256	765.254
-562.138	45.067	765.071	-612.929	178.239	765.250
-562.133	45.059	765.086	-612.939	178.242	765.262
-562.146	45.069	765.075	-613.050	177.625	765.211
-562.165	45.079	765.067	-613.041	177.617	765.210
-562.153	45.075	765.062	-613.034	177.618	765.234
-562.161	45.074	765.064	-613.021	177.610	765.212
-562.009	45.132	765.152	-613.026	177.616	765.228
-562.154	45.067	765.064	-613.018	177.593	765.221
-562.147	45.069	765.068	-612.914	178.222	765.270
-562.129	45.069	765.056	-613.008	177.605	765.222
-562.139	45.069	765.077	-612.993	177.615	765.212
-562.124	45.035	765.070	-612.899	178.223	765.269
-562.135	45.046	765.080	-613.004	177.615	765.210
-562.013	45.152	765.176	-612.906	178.235	765.250
-562.141	45.056	765.105	-612.927	178.247	765.256
-562.113	45.063	765.107	-612.932	178.247	765.259
-562.125	45.045	765.113	-612.933	178.247	765.266
-562.104	45.060	765.104	-612.923	178.242	765.251
-562.122	45.047	765.102	-613.015	177.618	765.212
-562.118	45.056	765.110	-612.913	178.244	765.264
-562.137	45.049	765.103	-612.929	178.247	765.272
-562.015	45.140	765.181	-612.933	178.234	765.285
-562.141	45.074	765.087	-612.927	178.233	765.276
-562.150	45.053	765.108	-612.949	178.222	765.270
-562.146	45.070	765.072	-612.942	178.234	765.266
-562.142	45.065	765.115	-612.942	178.225	765.283
-562.158	45.053	765.103	-613.018	177.598	765.242
-562.151	45.067	765.092	-613.038	177.590	765.251
-562.027	45.140	765.204	-613.054	177.588	765.251
-562.160	45.060	765.091	-613.047	177.573	765.275
-562.143	45.058	765.076	-613.032	177.576	765.266
-562.149	45.037	765.098	-613.036	177.590	765.254
-562.127	45.032	765.117	-613.027	177.591	765.249
-562.147	45.041	765.095	-612.903	178.220	765.291
-562.126	45.049	765.084	-612.913	178.218	765.265
-562.127	45.065	765.095	-612.903	178.221	765.276
-562.131	45.040	765.085	-612.932	178.225	765.276
-562.101	45.062	765.103	-612.909	178.238	765.283
-562.121	45.079	765.098	-612.923	178.248	765.295
-562.101	45.069	765.095	-612.909	178.233	765.307
-562.102	45.068	765.101	-612.919	178.236	765.293
-562.109	45.063	765.072	-612.908	178.225	765.291
-561.995	45.159	765.174	-612.912	178.226	765.282
-562.101	45.071	765.107	-612.888	178.229	765.317
-562.102	45.070	765.110	-612.889	178.224	765.319
-562.115	45.071	765.080	-612.893	178.207	765.303
-562.116	45.071	765.059	-612.920	178.221	765.315
-562.129	45.074	765.076	-613.009	177.597	765.262
-562.136	45.096	765.053	-613.014	177.580	765.258
-562.005	45.165	765.156	-613.001	177.585	765.256
-562.140	45.080	765.064	-613.014	177.569	765.273
-562.129	45.073	765.076	-613.005	177.593	765.279
-562.129	45.085	765.056	-612.926	178.176	765.319
-562.125	45.088	765.077	-613.007	177.589	765.265
-562.120	45.088	765.082	-612.897	178.190	765.327
-562.108	45.099	765.081	-612.999	177.608	765.264
-562.106	45.095	765.097	-612.974	177.600	765.262
-562.107	45.089	765.099	-612.993	177.604	765.248
-562.099	45.085	765.124	-612.904	178.216	765.286
-562.107	45.075	765.100	-612.890	178.213	765.320
-562.099	45.062	765.101	-612.885	178.204	765.325
-562.089	45.065	765.104	-612.986	177.569	765.246
-562.105	45.070	765.108	-612.894	178.202	765.305
-561.969	45.162	765.184	-612.888	178.205	765.298
-562.124	45.076	765.074	-612.889	178.202	765.294
-562.118	45.069	765.098	-612.889	178.185	765.314
-562.119	45.066	765.076	-612.917	178.202	765.314
-562.107	45.076	765.090	-612.919	178.186	765.308
-562.126	45.074	765.074	-612.928	178.171	765.311
-562.128	45.076	765.075	-613.011	177.559	765.259
-561.995	45.171	765.178	-613.023	177.558	765.255
-562.146	45.091	765.091	-613.041	177.553	765.255
-562.132	45.091	765.068	-613.040	177.555	765.265
-562.140	45.091	765.072	-613.036	177.567	765.261
-562.141	45.094	765.086	-612.997	177.562	765.257
-562.120	45.096	765.083	-612.993	177.570	765.255
-562.097	45.080	765.086	-613.000	177.571	765.265
-562.101	45.072	765.095	-612.999	177.567	765.253
-562.077	45.083	765.094	-612.899	178.195	765.294
-561.980	45.166	765.179	-612.892	178.205	765.311
-562.099	45.079	765.093	-612.920	178.198	765.288
-562.103	45.094	765.098	-612.906	178.205	765.321
-562.099	45.087	765.109	-612.990	177.597	765.261
-562.103	45.100	765.109	-612.899	178.213	765.315
-562.109	45.089	765.106	-612.922	178.216	765.289
-562.123	45.083	765.099	-612.931	178.219	765.287
-562.112	45.099	765.100	-613.040	177.604	765.239
-562.118	45.087	765.110	-613.027	177.609	765.249
-562.009	45.197	765.182	-613.032	177.586	765.241
-562.131	45.096	765.105	-613.036	177.594	765.255
-562.117	45.074	765.111	-613.035	177.574	765.269
-562.146	45.087	765.078	-613.039	177.572	765.282
-562.147	45.065	765.065	-613.038	177.557	765.267
-562.162	45.085	765.083	-613.060	177.573	765.268
-562.154	45.087	765.088	-612.962	178.194	765.319
-562.143	45.071	765.092	-613.053	177.576	765.284
-562.130	45.083	765.088	-613.049	177.589	765.271
-562.136	45.089	765.072	-613.044	177.578	765.268
-562.022	45.155	765.181	-613.050	177.586	765.259
-562.153	45.066	765.085	-613.043	177.568	765.273
-562.124	45.090	765.099	-613.032	177.592	765.271
-562.114	45.090	765.109	-612.936	178.196	765.309
-562.106	45.075	765.102	-612.917	178.220	765.337
-562.121	45.080	765.100	-612.991	177.596	765.286
-562.117	45.083	765.103	-612.899	178.210	765.344
-562.111	45.088	765.115	-612.991	177.591	765.295
-562.125	45.092	765.102	-613.015	177.608	765.301
-562.121	45.101	765.092	-613.016	177.601	765.316
-562.133	45.105	765.075	-613.014	177.607	765.307
-562.129	45.094	765.074	-612.930	178.194	765.333
-562.120	45.098	765.066	-612.999	177.572	765.302
-562.115	45.115	765.083	-613.004	177.583	765.322
-562.117	45.104	765.080	-613.030	177.578	765.291
-562.128	45.086	765.070	-613.030	177.564	765.285
-561.987	45.179	765.181	-613.040	177.559	765.278
-562.127	45.086	765.062	-613.024	177.558	765.281
-562.129	45.075	765.090	-613.024	177.561	765.283
-562.124	45.081	765.091	-612.936	178.188	765.332
-562.118	45.075	765.106	-612.928	178.189	765.341
-562.115	45.085	765.121	-612.944	178.177	765.313
-562.137	45.096	765.088	-612.940	178.204	765.302
-562.126	45.074	765.104	-613.008	177.585	765.272
-561.989	45.173	765.210	-613.049	177.586	765.260
-562.114	45.093	765.123	-613.044	177.604	765.267
-562.112	45.087	765.138	-613.034	177.592	765.301
-562.142	45.100	765.126	-613.051	177.607	765.280
-562.125	45.095	765.144	-613.035	177.600	765.294
-562.125	45.087	765.126	-613.034	177.585	765.290
-562.114	45.071	765.144	-612.934	178.199	765.350
-562.111	45.089	765.154	-613.040	177.577	765.274
-562.118	45.074	765.150	-613.026	177.588	765.300
-561.993	45.184	765.241	-613.055	177.588	765.277
-562.115	45.080	765.131	-613.066	177.583	765.301
-562.155	45.081	765.123	-613.062	177.584	765.288
-562.169	45.084	765.120	-613.062	177.561	765.282
-562.141	45.072	765.125	-613.064	177.577	765.284
-562.157	45.108	765.133	-613.076	177.574	765.288
-562.157	45.101	765.113	-613.088	177.575	765.280
-562.011	45.182	765.245	-613.082	177.583	765.288
-562.153	45.100	765.127	-613.093	177.586	765.281
-562.137	45.091	765.166	-613.097	177.596	765.284
-562.147	45.106	765.166	-613.003	178.206	765.310
-562.137	45.067	765.157	-612.985	178.234	765.322
-562.131	45.083	765.167	-612.987	178.225	765.313
-562.133	45.077	765.156	-612.977	178.221	765.303
-562.126	45.083	765.148	-613.065	177.618	765.255
-562.131	45.076	765.152	-613.065	177.609	765.255
-562.122	45.076	765.146	-612.947	178.213	765.326
-562.122	45.089	765.147	-613.058	177.614	765.268
-562.122	45.092	765.169	-613.057	177.608	765.250
-562.120	45.084	765.156	-613.062	177.608	765.254
-562.123	45.099	765.162	-613.052	177.602	765.252
-562.126	45.086	765.169	-613.068	177.612	765.260
-561.997	45.197	765.242	-613.072	177.610	765.263
-562.129	45.084	765.154	-613.066	177.584	765.260
-562.136	45.090	765.158	-613.072	177.577	765.269
-562.120	45.098	765.158	-613.065	177.576	765.269
-562.130	45.093	765.157	-613.083	177.584	765.280
-562.129	45.095	765.145	-613.089	177.582	765.271
-562.154	45.094	765.153	-613.074	177.596	765.267
-562.151	45.094	765.172	-613.078	177.598	765.272
-562.013	45.201	765.258	-613.085	177.608	765.266
-562.146	45.096	765.175	-613.002	178.207	765.310
-562.142	45.079	765.178	-613.006	178.214	765.315
-562.144	45.102	765.183	-613.101	177.592	765.262
-562.132	45.095	765.172	-612.997	178.206	765.298
-562.151	45.078	765.186	-612.983	178.219	765.320
-562.145	45.086	765.204	-613.077	177.626	765.278
-562.130	45.096	765.192	-613.086	177.629	765.248
-562.129	45.090	765.195	-613.078	177.622	765.275
-562.140	45.085	765.178	-612.979	178.214	765.301
-562.139	45.080	765.172	-612.987	178.222	765.309
-562.131	45.071	765.181	-613.066	177.610	765.293
-561.995	45.200	765.258	-613.081	177.593	765.276
-562.120	45.084	765.183	-613.083	177.588	765.280
-562.126	45.105	765.159	-613.079	177.589	765.279
-562.129	45.094	765.154	-613.076	177.590	765.285
-562.138	45.091	765.166	-613.082	177.586	765.280
-562.134	45.086	765.149	-613.080	177.606	765.303
-562.133	45.121	765.157	-613.070	177.589	765.286
-562.000	45.211	765.259	-613.075	177.603	765.296
-562.119	45.115	765.158	-613.085	177.606	765.298
-562.132	45.109	765.140	-613.070	177.602	765.293
-562.131	45.098	765.158	-613.083	177.601	765.272
-562.125	45.102	765.151	-613.065	177.608	765.274
-562.137	45.115	765.164	-612.970	178.221	765.310
-562.133	45.125	765.181	-613.048	177.619	765.249
-562.139	45.099	765.159	-613.061	177.607	765.265
-562.139	45.092	765.152	-612.977	178.224	765.295
-562.141	45.105	765.130	-612.966	178.222	765.330
-562.141	45.111	765.144	-612.978	178.237	765.306
-562.138	45.120	765.160	-613.091	177.619	765.276
-562.021	45.222	765.244	-613.068	177.633	765.270
-562.130	45.109	765.169	-613.065	177.603	765.283
-562.124	45.085	765.165	-613.062	177.591	765.316
-562.125	45.095	765.178	-613.076	177.580	765.299
-562.141	45.100	765.160	-613.094	177.587	765.320
-562.131	45.081	765.169	-613.082	177.571	765.339
-562.130	45.085	765.161	-613.108	177.559	765.335
-562.158	45.077	765.133	-613.099	177.563	765.335
-562.173	45.114	765.125	-613.109	177.568	765.340
-562.140	45.099	765.140	-613.100	177.558	765.325
-562.167	45.110	765.145	-613.094	177.581	765.311
-562.016	45.219	765.243	-613.100	177.603	765.305
-562.173	45.120	765.169	-613.092	177.598	765.277
-562.156	45.111	765.177	-613.018	178.227	765.315
-562.160	45.100	765.172	-613.005	178.236	765.316
-562.141	45.126	765.181	-613.000	178.246	765.313
-562.155	45.102	765.181	-612.977	178.250	765.325
-562.151	45.090	765.178	-613.071	177.642	765.285
-562.021	45.231	765.238	-612.959	178.254	765.319
-562.143	45.120	765.167	-612.977	178.253	765.308
-562.137	45.085	765.156	-613.061	177.644	765.262
-562.131	45.110	765.160	-612.959	178.242	765.313
-562.125	45.104	765.174	-612.971	178.229	765.309
-562.142	45.124	765.156	-613.051	177.616	765.284
-562.131	45.116	765.160	-613.072	177.628	765.275
-562.016	45.194	765.246	-613.080	177.618	765.291
-562.176	45.126	765.158	-613.090	177.620	765.285
-562.160	45.142	765.165	-613.088	177.610	765.297
-562.159	45.142	765.166	-613.097	177.607	765.308
-562.181	45.110	765.162	-613.097	177.604	765.326
-562.182	45.102	765.159	-613.091	177.601	765.325
-562.192	45.122	765.160	-613.100	177.598	765.310
-562.171	45.102	765.182	-613.097	177.601	765.316
-562.045	45.218	765.268	-613.100	177.603	765.302
-562.160	45.109	765.182	-613.094	177.615	765.290
-562.174	45.114	765.166	-613.092	177.632	765.278
-562.169	45.110	765.175	-613.108	177.638	765.279
-562.171	45.137	765.181	-613.091	177.620	765.262
-562.185	45.119	765.185	-613.014	178.257	765.327
-562.165	45.096	765.197	-613.022	178.259	765.325
-562.060	45.239	765.267	-613.113	177.629	765.272
-562.176	45.105	765.209	-613.096	177.620	765.260
-562.175	45.107	765.188	-613.004	178.241	765.306
-562.166	45.105	765.190	-613.014	178.238	765.308
-562.168	45.099	765.188	-613.064	177.633	765.281
-562.156	45.115	765.186	-613.086	177.632	765.279
-562.159	45.101	765.187	-613.086	177.610	765.286
-562.152	45.107	765.164	-613.085	177.616	765.284
-562.177	45.103	765.166	-613.007	178.214	765.343
-562.163	45.112	765.154	-613.096	177.597	765.296
-562.045	45.254	765.253	-613.086	177.611	765.294
-562.160	45.120	765.161	-613.088	177.626	765.303
-562.177	45.128	765.165	-613.081	177.615	765.292
-562.163	45.122	765.170	-613.081	177.620	765.286
-562.148	45.101	765.155	-613.080	177.624	765.267
-562.173	45.102	765.148	-612.994	178.231	765.315
-562.168	45.117	765.145	-612.989	178.243	765.335
-562.159	45.132	765.172	-612.985	178.234	765.312
-562.156	45.102	765.168	-612.972	178.245	765.331
-562.153	45.100	765.174	-612.968	178.242	765.306
-562.146	45.116	765.149	-613.051	177.642	765.274
-562.144	45.122	765.154	-612.975	178.263	765.307
-562.037	45.205	765.225	-613.027	177.629	765.275
-562.150	45.118	765.160	-613.066	177.639	765.260
-562.156	45.110	765.136	-612.961	178.238	765.315
-562.151	45.109	765.166	-612.964	178.227	765.342
-562.173	45.135	765.173	-612.980	178.245	765.367
-562.153	45.135	765.150	-612.990	178.223	765.346
-562.179	45.111	765.167	-613.085	177.625	765.313
-562.167	45.136	765.164	-613.088	177.611	765.298
-562.053	45.232	765.238	-613.094	177.589	765.313
-562.159	45.094	765.154	-613.083	177.594	765.331
-562.151	45.133	765.157	-613.094	177.610	765.331
-562.170	45.095	765.151	-612.985	178.217	765.367
-562.181	45.128	765.135	-613.091	177.620	765.322
-562.186	45.113	765.137	-613.088	177.626	765.315
-562.172	45.124	765.152	-613.076	177.614	765.311
-562.198	45.120	765.136	-613.088	177.623	765.317
-562.164	45.120	765.143	-613.063	177.634	765.324
-562.179	45.118	765.143	-612.988	178.236	765.346
-562.060	45.226	765.231	-613.003	178.249	765.314
-562.188	45.141	765.157	-612.983	178.249	765.334
-562.180	45.121	765.149	-612.995	178.258	765.328
-562.209	45.144	765.147	-613.077	177.654	765.293
-562.167	45.143	765.154	-612.984	178.264	765.338
-562.171	45.126	765.167	-613.063	177.645	765.248
-562.178	45.146	765.143	-612.972	178.244	765.354
-562.042	45.247	765.226	-613.076	177.630	765.293
-562.171	45.131	765.150	-613.067	177.630	765.314
-562.188	45.117	765.107	-613.097	177.633	765.323
-562.192	45.124	765.119	-613.087	177.627	765.306
-562.179	45.124	765.131	-613.080	177.624	765.304
-562.199	45.117	765.121	-613.088	177.607	765.310
-562.191	45.128	765.126	-613.091	177.610	765.303
-562.220	45.138	765.119	-613.091	177.611	765.320
-562.207	45.126	765.137	-613.100	177.634	765.315
-562.066	45.255	765.229	-612.999	178.223	765.342
-562.180	45.111	765.161	-613.076	177.642	765.337
-562.167	45.131	765.161	-613.092	177.628	765.287
-562.195	45.115	765.161	-613.074	177.646	765.310
-562.187	45.124	765.163	-612.992	178.246	765.351
-562.186	45.123	765.141	-613.072	177.645	765.303
-562.192	45.122	765.157	-613.001	178.242	765.320
-562.201	45.131	765.149	-612.994	178.255	765.319
-562.192	45.126	765.165	-612.998	178.233	765.341
-562.183	45.120	765.176	-613.089	177.651	765.293
-562.059	45.222	765.233	-613.083	177.650	765.284
-562.174	45.122	765.175	-613.002	178.266	765.363
-562.195	45.139	765.173	-612.983	178.232	765.356
-562.189	45.127	765.158	-613.110	177.623	765.305
-562.178	45.103	765.177	-613.084	177.613	765.294
-562.174	45.103	765.166	-613.094	177.615	765.295
-562.180	45.115	765.158	-613.085	177.611	765.303
-562.047	45.229	765.233	-613.088	177.608	765.291
-562.175	45.125	765.145	-613.103	177.616	765.303
-562.197	45.134	765.131	-613.087	177.628	765.306
-562.183	45.118	765.136	-613.086	177.618	765.306
-562.165	45.131	765.151	-613.070	177.617	765.288
-562.151	45.134	765.150	-613.075	177.629	765.276
-562.174	45.140	765.149	-613.067	177.629	765.269
-562.168	45.132	765.158	-613.081	177.653	765.272
-562.166	45.123	765.163	-612.982	178.248	765.324
-562.155	45.126	765.164	-612.972	178.244	765.326
-562.172	45.123	765.147	-613.066	177.645	765.297
-562.185	45.130	765.159	-612.989	178.238	765.319
-562.167	45.124	765.170	-613.073	177.641	765.298
-562.057	45.214	765.221	-612.998	178.248	765.336
-562.184	45.120	765.154	-613.078	177.623	765.324
-562.199	45.131	765.135	-613.095	177.630	765.298
-562.178	45.113	765.166	-613.076	177.622	765.297
-562.186	45.137	765.139	-613.077	177.617	765.289
-562.183	45.105	765.164	-613.089	177.615	765.309
-562.172	45.134	765.152	-613.081	177.616	765.315
-562.168	45.126	765.153	-613.089	177.601	765.316
-562.047	45.211	765.246	-613.082	177.596	765.323
-562.176	45.121	765.165	-613.100	177.598	765.343
-562.204	45.116	765.149	-613.104	177.595	765.323
-562.198	45.122	765.144	-613.109	177.603	765.322
-562.197	45.120	765.159	-613.011	178.215	765.361
-562.214	45.150	765.125	-613.105	177.622	765.322
-562.216	45.130	765.138	-613.093	177.639	765.298
-562.184	45.133	765.160	-613.085	177.633	765.293
-562.181	45.112	765.159	-612.999	178.235	765.340
-562.172	45.097	765.175	-613.083	177.624	765.296
-562.161	45.135	765.161	-613.066	177.629	765.316
-562.152	45.108	765.142	-612.968	178.235	765.371
-562.178	45.115	765.137	-613.068	177.636	765.315
-562.171	45.120	765.138	-613.075	177.633	765.324
-562.173	45.099	765.150	-612.982	178.226	765.382
-562.170	45.115	765.143	-613.083	177.640	765.300
-562.067	45.247	765.207	-613.074	177.628	765.322
-562.210	45.126	765.126	-613.105	177.622	765.305
-562.214	45.141	765.126	-613.105	177.619	765.317
-562.206	45.154	765.120	-613.121	177.627	765.328
-562.211	45.130	765.138	-613.114	177.609	765.342
-562.211	45.146	765.136	-613.111	177.615	765.325
-562.218	45.130	765.114	-613.110	177.617	765.319
-562.183	45.126	765.121	-613.099	177.622	765.337
-562.058	45.213	765.214	-613.100	177.623	765.339
-562.153	45.115	765.136	-613.090	177.614	765.318
