P5_hands_dir_Distance_X	P5_hands_dir_Distance_Y	P5_hands_dir_Distance_Z
-47.325	132.355	-0.455
-46.992	132.051	-0.040
-46.944	132.109	-0.091
-46.903	132.168	-0.108
-46.881	132.196	-0.078
-46.854	132.197	-0.067
-47.110	132.515	-0.404
-46.776	132.266	0.074
-46.758	132.268	0.124
-46.702	132.349	0.169
-46.714	132.358	0.218
-46.737	132.373	0.264
-47.058	132.610	-0.080
-46.833	132.356	0.336
-46.868	132.349	0.330
-46.886	132.345	0.334
-46.864	132.350	0.280
-46.860	132.357	0.202
-47.084	132.681	-0.249
-46.793	132.435	0.112
-46.793	132.521	0.075
-46.811	132.578	0.027
-46.844	132.607	0.030
-46.870	132.662	0.118
-47.157	132.934	-0.265
-46.896	132.623	0.228
-46.875	132.586	0.281
-46.845	132.560	0.270
-46.803	132.579	0.238
-46.731	132.569	0.163
-47.022	132.986	-0.317
-46.699	132.765	0.021
-46.722	132.905	-0.051
-46.767	133.013	-0.078
-46.800	133.128	-0.085
-46.805	133.213	-0.110
-46.762	133.276	-0.121
-46.770	133.357	-0.122
-46.680	133.424	-0.169
-46.613	133.491	-0.179
-46.507	133.618	-0.224
-46.662	134.037	-0.802
-46.215	133.987	-0.416
-46.097	134.233	-0.495
-45.888	134.507	-0.634
-45.459	134.846	-0.894
-45.161	135.169	-1.221
-45.103	137.121	-2.561
-44.261	136.530	-2.778
-43.577	137.556	-3.959
-42.782	138.859	-5.613
-41.766	140.485	-7.666
-40.969	142.457	-9.704
-40.430	144.463	-12.035
-39.689	146.403	-14.531
-38.627	147.696	-17.953
-38.023	149.634	-20.840
-37.352	151.341	-23.719
-36.630	152.778	-26.534
-35.692	154.036	-29.138
-35.260	156.486	-32.231
-34.181	156.033	-33.515
-33.501	156.810	-35.347
-32.825	157.540	-37.108
-31.942	157.913	-38.671
-31.101	158.106	-40.182
-30.588	159.591	-42.216
-29.386	157.995	-42.611
-28.516	157.738	-43.774
-27.707	157.425	-44.724
-26.851	157.094	-45.481
-25.936	156.812	-46.043
-25.178	156.555	-46.461
-24.428	156.318	-46.814
-23.695	156.063	-47.275
-22.986	155.702	-47.722
-22.462	155.423	-47.997
-22.113	155.243	-48.132
-21.624	154.944	-48.219
-21.348	154.798	-48.203
-20.879	154.654	-47.988
-20.267	154.412	-47.806
-19.757	154.052	-47.645
-19.145	153.559	-47.270
-18.639	152.821	-47.010
-18.031	151.590	-46.139
-18.154	152.604	-46.524
-17.692	150.863	-45.201
-17.660	150.697	-44.698
-17.661	150.749	-44.223
-17.679	150.790	-43.794
-17.689	150.989	-43.387
-17.716	151.157	-42.976
-17.687	153.302	-43.757
-17.271	152.059	-42.652
-17.170	152.253	-42.544
-17.091	152.373	-42.516
-17.108	152.610	-42.485
-17.210	152.784	-42.433
-17.361	153.025	-42.303
-17.874	154.639	-42.881
-17.656	153.325	-41.663
-17.660	153.267	-41.130
-17.660	153.163	-40.701
-17.572	152.960	-40.267
-17.581	152.692	-39.795
-18.017	153.895	-40.099
-17.741	152.236	-38.803
-17.799	151.939	-38.335
-17.782	151.732	-37.927
-17.768	151.495	-37.514
-17.600	151.202	-37.195
-17.379	150.859	-36.961
-17.123	150.343	-36.791
-16.842	149.762	-36.661
-16.626	149.232	-36.554
-16.766	148.979	-36.815
-16.360	148.152	-36.320
-16.275	147.701	-36.248
-16.232	147.230	-36.218
-16.110	146.739	-36.229
-15.983	146.207	-36.270
-15.838	145.711	-36.386
-15.628	145.234	-36.508
-15.704	145.079	-37.122
-15.263	144.277	-36.885
-15.138	143.825	-37.082
-15.124	143.484	-37.308
-15.179	143.215	-37.451
-15.238	143.043	-37.596
-15.612	143.203	-38.087
-15.502	142.889	-37.740
-15.643	142.819	-37.793
-15.823	142.874	-37.835
-15.990	142.976	-37.838
-16.215	143.009	-37.851
-16.398	143.042	-37.996
-16.779	144.788	-38.960
-16.709	143.502	-38.277
-16.991	143.639	-38.242
-17.296	143.853	-38.100
-17.609	144.016	-37.933
-17.892	144.136	-37.698
-18.254	144.238	-37.421
-18.972	145.678	-37.786
-19.102	144.352	-36.573
-19.520	144.478	-36.016
-19.853	144.512	-35.526
-20.108	144.396	-35.004
-20.291	144.222	-34.524
-20.486	144.564	-34.261
-20.848	145.055	-34.454
-20.672	143.972	-33.624
-20.729	143.645	-33.406
-20.779	143.314	-33.183
-20.773	142.407	-32.798
-20.764	142.055	-32.427
-20.710	141.707	-32.129
-20.780	142.714	-32.615
-20.342	140.964	-31.758
-20.202	140.547	-31.710
-20.066	140.128	-31.694
-19.989	139.713	-31.751
-19.931	139.251	-31.740
-19.812	138.773	-31.706
-19.704	138.350	-31.728
-19.473	137.833	-31.683
-19.560	138.731	-32.409
-19.142	136.945	-31.715
-18.922	136.549	-31.744
-18.733	136.188	-31.753
-18.613	135.867	-31.714
-18.555	135.652	-31.639
-18.544	135.481	-31.407
-18.587	135.332	-31.106
-19.008	136.896	-31.771
-18.924	136.119	-30.888
-19.085	136.148	-30.549
-19.359	136.194	-30.173
-19.577	136.223	-29.772
-19.765	136.208	-29.411
-19.984	136.097	-29.020
-20.424	136.787	-29.188
-20.356	135.825	-28.175
-20.542	134.932	-27.372
-20.662	134.685	-26.870
-20.780	134.484	-26.261
-20.828	134.966	-26.065
-20.833	134.719	-25.614
-20.809	134.515	-25.244
-20.814	134.286	-24.803
-20.791	134.060	-24.405
-21.030	134.665	-24.732
-20.742	133.646	-23.975
-20.748	133.448	-23.788
-20.764	133.308	-23.667
-20.557	131.535	-24.954
-20.493	131.500	-24.823
-20.542	131.548	-24.746
-20.603	131.538	-24.701
-20.727	131.532	-24.738
-21.107	132.336	-25.369
-21.271	131.569	-24.709
-21.419	131.621	-24.806
-21.553	131.617	-24.878
-21.784	131.673	-24.933
-21.965	131.728	-24.964
-22.175	131.791	-25.072
-22.244	131.901	-25.044
-22.634	132.685	-25.666
-22.460	132.001	-25.150
-22.563	132.159	-25.249
-22.657	132.375	-25.457
-22.661	132.663	-25.665
-22.660	132.929	-25.901
-22.593	133.200	-26.099
-22.575	133.346	-26.325
-22.849	134.146	-27.169
-22.561	133.576	-26.765
-22.556	133.693	-26.868
-22.959	135.077	-25.914
-23.027	135.156	-25.905
-23.067	135.216	-25.930
-23.202	135.217	-26.016
-23.365	135.176	-26.146
-23.530	135.140	-26.362
-23.646	135.133	-26.515
-23.666	135.164	-26.641
-23.612	135.219	-26.737
-23.093	135.717	-26.625
-23.108	135.537	-26.829
-23.128	135.360	-27.155
-23.389	135.961	-27.935
-23.165	135.215	-27.654
-23.189	135.121	-27.951
-23.211	135.083	-28.239
-23.322	135.083	-28.482
-23.454	135.090	-28.556
-23.633	135.194	-28.659
-23.927	135.276	-28.658
-24.506	136.268	-29.162
-24.534	135.680	-28.452
-24.939	135.976	-28.129
-25.436	136.439	-27.748
-25.925	136.793	-27.370
-26.427	137.277	-27.034
-27.213	138.725	-27.471
-27.362	138.310	-26.637
-27.811	138.955	-26.606
-28.192	139.638	-26.664
-28.497	140.422	-26.938
-28.832	141.311	-27.195
-29.065	142.187	-27.507
-29.539	144.137	-28.518
-29.628	143.821	-27.879
-29.799	144.748	-28.092
-29.925	144.965	-27.789
-29.979	146.691	-28.071
-29.854	147.288	-27.664
-29.712	148.051	-27.284
-29.549	148.918	-26.859
-29.409	149.814	-26.641
-29.186	150.609	-26.581
-28.868	151.318	-26.591
-28.457	151.907	-26.813
-28.086	152.504	-27.218
-27.879	152.498	-27.698
-28.006	154.651	-29.167
-27.350	153.733	-28.953
-26.950	154.141	-29.807
-26.619	154.640	-30.425
-26.178	155.654	-31.295
-25.674	155.211	-32.042
-25.606	156.764	-33.816
-24.794	155.047	-33.800
-24.282	154.541	-34.576
-24.028	153.959	-35.166
-23.784	153.083	-35.562
-23.565	152.002	-35.801
-23.260	151.582	-36.080
-22.886	150.232	-35.642
-22.621	148.692	-34.992
-22.280	146.472	-33.867
-21.823	145.325	-32.864
-21.564	143.816	-31.868
-21.438	142.758	-30.611
-21.676	141.932	-29.130
-22.447	142.434	-28.466
-22.752	141.197	-26.589
-23.388	140.183	-26.477
-24.075	141.526	-24.482
-24.751	141.889	-23.630
-25.278	142.194	-22.974
-25.667	142.573	-22.415
-26.674	142.514	-23.622
-26.509	141.770	-22.633
-26.597	141.972	-22.156
-26.647	142.270	-21.524
-26.772	142.267	-20.639
-26.684	142.293	-19.962
-26.434	142.091	-19.242
-26.154	140.784	-18.236
-25.701	141.648	-18.784
-25.105	139.229	-17.136
-24.488	138.389	-16.558
-23.985	137.585	-16.057
-23.538	136.797	-15.611
-23.306	136.280	-15.178
-23.041	135.712	-14.736
-22.732	135.364	-14.325
-22.652	135.090	-14.086
-22.928	136.407	-14.754
-22.597	134.902	-13.923
-22.608	134.884	-13.944
-22.647	134.938	-13.963
-22.735	135.060	-13.954
-22.837	135.193	-13.989
-23.241	136.719	-14.784
-22.944	136.273	-14.471
-22.906	136.380	-14.556
-22.871	136.386	-14.828
-22.919	135.682	-14.886
-23.061	136.650	-15.809
-23.121	136.896	-16.400
-23.317	138.223	-17.910
-23.219	137.568	-17.991
-23.004	139.604	-17.037
-23.058	139.776	-17.505
-23.148	139.725	-17.885
-23.119	139.518	-18.627
-23.079	139.324	-19.184
-22.984	139.009	-19.589
-23.089	139.195	-20.497
-22.610	138.103	-20.197
-22.391	137.629	-20.404
-22.261	137.130	-20.474
-22.169	136.585	-20.482
-22.031	135.872	-20.481
-21.903	135.170	-20.443
-21.717	134.287	-20.373
-21.612	133.661	-20.175
-21.720	133.352	-20.686
-21.500	130.852	-19.383
-20.993	129.512	-19.217
-20.189	128.024	-19.005
-19.250	126.843	-18.895
-18.591	125.144	-18.563
-17.937	123.669	-18.330
-17.298	121.324	-18.200
-16.781	120.058	-17.845
-16.405	119.434	-17.058
-16.036	119.145	-16.508
-15.782	119.317	-15.737
-15.883	119.724	-14.755
-15.917	120.050	-14.256
-16.000	120.270	-13.826
-15.813	121.264	-13.739
-15.891	121.797	-13.387
-15.880	122.115	-13.318
-16.161	121.659	-13.419
-15.989	121.952	-13.427
-15.293	124.479	-14.016
-14.759	123.590	-13.205
-14.494	123.821	-13.493
-14.197	124.051	-13.819
-13.800	124.907	-14.347
-13.503	125.109	-14.870
-13.262	124.786	-15.339
-13.049	124.875	-15.991
-12.866	124.914	-16.577
-13.037	126.260	-17.836
-12.599	124.801	-17.751
-12.460	124.755	-18.309
-12.317	124.793	-18.738
-12.332	124.827	-19.135
-12.385	124.980	-19.565
-12.528	125.814	-20.002
-12.533	126.160	-20.614
-12.389	126.102	-21.177
-12.405	128.117	-22.569
-11.872	127.239	-22.234
-11.422	128.277	-23.623
-11.209	129.238	-24.561
-10.946	130.190	-25.443
-10.517	131.164	-26.278
-9.861	131.911	-27.175
-9.332	132.717	-27.806
-8.503	133.655	-28.550
-7.893	135.005	-29.826
-6.857	135.842	-30.533
-5.816	136.702	-31.610
-5.045	137.571	-32.665
-4.421	138.535	-33.850
-3.611	139.327	-34.709
-3.195	140.188	-35.646
-2.589	140.908	-36.280
-2.055	141.443	-36.565
-2.042	143.289	-37.169
-1.626	142.404	-36.257
-1.286	140.992	-37.199
-1.637	142.479	-35.432
-1.421	140.590	-36.149
-1.494	140.219	-35.396
-1.669	139.473	-34.796
-1.905	138.389	-34.263
-2.150	137.963	-33.867
-2.507	136.862	-32.851
-3.148	136.972	-31.970
-3.207	135.795	-30.180
-3.740	136.679	-28.189
-3.727	136.180	-27.566
-3.669	135.594	-27.129
-3.605	135.038	-26.700
-3.597	134.549	-26.215
-3.413	134.089	-25.567
-3.177	133.625	-25.125
-2.965	133.304	-24.663
-2.733	132.966	-24.272
-2.605	132.739	-23.762
-2.502	132.580	-23.272
-2.489	132.630	-22.711
-2.504	132.629	-22.328
-2.573	132.758	-21.985
-2.699	132.906	-21.742
-2.860	133.104	-21.510
-2.998	133.332	-21.324
-3.038	133.492	-21.317
-3.118	133.660	-21.272
-3.217	133.764	-21.321
-3.307	133.893	-21.430
-3.324	134.001	-21.684
-3.285	134.119	-22.051
-3.209	134.244	-22.361
-3.068	134.386	-22.591
-2.936	134.434	-22.869
-2.847	134.483	-23.155
-2.766	134.664	-23.386
-2.671	134.853	-23.694
-2.697	135.065	-24.093
-2.674	135.262	-24.595
-2.593	135.553	-25.169
-2.463	135.877	-25.752
-2.273	136.166	-26.411
-1.990	136.315	-27.157
-1.601	136.417	-27.941
-1.445	136.277	-28.869
-1.259	135.550	-29.814
-1.304	134.169	-30.001
-1.497	133.992	-30.511
-1.509	131.826	-30.228
-1.765	130.077	-30.208
-2.128	128.038	-29.837
-3.215	125.851	-28.800
-4.832	121.608	-28.190
-5.734	119.426	-27.498
-6.350	117.723	-25.962
-6.665	117.502	-24.014
-7.383	115.807	-23.222
-7.734	115.784	-22.246
-7.968	116.137	-21.518
-8.003	116.501	-21.352
-7.923	117.121	-21.515
-7.774	117.627	-21.873
-7.560	118.222	-22.260
-6.743	119.813	-22.865
-6.310	120.299	-23.134
-5.931	120.769	-23.340
-5.585	121.302	-23.526
-5.360	121.870	-23.587
-5.164	122.405	-23.580
-5.071	122.923	-23.593
-5.047	123.402	-23.547
-5.191	123.782	-23.534
-5.409	123.779	-23.282
-5.666	123.867	-23.226
-6.084	123.736	-23.081
-6.641	123.485	-22.769
-7.249	123.389	-22.404
-7.729	122.882	-21.682
-8.207	122.464	-21.003
-8.739	122.048	-20.182
-9.221	121.697	-19.412
-9.563	121.212	-18.558
-9.959	121.307	-18.058
-10.376	120.936	-17.384
-10.783	120.079	-16.704
-11.077	119.885	-16.369
-11.325	119.788	-16.163
-11.489	120.319	-16.206
-11.618	120.379	-16.177
-11.738	120.476	-16.108
-11.774	120.664	-16.144
-11.831	120.824	-16.166
-11.909	120.958	-16.172
-12.074	121.057	-16.146
-12.253	121.047	-16.066
-12.412	120.972	-15.966
-12.583	120.887	-15.891
-12.760	120.753	-15.796
-12.926	120.653	-15.692
-13.094	120.566	-15.592
-13.218	120.539	-15.477
-13.401	120.472	-15.422
-13.630	119.819	-15.160
-13.897	119.747	-15.100
-14.244	119.654	-15.075
-14.615	119.703	-15.079
-15.004	119.746	-15.072
-15.374	119.831	-15.171
-15.654	119.952	-15.316
-15.858	120.128	-15.493
-16.074	120.264	-15.745
-16.192	120.319	-16.005
-16.234	120.394	-16.166
-16.277	120.436	-16.293
-16.336	120.467	-16.363
-16.395	120.506	-16.441
-16.469	120.552	-16.472
-16.544	120.595	-16.494
-16.686	120.675	-16.507
-16.822	120.770	-16.509
-16.952	120.921	-16.528
-17.047	121.018	-16.558
-17.100	121.117	-16.597
-17.158	121.180	-16.635
-17.241	121.192	-16.658
-17.321	121.189	-16.669
-17.416	121.220	-16.610
-17.418	121.243	-16.603
-17.375	121.287	-16.560
-17.301	121.360	-16.500
-17.231	121.413	-16.450
-17.179	121.497	-16.334
-17.051	121.524	-16.288
-17.006	121.562	-16.183
-16.992	121.570	-16.097
-17.026	121.513	-16.146
-17.040	121.469	-16.088
-17.021	121.472	-15.987
-17.047	121.533	-15.945
-16.985	121.538	-15.886
-16.349	122.290	-15.669
-16.210	122.301	-15.614
-16.049	122.373	-15.562
-15.991	122.291	-15.525
-15.970	122.335	-15.443
-15.982	122.410	-15.336
-16.016	122.394	-15.419
-16.030	122.497	-15.403
-15.989	122.600	-15.370
-15.909	122.707	-15.402
-15.791	122.843	-15.512
-15.675	123.453	-15.725
-15.612	122.998	-15.727
-15.642	123.023	-15.979
-15.699	123.104	-16.257
-15.853	123.216	-16.725
-15.835	123.409	-17.262
-15.853	124.278	-17.896
-15.879	124.137	-18.247
-15.747	124.623	-18.708
-15.880	125.205	-19.131
-16.059	125.971	-19.574
-16.303	126.735	-20.103
-16.587	127.548	-20.539
-16.840	128.342	-20.944
-17.122	128.894	-21.157
-17.528	129.269	-21.338
-17.889	129.455	-21.601
-18.226	129.335	-21.913
-18.662	129.180	-22.118
-19.067	128.976	-22.160
-19.450	128.674	-22.132
-20.054	128.266	-22.056
-20.592	127.998	-21.959
-21.416	127.899	-21.739
-22.101	127.549	-21.558
-22.969	127.317	-21.014
-23.948	127.337	-19.849
-24.835	127.632	-18.349
-25.603	128.261	-16.544
-27.115	130.101	-13.773
-27.894	130.494	-13.111
-28.295	130.985	-12.923
-28.645	131.495	-12.505
-29.441	132.380	-11.853
-30.175	132.888	-10.940
-31.230	132.411	-8.909
-31.803	131.679	-7.669
-32.546	129.910	-6.811
-33.144	127.712	-5.472
-33.704	125.347	-4.210
-34.303	122.790	-2.641
-35.236	121.085	-0.355
-35.573	118.265	1.282
-35.972	115.555	2.352
-36.393	113.088	3.265
-37.032	110.499	4.555
-37.662	108.542	5.271
-38.348	106.943	5.814
-39.067	105.741	6.228
-39.723	104.674	6.713
-40.253	103.974	6.858
-40.622	103.566	6.878
-40.831	103.425	6.793
-40.881	103.436	6.640
-40.779	103.597	6.503
-40.557	103.904	6.333
-40.278	104.521	5.964
-39.967	105.304	5.447
-39.643	105.844	5.227
-39.392	106.374	4.982
-39.115	106.656	4.958
-38.835	107.294	4.676
-38.614	108.008	4.116
-38.445	108.380	3.909
-38.245	108.702	3.734
-38.128	109.019	3.610
-38.032	109.188	3.516
-37.908	109.304	3.519
-37.867	109.345	3.500
-37.843	109.308	3.532
-37.835	109.234	3.555
-37.835	109.141	3.589
-37.872	109.001	3.595
-37.954	108.839	3.647
-38.047	108.675	3.661
-38.108	108.523	3.656
-38.175	108.351	3.654
-38.195	108.267	3.639
-38.228	108.186	3.620
-38.254	108.073	3.580
-38.277	108.009	3.547
-38.292	107.939	3.496
-38.312	107.874	3.417
-38.302	107.783	3.320
-38.304	107.689	3.204
-38.347	107.584	3.145
-38.378	107.511	3.105
-38.404	107.434	3.041
-38.454	107.312	2.969
-38.468	107.208	2.907
-38.550	107.064	2.834
-38.593	106.847	2.800
-38.657	106.664	2.707
-38.733	106.444	2.656
-38.784	106.245	2.606
-38.878	106.020	2.567
-38.957	105.853	2.534
-39.020	105.700	2.508
-39.077	105.538	2.451
-39.147	105.418	2.377
-39.272	105.226	2.272
-39.316	105.077	2.119
-39.373	104.974	2.008
-39.408	104.874	1.899
-39.448	104.789	1.802
-39.462	104.725	1.730
-39.475	104.641	1.674
-39.470	104.618	1.587
-39.484	104.593	1.542
-39.499	104.556	1.477
-39.529	104.526	1.399
-39.513	104.524	1.340
-39.527	104.483	1.253
-39.565	104.448	1.170
-39.556	104.456	1.112
-39.572	104.408	1.048
-39.546	104.388	1.015
-39.571	104.381	0.982
-39.578	104.374	0.906
-39.565	104.350	0.879
-39.542	104.344	0.826
-39.577	104.320	0.814
-39.579	104.302	0.772
-39.601	104.318	0.756
-39.583	104.277	0.726
-39.573	104.269	0.692
-39.584	104.253	0.660
-39.588	104.253	0.646
-39.570	104.257	0.583
-39.565	104.268	0.577
-39.539	104.272	0.523
-39.587	104.262	0.483
-39.560	104.282	0.490
-39.563	104.274	0.454
-39.546	104.280	0.441
-39.526	104.292	0.431
-39.546	104.291	0.430
-39.528	104.295	0.412
-39.547	104.287	0.409
-39.573	104.290	0.417
-39.571	104.304	0.429
-39.556	104.306	0.441
-39.573	104.283	0.464
-39.589	104.291	0.450
-39.596	104.317	0.473
-39.597	104.292	0.458
-39.592	104.287	0.469
-39.615	104.274	0.472
-39.582	104.279	0.476
-39.598	104.270	0.453
-39.586	104.254	0.463
-39.584	104.245	0.450
-39.591	104.256	0.426
-39.571	104.273	0.425
-39.571	104.269	0.417
-39.584	104.266	0.410
-39.601	104.269	0.422
-39.566	104.278	0.399
-39.578	104.294	0.443
-39.585	104.268	0.420
-39.571	104.236	0.439
-39.573	104.257	0.429
-39.597	104.244	0.416
-39.563	104.241	0.432
-39.574	104.249	0.423
-39.565	104.266	0.433
-39.575	104.257	0.431
-39.581	104.254	0.440
-39.584	104.255	0.451
-39.594	104.267	0.451
-39.575	104.232	0.452
-39.576	104.234	0.433
-39.596	104.228	0.434
-39.570	104.222	0.425
-39.580	104.199	0.431
-39.591	104.208	0.435
-39.583	104.197	0.468
-39.590	104.205	0.465
-39.574	104.183	0.483
-39.600	104.210	0.454
-39.592	104.204	0.488
-39.615	104.201	0.463
-39.619	104.207	0.478
-39.608	104.175	0.468
-39.614	104.179	0.484
-39.614	104.187	0.484
-39.627	104.191	0.474
-39.627	104.155	0.493
-39.616	104.165	0.481
-39.601	104.171	0.515
-39.612	104.179	0.540
-39.633	104.143	0.550
-39.609	104.139	0.548
-39.625	104.152	0.570
-39.619	104.163	0.565
-39.639	104.126	0.570
-39.650	104.154	0.556
-39.642	104.114	0.575
-39.622	104.124	0.588
-39.597	104.128	0.581
-39.631	104.144	0.596
-39.631	104.153	0.591
-39.610	104.155	0.568
-39.619	104.150	0.576
-39.609	104.122	0.564
-39.619	104.152	0.596
-39.618	104.128	0.594
-39.617	104.132	0.576
-39.642	104.137	0.577
-39.633	104.130	0.621
-39.639	104.121	0.605
-39.634	104.119	0.625
-39.631	104.119	0.619
-39.623	104.092	0.630
-39.634	104.098	0.635
-39.629	104.072	0.679
-39.625	104.107	0.654
-39.637	104.094	0.664
-39.629	104.085	0.669
-39.656	104.070	0.677
-39.643	104.084	0.695
-39.633	104.091	0.701
-39.633	104.055	0.718
-39.648	104.065	0.736
-39.655	104.081	0.726
-39.649	104.053	0.742
-39.646	104.036	0.746
-39.641	104.054	0.760
-39.672	104.042	0.751
-39.653	104.030	0.746
-39.649	104.074	0.751
-39.647	104.062	0.748
-39.658	104.068	0.770
-39.659	104.058	0.748
-39.639	104.063	0.748
-39.660	104.026	0.762
-39.645	104.038	0.772
-39.643	104.034	0.796
-39.643	104.019	0.783
-39.635	104.021	0.804
-39.642	104.033	0.776
-39.643	104.006	0.749
-39.686	104.013	0.800
-39.648	104.017	0.740
-39.675	104.024	0.741
-39.664	104.025	0.735
-39.655	104.012	0.708
-39.685	104.049	0.697
-39.666	104.037	0.687
-39.649	104.053	0.694
-39.666	104.071	0.680
-39.650	104.086	0.687
-39.657	104.078	0.683
-39.686	104.050	0.732
-39.671	104.061	0.675
-39.677	104.053	0.682
-39.687	104.012	0.653
-39.688	104.024	0.659
-39.684	104.016	0.654
-39.698	104.029	0.679
-39.671	103.998	0.649
-39.684	103.988	0.636
-39.700	103.965	0.602
-39.689	103.967	0.595
-39.693	103.953	0.597
-39.719	103.963	0.583
-39.718	103.955	0.569
-39.709	103.957	0.561
-39.733	103.945	0.557
-39.743	103.945	0.537
-39.746	103.928	0.566
-39.745	103.956	0.580
-39.757	103.927	0.554
-39.744	103.948	0.572
-39.741	103.951	0.572
-39.749	103.957	0.556
-39.747	103.954	0.563
-39.729	103.940	0.556
-39.738	103.947	0.564
-39.727	103.943	0.568
-39.729	103.944	0.558
-39.737	103.938	0.548
-39.710	103.938	0.575
-39.740	103.942	0.547
-39.728	103.945	0.577
-39.726	103.948	0.602
-39.732	103.941	0.584
-39.737	103.948	0.592
-39.720	103.967	0.586
-39.727	103.953	0.562
-39.713	103.949	0.565
-39.713	103.963	0.558
-39.716	103.978	0.610
-39.718	103.966	0.595
-39.746	103.963	0.598
-39.743	103.980	0.611
-39.734	103.954	0.631
-39.756	103.947	0.640
-39.743	103.957	0.644
-39.732	103.945	0.674
-39.723	103.942	0.662
-39.744	103.963	0.661
-39.738	103.962	0.665
-39.731	103.970	0.677
-39.750	103.983	0.681
-39.749	103.993	0.689
-39.739	103.987	0.698
-39.736	103.987	0.728
-39.720	103.977	0.745
-39.733	104.001	0.754
-39.736	103.996	0.774
-39.723	104.008	0.807
-39.748	104.054	0.803
-39.745	104.024	0.814
-39.751	104.064	0.852
-39.762	104.054	0.847
-39.782	104.070	0.845
-39.783	104.092	0.879
-39.789	104.089	0.865
-39.791	104.093	0.873
-39.798	104.057	0.872
-39.777	104.089	0.856
-39.776	104.095	0.884
-39.782	104.058	0.856
-39.781	104.089	0.930
-39.799	104.085	0.917
-39.773	104.093	0.985
-39.769	104.067	0.987
-39.784	104.076	1.025
-39.786	104.101	1.040
-39.794	104.086	1.051
-39.785	104.079	1.081
-39.777	104.113	1.096
-39.792	104.111	1.106
-39.808	104.135	1.176
-39.809	104.127	1.124
-39.812	104.149	1.119
-39.830	104.166	1.126
-39.806	104.159	1.133
-39.807	104.195	1.150
-39.836	104.194	1.165
-39.848	104.175	1.161
-39.853	104.229	1.193
-39.887	104.224	1.183
-39.873	104.238	1.206
-39.890	104.244	1.230
-39.900	104.249	1.272
-39.891	104.213	1.315
-39.881	104.254	1.372
-39.915	104.251	1.410
-39.866	104.231	1.469
-39.905	104.244	1.509
-39.895	104.241	1.553
-39.888	104.253	1.576
-39.897	104.254	1.636
-39.868	104.246	1.707
-39.878	104.279	1.763
-39.874	104.281	1.818
-39.877	104.302	1.904
-39.876	104.300	1.936
-39.860	104.343	1.973
-39.857	104.367	2.016
-39.821	104.386	2.033
-39.853	104.372	2.079
-39.839	104.413	2.122
-39.810	104.431	2.096
-39.786	104.426	2.142
-39.822	104.438	2.149
-39.805	104.442	2.123
-39.822	104.422	2.169
-39.836	104.424	2.213
-39.791	104.420	2.238
-39.840	104.411	2.272
-39.851	104.423	2.264
-39.843	104.397	2.274
-39.814	104.379	2.259
-39.817	104.363	2.249
-39.815	104.344	2.251
-39.813	104.364	2.246
-39.818	104.357	2.236
-39.810	104.394	2.247
-39.760	104.398	2.242
-39.770	104.392	2.281
-39.761	104.427	2.301
-39.755	104.435	2.315
-39.752	104.423	2.362
-39.735	104.452	2.427
-39.751	104.455	2.445
-39.741	104.461	2.488
-39.725	104.485	2.469
-39.725	104.470	2.477
-39.716	104.443	2.456
-39.747	104.468	2.427
-39.715	104.492	2.395
-39.710	104.510	2.380
-39.719	104.495	2.355
-39.704	104.504	2.375
-39.709	104.504	2.368
-39.694	104.483	2.355
-39.692	104.494	2.408
-39.677	104.475	2.427
-39.681	104.490	2.423
-39.672	104.488	2.469
-39.639	104.454	2.472
-39.657	104.469	2.504
-39.650	104.463	2.485
-39.670	104.459	2.528
-39.617	104.435	2.528
-39.658	104.431	2.569
-39.645	104.435	2.605
-39.653	104.428	2.599
-39.646	104.442	2.609
-39.639	104.437	2.628
-39.617	104.438	2.640
-39.614	104.456	2.643
-39.594	104.488	2.709
-39.592	104.473	2.716
-39.565	104.492	2.728
-39.582	104.507	2.762
-39.574	104.495	2.796
-39.551	104.507	2.832
-39.530	104.511	2.873
-39.535	104.525	2.894
-39.530	104.532	2.903
-39.505	104.524	2.912
-39.511	104.551	2.970
-39.524	104.531	2.989
-39.493	104.548	3.043
-39.510	104.534	3.057
-39.480	104.515	3.074
-39.497	104.553	3.055
-39.475	104.541	3.040
-39.476	104.546	3.051
-39.490	104.569	3.048
-39.488	104.556	3.058
-39.475	104.581	3.033
-39.492	104.550	3.045
-39.470	104.560	3.051
-39.479	104.553	3.032
-39.484	104.555	3.027
-39.474	104.591	3.021
-39.473	104.588	3.014
-39.453	104.615	3.063
-39.462	104.622	3.071
-39.453	104.624	3.070
-39.436	104.651	3.077
-39.456	104.637	3.064
-39.456	104.650	3.043
-39.442	104.643	3.013
-39.441	104.653	2.969
-39.454	104.651	2.955
-39.468	104.639	2.896
-39.447	104.653	2.860
-39.438	104.578	2.782
-39.452	104.596	2.810
-39.440	104.636	2.802
-39.454	104.635	2.822
-39.471	104.637	2.776
-39.488	104.613	2.706
-39.493	104.584	2.676
-39.482	104.596	2.602
-39.473	104.587	2.561
-39.498	104.584	2.512
-39.493	104.601	2.487
-39.498	104.572	2.473
-39.509	104.582	2.478
-39.536	104.610	2.483
-39.564	104.594	2.505
-39.593	104.581	2.520
-39.605	104.541	2.539
-39.621	104.533	2.567
-39.610	104.518	2.541
-39.656	104.512	2.553
-39.665	104.465	2.558
-39.674	104.494	2.583
-39.685	104.483	2.548
-39.687	104.447	2.520
