RHand	Head	LHand
29.747	48.711	8.523
35.491	45.547	9.852
40.376	39.185	12.906
43.829	36.413	13.551
50.938	38.041	14.090
57.096	35.749	16.591
54.656	30.354	17.352
51.261	27.233	18.426
51.250	27.985	20.467
50.603	29.028	22.430
46.233	24.721	22.087
45.161	21.247	21.573
46.904	19.741	22.443
42.134	20.949	23.032
38.615	19.548	23.273
38.629	19.146	20.346
34.497	18.821	21.224
30.676	16.704	23.598
27.334	15.536	24.956
23.921	14.976	25.616
21.401	14.335	23.525
19.739	13.626	22.517
23.192	14.915	22.682
28.958	16.537	20.131
37.400	16.344	17.892
41.419	17.435	17.478
38.825	18.085	15.994
37.169	17.018	13.432
38.140	15.788	11.448
47.189	12.837	9.468
45.839	11.405	8.162
38.343	9.985	7.629
40.099	7.539	5.656
39.341	9.769	3.994
38.102	13.827	3.626
47.811	17.892	2.926
62.025	23.215	2.263
67.538	28.024	3.076
67.563	32.315	3.183
74.220	38.982	2.492
87.287	46.217	3.145
96.514	45.735	2.851
99.222	42.222	2.640
98.629	46.009	3.160
93.331	45.266	3.769
90.930	39.441	4.590
90.826	38.981	4.920
85.589	37.973	6.311
80.541	34.639	6.378
72.551	29.555	6.273
62.576	25.410	6.925
54.564	21.246	6.085
45.994	17.106	5.749
36.228	17.019	7.528
24.992	18.672	5.754
13.309	16.543	3.206
3.473	15.270	3.529
8.498	17.904	1.914
16.406	19.903	3.156
17.480	20.943	4.153
15.841	19.237	4.030
11.075	18.832	2.560
6.922	19.753	1.145
3.695	18.843	1.234
2.538	17.555	2.458
5.128	13.224	2.575
5.737	11.282	1.064
6.521	11.725	1.646
5.300	8.195	1.596
2.083	6.104	1.430
1.817	5.660	1.337
3.610	5.218	0.769
4.889	5.045	1.715
4.987	6.709	1.139
5.840	12.593	2.187
4.603	17.923	2.837
4.737	18.419	2.593
3.808	19.503	2.798
4.113	21.727	1.913
3.266	21.438	2.383
2.579	23.055	1.883
4.055	28.373	2.944
3.773	33.957	4.060
2.442	38.603	6.452
3.322	41.096	6.813
3.500	46.072	8.811
3.278	50.656	9.323
2.457	52.482	9.469
2.114	50.012	11.193
3.044	45.601	11.825
4.219	45.397	10.484
5.693	48.532	9.062
9.001	45.357	7.267
15.073	37.706	5.828
19.152	37.795	7.772
18.487	40.543	8.225
17.252	43.152	9.331
32.556	49.157	10.511
31.550	54.064	11.871
34.638	57.724	15.284
47.682	59.823	17.453
49.395	60.792	17.635
35.600	69.290	16.910
25.772	71.990	13.677
21.085	71.170	8.663
16.308	72.200	4.058
8.940	68.271	0.534
11.682	64.591	1.660
16.563	61.454	2.476
20.209	62.015	3.782
20.911	61.290	4.561
20.064	60.401	4.557
18.099	57.713	4.159
14.918	54.659	3.265
10.900	51.156	2.706
4.616	46.179	2.149
3.395	47.185	1.717
5.619	46.671	3.491
6.689	39.950	4.919
5.796	35.302	5.440
3.386	34.460	5.110
1.707	32.678	5.324
1.234	26.777	5.906
2.613	21.293	6.655
3.472	20.235	6.592
3.874	18.938	5.391
1.578	14.446	4.907
1.778	13.253	5.136
2.765	13.240	5.138
2.048	12.587	4.652
3.453	13.705	4.976
3.185	14.917	4.187
1.723	15.161	2.385
1.038	16.510	1.695
5.887	18.176	1.622
9.213	19.417	2.417
7.784	21.755	3.642
6.627	23.717	3.104
5.665	25.931	2.538
2.331	27.791	2.164
3.177	29.142	1.989
6.171	30.922	2.186
4.646	31.692	0.988
2.902	32.062	0.928
2.543	32.281	1.677
1.425	34.067	1.267
1.656	37.374	0.753
1.693	38.518	1.987
2.445	44.981	1.256
2.011	51.731	0.607
0.845	55.328	1.920
0.962	57.311	0.759
1.310	50.594	1.187
1.675	46.881	1.008
1.407	48.975	1.347
2.247	47.395	0.888
2.722	45.882	0.594
2.654	45.797	1.448
1.938	42.255	1.931
1.172	38.696	0.888
1.680	36.785	0.635
2.112	34.044	1.134
1.558	33.453	1.978
1.515	33.120	2.726
1.441	32.101	1.122
1.095	31.900	0.964
1.159	29.522	1.311
1.262	26.784	0.715
1.006	25.116	0.947
1.277	23.394	0.703
0.397	23.950	0.320
2.524	23.906	1.489
2.841	21.466	2.073
1.895	21.694	1.023
2.843	22.906	0.646
3.645	23.049	1.625
1.452	22.402	0.806
2.200	21.393	0.564
1.648	21.961	1.718
1.240	20.774	1.076
1.378	19.158	1.900
2.916	17.761	1.104
3.325	15.705	1.454
1.464	16.763	0.923
2.300	17.738	1.169
1.728	17.151	1.866
1.124	15.989	1.276
1.116	18.370	1.020
1.845	20.601	1.873
1.352	20.874	1.156
2.121	22.667	1.291
2.333	23.262	0.612
4.201	25.620	2.108
4.536	27.458	1.280
5.204	28.765	1.413
3.267	29.661	0.782
1.842	26.829	1.363
3.690	25.428	3.025
2.064	24.287	2.892
1.995	22.433	3.145
0.536	25.305	4.001
1.172	28.737	3.306
1.716	32.450	3.946
2.218	33.499	5.192
1.922	32.317	4.965
2.221	32.428	3.405
2.511	30.185	2.731
3.371	31.635	2.444
3.347	35.055	0.491
3.399	38.913	1.404
5.828	43.365	1.506
6.625	43.750	0.385
6.915	43.639	2.568
9.916	42.523	2.022
14.798	41.340	2.326
15.926	43.380	2.349
16.176	44.938	4.849
22.352	47.151	6.781
33.107	50.804	8.626
47.477	50.876	9.340
62.959	46.910	9.521
87.919	45.864	7.792
111.037	47.968	6.404
140.650	47.338	7.680
162.630	42.803	7.181
183.653	39.911	8.228
202.753	40.805	7.760
208.279	39.427	6.844
212.472	36.921	6.381
221.197	35.625	4.598
217.012	34.612	4.334
193.315	32.163	3.330
195.595	27.217	1.606
188.595	24.032	2.843
178.211	22.919	3.445
172.236	21.075	3.372
151.105	20.225	4.626
138.718	19.623	5.904
131.595	21.107	6.281
115.895	22.791	5.622
92.635	24.280	4.274
75.800	28.068	3.941
64.446	29.654	2.738
65.900	31.697	2.558
60.598	36.558	2.616
66.155	41.818	1.435
80.732	39.924	2.226
97.916	36.702	1.705
131.028	38.146	2.466
150.181	43.171	2.335
171.830	49.774	1.556
197.834	52.675	2.230
215.428	52.687	2.883
224.164	53.352	4.412
173.420	57.088	4.485
121.678	63.375	4.777
108.126	65.095	3.759
108.681	58.298	2.574
84.419	60.222	3.636
60.166	68.760	3.150
34.238	70.725	2.390
14.110	75.006	2.265
8.582	80.796	0.971
11.859	80.455	2.957
16.338	87.486	4.928
21.988	96.364	4.634
29.674	91.083	4.342
34.888	84.889	4.457
32.553	95.338	3.668
29.436	96.964	2.278
25.684	86.726	2.824
19.524	86.477	3.724
12.795	83.609	4.546
4.589	80.846	3.389
2.179	79.033	1.180
3.909	77.003	1.027
5.065	75.557	1.321
4.438	67.807	3.188
3.557	63.869	4.231
1.292	64.582	3.518
3.397	68.518	4.107
3.951	67.948	4.113
5.844	63.054	2.639
5.893	58.723	2.583
5.014	54.472	2.288
4.439	53.526	0.614
3.981	51.467	0.735
4.716	49.799	2.156
3.203	46.759	2.909
2.029	42.955	2.569
2.989	41.479	2.653
3.716	37.666	1.781
3.811	31.842	1.605
3.313	26.135	1.687
2.549	21.317	2.855
2.017	19.145	3.674
3.930	17.896	2.758
3.151	18.383	1.515
2.338	22.673	1.838
3.842	26.594	2.194
1.942	29.000	2.195
1.690	30.040	2.839
1.689	29.501	2.713
2.325	27.351	1.701
2.995	27.297	1.292
2.251	29.819	1.804
4.132	32.887	1.347
5.140	32.988	1.585
6.374	30.095	1.457
10.525	26.313	3.003
16.359	22.526	3.499
24.290	20.590	2.689
31.186	17.639	2.842
33.307	15.868	2.068
31.667	13.417	2.698
23.742	11.037	2.539
17.577	8.996	1.508
20.932	7.969	1.700
31.044	8.966	1.387
45.958	9.594	2.996
57.310	8.683	2.835
74.348	8.380	2.658
96.157	9.665	2.971
102.167	12.067	2.294
104.486	14.571	2.369
110.971	17.472	1.559
114.544	20.014	1.413
108.330	23.054	2.499
94.170	22.822	1.173
76.348	22.993	1.312
59.762	25.400	1.113
49.926	26.409	1.241
46.432	26.550	0.657
36.380	27.123	0.191
27.718	26.244	0.903
26.979	24.025	0.658
34.567	22.280	1.304
28.355	21.090	1.514
48.766	21.388	1.918
79.485	22.316	1.957
64.270	23.011	2.621
70.952	21.904	1.193
87.785	21.358	1.733
92.744	23.289	1.579
108.394	24.155	1.379
125.487	26.543	1.706
147.312	28.712	1.882
163.781	27.107	1.240
194.648	26.189	2.239
216.224	27.591	2.657
172.209	28.569	2.468
108.778	27.199	2.612
23.088	27.144	2.496
82.530	27.897	1.774
96.593	28.309	2.092
85.292	28.574	1.368
55.580	28.474	2.472
23.194	25.137	2.689
20.845	21.122	2.583
32.084	18.006	1.571
37.569	16.891	1.967
38.658	13.748	1.971
35.173	11.107	1.802
27.408	12.062	1.238
23.173	12.790	1.226
17.900	12.538	1.865
7.794	11.498	2.721
4.177	11.541	2.527
5.281	10.497	1.361
7.667	8.842	0.611
8.686	7.465	0.960
10.913	6.571	1.328
11.436	7.216	1.990
8.843	7.537	1.916
9.047	8.238	2.525
9.677	9.056	3.576
9.056	10.249	2.188
9.219	11.269	1.724
9.233	10.838	1.430
11.478	11.075	1.552
14.309	12.835	2.365
16.326	14.466	2.464
19.694	14.137	2.116
22.761	15.518	1.287
23.200	16.560	1.197
22.643	17.048	2.145
20.136	18.081	2.729
13.373	18.316	1.970
10.065	19.498	0.733
12.203	19.823	1.603
14.876	21.598	2.243
18.235	24.344	2.199
20.856	24.681	2.125
21.153	25.832	1.466
26.835	26.498	1.450
24.217	29.002	0.958
12.600	32.589	1.783
11.843	34.328	1.763
13.763	39.551	2.869
20.447	44.595	3.714
29.548	45.777	3.318
35.249	42.512	1.999
45.572	42.210	1.333
50.140	46.403	2.247
41.992	51.885	2.440
33.172	57.396	2.789
29.363	58.910	2.708
32.449	64.404	2.744
39.333	69.287	2.324
47.740	73.429	0.954
75.699	79.117	1.101
86.263	77.744	1.192
75.287	79.035	1.376
69.954	95.462	2.651
59.278	100.549	0.744
58.290	95.923	2.001
61.216	101.416	3.693
64.251	107.563	2.108
70.651	116.296	1.421
79.345	119.155	0.423
91.076	121.246	1.516
102.235	132.644	2.133
105.830	133.419	2.901
119.309	134.056	1.413
151.608	143.973	1.577
162.302	152.327	1.872
156.482	153.054	1.993
163.057	156.720	1.072
164.352	174.538	2.337
148.006	184.459	2.333
161.370	193.661	2.360
177.300	198.747	1.444
152.967	200.757	2.357
153.031	215.780	1.463
143.919	222.466	0.976
133.893	219.598	1.456
104.446	222.584	1.024
87.317	224.809	2.654
116.563	227.424	4.534
129.693	232.134	4.379
127.927	232.580	3.692
127.087	224.141	3.379
109.405	214.168	5.098
115.238	210.999	7.158
117.564	210.416	5.665
143.573	201.797	8.383
158.255	191.186	11.844
181.675	193.250	11.840
172.402	185.744	10.987
153.895	172.910	13.740
169.235	171.339	21.198
168.042	163.695	30.687
207.403	162.366	35.637
269.582	153.726	38.317
235.562	145.554	44.930
247.888	143.482	51.056
255.263	133.395	45.444
262.549	133.044	41.520
273.780	127.148	43.841
284.045	118.725	44.676
281.805	120.106	43.745
281.379	116.315	42.280
249.289	109.234	47.031
241.780	109.610	57.230
290.080	108.281	63.639
251.373	103.166	65.720
226.071	103.575	66.136
302.308	102.687	65.087
323.470	103.305	70.328
313.541	102.863	74.144
299.617	103.776	65.638
229.366	106.324	53.871
145.950	108.007	45.817
78.468	104.764	40.161
85.936	105.418	31.000
118.801	104.679	19.698
133.489	106.355	13.692
126.257	107.394	15.957
94.092	101.605	21.084
61.131	101.821	28.312
34.872	98.390	34.554
22.119	97.612	44.382
31.409	96.834	52.687
42.075	90.850	57.785
41.620	89.012	63.663
32.815	91.309	68.097
23.015	80.897	66.148
12.688	76.450	60.853
4.671	88.317	56.157
3.434	85.444	55.078
6.199	77.326	57.983
6.619	82.800	51.907
5.834	82.625	43.212
5.269	76.706	38.903
5.474	79.484	32.486
8.140	82.589	29.749
10.726	79.862	26.894
12.697	77.123	25.163
10.582	79.764	22.342
7.514	83.102	16.681
5.971	77.687	14.388
5.441	73.590	11.400
6.485	74.625	8.499
7.165	70.956	6.775
5.961	66.139	6.400
5.730	66.786	7.862
5.792	68.091	10.289
5.811	61.722	8.202
6.615	54.649	7.945
5.952	54.455	9.118
3.717	56.652	9.444
3.582	55.426	9.332
6.744	50.273	8.721
9.616	47.413	6.366
11.062	47.013	5.521
9.752	45.189	4.367
7.147	42.819	3.600
4.991	39.343	4.568
4.793	32.752	5.723
4.370	26.210	5.537
4.161	27.042	5.939
4.145	31.611	5.123
3.240	34.049	4.654
5.285	34.120	3.096
6.353	32.532	5.169
6.596	30.638	9.490
8.628	29.565	10.604
7.840	32.013	9.887
4.845	35.272	11.277
4.613	37.336	12.478
3.179	38.809	12.967
1.398	39.954	13.524
1.894	40.587	11.125
2.228	40.134	10.706
1.046	41.710	9.230
4.105	43.226	5.468
6.975	42.727	2.546
6.967	43.927	1.653
9.419	41.854	5.454
9.960	40.359	8.398
8.844	46.978	8.469
10.596	48.870	8.090
10.910	48.209	5.569
9.194	48.238	5.095
9.354	50.919	7.174
10.126	54.093	9.213
9.625	51.013	10.615
8.402	51.708	12.043
8.264	54.461	11.569
8.531	58.010	11.288
8.970	59.646	10.156
10.513	59.829	7.169
10.601	62.405	5.352
8.888	64.285	6.002
8.382	64.742	6.038
8.428	69.297	5.278
8.808	66.641	2.975
9.694	61.480	1.881
10.710	65.598	1.612
11.828	68.199	1.531
12.931	68.681	3.091
12.165	70.565	4.493
11.766	71.852	5.848
12.434	71.587	6.120
14.075	72.897	7.801
14.756	73.614	7.828
14.275	81.761	6.171
16.648	84.633	5.712
17.746	82.172	6.091
18.533	83.519	5.236
19.236	87.430	3.242
17.785	94.623	2.914
18.483	90.978	3.176
18.481	89.170	3.873
17.147	96.973	2.873
14.489	99.964	5.175
10.135	96.046	4.846
9.086	100.401	4.992
7.814	101.707	5.754
4.455	100.078	4.942
4.044	103.270	5.823
3.684	105.056	4.809
3.087	101.609	4.339
3.123	99.047	5.758
3.163	104.438	5.621
3.486	104.813	3.886
6.004	102.707	3.193
7.210	101.837	4.123
8.620	100.539	6.470
12.218	101.671	8.773
17.490	99.584	11.516
22.921	93.565	15.001
28.320	100.608	16.631
38.521	104.858	21.351
51.437	101.011	28.862
58.985	102.784	29.606
49.122	107.104	28.247
54.855	105.769	28.104
71.943	104.775	30.311
67.735	108.644	35.371
66.254	105.242	41.097
69.749	98.723	41.495
68.036	97.202	35.094
62.052	99.060	32.467
57.881	96.849	35.945
59.370	92.449	29.801
59.587	92.793	30.341
54.662	91.340	25.132
48.100	88.547	24.823
37.764	85.212	21.705
28.733	77.480	19.754
25.724	75.867	18.533
22.566	79.007	15.587
22.416	77.440	14.688
44.289	73.781	13.785
45.532	66.321	12.954
22.568	59.389	10.940
22.250	60.855	8.054
11.390	60.763	7.236
23.689	56.341	6.901
46.490	52.815	4.970
19.860	50.710	3.952
17.154	48.045	4.130
15.667	46.565	3.233
12.283	46.698	3.189
13.665	46.558	4.317
19.336	45.297	4.295
21.599	43.533	3.659
18.926	41.012	5.455
16.080	38.407	8.009
14.470	38.055	7.482
12.429	38.865	6.882
12.345	37.797	6.735
10.990	33.180	7.223
9.174	32.276	6.590
9.874	32.857	5.054
27.917	31.204	5.127
28.639	29.579	4.214
10.678	26.169	3.239
9.957	25.540	3.015
9.708	24.907	4.226
41.176	21.096	3.418
38.801	18.910	2.519
3.361	19.282	2.804
35.201	17.951	3.081
3.736	17.883	3.340
38.309	20.044	2.928
4.985	22.827	3.674
6.608	23.661	3.323
9.085	23.775	2.225
9.589	25.092	2.112
28.010	25.062	2.439
29.113	23.319	1.933
8.182	21.715	1.798
7.731	23.085	2.490
7.718	29.354	2.376
7.112	33.337	1.881
9.763	35.538	2.154
13.719	35.943	2.543
12.893	34.206	2.289
10.053	32.097	2.802
9.237	31.109	3.183
14.307	35.811	3.754
9.202	42.632	4.467
12.005	47.189	7.099
12.300	47.036	10.128
12.948	47.190	14.157
11.972	48.646	17.645
11.864	48.509	19.688
10.044	51.048	21.641
8.362	55.286	23.415
8.083	52.222	23.629
6.342	46.981	21.756
7.680	48.057	20.519
11.448	51.724	20.450
15.621	52.561	18.393
18.220	49.828	13.912
20.734	48.084	11.764
27.989	52.589	9.646
35.450	58.181	8.311
34.992	53.364	8.787
40.985	49.241	5.817
62.599	51.983	5.597
78.251	49.610	7.523
86.786	40.666	7.302
111.618	32.736	9.247
136.684	35.226	9.935
140.689	56.837	12.153
161.929	82.239	16.559
177.996	100.582	17.492
181.207	114.538	16.962
198.154	122.447	20.267
213.354	120.314	26.596
198.004	113.383	31.020
140.604	103.785	35.892
75.313	89.672	35.602
37.872	81.328	33.591
52.634	70.623	30.087
62.103	61.760	20.536
63.754	61.026	11.430
55.597	61.492	7.837
41.410	63.133	12.810
26.374	61.159	17.298
13.765	61.212	20.809
7.325	63.211	19.333
11.012	63.887	19.759
12.386	61.562	22.038
13.352	59.007	18.758
13.678	62.595	16.350
12.694	69.800	15.363
10.933	69.750	14.383
9.152	64.277	17.027
6.612	71.986	21.076
4.675	82.940	27.097
13.675	80.570	32.382
10.425	72.695	35.882
11.349	75.911	35.181
10.998	91.390	30.913
9.528	93.350	26.567
10.384	84.231	24.119
7.912	87.505	21.935
5.630	92.896	19.468
4.213	91.663	12.999
2.120	86.823	7.089
1.107	84.579	3.736
2.552	83.950	4.532
3.530	76.725	8.775
3.437	72.835	13.462
4.051	71.076	18.635
5.028	64.512	19.413
5.230	53.990	21.957
4.451	43.896	26.164
3.780	34.409	30.212
4.927	27.830	28.456
18.164	24.187	22.245
21.443	19.105	18.388
20.978	13.422	14.193
32.463	7.982	10.209
44.876	7.772	9.355
57.085	9.521	9.455
71.547	12.697	12.389
78.016	16.278	18.523
83.064	20.464	26.463
82.151	25.985	32.070
66.202	31.578	39.916
57.796	37.431	48.339
28.075	43.027	58.709
13.802	47.761	66.110
17.851	53.253	76.146
22.003	56.281	86.802
21.767	53.835	105.378
20.822	53.504	119.153
19.555	59.054	135.389
19.568	64.913	150.763
30.042	66.003	171.512
32.932	65.755	163.184
33.027	70.305	68.094
24.306	73.659	53.218
19.841	74.008	63.613
15.628	67.709	39.199
15.977	65.758	36.363
19.547	78.168	33.655
19.982	85.797	27.153
17.725	78.124	20.686
11.551	79.695	18.836
6.864	89.966	16.995
3.181	85.861	11.657
2.481	84.973	6.113
4.848	95.789	3.077
2.906	92.105	1.745
3.697	86.026	3.263
5.532	94.523	2.962
6.187	94.234	2.571
2.948	92.056	0.804
1.879	99.334	2.568
3.250	96.656	3.837
2.806	97.264	4.126
3.038	109.209	4.244
2.371	104.932	5.042
3.179	107.878	3.656
3.505	113.906	3.788
2.522	108.635	3.777
2.234	113.390	1.656
1.145	108.306	3.187
0.882	104.944	2.936
2.822	109.981	2.713
3.003	103.126	3.456
1.995	102.036	2.497
1.369	100.146	2.055
1.291	92.106	3.149
3.258	94.492	2.890
1.382	94.851	2.927
1.501	84.844	3.277
2.597	82.517	4.271
2.970	82.702	4.678
3.724	77.147	6.537
2.492	78.126	7.138
1.898	75.789	5.071
0.604	68.564	6.850
0.499	64.449	7.793
1.497	64.583	6.637
2.175	59.242	6.017
1.755	53.134	5.949
2.897	54.103	6.991
1.654	51.974	7.077
1.786	48.265	6.295
3.057	40.595	5.954
3.136	35.080	5.506
1.974	35.516	5.798
2.245	34.640	4.357
0.686	32.412	2.995
1.193	29.010	2.636
1.644	24.708	3.481
0.909	20.408	3.365
1.429	17.622	2.030
0.884	16.120	3.116
1.852	13.740	3.334
1.607	12.237	1.760
0.589	11.113	0.909
0.494	10.223	1.634
0.930	8.374	0.787
0.465	5.675	0.966
1.424	3.883	0.622
0.721	1.814	1.414
1.535	0.862	2.256
1.245	2.833	1.648
0.894	4.475	1.465
1.086	5.088	1.031
1.484	4.674	0.516
0.674	5.861	0.883
1.618	5.985	0.723
0.726	6.675	1.077
0.447	10.143	1.661
1.668	12.510	1.259
1.048	13.884	0.422
0.891	13.917	1.216
1.272	14.662	0.905
0.329	13.347	1.353
1.187	10.776	1.310
1.549	12.115	0.867
0.458	12.886	1.113
0.337	11.753	0.462
0.782	11.870	1.448
0.843	12.232	0.530
1.423	12.007	1.322
1.614	10.799	1.191
1.157	10.629	1.814
2.015	9.663	0.343
1.619	7.849	0.913
1.209	7.009	1.093
1.638	6.975	1.397
1.703	6.109	0.559
0.777	4.799	0.813
0.624	4.080	1.225
0.882	4.251	1.065
0.914	5.541	0.970
0.747	4.105	1.132
0.663	3.711	0.522
0.515	3.610	0.669
0.839	3.940	0.317
1.243	5.390	0.860
0.480	5.588	0.512
0.721	5.400	1.077
1.040	5.983	0.571
0.135	4.753	0.986
0.836	5.003	1.613
1.439	5.275	1.636
0.893	5.752	1.732
1.301	6.124	1.674
0.530	5.600	0.769
1.830	5.892	0.904
1.523	5.279	0.779
0.215	6.740	0.508
0.537	7.620	0.961
0.703	7.305	1.043
0.729	6.723	1.486
1.175	6.537	1.242
1.342	7.227	0.171
0.346	7.178	0.679
0.721	9.492	0.534
0.307	14.344	0.661
1.414	20.239	1.345
0.881	25.012	1.263
1.009	25.062	1.285
2.539	21.461	1.440
1.750	15.722	1.198
1.700	14.795	2.108
3.632	17.902	1.910
3.661	19.445	3.489
3.268	21.615	4.055
3.005	27.674	3.922
2.536	32.728	2.860
1.872	34.714	2.279
2.077	36.851	2.754
1.926	39.853	3.254
1.406	41.605	3.105
2.558	37.364	3.067
2.731	32.190	2.447
2.039	31.469	0.992
1.315	33.124	2.611
1.135	29.259	2.251
0.913	24.591	0.545
0.623	25.954	1.227
0.733	25.788	1.821
0.594	24.859	2.043
1.420	24.442	1.036
1.388	21.847	2.228
0.254	18.444	2.203
0.282	15.447	0.764
0.411	13.344	1.555
1.777	14.727	2.464
1.809	15.182	2.060
0.963	14.563	2.690
1.238	16.538	3.856
1.412	22.067	3.551
0.889	27.104	3.744
3.506	27.466	3.747
5.369	29.566	5.351
7.453	33.037	7.978
12.557	38.558	9.061
17.936	44.648	11.514
27.018	52.252	15.268
42.848	57.397	16.718
64.679	60.121	18.040
86.906	63.417	19.774
102.401	61.936	24.621
121.058	56.595	33.217
129.714	55.567	43.021
135.768	57.782	63.112
152.826	55.115	79.633
165.911	47.099	85.918
179.937	45.829	86.084
192.050	52.833	77.623
190.085	58.291	74.058
191.503	60.901	73.595
198.579	35.423	51.754
219.386	32.239	48.571
216.030	57.960	64.569
193.758	61.365	53.055
193.661	64.953	41.732
180.433	95.028	35.517
150.085	90.173	33.983
179.956	54.912	31.000
206.451	53.880	27.548
157.795	60.475	24.481
190.054	61.435	24.151
217.755	63.338	27.129
196.227	59.110	30.768
210.165	51.980	36.396
218.139	55.966	43.531
221.160	63.519	54.314
229.230	67.116	61.138
243.927	64.109	66.400
252.026	64.229	81.159
261.138	73.655	99.029
276.495	83.168	110.797
279.889	85.022	125.106
277.925	89.383	139.872
281.633	101.421	150.058
275.272	109.085	166.697
261.242	114.803	178.007
222.997	124.661	179.618
202.552	129.927	189.018
204.438	130.481	197.707
185.617	127.678	202.083
169.653	119.111	202.654
146.058	111.159	191.675
119.379	103.599	184.990
86.486	94.124	180.196
63.252	84.312	174.816
47.239	78.597	153.303
30.968	74.118	134.702
16.427	68.811	124.474
9.890	64.758	107.807
15.857	62.671	89.608
25.635	64.331	70.413
32.064	62.243	61.033
36.918	58.892	48.198
41.433	58.719	28.784
42.170	59.798	11.985
41.783	57.028	11.949
42.648	52.936	24.514
42.684	49.885	40.173
38.065	43.958	51.216
31.970	41.192	54.080
27.331	39.791	52.982
23.186	36.430	59.264
19.808	34.091	65.976
19.211	33.477	62.380
21.093	32.040	59.611
22.711	30.182	60.354
21.769	27.624	56.074
20.797	26.030	51.465
20.856	24.301	49.948
22.536	18.330	50.854
25.731	12.852	48.299
29.216	11.574	44.432
32.952	12.818	38.570
37.026	27.462	30.307
46.047	26.529	24.232
59.713	11.767	21.796
72.209	13.138	20.098
76.576	13.863	17.700
72.320	19.434	16.535
69.427	24.227	19.151
73.252	26.345	21.314
75.959	29.574	16.349
61.581	32.467	13.199
58.684	38.395	13.231
55.820	41.024	8.501
45.259	38.296	4.813
36.883	40.287	4.304
27.403	47.575	3.416
21.654	44.486	3.443
13.493	42.272	3.342
32.548	44.598	3.405
4.636	41.704	3.682
8.093	39.502	4.735
10.218	41.350	4.544
26.389	42.101	5.335
14.054	38.720	6.438
14.344	38.200	8.411
12.659	41.385	10.189
10.944	38.615	10.616
10.701	30.578	11.618
7.924	25.969	11.397
5.485	25.616	11.448
5.483	21.583	10.342
110.787	15.556	9.995
109.945	10.941	11.539
3.931	22.443	11.680
104.243	24.676	11.161
105.603	10.308	9.404
5.239	9.924	8.871
6.306	11.378	9.002
8.818	12.215	6.974
11.159	13.770	5.202
14.489	14.569	3.749
15.838	16.662	1.879
16.134	16.244	1.514
16.637	15.245	2.056
16.266	15.996	4.374
15.463	15.437	6.181
13.440	11.117	4.200
12.767	8.065	2.673
11.701	5.107	2.288
25.912	7.851	1.669
25.322	13.093	3.106
10.183	17.003	3.664
8.606	23.233	3.086
10.175	27.612	4.050
77.053	27.632	4.294
77.454	32.257	6.204
12.248	34.726	8.484
10.791	33.112	9.952
11.973	35.327	12.545
64.008	37.518	18.641
68.838	33.870	27.174
29.646	29.213	37.966
38.529	23.159	49.390
45.591	15.826	58.403
51.745	12.372	76.511
68.811	9.017	94.275
71.242	19.259	99.513
60.110	14.039	111.696
71.787	9.728	121.723
75.505	13.568	121.889
69.266	18.997	115.386
66.680	21.455	113.042
63.708	22.236	108.129
59.063	23.236	98.545
52.940	20.585	97.462
52.635	17.210	76.739
56.147	13.192	58.934
60.675	12.579	61.533
68.483	12.979	55.478
74.296	15.183	44.160
81.104	19.703	35.595
84.790	24.338	34.761
76.145	26.601	33.646
72.886	24.737	30.982
77.054	22.247	28.024
77.531	21.097	23.052
75.299	23.134	15.816
68.728	21.955	22.082
60.661	16.724	28.714
58.137	16.358	27.370
63.861	16.060	30.675
65.256	19.711	33.324
55.549	29.240	36.677
53.039	38.909	42.727
55.847	51.354	52.585
60.707	62.953	65.857
67.455	68.227	91.538
78.034	72.234	117.055
90.656	78.034	142.586
108.601	89.338	154.948
127.604	102.032	177.750
137.739	106.928	218.368
152.053	115.799	234.605
170.451	130.271	246.701
182.511	135.072	251.242
158.140	139.041	238.462
176.612	143.547	213.699
239.186	140.639	184.295
280.651	141.991	188.365
299.501	140.165	201.641
238.215	140.830	196.491
250.039	132.403	201.918
345.404	128.891	206.584
353.462	133.537	209.644
321.736	118.377	208.680
304.785	114.641	213.503
273.895	113.174	222.838
248.718	101.053	219.535
225.716	94.637	204.798
165.660	95.122	181.317
65.357	84.409	143.021
31.497	81.049	102.692
39.016	82.457	55.989
36.829	70.267	13.541
38.515	67.550	13.967
40.221	72.469	25.228
41.757	68.976	28.265
41.040	63.023	25.223
34.876	64.565	17.345
30.542	63.744	11.481
28.599	65.671	10.146
26.587	73.371	11.221
24.805	76.870	12.282
20.521	74.361	11.608
15.051	80.288	12.353
13.424	89.717	11.011
14.293	91.421	9.186
14.444	94.379	7.994
14.865	97.744	7.534
16.352	99.431	8.520
15.943	103.184	9.756
16.847	109.033	13.259
17.573	103.906	17.142
13.959	108.291	19.781
9.800	111.756	20.067
5.879	110.456	17.434
3.369	117.202	12.952
4.696	113.228	11.199
4.990	111.368	12.209
4.897	111.129	13.212
4.882	108.890	16.318
6.940	110.260	17.915
9.700	106.328	17.798
13.562	105.246	17.915
15.721	104.449	18.819
20.464	100.432	18.358
21.626	101.974	17.288
21.917	96.540	14.119
20.192	93.075	12.568
15.508	92.358	11.580
12.502	84.638	9.114
11.527	83.326	9.648
10.053	85.640	12.061
8.011	77.567	13.674
8.172	70.426	16.866
7.024	75.665	20.402
5.012	73.711	19.284
5.089	70.831	19.484
