RHand_X	RHand_Y	RHand_Z	Head_X	Head_Y	Head_Z	LHand_X	LHand_Y	LHand_Z
186.153	264.926	225.311	263.701	412.461	155.123	149.671	438.590	276.119
186.153	265.147	225.311	263.976	412.700	155.336	149.671	438.590	276.119
186.153	265.147	225.311	264.294	413.008	155.605	149.671	438.590	276.119
186.153	265.147	225.311	264.653	413.281	155.820	149.671	438.590	276.119
186.153	265.147	225.530	265.008	413.588	156.171	149.671	438.590	276.119
186.153	265.147	225.530	265.372	413.801	156.483	149.671	438.590	276.119
186.153	265.147	225.530	265.621	414.230	157.015	149.671	438.590	276.119
186.153	265.147	225.530	266.058	414.433	157.355	149.928	438.590	276.119
186.153	265.147	225.530	266.575	414.895	157.834	149.928	438.872	276.119
186.153	265.147	225.782	267.133	415.234	158.279	149.928	438.872	276.384
186.153	265.147	225.782	267.729	415.613	158.811	149.928	438.872	276.384
186.153	265.432	225.782	268.374	416.005	159.322	150.163	439.104	276.384
186.153	265.432	225.782	269.080	416.459	159.901	150.163	439.104	276.384
186.153	265.432	225.782	269.776	416.866	160.480	150.163	439.104	276.384
186.376	265.432	226.000	270.533	417.372	161.113	150.163	439.104	276.384
186.376	265.652	226.000	271.500	417.891	161.717	150.383	439.104	276.623
186.793	265.652	226.000	272.396	418.448	162.389	150.383	439.104	276.623
187.190	265.969	226.000	273.466	419.031	163.078	150.931	439.104	276.889
187.190	266.451	226.296	274.458	419.531	163.877	151.392	439.104	276.889
187.934	266.690	226.296	275.583	420.116	164.651	152.223	439.385	276.889
188.574	266.918	226.746	276.737	420.698	165.429	153.391	439.385	277.430
189.152	267.146	227.346	277.997	421.273	166.227	154.646	439.385	278.294
189.803	267.146	228.338	279.308	421.913	167.053	156.099	439.586	279.507
190.572	267.720	229.613	280.648	422.673	167.819	157.301	439.586	280.742
191.187	268.012	230.373	282.004	423.325	168.618	158.520	440.113	282.014
192.093	268.012	231.548	283.442	424.014	169.336	159.330	440.442	283.605
192.695	268.259	231.959	284.859	424.781	170.117	160.103	440.442	283.922
193.153	268.259	232.185	286.323	425.515	170.844	160.103	440.679	284.509
193.395	268.615	232.185	287.806	426.224	171.595	160.103	440.899	285.230
193.395	268.615	232.185	289.282	426.901	172.245	160.103	440.899	285.636
193.395	269.064	232.185	290.693	427.595	172.914	160.327	440.899	285.837
193.395	269.352	232.185	292.159	428.307	173.522	160.327	440.899	285.837
193.609	269.611	232.185	293.566	429.051	174.159	160.327	441.180	286.197
193.609	269.828	232.185	295.025	429.687	174.709	160.327	441.180	286.197
193.609	269.828	232.185	296.489	430.349	175.272	160.327	441.180	286.197
193.609	270.047	232.392	297.833	431.136	175.883	160.327	441.180	286.410
193.609	270.609	232.621	299.153	431.834	176.496	160.327	441.180	286.410
193.812	270.609	232.621	300.521	432.575	176.998	160.327	441.180	286.410
193.812	271.015	232.933	301.803	433.230	177.456	160.327	441.415	286.410
194.164	271.015	233.244	303.076	433.852	177.852	160.327	441.623	286.708
194.164	271.395	233.549	304.199	434.490	178.295	160.327	441.623	286.708
194.599	271.639	233.949	305.341	435.174	178.671	160.327	442.035	286.708
194.829	271.980	234.316	306.435	435.780	178.996	160.327	442.242	286.708
194.829	272.488	234.828	307.464	436.386	179.322	160.327	442.442	286.708
195.295	272.979	235.328	308.378	436.983	179.625	160.327	442.442	286.708
195.690	273.679	235.871	309.322	437.688	179.919	160.550	442.442	286.708
196.090	274.448	236.624	310.166	438.337	180.188	160.550	442.442	286.708
196.630	275.171	237.500	311.000	439.106	180.463	160.550	442.442	286.708
197.216	276.006	238.486	311.766	439.882	180.463	160.550	442.442	286.917
197.944	276.704	239.614	312.422	440.707	180.777	160.763	442.442	286.917
198.596	277.412	240.925	313.190	441.654	180.777	160.763	442.442	286.917
199.182	278.180	242.184	313.782	442.595	181.077	160.763	442.442	286.917
199.860	279.002	243.335	314.419	443.666	181.077	161.010	442.442	287.132
200.401	279.805	244.585	315.026	444.719	181.077	161.010	442.442	287.132
200.949	280.646	245.671	315.477	445.757	181.077	161.010	442.442	287.132
201.623	281.462	246.724	315.982	446.879	181.077	161.010	442.442	287.132
202.088	282.193	247.806	316.473	447.957	181.077	161.010	442.442	287.132
202.088	282.782	248.363	316.874	449.102	181.077	161.010	442.442	287.132
202.689	283.590	249.149	317.382	450.312	181.381	161.261	442.655	287.132
202.993	284.316	249.776	317.709	451.437	181.381	161.261	442.655	287.132
203.195	285.093	250.387	318.101	452.568	181.381	161.261	442.912	287.132
203.195	285.908	250.924	318.583	453.731	181.381	161.261	442.912	287.132
203.195	286.616	251.331	318.968	454.869	181.381	161.261	443.172	287.132
203.195	287.397	251.654	319.314	456.065	181.700	161.261	443.172	287.132
203.195	288.171	251.887	319.762	457.203	181.700	161.261	443.172	287.132
203.195	288.995	252.144	320.182	458.337	181.700	161.478	443.372	287.132
203.508	289.785	252.144	320.595	459.509	181.700	161.478	443.372	287.132
203.508	290.551	252.410	321.001	460.596	181.700	161.478	443.372	287.351
203.862	291.312	252.410	321.360	461.741	181.700	161.478	443.372	287.351
204.113	292.124	252.682	321.705	462.802	181.700	161.478	443.372	287.351
204.358	292.957	252.909	322.109	463.855	181.700	161.478	443.372	287.351
204.592	293.782	253.170	322.446	464.823	181.969	161.478	443.372	287.614
204.914	294.697	253.440	322.739	465.775	181.969	161.478	443.372	287.614
205.260	295.601	253.749	322.966	466.751	181.969	161.478	443.372	287.614
205.566	296.423	254.007	323.252	467.671	181.969	161.683	443.372	287.816
205.900	297.353	254.241	323.489	468.621	181.969	161.683	443.372	287.816
206.264	298.310	254.463	323.736	469.459	181.969	161.933	443.372	287.816
206.690	299.269	254.463	323.736	470.304	182.228	161.933	443.372	287.816
206.976	300.176	254.787	324.112	471.157	182.228	161.933	443.372	288.032
207.412	301.109	254.787	324.112	471.944	182.228	161.933	443.372	288.032
207.943	302.097	255.034	324.364	472.813	182.228	161.933	443.372	288.032
208.426	303.066	255.034	324.364	473.574	182.444	161.933	443.372	288.272
208.985	304.061	255.307	324.657	474.280	182.444	161.933	443.372	288.272
209.483	305.011	255.307	324.657	475.004	182.444	161.933	443.372	288.272
209.914	306.009	255.307	324.867	475.756	182.444	161.933	443.372	288.272
210.444	307.043	255.307	324.867	476.521	182.444	161.933	443.372	288.545
210.882	308.113	255.307	324.867	477.290	182.444	161.933	443.372	288.545
211.273	309.130	255.307	325.195	478.030	182.444	161.933	443.372	288.545
211.827	310.192	255.525	325.195	478.768	182.444	161.933	443.372	288.545
211.827	311.264	255.908	325.592	479.573	182.444	161.933	443.372	288.752
212.265	312.225	255.908	325.592	480.318	182.444	161.933	443.372	288.752
212.809	313.130	256.129	325.888	481.084	182.444	161.933	443.372	288.752
213.320	314.022	256.129	325.888	481.836	182.444	161.933	443.372	288.752
213.928	314.830	256.444	326.278	482.562	182.444	161.933	443.372	288.752
214.575	315.522	256.444	326.540	483.372	182.667	162.164	443.372	288.976
215.152	316.129	256.444	326.540	484.132	182.667	162.164	443.372	288.976
215.825	316.687	256.444	326.877	484.843	182.909	162.164	443.372	288.976
216.427	317.157	256.444	326.877	485.646	182.909	162.164	443.372	288.976
217.106	317.483	256.763	327.132	486.432	183.264	162.164	443.372	288.976
217.851	317.483	256.763	327.132	487.186	183.264	162.164	443.372	288.976
218.672	317.483	257.076	327.369	487.924	183.583	162.428	443.701	288.976
219.617	317.908	257.076	327.369	488.594	183.583	162.428	443.701	288.976
220.668	318.445	257.323	327.369	489.238	183.954	162.428	444.051	288.976
221.980	319.282	257.704	327.369	489.901	183.954	162.428	444.051	289.294
223.281	320.270	258.254	327.369	490.504	184.399	162.428	444.051	289.294
224.855	321.370	259.046	327.369	491.033	184.631	162.428	444.051	289.294
226.497	322.812	260.006	327.648	491.649	184.939	162.428	444.051	289.294
228.302	324.409	261.093	327.648	492.262	185.277	162.428	444.051	289.509
230.080	326.205	262.416	328.186	492.885	185.608	162.428	444.051	289.509
231.922	328.179	263.942	328.552	493.445	185.960	162.428	444.051	289.509
233.895	330.391	265.639	328.936	493.952	186.356	162.428	444.051	289.509
235.852	332.871	267.817	329.430	494.573	186.835	162.428	444.051	289.509
237.563	335.527	270.336	329.949	495.183	187.375	162.428	444.051	289.509
239.230	337.855	273.401	330.496	495.732	187.868	162.428	444.051	289.509
240.647	340.010	276.739	331.135	496.324	188.436	162.428	444.051	289.509
240.864	340.579	279.807	331.828	496.864	189.053	162.428	444.051	289.509
241.466	340.579	281.929	332.452	497.563	189.678	162.428	444.051	289.509
242.047	340.924	282.589	333.167	498.155	190.340	162.428	444.051	289.509
242.883	342.147	283.518	333.915	498.656	190.947	162.428	444.051	289.509
243.623	343.541	285.033	334.682	499.319	191.665	162.428	444.290	289.509
244.087	344.699	286.713	335.425	499.884	192.377	162.428	444.290	289.509
244.554	345.547	288.415	336.181	500.419	193.037	162.428	444.290	289.730
244.847	346.075	289.790	336.898	501.065	193.726	162.428	444.290	289.730
244.847	346.298	290.797	337.579	501.535	194.444	162.428	444.513	289.730
245.113	346.298	291.402	338.354	501.971	195.074	162.428	444.513	289.730
245.113	346.298	291.402	339.087	502.317	195.661	162.428	444.513	289.730
245.113	346.298	291.402	339.752	502.628	196.131	162.428	444.513	289.730
245.382	346.603	291.402	340.474	502.863	196.537	162.428	444.513	289.730
245.382	346.603	291.879	341.190	503.097	196.923	162.428	444.727	289.941
245.681	346.603	292.243	341.813	503.097	197.282	162.428	444.727	289.941
245.681	346.901	292.506	342.474	503.097	197.624	162.428	444.727	289.941
245.681	346.901	292.719	343.165	503.097	197.937	162.428	444.727	289.941
245.681	347.288	292.719	343.856	503.097	198.210	162.428	444.727	289.941
245.681	347.288	292.941	344.454	503.097	198.210	162.428	444.727	289.941
245.681	347.620	292.941	344.970	503.097	198.567	162.428	444.933	289.941
245.985	347.620	292.941	345.547	503.097	198.567	162.428	444.933	289.941
245.985	347.851	293.269	346.058	503.312	198.802	162.428	444.933	289.941
246.341	347.851	293.471	346.540	503.312	198.802	162.428	444.933	289.941
246.341	347.851	293.745	347.004	503.544	198.802	162.652	445.151	289.941
246.613	347.851	294.117	347.408	503.544	198.802	162.652	445.151	289.941
246.613	348.118	294.510	347.726	503.838	198.802	162.652	445.364	289.941
246.613	348.118	294.967	348.045	503.838	198.802	162.652	445.364	290.195
246.864	348.340	295.492	348.331	504.186	199.172	162.861	445.587	290.195
246.864	348.340	296.041	348.591	504.186	199.172	162.861	445.587	290.195
247.094	348.702	296.498	348.812	504.408	199.469	162.861	445.915	290.195
247.094	348.927	296.945	349.021	504.408	199.469	162.861	445.915	290.195
247.401	349.214	297.331	349.227	504.408	199.813	162.861	446.310	290.195
247.401	349.501	297.702	349.436	504.624	199.813	163.123	446.543	290.195
247.761	349.501	298.035	349.436	504.624	200.120	163.123	446.543	290.195
247.761	349.914	298.447	349.795	504.624	200.120	163.123	446.964	290.195
247.975	349.914	298.860	349.795	504.899	200.120	163.123	447.176	290.408
247.975	350.223	299.209	350.072	504.899	200.120	163.123	447.421	290.408
247.975	350.223	299.584	350.072	505.221	200.120	163.123	447.638	290.408
247.975	350.223	299.964	350.072	505.221	200.120	163.123	447.638	290.408
247.975	350.223	300.265	350.072	505.589	200.120	163.335	448.059	290.408
248.219	350.436	300.565	350.072	505.589	200.120	163.335	448.294	290.408
248.219	350.436	300.797	350.072	505.894	200.120	163.335	448.556	290.408
248.219	350.436	301.020	350.072	505.894	200.120	163.335	448.802	290.408
248.219	350.436	301.020	350.072	506.140	200.120	163.335	449.023	290.408
248.219	350.436	301.405	350.072	506.140	200.120	163.335	449.249	290.408
248.219	350.436	301.668	350.072	506.380	200.354	163.335	449.474	290.408
248.219	350.436	301.980	350.337	506.380	200.354	163.335	449.474	290.408
248.438	350.436	302.406	350.337	506.627	200.354	163.335	449.832	290.408
248.438	350.683	302.779	350.558	506.627	200.354	163.335	449.832	290.408
248.438	350.920	303.077	350.558	506.895	200.354	163.335	450.149	290.408
248.438	351.173	303.326	350.780	506.895	200.354	163.335	450.149	290.408
248.641	351.481	303.571	350.780	507.123	200.354	163.335	450.371	290.408
248.641	351.836	303.980	350.780	507.123	200.354	163.335	450.371	290.408
248.641	352.143	303.980	351.050	507.123	200.354	163.335	450.371	290.408
248.958	352.462	304.345	351.050	507.123	200.354	163.335	450.582	290.640
248.958	352.810	304.345	351.050	507.123	200.354	163.335	450.582	290.640
249.281	353.130	304.608	351.273	507.123	200.623	163.335	450.582	290.640
249.281	353.459	304.861	351.273	507.123	200.623	163.335	450.582	290.640
249.281	353.997	304.861	351.273	507.123	200.828	163.335	450.582	290.640
249.726	354.604	305.086	351.476	507.519	200.828	163.335	450.582	290.640
250.024	355.207	305.086	351.476	507.792	201.081	163.335	450.582	290.640
250.234	355.822	305.375	351.476	508.109	201.081	163.335	450.582	290.640
250.469	356.556	305.609	351.476	508.518	201.357	163.335	450.582	290.640
250.740	357.450	305.609	351.476	508.976	201.357	163.335	450.789	290.640
251.116	358.360	305.838	351.476	509.354	201.723	163.335	450.789	290.640
251.538	359.262	305.838	351.692	509.712	201.944	163.335	450.789	290.640
251.899	360.168	305.838	351.692	510.159	202.163	163.335	450.789	290.640
252.260	360.980	305.838	351.692	510.517	202.163	163.335	450.789	290.640
252.740	361.778	305.838	351.692	510.850	202.538	163.335	450.789	290.875
253.135	362.571	306.052	351.692	511.202	202.538	163.335	450.789	290.875
253.560	363.279	306.052	351.692	511.532	202.872	163.335	450.789	290.875
253.992	363.935	306.052	351.692	511.817	202.872	163.335	450.789	290.875
254.351	364.495	306.052	351.692	512.080	203.088	163.335	450.789	290.875
254.642	365.004	306.052	351.692	512.321	203.088	163.335	450.789	291.088
254.926	365.422	306.052	351.692	512.321	203.088	163.335	450.789	291.088
255.155	365.767	306.052	351.692	512.655	203.088	163.335	450.994	291.088
255.362	366.001	306.052	351.692	512.655	203.088	163.335	450.994	291.088
255.362	366.001	306.052	351.692	512.983	203.088	163.335	450.994	291.088
255.362	366.001	306.052	351.692	512.983	203.088	163.335	450.994	291.088
255.362	366.001	306.052	351.901	513.253	203.088	163.335	450.994	291.088
255.362	366.001	306.052	351.901	513.253	203.088	163.335	450.994	291.088
255.362	366.001	306.052	351.901	513.600	203.088	163.335	450.994	291.088
255.362	366.238	306.052	352.195	513.600	203.088	163.335	450.994	291.088
255.572	366.238	306.052	352.195	513.937	203.088	163.335	450.994	291.088
255.572	366.238	306.052	352.195	513.937	203.088	163.335	450.994	291.088
255.572	366.451	306.052	352.441	514.294	203.088	163.335	450.994	291.088
255.572	366.451	306.052	352.441	514.294	203.088	163.335	450.994	291.088
255.572	366.451	306.052	352.441	514.623	203.088	163.335	450.994	291.088
255.572	366.451	306.052	352.441	514.623	203.088	163.335	450.994	291.088
255.572	366.451	306.052	352.441	514.834	203.088	163.335	450.994	291.088
255.572	366.663	306.052	352.441	514.834	203.088	163.335	450.994	291.088
255.572	366.663	306.052	352.441	514.834	203.088	163.335	450.994	291.088
255.572	366.663	306.052	352.441	515.044	203.088	163.335	450.994	291.297
255.572	366.663	306.052	352.441	515.044	203.088	163.335	450.994	291.297
255.572	366.663	306.052	352.441	515.044	203.088	163.335	450.994	291.297
255.572	366.663	306.052	352.441	515.044	203.088	163.335	450.994	291.297
255.572	366.663	306.052	352.441	515.044	203.088	163.335	450.994	291.297
255.572	366.663	306.052	352.441	515.044	203.088	163.335	450.994	291.297
255.572	366.663	306.052	352.725	515.044	203.372	163.335	450.994	291.297
255.572	366.663	306.052	352.725	515.311	203.372	163.335	450.994	291.297
255.572	366.663	306.052	353.008	515.311	203.597	163.335	450.994	291.297
255.572	366.882	306.052	353.008	515.311	203.597	163.335	450.994	291.297
255.572	366.882	306.052	353.321	515.311	203.890	163.335	450.994	291.297
255.572	366.882	306.254	353.321	515.311	203.890	163.335	450.994	291.297
255.572	366.882	306.254	353.608	515.311	204.299	163.335	450.994	291.297
255.572	366.882	306.254	353.608	515.725	204.580	163.547	450.994	291.297
255.572	366.882	306.254	353.834	515.977	204.866	163.547	450.994	291.297
255.572	366.882	306.254	353.834	516.289	205.151	163.547	450.994	291.297
255.572	366.882	306.254	353.834	516.620	205.518	163.547	451.203	291.297
255.572	366.882	306.254	353.834	517.010	205.860	163.547	451.203	291.297
255.572	366.882	306.254	353.834	517.410	206.207	163.547	451.203	291.297
255.572	366.882	306.474	353.834	517.796	206.478	163.547	451.471	291.297
255.774	366.882	306.474	353.834	518.165	206.718	163.547	451.471	291.521
255.774	366.882	306.474	353.834	518.575	206.942	163.547	451.471	291.521
255.774	366.882	306.474	353.834	519.046	206.942	163.547	451.729	291.521
255.774	366.882	306.474	353.834	519.402	207.295	163.547	451.729	291.521
255.774	367.127	306.792	353.834	519.732	207.295	163.773	451.729	291.521
255.774	367.127	306.792	354.057	520.089	207.295	163.773	451.729	291.521
256.088	367.400	306.792	354.277	520.436	207.295	163.773	451.957	291.521
256.088	367.400	307.255	354.556	520.777	207.295	163.773	451.957	291.521
256.088	367.400	307.558	354.933	521.104	207.505	163.773	451.957	291.769
256.295	367.400	307.866	355.323	521.393	207.781	163.773	452.212	291.769
256.295	367.400	308.210	355.737	521.662	208.118	163.773	452.212	291.769
256.720	367.764	308.674	356.168	521.909	208.452	163.995	452.448	292.080
256.934	367.764	309.000	356.637	522.111	208.801	163.995	452.448	292.080
256.934	368.048	309.220	357.234	522.358	209.215	163.995	452.448	292.352
257.196	368.048	309.220	357.757	522.583	209.573	164.281	452.448	292.352
257.196	368.298	309.463	358.293	522.900	209.997	164.281	452.448	292.352
257.196	368.298	309.463	358.809	523.130	210.396	164.281	452.448	292.352
257.196	368.298	309.463	359.340	523.430	210.695	164.281	452.448	292.352
257.196	368.298	309.736	359.813	523.708	210.968	164.281	452.448	292.352
257.196	368.298	309.736	360.246	524.011	211.287	164.281	452.448	292.352
257.446	368.588	309.736	360.709	524.348	211.539	164.281	452.448	292.352
257.446	368.588	309.736	361.170	524.678	211.740	164.281	452.448	292.352
257.751	368.848	309.736	361.610	525.042	211.948	164.281	452.448	292.352
257.751	368.848	309.736	362.004	525.415	211.948	164.281	452.448	292.352
257.990	368.848	309.736	362.387	525.782	212.157	164.281	452.448	292.352
257.990	368.848	309.736	362.743	526.106	212.157	164.281	452.448	292.352
257.990	369.052	309.736	363.041	526.431	212.157	164.281	452.448	292.352
257.990	369.052	309.736	363.350	526.829	212.157	164.281	452.448	292.352
257.990	369.052	309.736	363.630	527.155	212.157	164.281	452.448	292.352
257.990	369.052	309.736	363.867	527.438	212.157	164.281	452.448	292.352
257.990	369.052	309.736	364.087	527.687	212.157	164.281	452.448	292.352
257.990	369.052	309.736	364.321	527.943	212.157	164.281	452.654	292.352
257.990	369.253	309.736	364.524	528.166	212.157	164.281	452.654	292.352
257.990	369.253	309.736	364.524	528.166	212.157	164.281	452.654	292.352
257.990	369.253	309.736	364.816	528.475	212.157	164.281	452.654	292.558
257.990	369.253	309.736	364.816	528.475	212.157	164.281	452.654	292.558
257.990	369.253	309.736	365.071	528.754	212.157	164.281	452.654	292.558
257.990	369.253	309.736	365.071	528.754	212.157	164.281	452.654	292.558
257.990	369.253	309.938	365.277	528.754	212.157	164.484	452.654	292.558
257.990	369.253	309.938	365.277	529.027	212.157	164.484	452.654	292.802
257.990	369.253	309.938	365.277	529.027	212.157	164.484	452.654	292.802
257.990	369.253	309.938	365.527	529.027	212.157	164.484	452.654	292.802
257.990	369.253	309.938	365.527	529.325	212.157	164.484	452.859	292.802
257.990	369.253	309.938	365.527	529.325	212.157	164.484	452.859	292.802
257.990	369.253	309.938	365.814	529.586	212.157	164.484	452.859	292.802
257.990	369.253	309.938	365.814	529.586	212.157	164.484	452.859	292.802
257.990	369.485	309.938	366.033	529.900	212.157	164.484	452.859	292.802
257.990	369.485	309.938	366.033	529.900	212.157	164.484	452.859	293.006
257.990	369.485	309.938	366.357	530.238	212.157	164.484	452.859	293.006
257.990	369.485	309.938	366.357	530.447	212.382	164.484	452.859	293.006
257.990	369.485	309.938	366.712	530.650	212.382	164.484	452.859	293.006
257.990	369.697	309.938	366.916	530.877	212.382	164.484	452.859	293.006
257.990	369.697	309.938	366.916	531.134	212.382	164.484	452.859	293.006
257.990	369.697	309.938	367.288	531.388	212.382	164.484	452.859	293.006
258.205	369.697	309.938	367.288	531.673	212.382	164.484	452.859	293.006
258.205	369.697	309.938	367.530	531.956	212.382	164.484	452.859	293.006
258.205	369.697	309.938	367.530	532.254	212.692	164.484	452.859	293.006
258.205	369.697	309.938	367.530	532.582	212.692	164.484	452.859	293.006
258.205	369.697	309.938	367.530	532.848	213.176	164.484	452.859	293.006
258.205	369.697	309.938	367.530	533.223	213.521	164.484	452.859	293.006
258.205	369.697	309.938	367.530	533.594	213.891	164.484	452.859	293.006
258.205	369.697	309.938	367.530	534.025	214.278	164.484	452.859	293.006
258.205	369.697	309.938	367.530	534.447	214.653	164.484	452.859	293.006
258.205	369.697	309.938	367.530	534.773	214.957	164.484	452.859	293.006
258.205	369.697	309.938	367.530	535.172	215.242	164.484	452.859	293.006
258.205	369.697	309.938	367.530	535.584	215.498	164.484	452.859	293.006
258.205	369.901	309.938	367.530	535.984	215.723	164.484	452.859	293.006
258.205	369.901	309.938	367.530	536.376	215.951	164.484	452.859	293.006
258.205	369.901	309.938	367.734	536.762	216.201	164.484	452.859	293.006
258.205	369.901	309.938	367.734	537.079	216.416	164.484	452.859	293.006
258.205	369.901	309.938	367.734	537.410	216.617	164.484	452.859	293.006
258.205	369.901	309.938	367.734	537.677	216.832	164.484	452.859	293.006
258.205	369.901	309.938	367.954	537.936	216.832	164.484	452.859	293.006
258.205	369.901	309.938	367.954	538.202	217.221	164.484	452.859	293.006
258.205	369.901	309.938	367.954	538.441	217.221	164.484	453.060	293.006
258.205	369.901	309.938	368.223	538.699	217.576	164.484	453.060	293.006
258.205	369.901	309.938	368.223	538.970	217.576	164.484	453.060	293.006
258.205	369.901	309.938	368.461	539.182	217.818	164.484	453.060	293.006
258.205	369.901	309.938	368.461	539.404	217.818	164.484	453.060	293.006
258.205	369.901	309.938	368.670	539.404	217.818	164.484	453.060	293.006
258.205	369.901	309.938	368.670	539.809	218.077	164.484	453.060	293.006
258.205	369.901	309.938	368.670	540.031	218.077	164.484	453.060	293.006
258.205	369.901	309.938	368.897	540.242	218.077	164.484	453.060	293.006
258.205	369.901	309.938	368.897	540.242	218.077	164.484	453.060	293.006
258.205	369.901	309.938	368.897	540.639	218.302	164.484	453.060	293.006
258.205	370.124	309.938	369.121	540.842	218.302	164.484	453.060	293.006
258.205	370.124	309.938	369.121	541.063	218.302	164.484	453.060	293.006
258.205	370.124	309.938	369.121	541.063	218.302	164.484	453.060	293.006
258.205	370.124	309.938	369.328	541.462	218.302	164.484	453.060	293.006
258.205	370.124	309.938	369.328	541.667	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.328	541.667	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.328	542.032	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	542.032	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	542.337	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	542.337	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	542.682	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	542.682	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	542.996	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	543.221	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	543.221	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.542	543.638	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.750	543.860	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.750	544.102	218.516	164.484	453.060	293.006
258.205	370.124	309.938	369.750	544.369	218.516	164.484	453.060	293.006
258.410	370.124	309.938	369.750	544.638	218.720	164.484	453.060	293.006
258.410	370.356	309.938	369.750	544.905	218.720	164.484	453.060	293.006
258.410	370.356	309.938	370.022	545.161	218.926	164.484	453.060	293.006
258.410	370.356	309.938	370.022	545.376	218.926	164.484	453.060	293.006
258.410	370.356	309.938	370.223	545.591	218.926	164.484	453.060	293.006
258.410	370.356	309.938	370.223	545.591	219.172	164.484	453.060	293.006
258.410	370.356	309.938	370.522	545.890	219.172	164.484	453.060	293.238
258.410	370.356	309.938	370.744	545.890	219.172	164.484	453.060	293.238
258.410	370.356	309.938	370.744	546.195	219.516	164.484	453.060	293.238
258.410	370.356	309.938	371.203	546.195	219.516	164.484	453.060	293.238
258.410	370.356	309.938	371.436	546.532	219.807	164.484	453.060	293.238
258.410	370.356	310.150	371.677	546.532	219.807	164.484	453.060	293.447
258.410	370.356	310.150	371.893	546.896	220.088	164.484	453.060	293.447
258.410	370.356	310.150	371.893	546.896	220.088	164.484	453.060	293.447
258.410	370.356	310.150	372.290	547.270	220.409	164.484	453.060	293.447
258.410	370.356	310.150	372.496	547.513	220.409	164.484	453.060	293.447
258.410	370.356	310.150	372.737	547.815	220.739	164.484	453.060	293.447
258.410	370.356	310.150	372.994	548.145	220.739	164.484	453.060	293.447
258.410	370.356	310.150	373.225	548.457	221.078	164.484	453.060	293.447
258.410	370.356	310.150	373.490	548.784	221.078	164.484	453.060	293.447
258.625	370.633	310.150	373.704	549.094	221.374	164.484	453.060	293.447
258.625	370.633	310.150	373.904	549.435	221.374	164.484	453.060	293.447
258.625	370.942	310.355	374.106	549.811	221.654	164.484	453.060	293.447
258.625	370.942	310.355	374.345	550.162	221.654	164.484	453.060	293.447
258.944	370.942	310.636	374.601	550.547	221.973	164.484	453.060	293.447
259.271	371.318	310.636	374.601	550.996	222.211	164.484	453.324	293.447
259.669	371.629	310.989	374.924	551.392	222.440	164.484	453.324	293.447
260.107	372.066	311.363	374.924	551.804	222.440	164.688	453.324	293.447
260.539	372.733	312.046	375.129	552.214	222.791	164.688	453.324	293.447
260.539	373.809	312.656	375.129	552.668	222.791	164.688	453.561	293.447
260.816	374.994	313.696	375.129	553.082	223.132	164.688	453.561	293.447
260.816	376.355	314.659	375.363	553.461	223.132	164.688	453.561	293.447
260.816	378.009	315.792	375.363	553.821	223.403	164.688	453.802	293.447
260.816	379.790	316.815	375.363	554.228	223.403	164.688	453.802	293.447
260.816	381.613	317.879	375.363	554.573	223.620	164.688	453.802	293.447
260.816	383.522	318.844	375.363	554.937	223.620	164.688	453.802	293.447
260.816	385.512	319.963	375.626	555.266	223.620	164.688	454.010	293.447
261.080	387.354	320.872	375.626	555.608	223.824	164.688	454.010	293.447
261.337	389.082	321.400	375.626	555.889	223.824	164.688	454.010	293.447
261.619	391.022	322.122	375.626	556.136	223.824	164.688	454.010	293.447
261.906	392.664	322.436	375.836	556.364	223.824	164.688	454.010	293.447
262.241	394.449	322.875	375.836	556.588	223.824	164.688	454.010	293.447
262.554	395.986	323.080	375.836	556.588	223.824	164.688	454.010	293.447
262.874	397.387	323.080	375.836	556.987	223.824	164.688	454.010	293.447
263.341	398.635	323.316	375.836	556.987	223.824	164.688	454.010	293.447
263.785	399.853	323.316	375.836	557.391	223.824	164.688	454.010	293.447
264.258	400.762	323.316	375.836	557.598	223.824	164.688	454.225	293.447
264.757	401.415	323.527	375.836	557.842	224.037	164.688	454.225	293.447
265.227	401.879	323.749	375.836	558.124	224.037	164.688	454.225	293.447
265.721	402.109	324.028	375.836	558.409	224.037	164.688	454.225	293.447
266.299	402.109	324.436	375.836	558.741	224.280	164.688	454.225	293.447
266.758	402.109	324.654	375.836	559.127	224.280	164.688	454.225	293.447
267.178	402.574	325.240	375.836	559.552	224.280	164.688	454.225	293.447
267.644	403.061	325.658	376.076	559.882	224.280	164.688	454.225	293.447
268.200	403.887	326.273	376.076	560.220	224.280	164.688	454.225	293.447
268.773	404.984	327.035	376.439	560.551	224.280	164.688	454.225	293.447
