P5_hand_rP4_whole_dist_traveled	P5_shoulder_rP4_whole_dist_traveled	P5_headP4_whole_dist_traveled	P5_hand_lP4_whole_dist_traveled	P5_shoulder_lP4_whole_dist_traveled	P5_elbow_rP4_whole_dist_traveled	P5_elbow_lP4_whole_dist_traveled
1322.897	454.222	1479.622	1057.077	381.224	372.306	223.825
1323.185	454.222	1479.622	1057.386	381.496	372.514	224.039
1323.390	454.222	1479.987	1057.715	381.496	372.514	224.039
1323.662	454.222	1479.987	1058.060	381.496	372.514	224.039
1323.962	454.222	1480.360	1058.436	381.496	372.514	224.039
1324.484	454.222	1480.594	1058.832	381.496	372.514	224.039
1324.849	454.222	1480.825	1059.374	381.749	372.514	224.243
1325.224	454.442	1481.061	1060.001	381.749	372.764	224.243
1325.621	454.442	1481.061	1060.657	381.749	372.764	224.243
1326.069	454.442	1481.484	1061.432	382.001	372.764	224.243
1326.381	454.442	1481.484	1062.492	382.001	372.764	224.500
1326.960	454.697	1481.851	1063.585	382.001	372.973	224.500
1327.419	454.697	1481.851	1065.040	382.221	373.286	224.500
1327.989	454.904	1482.199	1067.003	382.221	373.286	224.500
1328.893	454.904	1482.199	1068.781	382.221	373.507	224.759
1329.537	455.118	1482.634	1070.698	382.445	373.507	224.759
1330.477	455.118	1482.861	1072.788	382.445	373.741	224.978
1331.503	455.383	1483.142	1075.274	382.833	373.741	224.978
1332.869	455.383	1483.481	1077.279	382.833	374.098	225.247
1333.979	455.624	1483.836	1079.903	383.114	374.098	225.247
1336.211	455.624	1484.223	1082.745	383.114	374.429	225.620
1337.960	455.624	1484.626	1085.477	383.398	374.429	225.865
1339.893	455.883	1485.092	1088.164	383.398	374.799	226.173
1341.215	455.883	1485.637	1090.799	383.616	374.799	226.606
1343.693	455.883	1486.043	1093.290	383.616	375.164	227.084
1346.015	456.127	1486.485	1095.672	383.910	375.403	227.569
1348.416	456.127	1486.946	1098.084	384.153	375.626	228.035
1350.793	456.127	1487.406	1100.474	384.382	375.863	228.589
1353.446	456.387	1487.916	1102.876	384.642	376.197	229.108
1356.136	456.387	1488.509	1105.208	384.928	376.579	229.669
1358.965	456.668	1489.103	1107.705	385.193	376.941	230.183
1361.771	456.668	1489.670	1109.996	385.553	377.266	230.724
1364.606	457.078	1490.196	1112.166	385.808	377.637	231.240
1367.118	457.321	1490.857	1114.489	386.055	377.967	231.712
1369.199	457.574	1491.556	1116.497	386.267	378.178	232.140
1371.012	457.852	1492.224	1118.428	386.267	378.421	232.526
1372.886	458.146	1492.859	1120.063	386.646	378.645	232.830
1374.425	458.477	1493.583	1121.368	386.646	378.645	233.134
1375.385	458.834	1494.412	1122.151	386.896	378.885	233.134
1375.990	459.213	1495.086	1122.627	386.896	378.885	233.415
1376.398	459.634	1495.725	1122.872	387.252	379.099	233.415
1376.688	459.969	1496.412	1123.123	387.252	379.099	233.415
1376.928	460.239	1497.127	1123.414	387.541	379.099	233.415
1376.928	460.457	1497.828	1123.770	387.541	379.099	233.415
1377.314	460.457	1498.466	1124.133	387.829	379.320	233.652
1377.314	460.828	1499.030	1124.503	387.829	379.320	233.652
1377.730	460.828	1499.639	1124.834	387.829	379.320	233.927
1377.730	461.057	1500.208	1125.117	387.829	379.320	233.927
1378.002	461.057	1500.753	1125.375	388.062	379.320	234.186
1378.002	461.057	1501.374	1125.577	388.062	379.320	234.186
1378.002	461.057	1501.934	1125.577	388.062	379.320	234.408
1378.267	461.309	1502.435	1125.867	388.264	379.320	234.408
1378.267	461.309	1502.951	1125.867	388.264	379.320	234.408
1378.267	461.534	1503.546	1125.867	388.264	379.320	234.611
1378.507	461.534	1504.141	1125.867	388.264	379.320	234.611
1378.507	461.534	1504.680	1125.867	388.264	379.320	234.611
1378.507	461.534	1505.148	1126.096	388.264	379.320	234.611
1378.507	461.764	1505.637	1126.096	388.264	379.320	234.611
1378.507	461.764	1506.118	1126.376	388.264	379.320	234.611
1378.507	461.764	1506.572	1126.376	388.513	379.320	234.611
1378.507	461.764	1507.009	1126.630	388.513	379.320	234.611
1378.507	461.982	1507.472	1126.630	388.513	379.320	234.611
1378.507	461.982	1507.925	1126.630	388.513	379.320	234.819
1378.507	461.982	1508.323	1126.885	388.718	379.320	234.819
1378.507	462.247	1508.683	1126.885	388.718	379.320	234.819
1378.507	462.247	1509.056	1126.885	388.718	379.320	234.819
1378.507	462.247	1509.384	1126.885	388.943	379.320	234.819
1378.507	462.546	1509.753	1127.121	388.943	379.320	234.819
1378.507	462.546	1510.132	1127.121	389.171	379.538	234.819
1378.716	462.772	1510.497	1127.121	389.171	379.538	234.819
1378.716	462.772	1510.785	1127.324	389.171	379.538	234.819
1378.716	462.772	1511.154	1127.324	389.465	379.538	235.046
1378.716	463.011	1511.442	1127.324	389.465	379.538	235.046
1378.716	463.011	1511.762	1127.324	389.465	379.538	235.046
1378.716	463.011	1512.033	1127.528	389.736	379.538	235.046
1378.716	463.011	1512.309	1127.528	389.736	379.538	235.046
1378.716	463.272	1512.579	1127.528	389.736	379.538	235.046
1378.716	463.272	1512.895	1127.528	389.986	379.538	235.046
1378.716	463.272	1513.164	1127.528	389.986	379.538	235.046
1378.716	463.501	1513.449	1127.787	389.986	379.538	235.046
1378.716	463.501	1513.736	1127.787	390.218	379.538	235.046
1378.716	463.501	1513.999	1127.787	390.218	379.538	235.268
1378.716	463.764	1514.222	1127.787	390.218	379.538	235.268
1378.716	463.764	1514.458	1127.787	390.472	379.538	235.268
1378.716	463.979	1514.703	1128.043	390.472	379.538	235.268
1378.716	463.979	1514.907	1128.043	390.472	379.538	235.268
1378.716	463.979	1514.907	1128.043	390.734	379.538	235.268
1378.716	464.241	1515.260	1128.043	390.734	379.538	235.268
1378.716	464.241	1515.260	1128.043	390.734	379.538	235.268
1378.716	464.241	1515.645	1128.304	390.958	379.538	235.475
1378.716	464.473	1515.645	1128.304	390.958	379.538	235.475
1378.716	464.473	1515.983	1128.304	390.958	379.538	235.475
1378.716	464.473	1516.204	1128.516	391.175	379.538	235.475
1378.716	464.724	1516.204	1128.516	391.175	379.538	235.475
1378.716	464.724	1516.524	1128.516	391.175	379.538	235.475
1378.716	464.724	1516.524	1128.732	391.418	379.538	235.475
1378.716	464.924	1516.792	1128.732	391.418	379.538	235.686
1378.716	464.924	1516.792	1128.732	391.418	379.538	235.686
1378.716	464.924	1517.029	1128.732	391.418	379.538	235.686
1378.716	464.924	1517.029	1129.000	391.619	379.538	235.686
1378.716	464.924	1517.029	1129.000	391.619	379.538	235.686
1378.716	464.924	1517.285	1129.000	391.619	379.538	235.686
1378.716	464.924	1517.285	1129.267	391.918	379.538	235.907
1378.716	464.924	1517.285	1129.267	391.918	379.538	235.907
1378.716	464.924	1517.524	1129.267	392.123	379.538	235.907
1378.716	464.924	1517.524	1129.520	392.123	379.538	235.907
1378.923	464.924	1517.524	1129.520	392.123	379.538	235.907
1378.923	464.924	1517.524	1129.520	392.341	379.538	235.907
1378.923	464.924	1517.524	1129.726	392.341	379.538	236.127
1378.923	464.924	1517.524	1129.726	392.341	379.538	236.127
1378.923	464.924	1517.737	1129.726	392.341	379.538	236.127
1378.923	464.924	1517.737	1129.726	392.559	379.538	236.127
1378.923	465.131	1517.737	1129.943	392.559	379.538	236.127
1378.923	465.131	1517.737	1129.943	392.559	379.538	236.127
1378.923	465.131	1517.961	1129.943	392.559	379.538	236.127
1378.923	465.131	1517.961	1129.943	392.782	379.538	236.127
1378.923	465.131	1517.961	1129.943	392.782	379.538	236.127
1378.923	465.368	1517.961	1129.943	392.782	379.538	236.127
1378.923	465.368	1517.961	1129.943	392.782	379.538	236.127
1378.923	465.368	1518.163	1129.943	392.782	379.538	236.127
1378.923	465.625	1518.163	1129.943	392.782	379.538	236.127
1378.923	465.625	1518.163	1129.943	393.018	379.538	236.341
1378.923	465.840	1518.163	1130.163	393.018	379.538	236.341
1378.923	465.840	1518.163	1130.163	393.018	379.538	236.341
1378.923	465.840	1518.163	1130.163	393.260	379.538	236.341
1378.923	466.043	1518.163	1130.163	393.260	379.538	236.341
1378.923	466.043	1518.163	1130.163	393.260	379.538	236.341
1378.923	466.043	1518.163	1130.163	393.493	379.750	236.341
1378.923	466.043	1518.402	1130.163	393.493	379.750	236.341
1378.923	466.279	1518.402	1130.163	393.696	379.750	236.341
1379.139	466.279	1518.402	1130.163	394.472	379.750	236.341
1379.139	466.279	1518.402	1130.163	394.472	379.750	236.341
1379.139	466.482	1518.639	1130.377	394.472	379.750	236.341
1379.139	466.482	1518.639	1130.377	394.472	379.750	236.341
1379.139	466.482	1518.639	1130.377	395.250	379.750	236.341
1379.139	466.482	1518.847	1130.377	395.250	379.750	236.341
1379.139	466.482	1518.847	1130.377	396.021	379.750	236.341
1379.139	466.482	1518.847	1130.377	396.818	379.750	236.341
1379.139	466.482	1519.101	1130.377	397.594	379.750	236.341
1379.139	466.482	1519.101	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.315	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.315	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.523	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.523	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.523	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.865	1130.377	398.349	379.750	236.341
1379.139	466.685	1519.865	1130.377	398.349	379.750	236.341
1379.139	466.685	1520.101	1130.377	398.349	379.750	236.341
1379.139	466.915	1520.101	1130.377	398.349	379.750	236.341
1379.139	466.915	1520.362	1130.377	398.349	379.750	236.341
1379.139	466.915	1520.362	1130.377	398.565	379.750	236.341
1379.139	466.915	1520.622	1130.578	398.565	379.750	236.341
1379.139	466.915	1520.622	1130.578	398.565	379.750	236.341
1379.139	466.915	1520.924	1130.578	398.565	379.750	236.341
1379.139	466.915	1520.924	1130.578	398.565	379.750	236.341
1379.139	466.915	1521.190	1130.578	398.783	379.750	236.341
1379.139	466.915	1521.190	1130.578	398.783	379.750	236.341
1379.139	466.915	1521.405	1130.578	398.783	379.957	236.341
1379.139	466.915	1521.405	1130.578	398.783	379.957	236.341
1379.139	467.121	1521.405	1130.578	399.023	379.957	236.341
1379.139	467.121	1521.698	1130.578	399.023	379.957	236.341
1379.139	467.121	1521.698	1130.578	399.023	379.957	236.341
1379.139	467.121	1521.698	1130.578	399.254	379.957	236.341
1379.139	467.121	1521.968	1130.578	399.254	379.957	236.341
1379.139	467.322	1521.968	1130.578	399.254	379.957	236.341
1379.139	467.322	1521.968	1130.578	399.254	379.957	236.341
1379.139	467.322	1522.198	1130.578	399.454	379.957	236.341
1379.139	467.322	1522.198	1130.578	399.454	379.957	236.341
1379.139	467.322	1522.198	1130.578	399.454	379.957	236.341
1379.139	467.528	1522.480	1130.578	399.454	379.957	236.341
1379.139	467.528	1522.480	1130.578	399.656	379.957	236.341
1379.139	467.528	1522.480	1130.578	399.656	379.957	236.341
1379.139	467.528	1522.758	1130.578	399.862	379.957	236.341
1379.139	467.528	1522.758	1130.578	399.862	379.957	236.341
1379.139	467.528	1522.758	1130.578	399.862	379.957	236.341
1379.139	467.528	1523.020	1130.786	400.110	379.957	236.341
1379.139	467.528	1523.020	1130.786	400.110	379.957	236.341
1379.139	467.528	1523.020	1130.786	400.110	379.957	236.341
1379.139	467.528	1523.275	1130.786	400.338	379.957	236.341
1379.139	467.528	1523.275	1130.786	400.338	379.957	236.341
1379.139	467.738	1523.275	1130.786	400.547	379.957	236.341
1379.139	467.738	1523.558	1130.786	400.547	379.957	236.341
1379.139	467.738	1523.558	1130.786	400.547	379.957	236.341
1379.139	467.738	1523.781	1130.786	400.854	379.957	236.341
1379.139	467.738	1523.781	1130.786	400.854	379.957	236.341
1379.139	467.738	1524.074	1130.786	401.089	379.957	236.341
1379.139	467.738	1524.074	1130.786	401.089	379.957	236.341
1379.139	467.738	1524.418	1130.786	401.089	379.957	236.341
1379.139	467.999	1524.627	1130.786	401.390	379.957	236.341
1379.139	467.999	1524.627	1130.786	401.390	379.957	236.341
1379.139	467.999	1524.966	1130.786	401.390	379.957	236.341
1379.139	468.228	1524.966	1130.786	401.627	379.957	236.341
1379.351	468.228	1525.330	1130.786	401.850	379.957	236.341
1379.351	468.228	1525.330	1130.786	401.850	379.957	236.341
1379.351	468.518	1525.615	1130.786	402.069	379.957	236.341
1379.351	468.518	1525.615	1130.786	402.069	379.957	236.341
1379.351	468.756	1525.885	1130.786	402.339	379.957	236.341
1379.351	468.756	1525.885	1130.786	402.339	379.957	236.555
1379.351	468.756	1526.091	1130.786	402.339	379.957	236.555
1379.351	469.050	1526.091	1130.786	402.550	379.957	236.555
1379.351	469.050	1526.330	1130.786	402.550	379.957	236.555
1379.351	469.050	1526.330	1130.786	402.550	379.957	236.555
1379.351	469.298	1526.569	1130.786	402.752	379.957	236.555
1379.351	469.298	1526.569	1130.786	402.752	380.157	236.555
1379.351	469.298	1526.843	1130.786	402.752	380.157	236.555
1379.351	469.500	1526.843	1130.786	402.993	380.157	236.555
1379.351	469.500	1527.176	1130.786	402.993	380.157	236.555
1379.351	469.500	1527.176	1130.786	402.993	380.157	236.555
1379.351	469.500	1527.487	1130.786	402.993	380.157	236.555
1379.351	469.500	1527.487	1130.786	403.209	380.157	236.555
1379.351	469.500	1527.783	1130.786	403.209	380.157	236.555
1379.351	469.704	1527.783	1130.786	403.209	380.157	236.555
1379.351	469.704	1528.078	1130.786	403.209	380.157	236.555
1379.351	469.704	1528.078	1130.786	403.209	380.157	236.555
1379.351	469.704	1528.342	1130.786	403.209	380.157	236.555
1379.351	469.704	1528.342	1130.786	403.209	380.157	236.555
1379.351	469.704	1528.576	1130.786	403.441	380.157	236.555
1379.351	469.704	1528.576	1130.786	403.441	380.157	236.555
1379.351	469.704	1528.811	1130.786	403.441	380.157	236.555
1379.351	469.704	1528.811	1130.786	403.441	380.157	236.555
1379.351	469.704	1528.811	1130.786	403.441	380.157	236.555
1379.351	469.704	1529.102	1130.786	403.441	380.157	236.555
1379.351	469.704	1529.102	1130.786	403.647	380.157	236.555
1379.351	469.704	1529.102	1130.786	403.647	380.157	236.555
1379.351	469.704	1529.392	1130.992	403.647	380.157	236.555
1379.351	469.704	1529.392	1130.992	403.647	380.157	236.555
1379.351	469.944	1529.633	1131.231	403.647	380.157	236.555
1379.351	469.944	1529.633	1131.483	403.867	380.157	236.555
1379.672	470.409	1530.075	1131.837	404.102	380.157	236.764
1379.672	470.733	1530.406	1132.349	404.381	380.157	236.764
1380.055	470.960	1530.768	1133.064	404.750	380.157	237.011
1380.294	471.232	1531.181	1133.972	405.222	380.157	237.011
1380.578	471.534	1531.614	1135.149	405.806	380.361	237.424
1381.003	471.802	1532.087	1136.622	406.462	380.361	237.692
1381.485	472.088	1532.561	1138.294	407.077	380.361	237.982
1382.080	472.422	1533.034	1140.115	407.628	380.361	238.258
1382.879	472.804	1533.427	1142.203	408.181	380.617	238.534
1383.753	473.207	1533.821	1144.297	408.681	380.617	238.797
1384.690	473.650	1534.162	1146.598	409.154	380.617	239.054
1385.834	474.083	1534.490	1148.619	409.648	380.617	239.318
1387.527	474.514	1534.746	1150.751	410.147	380.818	239.572
1389.625	474.999	1534.986	1152.774	410.563	380.818	239.845
1392.009	475.495	1534.986	1154.881	410.938	380.818	240.169
1394.493	476.005	1535.350	1156.945	411.305	381.162	240.551
1396.995	476.457	1535.350	1159.015	411.668	381.162	240.882
1399.389	476.849	1535.653	1161.310	412.088	381.476	241.198
1401.576	477.267	1535.653	1163.459	412.461	381.476	241.492
1403.730	477.626	1535.980	1165.788	412.851	381.825	241.800
1405.688	477.899	1535.980	1168.055	413.268	381.825	242.108
1407.580	478.138	1536.367	1170.236	413.674	382.140	242.449
1409.429	478.138	1536.663	1172.308	414.074	382.140	242.784
1411.258	478.481	1536.932	1174.235	414.432	382.386	243.144
1412.999	478.481	1537.225	1176.094	414.844	382.386	243.444
1414.657	478.895	1537.546	1177.789	415.258	382.611	243.759
1416.256	479.098	1537.893	1179.324	415.578	382.611	244.085
1417.809	479.098	1538.223	1180.810	415.934	382.862	244.382
1419.117	479.525	1538.656	1182.284	416.280	382.862	244.638
1420.344	479.525	1539.072	1183.584	416.620	382.862	244.868
1421.395	479.903	1539.499	1184.945	416.924	383.120	245.072
1422.342	479.903	1539.871	1186.106	417.223	383.120	245.273
1423.124	480.247	1540.249	1187.118	417.540	383.120	245.273
1423.750	480.467	1540.643	1188.120	417.882	383.357	245.583
1424.293	480.467	1540.985	1188.800	418.196	383.357	245.583
1424.637	480.900	1541.304	1189.314	418.471	383.357	245.882
1424.871	481.139	1541.647	1189.777	418.741	383.583	245.882
1424.871	481.374	1541.953	1190.077	418.992	383.583	246.197
1424.871	481.650	1542.323	1190.364	419.281	383.583	246.197
1425.175	481.650	1542.570	1190.627	419.516	383.583	246.444
1425.175	482.129	1542.867	1190.961	419.864	383.583	246.444
1425.623	482.373	1543.162	1191.309	420.236	383.583	246.444
1425.912	482.615	1543.489	1191.644	420.481	383.583	246.660
1426.272	482.890	1543.869	1191.968	420.730	383.583	246.660
1426.622	483.118	1544.209	1192.323	420.730	383.583	246.660
1426.998	483.453	1544.538	1192.708	421.108	383.583	246.660
1427.376	483.733	1544.845	1193.135	421.108	383.814	246.861
1427.734	483.990	1545.156	1193.635	421.363	383.814	246.861
1428.105	484.224	1545.527	1194.162	421.363	383.814	246.861
1428.381	484.224	1545.792	1194.653	421.363	383.814	246.861
1428.679	484.575	1546.130	1195.144	421.597	383.814	247.070
1428.880	484.575	1546.402	1195.599	421.597	383.814	247.070
1429.108	484.786	1546.766	1196.083	421.597	383.814	247.070
1429.108	484.786	1547.157	1196.565	421.597	383.814	247.286
1429.422	484.786	1547.510	1196.956	421.597	383.814	247.286
1429.422	484.786	1547.863	1197.311	421.829	383.814	247.286
1429.721	484.786	1548.177	1197.661	421.829	383.814	247.286
1429.721	485.004	1548.454	1197.927	421.829	383.814	247.286
1429.721	485.004	1548.744	1197.927	421.829	383.814	247.286
1429.721	485.270	1548.744	1198.242	422.030	383.814	247.498
1429.721	485.270	1549.087	1198.242	422.030	383.814	247.498
1429.721	485.529	1549.087	1198.242	422.336	383.814	247.498
1429.721	485.529	1549.405	1198.242	422.336	383.814	247.498
1429.721	485.755	1549.608	1198.529	422.336	384.048	247.498
1430.053	485.755	1549.856	1198.529	422.336	384.048	247.498
1430.053	485.755	1550.097	1198.529	422.336	384.048	247.498
1430.342	486.039	1550.408	1198.746	422.543	384.048	247.498
1430.342	486.039	1550.710	1198.746	422.543	384.048	247.498
1430.694	486.039	1551.008	1198.746	422.543	384.254	247.498
1430.694	486.275	1551.399	1198.746	422.543	384.254	247.498
1430.915	486.275	1551.877	1198.746	422.543	384.254	247.707
1430.915	486.275	1552.403	1198.746	422.802	384.254	247.707
1430.915	486.565	1552.909	1198.952	422.802	384.254	247.707
1430.915	486.565	1553.413	1198.952	422.802	384.254	247.707
1430.915	486.775	1553.992	1199.275	422.802	384.467	247.707
1430.915	486.775	1554.604	1199.275	422.802	384.467	247.707
1431.159	486.775	1555.182	1199.497	422.802	384.467	247.707
1431.159	487.070	1555.715	1199.497	423.067	384.467	247.707
1431.159	487.070	1556.314	1199.714	423.067	384.672	247.921
1431.455	487.070	1556.983	1199.714	423.284	384.672	247.921
1431.455	487.353	1557.634	1200.016	423.284	384.672	247.921
1431.707	487.353	1558.266	1200.016	423.659	384.672	247.921
1431.707	487.621	1558.934	1200.240	423.659	384.672	247.921
1431.993	487.621	1559.674	1200.240	423.881	384.672	247.921
1431.993	487.892	1560.362	1200.240	423.881	384.672	247.921
1432.242	487.892	1561.082	1200.452	424.124	384.900	248.143
1432.242	488.095	1561.829	1200.452	424.124	384.900	248.143
1432.559	488.095	1562.529	1200.452	424.337	384.900	248.143
1432.559	488.095	1563.291	1200.706	424.337	384.900	248.143
1432.942	488.311	1564.141	1200.706	424.564	384.900	248.143
1432.942	488.311	1564.998	1200.706	424.564	384.900	248.143
1433.339	488.311	1565.739	1200.994	424.833	384.900	248.143
1433.547	488.524	1566.580	1200.994	424.833	384.900	248.387
1433.797	488.524	1567.450	1201.490	425.100	384.900	248.387
1434.072	488.524	1568.279	1201.814	425.100	384.900	248.387
1434.382	488.809	1569.128	1202.152	425.436	385.155	248.387
1434.730	488.809	1570.096	1202.471	425.661	385.155	248.647
1435.084	489.016	1570.907	1202.762	425.661	385.155	248.647
1435.459	489.016	1571.662	1203.039	425.881	385.155	248.859
1435.862	489.016	1572.546	1203.350	425.881	385.155	248.859
1436.246	489.308	1573.374	1203.604	426.113	385.155	249.163
1436.601	489.308	1574.250	1203.929	426.113	385.155	249.163
1436.914	489.308	1575.225	1204.249	426.333	385.155	249.476
1437.288	489.587	1576.134	1204.500	426.333	385.155	249.476
1437.506	489.587	1577.008	1205.255	426.651	385.155	249.843
1437.852	489.587	1577.929	1205.935	426.651	385.155	249.843
1438.273	489.841	1578.827	1206.355	426.651	385.404	250.196
1438.632	489.841	1579.678	1206.735	426.866	385.404	250.196
1438.903	489.841	1580.559	1206.735	426.866	385.404	250.517
1439.183	490.065	1581.326	1207.365	426.866	385.404	250.517
1439.477	490.065	1582.082	1208.014	426.866	385.404	250.769
1439.798	490.065	1582.818	1208.558	426.866	385.613	250.769
1440.176	490.065	1583.588	1209.018	427.076	385.613	250.991
1440.557	490.276	1584.427	1209.440	427.076	385.613	250.991
1440.901	490.276	1585.202	1209.940	427.076	385.613	250.991
1441.198	490.276	1585.878	1210.503	427.076	385.613	251.247
1441.547	490.276	1586.579	1211.089	427.325	385.613	251.247
1441.968	490.276	1587.315	1211.775	427.325	385.613	251.247
1442.398	490.276	1587.798	1212.624	427.544	385.813	251.247
1442.823	490.276	1588.303	1213.574	427.544	385.813	251.466
1443.351	490.276	1588.813	1214.608	427.869	385.813	251.466
1443.930	490.276	1589.241	1215.617	427.869	385.813	251.674
1444.518	490.523	1589.629	1216.609	428.202	385.813	251.674
1445.188	490.523	1590.014	1217.643	428.418	386.113	251.896
1445.860	490.746	1590.359	1218.454	428.418	386.113	251.896
1446.484	490.746	1590.663	1219.299	428.853	386.113	251.896
1447.072	491.008	1590.989	1220.296	428.853	386.113	252.171
1447.672	491.008	1591.305	1221.853	429.203	386.408	252.171
1448.263	491.235	1591.579	1222.771	429.203	386.408	252.171
1448.906	491.235	1591.828	1223.848	429.506	386.408	252.426
1449.426	491.235	1591.828	1224.815	429.506	386.408	252.426
1449.942	491.444	1592.047	1225.865	429.798	386.408	252.426
1450.388	491.444	1592.047	1226.933	429.798	386.623	252.719
1450.830	491.645	1592.047	1227.939	430.046	386.623	252.719
1451.278	491.645	1592.320	1228.486	430.046	386.623	252.940
1451.689	491.911	1592.320	1229.205	430.250	386.623	252.940
1452.149	491.911	1592.551	1230.000	430.250	386.623	252.940
1452.542	492.118	1592.551	1230.776	430.250	386.623	253.236
1452.992	492.118	1592.812	1231.435	430.250	386.829	253.236
1453.418	492.118	1592.812	1232.149	430.250	386.829	253.482
1453.843	492.412	1593.152	1232.896	430.250	386.829	253.482
1454.259	492.412	1593.385	1233.533	430.478	387.033	253.693
1454.640	492.412	1593.677	1234.058	430.478	387.033	253.693
1455.071	492.412	1593.960	1234.598	430.478	387.033	253.693
1455.450	492.622	1594.256	1235.140	430.478	387.033	253.933
1455.852	492.622	1594.531	1235.501	430.680	387.245	253.933
1456.318	492.622	1594.825	1235.768	430.680	387.245	253.933
1456.752	492.622	1595.113	1236.031	430.680	387.245	254.160
1457.182	492.622	1595.396	1236.031	430.680	387.245	254.160
1457.627	492.845	1595.699	1236.288	430.886	387.245	254.160
1458.067	492.845	1595.947	1236.288	430.886	387.446	254.160
1458.608	492.845	1596.386	1236.516	430.886	387.446	254.160
1459.239	492.845	1597.040	1236.516	430.886	387.446	254.160
1460.280	492.845	1597.040	1236.778	430.886	387.446	254.160
1461.225	493.116	1597.453	1236.778	430.886	387.446	254.160
1461.824	493.116	1597.453	1237.081	431.092	387.446	254.160
1462.315	493.116	1598.212	1237.081	431.092	387.446	254.160
1463.128	493.395	1598.633	1237.391	431.092	387.446	254.160
1463.469	493.395	1599.262	1237.391	431.092	387.446	254.160
1463.819	493.395	1599.658	1237.796	431.309	387.661	254.160
1464.081	493.669	1600.255	1237.796	431.309	387.661	254.160
1464.404	493.669	1600.685	1238.078	431.309	387.661	254.160
1464.739	493.669	1600.685	1238.078	431.309	387.661	254.160
1465.073	493.882	1600.685	1238.078	431.595	387.661	254.160
1465.327	493.882	1601.405	1238.299	431.595	387.661	254.160
1465.327	493.882	1601.405	1238.299	431.595	387.661	254.160
1465.551	494.125	1601.405	1238.673	431.595	387.661	254.160
1465.551	494.125	1601.657	1238.894	431.823	387.661	254.160
1465.551	494.125	1601.657	1238.894	431.823	387.661	254.160
1465.551	494.125	1601.657	1239.185	431.823	387.661	254.387
1465.836	494.125	1601.867	1239.185	431.823	387.661	254.387
1465.836	494.125	1601.867	1239.185	431.823	387.866	254.387
1465.836	494.125	1601.867	1239.185	432.080	387.866	254.387
1466.614	494.125	1601.867	1239.185	432.080	387.866	254.387
1467.117	494.125	1602.096	1239.429	432.080	387.866	254.387
1467.117	494.125	1602.096	1239.429	432.080	387.866	254.387
1467.750	494.125	1602.096	1239.429	432.080	387.866	254.387
1468.240	494.125	1602.096	1239.661	432.315	387.866	254.387
1468.788	494.125	1602.310	1239.661	432.315	387.866	254.387
1469.318	494.125	1602.310	1239.867	432.315	387.866	254.387
1469.318	494.388	1602.310	1239.867	432.315	387.866	254.387
1469.318	494.388	1602.798	1240.213	432.315	387.866	254.387
1469.643	494.599	1602.798	1240.213	432.523	387.866	254.387
1470.321	494.599	1602.798	1240.570	432.523	387.866	254.387
1470.544	494.816	1602.798	1240.570	432.523	387.866	254.387
1470.544	494.816	1603.007	1240.904	432.523	387.866	254.592
1470.859	494.816	1603.007	1240.904	432.523	387.866	254.592
1470.859	495.063	1603.007	1241.145	432.769	387.866	254.592
1470.859	495.063	1603.007	1241.145	432.769	387.866	254.592
1470.859	495.063	1603.007	1241.377	432.769	387.866	254.592
1470.859	495.063	1603.007	1241.377	432.769	388.108	254.592
1471.069	495.304	1603.007	1241.607	432.769	388.108	254.592
1471.496	495.304	1603.007	1241.607	432.769	388.108	254.592
1471.755	495.304	1603.007	1241.883	432.769	388.108	254.592
1471.755	495.304	1603.219	1241.883	432.769	388.108	254.592
1471.755	495.304	1603.219	1241.883	432.981	388.108	254.592
1471.755	495.304	1603.219	1242.116	432.981	388.108	254.592
1471.755	495.304	1603.219	1242.116	432.981	388.108	254.592
1471.755	495.304	1603.464	1242.116	432.981	388.108	254.592
1471.755	495.528	1603.464	1242.116	432.981	388.108	254.592
1471.996	495.528	1603.464	1242.362	432.981	388.108	254.592
1471.996	495.528	1603.464	1242.362	432.981	388.108	254.592
1471.996	495.528	1603.703	1242.588	432.981	388.108	254.592
1471.996	495.528	1603.703	1242.588	433.227	388.108	254.592
1471.996	495.528	1603.703	1242.829	433.227	388.108	254.592
1472.221	495.738	1603.703	1242.829	433.227	388.108	254.592
1472.221	495.738	1604.319	1243.034	433.227	388.108	254.793
1472.221	495.738	1604.785	1243.034	433.227	388.108	254.793
1472.423	495.738	1605.331	1243.034	433.435	388.108	254.793
1472.423	495.738	1605.331	1243.034	433.435	388.108	254.793
1472.709	495.738	1605.331	1243.265	433.435	388.108	254.793
1472.709	495.962	1605.572	1243.265	433.435	388.108	254.793
1473.022	495.962	1605.572	1243.505	433.435	388.108	254.793
1473.022	495.962	1605.572	1243.505	433.435	388.327	254.793
1473.237	495.962	1605.801	1243.505	433.685	388.327	254.793
1473.237	495.962	1605.801	1243.804	433.685	388.327	254.793
1473.237	496.203	1605.801	1243.804	433.685	388.327	254.793
1473.237	496.203	1606.051	1243.804	433.685	388.327	254.793
1473.441	496.203	1606.051	1244.030	433.685	388.327	254.793
