P5_hand_rP4_whole_dist_traveled	P5_shoulder_rP4_whole_dist_traveled	P5_headP4_whole_dist_traveled	P5_hand_lP4_whole_dist_traveled	P5_shoulder_lP4_whole_dist_traveled	P5_elbow_rP4_whole_dist_traveled	P5_elbow_lP4_whole_dist_traveled
94.958	18.732	101.765	189.948	0.000	9.278	12.994
95.568	18.978	102.035	190.156	0.000	9.278	13.221
96.208	18.978	102.278	190.156	0.000	9.674	13.221
96.797	19.218	102.540	190.410	0.000	9.674	13.221
97.302	19.218	102.767	190.410	0.000	10.005	13.221
97.678	19.218	102.988	190.622	0.000	10.005	13.221
99.507	19.456	103.205	190.622	0.000	10.307	13.221
101.010	19.456	103.427	190.945	0.000	10.307	13.221
101.270	19.456	103.676	191.172	0.232	10.307	13.221
101.566	19.719	103.935	191.172	0.232	10.307	13.221
101.773	19.719	104.148	191.523	0.232	10.307	13.440
102.369	19.719	104.148	191.523	0.499	10.307	13.440
103.011	19.950	104.521	191.523	0.499	10.307	13.440
103.011	19.950	104.521	191.739	0.499	10.307	13.440
103.224	19.950	104.846	191.739	0.499	10.307	13.440
103.224	20.215	104.846	191.960	0.783	10.307	13.440
103.434	20.215	105.130	191.960	0.783	10.307	13.440
103.944	20.420	105.130	192.221	0.783	10.307	13.440
104.613	20.420	105.363	192.221	1.041	10.307	13.440
104.613	20.420	105.363	192.459	1.041	10.307	13.652
104.613	20.685	105.575	192.459	1.041	10.307	13.652
104.890	20.685	105.575	192.699	1.266	10.307	13.652
104.890	20.685	105.814	192.699	1.266	10.307	13.652
105.300	20.685	105.814	192.699	1.266	10.307	13.652
105.903	20.685	106.071	192.907	1.477	10.307	13.652
105.903	20.685	106.071	192.907	1.477	10.307	13.652
105.903	20.685	106.320	192.907	1.477	10.307	13.652
105.903	20.685	106.320	193.127	1.477	10.307	13.652
106.116	20.685	106.528	193.127	1.477	10.307	13.652
106.669	20.685	106.528	193.329	1.477	10.307	13.652
107.231	20.892	106.770	193.329	1.477	10.307	13.652
107.231	20.892	106.770	193.557	1.477	10.307	13.652
107.231	20.892	107.053	193.557	1.477	10.307	13.652
107.509	20.892	107.053	193.557	1.477	10.307	13.652
107.509	20.892	107.447	193.784	1.477	10.307	13.874
108.044	21.111	107.701	193.784	1.477	10.307	13.874
108.706	21.111	107.994	193.784	1.742	10.531	13.874
108.706	21.111	108.298	193.784	1.742	10.531	13.874
108.706	21.111	108.607	193.784	1.742	10.531	13.874
108.706	21.111	108.947	193.991	1.960	10.531	13.874
108.706	21.111	109.315	193.991	1.960	10.531	13.874
109.225	21.322	109.734	193.991	1.960	10.531	13.874
109.764	21.322	110.153	194.213	1.960	10.531	13.874
109.764	21.322	110.550	194.213	1.960	10.531	13.874
109.764	21.322	110.934	194.213	1.960	10.531	13.874
109.764	21.559	111.277	194.478	2.176	10.531	13.874
109.968	21.559	111.636	194.478	2.176	10.531	13.874
109.968	21.559	112.007	194.478	2.176	10.531	13.874
109.968	21.802	112.352	194.719	2.384	10.531	13.874
109.968	21.802	112.688	194.719	2.384	10.531	13.874
109.968	21.802	112.996	194.719	2.384	10.531	13.874
110.218	21.802	113.289	195.061	2.598	10.531	14.082
110.786	21.802	113.615	195.273	2.598	10.531	14.082
111.429	21.802	113.934	195.544	2.598	10.531	14.082
111.429	21.802	114.244	195.842	2.803	10.531	14.082
111.429	21.802	114.530	196.239	2.803	10.531	14.082
111.755	21.802	114.771	196.902	2.803	10.531	14.082
111.755	21.802	114.990	197.505	3.085	10.531	14.082
113.135	21.802	114.990	198.472	3.085	10.531	14.288
114.943	21.802	115.348	199.952	3.085	10.531	14.288
115.189	21.802	115.348	201.687	3.348	10.531	14.609
115.454	21.802	115.621	203.939	3.348	10.531	14.840
115.718	21.802	115.621	206.610	3.551	10.738	14.840
115.718	21.802	115.621	209.426	3.551	10.738	15.140
116.112	21.802	115.892	212.337	3.762	10.738	15.140
116.351	21.802	115.892	215.395	3.762	10.738	15.140
116.616	21.802	115.892	219.052	3.762	10.738	15.140
116.973	21.802	116.102	222.351	3.762	11.003	15.140
117.348	21.802	116.102	225.559	3.967	11.003	15.533
117.647	22.018	116.102	228.641	3.967	11.003	15.885
117.647	22.018	116.439	231.565	3.967	11.003	16.238
119.437	22.018	116.439	234.083	3.967	11.003	16.635
121.107	22.018	116.799	236.383	3.967	11.247	17.026
121.107	22.227	117.003	238.395	4.177	11.247	17.379
121.489	22.227	117.003	240.298	4.177	11.247	17.736
121.713	22.227	117.459	242.029	4.430	11.247	18.071
121.991	22.526	117.765	243.670	4.430	11.247	18.417
123.520	22.526	118.122	245.040	4.631	11.247	18.758
125.390	22.847	118.518	246.336	4.631	11.247	19.069
125.670	22.847	118.923	247.597	4.631	11.247	19.320
125.931	23.140	119.315	248.665	4.857	11.247	19.561
126.188	23.140	119.706	249.607	4.857	11.247	19.790
126.452	23.375	120.177	250.456	4.857	11.486	20.003
126.733	23.375	120.689	251.087	4.857	11.486	20.223
127.040	23.610	121.217	251.692	5.139	11.486	20.423
127.401	23.610	121.714	252.326	5.139	11.486	20.423
127.768	23.848	122.247	253.019	5.350	11.486	20.800
128.158	23.848	122.785	253.486	5.350	11.737	21.003
128.596	23.848	123.332	253.943	5.594	11.737	21.215
128.987	24.106	123.839	254.483	5.594	12.013	21.433
129.327	24.106	124.318	254.915	5.889	12.013	21.677
129.590	24.106	124.810	255.536	5.889	12.013	21.924
129.859	24.395	125.361	256.224	6.116	12.274	22.139
130.144	24.395	125.846	256.799	6.116	12.274	22.350
130.432	24.611	126.311	257.606	6.116	12.274	22.350
130.788	24.611	126.754	258.358	6.337	12.274	22.743
131.181	24.611	127.171	259.743	6.337	12.274	22.743
132.629	24.881	127.529	260.271	6.337	12.274	23.088
134.574	24.881	127.976	260.774	6.587	12.274	23.295
134.918	24.881	128.332	261.180	6.587	12.274	23.295
135.205	25.167	128.660	261.587	6.587	12.274	23.622
135.503	25.167	129.021	261.946	6.587	12.274	23.622
135.736	25.167	129.373	262.315	6.587	12.274	23.981
135.975	25.378	129.726	262.676	6.587	12.274	23.981
137.579	25.378	130.076	263.511	6.587	12.274	24.299
139.384	25.378	130.380	263.949	6.805	12.274	24.299
139.384	25.378	130.646	264.316	6.805	12.274	24.299
139.766	25.592	130.934	264.629	6.805	12.274	24.570
139.966	25.592	131.263	264.990	6.805	12.274	24.570
139.966	25.592	131.543	265.285	7.068	12.274	24.570
140.348	25.836	131.836	265.570	7.068	12.488	24.799
142.194	25.836	132.160	265.849	7.068	12.488	24.799
143.746	25.836	132.506	266.198	7.068	12.488	24.799
143.964	25.836	132.875	266.675	7.303	12.488	24.799
143.964	25.836	133.265	267.117	7.303	12.488	24.799
144.304	26.048	133.752	267.598	7.303	12.488	24.799
144.304	26.048	134.316	268.102	7.541	12.488	24.999
146.043	26.048	134.893	268.575	7.541	12.488	24.999
147.687	26.048	135.411	269.074	7.541	12.488	24.999
147.687	26.048	136.022	269.558	7.825	12.696	24.999
147.972	26.251	136.737	269.933	7.825	12.696	25.223
147.972	26.251	137.523	270.318	7.825	12.696	25.223
148.321	26.616	138.285	270.722	8.064	12.696	25.223
148.321	26.859	139.123	271.136	8.064	12.696	25.522
148.621	27.135	139.924	271.722	8.064	12.960	25.522
148.621	27.444	140.677	272.324	8.287	12.960	25.854
148.834	27.687	141.556	272.876	8.287	12.960	25.854
149.348	27.941	142.498	273.400	8.287	12.960	26.205
149.954	27.941	143.506	273.928	8.495	12.960	26.205
149.954	28.290	144.336	274.357	8.495	13.171	26.523
149.954	28.290	145.176	274.768	8.495	13.171	26.523
150.161	28.577	146.207	275.189	8.736	13.171	26.784
150.161	28.577	146.998	275.659	8.736	13.171	26.784
150.161	28.944	147.834	276.143	8.736	13.373	27.065
150.460	28.944	148.609	276.637	9.032	13.373	27.065
151.020	29.320	149.265	277.115	0.000	13.373	27.391
151.672	29.320	149.964	277.589	0.000	13.373	27.391
151.672	29.693	150.651	277.995	0.000	13.373	27.712
151.889	29.693	151.300	278.368	0.000	13.373	27.712
151.889	29.904	151.900	278.653	0.000	13.373	27.943
151.889	29.904	152.372	278.882	0.000	13.373	27.943
152.740	29.904	152.813	278.882	0.000	13.373	27.943
153.203	29.904	153.241	279.141	0.000	13.373	28.145
153.203	29.904	153.643	279.141	0.000	13.373	28.145
153.523	30.141	153.973	279.141	0.000	13.373	28.145
153.523	30.141	154.269	279.141	0.000	13.373	28.145
153.893	30.141	154.499	279.355	0.000	13.373	28.145
154.150	30.141	154.712	279.584	0.000	13.373	28.145
156.031	30.141	154.712	279.584	0.000	13.373	28.145
157.625	30.141	155.029	279.868	0.000	13.373	28.145
157.909	30.370	155.029	279.868	0.000	13.373	28.145
158.203	30.370	155.253	280.222	0.000	13.590	28.145
158.519	30.370	155.253	280.222	0.000	13.590	28.145
158.841	30.672	155.253	280.560	0.000	13.590	28.145
159.204	30.672	155.503	280.560	0.000	13.590	28.145
160.810	30.672	155.503	280.951	0.000	13.590	28.409
162.512	30.947	155.704	280.951	0.000	13.590	28.409
163.004	30.947	155.704	281.412	0.000	13.590	28.409
163.416	31.163	155.962	281.642	0.000	13.590	28.622
163.761	31.163	155.962	281.933	0.000	13.590	28.622
164.001	31.373	156.285	282.273	0.000	13.590	28.622
164.507	31.373	156.285	282.613	0.000	13.590	28.622
165.442	31.595	156.650	282.992	0.000	13.590	28.830
166.551	31.595	156.650	283.296	0.000	13.818	28.830
166.551	31.595	156.982	283.584	0.000	13.818	28.830
166.901	31.902	156.982	283.883	0.242	13.818	28.830
167.611	31.902	157.269	284.201	0.242	13.818	28.830
167.611	32.188	157.269	284.628	0.472	13.818	28.830
167.819	32.188	157.518	285.012	0.472	13.818	28.830
169.270	32.506	157.518	285.359	0.472	13.818	28.830
170.945	32.506	157.735	285.694	0.745	13.818	28.830
171.194	32.781	157.735	286.033	0.745	13.818	29.030
171.460	32.781	157.735	286.355	0.994	14.049	29.030
171.729	33.086	157.987	286.663	0.994	14.049	29.030
171.950	33.086	157.987	287.055	0.994	14.049	29.030
172.162	33.404	158.249	287.444	1.272	14.049	29.230
172.162	33.404	158.249	287.828	1.272	14.049	29.230
172.464	33.768	158.622	288.302	1.499	14.049	29.230
174.029	33.768	158.622	288.757	1.499	14.049	29.474
175.608	34.108	159.029	289.157	1.738	14.255	29.474
175.608	34.108	159.235	289.552	1.738	14.255	29.474
175.937	34.440	159.235	289.881	1.972	14.255	29.771
175.937	34.440	159.590	290.215	1.972	14.255	29.771
175.937	34.714	159.590	290.523	2.234	14.255	29.771
175.937	34.714	159.843	290.850	2.234	14.255	30.002
176.165	34.714	159.843	291.227	2.470	14.476	30.002
178.163	34.973	160.076	291.518	2.470	14.476	30.002
179.063	34.973	160.076	291.808	2.470	14.476	30.002
179.331	34.973	160.303	292.169	2.470	14.476	30.002
179.584	34.973	160.303	292.540	2.470	14.476	30.002
179.806	34.973	160.303	292.914	2.470	14.476	30.002
180.016	34.973	160.638	293.254	2.470	14.476	30.002
180.016	34.973	160.638	293.637	2.745	14.689	30.002
181.196	35.194	161.046	294.036	2.745	14.689	30.221
182.300	35.194	161.268	294.370	2.745	14.689	30.221
183.199	35.194	161.524	294.736	2.995	14.689	30.221
183.199	35.194	161.783	295.122	2.995	14.689	30.221
183.557	35.405	162.067	295.623	2.995	14.689	30.441
184.203	35.405	162.411	296.076	3.265	14.689	30.441
184.203	35.405	162.792	296.504	3.265	14.689	30.441
184.528	35.672	163.145	296.857	3.265	14.904	30.657
184.528	35.672	163.452	297.300	3.547	14.904	30.657
184.774	35.672	163.730	297.718	3.547	14.904	30.657
185.752	35.973	164.022	298.034	3.753	14.904	30.892
186.829	35.973	164.246	298.304	3.753	14.904	30.892
186.829	35.973	164.246	298.549	0.000	14.904	30.892
186.829	36.209	164.564	298.549	0.000	14.904	30.892
186.829	36.209	164.564	300.743	0.000	14.904	31.111
186.829	36.209	164.564	300.743	0.000	14.904	31.111
186.829	36.209	164.564	300.743	0.000	14.904	31.111
186.829	36.434	164.782	300.743	0.000	14.904	31.111
187.069	36.434	164.782	300.743	0.000	14.904	31.111
188.055	36.434	165.106	300.743	0.000	14.904	31.111
189.113	36.434	165.329	300.975	0.000	14.904	31.111
189.113	36.434	165.592	300.975	0.000	14.904	31.111
189.507	36.434	165.873	301.381	0.000	15.111	31.111
189.789	36.434	166.129	301.595	0.000	15.111	31.111
190.070	36.434	166.411	301.843	0.000	15.111	31.111
190.361	36.673	166.722	302.170	0.000	15.111	31.111
190.630	36.673	167.056	302.403	0.000	15.111	31.330
191.571	36.673	167.407	302.629	0.000	15.111	31.330
192.615	36.673	167.752	302.833	0.000	15.318	31.330
192.615	36.878	168.095	303.081	0.000	15.318	31.330
192.944	36.878	168.403	303.395	0.000	15.318	31.557
192.944	36.878	168.661	303.762	0.000	15.318	31.557
193.156	36.878	168.961	304.158	0.000	15.318	31.557
193.156	37.138	169.223	304.507	0.000	15.318	31.557
193.156	37.138	169.435	304.811	0.000	15.318	31.557
194.101	37.138	169.642	305.127	0.000	15.318	31.802
195.053	37.440	169.879	305.359	0.000	15.318	31.802
195.053	37.440	169.879	305.359	0.000	15.318	31.802
195.053	37.664	170.241	307.061	0.000	15.318	31.802
195.327	37.664	170.241	307.061	0.000	15.318	31.802
195.327	37.664	170.604	307.061	0.000	15.318	31.802
195.544	37.896	170.604	307.327	0.000	15.318	31.802
195.544	37.896	170.932	307.327	0.000	15.318	31.802
195.800	37.896	170.932	307.752	0.000	15.318	31.802
195.800	37.896	171.284	308.003	0.000	15.318	31.802
196.158	37.896	171.489	308.279	0.000	15.318	31.802
196.158	37.896	171.489	308.538	0.000	15.318	32.033
196.509	37.896	171.811	309.230	0.000	15.318	32.033
196.509	37.896	171.811	309.683	0.000	15.318	32.279
196.884	37.896	172.037	310.198	0.219	15.318	32.279
197.956	37.896	172.037	310.645	0.219	15.318	32.575
198.756	37.896	172.037	311.070	0.219	15.318	32.575
198.975	37.896	172.310	311.516	0.502	15.318	32.897
199.217	37.896	172.310	311.928	0.502	15.318	32.897
199.490	37.896	172.310	312.316	0.502	15.318	33.195
199.853	37.896	172.592	312.674	0.737	15.318	33.195
200.328	37.896	172.592	313.100	0.737	15.318	33.480
201.013	37.896	172.592	313.614	0.737	15.529	33.480
202.416	37.896	172.827	314.101	0.000	15.529	33.848
203.590	37.896	172.827	314.570	0.000	15.529	33.848
204.519	38.189	172.827	314.919	0.000	15.529	34.195
205.568	38.189	172.827	315.216	0.000	15.735	34.195
206.588	38.398	172.827	315.542	0.000	15.735	34.490
207.596	38.398	173.040	315.826	0.000	15.735	34.490
209.264	38.398	173.040	316.161	0.000	15.735	34.694
210.515	38.398	173.251	316.475	0.000	16.038	34.694
211.264	38.621	173.251	316.813	0.000	16.038	34.694
211.928	38.621	173.587	317.141	0.000	16.038	34.916
212.571	38.621	173.587	317.593	0.000	16.241	34.916
213.206	38.621	173.955	318.007	0.000	16.241	35.116
213.779	38.621	174.193	318.419	0.000	16.241	35.116
215.560	38.859	174.487	318.920	0.000	16.497	35.324
216.639	38.859	174.841	319.382	0.000	16.497	35.324
217.128	39.067	175.253	319.874	0.000	16.497	35.584
217.612	39.067	175.739	320.458	0.000	16.770	35.584
218.769	39.338	176.357	321.069	0.000	16.770	35.859
219.146	39.338	177.053	321.632	0.000	16.770	35.859
219.482	39.650	177.783	322.246	0.000	16.770	36.205
219.838	39.650	178.519	323.011	0.000	16.770	36.205
220.122	39.983	179.395	323.815	0.000	16.985	36.564
220.438	39.983	180.414	324.575	0.000	16.985	36.564
220.845	40.334	181.480	325.300	0.000	16.985	36.956
221.386	40.334	182.575	325.928	0.000	17.230	37.171
221.975	40.771	183.772	326.562	0.000	17.230	37.375
222.776	40.994	185.597	327.231	0.000	17.230	37.375
224.813	41.212	187.070	327.865	0.000	17.230	37.768
226.487	41.452	188.533	328.444	0.202	17.459	37.768
227.084	41.719	190.027	328.983	0.202	17.459	38.095
227.801	41.996	191.668	329.556	0.577	17.459	38.095
228.845	42.250	193.236	330.095	0.778	17.684	38.366
229.976	42.550	194.708	330.555	0.980	17.684	38.366
232.020	42.904	196.296	330.903	1.208	17.684	38.613
234.142	43.322	197.805	331.146	1.441	17.954	38.613
235.235	43.671	199.155	331.146	1.667	17.954	38.613
236.127	43.968	200.496	331.146	1.667	18.203	38.613
237.055	44.232	201.710	331.357	1.978	18.203	38.824
238.119	44.460	202.811	331.692	1.978	18.468	38.824
238.907	44.460	203.797	332.200	2.248	18.468	38.824
240.007	44.660	204.775	332.808	2.248	18.468	39.032
241.181	44.660	205.608	333.525	2.577	18.468	39.032
243.005	44.956	206.328	334.351	2.782	18.752	39.339
243.775	45.209	206.900	335.286	3.005	18.991	39.339
244.758	45.550	207.381	336.253	3.237	19.266	39.721
245.584	45.964	207.834	337.176	3.468	19.612	39.943
246.424	46.428	208.198	338.072	3.689	19.914	40.177
247.401	46.903	208.529	338.856	3.892	20.222	40.460
248.931	47.298	208.819	339.632	3.892	20.432	40.700
249.598	47.688	209.083	340.944	4.332	20.432	40.918
250.293	48.075	209.350	342.834	4.332	20.642	40.918
250.957	48.428	209.570	343.422	4.755	20.642	41.318
251.491	48.731	209.788	343.924	5.003	20.642	41.526
251.949	48.952	210.034	344.369	5.230	20.642	41.526
253.419	48.952	210.309	345.944	5.456	20.642	41.810
254.412	49.240	210.556	346.207	5.683	20.866	41.810
254.835	49.240	210.776	346.614	5.919	20.866	41.810
255.253	49.240	210.991	347.143	6.132	21.072	41.810
255.652	49.516	211.267	347.733	6.361	21.072	41.810
255.885	49.516	211.498	348.367	6.597	21.072	41.810
255.885	49.771	211.767	349.156	6.816	21.072	41.810
256.897	49.771	211.993	349.985	6.816	21.072	42.040
258.768	50.106	212.231	350.838	7.214	21.300	42.040
260.915	50.312	212.475	351.814	7.214	21.300	42.298
261.682	50.543	212.737	352.743	7.526	21.300	42.298
262.353	50.774	212.973	353.656	7.526	21.300	42.545
262.914	51.004	213.242	354.524	7.851	21.300	42.545
263.441	51.004	213.528	355.276	7.851	21.502	42.545
264.017	51.343	213.887	356.071	8.258	21.502	42.834
264.432	51.343	214.339	356.707	8.482	21.502	42.834
264.764	51.680	214.843	357.210	8.713	21.502	42.834
266.423	51.680	215.412	357.534	8.945	21.502	43.094
268.166	52.037	216.049	357.775	9.171	21.746	43.094
268.166	52.037	216.709	357.775	9.401	21.746	43.307
268.493	52.391	217.258	358.140	9.604	21.746	43.307
268.493	52.391	217.940	358.442	9.604	21.746	43.307
268.941	52.752	218.654	358.805	9.956	21.746	43.575
270.307	52.752	219.326	359.256	0.000	21.746	43.575
271.379	53.007	220.012	359.800	0.000	21.746	43.575
271.799	53.007	220.654	360.359	0.000	21.746	43.857
272.237	53.258	221.228	361.025	0.000	21.985	43.857
273.459	53.258	221.754	361.769	0.000	21.985	44.145
274.155	53.485	222.263	362.695	0.000	21.985	44.145
274.500	53.485	222.679	363.562	0.000	21.985	44.460
275.759	53.728	223.051	364.491	0.000	21.985	44.460
277.090	53.728	223.419	365.565	0.000	21.985	44.855
277.569	53.989	223.767	367.858	0.000	21.985	45.095
278.089	53.989	224.071	368.748	0.000	21.985	45.337
278.623	54.229	224.310	369.546	0.000	22.222	45.630
279.027	54.229	224.310	370.587	0.000	22.222	45.930
279.353	54.229	224.619	371.334	0.000	22.222	46.243
279.697	54.472	224.619	371.896	0.000	22.222	46.469
280.357	54.472	224.929	372.359	0.000	22.222	46.707
281.529	54.472	225.135	372.728	0.000	22.222	46.938
281.830	54.472	225.135	373.079	0.000	22.222	46.938
282.119	54.702	225.591	373.317	0.000	22.222	47.221
282.373	54.702	225.887	373.638	0.000	22.222	47.221
282.715	54.702	226.242	374.140	0.000	22.222	47.221
283.142	54.968	226.668	374.721	0.000	22.222	47.221
283.658	54.968	227.060	375.520	0.000	22.222	47.478
284.106	55.190	227.523	376.348	0.000	22.222	47.478
285.214	55.190	228.048	377.315	0.000	22.222	47.478
287.074	55.422	228.642	378.453	0.000	22.222	47.478
288.026	55.422	229.260	379.709	0.000	22.498	47.478
289.396	55.422	229.916	381.045	0.000	22.498	47.734
290.855	55.678	230.600	382.289	0.000	22.795	47.734
292.266	55.678	231.221	383.918	0.000	23.007	47.934
293.744	55.678	232.023	385.431	0.000	23.007	47.934
295.125	55.923	232.891	387.494	0.000	23.382	47.934
296.391	55.923	233.653	388.812	0.000	23.600	47.934
297.504	55.923	234.523	390.229	0.000	23.600	48.276
298.480	56.170	235.241	391.254	0.000	23.948	48.537
299.316	56.170	236.077	392.439	0.000	24.164	48.891
299.881	56.170	236.894	393.797	0.000	24.164	49.291
300.408	56.387	237.728	394.732	0.000	24.401	49.670
300.965	56.387	238.582	395.628	0.000	24.401	50.037
301.421	56.387	239.351	396.887	0.000	24.401	50.388
301.848	56.387	240.207	397.891	0.000	24.793	50.707
302.332	56.604	241.007	398.645	0.000	25.007	50.961
302.860	56.604	241.707	399.233	0.000	25.239	51.191
303.404	56.814	242.401	399.974	0.000	25.446	51.395
304.539	56.814	242.973	401.798	0.000	25.653	51.395
306.407	56.814	243.552	402.501	0.000	25.887	51.709
306.749	56.814	244.130	403.052	0.000	25.887	51.709
307.046	56.814	244.682	403.516	0.000	26.178	51.978
307.701	56.814	245.148	403.972	0.000	26.178	51.978
307.928	57.018	245.585	404.434	0.000	26.178	51.978
308.228	57.018	246.026	404.898	0.000	26.178	52.355
308.583	57.018	246.512	405.495	0.000	26.178	52.557
308.950	57.373	246.942	406.121	0.000	26.178	52.814
310.960	57.599	247.313	406.737	0.000	26.388	53.105
312.076	57.850	247.672	407.585	0.000	26.388	53.418
312.597	58.144	248.064	408.329	0.000	26.671	53.763
313.154	58.433	248.447	409.044	0.000	26.671	54.068
313.801	58.696	248.828	409.757	0.000	26.873	54.375
314.428	58.967	249.195	410.401	0.000	26.873	54.670
315.562	59.234	249.553	411.005	0.000	26.873	54.911
316.211	59.514	249.899	411.818	0.000	27.127	55.112
316.661	59.806	250.213	412.793	0.000	27.127	55.112
318.559	60.084	250.514	413.749	0.000	27.127	55.399
320.169	60.354	250.790	414.624	0.000	27.127	55.399
320.803	60.582	251.103	415.847	0.000	27.393	55.399
321.167	60.787	251.389	416.990	0.000	27.393	55.613
321.440	60.787	251.648	418.134	0.000	27.393	55.613
321.700	61.111	251.929	419.304	0.000	27.393	55.840
321.978	61.111	252.150	420.524	0.000	27.595	55.840
322.397	61.437	252.150	421.621	0.000	27.595	56.149
323.051	61.437	252.522	422.921	0.000	27.595	56.149
323.898	61.754	252.522	424.248	0.000	27.595	56.445
324.946	61.754	252.873	425.605	0.000	27.595	56.646
326.014	62.066	252.873	426.864	0.000	27.595	56.884
327.064	62.066	253.256	428.024	0.000	27.595	57.128
328.055	62.375	253.523	429.361	0.000	27.595	57.370
329.239	62.375	253.816	430.559	0.000	27.595	57.618
330.277	62.676	254.134	431.867	0.000	27.874	57.881
331.269	62.676	254.474	433.070	0.000	28.366	58.172
332.126	62.966	254.783	434.057	0.000	28.366	58.458
333.311	62.966	255.070	435.188	0.000	28.366	58.746
335.293	62.966	255.356	436.185	0.000	28.576	59.055
335.939	62.966	255.629	437.387	0.000	28.576	59.399
336.540	63.188	255.929	440.143	0.000	28.576	59.757
337.252	63.188	256.228	441.579	0.000	28.877	60.074
337.950	63.188	256.532	442.336	0.000	28.877	60.315
338.617	63.188	256.838	442.916	0.000	29.153	60.315
339.282	63.507	257.159	443.572	0.000	29.153	60.613
339.626	63.507	257.544	444.331	0.000	29.404	60.613
340.474	63.745	257.924	445.119	0.000	29.404	60.613
341.108	63.745	258.358	445.901	0.000	29.404	60.613
342.713	63.999	258.855	446.533	0.000	29.404	60.838
343.240	63.999	259.287	448.537	0.000	29.669	60.838
343.481	63.999	259.708	449.145	0.000	29.669	60.838
343.728	64.230	260.080	449.778	0.000	29.669	60.838
343.728	64.230	260.429	450.421	0.202	29.669	61.141
344.062	64.230	260.833	451.107	0.202	29.669	61.141
344.270	64.230	261.210	451.959	0.202	29.918	61.472
344.548	64.230	261.595	452.607	0.536	29.918	61.472
344.811	64.482	261.998	453.199	0.536	29.918	61.821
345.163	64.482	262.318	453.756	0.837	29.918	61.821
345.456	64.780	262.615	454.381	0.837	29.918	62.093
345.782	64.780	262.893	454.969	1.259	29.918	62.093
346.155	65.187	263.179	455.717	1.521	30.123	62.379
346.512	65.440	263.528	456.292	1.762	30.123	62.379
346.824	65.724	263.882	456.896	2.074	30.123	62.694
347.121	66.045	264.183	457.454	2.336	30.357	62.694
347.393	66.363	264.478	458.027	2.561	30.357	63.075
347.622	66.668	264.765	458.522	2.561	30.357	63.075
347.900	66.955	265.031	458.964	2.898	30.578	63.387
348.194	67.205	265.348	459.431	3.186	30.578	63.387
348.484	67.454	265.650	459.835	3.186	30.578	63.603
348.715	67.682	265.955	460.218	3.500	30.791	63.603
348.715	67.932	266.258	460.627	3.500	30.791	63.603
348.995	68.151	266.581	461.079	3.785	30.791	63.811
348.995	68.151	266.870	461.508	3.785	31.266	63.811
349.359	68.498	267.089	461.989	4.010	31.790	64.084
349.646	68.498	267.089	462.513	4.010	32.328	64.084
350.020	68.836	267.401	463.075	4.332	32.328	64.456
350.421	68.836	267.401	463.505	4.332	32.328	64.456
350.888	69.055	267.771	464.000	4.618	32.328	64.851
351.461	69.055	268.025	464.529	4.618	32.328	64.851
352.068	69.309	268.293	465.101	4.858	32.618	65.242
352.793	69.309	268.600	465.596	4.858	32.618	65.242
353.557	69.621	268.958	466.091	4.858	32.874	65.649
354.422	69.621	269.325	466.575	4.858	32.874	65.866
355.284	69.933	269.685	467.052	4.858	33.166	66.080
356.300	69.933	270.098	467.603	4.858	33.166	66.349
357.321	70.228	270.557	468.372	4.858	33.441	66.554
358.256	70.449	271.050	469.646	4.858	33.441	66.794
358.659	70.701	271.569	470.927	5.090	33.775	67.043
360.130	70.932	272.089	472.403	5.090	33.775	67.302
360.711	71.162	272.667	474.209	5.090	33.982	67.507
361.268	71.448	273.254	476.129	5.090	33.982	67.507
361.759	71.769	273.850	478.264	5.090	34.184	67.745
362.166	72.068	274.583	480.580	5.090	34.184	67.745
362.166	72.375	275.348	485.047	5.308	34.527	68.048
362.619	72.735	276.094	487.449	5.537	34.764	68.269
363.015	73.148	276.911	489.480	5.537	35.034	68.482
363.488	73.549	277.753	491.111	5.943	35.246	68.709
364.042	73.928	278.767	492.919	6.168	35.477	68.968
364.459	74.310	279.669	493.756	6.168	35.477	69.265
364.708	74.696	280.702	494.512	6.482	35.730	69.609
364.941	75.017	281.692	495.013	6.482	35.730	69.958
365.323	75.318	282.692	495.737	6.698	35.730	70.214
365.828	75.608	283.736	496.437	6.698	35.730	70.214
366.404	75.952	284.772	497.267	7.067	35.969	70.580
367.052	76.371	285.726	499.229	7.067	36.180	70.580
367.671	76.752	286.804	500.039	7.363	36.420	70.948
368.128	77.096	287.735	500.725	7.575	36.706	70.948
368.498	77.439	288.727	501.360	7.818	36.980	71.298
368.762	77.727	289.667	501.965	8.115	37.653	71.298
368.995	77.971	290.615	502.465	8.519	37.653	71.653
368.995	78.274	291.562	502.872	8.920	37.874	71.653
369.324	78.562	292.471	503.196	9.250	37.874	71.987
369.551	78.909	293.457	503.196	9.623	37.874	71.987
369.833	79.271	294.397	503.406	9.931	37.874	72.280
370.160	79.747	295.268	503.406	10.199	38.106	72.280
370.599	80.248	296.196	503.851	10.199	38.106	72.515
371.166	80.688	297.101	504.257	10.651	38.106	72.515
371.890	81.098	297.875	504.762	10.926	38.106	72.515
372.631	81.478	298.692	505.353	11.253	38.106	72.718
373.381	81.771	299.484	505.868	11.537	38.360	72.718
374.320	81.994	300.152	506.398	11.869	38.360	72.963
375.168	82.216	300.786	506.866	12.201	38.788	72.963
376.021	82.216	301.433	507.363	12.511	38.788	73.260
