P5_Angle_l


89.936
89.936
89.933
89.882
89.881
89.878
89.921
89.921
89.921
89.923
89.926
89.929
89.932
89.931
89.934
89.932
89.931
89.929
89.928
89.924
89.925
89.925
89.916
89.911
89.909
89.910
89.907
89.911
89.908
89.911
89.912
89.909
89.910
89.907
89.910
89.913
89.902
89.904
89.897
89.896
89.895
89.895
89.891
89.890
89.895
89.896
89.892
89.901
89.904
89.897
89.902
89.905
89.903
89.913
89.910
89.917
89.920
89.920
89.925
89.919
89.921
89.918
89.913
89.909
89.906
89.909
89.913
89.909
89.911
89.911
89.919
89.919
89.921
89.924
89.932
89.927
89.932
89.932
89.939
89.930
89.928
89.924
89.924
89.921
89.917
89.914
89.916
89.912
89.908
89.908
89.906
89.896
89.900
89.900
89.899
89.896
89.886
89.883
89.882
89.875
89.868
89.878
89.871
89.868
89.872
89.873
89.876
89.880
89.884
89.893
89.887
89.883
89.882
89.884
89.882
89.888
89.889
89.888
89.877
89.876
89.880
89.878
89.882
89.874
89.884
89.878
89.877
89.875
89.878
89.880
89.874
89.879
89.875
89.874
89.870
89.869
89.861
89.869
89.868
89.862
89.852
89.855
89.861
89.853
89.858
89.854
89.851
89.854
89.855
89.857
89.861
89.863
89.852
89.854
89.852
89.850
89.847
89.848
89.848
89.849
89.858
89.858
89.872
89.877
89.887
89.887
89.903
89.925
89.931
89.949
89.952
89.960
89.967
89.969
89.977
89.979
89.987
90.005
90.012
90.032
90.040
90.052
90.072
90.077
90.087
90.081
90.090
90.094
90.082
90.088
90.081
90.082
90.077
90.078
90.085
90.087
90.083
90.081
90.082
90.085
90.079
90.077
90.072
90.080
90.076
90.076
90.074
90.073
90.072
90.073
90.067
90.064
90.062
90.067
90.075
90.070
90.076
90.078
90.085
90.103
90.115
90.139
90.162
90.177
90.198
90.199
90.200
90.195
90.189
90.177
90.175
90.167
90.175
90.185
90.199
90.203
90.211
90.224
90.247
90.245
90.264
90.295
90.328
90.366
90.410
90.460
90.544
90.635
90.727
90.817
90.899
90.950
90.982
90.983
90.944
90.899
90.844
90.776
90.700
90.648
90.601
90.587
90.609
90.633
90.669
90.720
90.812
90.925
91.041
91.172
91.311
91.465
91.621
91.779
91.941
92.101
92.232
92.371
92.482
92.566
92.614
92.617
92.610
92.585
92.538
92.475
92.388
92.303
92.186
92.034
91.884
91.699
91.481
91.256
90.994
90.726
90.463
90.187
89.929
89.709
89.487
89.321
89.194
89.128
89.153
89.224
89.392
89.641
89.953
90.281
90.619
90.945
91.235
91.481
91.654
91.800
91.905
91.996
92.052
92.041
92.056
92.062
92.027
91.975
91.892
91.793
91.682
91.567
91.408
91.236
91.071
90.878
90.685
90.505
90.336
90.195
90.053
89.975
89.922
89.879
89.869
89.910
89.940
90.001
90.059
90.116
90.177
90.224
90.269
90.320
90.371
90.398
90.427
90.444
90.442
90.417
90.425
90.426
90.427
90.402
90.391
90.377
90.362
90.348
90.339
90.319
90.317
90.318
90.319
90.341
90.345
90.348
90.357
90.364
90.370
90.379
90.396
90.402
90.419
90.439
90.458
90.481
90.494
90.547
90.596
90.655
90.725
90.790
90.869
90.955
91.045
91.116
91.156
91.198
91.209
91.213
91.187
91.164
91.121
91.058
